S_S2_Ea_076_v1v9_1	1.6.5.3
S_S2_Ea_076_v1v9_538	6.5.1.2
S_S2_Ea_076_v1v9_539	4.2.1.51
S_S2_Ea_076_v1v9_540	2.3.3.1
S_S2_Ea_076_v1v9_541	2.1.1.207
S_S2_Ea_076_v1v9_542	2.5.1.19
S_S2_Ea_076_v1v9_543	2.7.4.6
S_S2_Ea_076_v1v9_544	4.1.2.48
S_S2_Ea_076_v1v9_545	1.1.1.86
S_S2_Ea_076_v1v9_546	2.6.1.1
S_S2_Ea_076_v1v9_547	2.5.1.31
S_S2_Ea_076_v1v9_548	2.7.1.148
S_S2_Ea_076_v1v9_549	2.7.2.8
S_S2_Ea_076_v1v9_550	3.5.4.10
S_S2_Ea_076_v1v9_551	2.1.2.3
S_S2_Ea_076_v1v9_552	2.7.8.7
S_S2_Ea_076_v1v9_553	1.15.1.1
S_S2_Ea_076_v1v9_554	6.1.1.19
S_S2_Ea_076_v1v9_555	6.3.5.9
S_S2_Ea_076_v1v9_556	6.3.5.11
S_S2_Ea_076_v1v9_557	3.6.1.13
S_S2_Ea_076_v1v9_558	3.6.1.13
S_S2_Ea_076_v1v9_559	5.99.1.2
S_S2_Ea_076_v1v9_560	5.99.1.2
S_S2_Ea_076_v1v9_561	4.2.1.3
S_S2_Ea_076_v1v9_562	1.5.1.5
S_S2_Ea_076_v1v9_563	2.1.1.185
S_S2_Ea_076_v1v9_564	6.1.1.4
S_S2_Ea_076_v1v9_565	2.5.1.6
S_S2_Ea_076_v1v9_566	3.4.21.92
S_S2_Ea_076_v1v9_567	3.4.21.92
S_S2_Ea_076_v1v9_568	2.3.1.234
S_S2_Ea_076_v1v9_569	2.3.1.234
S_S2_Ea_076_v1v9_570	2.5.1.75
S_S2_Ea_076_v1v9_571	4.99.1.3
S_S2_Ea_076_v1v9_572	4.99.1.3
S_S2_Ea_076_v1v9_573	2.4.1.227
S_S2_Ea_076_v1v9_574	6.3.2.9
S_S2_Ea_076_v1v9_575	2.7.8.13
S_S2_Ea_076_v1v9_576	6.3.2.10
S_S2_Ea_076_v1v9_577	6.3.2.13
S_S2_Ea_076_v1v9_578	6.3.2.13
S_S2_Ea_076_v1v9_579	2.1.1.199
S_S2_Ea_076_v1v9_580	2.8.1.13
S_S2_Ea_076_v1v9_581	1.1.1.100
S_S2_Ea_076_v1v9_582	1.1.1.100
S_S2_Ea_076_v1v9_583	1.1.1.100
S_S2_Ea_076_v1v9_584	1.1.1.100
S_S2_Ea_076_v1v9_585	1.1.1.100
S_S2_Ea_076_v1v9_586	1.1.1.100
S_S2_Ea_076_v1v9_587	5.1.3.1
S_S2_Ea_076_v1v9_588	5.1.3.1
S_S2_Ea_076_v1v9_589	5.1.3.1
S_S2_Ea_076_v1v9_590	5.1.3.1
S_S2_Ea_076_v1v9_591	5.1.3.1
S_S2_Ea_076_v1v9_592	3.5.4.9
S_S2_Ea_076_v1v9_593	6.3.4.2
S_S2_Ea_076_v1v9_594	5.4.2.2
S_S2_Ea_076_v1v9_595	5.4.2.2
S_S2_Ea_076_v1v9_596	6.1.1.1
S_S2_Ea_076_v1v9_597	3.5.3.12
S_S2_Ea_076_v1v9_598	5.4.99.18
S_S2_Ea_076_v1v9_599	2.4.2.9
S_S2_Ea_076_v1v9_600	2.4.2.9
S_S2_Ea_076_v1v9_601	2.1.3.2
S_S2_Ea_076_v1v9_602	1.3.1.10
S_S2_Ea_076_v1v9_603	1.3.1.9
S_S2_Ea_076_v1v9_604	1.3.1.9
S_S2_Ea_076_v1v9_605	2.5.1.61
S_S2_Ea_076_v1v9_606	2.5.1.61
S_S2_Ea_076_v1v9_607	4.2.1.9
S_S2_Ea_076_v1v9_608	2.4.2.17
S_S2_Ea_076_v1v9_609	3.4.11.9
S_S2_Ea_076_v1v9_610	3.4.11.9
S_S2_Ea_076_v1v9_611	3.4.11.9
S_S2_Ea_076_v1v9_612	3.4.11.9
S_S2_Ea_076_v1v9_613	3.5.4.33
S_S2_Ea_076_v1v9_614	4.2.1.75
S_S2_Ea_076_v1v9_615	4.2.1.75
S_S2_Ea_076_v1v9_616	3.6.3.17
S_S2_Ea_076_v1v9_617	3.6.3.17
S_S2_Ea_076_v1v9_618	3.2.1.21
S_S2_Ea_076_v1v9_619	3.2.1.21
S_S2_Ea_076_v1v9_620	3.2.1.21
S_S2_Ea_076_v1v9_621	3.2.1.21
S_S2_Ea_076_v1v9_622	3.2.1.21
S_S2_Ea_076_v1v9_623	3.2.1.21
S_S2_Ea_076_v1v9_624	3.2.1.21
S_S2_Ea_076_v1v9_625	3.2.1.21
S_S2_Ea_076_v1v9_626	3.2.1.86
S_S2_Ea_076_v1v9_627	3.2.1.86
S_S2_Ea_076_v1v9_628	3.2.1.86
S_S2_Ea_076_v1v9_629	3.2.1.86
S_S2_Ea_076_v1v9_630	3.2.1.86
S_S2_Ea_076_v1v9_631	3.2.1.86
S_S2_Ea_076_v1v9_632	3.2.1.86
S_S2_Ea_076_v1v9_633	3.2.1.86
S_S2_Ea_076_v1v9_634	3.2.1.86
S_S2_Ea_076_v1v9_635	3.2.1.86
S_S2_Ea_076_v1v9_636	3.2.1.86
S_S2_Ea_076_v1v9_637	3.2.1.86
S_S2_Ea_076_v1v9_638	3.2.1.86
S_S2_Ea_076_v1v9_639	3.2.1.86
S_S2_Ea_076_v1v9_640	3.2.1.86
S_S2_Ea_076_v1v9_641	3.2.1.86
S_S2_Ea_076_v1v9_642	2.8.2.22
S_S2_Ea_076_v1v9_643	3.1.4.46
S_S2_Ea_076_v1v9_644	3.1.4.46
S_S2_Ea_076_v1v9_645	2.7.1.15
S_S2_Ea_076_v1v9_646	2.7.1.15
S_S2_Ea_076_v1v9_647	2.7.1.15
S_S2_Ea_076_v1v9_648	2.7.1.15
S_S2_Ea_076_v1v9_649	1.12.1.3
S_S2_Ea_076_v1v9_650	2.7.1.194
S_S2_Ea_076_v1v9_651	2.7.1.194
S_S2_Ea_076_v1v9_652	2.7.1.194
S_S2_Ea_076_v1v9_653	2.7.1.194
S_S2_Ea_076_v1v9_654	2.7.1.194
S_S2_Ea_076_v1v9_655	2.7.1.194
S_S2_Ea_076_v1v9_656	2.7.1.194
S_S2_Ea_076_v1v9_657	2.7.1.194
S_S2_Ea_076_v1v9_658	2.7.1.194
S_S2_Ea_076_v1v9_659	2.7.1.194
S_S2_Ea_076_v1v9_660	3.6.3.30
S_S2_Ea_076_v1v9_661	3.6.3.30
S_S2_Ea_076_v1v9_662	3.6.3.30
S_S2_Ea_076_v1v9_663	4.4.1.5
S_S2_Ea_076_v1v9_664	4.4.1.5
S_S2_Ea_076_v1v9_665	4.4.1.5
S_S2_Ea_076_v1v9_666	2.4.2.1
S_S2_Ea_076_v1v9_667	2.4.2.1
S_S2_Ea_076_v1v9_668	2.4.2.1
S_S2_Ea_076_v1v9_669	4.1.2.4
S_S2_Ea_076_v1v9_670	4.1.2.4
S_S2_Ea_076_v1v9_671	4.1.2.4
S_S2_Ea_076_v1v9_672	4.1.2.4
S_S2_Ea_076_v1v9_673	4.1.2.17
S_S2_Ea_076_v1v9_674	4.1.2.17
S_S2_Ea_076_v1v9_675	3.4.22.70
S_S2_Ea_076_v1v9_676	3.4.22.70
S_S2_Ea_076_v1v9_677	3.4.22.70
S_S2_Ea_076_v1v9_678	3.4.22.70
S_S2_Ea_076_v1v9_679	3.4.22.70
S_S2_Ea_076_v1v9_680	3.4.22.70
S_S2_Ea_076_v1v9_681	3.2.1.10
S_S2_Ea_076_v1v9_682	3.2.2.1
S_S2_Ea_076_v1v9_683	3.2.2.1
S_S2_Ea_076_v1v9_684	3.2.2.1
S_S2_Ea_076_v1v9_685	2.7.6.5
S_S2_Ea_076_v1v9_686	2.7.6.5
S_S2_Ea_076_v1v9_687	2.7.6.5
S_S2_Ea_076_v1v9_688	3.1.1.31
S_S2_Ea_076_v1v9_689	2.7.1.121
S_S2_Ea_076_v1v9_690	2.7.1.121
S_S2_Ea_076_v1v9_691	2.7.1.121
S_S2_Ea_076_v1v9_692	2.7.1.121
S_S2_Ea_076_v1v9_693	2.7.1.121
S_S2_Ea_076_v1v9_694	2.7.1.121
S_S2_Ea_076_v1v9_695	3.5.1.18
S_S2_Ea_076_v1v9_696	3.2.1.37
S_S2_Ea_076_v1v9_697	3.2.1.172
S_S2_Ea_076_v1v9_698	4.99.1.4
S_S2_Ea_076_v1v9_699	4.99.1.4
S_S2_Ea_076_v1v9_700	1.3.1.76
S_S2_Ea_076_v1v9_701	3.5.99.10
S_S2_Ea_076_v1v9_702	2.7.1.17
S_S2_Ea_076_v1v9_703	3.2.1.40
S_S2_Ea_076_v1v9_704	3.2.1.40
S_S2_Ea_076_v1v9_705	3.2.1.40
S_S2_Ea_076_v1v9_706	3.4.13.9
S_S2_Ea_076_v1v9_707	3.4.13.9
S_S2_Ea_076_v1v9_708	3.4.13.9
S_S2_Ea_076_v1v9_709	1.3.1.14
S_S2_Ea_076_v1v9_710	5.1.3.13
S_S2_Ea_076_v1v9_711	5.4.2.6
S_S2_Ea_076_v1v9_712	5.4.2.6
S_S2_Ea_076_v1v9_713	3.6.3.31
S_S2_Ea_076_v1v9_714	2.7.1.211
S_S2_Ea_076_v1v9_715	2.7.1.211
S_S2_Ea_076_v1v9_716	2.7.1.211
S_S2_Ea_076_v1v9_717	2.7.1.211
S_S2_Ea_076_v1v9_718	3.1.11.5
S_S2_Ea_076_v1v9_719	1.1.1.14
S_S2_Ea_076_v1v9_720	1.1.1.14
S_S2_Ea_076_v1v9_721	1.1.1.14
S_S2_Ea_076_v1v9_722	2.6.1.16
S_S2_Ea_076_v1v9_723	3.6.3.3
S_S2_Ea_076_v1v9_724	3.6.3.3
S_S2_Ea_076_v1v9_725	3.6.3.3
S_S2_Ea_076_v1v9_726	3.6.3.3
S_S2_Ea_076_v1v9_727	2.4.1.64
S_S2_Ea_076_v1v9_728	3.5.4.5
S_S2_Ea_076_v1v9_729	2.7.1.5
S_S2_Ea_076_v1v9_730	2.7.1.5
S_S2_Ea_076_v1v9_731	3.6.3.5
S_S2_Ea_076_v1v9_732	3.6.3.5
S_S2_Ea_076_v1v9_733	3.6.3.5
S_S2_Ea_076_v1v9_734	3.6.3.5
S_S2_Ea_076_v1v9_735	5.1.3.4
S_S2_Ea_076_v1v9_736	5.1.3.4
S_S2_Ea_076_v1v9_737	5.1.3.4
S_S2_Ea_076_v1v9_738	5.1.3.4
S_S2_Ea_076_v1v9_739	5.1.3.4
S_S2_Ea_076_v1v9_740	2.7.1.30
S_S2_Ea_076_v1v9_741	5.4.2.10
S_S2_Ea_076_v1v9_742	5.4.99.9
S_S2_Ea_076_v1v9_743	3.6.3.40
S_S2_Ea_076_v1v9_744	5.4.2.8
S_S2_Ea_076_v1v9_745	3.5.4.2
S_S2_Ea_076_v1v9_746	2.3.1.19
S_S2_Ea_076_v1v9_747	3.4.21.107
S_S2_Ea_076_v1v9_748	5.3.1.6
S_S2_Ea_076_v1v9_749	5.3.1.6
S_S2_Ea_076_v1v9_750	5.3.1.6
S_S2_Ea_076_v1v9_751	3.2.1.26
S_S2_Ea_076_v1v9_752	3.2.1.26
S_S2_Ea_076_v1v9_753	3.2.1.26
S_S2_Ea_076_v1v9_754	3.2.1.93
S_S2_Ea_076_v1v9_755	1.1.1.69
S_S2_Ea_076_v1v9_756	1.1.1.69
S_S2_Ea_076_v1v9_757	1.1.1.69
S_S2_Ea_076_v1v9_758	2.7.1.24
S_S2_Ea_076_v1v9_759	3.2.2.21
S_S2_Ea_076_v1v9_760	2.5.1.17
S_S2_Ea_076_v1v9_761	2.5.1.17
S_S2_Ea_076_v1v9_762	2.5.1.17
S_S2_Ea_076_v1v9_763	1.1.1.27
S_S2_Ea_076_v1v9_764	1.1.1.27
S_S2_Ea_076_v1v9_765	1.1.1.27
S_S2_Ea_076_v1v9_766	1.2.1.10
S_S2_Ea_076_v1v9_767	1.2.1.10
S_S2_Ea_076_v1v9_768	1.2.1.10
S_S2_Ea_076_v1v9_769	2.7.1.48
S_S2_Ea_076_v1v9_770	2.7.2.2
S_S2_Ea_076_v1v9_771	3.1.26.11
S_S2_Ea_076_v1v9_772	3.1.26.11
S_S2_Ea_076_v1v9_773	4.1.2.14
S_S2_Ea_076_v1v9_774	4.1.2.14
S_S2_Ea_076_v1v9_775	4.1.2.14
S_S2_Ea_076_v1v9_776	4.1.2.14
S_S2_Ea_076_v1v9_777	2.7.1.45
S_S2_Ea_076_v1v9_778	2.7.1.45
S_S2_Ea_076_v1v9_779	4.1.3.42
S_S2_Ea_076_v1v9_780	4.1.3.42
S_S2_Ea_076_v1v9_781	1.1.1.408
S_S2_Ea_076_v1v9_782	4.2.1.126
S_S2_Ea_076_v1v9_783	4.2.1.126
S_S2_Ea_076_v1v9_784	2.7.1.35
S_S2_Ea_076_v1v9_785	2.7.1.35
S_S2_Ea_076_v1v9_786	4.2.1.8
S_S2_Ea_076_v1v9_787	1.1.1.409
S_S2_Ea_076_v1v9_788	3.11.1.1
S_S2_Ea_076_v1v9_789	5.3.1.23
S_S2_Ea_076_v1v9_790	6.4.1.2
S_S2_Ea_076_v1v9_791	6.4.1.2
S_S2_Ea_076_v1v9_792	6.4.1.2
S_S2_Ea_076_v1v9_793	2.3.1.128
S_S2_Ea_076_v1v9_794	2.3.1.128
S_S2_Ea_076_v1v9_795	3.1.12.1
S_S2_Ea_076_v1v9_796	2.7.7.27
S_S2_Ea_076_v1v9_797	2.7.7.27
S_S2_Ea_076_v1v9_798	1.1.1.38
S_S2_Ea_076_v1v9_799	1.1.1.38
S_S2_Ea_076_v1v9_800	3.2.1.54
S_S2_Ea_076_v1v9_801	3.2.1.54
S_S2_Ea_076_v1v9_802	3.2.1.135
S_S2_Ea_076_v1v9_803	3.2.1.135
S_S2_Ea_076_v1v9_804	1.3.1.31
S_S2_Ea_076_v1v9_805	3.2.1.133
S_S2_Ea_076_v1v9_806	3.2.1.133
S_S2_Ea_076_v1v9_807	3.1.3.41
S_S2_Ea_076_v1v9_808	2.8.1.11
S_S2_Ea_076_v1v9_809	2.7.1.199
S_S2_Ea_076_v1v9_810	2.7.1.199
S_S2_Ea_076_v1v9_811	2.7.1.199
S_S2_Ea_076_v1v9_812	2.7.1.199
S_S2_Ea_076_v1v9_813	3.2.1.122
S_S2_Ea_076_v1v9_814	3.2.1.122
S_S2_Ea_076_v1v9_815	3.2.1.122
S_S2_Ea_076_v1v9_816	3.2.1.122
S_S2_Ea_076_v1v9_817	2.7.1.201
S_S2_Ea_076_v1v9_818	6.3.2.8
S_S2_Ea_076_v1v9_819	6.3.4.21
S_S2_Ea_076_v1v9_820	2.7.1.208
S_S2_Ea_076_v1v9_821	2.7.1.208
S_S2_Ea_076_v1v9_822	2.7.1.208
S_S2_Ea_076_v1v9_823	2.7.1.208
S_S2_Ea_076_v1v9_824	2.7.1.208
S_S2_Ea_076_v1v9_825	2.7.1.208
S_S2_Ea_076_v1v9_826	2.8.1.2
S_S2_Ea_076_v1v9_827	2.7.7.85
S_S2_Ea_076_v1v9_828	2.8.1.1
S_S2_Ea_076_v1v9_829	2.7.1.205
S_S2_Ea_076_v1v9_830	2.7.1.205
S_S2_Ea_076_v1v9_831	2.7.1.205
S_S2_Ea_076_v1v9_832	2.7.1.205
S_S2_Ea_076_v1v9_833	2.7.1.205
S_S2_Ea_076_v1v9_834	2.7.1.205
S_S2_Ea_076_v1v9_835	2.7.1.205
S_S2_Ea_076_v1v9_836	2.7.1.205
S_S2_Ea_076_v1v9_837	2.7.1.205
S_S2_Ea_076_v1v9_838	2.7.1.205
S_S2_Ea_076_v1v9_839	2.7.1.205
S_S2_Ea_076_v1v9_840	2.7.1.205
S_S2_Ea_076_v1v9_841	2.7.1.205
S_S2_Ea_076_v1v9_842	2.7.1.205
S_S2_Ea_076_v1v9_843	2.7.1.205
S_S2_Ea_076_v1v9_844	2.7.1.205
S_S2_Ea_076_v1v9_845	2.4.2.22
S_S2_Ea_076_v1v9_846	3.2.1.70
S_S2_Ea_076_v1v9_847	3.2.1.41
S_S2_Ea_076_v1v9_848	2.7.9.3
S_S2_Ea_076_v1v9_849	2.7.1.100
S_S2_Ea_076_v1v9_850	5.3.1.17
S_S2_Ea_076_v1v9_851	5.3.1.17
S_S2_Ea_076_v1v9_852	1.6.5.2
S_S2_Ea_076_v1v9_853	1.6.5.2
S_S2_Ea_076_v1v9_854	2.7.1.196
S_S2_Ea_076_v1v9_855	2.7.1.196
S_S2_Ea_076_v1v9_856	2.7.1.196
S_S2_Ea_076_v1v9_857	2.7.1.196
S_S2_Ea_076_v1v9_858	2.7.1.196
S_S2_Ea_076_v1v9_859	2.7.1.196
S_S2_Ea_076_v1v9_860	2.7.1.196
S_S2_Ea_076_v1v9_861	2.7.1.196
S_S2_Ea_076_v1v9_862	2.7.1.196
S_S2_Ea_076_v1v9_863	2.7.1.196
S_S2_Ea_076_v1v9_864	2.7.1.196
S_S2_Ea_076_v1v9_865	2.7.1.196
S_S2_Ea_076_v1v9_866	2.7.1.196
S_S2_Ea_076_v1v9_867	2.7.1.196
S_S2_Ea_076_v1v9_868	2.7.1.196
S_S2_Ea_076_v1v9_869	2.7.1.196
S_S2_Ea_076_v1v9_870	3.6.3.28
S_S2_Ea_076_v1v9_871	3.1.4.16
S_S2_Ea_076_v1v9_872	3.1.3.6
S_S2_Ea_076_v1v9_873	3.4.17.14
S_S2_Ea_076_v1v9_874	2.9.1.1
S_S2_Ea_076_v1v9_875	2.9.1.1
S_S2_Ea_076_v1v9_876	2.9.1.1
S_S2_Ea_076_v1v9_877	3.6.3.2
S_S2_Ea_076_v1v9_878	3.6.3.2
S_S2_Ea_076_v1v9_879	3.6.3.29
S_S2_Ea_076_v1v9_880	2.7.1.191
S_S2_Ea_076_v1v9_881	2.7.1.191
S_S2_Ea_076_v1v9_882	2.7.1.191
S_S2_Ea_076_v1v9_883	2.7.1.191
S_S2_Ea_076_v1v9_884	2.7.1.191
S_S2_Ea_076_v1v9_885	2.7.1.191
S_S2_Ea_076_v1v9_886	2.7.1.191
S_S2_Ea_076_v1v9_887	2.7.1.191
S_S2_Ea_076_v1v9_888	2.7.1.191
S_S2_Ea_076_v1v9_889	2.7.1.191
S_S2_Ea_076_v1v9_890	2.7.1.191
S_S2_Ea_076_v1v9_891	2.7.1.191
S_S2_Ea_076_v1v9_892	2.7.1.191
S_S2_Ea_076_v1v9_893	2.7.1.191
S_S2_Ea_076_v1v9_894	2.7.1.191
S_S2_Ea_076_v1v9_895	2.7.1.191
S_S2_Ea_076_v1v9_896	2.5.1.30
S_S2_Ea_076_v1v9_897	2.5.1.30
S_S2_Ea_076_v1v9_898	2.5.1.30
S_S2_Ea_076_v1v9_899	3.6.1.23
S_S2_Ea_076_v1v9_900	1.19.1.1
S_S2_Ea_076_v1v9_901	1.19.1.1
S_S2_Ea_076_v1v9_902	1.18.1.2
S_S2_Ea_076_v1v9_903	1.18.1.2
S_S2_Ea_076_v1v9_904	2.1.2.1
S_S2_Ea_076_v1v9_905	1.3.1.98
S_S2_Ea_076_v1v9_906	3.8.1.2
S_S2_Ea_076_v1v9_907	4.4.1.21
S_S2_Ea_076_v1v9_908	1.1.5.3
S_S2_Ea_076_v1v9_909	1.1.5.3
S_S2_Ea_076_v1v9_910	5.4.2.7
S_S2_Ea_076_v1v9_911	1.1.1.49
S_S2_Ea_076_v1v9_912	1.1.1.363
S_S2_Ea_076_v1v9_913	1.1.1.44
S_S2_Ea_076_v1v9_914	1.1.1.44
S_S2_Ea_076_v1v9_915	6.1.1.24
S_S2_Ea_076_v1v9_916	6.1.1.24
S_S2_Ea_076_v1v9_917	3.2.2.9
S_S2_Ea_076_v1v9_918	6.3.4.14
S_S2_Ea_076_v1v9_919	3.1.2.21
S_S2_Ea_076_v1v9_920	5.1.1.13
S_S2_Ea_076_v1v9_921	5.1.1.13
S_S2_Ea_076_v1v9_922	3.2.2.23
S_S2_Ea_076_v1v9_923	2.2.1.2
S_S2_Ea_076_v1v9_924	2.2.1.2
S_S2_Ea_076_v1v9_925	2.2.1.2
S_S2_Ea_076_v1v9_926	2.7.1.197
S_S2_Ea_076_v1v9_927	2.7.1.197
S_S2_Ea_076_v1v9_928	2.7.1.197
S_S2_Ea_076_v1v9_929	2.7.1.197
S_S2_Ea_076_v1v9_930	3.5.1.24
S_S2_Ea_076_v1v9_931	3.5.1.24
S_S2_Ea_076_v1v9_932	2.1.1.223
S_S2_Ea_076_v1v9_933	1.1.1.343
S_S2_Ea_076_v1v9_934	1.1.1.343
S_S2_Ea_076_v1v9_935	3.4.21.105
S_S2_Ea_076_v1v9_936	1.1.1.77
S_S2_Ea_076_v1v9_937	1.1.1.77
S_S2_Ea_076_v1v9_938	1.1.1.77
S_S2_Ea_076_v1v9_939	3.5.1.4
S_S2_Ea_076_v1v9_940	2.7.1.165
S_S2_Ea_076_v1v9_941	2.7.1.165
S_S2_Ea_076_v1v9_942	1.1.1.140
S_S2_Ea_076_v1v9_943	1.1.1.140
S_S2_Ea_076_v1v9_944	1.1.1.140
S_S2_Ea_076_v1v9_945	4.1.2.19
S_S2_Ea_076_v1v9_946	4.1.2.19
S_S2_Ea_076_v1v9_947	4.1.2.19
S_S2_Ea_076_v1v9_948	4.1.2.19
S_S2_Ea_076_v1v9_949	5.3.1.14
S_S2_Ea_076_v1v9_950	5.1.3.32
S_S2_Ea_076_v1v9_951	1.4.1.26
S_S2_Ea_076_v1v9_952	1.4.1.12
S_S2_Ea_076_v1v9_953	4.2.1.53
S_S2_Ea_076_v1v9_954	3.5.1.1
S_S2_Ea_076_v1v9_955	3.5.1.1
S_S2_Ea_076_v1v9_956	1.1.1.6
S_S2_Ea_076_v1v9_957	1.1.1.6
S_S2_Ea_076_v1v9_958	3.4.19.3
S_S2_Ea_076_v1v9_959	2.8.1.4
S_S2_Ea_076_v1v9_960	4.1.1.49
S_S2_Ea_076_v1v9_961	3.1.3.73
S_S2_Ea_076_v1v9_962	1.7.1.15
S_S2_Ea_076_v1v9_963	1.7.1.15
S_S2_Ea_076_v1v9_964	1.6.3.4
S_S2_Ea_076_v1v9_965	6.3.5.4
S_S2_Ea_076_v1v9_966	4.2.3.1
S_S2_Ea_076_v1v9_967	3.4.21.88
S_S2_Ea_076_v1v9_968	3.4.21.88
S_S2_Ea_076_v1v9_969	1.1.1.31
S_S2_Ea_076_v1v9_970	3.6.1.31
S_S2_Ea_076_v1v9_971	3.1.3.11
S_S2_Ea_076_v1v9_972	2.6.1.52
S_S2_Ea_076_v1v9_973	5.1.3.9
S_S2_Ea_076_v1v9_974	5.1.3.9
S_S2_Ea_076_v1v9_975	5.1.1.3
S_S2_Ea_076_v1v9_976	2.1.1.171
S_S2_Ea_076_v1v9_977	2.7.6.2
S_S2_Ea_076_v1v9_978	2.4.2.2
S_S2_Ea_076_v1v9_979	2.4.2.2
S_S2_Ea_076_v1v9_980	2.1.1.217
S_S2_Ea_076_v1v9_981	2.7.1.193
S_S2_Ea_076_v1v9_982	2.7.7.12
S_S2_Ea_076_v1v9_983	1.1.1.29
S_S2_Ea_076_v1v9_984	2.5.1.129
S_S2_Ea_076_v1v9_985	4.1.1.98
S_S2_Ea_076_v1v9_986	2.4.1.21
S_S2_Ea_076_v1v9_987	2.6.1.37
S_S2_Ea_076_v1v9_988	5.4.99.61
S_S2_Ea_076_v1v9_989	5.4.99.60
S_S2_Ea_076_v1v9_990	2.7.7.72
S_S2_Ea_076_v1v9_991	1.11.1.1
S_S2_Ea_076_v1v9_992	2.3.1.46
S_S2_Ea_076_v1v9_993	5.3.1.4
S_S2_Ea_076_v1v9_994	1.4.7.1
S_S2_Ea_076_v1v9_995	2.1.1.79
S_S2_Ea_076_v1v9_996	2.7.1.56
S_S2_Ea_076_v1v9_997	2.7.1.56
S_S2_Ea_076_v1v9_998	2.4.1.332
S_S2_Ea_076_v1v9_999	2.1.1.195
S_S2_Ea_076_v1v9_1000	2.1.1.271
S_S2_Ea_076_v1v9_1001	2.1.1.133
S_S2_Ea_076_v1v9_1002	3.7.1.12
S_S2_Ea_076_v1v9_1003	2.1.1.131
S_S2_Ea_076_v1v9_1004	1.3.1.54
S_S2_Ea_076_v1v9_1005	1.3.1.106
S_S2_Ea_076_v1v9_1006	1.2.1.79
S_S2_Ea_076_v1v9_1007	1.2.1.3
S_S2_Ea_076_v1v9_1008	1.2.1.20
S_S2_Ea_076_v1v9_1009	1.2.1.16
S_S2_Ea_076_v1v9_1010	3.6.3.15
S_S2_Ea_076_v1v9_1011	2.7.7.49
S_S2_Ea_076_v1v9_1012	2.1.1.170
S_S2_Ea_076_v1v9_1013	3.2.1.170
S_S2_Ea_076_v1v9_1014	2.3.1.204
S_S2_Ea_076_v1v9_1015	4.3.99.4
S_S2_Ea_076_v1v9_1016	3.6.1.7
S_S2_Ea_076_v1v9_1017	2.7.2.1
S_S2_Ea_076_v1v9_1018	2.7.2.1
S_S2_Ea_076_v1v9_1019	2.4.1.337
S_S2_Ea_076_v1v9_1020	2.7.1.207
S_S2_Ea_076_v1v9_1021	2.7.1.207
S_S2_Ea_076_v1v9_1022	2.7.1.207
S_S2_Ea_076_v1v9_1023	2.7.1.200
S_S2_Ea_076_v1v9_1024	2.7.1.200
S_S2_Ea_076_v1v9_1025	2.7.1.200
S_S2_Ea_076_v1v9_1026	2.7.1.200
S_S2_Ea_076_v1v9_1027	2.7.1.200
S_S2_Ea_076_v1v9_1028	2.7.1.200
S_S2_Ea_076_v1v9_1029	2.7.1.200
S_S2_Ea_076_v1v9_1030	2.7.1.200
S_S2_Ea_076_v1v9_1031	2.7.1.200
S_S2_Ea_076_v1v9_1032	2.7.1.200
S_S2_Ea_076_v1v9_1033	2.7.1.200
S_S2_Ea_076_v1v9_1034	2.7.1.200
S_S2_Ea_076_v1v9_1035	2.7.1.200
S_S2_Ea_076_v1v9_1036	2.7.1.200
S_S2_Ea_076_v1v9_1037	5.3.1.26
S_S2_Ea_076_v1v9_1038	5.3.1.26
S_S2_Ea_076_v1v9_1039	5.3.1.26
S_S2_Ea_076_v1v9_1040	2.7.1.144
S_S2_Ea_076_v1v9_1041	2.7.1.144
S_S2_Ea_076_v1v9_1042	2.7.1.144
S_S2_Ea_076_v1v9_1043	3.5.3.6
S_S2_Ea_076_v1v9_1044	2.7.4.28
S_S2_Ea_076_v1v9_1045	2.7.4.28
S_S2_Ea_076_v1v9_1046	2.7.11.33
S_S2_Ea_076_v1v9_1047	2.7.11.33
S_S2_Ea_076_v1v9_1048	2.7.7.23
S_S2_Ea_076_v1v9_1049	2.3.1.157
S_S2_Ea_076_v1v9_1050	2.1.1.74
S_S2_Ea_076_v1v9_1051	2.7.1.107
S_S2_Ea_076_v1v9_1052	2.7.1.107
S_S2_Ea_076_v1v9_1053	4.1.2.22
S_S2_Ea_076_v1v9_1054	4.1.2.22
S_S2_Ea_076_v1v9_1055	4.1.2.9
S_S2_Ea_076_v1v9_1056	4.1.2.9
S_S2_Ea_076_v1v9_1057	5.4.2.11
S_S2_Ea_076_v1v9_1058	5.4.2.11
S_S2_Ea_076_v1v9_1059	2.7.8.35
S_S2_Ea_076_v1v9_1060	2.7.8.33
S_S2_Ea_076_v1v9_1061	2.7.1.39
S_S2_Ea_076_v1v9_1062	3.6.3.4
S_S2_Ea_076_v1v9_1063	2.3.1.117
S_S2_Ea_076_v1v9_1064	6.3.1.12
S_S2_Ea_076_v1v9_1065	4.1.2.40
S_S2_Ea_076_v1v9_1066	4.1.2.40
S_S2_Ea_076_v1v9_1067	4.1.2.40
S_S2_Ea_076_v1v9_1068	4.1.2.40
S_S2_Ea_076_v1v9_1069	4.1.2.40
S_S2_Ea_076_v1v9_1070	2.1.1.187
S_S2_Ea_076_v1v9_1071	2.1.3.6
