Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
2453R_R_F_S2_week5_S47_L001_R2_001	2453R_R_F_S2_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91188.0	0.0	50-301	52.0	7.300302671404133	260.69589200333377	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_S2_week21_S28_L001_R1_001	2453R_S2_week21_S28_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99200.0	0.0	53-301	49.0	2.6381048387096775	278.8854737903226	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_S2_week21_S28_L001_R2_001	2453R_S2_week21_S28_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99200.0	0.0	50-301	52.0	6.460685483870968	261.9026915322581	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001	2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103684.0	0.0	54-301	50.0	2.4960456772501063	278.49033602098683	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001	2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103684.0	0.0	50-301	53.0	7.283669611511902	260.2952625284518	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3795R_L_F_S2_week5_S48_L001_R1_001	3795R_L_F_S2_week5_S48_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128669.0	0.0	55-301	49.0	2.4201633649130714	278.97808329900755	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3795R_L_F_S2_week5_S48_L001_R2_001	3795R_L_F_S2_week5_S48_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128669.0	0.0	50-301	52.0	7.065415912146671	259.61385415290397	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3795R_L_F_S2_week9_S73_L001_R1_001	3795R_L_F_S2_week9_S73_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109540.0	0.0	55-301	51.0	2.344349096220559	278.39273324812854	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3795R_L_F_S2_week9_S73_L001_R2_001	3795R_L_F_S2_week9_S73_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109540.0	0.0	50-301	54.0	7.655650903779441	255.74161949972614	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_0_F_S2_week5_S49_L001_R1_001	3880R_0_F_S2_week5_S49_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125146.0	0.0	51-301	51.0	2.462723538906557	278.2311140587793	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_0_F_S2_week5_S49_L001_R2_001	3880R_0_F_S2_week5_S49_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125146.0	0.0	50-301	54.0	7.344221948763844	257.5496859667908	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_0_F_S2_week9_S74_L001_R1_001	3880R_0_F_S2_week9_S74_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127169.0	0.0	61-301	52.0	2.0020602505327556	278.476562684302	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_0_F_S2_week9_S74_L001_R2_001	3880R_0_F_S2_week9_S74_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127169.0	0.0	50-301	55.0	7.007210876864645	253.57256878641806	272	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_L_F_S2_week5_S50_L001_R1_001	3880R_L_F_S2_week5_S50_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101090.0	0.0	52-301	50.0	2.5581165298249084	278.71675734494016	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_L_F_S2_week5_S50_L001_R2_001	3880R_L_F_S2_week5_S50_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101090.0	0.0	50-301	53.0	7.2747057077851425	258.1479770501533	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_L_F_S2_week9_S75_L001_R1_001	3880R_L_F_S2_week9_S75_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148494.0	0.0	57-301	51.0	2.160356647406629	278.7616940751815	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_L_F_S2_week9_S75_L001_R2_001	3880R_L_F_S2_week9_S75_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148494.0	0.0	50-301	53.0	6.602960388971944	257.5281425512142	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_R_F_S2_week5_S51_L001_R1_001	3880R_R_F_S2_week5_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121989.0	0.0	56-301	50.0	2.34857241226668	278.8833747305085	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_R_F_S2_week5_S51_L001_R2_001	3880R_R_F_S2_week5_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121989.0	0.0	50-301	53.0	6.7932354556558385	259.5180385116691	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_R_F_S2_week9_S76_L001_R1_001	3880R_R_F_S2_week9_S76_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108289.0	0.0	51-301	50.0	2.6299993535816193	278.94253340597845	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_R_F_S2_week9_S76_L001_R2_001	3880R_R_F_S2_week9_S76_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108289.0	0.0	50-301	52.0	7.192789664693551	259.98352556584695	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_S2_week15_S25_L001_R1_001	3880R_S2_week15_S25_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98770.0	0.0	68-301	49.0	2.4602612129189025	278.94621848739496	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3880R_S2_week15_S25_L001_R2_001	3880R_S2_week15_S25_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98770.0	0.0	50-301	52.0	6.984914447706793	259.9857952819682	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_0_M_S2_diabetes_S15_L001_R1_001	3909R_0_M_S2_diabetes_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109751.0	0.0	51-301	49.0	2.6140991881622946	278.61751601352154	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_0_M_S2_diabetes_S15_L001_R2_001	3909R_0_M_S2_diabetes_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109751.0	0.0	50-301	52.0	6.7088226986542265	260.7886852967171	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_diabetes_S16_L001_R1_001	3909R_L_M_S2_diabetes_S16_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139822.0	0.0	61-301	48.0	2.4631316960135026	279.6023944729728	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_diabetes_S16_L001_R2_001	3909R_L_M_S2_diabetes_S16_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139822.0	0.0	50-301	51.0	6.635579522535795	262.8600148760567	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_week5_S52_L001_R1_001	3909R_L_M_S2_week5_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98998.0	0.0	51-301	50.0	2.633386533061274	278.7060849714136	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_week5_S52_L001_R2_001	3909R_L_M_S2_week5_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98998.0	0.0	50-301	53.0	7.088021980242025	260.3529162205297	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_week9_S77_L001_R1_001	3909R_L_M_S2_week9_S77_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118283.0	0.0	51-301	50.0	2.505854602943787	278.9544651386928	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_L_M_S2_week9_S77_L001_R2_001	3909R_L_M_S2_week9_S77_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118283.0	0.0	50-301	52.0	7.330723772646956	259.4031179459432	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_S2_week21_S29_L001_R1_001	3909R_S2_week21_S29_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110561.0	0.0	61-301	49.0	2.509926646828448	278.95770660540336	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3909R_S2_week21_S29_L001_R2_001	3909R_S2_week21_S29_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110561.0	0.0	50-301	52.0	6.719367588932807	261.21139461473757	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_diabetes_S17_L001_R1_001	3918R_0_M_S2_diabetes_S17_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141939.0	0.0	52-301	49.0	2.2685801647186468	279.29229457724796	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_diabetes_S17_L001_R2_001	3918R_0_M_S2_diabetes_S17_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141939.0	0.0	50-301	51.0	5.772197916006172	263.449052057574	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_week5_S53_L001_R1_001	3918R_0_M_S2_week5_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116606.0	0.0	74-301	49.0	2.4552767439068317	279.1089566574619	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_week5_S53_L001_R2_001	3918R_0_M_S2_week5_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116606.0	0.0	50-301	52.0	7.0202219439823	261.11378488242457	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_week9_S78_L001_R1_001	3918R_0_M_S2_week9_S78_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102434.0	0.0	53-301	49.0	2.539195970088057	278.9794892320909	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_0_M_S2_week9_S78_L001_R2_001	3918R_0_M_S2_week9_S78_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102434.0	0.0	50-301	52.0	7.596110666380304	260.2926567350684	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_L_M_S2_week5_S54_L001_R1_001	3918R_L_M_S2_week5_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109256.0	0.0	55-301	49.0	2.6680456908545067	278.74952405359886	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_L_M_S2_week5_S54_L001_R2_001	3918R_L_M_S2_week5_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109256.0	0.0	50-301	52.0	7.373508091088819	261.0569945815333	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_L_M_S2_week9_S79_L001_R1_001	3918R_L_M_S2_week9_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129111.0	0.0	50-301	49.0	2.4289177529412678	279.02692257050137	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_L_M_S2_week9_S79_L001_R2_001	3918R_L_M_S2_week9_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129111.0	0.0	50-301	52.0	7.097768586719955	260.17491925552434	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RL_M_S2_week5_S55_L001_R1_001	3918R_RL_M_S2_week5_S55_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110916.0	0.0	50-301	50.0	2.6840131270511014	278.59926430812504	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RL_M_S2_week5_S55_L001_R2_001	3918R_RL_M_S2_week5_S55_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110916.0	0.0	50-301	52.0	7.150456201089113	260.0471167369902	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RL_M_S2_week9_S80_L001_R1_001	3918R_RL_M_S2_week9_S80_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117787.0	0.0	50-301	50.0	2.317743044648391	279.1117355905151	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RL_M_S2_week9_S80_L001_R2_001	3918R_RL_M_S2_week9_S80_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117787.0	0.0	50-301	53.0	7.364140355047671	258.057807737696	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RR_M_S2_week5_S56_L001_R1_001	3918R_RR_M_S2_week5_S56_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120383.0	0.0	51-301	50.0	2.507829178538498	278.7473148201989	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RR_M_S2_week5_S56_L001_R2_001	3918R_RR_M_S2_week5_S56_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120383.0	0.0	50-301	53.0	7.301695422111096	258.9427161642425	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RR_M_S2_week9_S81_L001_R1_001	3918R_RR_M_S2_week9_S81_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103625.0	0.0	75-301	49.0	2.574668275030157	279.2394306393245	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_RR_M_S2_week9_S81_L001_R2_001	3918R_RR_M_S2_week9_S81_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103625.0	0.0	50-301	51.0	7.203860072376357	261.7879855247286	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_S2_week29_S32_L001_R1_001	3918R_S2_week29_S32_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112779.0	0.0	52-301	49.0	2.6724833523971663	279.519165802144	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3918R_S2_week29_S32_L001_R2_001	3918R_S2_week29_S32_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112779.0	0.0	50-301	51.0	6.563278624566631	262.9303859761126	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	3969R_R_F_S2_Pellet_week9_S82_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118770.0	0.0	52-301	50.0	2.4122253094215713	279.06593415845754	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	3969R_R_F_S2_Pellet_week9_S82_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118770.0	0.0	50-301	52.0	6.738233560663468	260.2413993432685	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_diabetes_S18_L001_R1_001	3969R_R_F_S2_diabetes_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121379.0	0.0	70-301	49.0	2.4913700063437663	279.4536781486089	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_diabetes_S18_L001_R2_001	3969R_R_F_S2_diabetes_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121379.0	0.0	50-301	51.0	5.778594320269568	263.05348536402505	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_week5_S57_L001_R1_001	3969R_R_F_S2_week5_S57_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139634.0	0.0	51-301	50.0	2.3898190985003653	278.6532363178023	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_R_F_S2_week5_S57_L001_R2_001	3969R_R_F_S2_week5_S57_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139634.0	0.0	50-301	53.0	7.165876505722101	259.49901886360055	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_S2_week18_S26_L001_R1_001	3969R_S2_week18_S26_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106736.0	0.0	51-301	50.0	2.3834507570079446	279.23867298755806	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3969R_S2_week18_S26_L001_R2_001	3969R_S2_week18_S26_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106736.0	0.0	50-301	52.0	6.48515964622995	260.51358491980216	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_0_F_S2_diabetes_S19_L001_R1_001	3980R_0_F_S2_diabetes_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131286.0	0.0	54-301	50.0	2.2652834270219215	279.02502170833145	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_0_F_S2_diabetes_S19_L001_R2_001	3980R_0_F_S2_diabetes_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131286.0	0.0	50-301	53.0	5.495635482838993	261.9868150450162	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_0_F_S2_week5_S58_L001_R1_001	3980R_0_F_S2_week5_S58_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123432.0	0.0	53-301	50.0	2.3324583576382136	278.9393431200985	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_0_F_S2_week5_S58_L001_R2_001	3980R_0_F_S2_week5_S58_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123432.0	0.0	50-301	53.0	6.964158403007324	258.92829250113425	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	3980R_L_F_S2_Pellet_week9_S83_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116591.0	0.0	52-301	50.0	2.4212846617663453	279.1985916580182	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	3980R_L_F_S2_Pellet_week9_S83_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116591.0	0.0	50-301	53.0	6.526232728083643	260.5598030722783	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_L_F_S2_week5_S59_L001_R1_001	3980R_L_F_S2_week5_S59_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141975.0	0.0	55-301	49.0	2.327874625814404	279.1537312907202	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_L_F_S2_week5_S59_L001_R2_001	3980R_L_F_S2_week5_S59_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141975.0	0.0	50-301	52.0	6.346187709103715	261.440147913365	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	3980R_R_F_S2_Pellet_week9_S84_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122936.0	0.0	54-301	50.0	2.4516821760916248	278.8948233227045	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	3980R_R_F_S2_Pellet_week9_S84_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122936.0	0.0	50-301	52.0	6.377302010802369	261.58807834971043	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_diabetes_S20_L001_R1_001	3980R_R_F_S2_diabetes_S20_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145774.0	0.0	53-301	49.0	2.1101156584850522	279.3779549165146	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_diabetes_S20_L001_R2_001	3980R_R_F_S2_diabetes_S20_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145774.0	0.0	50-300	52.0	5.3157627560470315	263.0205557918422	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_week5_S60_L001_R1_001	3980R_R_F_S2_week5_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	155570.0	0.0	67-301	49.0	2.1816545606479396	279.2747187761137	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_R_F_S2_week5_S60_L001_R2_001	3980R_R_F_S2_week5_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	155570.0	0.0	50-301	51.0	6.13743009577682	262.9846628527351	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_S2_week14_S23_L001_R1_001	3980R_S2_week14_S23_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146184.0	0.0	52-301	49.0	2.191074262573195	278.9355675039676	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3980R_S2_week14_S23_L001_R2_001	3980R_S2_week14_S23_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146184.0	0.0	50-301	52.0	5.464346303289005	262.03728178186395	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS6_defined_inocula_S86_L001_R1_001	NS6_defined_inocula_S86_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	153862.0	0.0	63-301	50.0	3.139176664803525	278.4288518282617	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS6_defined_inocula_S86_L001_R2_001	NS6_defined_inocula_S86_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	153862.0	0.0	50-301	51.0	7.527524664959509	264.64178939569223	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Negative_extraction_S85_L001_R1_001	Negative_extraction_S85_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	216225.0	0.0	51-301	53.0	2.6629668169730603	276.2713793502139	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Negative_extraction_S85_L001_R2_001	Negative_extraction_S85_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	216225.0	0.0	50-301	55.0	8.1193201526188	258.6631333102093	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Negtive_Control_S90_L001_R1_001	Negtive_Control_S90_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1540.0	0.0	63-300	50.0	76.36363636363637	200.84967532467533	217	pass	pass	fail	warn	fail	fail	pass	warn	pass	fail	fail
Negtive_Control_S90_L001_R2_001	Negtive_Control_S90_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1540.0	0.0	50-300	56.0	80.84415584415584	120.86915584415584	67	pass	fail	fail	pass	fail	warn	pass	warn	pass	fail	fail
Positive_Control_S89_L001_R1_001	Positive_Control_S89_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	140648.0	0.0	53-301	52.0	2.5290085888174736	277.74799499459647	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Positive_Control_S89_L001_R2_001	Positive_Control_S89_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	140648.0	0.0	50-301	54.0	7.167538820317389	261.5681915135658	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
S2_defined_inocula_S88_L001_R1_001	S2_defined_inocula_S88_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116439.0	0.0	50-301	51.0	3.3760166267315936	278.61129003169043	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
S2_defined_inocula_S88_L001_R2_001	S2_defined_inocula_S88_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116439.0	0.0	50-301	52.0	8.236072106424823	260.7515437267582	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
S5_defined_inocula_S87_L001_R1_001	S5_defined_inocula_S87_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	176664.0	0.0	52-301	52.0	2.790042113843228	278.08408617488567	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
S5_defined_inocula_S87_L001_R2_001	S5_defined_inocula_S87_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	176664.0	0.0	50-301	54.0	7.555019698410542	260.98754132137844	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
