pathway	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
GLYOXYLATE-BYPASS	182.04571428571427	165.8742857142857	152.33142857142855	178.28571428571428	443.5885714285714	144.81142857142856	224.15999999999997	132.41142857142856	341.8742857142857	234.12571428571428	861.8857142857142	161.6342857142857	819.2571428571429	199.84	146.28571428571428	101.22285714285712	184.65142857142854	145.7942857142857	296.8114285714285	233.14285714285714	466.12571428571425	544.3314285714285	472.15999999999997	112.33142857142857	108.41142857142856	495.5085714285714	290.1257142857143	299.76	790.5257142857142	175.1885714285714	129.14285714285714	397.5542857142857
HCAMHPDEG-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.14	115.86	299.14	204.86	754.15	141.43	716.85	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	476.29	413.14	98.29	94.86	433.57	253.86	262.29	691.71	153.29	113.0	347.86
HEME-BIOSYNTHESIS-II	159.29	145.14	133.29	156.0	388.14	126.71	196.14	115.86	299.14	204.86	754.15	141.43	716.85	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	476.29	413.14	98.29	94.86	433.57	253.86	262.29	691.71	153.29	113.0	347.86
HEMESYN2-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.14	115.86	299.14	204.86	754.15	141.43	716.85	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	476.29	413.14	98.29	94.86	433.57	253.86	262.29	691.71	153.29	113.0	347.86
HEXITOLDEGSUPER-PWY	231.69454545454545	211.11272727272726	193.87636363636364	226.9090909090909	564.5672727272728	184.30545454545455	285.29454545454547	168.52363636363637	435.1127272727273	297.97818181818184	1096.9454545454544	205.71636363636364	1042.6909090909091	254.3418181818182	186.1818181818182	128.8290909090909	235.01090909090908	185.55636363636364	377.76	296.72727272727275	593.2509090909091	692.7854545454546	600.930909090909	142.96727272727273	137.9781818181818	630.6472727272727	369.25090909090915	381.5127272727273	1006.1236363636365	222.96727272727273	164.36363636363637	505.97818181818184
HISDEG-PWY	6466.988571428572	6595.021428571429	8027.624285714285	7060.574285714285	6643.2014285714295	6292.257142857143	6827.879999999999	7573.891428571429	7171.789999999999	7739.194285714285	5436.3785714285705	13457.23142857143	6394.535714285714	9314.820000000002	8217.451428571429	8163.931428571429	8667.575714285715	6565.017142857143	1928.0857142857144	2372.75	2290.5414285714282	4237.16	5462.159999999999	4596.297142857143	3841.129999999999	3487.3371428571427	6226.124285714285	7528.169999999999	7272.775714285714	4822.824285714286	5744.697142857142	7999.775714285714
HISTSYN-PWY	16905.901464237522	17558.415107962213	18899.689709851547	16682.610074224023	16912.54946018893	14961.47529014844	15236.02578272605	18767.397948717953	20876.191437246962	19845.81203103914	15722.651977058029	23182.30366396761	22285.83136977058	21410.914460188927	20788.07112010796	17909.80764507423	20673.870479082325	21522.099460188936	10600.7027462888	11987.627780026989	14300.303016194335	12885.230296896088	12883.911288798921	10461.618582995954	14598.795121457493	11676.90942645074	17118.33015519568	19771.872739541155	19667.81531039136	13843.888029689608	15666.118616734144	16370.18157219973
HOMOSER-METSYN-PWY	1069.067142857143	1224.175714285714	1208.3971428571426	1278.8028571428572	1367.292857142857	1086.852857142857	1266.3814285714284	1254.7257142857143	1605.2385714285713	1751.0114285714285	1978.2385714285713	1725.1885714285713	1940.742857142857	1632.9042857142858	2099.107142857143	1335.0699999999997	1450.8285714285712	1424.6585714285713	1283.6914285714286	1261.84	1855.5557142857142	1291.764285714286	1048.077142857143	982.9057142857143	769.1628571428572	1481.1671428571426	1798.9399999999998	2229.8085714285717	2620.3142857142857	1180.3885714285714	1099.7771428571427	1625.172857142857
HSERMETANA-PWY	11756.514285714286	12304.17142857143	12845.914285714287	10722.389714285715	11533.585714285715	9627.789714285713	9563.342857142858	12941.17142857143	16048.053142857143	14702.746857142856	9780.253142857144	9971.065142857144	15918.185714285715	13262.52457142857	13724.010285714285	11440.104	12904.453142857143	16210.649142857143	7784.338857142858	9160.796	11032.871428571429	8733.124571428572	6591.114285714285	5698.271428571428	12475.585714285713	7775.510285714285	10650.996000000001	12573.253142857142	12169.138857142856	8938.761142857144	10034.410285714284	8020.385714285714
ILEUSYN-PWY	19409.88250285531	20224.63310647278	21721.985814053423	19417.24157256029	19514.35700173489	17660.226396617785	17858.67264011313	21711.00868162101	24011.244747923833	22333.237242609473	18154.983876905557	28343.551350154023	25386.195655137726	24847.158315979366	24236.57899489526	20806.793513718552	24162.58374502138	24935.471020032288	12626.322161552556	14118.766357585922	16868.705983202	14648.647188353914	15274.611409950261	12263.686162964039	16120.287515261922	13526.493824005305	19947.384139166876	22953.696137755713	22813.56438230199	15997.726174663596	18372.793989849208	19397.004579188077
KDO-NAGLIPASYN-PWY	189.5682644628099	172.7285950413223	158.62611570247932	185.65289256198346	461.9186776859504	150.79537190082644	233.42280991735535	137.88297520661158	356.00132231404956	243.80033057851242	897.5008264462809	168.31338842975208	853.1107438016529	208.09785123966944	152.3305785123967	105.40561983471073	192.281652892562	151.81884297520662	309.0763636363636	242.77685950413223	485.3871074380166	566.8244628099173	491.6707438016529	116.97322314049588	112.8912396694215	515.9841322314049	302.1143801652893	312.14677685950414	823.1920661157026	182.42776859504133	134.4793388429752	413.98214876033063
LACTOSECAT-PWY	421.0333333333333	378.06666666666666	337.8	441.2333333333334	416.3	424.6333333333333	449.29999999999995	330.23333333333335	435.0333333333333	426.1	893.2666666666667	449.7	493.9	714.9333333333334	1035.6333333333334	348.8666666666667	474.69999999999993	285.43333333333334	541.6666666666667	554.0999999999999	659.4333333333334	573.9	421.1	305.0	102.76666666666667	782.7666666666668	660.5666666666666	586.6666666666667	640.5666666666666	585.5666666666666	245.5666666666667	660.5666666666666
LPSSYN-PWY	178.85192982456138	162.96421052631575	149.65894736842102	175.15789473684208	435.8063157894737	142.27087719298245	220.2273684210526	130.08842105263156	335.87649122807017	230.0182456140351	846.7649122807018	158.79859649122807	804.8842105263158	196.33403508771931	143.71929824561403	99.44701754385963	181.41192982456138	143.23649122807015	291.60421052631574	229.05263157894734	457.9480701754386	534.7817543859649	463.8764912280701	110.36070175438597	106.50947368421052	486.8154385964912	285.0357894736842	294.50105263157894	776.6568421052632	172.11508771929823	126.87719298245614	390.579649122807
MET-SAM-PWY	1101.7855638311917	1236.3577180513994	1228.2264377970428	1310.7552226720647	1463.9098792026052	1102.6048489482487	1300.342616396761	1263.2157800123218	1662.661035249076	1755.1326190371415	2214.468967061257	1711.1615343909525	2141.205126848266	1658.1046459690194	2100.273932406267	1333.4028512805844	1472.4911653978174	1435.9338946708326	1342.8230152041892	1304.747505720824	1958.482271827143	1422.5794262673826	1176.4073536789301	1007.4067321994368	773.5389409875023	1595.8644641128321	1865.7248532388664	2286.678723046118	2816.3128057340255	1220.360572632459	1121.9818839112831	1704.9994959074106
METHGLYUT-PWY	176.98888888888888	161.26666666666665	148.1	173.33333333333334	431.26666666666665	140.7888888888889	217.93333333333334	128.73333333333335	332.3777777777778	227.62222222222223	837.9444444444445	157.14444444444445	796.5	194.28888888888892	142.22222222222223	98.41111111111111	179.5222222222222	141.74444444444444	288.56666666666666	226.66666666666669	453.1777777777778	529.2111111111111	459.0444444444444	109.21111111111112	105.4	481.74444444444447	282.0666666666667	291.4333333333334	768.5666666666667	170.32222222222222	125.55555555555556	386.5111111111111
NAD-BIOSYNTHESIS-II	1813.8492307692309	2054.0338461538463	1915.2492307692307	2113.2000000000003	1985.4107692307696	2124.5507692307697	2002.5030769230773	2197.296923076923	2429.672307692308	1097.1353846153847	2397.5846153846155	3902.567692307693	2924.2769230769236	2303.212307692308	2431.2384615384617	1865.009230769231	2442.155384615385	2687.2092307692315	2305.1430769230774	2206.6769230769232	3090.5815384615385	1590.803076923077	2297.4800000000005	1392.4723076923078	849.3507692307694	1819.1246153846157	2308.843076923077	2337.518461538462	2677.035384615385	1775.4646153846156	2333.476923076924	2500.035384615385
NAGLIPASYN-PWY	13926.767777777777	14293.784444444444	15778.945555555558	13438.081111111112	14089.46222222222	11863.602222222222	12277.34	15258.06	16854.158888888887	16979.796666666665	12490.779999999999	18501.08111111111	18315.527777777774	17687.14555555556	16268.641111111112	14757.31777777778	16923.677777777775	16869.29666666666	7258.051111111111	8481.496666666666	9768.093333333332	10789.164444444445	10374.128888888888	8226.69	12544.915555555559	9109.08888888889	13249.489999999998	15333.686666666665	15481.45111111111	10926.071111111112	12309.407777777777	13215.859999999997
NONOXIPENT-PWY	11925.0478172354	13075.332267732269	13613.450943389942	13454.12482520988	12568.358055611056	11973.853350474092	13199.155132043395	13911.00752000631	13351.688972693973	15364.42958935801	14468.460884711782	25875.200099304213	16059.26824801514	17893.23307864066	18076.962480905062	14674.298632560423	16980.883586851745	13650.106232416707	8801.331247857406	8850.501284767864	11228.732545121546	10550.440406593407	12069.386577755577	10120.615880803407	7239.041104562104	10751.51453080253	15069.599085581083	17741.178796484215	18393.699916083915	11251.240847818846	12439.050606393603	18114.038354645356
OANTIGEN-PWY	673.6996741854637	539.6295702491523	761.2692835028747	899.0178014890166	849.769554769276	550.7600792705746	677.8417974517743	688.479718867304	915.0483456378504	462.1987398360154	1839.2442781161046	493.7073956951201	1554.3864403089171	980.6292385375202	1166.4287351013281	757.9540413533834	940.6357029829476	931.9732802594723	774.9061200796107	795.6903793136687	1368.7806700574965	818.3052713231041	1013.9992016806723	920.9521174259177	222.64238288027764	858.5437063246351	1601.3854328411528	1907.1561192290683	2429.660056476032	1012.3870526996222	964.6870028956251	847.8165831150274
P105-PWY	227.55714285714288	207.34285714285716	190.41428571428574	222.8571428571429	554.4857142857144	181.01428571428573	280.20000000000005	165.51428571428573	427.3428571428572	292.6571428571429	1077.357142857143	202.0428571428572	1024.071428571429	249.80000000000007	182.8571428571429	126.52857142857144	230.81428571428575	182.24285714285716	371.01428571428573	291.4285714285715	582.657142857143	680.4142857142858	590.2	140.41428571428574	135.51428571428573	619.3857142857144	362.65714285714296	374.7000000000001	988.1571428571431	218.98571428571432	161.42857142857144	496.94285714285724
P108-PWY	16948.06	17349.621666666666	19286.91833333333	16393.120666666666	16923.57166666667	14591.304000000002	14934.353333333334	18667.20666666667	20527.627666666664	20423.850666666665	14378.807666666664	22857.984666666664	21464.401666666672	21564.73266666666	19911.449333333327	18121.204	20660.624333333333	20744.965333333337	8619.256	10224.321	11505.195	12516.882666666668	12307.186666666668	9986.746666666666	15131.214999999997	10549.356	15994.104333333333	18559.02433333334	18200.344333333334	13193.909000000001	14984.035999999998	15732.795
P124-PWY	660.4342832044131	568.511299240655	762.7723698170814	885.4272016384333	579.9627577931275	558.2614281862681	606.4861679723249	674.5714519703856	755.8828689797639	478.48284411972816	1090.7767494364089	712.8963459038534	894.1307127007695	969.6181831668191	1232.1855211303975	775.6578022665162	872.4269622023663	1001.5326492013523	604.3315473093821	722.3634525577104	1048.6766386801396	379.5735946421813	701.12262296161	930.9344663636375	187.25790393444242	502.93537048921365	1479.030344635536	1794.1384112614448	1830.6158067432104	978.2913027595401	861.8588647165969	605.734668332441
P125-PWY	1717.2434739454093	1883.7419851116622	1771.3268486352356	1984.5824441687346	1829.8778411910669	2039.5586352357318	1896.017791563275	2062.0009429280394	2156.330694789082	1030.1783002481388	2304.9120967741933	3774.6259057071957	2726.1863523573197	2197.5151488833744	2225.1759305210917	1783.7785607940443	2370.920062034739	2630.749652605459	2148.4852481389576	2101.3397642679897	2852.874640198511	1409.8417369727044	2004.0062531017368	1291.8970719602976	749.1637220843672	1605.7121836228287	2114.420545905707	2138.742915632754	2492.2184367245654	1613.3988089330023	2196.610421836228	2117.716451612903
P161-PWY	3218.1480519480524	3330.430649350649	3082.8857359307362	3493.99751082251	3511.163073593074	3503.4514718614732	3473.547272727273	3543.2325324675326	4038.260454545454	2434.3474458874457	5211.506406926406	6110.3363203463205	5224.434805194805	3954.688571428571	4319.657077922077	3046.9588311688312	4020.666731601732	4380.867619047619	3871.5391558441556	3792.7545670995664	5064.323203463203	3159.4428138528137	3914.317532467532	2302.2759307359306	1477.2582467532466	3610.5205627705623	3947.5443939393936	4100.828073593074	4972.925952380952	3050.851601731602	3451.7114285714288	4447.971818181818
P163-PWY	240.02844444444446	277.66044444444447	224.5475555555556	214.04444444444445	251.09570370370372	222.9048888888889	220.6814814814815	183.63022222222224	280.9623703703704	318.0136296296297	146.5623703703704	504.41481481481486	246.13451851851858	244.4586666666667	269.9117037037037	171.45125925925927	246.6820740740741	308.62222222222226	170.90370370370374	224.00000000000006	199.11111111111114	155.42281481481484	223.43585185185185	178.0882962962963	116.69570370370371	186.94874074074076	246.6820740740741	329.64503703703707	305.86785185185187	210.72592592592594	149.33333333333334	247.22962962962967
P164-PWY	476.4923076923077	253.66153846153844	193.84615384615384	359.7692307692308	203.26153846153846	328.3384615384615	456.73846153846154	485.81538461538463	499.01538461538456	322.5692307692308	932.9076923076923	488.76923076923083	445.47692307692313	281.4923076923077	488.2153846153846	321.2307692307692	339.9230769230769	558.1846153846153	357.73846153846154	384.13846153846157	316.24615384615385	314.58461538461535	564.3692307692307	186.55384615384614	216.0	385.476923076923	288.0	385.4307692307692	191.63076923076923	260.3076923076923	128.4923076923077	801.9692307692308
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.428571428571427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	419.22967913092197	371.2633676969225	356.31669461606145	433.7381567451947	702.8718703538968	377.9318608762453	474.3746164075686	332.24656087803226	590.7561004876798	505.97614997515944	1422.1990472559094	413.675671510814	1145.5129548851942	563.0286453357353	668.8297792913446	298.5994477626127	436.8580066291642	311.64694114532483	596.7664083235811	525.9450074353226	835.1617793773556	898.4188467144121	735.1495980590588	274.93664477207756	216.68997707772067	958.4952358131486	644.427278406249	623.1458414132701	1191.8700900743643	472.01760484700577	283.0127690503671	837.4841999139803
P42-PWY	17596.640066346372	18017.046874857013	20133.541479066578	17182.89366048959	17670.338896133606	15341.691418439716	15727.222451384123	19439.261912605813	21153.22222717914	21233.97716312057	14967.690681766193	24982.789289636246	22120.36491191947	22761.55849805537	20914.13524822695	19109.861642644704	21783.206221688404	21398.425781285747	8820.804842141388	10438.338048501488	11657.51833905285	12970.045240219632	13104.137590940289	10635.951170212767	15349.943164035689	10946.05721002059	16829.6697689316	19559.21140928849	19193.9583573553	13767.927592084194	15665.928764584767	16891.36482155113
P441-PWY	2176.064881391671	2486.7892883500263	2337.751755403269	2565.6278334211916	2464.8736320506064	2616.657523474147	2431.8993798918405	2639.334840316931	2877.300523562451	1324.1082848954668	2931.2733859767895	4821.1599156563	3651.6225849524635	2844.8670110701105	2895.51101846624	2274.638713758566	3035.850916836362	3292.9940115972586	2813.0474011597257	2711.001907901603	3803.601855561413	1940.762432694958	2697.051808118081	1691.7222351080652	1002.6296627589916	2191.0408822907666	2815.3346851159595	2824.945529168417	3396.9121729474	2149.470641488431	2898.977364741015	2867.931357928228
P461-PWY	559.5356643356644	506.85986013986013	458.8011188811189	570.1745454545455	983.1188811188812	510.1988811188811	660.236043956044	429.36863136863144	829.1171628371628	667.0991808191809	1972.0374425574428	546.1997202797204	1657.5468131868133	785.3639160839161	919.1404195804197	387.15020979020983	613.2456743256744	416.2338461538462	834.01006993007	743.1421378621379	1184.6013986013986	1262.3711088911089	1038.349090909091	381.09482517482525	264.11160839160834	1323.9361438561439	907.8926673326674	871.6562637362639	1704.8545054945057	682.2712087912089	381.3499300699301	1115.7168431568432
P562-PWY	1625.142857142857	1911.2142857142858	1801.2857142857144	1962.6428571428573	1536.7500000000002	2043.0	1781.6785714285716	2078.035714285714	2015.6785714285716	823.5000000000001	1395.6428571428573	3910.178571428572	2061.0	2173.5000000000005	2279.25	1812.857142857143	2349.3214285714284	2625.4285714285716	2022.1071428571431	2009.5714285714287	2651.1428571428573	954.6428571428572	1698.4285714285716	1300.8214285714287	701.3571428571429	1228.1785714285716	2027.5714285714287	2025.9642857142858	1881.9642857142858	1599.4285714285716	2301.4285714285716	1909.607142857143
PANTO-PWY	14507.122857142858	14788.674285714285	16466.51	14227.874285714288	14614.524285714282	12360.508571428569	12843.694285714284	15887.895714285716	17477.84857142857	17383.520000000004	13563.677142857143	19173.577142857146	19117.661428571435	18633.288571428577	17435.171428571426	15516.912857142857	17744.315714285713	17654.129999999997	7776.789999999999	9050.891428571429	10643.517142857141	11174.432857142858	11000.472857142857	9032.952857142858	12698.12	9586.027142857143	14537.735714285713	16850.778571428575	17049.274285714284	11790.515714285715	13081.90857142857	13804.437142857141
PANTOSYN-PWY	14158.819411764709	14414.077647058823	16028.84529411765	13836.30294117647	14244.161176470587	12021.440588235291	12463.49588235294	15483.611764705887	17154.27705882353	16898.268823529408	13250.649411764705	18274.847647058825	18705.764705882353	18052.930588235293	16955.592352941178	15041.969999999998	17200.775294117644	17321.849411764702	7668.0664705882355	8934.37117647059	10535.585294117649	10893.464705882352	10638.761176470589	8722.468823529412	12482.551176470588	9356.230588235292	14134.06	16367.538235294116	16571.169999999995	11486.18117647059	12727.019411764704	13243.69588235294
PENTOSE-P-PWY	6541.180530082756	7123.688061273193	7682.840027962494	7139.510487009815	7110.067282920483	6293.457981274199	7305.993333162842	7475.648030206312	6622.217725054068	9803.07682114452	7530.632361070687	15356.162149446936	8482.487565602232	10399.349068458652	9598.807942075631	8376.75635650679	9538.597724124016	6125.642741895098	3246.1742384721224	3224.5023248597204	3606.0441543520046	6273.188390957744	6663.124952039489	5313.137481750585	4327.01468147595	5830.26384509977	7434.396869472749	8838.609073066764	9261.650245222232	5707.31258596794	6056.798814427482	10996.333428565815
PEPTIDOGLYCANSYN-PWY	9172.211523907808	9560.841142070863	10825.974785001721	10179.09948400413	9542.929463364295	9408.389869281047	9805.241314069486	10752.144771241828	10881.206965944271	10150.535810113515	9121.918765049879	18932.65364637083	10405.516615067076	12956.23900928792	12575.18947368421	11136.610354317165	12407.604850361196	10795.263931888545	5380.656742346061	5836.60767113863	6868.731372549019	6462.906191950464	8441.651530787754	6866.425541795665	5215.464482284142	6273.552476780187	10129.009941520468	11941.870158238731	11890.827244582042	7617.57944616443	8993.86312349501	11606.562246302028
PHOSLIPSYN-PWY	13893.043734707324	14303.50650798477	14941.44885573364	13156.16541574368	13655.862250310076	12012.50102095972	11798.42701296288	15284.668941686332	18667.05649139508	15154.173793477055	13013.886202384574	13889.437566781045	18791.064855796372	15689.920970816625	16338.379589492633	13371.277026536267	15477.9271135869	19124.42512252241	10145.58041487498	11536.30420762812	14215.975875995984	10278.140224389139	9340.233743490811	7308.306589907678	12888.921372045828	9633.62431433301	13268.88316019729	15146.957434353086	15128.137396058048	11004.371990449165	12510.254809924376	10503.319514000492
POLYAMSYN-PWY	206.64648648648645	188.2897297297297	172.91675675675674	202.37837837837836	503.5329729729729	164.38054054054052	254.45189189189185	150.30486486486484	388.07351351351343	265.7643243243243	978.3567567567566	183.47675675675674	929.9675675675675	226.8454054054054	166.05405405405403	114.9016216216216	209.6043243243243	165.4962162162162	336.921081081081	264.64864864864865	529.1156756756757	617.8897297297297	535.9654054054054	127.51135135135135	123.06162162162161	562.4691891891891	329.33189189189187	340.2681081081081	897.3535135135135	198.86270270270268	146.59459459459458	451.2778378378378
POLYISOPRENSYN-PWY	13611.395714285714	13928.104285714286	15317.21142857143	13068.155714285713	13773.19857142857	11557.06142857143	11930.56	14836.121428571427	16596.84428571429	16483.115714285712	12433.835714285713	17462.874285714286	18007.73714285715	17145.23	15939.515714285713	14239.662857142856	16361.701428571432	16529.44428571429	7299.001428571429	8512.342857142856	9862.965714285714	10643.471428571429	10070.130000000001	7913.341428571429	12300.391428571427	9081.58857142857	12933.145714285716	14892.649999999998	15122.545714285716	10706.178571428572	11922.412857142856	12704.724285714286
PPGPPMET-PWY	5561.496428571429	5919.4875	6846.8714285714295	6216.051785714285	6211.446428571429	5374.041071428571	6090.380357142857	6329.971428571429	5400.0375	7716.216071428571	6083.596428571428	13731.669642857141	7337.1375	9107.482142857141	7642.501785714285	7339.580357142858	8479.412499999999	5259.05	2176.5535714285716	2209.482142857143	2425.7053571428573	5062.196428571428	6122.517857142858	4870.783928571429	3441.7732142857144	4326.696428571429	6588.932142857143	7770.400000000001	8344.289285714287	4929.708928571429	5562.658928571429	9153.192857142856
PWY-1269	13978.845974025973	14369.757012987016	15815.106363636365	13487.893376623377	14200.681558441556	11831.095454545453	12337.067402597404	15285.22649350649	16872.54415584416	17149.463896103895	12858.566883116882	18390.52779220779	18613.899480519485	17696.686103896103	16250.213246753243	14738.09909090909	16908.48805194805	16746.47350649351	7295.277142857144	8472.148701298702	9863.536623376625	11045.6025974026	10481.52948051948	8248.5187012987	12613.225324675326	9316.901558441557	13273.422337662338	15347.147012987012	15711.096493506497	10973.282987012986	12315.166493506493	13413.662467532467
PWY-1861	987.2878986007621	887.7769569747793	779.2291026896771	985.246071286007	1397.5308038259677	845.3112860418355	1091.4660954266187	823.531932564618	1427.1391695738225	1040.506989409035	2865.73447649968	942.6360670573963	2227.6310931469097	1261.0416835460903	1717.1376009528667	693.7145403233012	947.6215150372575	718.0521475455087	1333.0896577640433	1182.105527574935	1784.9519386838415	1836.1916451527675	1712.0303436905897	650.433728514875	468.6448723681574	2038.1496103319644	1456.939589279254	1430.5138496993122	2243.3673725574577	1151.0510471566886	593.6962716382081	2021.4279110723696
PWY-2941	204.19757575757575	179.18787878787876	162.36363636363637	215.5726060606061	207.77236363636362	203.51103030303028	218.83999999999997	157.85090909090908	201.60363636363635	203.9842424242424	449.22521212121217	219.51975757575755	236.12533333333332	338.2913939393939	505.0950303030303	168.35151515151514	222.95006060606056	127.51199999999999	267.0433939393939	262.9970909090909	315.8998787878788	283.65115151515147	206.61454545454546	143.90351515151514	55.85139393939394	385.9488484848485	316.62278787878785	281.4293333333333	305.82133333333326	280.70666666666665	117.16727272727272	322.8521212121212
PWY-2942	18371.918338351752	19214.851015273296	20748.25414189667	18476.337594699133	18501.231815332216	16529.5344964162	17130.240787517378	20577.17327582789	22150.171668851202	21847.123572846296	17448.807100737737	27671.668364206755	23894.024165070598	23864.687774657647	22903.431077397654	19965.49969257313	22992.200467524217	22552.86939501143	11137.759145360267	12433.676545541748	14823.360501853771	14219.349931580127	14606.238420841679	11799.853856717422	15109.895849156199	12910.335652212034	18720.478925212727	21652.69046225988	21678.708569025624	15079.923362006508	17209.255688968107	19325.03555348481
PWY-3001	8524.900010734427	8741.97882450005	10180.11741353982	9322.72101837959	9070.110293534333	8366.613165525408	9124.41003954226	9841.310390962199	9946.5800848137	10599.214873096638	8825.853075335912	17367.233412480946	9705.344000108033	12296.47684583203	11718.511153716201	10575.306995406958	11518.076895047643	9303.06640315784	4036.258291847337	4494.879659536337	5065.056075496412	6385.428139154504	7798.900872409419	6400.999356226975	5131.065439356384	5903.16236062139	9306.292544564576	11312.346715016782	11481.524421174496	6917.90398222304	7765.577621134164	11245.6152293317
PWY-3781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	172.33333333333331	195.73333333333338	159.96666666666667	150.93333333333334	174.94444444444446	160.66666666666669	155.5777777777778	133.56666666666666	202.74444444444447	212.95555555555558	109.34444444444445	348.3777777777778	164.82222222222225	169.9	184.54444444444442	120.21111111111111	170.7888888888889	213.66666666666669	114.44444444444446	156.4	133.33333333333334	104.07777777777778	149.62222222222223	119.25555555555556	78.14444444444445	125.1888888888889	165.1888888888889	220.74444444444447	204.82222222222222	141.11111111111111	100.0	165.55555555555557
PWY-5097	19164.59883713143	20132.33665266629	21731.191319731042	19360.23447773407	19273.185368333237	17212.65323238652	18023.972521879823	21520.685763275378	22779.283367746102	23256.534688206822	18211.63585747956	29680.260074404167	24810.5117516498	25188.76469453585	24034.328589233675	21053.954894791503	24190.672622109756	23120.08293881578	11304.970814446966	12598.662490958668	14952.789965626192	14947.305364700886	15322.122884112043	12487.03378640508	15700.043537132155	13522.255435373096	19546.94568076693	22658.168676996214	22647.426606102694	15750.327582601512	17937.696924889096	20782.907503955583
PWY-5100	9040.365934065941	9957.597918747917	10379.35393939394	10308.016157176156	9386.476463536465	9629.457685647689	9913.328498168503	10663.126633366632	10137.445331335333	9929.478782589962	9811.83704961705	20727.966356976358	11715.515727605733	13484.889577089576	13281.984555444556	10994.124215784217	13118.064262404263	11101.267319347324	7165.922780552782	7239.070772560771	9042.652350982351	7262.4240759240765	9389.551142191141	7599.720452880453	5027.172989559461	7556.182370962371	11284.982227772229	12781.259563769561	12894.713333333333	8544.364358974359	10126.80472860473	13095.200762570761
PWY-5101	21016.62172332044	21877.48932983703	23511.637156111985	20988.02499141297	21106.93118904985	19051.753227089062	19297.726416073016	23483.493213669884	25962.413899657553	24240.656383013946	19663.86634949884	30480.14557460329	27492.545193809314	26869.191268651204	26178.89087389388	22499.777672506127	26112.056792296586	26935.446068681737	13574.159642317345	15204.407178395648	18149.173934083672	15875.995110454622	16469.67285208235	13242.061322255255	17515.602801513553	14615.27593615645	21536.395660404767	24796.971387470414	24649.674651740184	17296.174519110238	19830.589302808254	20926.5419962194
PWY-5103	18532.85089602916	19294.968838461707	20748.712193803323	18493.354520639343	18613.61079202975	16755.81001780825	16988.962054926236	20697.940968769348	22889.676974272566	21428.590281550594	17323.621680590408	26741.127224305295	24255.607877393588	23680.19399931794	23054.932052225777	19827.433683824747	22993.492003163632	23702.644764566103	11911.009292406454	13351.015084463379	15945.301479948828	14024.580780633325	14492.295637501551	11661.368608247682	15502.356665273037	12885.68059792812	18967.086438295737	21844.451659912313	21722.409664094623	15245.305121178862	17462.82990680165	18431.902824584413
