pathway	sequence	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001	Taxa
PANTOSYN-PWY	ASVp4_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476.29	413.14	98.29	94.86	433.57	253.86	262.29	691.71	153.29	113.0	347.86	Escherichia_coli
PANTOSYN-PWY	ASVp4_103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.987058823529412	16.337647058823528	7.56	1.3658823529411763	4.987058823529412	12.10235294117647	11.191764705882353	16.79294117647059	7.867058823529412	7.104705882352941	8.925882352941176	Rothia_amarae
PANTOSYN-PWY	ASVp4_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.145882352941177	12.398823529411766	0.0	0.0	0.0	0.0	Bacteroides_stercoris
PANTOSYN-PWY	ASVp4_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0588235294117647	1.9694117647058824	1.3658823529411763	1.9694117647058824	0.0	3.4835294117647058	3.78	0.0	0.0	0.0	0.0	Bacteroides_xylanisolvens
PANTOSYN-PWY	ASVp4_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255.6317647058824	715.7647058823529	478.44	211.16117647058823	288.45529411764704	785.9541176470588	869.7494117647059	890.7776470588235	471.4835294117647	605.1917647058824	630.455294117647	Parabacteroides_distasonis
PANTOSYN-PWY	ASVp4_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.529411764705882	11.340000000000002	9.074117647058824	0.0	5.749411764705882	0.0	Parabacteroides_distasonis
PANTOSYN-PWY	ASVp4_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.10235294117648	231.8823529411765	147.1764705882353	75.02823529411765	93.02823529411764	261.5294117647059	303.73411764705884	303.13058823529417	169.10470588235296	192.8541176470588	200.2658823529412	Parabacteroides_distasonis
PANTOSYN-PWY	ASVp4_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.867058823529412	0.0	0.0	0.0	0.0	Flavonifractor_plautii
PANTOSYN-PWY	ASVp4_190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5729411764705885	1.5141176470588236	3.78	0.0	0.0	5.749411764705882	6.0458823529411765	2.8694117647058826	0.0	Cytobacillus_nan
PANTOSYN-PWY	ASVp4_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.808235294117647	0.0	0.0	2.7211764705882358	40.23529411764706	86.82352941176471	10.588235294117649	7.718823529411765	0.0	9.67764705882353	Bacteroides_uniformis
PANTOSYN-PWY	ASVp4_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.73647058823528	266.22	172.28117647058824	75.32470588235294	101.34	287.6929411764706	330.3529411764706	335.95411764705887	178.48588235294116	210.55764705882356	243.52941176470588	Eisenbergiella_porci
PANTOSYN-PWY	ASVp4_220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytobacillus_nan
PANTOSYN-PWY	ASVp4_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.89529411764704	525.324705882353	344.4247058823529	155.19176470588235	211.01294117647055	571.6164705882353	663.1305882352941	662.2199999999999	356.22	424.1329411764706	468.6035294117647	Phocaeicola_vulgatus
PANTOSYN-PWY	ASVp4_266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	Cytobacillus_nan
PANTOSYN-PWY	ASVp4_28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.5	299.5	221.0	430.5	116.0	378.0	511.0	388.5	313.0	511.5	178.5	Enterocloster_citroniae
PANTOSYN-PWY	ASVp4_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	443.49882352941177	404.1635294117647	392.0717647058824	310.3835294117647	323.6929411764706	466.0305882352941	579.7800000000001	553.3094117647059	387.3811764705882	426.3988235294117	797.7494117647059	Phocaeicola_vulgatus
PANTOSYN-PWY	ASVp4_31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.25	419.25	0.0	0.0	634.75	808.0	830.0	367.0	383.75	45.75	Escherichia_coli
PANTOSYN-PWY	ASVp4_37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.29764705882351	133.76117647058825	96.88235294117648	32.6435294117647	248.64352941176472	209.8270588235294	186.35294117647055	203.4741176470588	186.0035294117647	78.0035294117647	209.8270588235294	Bifidobacterium_longum
PANTOSYN-PWY	ASVp4_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0458823529411765	0.0	6.352941176470589	5.442352941176471	0.0	0.0	33.427058823529414	0.0	0.0	3.028235294117647	0.0	Bacteroides_uniformis
PANTOSYN-PWY	ASVp4_44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	283.0	166.5	391.5	99.5	340.5	445.0	388.0	289.5	394.5	173.5	Collinsella_sp902362275/sp902472315
PANTOSYN-PWY	ASVp4_46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_stercoris
PANTOSYN-PWY	ASVp4_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.071764705882352	36.0	0.0	0.0	0.0	0.0	Bacteroides_thetaiotaomicron
PANTOSYN-PWY	ASVp4_52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.25	118.5	0.0	0.0	183.0	238.25	234.0	101.0	120.75	0.0	Ruminococcus_B_gnavus
PANTOSYN-PWY	ASVp4_58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.764705882352942	17.152941176470588	16.941176470588236	20.11764705882353	29.43529411764706	22.023529411764702	25.411764705882355	37.90588235294118	19.058823529411764	24.988235294117647	29.43529411764706	Sarcina_perfringens
PANTOSYN-PWY	ASVp4_59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.67	37.5	19.83	9.67	61.83	50.83	44.17	48.5	44.83	19.0	54.67	Sutterella_wadsworthensis
PANTOSYN-PWY	ASVp4_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2590.485882352941	2493.529411764706	2439.529411764706	1915.718823529412	2061.0741176470588	2784.5576470588235	3268.736470588235	3405.4835294117647	2393.8517647058825	2665.8105882352943	4873.616470588235	Phocaeicola_vulgatus
PANTOSYN-PWY	ASVp4_63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.17	27.0	21.5	10.33	59.83	43.33	39.67	41.67	38.67	15.0	45.33	Eisenbergiella_tayi
PANTOSYN-PWY	ASVp4_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2070588235294115	0.0	0.0	0.0	6.66	18.751764705882355	0.0	0.0	0.0	0.0	Parabacteroides_merdae
PENTOSE-P-PWY	ASVp1_11	563.8032786885246	875.0163934426231	668.4590163934427	579.1475409836066	733.377049180328	693.6393442622951	772.3278688524591	805.7704918032788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hungatella_effluvii
PENTOSE-P-PWY	ASVp1_118	5.86	6.14	9.86	2.57	4.86	5.71	0.0	4.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_fermentum
PENTOSE-P-PWY	ASVp1_119	0.0	0.0	0.0	0.0	0.0	21.622353937341234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_A_avium
PENTOSE-P-PWY	ASVp1_123	0.0	0.0	18.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacillus_subtilis
PENTOSE-P-PWY	ASVp1_134	12.387096774193548	0.0	0.0	0.0	15.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_thetaiotaomicron
PENTOSE-P-PWY	ASVp1_14	535.0090322580645	482.9522580645161	623.3393548387097	613.6051612903225	702.6683870967743	745.1458064516129	596.3458064516129	598.2658064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
PENTOSE-P-PWY	ASVp1_15	153.9047619047619	139.58095238095237	106.66666666666666	136.22857142857143	111.84761904761903	94.17142857142856	149.63809523809525	175.54285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_bolteae/clostridioformis
PENTOSE-P-PWY	ASVp1_166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan_nan
PENTOSE-P-PWY	ASVp1_18	188.75870967741935	167.2258064516129	229.74967741935484	216.33032258064517	261.3058064516129	278.7096774193548	206.15225806451613	205.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_finegoldii
PENTOSE-P-PWY	ASVp1_19	384.1445161290322	343.59741935483873	467.0245161290322	446.08	487.66967741935485	511.55612903225807	434.88	448.8877419354839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp1_2	516.505945945946	599.1697297297297	643.0832432432433	584.7048648648648	491.6756756756757	403.6410810810811	553.0248648648649	603.4248648648648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp1_22	214.7096774193548	181.2335483870968	232.5574193548387	220.9032258064516	255.85548387096776	273.24903225806446	204.08774193548388	234.76645161290324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eisenbergiella_porci
PENTOSE-P-PWY	ASVp1_3	3216.5578378378377	3605.928648648649	4000.864864864865	3605.370810810811	2996.0172972972973	2506.5600000000004	3428.5751351351355	3660.415135135136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp1_36	6.637419354838709	0.0	10.766451612903223	0.0	10.32258064516129	13.274838709677418	8.113548387096774	8.701935483870967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Agathobacter_faecis
PENTOSE-P-PWY	ASVp1_37	208.5771428571429	187.7142857142857	167.14285714285714	221.70857142857145	209.4342857142857	210.56571428571428	225.72	162.56571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_onderdonkii
PENTOSE-P-PWY	ASVp1_45	21.5	16.0	30.0	28.25	17.0	21.5	17.25	31.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_stercoris
PENTOSE-P-PWY	ASVp1_54	124.42337002540218	0.0	0.0	70.93649449618965	0.0	77.76460626587637	116.83657917019474	105.45639288738356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_A_avium
PENTOSE-P-PWY	ASVp1_57	77.09837837837838	101.92864864864865	106.7545945945946	103.40756756756755	85.2454054054054	69.3145945945946	103.04432432432434	95.07891891891892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_citroniae
PENTOSE-P-PWY	ASVp1_70	40.7424	33.0624	31.36	44.5824	41.817600000000006	37.9776	38.8224	29.6576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacillus_subtilis
PENTOSE-P-PWY	ASVp1_74	0.0	100.44972972972974	91.9264864864865	0.0	76.54054054054055	72.09081081081081	85.06378378378378	90.99243243243244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_massiliensis
PENTOSE-P-PWY	ASVp1_83	45.0176	38.6176	35.84	44.8	47.5776	45.44	51.4176	34.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_sp005845215
PENTOSE-P-PWY	ASVp1_88	0.0	27.14754098360656	0.0	0.0	0.0	23.213114754098363	24.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_alcoholdehydrogenati
PENTOSE-P-PWY	ASVp1_9	225.5433628318584	205.50796460176988	188.729203539823	220.8849557522124	549.5787610619469	179.41238938053095	277.7203539823009	164.04955752212388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
PENTOSE-P-PWY	ASVp1_98	0.0	12.415135135135136	19.83567567567568	0.0	12.233513513513516	8.899459459459461	12.972972972972974	15.009729729729733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis
PENTOSE-P-PWY	ASVp2_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.5904761904762	116.41904761904762	254.17142857142855	120.38095238095238	180.41904761904763	90.5142857142857	223.0857142857143	97.52380952380952	77.1047619047619	121.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_bolteae/clostridioformis
PENTOSE-P-PWY	ASVp2_108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.536283185840706	0.0	29.323893805309734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
PENTOSE-P-PWY	ASVp2_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_merdae
PENTOSE-P-PWY	ASVp2_114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.371612903225806	0.0	0.0	7.814193548387097	0.0	0.0	10.32258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_citroniae
PENTOSE-P-PWY	ASVp2_117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.718709677419351	0.0	0.0	0.0	0.0	8.113548387096774	11.055483870967745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sutterella_wadsworthensis
PENTOSE-P-PWY	ASVp2_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_xylanisolvens
PENTOSE-P-PWY	ASVp2_125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.349703640982206	35.278577476714645	0.0	0.0	0.0	0.0	0.0	45.14140558848433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Salmonella_diarizonae/houtenae/enterica
PENTOSE-P-PWY	ASVp2_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	423.5610619469026	290.06725663716816	1038.2867256637169	200.2548672566372	985.6849557522124	247.58938053097347	181.2389380530973	125.40884955752212	228.7716814159292	180.6300884955752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
PENTOSE-P-PWY	ASVp2_146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_nan
PENTOSE-P-PWY	ASVp2_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_stercoris
PENTOSE-P-PWY	ASVp2_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.6451612903226	282.53935483870964	325.6051612903226	1106.1367741935485	433.99225806451614	644.7174193548387	610.9522580645162	534.5651612903226	657.992258064516	684.2425806451613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
PENTOSE-P-PWY	ASVp2_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.49290322580646	134.92645161290324	134.78193548387097	537.218064516129	209.54838709677415	322.36387096774195	299.9432258064516	251.2825806451613	310.12129032258065	321.33161290322585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_massiliensis
PENTOSE-P-PWY	ASVp2_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.61290322580646	145.69290322580645	173.86322580645162	560.2167741935484	230.1935483870968	336.6606451612903	318.23483870967743	292.4283870967742	353.0322580645161	361.1458064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp2_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.499354838709678	0.0	6.193548387096774	8.990967741935485	0.0	11.055483870967745	0.0	8.40258064516129	0.0	13.863225806451611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eisenbergiella_porci
PENTOSE-P-PWY	ASVp2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	4.29	5.14	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_uniformis
PENTOSE-P-PWY	ASVp2_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.72	219.13714285714283	451.71428571428567	224.00571428571425	254.00571428571425	363.4285714285714	530.0057142857142	175.7142857142857	240.29142857142853	141.9942857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sutterella_wadsworthensis
PENTOSE-P-PWY	ASVp2_39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4497297297297305	4.4497297297297305	4.8129729729729736	6.304864864864865	8.523243243243243	6.304864864864865	2.970810810810811	2.970810810810811	8.16	3.334054054054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_longum
PENTOSE-P-PWY	ASVp2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363.98270270270274	858.0713513513514	500.9383783783784	1185.7297297297298	651.0616216216217	859.187027027027	684.7913513513514	668.4843243243243	752.2508108108109	291.1524324324325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp2_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	48.0	44.25	23.25	22.0	17.75	21.25	23.25	18.75	26.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
PENTOSE-P-PWY	ASVp2_47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.754594594594597	22.793513513513517	0.0	35.94810810810811	0.0	21.314594594594595	16.30702702702703	16.30702702702703	15.943783783783784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Agathobacter_faecis
