pathway	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
PWY-7222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9068999999949115e-12	0.0	0.0	5.999999999999999e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.813799999959297e-12	0.0	0.0	1.199999999999999e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.562759999979648e-11	0.0	0.0	2.3999999999999952e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8719999999998248e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7315	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7323	8.522199932924929e-05	1.78883112569695e-05	5.852163491550475e-08	0.9583489338579978	0.23173033253049166	0.9999999988717253	0.9874823673105472	0.06600732193530022	0.0	1.4999999999999987e-15	0.7435211826842156	0.9703800188904557	0.0	0.9999999999486802	0.9999999943206497	0.8371300223262608	0.9999999833653096	0.0	0.0	0.0	0.0	0.0	0.9999999999999165	0.8248882649070157	0.0	3.23999999999993e-14	0.9996459592685516	0.9999875144383765	0.9999999995857113	0.0029225644081772644	0.43037476392531593	0.9999923668032525
PWY-7400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99999999994717	0.999999999526906	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7664	0.012442800450701015	0.0017037043855526871	0.7840907255635656	0.7788417075939842	1.1094984098730735e-06	0.0013373835407363903	0.9575508989661596	0.7787978279142895	0.0	0.7787451973398045	5.557229999779409e-11	1.0	0.0	0.7787240432363428	0.0	0.8691002929271411	1.6865300898297083e-07	0.0	0.0	0.0	0.0	0.0	1.9319999999997334e-13	0.18652799400042408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4325299999832097e-11	0.0	0.0	2.1999999999999963e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1061	0.010548113642914794	3.3196820944898556e-09	0.0	0.0	0.3329330492735084	9.428382830552799e-09	0.0	6.2309999999805875e-12	0.0954569954561409	1.1654399999932053e-11	0.02067139727268599	0.0	6.264880619427493e-05	0.0	0.0	0.0	0.0	2.3008499999735305e-11	0.0	0.0	0.0	0.029403768456870406	9.209999999999574e-14	0.0	0.2457409045884204	2.182019999976194e-11	0.0	0.0	5.999999999999998e-16	0.0	0.0	0.0
PWY0-1319	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999993032	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999991604	1.0	0.9999999829865168	1.0	0.9999999984007906	1.0	1.0	1.0	1.0	1.0	0.9968893808258531
PWY0-1586	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY0-162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1720699999893153e-11	0.0	0.0	1.7999999999999973e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862	0.010684249240782099	0.0014606735527505435	0.756855376369362	0.7511543712475793	9.509987877671547e-07	0.0011465478026540397	0.9508239618955098	0.7511067536837732	0.0	0.7510496406674885	4.763339999848738e-11	1.0	0.0	0.7510266851831849	0.0	0.8505442931234165	1.4455972546832253e-07	0.0	0.0	0.0	0.0	0.0	1.6559999999998172e-13	0.16425809969088676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY4FS-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38479442951698034	0.34642477589527304	0.958341501241966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38479442951698034	0.34642477589527304	0.958341501241966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWYG-321	0.01292132082865182	0.0017699649915955808	0.7904910133564022	0.7853549989880615	1.1527255708165768e-06	0.0013894169962161763	0.9590775982862451	0.7853120553798565	0.0	0.7852605473689906	5.7737454543371044e-11	1.0	0.0	0.7852398444060892	0.0	0.873387524343302	1.7522390428804793e-07	0.0	0.0	0.0	0.0	0.0	2.0072727272724754e-13	0.19239710624926548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PYRIDNUCSYN-PWY	0.07361296041824604	5.363676440731392e-08	0.0	0.0	0.040196829352813095	5.791947890275231e-08	0.0	3.70264635897083e-08	0.27041274105576973	4.583099480033952e-16	0.0005225480422375479	0.0	1.0400646676394745e-07	9.1926708487788e-14	0.0	0.0	1.0011422078045068e-12	1.0762754505086613e-05	0.0	0.0	0.0	9.251061161682238e-08	2.934793203449188e-13	4.1641791044776105e-16	0.04955735638404463	0.0	1.367232586558044e-15	8.441269478031547e-14	1.6374329209907053e-09	4.078677156569409e-10	5.29447765499307e-12	0.0
RIBOSYN2-PWY	0.4311655771809065	1.9638797150950966e-06	7.061135371179018e-15	4.598571428570583e-13	0.20054360155367723	2.7305265486929106e-05	0.0	2.481825847671292e-06	0.5440260801119764	2.269183645931517e-13	0.44274418251931275	0.0	2.240447462682808e-05	7.897756883213439e-09	3.85242385120639e-09	0.0	2.4536242616331973e-08	0.0005091822240966246	0.0	4.854245713333077e-10	0.0	0.00012478675407017124	5.477001427371527e-10	3.33632651188356e-13	0.038902207370086005	4.1481786941580064e-14	1.9636542855600484e-10	1.6746629988782014e-09	1.7691277323097501e-06	2.978830307784216e-06	5.379914896801433e-10	0.0
SO4ASSIM-PWY	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999995848	1.0	0.9999999999999993	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15488425475808223	0.8317108872665661	0.7626056035204516	1.0	1.0	1.0	0.9999999999999993	0.9999999999999938	1.0	1.0	1.0	1.0	1.0	0.4935904636480533
TCA	0.40333427178593173	0.07927578538957468	0.0	0.0	0.4634932189050817	4.0030083643656815e-08	0.0	2.0695460209072575e-07	0.022413111409562262	0.43313115859994694	0.9998557144289831	0.0	0.9811709838294106	1.0799999999996922e-14	1.187327999861415e-10	0.0	3.366389494323096e-07	0.018215134797638702	0.48848710883701685	0.858070021639132	0.7291353385286728	0.9960865113393517	6.464882493196834e-08	0.0	0.8559933475277909	0.9855038276832296	0.04128718217205287	4.781591869374888e-08	0.9999883422695351	0.8577808668429905	0.0005272733660964162	0.0
TRNA-CHARGING-PWY	0.9997055937334123	0.8944881845095243	0.00016529119097144517	0.0007396971029485238	0.9997298527389459	0.9292246107378123	1.2648999999984292e-12	0.7250050044231084	0.9999995673891441	0.856281017980241	0.9985783808123747	0.0	0.7017645192653218	0.2976202716315079	0.8278090006095886	9.870839999093649e-11	0.30646442242085126	0.96858394803638	1.9713181646269846e-05	0.3910103558231331	0.0008276841242116292	0.8898433146593748	0.0001885344997917303	5.195489495396276e-06	0.9947202841213978	0.07236467664123347	0.010441054364318362	0.3141604890032877	0.6858915314382769	0.1738548254040114	0.0036758673098306704	0.0
TRPSYN-PWY	0.6653841807799235	0.5579624042978071	9.999999999999995e-16	3.101806480227686e-07	0.6530109436261052	0.27209873667795254	0.0	0.0017642289194086057	0.04129406923022973	0.001077996556654188	0.9964200820774467	0.0	0.9983562622444008	0.37956172852253955	0.7154335452762359	0.0	0.7154282794986133	0.593977137221836	0.9997575029539064	0.9997435777607326	0.9999920011258744	0.9912184724512577	0.6464353014886035	0.2537447665303573	0.47739304310040154	0.9847186275312666	0.9039943077118747	0.8120300357864646	0.9788079532217078	0.9414494324758543	0.9178025920525982	0.0029390245658689165
VALSYN-PWY	1.0	1.0	0.999867279572186	0.9999998664952378	1.0	1.0	0.9214949605707842	1.0	1.0	0.9997997318569726	1.0	0.6887111481371716	0.9999999999999196	0.9999999999988707	1.0	0.9408319154091392	0.9999999999999984	1.0	0.9999999999992424	1.0	1.0	0.9999998434738809	0.9999992045671667	0.9975626176699319	0.9999999671381279	0.9999981031741142	0.9999999992897188	0.9999999999961648	0.9999999999994351	0.9999999991885264	0.9999999999999605	0.8440400454903515
