	Naive	MinPath	Total families	Families found
PWY-8346	Yes	Yes	3	2
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
HOMOCYSDEGR-PWY	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	Yes	5	3
PWY2DDB-9	Yes	Yes	2	1
PWY-5428	Yes	No	3	1
PWY-5482	Yes	Yes	3	2
PWY-5747	Yes	No	5	1
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY-5509	Yes	Yes	3	2
PWY-6993	Yes	No	10	1
PWY2O6K-6	Yes	Yes	2	1
PWY-8489	Yes	No	6	1
PWY0-1314	Yes	Yes	1	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-6978	Yes	No	5	1
PWY-8173	Yes	Yes	11	6
PWY0-1584	Yes	No	3	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	Yes	6	3
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	Yes	5	3
PWY-6749	Yes	No	9	2
