ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_S2_Am_061_v1v9_updated_parsed_report.tsv	611	611	411	611	0	1	1	3	4	5	38	5	0	0	3	9	2	2	102	4	0	3	0	43	5	1	4	0	6	2	611	0	0	48	0	1	47	0	10	42	8	9	3	2	14	1	4	28	0	6	0	0	15	2	42	0	0	3	9	2	46	0
S_S2_Rf_084_v1v9_updated_parsed_report.tsv	708	708	504	708	0	1	1	2	7	3	40	6	0	2	3	7	2	5	84	15	0	8	0	26	19	1	15	2	6	12	708	0	0	58	0	8	54	0	23	79	15	4	3	2	15	2	5	35	1	6	1	0	27	1	52	2	0	1	7	0	36	0
S_S5_Rf_112_updated_parsed_report.tsv	647	647	416	647	0	0	1	2	5	4	36	7	0	2	3	8	4	2	87	9	0	8	0	52	13	1	11	0	6	3	647	0	0	80	1	5	55	0	20	49	8	5	0	0	15	4	1	31	0	6	1	0	21	1	44	1	0	1	8	0	35	0
S_S2_Shsn_087_v1v9_updated_parsed_report.tsv	695	695	455	695	0	1	1	3	9	6	48	6	0	2	3	6	4	2	101	11	0	15	0	58	13	1	14	2	7	11	695	0	0	55	0	4	47	0	16	50	5	10	3	2	14	3	5	35	0	6	1	0	28	0	45	2	0	2	8	0	34	0
S_S2_Et_075_v1v9_updated_parsed_report.tsv	757	757	519	757	0	1	1	4	7	5	37	7	0	2	3	9	4	7	91	17	0	21	0	28	25	1	13	2	6	10	757	0	0	70	0	6	52	0	19	75	15	8	3	2	14	5	5	35	1	6	1	0	23	1	53	3	0	1	9	0	38	0
S_S2_Rf_084_updated_parsed_report.tsv	708	708	504	708	0	1	1	2	7	3	40	6	0	2	3	7	2	5	84	15	0	8	0	26	19	1	15	2	6	12	708	0	0	58	0	8	54	0	23	79	15	4	3	2	15	2	5	35	1	6	1	0	27	1	52	2	0	1	7	0	36	0
S_NS6_Hh_054_v1v9_updated_parsed_report.tsv	691	691	493	691	0	0	1	2	7	2	35	7	0	2	3	7	2	5	83	16	0	7	0	23	21	1	14	2	6	10	691	0	0	60	0	8	53	0	21	78	15	4	3	2	15	2	5	33	1	6	1	0	24	1	50	2	0	1	7	0	36	0
S_NS6_Em_046_v1v9_updated_parsed_report.tsv	742	742	480	742	0	1	1	4	6	6	37	7	0	1	3	7	4	2	76	11	0	8	0	64	23	1	14	2	6	10	742	0	0	106	0	6	52	0	19	75	15	8	3	2	16	5	5	35	1	6	1	0	19	1	49	2	0	1	9	0	39	0
S_S5_Hf_107_updated_parsed_report.tsv	345	345	199	345	0	0	0	2	3	5	14	4	0	1	2	2	1	0	34	9	0	1	0	17	11	1	8	1	5	0	345	0	0	20	0	2	16	0	13	42	5	2	3	0	13	0	4	30	0	6	0	0	8	0	18	0	0	2	0	0	12	0
S_S2_He_082_v1v9_updated_parsed_report.tsv	708	708	504	708	0	1	1	2	7	3	40	6	0	2	3	7	2	5	84	15	0	8	0	26	19	1	15	2	6	12	708	0	0	58	0	8	54	0	23	79	15	4	3	2	15	2	5	35	1	6	1	0	27	1	52	2	0	1	7	0	36	0
S_NS6_Bu_034_v1v9_updated_parsed_report.tsv	767	767	535	767	0	1	0	3	5	3	45	8	0	1	3	8	2	2	100	9	0	7	0	87	20	1	8	0	6	2	767	0	0	106	1	4	56	0	20	64	15	10	3	1	16	2	3	33	0	6	1	0	30	2	47	3	0	3	8	0	50	0
S_S5_Bv_093_v1v9_updated_parsed_report.tsv	768	768	547	768	0	1	1	3	5	4	43	6	0	3	3	11	5	2	103	9	0	7	0	67	22	1	11	0	6	9	768	0	0	85	0	6	56	0	20	66	13	11	3	1	16	2	4	35	0	6	1	0	28	2	50	3	0	2	10	0	44	0
S_NS6_Em_046_updated_parsed_report.tsv	742	742	480	742	0	1	1	4	6	6	37	7	0	1	3	7	4	2	76	11	0	8	0	64	23	1	14	2	6	10	742	0	0	106	0	6	52	0	19	75	15	8	3	2	16	5	5	35	1	6	1	0	19	1	49	2	0	1	9	0	39	0
S_NS6_Ss_059_v1v9_updated_parsed_report.tsv	605	605	368	605	0	1	1	2	7	4	50	8	0	1	3	4	4	3	45	6	0	17	0	58	13	1	9	2	5	7	605	0	0	73	0	2	50	0	21	40	5	12	3	1	13	1	5	35	0	7	1	0	14	1	45	0	0	1	9	0	31	0
S_S5_Bp_095_v1v9_updated_parsed_report.tsv	595	595	346	595	0	1	1	3	4	6	27	6	0	1	2	3	3	2	73	8	0	5	0	53	14	1	8	1	5	1	595	0	0	77	1	2	50	0	13	46	9	10	4	0	15	3	2	30	0	6	0	0	17	0	43	2	0	3	6	0	32	0
S_NS6_Bs_032_v1v9_updated_parsed_report.tsv	710	710	517	710	0	1	0	4	5	2	39	7	0	2	3	7	2	2	99	7	0	7	0	50	17	1	9	0	6	2	710	0	0	57	0	5	55	0	20	64	16	10	3	1	16	2	3	33	0	6	1	0	29	2	47	0	0	2	10	0	48	0
S_NS1_Pd_022_updated_parsed_report.tsv	780	780	548	780	0	1	1	5	5	2	44	9	0	2	3	9	3	2	100	7	0	7	0	71	18	1	11	1	6	2	780	0	0	94	0	7	55	0	19	63	9	9	3	2	18	3	4	34	0	6	1	0	34	2	50	4	0	2	10	0	45	0
S_NS6_Cp_043_updated_parsed_report.tsv	673	673	430	673	0	0	1	3	6	5	40	7	0	1	3	13	5	5	76	10	0	6	0	64	16	1	11	1	6	8	673	0	0	66	0	2	46	0	18	59	10	10	3	1	15	6	3	37	1	6	1	0	21	3	51	0	0	1	7	0	37	0
S_S5_Dg_099_v1v9_updated_parsed_report.tsv	613	613	433	613	0	0	1	2	4	5	33	6	0	2	3	8	3	2	67	8	0	5	0	23	16	1	8	1	6	3	613	0	0	62	0	5	53	0	20	58	12	5	3	1	15	2	2	33	0	6	1	0	21	1	45	1	0	1	7	0	34	0
S_S2_Bd_066_updated_parsed_report.tsv	619	619	367	619	0	1	1	2	6	6	28	7	0	2	2	3	2	5	73	11	0	5	0	53	18	1	8	1	5	1	619	0	0	77	1	4	51	0	15	51	7	10	0	0	15	3	5	29	0	6	1	0	18	2	45	2	0	3	7	0	33	0
S_NS1_Ca_028_updated_parsed_report.tsv	532	532	302	532	0	0	0	2	2	4	28	6	0	1	2	5	2	3	56	5	0	3	0	54	5	1	13	0	5	1	532	0	0	73	0	2	47	0	15	46	5	7	3	0	13	1	2	31	0	6	0	0	17	0	39	0	0	1	5	0	30	0
S_S5_El_100_v1v9_updated_parsed_report.tsv	582	582	363	582	0	0	0	3	4	4	33	5	0	3	2	5	2	3	56	10	0	9	0	60	9	1	10	0	5	2	582	0	0	81	1	3	45	0	13	31	3	9	3	2	15	5	4	31	0	6	1	0	23	1	40	3	0	1	8	0	37	0
S_NS1_Eh_016_updated_parsed_report.tsv	678	678	430	678	0	1	1	2	8	6	41	7	0	1	3	3	4	3	64	9	0	16	0	56	24	1	9	2	7	0	678	0	0	77	0	4	42	0	18	61	11	8	3	1	15	2	5	35	0	7	1	0	16	2	54	0	0	1	8	0	37	0
S_S5_Sc_120_updated_parsed_report.tsv	715	715	476	715	0	1	1	3	9	5	49	6	0	2	3	6	4	2	104	15	0	20	0	58	13	1	17	3	7	11	715	0	0	52	1	4	48	0	16	53	5	12	3	2	13	4	5	35	0	6	1	0	31	0	46	2	0	2	8	0	35	0
S_NS1_Cc_012_v1v9_updated_parsed_report.tsv	774	774	525	774	0	1	1	2	8	5	42	6	0	2	3	7	5	5	84	17	0	34	0	25	30	1	13	3	6	10	774	0	0	64	0	9	56	0	25	71	13	6	3	1	15	4	4	33	1	6	1	0	27	1	53	1	0	1	9	0	37	0
S_S5_Em_101_v1v9_updated_parsed_report.tsv	726	726	498	726	0	1	1	4	6	6	39	6	0	1	3	7	4	5	76	11	0	8	0	29	25	1	15	2	6	10	726	0	0	69	0	6	52	0	19	77	15	8	3	2	16	5	5	35	1	6	1	0	19	1	51	2	0	2	9	0	40	0
S_NS6_El_044_updated_parsed_report.tsv	624	624	381	624	0	0	0	3	4	4	34	5	0	3	2	5	2	3	75	10	0	9	0	60	9	1	10	0	5	2	624	0	0	83	1	3	49	0	15	34	3	9	3	2	15	5	4	31	0	6	1	0	23	1	40	3	0	1	8	0	37	0
S_S5_Dg_099_updated_parsed_report.tsv	613	613	433	613	0	0	1	2	4	5	33	6	0	2	3	8	3	2	67	8	0	5	0	23	16	1	8	1	6	3	613	0	0	62	0	5	53	0	20	58	12	5	3	1	15	2	2	33	0	6	1	0	21	1	45	1	0	1	7	0	34	0
S_NS1_Fp_019_updated_parsed_report.tsv	680	680	421	680	0	0	0	4	6	3	39	6	0	1	3	10	4	2	70	14	1	27	0	55	22	1	13	2	6	6	680	1	0	55	0	7	54	0	22	60	9	4	3	1	16	9	2	32	0	6	1	0	19	2	51	0	0	1	9	0	33	0
S_S2_Rf_118_updated_parsed_report.tsv	616	616	407	616	0	0	1	2	6	2	33	5	0	2	3	7	4	2	71	11	0	9	0	20	11	1	10	1	6	3	616	0	0	53	0	7	54	0	20	46	7	7	3	0	13	4	3	31	0	6	1	0	23	1	47	1	0	1	8	0	34	0
S_S5_Cc_097_v1v9_updated_parsed_report.tsv	760	760	523	760	0	1	1	2	6	5	42	6	0	2	3	7	5	5	84	17	0	27	0	22	29	1	13	2	6	10	760	0	0	59	0	9	56	0	24	71	13	6	3	1	15	6	4	33	1	6	1	0	27	1	53	1	0	1	9	0	37	0
S_NS6_El_045_updated_parsed_report.tsv	614	614	374	614	0	0	0	3	5	4	34	5	0	3	2	6	2	3	75	10	0	9	0	61	9	1	10	0	5	2	614	0	0	80	0	3	49	0	13	33	4	9	3	2	15	5	4	31	0	6	1	0	26	1	40	3	0	2	8	0	39	0
S_NS6_Hh_054_updated_parsed_report.tsv	691	691	493	691	0	0	1	2	7	2	35	7	0	2	3	7	2	5	83	16	0	7	0	23	21	1	14	2	6	10	691	0	0	60	0	8	53	0	21	78	15	4	3	2	15	2	5	33	1	6	1	0	24	1	50	2	0	1	7	0	36	0
S_NS1_El_014_v1v9_updated_parsed_report.tsv	621	621	391	621	0	0	0	3	5	4	34	5	0	3	2	6	2	3	76	10	0	9	0	60	9	1	10	0	5	2	621	0	0	82	1	3	49	0	14	31	3	9	3	2	15	5	4	31	0	6	1	0	22	0	39	4	0	1	8	0	37	0
S_NS6_Ef_049_updated_parsed_report.tsv	696	696	433	696	0	1	1	2	7	5	38	6	0	1	3	7	4	5	66	12	0	15	0	56	24	1	14	2	7	1	696	0	0	73	0	6	45	0	22	65	11	10	3	2	15	2	5	37	0	7	1	0	20	1	51	2	0	2	8	0	37	0
S_NS6_El_044_v1v9_updated_parsed_report.tsv	624	624	381	624	0	0	0	3	4	4	34	5	0	3	2	5	2	3	75	10	0	9	0	60	9	1	10	0	5	2	624	0	0	83	1	3	49	0	15	34	3	9	3	2	15	5	4	31	0	6	1	0	23	1	40	3	0	1	8	0	37	0
S_S2_Cc_070_v1v9_updated_parsed_report.tsv	693	693	479	693	0	1	1	2	5	4	34	6	0	2	3	7	5	2	74	17	0	18	0	20	25	1	14	2	6	3	693	0	0	54	0	8	54	0	23	72	14	5	3	1	14	3	2	33	0	6	1	0	22	1	47	2	0	1	8	0	37	0
S_S5_Cb_096_v1v9_updated_parsed_report.tsv	769	769	528	769	0	1	1	2	6	4	37	7	0	2	3	10	5	2	89	16	0	30	0	30	25	1	17	3	6	6	769	0	0	64	0	7	53	0	24	76	13	7	3	1	17	5	6	33	1	6	1	0	28	1	50	2	0	2	8	0	39	0
S_S5_He_108_updated_parsed_report.tsv	748	748	510	748	0	1	1	2	9	3	43	6	0	2	3	7	4	5	99	17	1	9	0	33	18	1	13	2	6	12	748	0	0	55	0	8	53	0	23	75	15	4	3	2	16	8	4	35	1	6	1	0	29	1	54	2	0	1	10	0	45	0
S_NS1_Ca_028_v1v9_updated_parsed_report.tsv	532	532	302	532	0	0	0	2	2	4	28	6	0	1	2	5	2	3	56	5	0	3	0	54	5	1	13	0	5	1	532	0	0	73	0	2	47	0	15	46	5	7	3	0	13	1	2	31	0	6	0	0	17	0	39	0	0	1	5	0	30	0
S_S5_Fp_106_updated_parsed_report.tsv	687	687	434	687	0	0	0	4	6	3	39	6	0	1	3	10	4	3	71	13	1	27	0	55	23	1	13	2	6	6	687	1	0	55	0	7	54	0	22	62	9	4	3	1	16	9	2	32	0	6	1	0	19	2	53	0	0	1	10	0	33	0
S_NS6_Ef_050_v1v9_updated_parsed_report.tsv	695	695	432	695	0	1	1	2	7	5	38	6	0	1	3	7	4	5	66	12	0	15	0	56	24	1	14	2	6	1	695	0	0	73	0	6	45	0	22	65	11	10	3	2	15	2	5	37	0	7	1	0	20	1	51	2	0	2	8	0	37	0
S_S5_Am_089_v1v9_updated_parsed_report.tsv	614	614	412	614	0	1	1	3	4	5	38	5	0	0	3	8	2	2	102	4	0	3	0	42	5	1	4	0	6	2	614	0	0	47	0	1	47	0	10	42	8	9	3	2	14	1	4	28	0	6	0	0	21	2	41	0	0	3	9	2	46	0
S_S2_Cb_068_updated_parsed_report.tsv	760	760	534	760	0	1	1	2	6	4	38	7	0	2	3	10	5	2	87	16	0	31	0	22	25	1	18	3	6	3	760	0	0	60	0	7	53	0	24	76	13	8	3	1	16	5	6	33	1	6	1	0	25	1	52	2	0	1	8	0	38	0
S_NS6_Ba_039_v1v9_updated_parsed_report.tsv	584	584	337	584	0	1	1	2	4	6	27	6	0	1	2	3	3	2	73	8	0	4	0	54	10	1	8	1	5	1	584	0	0	78	1	2	51	0	12	42	7	10	0	0	15	3	2	28	0	6	0	0	17	0	43	2	0	3	7	0	32	0
S_S2_Fp_080_v1v9_updated_parsed_report.tsv	694	694	438	694	0	0	0	4	6	3	39	7	0	1	3	10	4	3	62	13	1	23	0	63	22	1	14	2	6	6	694	0	0	72	0	7	54	0	22	65	9	4	3	1	16	9	2	32	0	6	1	0	19	2	53	0	0	1	10	0	33	0
S_S5_Af_090_v1v9_updated_parsed_report.tsv	614	614	418	614	0	1	0	3	4	3	35	7	0	1	3	7	4	2	77	6	0	7	0	46	11	1	10	0	6	2	614	0	0	50	0	4	52	0	19	50	7	7	0	1	14	2	3	32	0	6	1	0	13	2	48	0	0	1	6	0	45	0
S_NS6_Ca_028_v1v9_updated_parsed_report.tsv	532	532	302	532	0	0	0	2	2	4	28	6	0	1	2	5	2	3	56	5	0	3	0	54	5	1	13	0	5	1	532	0	0	73	0	2	47	0	15	46	5	7	3	0	13	1	2	31	0	6	0	0	17	0	39	0	0	1	5	0	30	0
S_S5_Sc_120_v1v9_updated_parsed_report.tsv	715	715	476	715	0	1	1	3	9	5	49	6	0	2	3	6	4	2	104	15	0	20	0	58	13	1	17	3	7	11	715	0	0	52	1	4	48	0	16	53	5	12	3	2	13	4	5	35	0	6	1	0	31	0	46	2	0	2	8	0	35	0
S_S2_Cs_071_updated_parsed_report.tsv	713	713	467	713	0	0	1	2	8	5	45	6	0	1	3	8	4	3	86	15	0	12	0	26	25	1	15	1	6	10	713	0	0	60	0	6	54	0	21	61	8	6	3	1	15	4	4	33	1	6	1	0	24	1	55	1	0	2	9	0	36	0
S_S5_Cb_096_updated_parsed_report.tsv	769	769	528	769	0	1	1	2	6	4	37	7	0	2	3	10	5	2	89	16	0	30	0	30	25	1	17	3	6	6	769	0	0	64	0	7	53	0	24	76	13	7	3	1	17	5	6	33	1	6	1	0	28	1	50	2	0	2	8	0	39	0
S_NS1_Shsn_025_v1v9_updated_parsed_report.tsv	704	704	464	704	0	1	1	3	9	6	48	6	0	2	3	6	4	2	102	14	0	15	0	58	14	1	16	2	7	11	704	0	0	55	0	4	47	0	17	54	5	10	3	2	14	3	5	35	0	6	1	0	28	0	45	2	0	2	8	0	34	0
S_NS6_Am_029_updated_parsed_report.tsv	622	622	417	622	0	1	1	3	4	8	38	5	0	0	3	8	2	2	102	4	0	2	0	43	6	1	5	0	6	2	622	0	0	51	0	1	47	0	10	47	9	9	3	2	14	1	4	28	0	6	0	0	22	2	41	0	0	2	9	2	45	0
S_S2_Shsn_087_updated_parsed_report.tsv	695	695	455	695	0	1	1	3	9	6	48	6	0	2	3	6	4	2	101	11	0	15	0	58	13	1	14	2	7	11	695	0	0	55	0	4	47	0	16	50	5	10	3	2	14	3	5	35	0	6	1	0	28	0	45	2	0	2	8	0	34	0
S_S2_Cc_069_v1v9_updated_parsed_report.tsv	614	614	396	614	0	0	1	2	5	5	39	7	0	2	3	8	4	2	77	8	0	8	0	19	18	1	10	2	6	10	614	0	0	52	0	3	50	0	21	47	5	5	3	0	14	5	1	32	0	6	1	0	23	1	45	1	0	3	8	0	35	0
S_S5_Ea_103_v1v9_updated_parsed_report.tsv	733	733	474	733	0	1	1	2	9	6	47	6	0	2	3	4	4	3	86	12	0	28	0	55	19	1	14	3	7	6	733	0	0	74	1	4	50	0	21	69	10	8	3	1	14	3	4	35	0	7	1	0	21	2	61	0	0	1	6	0	34	0
S_NS6_Bx_038_updated_parsed_report.tsv	795	795	554	795	0	1	0	3	5	2	42	8	0	2	3	8	4	2	105	9	0	9	0	85	28	1	8	0	6	9	795	0	0	102	0	6	56	0	20	68	16	11	3	2	17	4	3	35	0	6	1	0	26	2	49	0	0	2	10	0	49	0
S_NS1_Bp_010_v1v9_updated_parsed_report.tsv	594	594	345	594	0	1	1	2	4	6	27	6	0	1	2	3	3	2	73	8	0	5	0	52	14	1	8	1	5	1	594	0	0	77	1	2	50	0	13	46	9	10	4	0	15	3	2	30	0	6	0	0	17	0	43	2	0	3	6	0	32	0
S_NS1_Ig_115_updated_parsed_report.tsv	647	647	403	647	0	0	0	4	7	4	39	6	0	1	3	9	4	2	55	15	1	22	0	55	21	1	12	1	6	1	647	0	0	55	0	7	52	0	21	45	6	5	3	1	15	9	4	33	0	6	1	0	18	2	49	0	0	1	10	0	33	0
S_S5_Ea_103_updated_parsed_report.tsv	733	733	474	733	0	1	1	2	9	6	47	6	0	2	3	4	4	3	86	12	0	28	0	55	19	1	14	3	7	6	733	0	0	74	1	4	50	0	21	69	10	8	3	1	14	3	4	35	0	7	1	0	21	2	61	0	0	1	6	0	34	0
S_S2_Ca_088_updated_parsed_report.tsv	544	544	313	544	0	0	1	2	2	4	29	6	0	1	2	5	2	5	58	4	0	4	0	53	8	1	11	0	5	1	544	0	0	74	0	2	48	0	15	49	7	7	3	0	13	1	2	31	0	6	0	0	21	0	39	0	0	1	5	0	28	0
S_S2_Bv_065_updated_parsed_report.tsv	771	771	543	771	0	1	1	3	5	3	47	6	0	3	3	9	5	2	103	9	0	7	0	70	22	1	10	0	6	9	771	0	0	82	0	6	56	0	20	65	13	11	3	1	16	2	4	35	0	6	1	0	30	2	50	3	0	3	9	0	46	0
S_S5_Lp_109_v1v9_updated_parsed_report.tsv	728	728	513	728	0	0	1	3	7	5	37	6	0	2	3	7	2	7	86	17	0	11	0	25	21	1	14	2	6	10	728	0	0	58	0	7	53	0	23	78	16	5	3	1	14	3	4	35	1	6	1	0	23	1	54	2	0	1	8	0	37	0
S_S5_Lp_109_updated_parsed_report.tsv	728	728	513	728	0	0	1	3	7	5	37	6	0	2	3	7	2	7	86	17	0	11	0	25	21	1	14	2	6	10	728	0	0	58	0	7	53	0	23	78	16	5	3	1	14	3	4	35	1	6	1	0	23	1	54	2	0	1	8	0	37	0
S_S5_Ef_104_v1v9_updated_parsed_report.tsv	1003	1003	745	1003	0	1	1	4	10	6	56	7	0	4	3	15	5	2	116	27	1	31	0	85	38	1	19	10	6	11	1003	0	0	97	0	7	56	0	28	88	11	14	3	2	18	11	5	38	1	7	2	0	39	3	60	6	0	4	15	2	59	0
S_S5_Pd_110_v1v9_updated_parsed_report.tsv	788	788	553	788	0	1	1	4	5	2	44	9	0	2	3	9	3	2	100	7	0	7	0	71	21	1	11	1	6	2	788	0	0	94	0	6	56	0	20	70	11	9	3	2	18	3	4	34	0	6	1	0	34	2	50	4	0	2	10	0	45	0
S_NS1_Eh_016_v1v9_updated_parsed_report.tsv	678	678	430	678	0	1	1	2	8	6	41	7	0	1	3	3	4	3	64	9	0	16	0	56	24	1	9	2	7	0	678	0	0	77	0	4	42	0	18	61	11	8	3	1	15	2	5	35	0	7	1	0	16	2	54	0	0	1	8	0	37	0
S_S2_Bd_066_v1v9_updated_parsed_report.tsv	619	619	367	619	0	1	1	2	6	6	28	7	0	2	2	3	2	5	73	11	0	5	0	53	18	1	8	1	5	1	619	0	0	77	1	4	51	0	15	51	7	10	0	0	15	3	5	29	0	6	1	0	18	2	45	2	0	3	7	0	33	0
S_S2_El_073_v1v9_updated_parsed_report.tsv	622	622	379	622	0	0	0	3	5	4	34	5	0	3	2	6	2	3	75	10	0	9	0	62	9	1	10	0	5	2	622	0	0	84	0	3	49	0	15	36	4	9	3	2	15	5	4	31	0	6	1	0	23	1	41	3	0	2	8	0	39	0
S_S2_Fp_079_updated_parsed_report.tsv	601	601	393	601	0	0	1	2	5	4	41	6	0	2	3	10	4	2	76	6	0	11	0	15	18	1	10	1	6	9	601	1	0	42	0	2	50	0	19	57	11	5	0	0	15	3	1	33	0	6	1	0	13	2	46	1	0	1	8	0	35	0
S_NS6_Ss_059_updated_parsed_report.tsv	605	605	368	605	0	1	1	2	7	4	50	8	0	1	3	4	4	3	45	6	0	17	0	58	13	1	9	2	5	7	605	0	0	73	0	2	50	0	21	40	5	12	3	1	13	1	5	35	0	7	1	0	14	1	45	0	0	1	9	0	31	0
S_S5_Bv_093_updated_parsed_report.tsv	768	768	547	768	0	1	1	3	5	4	43	6	0	3	3	11	5	2	103	9	0	7	0	67	22	1	11	0	6	9	768	0	0	85	0	6	56	0	20	66	13	11	3	1	16	2	4	35	0	6	1	0	28	2	50	3	0	2	10	0	44	0
S_NS1_Bu_006_v1v9_updated_parsed_report.tsv	774	774	532	774	0	1	0	3	5	5	45	8	0	1	3	8	2	2	100	9	0	7	0	88	22	1	7	0	6	2	774	0	0	109	1	4	55	0	20	62	13	10	3	1	17	2	3	33	0	6	1	0	29	2	47	3	0	3	8	2	50	0
S_NS1_Fp_019_v1v9_updated_parsed_report.tsv	680	680	421	680	0	0	0	4	6	3	39	6	0	1	3	10	4	2	70	14	1	27	0	55	22	1	13	2	6	6	680	1	0	55	0	7	54	0	22	60	9	4	3	1	16	9	2	32	0	6	1	0	19	2	51	0	0	1	9	0	33	0
S_NS6_Bu_034_updated_parsed_report.tsv	767	767	535	767	0	1	0	3	5	3	45	8	0	1	3	8	2	2	100	9	0	7	0	87	20	1	8	0	6	2	767	0	0	106	1	4	56	0	20	64	15	10	3	1	16	2	3	33	0	6	1	0	30	2	47	3	0	3	8	0	50	0
S_S5_Ef_104_updated_parsed_report.tsv	1003	1003	745	1003	0	1	1	4	10	6	56	7	0	4	3	15	5	2	116	27	1	31	0	85	38	1	19	10	6	11	1003	0	0	97	0	7	56	0	28	88	11	14	3	2	18	11	5	38	1	7	2	0	39	3	60	6	0	4	15	2	59	0
S_S2_Ef_078_v1v9_updated_parsed_report.tsv	1002	1002	748	1002	0	1	1	4	10	6	59	7	0	4	3	15	5	2	117	28	1	22	0	85	38	1	19	10	6	11	1002	0	0	98	0	7	56	0	28	90	11	14	3	2	18	12	5	38	0	7	2	0	39	3	60	6	0	4	15	2	59	0
S_S2_Cc_070_updated_parsed_report.tsv	693	693	479	693	0	1	1	2	5	4	34	6	0	2	3	7	5	2	74	17	0	18	0	20	25	1	14	2	6	3	693	0	0	54	0	8	54	0	23	72	14	5	3	1	14	3	2	33	0	6	1	0	22	1	47	2	0	1	8	0	37	0
S_NS1_Ba_008_v1v9_updated_parsed_report.tsv	593	593	345	593	0	1	1	2	4	6	28	6	0	1	2	3	3	2	69	9	0	4	0	53	10	1	9	1	5	1	593	0	0	78	1	4	50	0	14	42	9	10	3	0	15	3	2	30	1	6	0	0	19	0	45	2	0	2	6	0	32	0
S_S2_Bv_065_v1v9_updated_parsed_report.tsv	771	771	543	771	0	1	1	3	5	3	47	6	0	3	3	9	5	2	103	9	0	7	0	70	22	1	10	0	6	9	771	0	0	82	0	6	56	0	20	65	13	11	3	1	16	2	4	35	0	6	1	0	30	2	50	3	0	3	9	0	46	0
S_NS6_Pm_056_updated_parsed_report.tsv	751	751	528	751	0	1	1	3	5	4	45	7	0	2	3	9	2	2	102	8	0	11	0	51	21	1	12	0	6	6	751	0	0	62	0	5	58	0	20	67	12	10	3	1	17	3	4	32	0	6	1	0	31	2	51	3	0	3	10	0	50	0
S_NS1_Ss_026_updated_parsed_report.tsv	603	603	367	603	0	1	1	2	7	4	50	8	0	1	3	4	4	3	45	6	0	17	0	58	13	1	9	2	5	7	603	0	0	71	0	2	50	0	21	40	5	12	3	1	13	1	5	35	0	7	1	0	14	1	45	0	0	1	9	0	31	0
S_S5_Hf_107_v1v9_updated_parsed_report.tsv	345	345	199	345	0	0	0	2	3	5	14	4	0	1	2	2	1	0	34	9	0	1	0	17	11	1	8	1	5	0	345	0	0	20	0	2	16	0	13	42	5	2	3	0	13	0	4	30	0	6	0	0	8	0	18	0	0	2	0	0	12	0
S_NS6_Cp_043_v1v9_updated_parsed_report.tsv	673	673	430	673	0	0	1	3	6	5	40	7	0	1	3	13	5	5	76	10	0	6	0	64	16	1	11	1	6	8	673	0	0	66	0	2	46	0	18	59	10	10	3	1	15	6	3	37	1	6	1	0	21	3	51	0	0	1	7	0	37	0
S_NS6_El_045_v1v9_updated_parsed_report.tsv	614	614	374	614	0	0	0	3	5	4	34	5	0	3	2	6	2	3	75	10	0	9	0	61	9	1	10	0	5	2	614	0	0	80	0	3	49	0	13	33	4	9	3	2	15	5	4	31	0	6	1	0	26	1	40	3	0	2	8	0	39	0
S_NS6_Ef_051_v1v9_updated_parsed_report.tsv	1009	1009	755	1009	0	1	1	4	9	6	57	7	0	4	3	14	5	2	116	29	1	44	0	82	38	1	18	12	6	11	1009	0	0	97	0	9	54	0	23	86	11	14	3	2	18	12	5	38	0	7	2	0	40	2	60	6	0	4	15	2	57	0
S_S5_Bg_092_updated_parsed_report.tsv	787	787	542	787	0	1	1	2	10	5	45	7	0	1	3	11	4	5	110	19	1	29	0	53	19	1	10	1	7	10	787	0	0	59	0	7	56	0	21	48	9	8	5	2	19	8	4	35	0	7	1	0	39	1	61	0	0	1	12	0	32	0
