Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
82	PWY-6973	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	Streptomyces argillaceus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
83	PWY-6907	Yes	Yes	3	2	Cofactor-Biosynthesis	thiamine diphosphate biosynthesis III (Staphylococcus) // vitamin B<sub>1</sub> biosynthesis III // thiamin diphosphate biosynthesis III (Staphylococcus)	Anaerotruncus colihominis,Dorea longicatena,Syntrophomonas wolfei,Staphylococcus aureus	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
84	PWY-1361	Yes	Yes	7	1	AROMATIC-COMPOUNDS-DEGRADATION	benzoyl-CoA degradation I (aerobic)	Aromatoleum evansii,Geobacillus stearothermophilus,Paraburkholderia xenovorans	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
85	PWY-7218	Yes	Yes	4	3	Super-Pathways // Storage-Compounds-Biosynthesis	photosynthetic 3-hydroxybutanoate biosynthesis (engineered) // photosynthetic 3-hydroxybutyrate biosynthesis (engineered)	Clostridium acetobutylicum,Cupriavidus necator,Escherichia coli,Synechocystis sp. PCC 6803	Bacteria	Biosynthesis	Superpathways			Storage compound biosynthesis			
86	PWY-5523	Yes	No	3	1	Cofactor-Biosynthesis	5,6-dimethylbenzimidazole biosynthesis I (aerobic) // DMB biosynthesis I	Bacillus subtilis,Prauserella rugosa,Priestia megaterium,Propionibacterium freudenreichii,Rhodobacter capsulatus,Sinorhizobium meliloti,Pseudomonas putida	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
87	PWY-7184	Yes	No	9	4	Metabolic-Clusters // Nucleotide-Biosynthesis	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	Chlamydia trachomatis,Escherichia coli,Homo sapiens,Pisum sativum,Saccharomyces cerevisiae,Thermotoga maritima,Arabidopsis thaliana	Bacteria	Biosynthesis	Metabolic clusters			Nucleoside and nucleotide biosynthesis			
88	PWY-5154	Yes	Yes	9	7	Amino-Acid-Biosynthesis	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	Steroidobacter denitrificans,Bacteroides thetaiotaomicron,Cytophaga hutchinsonii,Tannerella forsythia,Xanthomonas axonopodis,Xanthomonas campestris,Xylanibacter ruminicola,Xylella fastidiosa	Bacteria	Biosynthesis				Amino acid biosynthesis			
89	TCA	Yes	No	10	1	Energy-Metabolism	TCA cycle I (prokaryotic) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle	Pseudomonas putida,Azotobacter vinelandii,Bacillus subtilis,Escherichia coli	Bacteria	Generation of precursor metabolites and energy							
90	PWY-8561	Yes	Yes	3	2	Cofactor-Biosynthesis	nickel pincer cofactor biosynthesis II // pyridinium-3-thioamide-5-thiocarboxylate mononucleotide Ni pincer complex biosynthesis II // lactate racemase nickel cofactor biosynthesis II	Thermotoga maritima	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
91	THIOREDOX-PWY	Yes	Yes	2	1	Other-biosynthesis	thioredoxin pathway (NADPH)	Mycoplasmoides pneumoniae,Escherichia coli	Bacteria	Biosynthesis				Other biosynthesis			
92	PWY-8535	Yes	No	8	3	Cofactor-Biosynthesis	ubiquinol biosynthesis (early decarboxylation, generic) // ubiquinone biosynthesis (early decarboxylation, generic)		Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
93	UDPNAGSYN-PWY	Yes	Yes	5	5	Carbohydrates-Biosynthesis	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	Mycobacterium tuberculosis,Sulfurisphaera tokodaii,Escherichia coli	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
94	PWY-7222	Yes	Yes	3	2	Nucleotide-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
95	PWY-6605	Yes	Yes	2	1	Nucleotide-Biosynthesis	adenine and adenosine salvage II // adenosine nucleosides salvage II	Hordeum vulgare,Escherichia coli,Lupinus luteus,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
96	PWY4FS-7	Yes	Yes	2	1	Super-Pathways // Lipid-Biosynthesis	phosphatidylglycerol biosynthesis I (acyl-[acp] donor)	Glycine max,Limnanthes douglasii,Pisum sativum,Ricinus communis,Triticum aestivum,Vigna radiata,Arabidopsis thaliana	Bacteria	Biosynthesis	Superpathways			Fatty acid and lipid biosynthesis			
97	PWY-6559	Yes	Yes	4	2	Polyamine-Biosynthesis	spermidine biosynthesis II	Campylobacter jejuni,Vibrio alginolyticus,Vibrio cholerae,Vibrio parahaemolyticus,Vibrio vulnificus	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
98	PWY-6502	Yes	Yes	1	1	8-Oxo-GTP-Detoxification // Metabolic-Clusters	8-oxo-(d)GTP detoxification I // oxidized GTP and dGTP detoxification I // oxidized guanosine triphosphate and deoxyguanosine triphosphate detoxification I // 8-oxo-7,8-dihydro-guanosine-triphosphate and 8-oxo-7,8-dihydro-deoxyguanosine-triphosphate I	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Detoxification				8-oxo-GTP-detoxification			
99	PWY-8231	Yes	No	8	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:127 <i>O</i> antigen biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
100	PWY-8171	Yes	Yes	3	1	Cofactor-Biosynthesis	molybdenum cofactor biosynthesis // moco biosynthesis // molybdopterin biosynthesis	Homo sapiens,Escherichia coli,Staphylococcus aureus,Thermus thermophilus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
101	PWY-8271	Yes	Yes	4	1	Energy-Metabolism	NADPH to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	Parasynechococcus marenigrum,Synechocystis sp. PCC 6803	Bacteria	Generation of precursor metabolites and energy							
102	PWY-6986	Yes	No	7	1	Polymer-Degradation // Carbohydrates-Degradation	alginate degradation	Halomonas sp. Victoria JH,Sphingomonas sp. A1	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Polymeric compound degradation	Carbohydrate degradation		
103	PWY-6891	Yes	No	4	1	Cofactor-Biosynthesis	thiazole component of thiamine diphosphate biosynthesis II // 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis	Bacillus subtilis	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
104	PWY-7977	Yes	Yes	4	2	Amino-Acid-Biosynthesis	L-methionine biosynthesis IV	Nitratidesulfovibrio vulgaris,Methanocaldococcus jannaschii,Methanococcus maripaludis,Methanosarcina acetivorans,Methanothermobacter thermautotrophicus	Bacteria	Biosynthesis				Amino acid biosynthesis			
105	PWY0-1586	Yes	Yes	4	1	Cell-Structure-Biosynthesis	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	Escherichia coli	Bacteria	Biosynthesis				Cell structure biosynthesis			
106	PWY-5989	Yes	No	6	1	Lipid-Biosynthesis	stearate biosynthesis II (bacteria and plants) // stearic acid biosynthesis	Brassica napus,Spinacia oleracea,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
107	PWY-8534	Yes	No	8	1	Cofactor-Biosynthesis	ubiquinol biosynthesis (late decarboxylation, generic)		Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
108	PWY-8217	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:55/<i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis // <i>Salmonella enterica</i> group Z O antigen biosynthesis // <i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
109	PWY-8175	Yes	No	11	2	Lipid-Biosynthesis	even <i>iso</i>-branched-chain fatty acid biosynthesis	Bacillus subtilis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
110	PWY-6696	Yes	Yes	5	1	CARBOXYLATES-DEG	oxalate degradation III	Cupriavidus oxalaticus,Methylorubrum extorquens,Serratia plymuthica	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
111	PWY-7274	Yes	No	6	1	SECONDARY-METABOLITE-BIOSYNTHESIS	D-cycloserine biosynthesis	Streptomyces garyphalus,Streptomyces lavendulae	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
112	PWY-5481	Yes	Yes	1	1	Energy-Metabolism	pyruvate fermentation to (<i>S</i>)-lactate // pyruvic acid fermentation to L-lactic acid	Bifidobacterium longum,Lacticaseibacillus casei,Mycoplasmoides pneumoniae,Rattus norvegicus,Solanum tuberosum,Thermotoga maritima	Bacteria	Generation of precursor metabolites and energy							
113	PWY-7176	Yes	Yes	3	2	Nucleotide-Biosynthesis	UTP and CTP <i>de novo</i> biosynthesis	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
114	SUCSYN-PWY	Yes	Yes	7	5	Super-Pathways // Carbohydrates-Biosynthesis	sucrose biosynthesis I (from photosynthesis) // sucrose biosynthesis I (from Calvin cycle intermediates) // sucrose biosynthesis I	Glycine max,Malus domestica,Nicotiana tabacum,Oryza sativa,Solanum lycopersicum,Spinacia oleracea,Arabidopsis thaliana	Bacteria	Biosynthesis	Superpathways			Carbohydrate biosynthesis			
115	PWY-6974	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-&beta;-L-olivose biosynthesis	Streptomyces antibioticus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
116	PWY-7587	Yes	Yes	3	2	Lipid-Biosynthesis	oleate biosynthesis III (cyanobacteria)	Trichormus variabilis,Nostoc sp. 36,Synechocystis sp. PCC 6803	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
117	PWY-8106	Yes	Yes	5	3	Nucleic-Acid-Processing	queuosine biosynthesis III (queuosine salvage)	Clostridioides difficile,Clostridium perfringens,Lachnospiraceae bacterium,Mediterraneibacter gnavus	Bacteria	Macromolecule modification				Nucleic acid processing			
118	P163-PWY	Yes	No	10	2	Amino-Acid-Degradation // Energy-Metabolism	L-lysine fermentation to acetate and butanoate // 3-keto-5-aminohexanoate pathway // L-lysine fermentation to acetate and butyrate // L-lysine fermentation to acetic acid and butanoic acid	Acetoanaerobium sticklandii,Clostridium peptidivorans,Clostridium subterminale,Fusobacterium nucleatum,Porphyromonas gingivalis,Clostridium SB4	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
119	PWY-5162	Yes	No	3	1	CARBOXYLATES-DEG	2-hydroxypenta-2,4-dienoate degradation // 2-oxopent-4-enoate degradation // 2-ketopentenoate degradation // 2-oxopentenoate degradation // (2Z)-2-hydroxypenta-2,4-dienoate degradation	Acidovorax sp. JS42,Bordetella sp. 10d,Burkholderia cepacia,Comamonas sp. JS765,Escherichia coli,Pseudomonas putida,Pseudomonas sp. CF600,Ralstonia pickettii	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
120	PWY-6754	Yes	Yes	2	1	NUCLEO-DEG	<i>S</i>-methyl-5'-thioadenosine degradation I	Bacillus subtilis,Klebsiella pneumoniae,Klebsiella oxytoca,Oryza sativa,Lupinus luteus,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
121	PWY-6562	Yes	No	6	2	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
122	PWY-8488	Yes	Yes	3	1	Protein-Modification	lipoprotein posttranslational modification (Gram-positive bacteria) // lipoprotein lipoylation	Bacillus subtilis	Bacteria	Macromolecule modification				Protein modification			
123	P105-PWY	Yes	No	9	1	Energy-Metabolism	TCA cycle IV (2-oxoglutarate decarboxylase) // citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle	Euglena gracilis,Picosynechococcus sp. PCC 7002	Bacteria	Generation of precursor metabolites and energy							
124	PWY-6282	Yes	No	6	1	Lipid-Biosynthesis	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate) // palmitoleic acid biosynthesis I // palmitoleate biosynthesis (anaerobic)	Helicobacter pylori,Escherichia coli	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
125	PWY-8244	Yes	No	4	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:177 O antigen biosynthesis	Escherichia coli O177	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
126	VALSYN-PWY	Yes	No	4	1	Amino-Acid-Biosynthesis	L-valine biosynthesis	Cupriavidus necator,Escherichia coli,Methanococci,Methanococcus,Methanococcus aeolicus,Methanococcus maripaludis,Methanococcus voltae	Bacteria	Biosynthesis				Amino acid biosynthesis			
127	PWY-6886	Yes	Yes	5	4	Super-Pathways // Energy-Metabolism	1-butanol autotrophic biosynthesis (engineered)	Clostridium acetobutylicum,Euglena gracilis,Synechococcus elongatus	Bacteria	Generation of precursor metabolites and energy	Superpathways						
128	TRNA-CHARGING-PWY	Yes	Yes	21	19	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	tRNA charging	Deinococcus radiodurans,Escherichia coli	Bacteria	Macromolecule modification	Metabolic clusters			Aminoacyl-tRNAs-charging			
129	PWY-8427	Yes	Yes	2	1	Energy-Metabolism	2-allylmalonyl-CoA biosynthesis // 2-carboxypent-4-enoyl-CoA biosynthesis	Streptomyces kanamyceticus,Streptomyces sp. KCTC 11604BP,Streptomyces sp. MA6548,Streptomyces tacrolimicus,Streptomyces tsukubensis	Bacteria	Generation of precursor metabolites and energy							
130	GALACTUROCAT-PWY	Yes	No	5	1	CARBOXYLATES-DEG // Carbohydrates-Degradation	D-galacturonate degradation I // D-galacturonate catabolism // D-galacturonate degradation	Dickeya chrysanthemi,Escherichia coli,Pectobacterium carotovorum	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Carboxylic acid degradation	Carbohydrate degradation		
131	GALACTITOLCAT-PWY	Yes	Yes	4	3	Alcohol-Degradation // Carbohydrates-Degradation	galactitol degradation // galactitol catabolism	Salmonella enterica,Escherichia coli	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
132	PWY-5857	Yes	No	8	3	Cofactor-Biosynthesis	ubiquinol-10 biosynthesis (early decarboxylation) // Q10 biosynthesis // ubiquinone-10 biosynthesis (prokaryotic) // ubiquinol-10 biosynthesis (prokaryotic)	Agrobacterium tumefaciens,Bradyrhizobium japonicum,Brucella abortus,Brucella melitensis,Cereibacter sphaeroides,Gluconobacter albidus,Gluconobacter cerinus,Komagataeibacter xylinus,Paracoccus denitrificans,Rhizobium rhizogenes,Rhodomicrobium vannielii,Rhodopseudomonas palustris,Rhodospirillum rubrum,Serratia plymuthica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
133	PWY-7431	Yes	No	7	1	AMINE-DEG	aromatic biogenic amine degradation (bacteria)	Pseudomonas aeruginosa,Arthrobacter synephrinum,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
134	PWY-6771	Yes	Yes	3	1	Polymer-Degradation // Carbohydrates-Degradation	rhamnogalacturonan type I degradation II (bacteria)	Bacillus subtilis	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Polymeric compound degradation	Carbohydrate degradation		
135	PWY-7344	Yes	Yes	1	1	Carbohydrates-Biosynthesis	UDP-&alpha;-D-galactose biosynthesis // UDP-D-galactose biosynthesis	Bacillus subtilis,Escherichia coli,Homo sapiens,Mycobacterium tuberculosis,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
136	PWY-8581	Yes	No	4	1	Energy-Metabolism	isobutylmalonyl-CoA biosynthesis // ibMCoA biosynthesis	Streptomyces sp. HKI0576	Bacteria	Generation of precursor metabolites and energy							
137	PWY-8136	Yes	Yes	2	2	Energy-Metabolism	NADPH repair (prokaryotes)	Escherichia coli	Bacteria	Generation of precursor metabolites and energy							
138	PWY-7183	Yes	Yes	1	1	Nucleotide-Biosynthesis	pyrimidine nucleobases salvage I // uracil salvage	Escherichia coli,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
139	IDNCAT-PWY	Yes	Yes	3	1	CARBOXYLATES-DEG	L-idonate degradation // L-idonic acid catabolism // L-idonate catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
140	PWY-7237	Yes	Yes	4	2	CYCLITOLS-DEG // Super-Pathways	<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation	Bacillus subtilis	Bacteria	Degradation/utilization/assimilation				Cyclitol degradation			
141	PWYG-321	Yes	No	24	1	Lipid-Biosynthesis	mycolate biosynthesis	Mycobacterium tuberculosis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
142	PWY-8164	Yes	Yes	2	1	Cofactor-Biosynthesis	<i>bis</i>(guanylyl molybdopterin) cofactor sulfurylation // sulfo-<i>bis</i>(guanylyl molybdopterin) cofactor biosynthesis // bis-MGD sulfulylation	Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
143	PWY-7509	Yes	Yes	1	1	Super-Pathways // Lipid-Biosynthesis	cardiolipin and phosphatidylethanolamine biosynthesis (<i>Xanthomonas</i>)	Xanthomonas campestris	Bacteria	Biosynthesis	Superpathways			Fatty acid and lipid biosynthesis			
144	PWY-8230	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Salmonella enterica</i> serotype O:13 O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
145	PWY-2722	Yes	No	3	1	Carbohydrates-Degradation	trehalose degradation IV	Asanoa ferruginea,Bradyrhizobium japonicum,Euglena gracilis,Flammulina velutipes,Geobacillus stearothermophilus,Kocuria varians,Scytonema sp.,Thermoanaerobacter brockii,Plesiomonas sp. Yoshida 95	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
146	PWY-8010	Yes	Yes	3	2	Amino-Acid-Biosynthesis	L-cysteine biosynthesis IX (Trichomonas vaginalis)	Thermococcus kodakarensis,Aeropyrum pernix,Trichomonas vaginalis	Bacteria	Biosynthesis				Amino acid biosynthesis			
147	PWY-7303	Yes	Yes	4	1	AROMATIC-COMPOUNDS-BIOSYN	4-hydroxy-3-prenylbenzoate biosynthesis // 3-dimethylallyl-4-hydroxybenzoate biosynthesis	Actinoalloteichus caeruleus,Streptomyces roseochromogenus	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
148	PWY-8226	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:152 O antigen biosynthesis // <i>Shigella flexneri</i> serotype D12 O antigen biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
149	PWY-7569	Yes	Yes	7	1	SECONDARY-METABOLITE-BIOSYNTHESIS	arginomycin biosynthesis	Streptomyces arginensis	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
150	TEICHOICACID-PWY	Yes	No	11	1	Cell-Structure-Biosynthesis	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Bacillus subtilis,Lactiplantibacillus plantarum	Bacteria	Biosynthesis				Cell structure biosynthesis			
151	PWY-7622	Yes	Yes	1	1	Super-Pathways // Carbohydrates-Biosynthesis	UDP-&alpha;-D-galactofuranose biosynthesis // UDP-galactofuranose biosynthesis	Aspergillus fumigatus,Aspergillus nidulans	Bacteria	Biosynthesis	Superpathways			Carbohydrate biosynthesis			
152	PWY-6608	Yes	Yes	4	2	NUCLEO-DEG	guanosine nucleotides degradation III	Drosophila melanogaster,Escherichia coli,Homo sapiens,Mus musculus	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
153	PWY-8135	Yes	Yes	2	1	Fatty-Acid-and-Lipid-Degradation	bile acids deconjugation // bile acids C24 amide hydrolysis	Clostridium perfringens,Clostridium sp. TO-931,Eggerthella lenta,Methanobrevibacter smithii,Methanosphaera stadtmanae,Phocaeicola vulgatus,[Clostridium] hylemonae,[Clostridium] scindens,Mediterraneibacter gnavus,Bifidobacterium longum	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
154	PWY0-1479	Yes	Yes	5	3	Nucleic-Acid-Processing	tRNA processing	Escherichia coli	Bacteria	Macromolecule modification				Nucleic acid processing			
155	PWY-5695	Yes	Yes	4	3	NUCLEO-DEG	inosine 5'-phosphate degradation // IMP degradation // urate biosynthesis	Escherichia coli,Glycine max,Homo sapiens,Mus musculus	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
156	PWY-7301	Yes	Yes	5	3	Carbohydrates-Biosynthesis	dTDP-4-<i>O</i>-demethyl-&beta;-L-noviose biosynthesis	Actinoalloteichus caeruleus,Streptomyces rishiriensis,Streptomyces roseochromogenus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
157	PWY-5097	Yes	Yes	7	6	Amino-Acid-Biosynthesis	L-lysine biosynthesis VI	Chlamydia trachomatis,Glycine max,Methanocaldococcus jannaschii,Methanothermobacter thermautotrophicus,Nicotiana tabacum,Synechocystis,Zea mays,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
158	PWY-6386	Yes	Yes	8	7	Cell-Structure-Biosynthesis	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	Aerococcus viridans,Arthrobacter citreus,Arthrobacter crystallopoietes,Enterococcus faecalis,Kocuria rosea,Lactococcus lactis,Leuconostoc mesenteroides,Ligilactobacillus salivarius,Micrococcus luteus,Pseudarthrobacter polychromogenes,Sporosarcina pasteurii,Sporosarcina ureae,Staphylococcus aureus,Staphylococcus epidermidis,Staphylococcus haemolyticus,Streptococcus equinus,Streptococcus pasteurianus,Streptococcus thermophilus,Weissella viridescens,Arthrobacter aurescens	Bacteria	Biosynthesis				Cell structure biosynthesis			
159	PWY-7769	Yes	No	21	1	SECONDARY-METABOLITE-BIOSYNTHESIS	phosalacine biosynthesis	Kitasatospora phosalacinea	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
160	PWY-8203	Yes	No	4	1	Other-biosynthesis	8-amino-7-oxononanoate biosynthesis IV // 7-keto-8-aminopelargonate biosynthesis IV	Agrobacterium fabrum,Agrobacterium tumefaciens	Bacteria	Biosynthesis				Other biosynthesis			
161	PYRIDOXSYN-PWY	Yes	No	7	2	Cofactor-Biosynthesis	pyridoxal 5'-phosphate biosynthesis I // vitamin B<sub>6</sub> biosynthesis // deoxyxylulose-dependent pyridoxal 5'-phosphate biosynthesis	Salmonella enterica,Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
162	PWY-7199	Yes	No	5	1	Nucleotide-Biosynthesis	pyrimidine deoxyribonucleosides salvage	Bacillus anthracis,Bacillus subtilis,Glycine max,Homo sapiens,Mycobacterium tuberculosis,Pisum sativum,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
163	PWY-7387	Yes	No	3	1	Noncarbon-Nutrients	hypotaurine degradation	Paracoccus denitrificans	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
164	PWY-8452	Yes	Yes	1	1	Amino-Acid-Degradation	L-cysteine degradation IV	Bacillus subtilis,Escherichia coli,Homo sapiens	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
165	PWY-7892	Yes	Yes	4	2	Nucleic-Acid-Processing	tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	Escherichia coli	Bacteria	Macromolecule modification				Nucleic acid processing			
166	PWY-8319	Yes	Yes	3	1	Cofactor-Biosynthesis	NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis // [NiFe]-hydrogenase cofactor biosynthesis	Escherichia coli,Helicobacter pylori	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
167	PANTO-PWY	Yes	Yes	4	2	Cofactor-Biosynthesis	phosphopantothenate biosynthesis I // vitamin B<sub>5</sub> biosynthesis	Datura inoxia,Escherichia coli,Francisella tularensis,Hordeum vulgare,Lotus japonicus,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
168	PWY-7589	Yes	Yes	2	1	Lipid-Biosynthesis	palmitoleate biosynthesis III (cyanobacteria) // palmitoleic acid biosynthesis III (cyanobacteria)	Nostoc punctiforme,Nostoc sp. 36,Nostoc sp. PCC 7120 = FACHB-418,Thermosynechococcus vestitus,Trichormus variabilis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
169	PWY-7560	Yes	Yes	8	8	SECONDARY-METABOLITE-BIOSYNTHESIS	methylerythritol phosphate pathway II // nonmevalonate isopentenyl diphosphate biosynthesis // methylerythritol phosphate degradation // MEP degradation // deoxyxylulose phosphate pathway // DOXP pathway // Rohmer pathway // isopentenyl diphosphate biosynthesis -- mevalonate-independent // nonmevalonate isoprenoid pathway // MEP pathway	Botryococcus braunii,Croton stellatopilosus,Plasmodium falciparum,Plasmodium falciparum HB3,Solanum lycopersicum,Thermosynechococcus vestitus,Arabidopsis thaliana	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
170	PWY2DNV-5	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>H. pylori</i> 26695 O-antigen biosynthesis	Helicobacter pylori	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
171	PWY-7688	Yes	No	6	2	Carbohydrates-Biosynthesis	dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	Streptomyces ravidus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
172	PWY-8296	Yes	No	7	2	SECONDARY-METABOLITE-BIOSYNTHESIS	cremeomycin biosynthesis	Streptomyces cremeus	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
173	PWY-6620	Yes	Yes	2	1	Nucleotide-Biosynthesis	guanine and guanosine salvage I	Escherichia coli,Homo sapiens,Mycoplasmoides pneumoniae	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
