	Naive	MinPath	Total families	Families found
PWY-7395	Yes	No	4	1
PWY-2201	Yes	Yes	13	7
PWY-5668	Yes	Yes	3	2
PWY-7374	Yes	Yes	6	1
PWY-6277	Yes	Yes	5	4
OXIDATIVEPENT-PWY	Yes	Yes	3	3
PWY-7684	Yes	Yes	2	1
PWY0-41	Yes	Yes	3	1
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	3
PWY-8551	Yes	Yes	1	1
PWY-8509	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	3
PWY-5941	Yes	Yes	6	3
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	7
PWY-8508	Yes	Yes	2	1
PWY66-21	Yes	No	3	1
PWY-8582	Yes	Yes	2	1
PWY-8346	Yes	No	3	1
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
PWY-8401	Yes	Yes	1	1
PWY2O6K-7	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	Yes	5	3
PWY-6753	Yes	Yes	2	1
PWY-6873	Yes	No	4	1
PWY2DDB-9	Yes	Yes	2	1
PWY-5428	Yes	No	3	1
PWY-5482	Yes	Yes	3	2
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY-5509	Yes	Yes	3	3
PWY2O6K-6	Yes	Yes	2	1
PWY-8489	Yes	No	6	1
PWY-8192	Yes	No	6	1
PWY0-1314	Yes	Yes	1	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-7971	Yes	Yes	2	2
PWY-6978	Yes	No	5	1
PWY-8173	Yes	No	11	5
PWY0-1584	Yes	No	3	1
PWY-8193	Yes	No	8	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	Yes	6	3
PPGPPMET-PWY	Yes	Yes	4	3
PWY-4984	Yes	Yes	5	3
PWY-6749	Yes	No	9	2
GLUTAMATE-SYN2-PWY	Yes	Yes	1	1
