	Naive	MinPath	Total families	Families found
PWY-6896	Yes	Yes	2	1
PWY-8207	Yes	No	4	1
PWY-5669	Yes	Yes	2	2
PWY-7675	Yes	Yes	2	1
PWY-7356	Yes	Yes	7	5
PWY0-1466	Yes	Yes	2	1
PWY-7210	Yes	Yes	8	3
GLUTORN-PWY	Yes	Yes	5	4
PHOSPHONOTASE-PWY	Yes	Yes	3	2
GLUTSYN-PWY	Yes	Yes	2	1
PWY-8416	Yes	Yes	2	2
PWY-7698	Yes	Yes	7	1
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
PWY-8285	Yes	Yes	2	1
MANNCAT-PWY	Yes	Yes	2	1
PWY-6385	Yes	Yes	4	2
PWY-2201	Yes	Yes	13	8
PWY-5668	Yes	Yes	3	2
PWY-6277	Yes	Yes	5	4
ECASYN-PWY	Yes	No	5	1
OXIDATIVEPENT-PWY	Yes	Yes	3	3
PWY-8283	Yes	Yes	6	6
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	3
PWY-8551	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	3
PWY-5941	Yes	Yes	6	4
AMMASSIM-PWY	Yes	Yes	3	2
PWY-6901	Yes	Yes	8	7
PWY66-21	Yes	No	3	1
PWY-8582	Yes	Yes	2	1
PWY-8346	Yes	Yes	3	2
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
PWY2O6K-7	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	Yes	5	3
PWY-5491	Yes	Yes	2	1
PWY-6873	Yes	No	4	1
PWY-5482	Yes	Yes	3	2
PWY-5747	Yes	No	5	1
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	1
PWY-5509	Yes	Yes	3	3
PWY-5849	Yes	Yes	1	1
PWY-8489	Yes	No	6	1
PWY-8192	Yes	No	6	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-7971	Yes	Yes	2	2
PWY-8173	Yes	Yes	11	6
PWY-8193	Yes	No	8	1
PWY-6700	Yes	Yes	4	4
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	Yes	6	3
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	No	5	2
PWY-6749	Yes	No	9	1
PWY-8378	Yes	Yes	2	1
