pathway	048R_S2_R_Female_week5	048R_S2_R_Female_week9	073R_0_M_S2_week5	073R_0_M_S2_week6	073R_0_M_S2_week7	073R_0_M_S2_week9	073R_R_M_S2_Pellet_week9	073R_R_M_S2_diabetes	073R_R_M_S2_week5	073R_S2_week21	1050R_S2_L_Male_week5	1050R_S2_L_Male_week9	1050R_S2_RR_Male_week5	1050R_S2_RR_Male_week9	1050R_S2_R_Male_week5	1050R_S2_R_Male_week9	1067R_0_M_S2_week5	1067R_0_M_S2_week9	1067R_L_M_S2_week5	1067R_L_M_S2_week9	1067R_R_M_S2_diabetes	1067R_R_M_S2_week5	1067R_R_M_S2_week6	1067R_R_M_S2_week7	1067R_R_M_S2_week9	1067R_S2_week27	1127R_S2_0_Female_week5	1127R_S2_0_Female_week9	1127R_S2_R_Female_week5	1127R_S2_R_Female_week9	1152R_0_M_S2_week5	1152R_0_M_S2_week9	1152R_L_M_S2_diabetes	1152R_L_M_S2_week5	1152R_L_M_S2_week9	1152R_R_M_S2_week5	1152R_R_M_S2_week9	1152R_S2_week28	1174R_0_M_S2_diabetes	1174R_0_M_S2_week5	1174R_0_M_S2_week9	1174R_S2_week14	160R_0_F_S2_week10	160R_L_F_S2_week10	2404R_0_F_S2_week5	2404R_0_F_S2_week9	2404R_L_F_S2_diabetes	2404R_L_F_S2_week5	2404R_L_F_S2_week9	2404R_R_F_S2_week5	2404R_R_F_S2_week6	2404R_R_F_S2_week7	2404R_R_F_S2_week9	2404R_S2_week14	2446R_0_F_S2_week5	2446R_0_F_S2_week9	2446R_L_F_S2_diabetes	2446R_L_F_S2_week5	2446R_L_F_S2_week6	2446R_L_F_S2_week7	2446R_L_F_S2_week9	2446R_RL_F_S2_Pellet_week9	2446R_RL_F_S2_week5	2446R_R_F_S2_Pellet_week9	2446R_R_F_S2_week5	2446R_S2_week15	2453R_0_F_S2_Pellet_week9	2453R_0_F_S2_week5	2453R_L_F_S2_Pellet_week9	2453R_L_F_S2_diabetes	2453R_L_F_S2_week5	2453R_R_F_S2_Pellet_week9	2453R_R_F_S2_diabetes	2453R_R_F_S2_week5	2453R_S2_week21	2514R_S2_L_Male_week5	2514R_S2_L_Male_week9	2514R_S2_R_Male_week5	2514R_S2_R_Male_week9	3795R_0_F_S2_week5	3795R_0_F_S2_week6	3795R_0_F_S2_week7	3795R_0_F_S2_week9	3795R_L_F_S2_week5	3795R_L_F_S2_week9	3795R_R_F_S2_week10	3880R_0_F_S2_week5	3880R_0_F_S2_week9	3880R_L_F_S2_week5	3880R_L_F_S2_week9	3880R_R_F_S2_week5	3880R_R_F_S2_week9	3880R_S2_week15	3896R_0_M_S2_week10	3896R_L_M_S2_week10	3909R_0_M_S2_diabetes	3909R_0_M_S2_week5	3909R_0_M_S2_week6	3909R_0_M_S2_week7	3909R_0_M_S2_week9	3909R_L_M_S2_diabetes	3909R_L_M_S2_week5	3909R_L_M_S2_week9	3909R_R_M_S2_week10	3909R_S2_week21	3918R_0_M_S2_diabetes	3918R_0_M_S2_week5	3918R_0_M_S2_week9	3918R_L_M_S2_week5	3918R_L_M_S2_week9	3918R_RL_M_S2_week5	3918R_RL_M_S2_week9	3918R_RR_M_S2_week5	3918R_RR_M_S2_week9	3918R_R_M_S2_week5	3918R_R_M_S2_week6	3918R_R_M_S2_week7	3918R_R_M_S2_week9	3918R_S2_week29	3969R_0_F_S2_week5	3969R_0_F_S2_week6	3969R_0_F_S2_week7	3969R_0_F_S2_week9	3969R_R_F_S2_Pellet_week9	3969R_R_F_S2_diabetes	3969R_R_F_S2_week5	3969R_S2_week18	3980R_0_F_S2_diabetes	3980R_0_F_S2_week5	3980R_0_F_S2_week9	3980R_L_F_S2_Pellet_week9	3980R_L_F_S2_week5	3980R_R_F_S2_Pellet_week9	3980R_R_F_S2_diabetes	3980R_R_F_S2_week5	3980R_S2_week14	3995R_S2_0_Female_week5	3995R_S2_0_Female_week9	3995R_S2_L_Female_week5	3995R_S2_L_Female_week9	3995R_S2_RR_Female_week5	3995R_S2_RR_Female_week9	3995R_S2_R_Female_week5	3995R_S2_R_Female_week9	3997R_S2_L_Male_week5	3997R_S2_L_Male_week9	3997R_S2_R_Male_week5	3997R_S2_R_Male_week9	S2_defined_inocula	S2_inocula	S2_mouse_inoculum
PWY-5850	357.1554285714286	173.72828571428573	235.54200000000003	285.6	218.91514285714288	183.91228571428576	200.87285714285719	128.48485714285715	275.9997142857143	162.68485714285714	433.0011428571429	288.01457142857146	406.3425714285715	426.48885714285717	324.57342857142856	272.58628571428574	806.843142857143	262.58828571428575	805.0720000000001	260.3714285714286	138.98828571428572	575.987142857143	276.73114285714286	297.32828571428576	200.544	164.142	501.8454285714286	313.24228571428574	423.54485714285715	157.42771428571427	702.3428571428573	233.43057142857145	212.2317142857143	495.28257142857154	144.4717142857143	432.38542857142863	133.50257142857146	240.25628571428575	725.8422857142857	468.0848571428572	170.02542857142856	153.28657142857145	217.09857142857146	341.75857142857143	473.3980000000001	238.80114285714288	1287.73	555.3711428571429	324.45628571428574	338.78600000000006	309.09942857142863	136.17457142857143	140.22657142857145	226.54200000000003	279.37057142857145	181.00085714285717	1761.7554285714286	141.94171428571428	254.144	202.06885714285715	212.97228571428576	302.41285714285715	277.8031428571429	226.57257142857145	336.9725714285714	139.69828571428573	311.4985714285715	251.12800000000004	275.6982857142857	217.6117142857143	280.84542857142856	171.4688571428572	147.64314285714286	258.1714285714286	167.08371428571434	165.11457142857148	349.38628571428575	472.0002857142858	433.24428571428575	343.94257142857145	159.45714285714286	183.98314285714287	238.5271428571429	436.15657142857145	230.11514285714287	171.93028571428573	756.6837142857142	321.8888571428572	535.1714285714286	329.3174285714286	768.3142857142858	193.78314285714288	166.9131428571429	159.74600000000004	204.59885714285718	181.92800000000003	860.3557142857144	403.9854285714286	150.07000000000002	229.85400000000004	308.86971428571434	459.6008571428572	219.28600000000006	209.8997142857143	162.472	465.7597142857143	600.603142857143	184.2857142857143	590.9428571428572	216.54285714285717	533.2985714285714	222.29828571428573	895.6002857142859	187.31228571428574	455.54171428571436	271.5554285714286	206.77114285714288	148.55571428571432	224.95857142857147	220.3717142857143	385.4282857142858	167.60085714285714	165.00000000000003	278.74171428571435	279.4297142857143	460.7714285714286	191.82857142857145	1255.7417142857144	350.8157142857143	340.71228571428577	407.8434285714286	381.61685714285716	363.2591428571429	199.05514285714287	366.41171428571437	188.586	1260.1840000000002	330.4317142857143	806.4551428571428	312.52600000000007	502.9397142857144	685.8997142857143	468.64457142857145	468.27114285714293	208.2697142857143	342.8540000000001	510.7862857142858	158.18714285714287	1460.729142857143	2127.555428571429	2102.8574285714285
PWY-5855	642.79	785.89	812.4449999999999	1506.0	1625.43	1715.305	1814.625	717.9449999999999	738.915	1340.57	1004.515	1278.8600000000001	1052.79	1428.835	1119.195	1233.695	1169.1100000000001	1474.7649999999999	971.945	1561.125	1060.015	909.875	887.265	1593.1399999999999	922.265	1622.82	1185.6399999999999	1146.555	1139.445	892.8199999999999	1078.25	1441.07	1330.46	797.54	1386.735	596.39	995.515	1743.695	1718.8049999999998	847.6949999999999	1295.415	959.6800000000001	1118.75	1698.125	821.0550000000001	1159.3899999999999	2143.375	986.915	2060.07	825.86	1224.055	979.71	797.5550000000001	1833.695	835.8199999999999	1053.43	3143.79	697.86	965.14	805.735	816.8050000000001	1545.375	830.46	1262.0149999999999	854.14	1246.79	1399.0	1076.93	1589.915	1165.9850000000001	683.765	1041.6100000000001	983.985	512.875	1429.43	452.58500000000004	1706.07	809.835	1629.5	1116.915	1012.875	1149.6100000000001	1186.25	1094.18	909.3050000000001	1452.71	974.805	1445.335	786.0	1835.96	1478.5	1038.2350000000001	1158.7350000000001	1290.96	1318.9850000000001	1383.055	1256.5	1754.2649999999999	1197.75	1178.165	1427.79	734.4300000000001	1267.96	1582.5149999999999	1278.445	1818.2649999999999	934.085	993.75	894.875	1289.0	826.375	1397.79	1185.21	1134.93	801.36	986.165	1478.415	791.0	2447.625	563.46	842.665	1143.805	912.5	1395.8600000000001	1985.7649999999999	857.0	1506.5	2008.985	714.5	1499.555	1300.195	946.39	1541.32	2015.93	1053.9850000000001	1285.7350000000001	1678.165	1412.46	1074.9299999999998	1206.7350000000001	1006.79	1975.6399999999999	853.335	1598.0149999999999	566.79	1304.415	983.8199999999999	1320.625	4548.07	2573.04	6729.21
PWY-5856	642.79	785.89	812.4449999999999	1506.0	1625.43	1715.305	1814.625	717.9449999999999	738.915	1340.57	1004.515	1278.8600000000001	1052.79	1428.835	1119.195	1233.695	1169.1100000000001	1474.7649999999999	971.945	1561.125	1060.015	909.875	887.265	1593.1399999999999	922.265	1622.82	1185.6399999999999	1146.555	1139.445	892.8199999999999	1078.25	1441.07	1330.46	797.54	1386.735	596.39	995.515	1743.695	1718.8049999999998	847.6949999999999	1295.415	959.6800000000001	1118.75	1698.125	821.0550000000001	1159.3899999999999	2143.375	986.915	2060.07	825.86	1224.055	979.71	797.5550000000001	1833.695	835.8199999999999	1053.43	3143.79	697.86	965.14	805.735	816.8050000000001	1545.375	830.46	1262.0149999999999	854.14	1246.79	1399.0	1076.93	1589.915	1165.9850000000001	683.765	1041.6100000000001	983.985	512.875	1429.43	452.58500000000004	1706.07	809.835	1629.5	1116.915	1012.875	1149.6100000000001	1186.25	1094.18	909.3050000000001	1452.71	974.805	1445.335	786.0	1835.96	1478.5	1038.2350000000001	1158.7350000000001	1290.96	1318.9850000000001	1383.055	1256.5	1754.2649999999999	1197.75	1178.165	1427.79	734.4300000000001	1267.96	1582.5149999999999	1278.445	1818.2649999999999	934.085	993.75	894.875	1289.0	826.375	1397.79	1185.21	1134.93	801.36	986.165	1478.415	791.0	2447.625	563.46	842.665	1143.805	912.5	1395.8600000000001	1985.7649999999999	857.0	1506.5	2008.985	714.5	1499.555	1300.195	946.39	1541.32	2015.93	1053.9850000000001	1285.7350000000001	1678.165	1412.46	1074.9299999999998	1206.7350000000001	1006.79	1975.6399999999999	853.335	1598.0149999999999	566.79	1304.415	983.8199999999999	1320.625	4548.07	2573.04	6729.21
PWY-5857	642.79	785.89	812.4449999999999	1506.0	1625.43	1715.305	1814.625	717.9449999999999	738.915	1340.57	1004.515	1278.8600000000001	1052.79	1428.835	1119.195	1233.695	1169.1100000000001	1474.7649999999999	971.945	1561.125	1060.015	909.875	887.265	1593.1399999999999	922.265	1622.82	1185.6399999999999	1146.555	1139.445	892.8199999999999	1078.25	1441.07	1330.46	797.54	1386.735	596.39	995.515	1743.695	1718.8049999999998	847.6949999999999	1295.415	959.6800000000001	1118.75	1698.125	821.0550000000001	1159.3899999999999	2143.375	986.915	2060.07	825.86	1224.055	979.71	797.5550000000001	1833.695	835.8199999999999	1053.43	3143.79	697.86	965.14	805.735	816.8050000000001	1545.375	830.46	1262.0149999999999	854.14	1246.79	1399.0	1076.93	1589.915	1165.9850000000001	683.765	1041.6100000000001	983.985	512.875	1429.43	452.58500000000004	1706.07	809.835	1629.5	1116.915	1012.875	1149.6100000000001	1186.25	1094.18	909.3050000000001	1452.71	974.805	1445.335	786.0	1835.96	1478.5	1038.2350000000001	1158.7350000000001	1290.96	1318.9850000000001	1383.055	1256.5	1754.2649999999999	1197.75	1178.165	1427.79	734.4300000000001	1267.96	1582.5149999999999	1278.445	1818.2649999999999	934.085	993.75	894.875	1289.0	826.375	1397.79	1185.21	1134.93	801.36	986.165	1478.415	791.0	2447.625	563.46	842.665	1143.805	912.5	1395.8600000000001	1985.7649999999999	857.0	1506.5	2008.985	714.5	1499.555	1300.195	946.39	1541.32	2015.93	1053.9850000000001	1285.7350000000001	1678.165	1412.46	1074.9299999999998	1206.7350000000001	1006.79	1975.6399999999999	853.335	1598.0149999999999	566.79	1304.415	983.8199999999999	1320.625	4548.07	2573.04	6729.21
PWY-5860	361.7808695652174	175.77260869565214	238.30826086956523	289.04347826086956	221.0830434782609	185.9013043478261	203.24304347826086	130.17782608695651	279.3282608695652	164.48217391304348	438.14608695652174	291.57521739130436	411.41521739130434	431.94043478260863	328.5769565217391	276.2469565217391	817.618695652174	265.78043478260867	816.2904347826087	263.695652173913	140.82391304347826	583.634347826087	279.9978260869565	300.7291304347826	202.84173913043477	166.1778260869565	508.3021739130434	317.3182608695652	429.0986956521739	159.0908695652174	711.9130434782609	236.3160869565217	214.9404347826087	501.7117391304348	146.18391304347824	437.9030434782609	135.08478260869566	243.39521739130436	735.9704347826087	474.26478260869567	172.14652173913043	155.12652173913045	219.9308695652174	346.15608695652173	479.2926086956522	241.75478260869562	1306.1995652173912	562.545652173913	328.2213043478261	343.27086956521737	313.1008695652174	137.81	141.85782608695652	229.30826086956523	282.5691304347826	183.21347826086958	1787.0417391304347	143.54956521739132	257.27652173913043	204.43695652173915	215.69173913043477	305.9308695652174	280.81	229.40695652173912	341.05913043478256	141.47652173913042	315.5830434782609	254.10086956521738	279.04173913043473	220.2630434782609	284.1717391304348	173.52391304347827	149.44478260869565	261.3913043478261	169.1621739130435	167.06304347826085	353.46434782608696	478.06304347826085	438.4169565217391	348.28478260869565	161.26086956521738	186.30652173913046	241.5830434782609	441.75304347826085	232.90913043478258	174.1321739130435	766.3795652173912	325.4621739130435	542.0434782608695	333.11434782608694	778.3913043478261	196.00217391304346	169.02782608695654	161.6795652173913	207.0713043478261	184.27478260869566	871.1482608695652	408.77260869565214	151.84391304347827	232.4073913043478	313.34608695652173	465.2569565217391	221.84565217391304	212.55521739130432	164.5078260869565	472.17173913043473	608.7230434782609	186.52173913043478	598.7391304347826	218.91304347826087	540.4091304347826	224.91130434782607	907.7152173913043	189.51	461.63652173913044	274.824347826087	208.9369565217391	150.06130434782608	227.89521739130436	222.97608695652173	390.545652173913	169.60478260869564	167.08695652173913	282.33217391304345	283.23304347826087	466.39130434782606	194.34782608695653	1273.9408695652173	354.72130434782605	345.20565217391305	413.20347826086953	386.38913043478254	368.14217391304345	201.64043478260868	371.0456521739131	190.8795652173913	1277.3460869565217	334.80999999999995	817.0752173913042	316.6978260869565	509.7117391304348	694.8160869565216	474.871304347826	474.2508695652174	210.8678260869565	346.9726086956522	517.16	160.1995652173913	1473.3339130434783	2150.1286956521735	2119.8021739130436
PWY-5861	9647.780869565217	6673.102608695652	11640.978260869566	11988.38347826087	12508.08304347826	11803.241304347826	8062.913043478261	3636.8478260869565	9406.998260869565	10277.812173913044	12846.476086956522	8875.905217391304	10788.745217391304	8913.27043478261	8587.24695652174	9712.24695652174	9338.948695652174	5156.1104347826085	6090.960434782609	9504.025652173914	2710.823913043478	8708.634347826088	7414.997826086957	17078.069130434782	6897.841739130435	6080.177826086957	12105.972173913044	9192.988260869566	7799.098695652174	16798.760869565212	8391.91304347826	10370.316086956522	4256.9404347826085	6634.381739130435	8567.183913043478	6628.903043478261	6870.4147826086955	9865.725217391304	10638.300434782608	5027.594782608696	5918.146521739131	6948.12652173913	9195.600869565218	12136.486086956522	7916.292608695652	8410.424782608696	5101.199565217391	5187.875652173913	9780.891304347826	3519.9408695652173	8858.440869565218	11776.81	4152.527826086956	9215.978260869566	5814.569130434783	7614.213478260869	8899.371739130434	8964.21956521739	10551.93652173913	8797.766956521738	9014.691739130434	7052.260869565217	8643.48	9797.07695652174	6820.729130434783	7508.4765217391305	8758.25304347826	7114.770869565217	5323.371739130434	5827.263043478261	6125.171739130435	6400.1939130434785	5304.774782608695	4291.391304347826	6650.162173913043	5541.733043478261	14127.464347826088	9359.393043478261	8846.74695652174	10222.284782608696	11721.590869565218	8470.30652173913	10488.24304347826	8966.42304347826	11624.579130434782	5526.1321739130435	12165.709565217392	17610.792173913047	9357.37347826087	15368.114347826087	10497.391304347826	6756.002173913043	7617.027826086956	7805.679565217391	10235.071304347826	7323.274782608696	12740.488260869566	18571.77260869565	10803.503913043478	10053.737391304348	4135.676086956521	7703.586956521739	8447.845652173914	9737.885217391304	7579.177826086957	6199.5017391304345	6754.05304347826	5915.851739130435	6257.739130434783	7068.243043478261	7421.079130434783	9270.241304347826	9333.715217391304	4691.18	6428.29652173913	8835.154347826086	9452.596956521738	6537.391304347826	3877.5652173913045	10073.646086956522	7339.215652173913	10948.944782608696	5262.746956521739	8528.662173913044	5450.233043478261	10443.061304347826	8232.017826086956	10575.610869565218	10569.391304347826	13844.865652173912	8746.87347826087	8171.389130434783	8918.812173913044	9889.970434782608	7062.375652173913	10719.879565217392	12108.016086956522	10095.81	8154.405217391304	5194.697826086956	6989.711739130435	14457.486086956522	7553.2013043478255	12414.920869565218	4219.197826086956	7064.642608695653	10433.83	7581.529565217391	2519.0039130434784	2603.1286956521735	3371.8021739130436
PWY-5862	361.7808695652174	175.77260869565214	238.30826086956523	289.04347826086956	221.0830434782609	185.9013043478261	203.24304347826086	130.17782608695651	279.3282608695652	164.48217391304348	438.14608695652174	291.57521739130436	411.41521739130434	431.94043478260863	328.5769565217391	276.2469565217391	817.618695652174	265.78043478260867	816.2904347826087	263.695652173913	140.82391304347826	583.634347826087	279.9978260869565	300.7291304347826	202.84173913043477	166.1778260869565	508.3021739130434	317.3182608695652	429.0986956521739	159.0908695652174	711.9130434782609	236.3160869565217	214.9404347826087	501.7117391304348	146.18391304347824	437.9030434782609	135.08478260869566	243.39521739130436	735.9704347826087	474.26478260869567	172.14652173913043	155.12652173913045	219.9308695652174	346.15608695652173	479.2926086956522	241.75478260869562	1306.1995652173912	562.545652173913	328.2213043478261	343.27086956521737	313.1008695652174	137.81	141.85782608695652	229.30826086956523	282.5691304347826	183.21347826086958	1787.0417391304347	143.54956521739132	257.27652173913043	204.43695652173915	215.69173913043477	305.9308695652174	280.81	229.40695652173912	341.05913043478256	141.47652173913042	315.5830434782609	254.10086956521738	279.04173913043473	220.2630434782609	284.1717391304348	173.52391304347827	149.44478260869565	261.3913043478261	169.1621739130435	167.06304347826085	353.46434782608696	478.06304347826085	438.4169565217391	348.28478260869565	161.26086956521738	186.30652173913046	241.5830434782609	441.75304347826085	232.90913043478258	174.1321739130435	766.3795652173912	325.4621739130435	542.0434782608695	333.11434782608694	778.3913043478261	196.00217391304346	169.02782608695654	161.6795652173913	207.0713043478261	184.27478260869566	871.1482608695652	408.77260869565214	151.84391304347827	232.4073913043478	313.34608695652173	465.2569565217391	221.84565217391304	212.55521739130432	164.5078260869565	472.17173913043473	608.7230434782609	186.52173913043478	598.7391304347826	218.91304347826087	540.4091304347826	224.91130434782607	907.7152173913043	189.51	461.63652173913044	274.824347826087	208.9369565217391	150.06130434782608	227.89521739130436	222.97608695652173	390.545652173913	169.60478260869564	167.08695652173913	282.33217391304345	283.23304347826087	466.39130434782606	194.34782608695653	1273.9408695652173	354.72130434782605	345.20565217391305	413.20347826086953	386.38913043478254	368.14217391304345	201.64043478260868	371.0456521739131	190.8795652173913	1277.3460869565217	334.80999999999995	817.0752173913042	316.6978260869565	509.7117391304348	694.8160869565216	474.871304347826	474.2508695652174	210.8678260869565	346.9726086956522	517.16	160.1995652173913	1473.3339130434783	2150.1286956521735	2119.8021739130436
PWY-5863	9662.498181818182	6679.607272727273	11649.78	11999.34	12514.98090909091	11809.57	8070.454545454545	3642.2345454545457	9417.58909090909	10283.530909090909	12862.846363636363	8887.234545454545	10804.885454545454	8930.616363636364	8599.985454545455	9723.894545454545	9373.234545454545	5166.267272727273	6126.655454545455	9514.602727272728	2716.6645454545455	8732.966363636364	7425.391818181818	17088.89	6905.152727272727	6086.655454545455	12126.516363636363	9205.957272727273	7816.77	16804.052727272723	8422.363636363636	10379.497272727273	4265.559090909091	6654.838181818182	8572.631818181819	6646.459090909091	6875.449090909091	9875.712727272727	10670.526363636363	5047.258181818182	5924.895454545454	6953.980909090909	9204.612727272728	12150.478181818182	7935.048181818182	8419.822727272727	5159.966363636364	5210.703636363636	9792.870909090909	3534.210909090909	8871.172727272728	11782.013636363636	4157.718181818182	9224.78	5824.746363636364	7621.253636363636	8979.828181818182	8969.335454545455	10561.903636363637	8805.301818181819	9023.344545454545	7063.454545454546	8653.047272727274	9806.095454545455	6833.731818181818	7514.134545454545	8771.24909090909	7124.2300000000005	5334.01	5835.699090909091	6135.755454545454	6406.732727272727	5310.507272727273	4301.636363636364	6656.7754545454545	5547.932727272728	14140.44	9378.683636363636	8863.205454545454	10236.100909090908	11727.33	8477.699090909091	10497.966363636364	8984.23	11633.469090909091	5533.138181818182	12196.56	17622.161818181823	9379.23909090909	15380.195454545454	10529.454545454546	6763.062727272727	7623.756363636364	7811.831818181819	10242.938181818181	7330.741818181818	12774.828181818182	18587.004545454543	10809.148181818182	10061.861818181818	4149.919090909091	7721.583636363636	8455.99	9746.334545454545	7585.655454545455	6219.903636363636	6779.889090909091	5922.966363636364	6282.545454545455	7075.784545454545	7443.703636363636	9278.555454545454	9372.262727272728	4698.172727272728	6447.689090909091	8845.555454545454	9459.488181818182	6542.181818181818	3886.909090909091	10081.932727272728	7355.498181818182	10955.32090909091	5269.387272727273	8540.086363636363	5462.334545454545	10460.942727272728	8240.033636363636	10633.517272727273	10581.818181818182	13859.162727272727	8763.928181818183	8186.573636363636	8934.34909090909	9898.196363636363	7077.12	10727.177272727273	12162.622727272726	10109.74090909091	8188.1963636363635	5207.971818181818	7011.259090909091	14485.856363636363	7573.013636363637	12433.947272727273	4227.464545454545	7077.7472727272725	10454.11	7587.932727272727	2559.11	2674.9527272727273	3425.7172727272728
PWY-5896	357.1554285714286	173.72828571428573	235.54200000000003	285.6	218.91514285714288	183.91228571428576	200.87285714285719	128.48485714285715	275.9997142857143	162.68485714285714	433.0011428571429	288.01457142857146	406.3425714285715	426.48885714285717	324.57342857142856	272.58628571428574	806.843142857143	262.58828571428575	805.0720000000001	260.3714285714286	138.98828571428572	575.987142857143	276.73114285714286	297.32828571428576	200.544	164.142	501.8454285714286	313.24228571428574	423.54485714285715	157.42771428571427	702.3428571428573	233.43057142857145	212.2317142857143	495.28257142857154	144.4717142857143	432.38542857142863	133.50257142857146	240.25628571428575	725.8422857142857	468.0848571428572	170.02542857142856	153.28657142857145	217.09857142857146	341.75857142857143	473.3980000000001	238.80114285714288	1287.73	555.3711428571429	324.45628571428574	338.78600000000006	309.09942857142863	136.17457142857143	140.22657142857145	226.54200000000003	279.37057142857145	181.00085714285717	1761.7554285714286	141.94171428571428	254.144	202.06885714285715	212.97228571428576	302.41285714285715	277.8031428571429	226.57257142857145	336.9725714285714	139.69828571428573	311.4985714285715	251.12800000000004	275.6982857142857	217.6117142857143	280.84542857142856	171.4688571428572	147.64314285714286	258.1714285714286	167.08371428571434	165.11457142857148	349.38628571428575	472.0002857142858	433.24428571428575	343.94257142857145	159.45714285714286	183.98314285714287	238.5271428571429	436.15657142857145	230.11514285714287	171.93028571428573	756.6837142857142	321.8888571428572	535.1714285714286	329.3174285714286	768.3142857142858	193.78314285714288	166.9131428571429	159.74600000000004	204.59885714285718	181.92800000000003	860.3557142857144	403.9854285714286	150.07000000000002	229.85400000000004	308.86971428571434	459.6008571428572	219.28600000000006	209.8997142857143	162.472	465.7597142857143	600.603142857143	184.2857142857143	590.9428571428572	216.54285714285717	533.2985714285714	222.29828571428573	895.6002857142859	187.31228571428574	455.54171428571436	271.5554285714286	206.77114285714288	148.55571428571432	224.95857142857147	220.3717142857143	385.4282857142858	167.60085714285714	165.00000000000003	278.74171428571435	279.4297142857143	460.7714285714286	191.82857142857145	1255.7417142857144	350.8157142857143	340.71228571428577	407.8434285714286	381.61685714285716	363.2591428571429	199.05514285714287	366.41171428571437	188.586	1260.1840000000002	330.4317142857143	806.4551428571428	312.52600000000007	502.9397142857144	685.8997142857143	468.64457142857145	468.27114285714293	208.2697142857143	342.8540000000001	510.7862857142858	158.18714285714287	1460.729142857143	2127.555428571429	2102.8574285714285
PWY-5897	9644.463442622951	6671.636393442623	11638.994262295082	11985.913770491803	12506.528196721312	11801.814754098361	8061.213114754099	3635.6336065573773	9404.610983606557	10276.523114754098	12842.786065573771	8873.351475409836	10785.107049180328	8909.360491803278	8584.375573770492	9709.621475409836	9331.220327868852	5153.820983606557	6082.9144262295085	9501.641475409837	2709.5073770491804	8703.149672131147	7412.654918032787	17075.629999999997	6896.193770491804	6078.717704918033	12101.34131147541	9190.064918032787	7795.115409836066	16797.568032786883	8385.04918032787	10368.24655737705	4254.9977049180325	6629.770655737705	8565.955901639345	6624.945737704918	6869.28	9863.473934426229	10631.036393442622	5023.162459016394	5916.62524590164	6946.806885245902	9193.569508196722	12133.332131147541	7912.064918032787	8408.306393442623	5087.952950819672	5182.73	9778.190983606557	3516.724262295082	8855.570983606558	11775.637049180328	4151.357868852459	9213.994262295082	5812.275081967213	7612.626557377049	8881.23606557377	8963.066393442623	10549.689836065574	8796.068524590164	9012.741311475409	7049.737704918033	8641.32344262295	9795.044098360655	6817.798196721312	7507.201147540984	8755.323606557376	7112.63868852459	5320.973770491803	5825.361475409836	6122.78606557377	6398.72	5303.48262295082	4289.081967213115	6648.671475409836	5540.335573770492	14124.539508196722	9355.04475409836	8843.037049180328	10219.17049180328	11720.297213114754	8468.640163934426	10486.05131147541	8962.40918032787	11622.575245901638	5524.552950819672	12158.755573770492	17608.229344262298	9352.44475409836	15365.391147540984	10490.16393442623	6754.410655737705	7615.511147540984	7804.292786885246	10233.298032786885	7321.591639344262	12732.747704918032	18568.33918032787	10802.231639344262	10051.90606557377	4132.465573770492	7699.5303278688525	8446.009836065574	9735.980655737705	7577.717704918033	6194.902950819672	6748.229344262295	5914.248032786885	6252.147540983607	7066.5431147540985	7415.979344262295	9268.367213114754	9325.026229508198	4689.6037704918035	6423.925245901639	8832.809836065573	9451.043606557378	6536.311475409836	3875.4590163934427	10071.778196721312	7335.545409836066	10947.507540983606	5261.250163934426	8526.087049180327	5447.50524590164	10439.030655737704	8230.210983606557	10562.558196721311	10566.590163934427	13841.642950819672	8743.029180327869	8167.966393442623	8915.31	9888.116229508198	7059.052131147541	10718.234590163935	12095.707213114754	10092.669836065574	8146.788360655738	5191.705737704918	6984.854754098361	14451.091147540983	7548.735409836066	12410.63213114754	4217.334426229508	7061.68868852459	10429.258688524591	7580.086229508197	2509.9636065573773	2586.9388524590167	3359.649180327869
