S_S2_Ea_077_v1v9_1	1.6.5.3
S_S2_Ea_077_v1v9_538	1.15.1.1
S_S2_Ea_077_v1v9_539	6.1.1.19
S_S2_Ea_077_v1v9_540	6.3.5.9
S_S2_Ea_077_v1v9_541	6.3.5.11
S_S2_Ea_077_v1v9_542	3.6.1.13
S_S2_Ea_077_v1v9_543	3.6.1.13
S_S2_Ea_077_v1v9_544	5.99.1.2
S_S2_Ea_077_v1v9_545	5.99.1.2
S_S2_Ea_077_v1v9_546	5.99.1.2
S_S2_Ea_077_v1v9_547	5.99.1.2
S_S2_Ea_077_v1v9_548	4.2.1.3
S_S2_Ea_077_v1v9_549	1.5.1.5
S_S2_Ea_077_v1v9_550	2.1.1.185
S_S2_Ea_077_v1v9_551	6.1.1.4
S_S2_Ea_077_v1v9_552	2.5.1.6
S_S2_Ea_077_v1v9_553	3.4.21.92
S_S2_Ea_077_v1v9_554	3.4.21.92
S_S2_Ea_077_v1v9_555	2.3.1.234
S_S2_Ea_077_v1v9_556	2.3.1.234
S_S2_Ea_077_v1v9_557	2.5.1.75
S_S2_Ea_077_v1v9_558	4.99.1.3
S_S2_Ea_077_v1v9_559	4.99.1.3
S_S2_Ea_077_v1v9_560	2.4.1.227
S_S2_Ea_077_v1v9_561	6.3.2.9
S_S2_Ea_077_v1v9_562	2.7.8.13
S_S2_Ea_077_v1v9_563	6.3.2.10
S_S2_Ea_077_v1v9_564	6.3.2.13
S_S2_Ea_077_v1v9_565	6.3.2.13
S_S2_Ea_077_v1v9_566	2.1.1.199
S_S2_Ea_077_v1v9_567	2.8.1.13
S_S2_Ea_077_v1v9_568	1.1.1.100
S_S2_Ea_077_v1v9_569	1.1.1.100
S_S2_Ea_077_v1v9_570	1.1.1.100
S_S2_Ea_077_v1v9_571	1.1.1.100
S_S2_Ea_077_v1v9_572	1.1.1.100
S_S2_Ea_077_v1v9_573	1.1.1.100
S_S2_Ea_077_v1v9_574	5.1.3.1
S_S2_Ea_077_v1v9_575	5.1.3.1
S_S2_Ea_077_v1v9_576	5.1.3.1
S_S2_Ea_077_v1v9_577	5.1.3.1
S_S2_Ea_077_v1v9_578	5.1.3.1
S_S2_Ea_077_v1v9_579	5.1.3.1
S_S2_Ea_077_v1v9_580	3.5.4.9
S_S2_Ea_077_v1v9_581	6.3.4.2
S_S2_Ea_077_v1v9_582	5.4.2.2
S_S2_Ea_077_v1v9_583	5.4.2.2
S_S2_Ea_077_v1v9_584	6.1.1.1
S_S2_Ea_077_v1v9_585	3.5.3.12
S_S2_Ea_077_v1v9_586	5.4.99.18
S_S2_Ea_077_v1v9_587	2.4.2.9
S_S2_Ea_077_v1v9_588	2.4.2.9
S_S2_Ea_077_v1v9_589	2.1.3.2
S_S2_Ea_077_v1v9_590	1.3.1.10
S_S2_Ea_077_v1v9_591	1.3.1.9
S_S2_Ea_077_v1v9_592	1.3.1.9
S_S2_Ea_077_v1v9_593	2.5.1.61
S_S2_Ea_077_v1v9_594	2.5.1.61
S_S2_Ea_077_v1v9_595	4.2.1.9
S_S2_Ea_077_v1v9_596	2.4.2.17
S_S2_Ea_077_v1v9_597	3.4.11.9
S_S2_Ea_077_v1v9_598	3.4.11.9
S_S2_Ea_077_v1v9_599	3.4.11.9
S_S2_Ea_077_v1v9_600	3.4.11.9
S_S2_Ea_077_v1v9_601	3.5.4.33
S_S2_Ea_077_v1v9_602	4.2.1.75
S_S2_Ea_077_v1v9_603	4.2.1.75
S_S2_Ea_077_v1v9_604	3.6.3.17
S_S2_Ea_077_v1v9_605	3.6.3.17
S_S2_Ea_077_v1v9_606	3.6.3.17
S_S2_Ea_077_v1v9_607	3.2.1.21
S_S2_Ea_077_v1v9_608	3.2.1.21
S_S2_Ea_077_v1v9_609	3.2.1.21
S_S2_Ea_077_v1v9_610	3.2.1.21
S_S2_Ea_077_v1v9_611	3.2.1.21
S_S2_Ea_077_v1v9_612	3.2.1.21
S_S2_Ea_077_v1v9_613	3.2.1.21
S_S2_Ea_077_v1v9_614	3.2.1.86
S_S2_Ea_077_v1v9_615	3.2.1.86
S_S2_Ea_077_v1v9_616	3.2.1.86
S_S2_Ea_077_v1v9_617	3.2.1.86
S_S2_Ea_077_v1v9_618	3.2.1.86
S_S2_Ea_077_v1v9_619	3.2.1.86
S_S2_Ea_077_v1v9_620	3.2.1.86
S_S2_Ea_077_v1v9_621	3.2.1.86
S_S2_Ea_077_v1v9_622	3.2.1.86
S_S2_Ea_077_v1v9_623	3.2.1.86
S_S2_Ea_077_v1v9_624	2.8.2.22
S_S2_Ea_077_v1v9_625	3.1.4.46
S_S2_Ea_077_v1v9_626	3.1.4.46
S_S2_Ea_077_v1v9_627	2.7.1.15
S_S2_Ea_077_v1v9_628	2.7.1.15
S_S2_Ea_077_v1v9_629	2.7.1.15
S_S2_Ea_077_v1v9_630	2.7.1.15
S_S2_Ea_077_v1v9_631	1.12.1.3
S_S2_Ea_077_v1v9_632	2.7.1.194
S_S2_Ea_077_v1v9_633	3.6.3.30
S_S2_Ea_077_v1v9_634	3.6.3.30
S_S2_Ea_077_v1v9_635	3.6.3.30
S_S2_Ea_077_v1v9_636	4.4.1.5
S_S2_Ea_077_v1v9_637	4.4.1.5
S_S2_Ea_077_v1v9_638	4.4.1.5
S_S2_Ea_077_v1v9_639	2.4.2.1
S_S2_Ea_077_v1v9_640	2.4.2.1
S_S2_Ea_077_v1v9_641	2.4.2.1
S_S2_Ea_077_v1v9_642	4.1.2.4
S_S2_Ea_077_v1v9_643	4.1.2.4
S_S2_Ea_077_v1v9_644	4.1.2.4
S_S2_Ea_077_v1v9_645	4.1.2.17
S_S2_Ea_077_v1v9_646	4.1.2.17
S_S2_Ea_077_v1v9_647	3.4.22.70
S_S2_Ea_077_v1v9_648	3.4.22.70
S_S2_Ea_077_v1v9_649	3.4.22.70
S_S2_Ea_077_v1v9_650	3.4.22.70
S_S2_Ea_077_v1v9_651	3.4.22.70
S_S2_Ea_077_v1v9_652	3.4.22.70
S_S2_Ea_077_v1v9_653	3.4.22.70
S_S2_Ea_077_v1v9_654	3.2.2.1
S_S2_Ea_077_v1v9_655	3.2.2.1
S_S2_Ea_077_v1v9_656	3.2.2.1
S_S2_Ea_077_v1v9_657	2.7.6.5
S_S2_Ea_077_v1v9_658	2.7.6.5
S_S2_Ea_077_v1v9_659	2.7.6.5
S_S2_Ea_077_v1v9_660	3.1.1.31
S_S2_Ea_077_v1v9_661	2.7.1.121
S_S2_Ea_077_v1v9_662	2.7.1.121
S_S2_Ea_077_v1v9_663	2.7.1.121
S_S2_Ea_077_v1v9_664	2.7.1.121
S_S2_Ea_077_v1v9_665	2.7.1.121
S_S2_Ea_077_v1v9_666	2.7.1.121
S_S2_Ea_077_v1v9_667	2.7.1.121
S_S2_Ea_077_v1v9_668	3.5.1.18
S_S2_Ea_077_v1v9_669	3.2.1.37
S_S2_Ea_077_v1v9_670	3.2.1.172
S_S2_Ea_077_v1v9_671	4.99.1.4
S_S2_Ea_077_v1v9_672	4.99.1.4
S_S2_Ea_077_v1v9_673	1.3.1.76
S_S2_Ea_077_v1v9_674	3.5.99.10
S_S2_Ea_077_v1v9_675	3.2.1.40
S_S2_Ea_077_v1v9_676	3.2.1.40
S_S2_Ea_077_v1v9_677	3.4.13.9
S_S2_Ea_077_v1v9_678	3.4.13.9
S_S2_Ea_077_v1v9_679	3.4.13.9
S_S2_Ea_077_v1v9_680	1.3.1.14
S_S2_Ea_077_v1v9_681	5.1.3.13
S_S2_Ea_077_v1v9_682	5.4.2.6
S_S2_Ea_077_v1v9_683	3.6.3.31
S_S2_Ea_077_v1v9_684	2.7.1.211
S_S2_Ea_077_v1v9_685	2.7.1.211
S_S2_Ea_077_v1v9_686	2.7.1.211
S_S2_Ea_077_v1v9_687	3.1.11.5
S_S2_Ea_077_v1v9_688	1.1.1.14
S_S2_Ea_077_v1v9_689	1.1.1.14
S_S2_Ea_077_v1v9_690	2.6.1.16
S_S2_Ea_077_v1v9_691	3.6.3.3
S_S2_Ea_077_v1v9_692	3.6.3.3
S_S2_Ea_077_v1v9_693	3.6.3.3
S_S2_Ea_077_v1v9_694	3.6.3.3
S_S2_Ea_077_v1v9_695	3.5.4.5
S_S2_Ea_077_v1v9_696	2.7.1.5
S_S2_Ea_077_v1v9_697	2.7.1.5
S_S2_Ea_077_v1v9_698	3.6.3.5
S_S2_Ea_077_v1v9_699	3.6.3.5
S_S2_Ea_077_v1v9_700	3.6.3.5
S_S2_Ea_077_v1v9_701	3.6.3.5
S_S2_Ea_077_v1v9_702	5.1.3.4
S_S2_Ea_077_v1v9_703	5.1.3.4
S_S2_Ea_077_v1v9_704	5.1.3.4
S_S2_Ea_077_v1v9_705	5.1.3.4
S_S2_Ea_077_v1v9_706	5.1.3.4
S_S2_Ea_077_v1v9_707	5.4.2.10
S_S2_Ea_077_v1v9_708	3.6.3.40
S_S2_Ea_077_v1v9_709	5.4.2.8
S_S2_Ea_077_v1v9_710	3.5.4.2
S_S2_Ea_077_v1v9_711	2.3.1.19
S_S2_Ea_077_v1v9_712	3.4.21.107
S_S2_Ea_077_v1v9_713	5.3.1.6
S_S2_Ea_077_v1v9_714	5.3.1.6
S_S2_Ea_077_v1v9_715	5.3.1.6
S_S2_Ea_077_v1v9_716	5.3.1.6
S_S2_Ea_077_v1v9_717	3.2.1.93
S_S2_Ea_077_v1v9_718	1.1.1.69
S_S2_Ea_077_v1v9_719	1.1.1.69
S_S2_Ea_077_v1v9_720	1.1.1.69
S_S2_Ea_077_v1v9_721	1.1.1.69
S_S2_Ea_077_v1v9_722	2.7.1.24
S_S2_Ea_077_v1v9_723	3.2.2.21
S_S2_Ea_077_v1v9_724	2.5.1.17
S_S2_Ea_077_v1v9_725	2.5.1.17
S_S2_Ea_077_v1v9_726	1.1.1.27
S_S2_Ea_077_v1v9_727	1.1.1.27
S_S2_Ea_077_v1v9_728	1.1.1.27
S_S2_Ea_077_v1v9_729	1.2.1.10
S_S2_Ea_077_v1v9_730	1.2.1.10
S_S2_Ea_077_v1v9_731	2.7.1.48
S_S2_Ea_077_v1v9_732	2.7.2.2
S_S2_Ea_077_v1v9_733	3.1.26.11
S_S2_Ea_077_v1v9_734	3.1.26.11
S_S2_Ea_077_v1v9_735	4.1.2.14
S_S2_Ea_077_v1v9_736	4.1.2.14
S_S2_Ea_077_v1v9_737	4.1.2.14
S_S2_Ea_077_v1v9_738	4.1.2.14
S_S2_Ea_077_v1v9_739	2.7.1.45
S_S2_Ea_077_v1v9_740	2.7.1.45
S_S2_Ea_077_v1v9_741	4.1.3.42
S_S2_Ea_077_v1v9_742	4.1.3.42
S_S2_Ea_077_v1v9_743	4.1.3.42
S_S2_Ea_077_v1v9_744	1.1.1.408
S_S2_Ea_077_v1v9_745	4.2.1.126
S_S2_Ea_077_v1v9_746	4.2.1.126
S_S2_Ea_077_v1v9_747	2.7.1.35
S_S2_Ea_077_v1v9_748	2.7.1.35
S_S2_Ea_077_v1v9_749	4.2.1.8
S_S2_Ea_077_v1v9_750	1.1.1.409
S_S2_Ea_077_v1v9_751	3.11.1.1
S_S2_Ea_077_v1v9_752	5.3.1.23
S_S2_Ea_077_v1v9_753	6.4.1.2
S_S2_Ea_077_v1v9_754	6.4.1.2
S_S2_Ea_077_v1v9_755	6.4.1.2
S_S2_Ea_077_v1v9_756	2.3.1.128
S_S2_Ea_077_v1v9_757	2.3.1.128
S_S2_Ea_077_v1v9_758	3.1.12.1
S_S2_Ea_077_v1v9_759	2.7.7.27
S_S2_Ea_077_v1v9_760	2.7.7.27
S_S2_Ea_077_v1v9_761	1.1.1.38
S_S2_Ea_077_v1v9_762	1.1.1.38
S_S2_Ea_077_v1v9_763	3.2.1.54
S_S2_Ea_077_v1v9_764	3.2.1.54
S_S2_Ea_077_v1v9_765	3.2.1.135
S_S2_Ea_077_v1v9_766	3.2.1.135
S_S2_Ea_077_v1v9_767	3.2.1.133
S_S2_Ea_077_v1v9_768	3.2.1.133
S_S2_Ea_077_v1v9_769	3.1.3.41
S_S2_Ea_077_v1v9_770	2.8.1.11
S_S2_Ea_077_v1v9_771	2.7.1.199
S_S2_Ea_077_v1v9_772	2.7.1.199
S_S2_Ea_077_v1v9_773	2.7.1.199
S_S2_Ea_077_v1v9_774	2.7.1.199
S_S2_Ea_077_v1v9_775	3.2.1.122
S_S2_Ea_077_v1v9_776	3.2.1.122
S_S2_Ea_077_v1v9_777	4.2.1.6
S_S2_Ea_077_v1v9_778	2.7.1.201
S_S2_Ea_077_v1v9_779	6.3.2.8
S_S2_Ea_077_v1v9_780	6.3.4.21
S_S2_Ea_077_v1v9_781	2.7.1.208
S_S2_Ea_077_v1v9_782	2.7.1.208
S_S2_Ea_077_v1v9_783	2.7.1.208
S_S2_Ea_077_v1v9_784	2.7.1.208
S_S2_Ea_077_v1v9_785	2.7.1.208
S_S2_Ea_077_v1v9_786	2.8.1.2
S_S2_Ea_077_v1v9_787	2.7.7.85
S_S2_Ea_077_v1v9_788	2.8.1.1
S_S2_Ea_077_v1v9_789	2.7.1.205
S_S2_Ea_077_v1v9_790	2.7.1.205
S_S2_Ea_077_v1v9_791	2.7.1.205
S_S2_Ea_077_v1v9_792	2.7.1.205
S_S2_Ea_077_v1v9_793	2.7.1.205
S_S2_Ea_077_v1v9_794	2.7.1.205
S_S2_Ea_077_v1v9_795	2.7.1.205
S_S2_Ea_077_v1v9_796	2.7.1.205
S_S2_Ea_077_v1v9_797	2.7.1.205
S_S2_Ea_077_v1v9_798	2.7.1.205
S_S2_Ea_077_v1v9_799	2.7.1.205
S_S2_Ea_077_v1v9_800	2.7.1.205
S_S2_Ea_077_v1v9_801	2.7.1.205
S_S2_Ea_077_v1v9_802	2.7.1.205
S_S2_Ea_077_v1v9_803	2.7.1.205
S_S2_Ea_077_v1v9_804	2.4.2.22
S_S2_Ea_077_v1v9_805	3.2.1.70
S_S2_Ea_077_v1v9_806	3.2.1.41
S_S2_Ea_077_v1v9_807	2.7.9.3
S_S2_Ea_077_v1v9_808	2.7.1.100
S_S2_Ea_077_v1v9_809	5.3.1.17
S_S2_Ea_077_v1v9_810	5.3.1.17
S_S2_Ea_077_v1v9_811	1.6.5.2
S_S2_Ea_077_v1v9_812	1.6.5.2
S_S2_Ea_077_v1v9_813	2.7.1.196
S_S2_Ea_077_v1v9_814	2.7.1.196
S_S2_Ea_077_v1v9_815	2.7.1.196
S_S2_Ea_077_v1v9_816	2.7.1.196
S_S2_Ea_077_v1v9_817	2.7.1.196
S_S2_Ea_077_v1v9_818	2.7.1.196
S_S2_Ea_077_v1v9_819	2.7.1.196
S_S2_Ea_077_v1v9_820	2.7.1.196
S_S2_Ea_077_v1v9_821	2.7.1.196
S_S2_Ea_077_v1v9_822	2.7.1.196
S_S2_Ea_077_v1v9_823	2.7.1.196
S_S2_Ea_077_v1v9_824	2.7.1.196
S_S2_Ea_077_v1v9_825	2.7.1.196
S_S2_Ea_077_v1v9_826	2.7.1.196
S_S2_Ea_077_v1v9_827	2.7.1.196
S_S2_Ea_077_v1v9_828	3.6.3.28
S_S2_Ea_077_v1v9_829	3.1.4.16
S_S2_Ea_077_v1v9_830	3.1.3.6
S_S2_Ea_077_v1v9_831	3.4.17.14
S_S2_Ea_077_v1v9_832	2.9.1.1
S_S2_Ea_077_v1v9_833	2.9.1.1
S_S2_Ea_077_v1v9_834	3.6.3.2
S_S2_Ea_077_v1v9_835	3.6.3.2
S_S2_Ea_077_v1v9_836	3.6.3.29
S_S2_Ea_077_v1v9_837	2.7.1.191
S_S2_Ea_077_v1v9_838	2.7.1.191
S_S2_Ea_077_v1v9_839	2.7.1.191
S_S2_Ea_077_v1v9_840	2.7.1.191
S_S2_Ea_077_v1v9_841	2.7.1.191
S_S2_Ea_077_v1v9_842	2.7.1.191
S_S2_Ea_077_v1v9_843	2.7.1.191
S_S2_Ea_077_v1v9_844	2.7.1.191
S_S2_Ea_077_v1v9_845	2.7.1.191
S_S2_Ea_077_v1v9_846	2.7.1.191
S_S2_Ea_077_v1v9_847	2.7.1.191
S_S2_Ea_077_v1v9_848	2.5.1.30
S_S2_Ea_077_v1v9_849	2.5.1.30
S_S2_Ea_077_v1v9_850	2.5.1.30
S_S2_Ea_077_v1v9_851	3.6.1.23
S_S2_Ea_077_v1v9_852	1.19.1.1
S_S2_Ea_077_v1v9_853	1.19.1.1
S_S2_Ea_077_v1v9_854	1.18.1.2
S_S2_Ea_077_v1v9_855	1.18.1.2
S_S2_Ea_077_v1v9_856	2.1.2.1
S_S2_Ea_077_v1v9_857	1.3.1.98
S_S2_Ea_077_v1v9_858	3.8.1.2
S_S2_Ea_077_v1v9_859	4.4.1.21
S_S2_Ea_077_v1v9_860	1.1.5.3
S_S2_Ea_077_v1v9_861	5.4.2.7
S_S2_Ea_077_v1v9_862	1.1.1.49
S_S2_Ea_077_v1v9_863	1.1.1.363
S_S2_Ea_077_v1v9_864	1.1.1.44
S_S2_Ea_077_v1v9_865	1.1.1.44
S_S2_Ea_077_v1v9_866	6.1.1.24
S_S2_Ea_077_v1v9_867	6.1.1.24
S_S2_Ea_077_v1v9_868	3.2.2.9
S_S2_Ea_077_v1v9_869	6.3.4.14
S_S2_Ea_077_v1v9_870	3.1.2.21
S_S2_Ea_077_v1v9_871	5.1.1.13
S_S2_Ea_077_v1v9_872	5.1.1.13
S_S2_Ea_077_v1v9_873	3.2.2.23
S_S2_Ea_077_v1v9_874	2.2.1.2
S_S2_Ea_077_v1v9_875	2.2.1.2
S_S2_Ea_077_v1v9_876	2.7.1.197
S_S2_Ea_077_v1v9_877	2.7.1.197
S_S2_Ea_077_v1v9_878	3.5.1.24
S_S2_Ea_077_v1v9_879	2.1.1.223
S_S2_Ea_077_v1v9_880	1.1.1.343
S_S2_Ea_077_v1v9_881	1.1.1.343
S_S2_Ea_077_v1v9_882	3.4.21.105
S_S2_Ea_077_v1v9_883	1.1.1.77
S_S2_Ea_077_v1v9_884	1.1.1.77
S_S2_Ea_077_v1v9_885	3.5.1.4
S_S2_Ea_077_v1v9_886	2.7.1.165
S_S2_Ea_077_v1v9_887	1.1.1.140
S_S2_Ea_077_v1v9_888	1.1.1.140
S_S2_Ea_077_v1v9_889	1.1.1.140
S_S2_Ea_077_v1v9_890	4.1.2.19
S_S2_Ea_077_v1v9_891	4.1.2.19
S_S2_Ea_077_v1v9_892	4.1.2.19
S_S2_Ea_077_v1v9_893	5.3.1.14
S_S2_Ea_077_v1v9_894	5.1.3.32
S_S2_Ea_077_v1v9_895	1.4.1.26
S_S2_Ea_077_v1v9_896	1.4.1.12
S_S2_Ea_077_v1v9_897	4.2.1.53
S_S2_Ea_077_v1v9_898	3.5.1.1
S_S2_Ea_077_v1v9_899	3.5.1.1
S_S2_Ea_077_v1v9_900	1.1.1.6
S_S2_Ea_077_v1v9_901	1.1.1.6
S_S2_Ea_077_v1v9_902	1.1.1.6
S_S2_Ea_077_v1v9_903	1.1.1.6
S_S2_Ea_077_v1v9_904	2.8.1.4
S_S2_Ea_077_v1v9_905	4.1.1.49
S_S2_Ea_077_v1v9_906	3.1.3.73
S_S2_Ea_077_v1v9_907	1.7.1.15
S_S2_Ea_077_v1v9_908	1.7.1.15
S_S2_Ea_077_v1v9_909	1.6.3.4
S_S2_Ea_077_v1v9_910	6.3.5.4
S_S2_Ea_077_v1v9_911	4.2.3.1
S_S2_Ea_077_v1v9_912	3.4.21.88
S_S2_Ea_077_v1v9_913	3.4.21.88
S_S2_Ea_077_v1v9_914	3.4.21.88
S_S2_Ea_077_v1v9_915	3.4.21.88
S_S2_Ea_077_v1v9_916	1.1.1.31
S_S2_Ea_077_v1v9_917	3.6.1.31
S_S2_Ea_077_v1v9_918	3.1.3.11
S_S2_Ea_077_v1v9_919	2.6.1.52
S_S2_Ea_077_v1v9_920	5.1.3.9
S_S2_Ea_077_v1v9_921	5.1.3.9
S_S2_Ea_077_v1v9_922	5.1.1.3
S_S2_Ea_077_v1v9_923	2.1.1.171
S_S2_Ea_077_v1v9_924	2.7.6.2
S_S2_Ea_077_v1v9_925	2.4.2.2
S_S2_Ea_077_v1v9_926	2.4.2.2
S_S2_Ea_077_v1v9_927	2.1.1.217
S_S2_Ea_077_v1v9_928	2.7.1.193
S_S2_Ea_077_v1v9_929	2.7.7.12
S_S2_Ea_077_v1v9_930	1.1.1.29
S_S2_Ea_077_v1v9_931	2.5.1.129
S_S2_Ea_077_v1v9_932	4.1.1.98
S_S2_Ea_077_v1v9_933	2.4.1.21
S_S2_Ea_077_v1v9_934	2.6.1.37
S_S2_Ea_077_v1v9_935	5.4.99.61
S_S2_Ea_077_v1v9_936	5.4.99.60
S_S2_Ea_077_v1v9_937	2.7.7.72
S_S2_Ea_077_v1v9_938	1.11.1.1
S_S2_Ea_077_v1v9_939	2.3.1.46
S_S2_Ea_077_v1v9_940	5.3.1.4
S_S2_Ea_077_v1v9_941	2.1.1.151
S_S2_Ea_077_v1v9_942	1.4.7.1
S_S2_Ea_077_v1v9_943	2.1.1.79
S_S2_Ea_077_v1v9_944	2.7.1.56
S_S2_Ea_077_v1v9_945	2.7.1.56
S_S2_Ea_077_v1v9_946	2.1.1.195
S_S2_Ea_077_v1v9_947	2.1.1.130
S_S2_Ea_077_v1v9_948	2.1.1.271
S_S2_Ea_077_v1v9_949	2.1.1.133
S_S2_Ea_077_v1v9_950	3.7.1.12
S_S2_Ea_077_v1v9_951	2.1.1.131
S_S2_Ea_077_v1v9_952	1.3.1.54
S_S2_Ea_077_v1v9_953	1.3.1.106
S_S2_Ea_077_v1v9_954	1.2.1.79
S_S2_Ea_077_v1v9_955	1.2.1.3
S_S2_Ea_077_v1v9_956	1.2.1.20
S_S2_Ea_077_v1v9_957	1.2.1.16
S_S2_Ea_077_v1v9_958	3.6.3.15
S_S2_Ea_077_v1v9_959	2.1.1.170
S_S2_Ea_077_v1v9_960	2.3.1.204
S_S2_Ea_077_v1v9_961	3.6.1.7
S_S2_Ea_077_v1v9_962	2.7.2.1
S_S2_Ea_077_v1v9_963	2.7.2.1
S_S2_Ea_077_v1v9_964	2.4.1.337
S_S2_Ea_077_v1v9_965	2.7.1.207
S_S2_Ea_077_v1v9_966	2.7.1.207
S_S2_Ea_077_v1v9_967	2.7.1.207
S_S2_Ea_077_v1v9_968	2.7.1.200
S_S2_Ea_077_v1v9_969	2.7.1.200
S_S2_Ea_077_v1v9_970	2.7.1.200
S_S2_Ea_077_v1v9_971	2.7.1.200
S_S2_Ea_077_v1v9_972	2.7.1.200
S_S2_Ea_077_v1v9_973	2.7.1.200
S_S2_Ea_077_v1v9_974	2.7.1.200
S_S2_Ea_077_v1v9_975	2.7.1.200
S_S2_Ea_077_v1v9_976	2.7.1.200
S_S2_Ea_077_v1v9_977	2.7.1.200
S_S2_Ea_077_v1v9_978	2.7.1.200
S_S2_Ea_077_v1v9_979	2.7.1.200
S_S2_Ea_077_v1v9_980	2.7.1.200
S_S2_Ea_077_v1v9_981	2.7.1.200
S_S2_Ea_077_v1v9_982	2.7.1.200
S_S2_Ea_077_v1v9_983	2.7.1.200
S_S2_Ea_077_v1v9_984	2.7.1.200
S_S2_Ea_077_v1v9_985	2.7.1.200
S_S2_Ea_077_v1v9_986	5.3.1.26
S_S2_Ea_077_v1v9_987	5.3.1.26
S_S2_Ea_077_v1v9_988	5.3.1.26
S_S2_Ea_077_v1v9_989	2.7.1.144
S_S2_Ea_077_v1v9_990	2.7.1.144
S_S2_Ea_077_v1v9_991	3.5.3.6
S_S2_Ea_077_v1v9_992	2.7.4.28
S_S2_Ea_077_v1v9_993	2.7.4.28
S_S2_Ea_077_v1v9_994	2.7.11.33
S_S2_Ea_077_v1v9_995	2.7.11.33
S_S2_Ea_077_v1v9_996	2.7.7.23
S_S2_Ea_077_v1v9_997	2.3.1.157
S_S2_Ea_077_v1v9_998	2.1.1.74
S_S2_Ea_077_v1v9_999	2.7.1.107
S_S2_Ea_077_v1v9_1000	2.7.1.107
S_S2_Ea_077_v1v9_1001	4.1.2.22
S_S2_Ea_077_v1v9_1002	4.1.2.22
S_S2_Ea_077_v1v9_1003	4.1.2.9
S_S2_Ea_077_v1v9_1004	4.1.2.9
S_S2_Ea_077_v1v9_1005	5.4.2.11
S_S2_Ea_077_v1v9_1006	5.4.2.11
S_S2_Ea_077_v1v9_1007	2.7.8.35
S_S2_Ea_077_v1v9_1008	2.7.8.33
S_S2_Ea_077_v1v9_1009	2.7.1.39
S_S2_Ea_077_v1v9_1010	3.6.3.4
S_S2_Ea_077_v1v9_1011	2.3.1.117
S_S2_Ea_077_v1v9_1012	6.3.1.12
S_S2_Ea_077_v1v9_1013	4.1.2.40
S_S2_Ea_077_v1v9_1014	4.1.2.40
S_S2_Ea_077_v1v9_1015	4.1.2.40
S_S2_Ea_077_v1v9_1016	4.1.2.40
S_S2_Ea_077_v1v9_1017	4.1.2.40
S_S2_Ea_077_v1v9_1018	2.1.1.187
S_S2_Ea_077_v1v9_1019	2.1.3.6
S_S2_Ea_077_v1v9_1020	5.3.3.2
S_S2_Ea_077_v1v9_1021	2.3.2.3
S_S2_Ea_077_v1v9_1022	2.3.2.3
S_S2_Ea_077_v1v9_1023	5.4.99.29
S_S2_Ea_077_v1v9_1024	5.4.99.29
S_S2_Ea_077_v1v9_1025	5.4.99.28
S_S2_Ea_077_v1v9_1026	5.4.99.28
S_S2_Ea_077_v1v9_1027	1.3.98.1
S_S2_Ea_077_v1v9_1028	6.1.1.13
S_S2_Ea_077_v1v9_1029	6.1.1.13
S_S2_Ea_077_v1v9_1030	1.11.1.9
S_S2_Ea_077_v1v9_1031	1.13.11.2
S_S2_Ea_077_v1v9_1032	1.13.11.2
S_S2_Ea_077_v1v9_1033	4.1.2.29
S_S2_Ea_077_v1v9_1034	3.2.1.85
S_S2_Ea_077_v1v9_1035	4.1.1.101
S_S2_Ea_077_v1v9_1036	1.8.1.7
S_S2_Ea_077_v1v9_1037	1.8.1.7
S_S2_Ea_077_v1v9_1038	1.8.1.7
S_S2_Ea_077_v1v9_1039	2.1.1.35
S_S2_Ea_077_v1v9_1040	2.1.1.104
S_S2_Ea_077_v1v9_1041	1.8.4.14
S_S2_Ea_077_v1v9_1042	2.3.1.89
S_S2_Ea_077_v1v9_1043	3.2.1.17
S_S2_Ea_077_v1v9_1044	3.2.1.96
S_S2_Ea_077_v1v9_1045	2.7.8.20
S_S2_Ea_077_v1v9_1046	2.7.8.20
S_S2_Ea_077_v1v9_1047	2.7.8.20
S_S2_Ea_077_v1v9_1048	2.7.8.20
S_S2_Ea_077_v1v9_1049	6.3.4.18
S_S2_Ea_077_v1v9_1050	3.4.11.7
S_S2_Ea_077_v1v9_1051	2.4.1.208
S_S2_Ea_077_v1v9_1052	2.3.3.10
S_S2_Ea_077_v1v9_1053	2.3.1.9
S_S2_Ea_077_v1v9_1054	1.1.1.88
S_S2_Ea_077_v1v9_1055	2.7.4.2
S_S2_Ea_077_v1v9_1056	4.1.1.33
S_S2_Ea_077_v1v9_1057	2.7.1.36
S_S2_Ea_077_v1v9_1058	1.4.1.1
S_S2_Ea_077_v1v9_1059	1.4.1.1
S_S2_Ea_077_v1v9_1060	1.4.1.1
S_S2_Ea_077_v1v9_1061	2.7.1.66
S_S2_Ea_077_v1v9_1062	3.1.26.8
S_S2_Ea_077_v1v9_1063	2.4.2.28
S_S2_Ea_077_v1v9_1064	5.3.2.6
S_S2_Ea_077_v1v9_1065	6.3.2.2
S_S2_Ea_077_v1v9_1066	4.1.1.5
S_S2_Ea_077_v1v9_1067	3.4.14.11
S_S2_Ea_077_v1v9_1068	5.1.1.5
S_S2_Ea_077_v1v9_1069	3.6.3.35
S_S2_Ea_077_v1v9_1070	3.1.3.90
S_S2_Ea_077_v1v9_1071	1.11.1.10
