S_NS1_Pm_023_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_299	3.5.1.80-RXN
S_NS1_Pm_023_301	POLYPHOSPHATE-KINASE-RXN
S_NS1_Pm_023_303	3.4.11.18-RXN
S_NS1_Pm_023_304	3.4.11.18-RXN
S_NS1_Pm_023_305	LAUROYLACYLTRAN-RXN
S_NS1_Pm_023_306	NAD-KIN-RXN
S_NS1_Pm_023_307	RXN-14025
S_NS1_Pm_023_307	RXN-14026
S_NS1_Pm_023_307	RXN-7607
S_NS1_Pm_023_307	RXN-7609
S_NS1_Pm_023_307	AMP-DEPHOSPHORYLATION-RXN
S_NS1_Pm_023_307	5-NUCLEOTID-RXN
S_NS1_Pm_023_307	RXN-14227
S_NS1_Pm_023_307	RXN-5841
S_NS1_Pm_023_307	XMPXAN-RXN
S_NS1_Pm_023_308	RXN0-2921
S_NS1_Pm_023_308	FOLYLPOLYGLUTAMATESYNTH-RXN
S_NS1_Pm_023_308	FORMYLTHFGLUSYNTH-RXN
S_NS1_Pm_023_309	DIHYDROFOLATESYNTH-RXN
S_NS1_Pm_023_310	LIPIDADISACCHARIDESYNTH-RXN
S_NS1_Pm_023_311	GLUTDEHYD-RXN
S_NS1_Pm_023_312	GLUTDEHYD-RXN
S_NS1_Pm_023_313	PYRUVFORMLY-RXN
S_NS1_Pm_023_314	PYRUVFORMLY-RXN
S_NS1_Pm_023_315	THYMIDYLATESYN-RXN
S_NS1_Pm_023_316	PRAISOM-RXN
S_NS1_Pm_023_317	PRAISOM-RXN
S_NS1_Pm_023_318	SELENOCYSTEINE-LYASE-RXN
S_NS1_Pm_023_319	RXN-16391
S_NS1_Pm_023_319	METHYLMALONYL-COA-EPIM-RXN
S_NS1_Pm_023_321	ALDOSE1EPIM-RXN
S_NS1_Pm_023_321	ALDOSE-1-EPIMERASE-RXN
S_NS1_Pm_023_322	ALDOSE1EPIM-RXN
S_NS1_Pm_023_322	ALDOSE-1-EPIMERASE-RXN
S_NS1_Pm_023_323	RXN-12002
S_NS1_Pm_023_324	GAPOXNPHOSPHN-RXN
S_NS1_Pm_023_325	RXN1G-94
S_NS1_Pm_023_325	RXN1G-1015
S_NS1_Pm_023_325	RXN1G-202
S_NS1_Pm_023_325	RXN1G-883
S_NS1_Pm_023_325	RXN1G-660
S_NS1_Pm_023_325	RXN1G-374
S_NS1_Pm_023_325	RXN1G-334
S_NS1_Pm_023_325	RXN-8391
S_NS1_Pm_023_325	RXN1G-582
S_NS1_Pm_023_325	RXN1G-580
S_NS1_Pm_023_325	RXN1G-89
S_NS1_Pm_023_325	2.3.1.179-RXN
S_NS1_Pm_023_325	RXN1G-1212
S_NS1_Pm_023_325	RXN1G-424
S_NS1_Pm_023_325	RXN1G-818
S_NS1_Pm_023_325	RXN1G-79
S_NS1_Pm_023_325	RXN1G-172
S_NS1_Pm_023_325	RXN1G-557
S_NS1_Pm_023_325	RXN1G-32
S_NS1_Pm_023_326	3.2.1.50-RXN
S_NS1_Pm_023_327	3.2.1.50-RXN
S_NS1_Pm_023_328	2.7.7.60-RXN
S_NS1_Pm_023_329	TRYPTOPHAN--TRNA-LIGASE-RXN
S_NS1_Pm_023_330	FRUCTOKINASE-RXN
S_NS1_Pm_023_331	FRUCTOKINASE-RXN
S_NS1_Pm_023_332	FRUCTOKINASE-RXN
S_NS1_Pm_023_333	AKBLIG-RXN
S_NS1_Pm_023_334	AKBLIG-RXN
S_NS1_Pm_023_335	AKBLIG-RXN
S_NS1_Pm_023_336	RXN-14517
S_NS1_Pm_023_336	RXN-12458
S_NS1_Pm_023_337	RXN-982
S_NS1_Pm_023_338	RXN-982
S_NS1_Pm_023_339	RXN-14285
S_NS1_Pm_023_339	RXN-14284
S_NS1_Pm_023_339	RXN-14286
S_NS1_Pm_023_339	RXN-14353
S_NS1_Pm_023_339	RXN-9025
S_NS1_Pm_023_339	RXN0-5182
S_NS1_Pm_023_339	RXN0-5184
S_NS1_Pm_023_339	GLYCOPHOSPHORYL-RXN
S_NS1_Pm_023_339	RXN-12171
S_NS1_Pm_023_339	GLYMALTOPHOSPHORYL-RXN
S_NS1_Pm_023_339	RXN-1826
S_NS1_Pm_023_339	RXN-12392
S_NS1_Pm_023_340	RXN-14285
S_NS1_Pm_023_340	RXN-14284
S_NS1_Pm_023_340	RXN-14286
S_NS1_Pm_023_340	RXN-14353
S_NS1_Pm_023_340	RXN-9025
S_NS1_Pm_023_340	RXN0-5182
S_NS1_Pm_023_340	RXN0-5184
S_NS1_Pm_023_340	GLYCOPHOSPHORYL-RXN
S_NS1_Pm_023_340	RXN-12171
S_NS1_Pm_023_340	GLYMALTOPHOSPHORYL-RXN
S_NS1_Pm_023_340	RXN-1826
S_NS1_Pm_023_340	RXN-12392
S_NS1_Pm_023_341	3.6.3.8-RXN
S_NS1_Pm_023_342	3.6.3.8-RXN
S_NS1_Pm_023_343	PRTRANS-RXN
S_NS1_Pm_023_344	DTDPGLUCDEHYDRAT-RXN
S_NS1_Pm_023_345	DTDPGLUCOSEPP-RXN
S_NS1_Pm_023_346	BIOTINLIG-RXN
S_NS1_Pm_023_347	RXN1G-4355
S_NS1_Pm_023_347	PROPIONYL-COA-CARBOXY-RXN
S_NS1_Pm_023_348	RXN1G-4355
S_NS1_Pm_023_348	PROPIONYL-COA-CARBOXY-RXN
S_NS1_Pm_023_349	HISTIDINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_350	RXN-13158
S_NS1_Pm_023_350	RXN-14986
S_NS1_Pm_023_351	PHOSGLYPHOS-RXN
S_NS1_Pm_023_352	H2PTEROATESYNTH-RXN
S_NS1_Pm_023_353	ADENYLOSUCCINATE-SYNTHASE-RXN
S_NS1_Pm_023_354	GART-RXN
S_NS1_Pm_023_355	GART-RXN
S_NS1_Pm_023_356	RXN66-542
S_NS1_Pm_023_356	RXN-14903
S_NS1_Pm_023_356	RXN0-7008
S_NS1_Pm_023_357	RXN-14116
S_NS1_Pm_023_358	NMNAMIDOHYDRO-RXN
S_NS1_Pm_023_359	RXN-14207
S_NS1_Pm_023_359	PEPDEPHOS-RXN
S_NS1_Pm_023_359	RXN-14117
S_NS1_Pm_023_359	RXN-14192
S_NS1_Pm_023_360	GCVT-RXN
S_NS1_Pm_023_361	GCVP-RXN
S_NS1_Pm_023_362	RXN-15878
S_NS1_Pm_023_363	RXN0-882
S_NS1_Pm_023_364	PHOSPHASERSYN-RXN
S_NS1_Pm_023_365	RXN-12460
S_NS1_Pm_023_365	AMINOCYL-TRNA-HYDROLASE-RXN
S_NS1_Pm_023_365	RXN-16637
S_NS1_Pm_023_366	ALANINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_367	RXN-11633
S_NS1_Pm_023_368	AIRS-RXN
S_NS1_Pm_023_369	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_370	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_371	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_372	P-PANTOCYSDECARB-RXN
S_NS1_Pm_023_373	P-PANTOCYSLIG-RXN
S_NS1_Pm_023_375	RXN-11327
S_NS1_Pm_023_375	RXN-11326
S_NS1_Pm_023_376	RXN-11323
S_NS1_Pm_023_377	KDOTRANS2-RXN
S_NS1_Pm_023_378	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN
S_NS1_Pm_023_379	HISTIDPHOS-RXN
S_NS1_Pm_023_380	HISTIDPHOS-RXN
S_NS1_Pm_023_381	4.2.3.12-RXN
S_NS1_Pm_023_382	GUANYL-KIN-RXN
S_NS1_Pm_023_383	2.3.1.180-RXN
S_NS1_Pm_023_384	2.3.1.180-RXN
S_NS1_Pm_023_385	DXPREDISOM-RXN
S_NS1_Pm_023_386	PANTEPADENYLYLTRAN-RXN
S_NS1_Pm_023_387	RXN-11475
S_NS1_Pm_023_388	2.7.7.39-RXN
S_NS1_Pm_023_389	RXN-11047
S_NS1_Pm_023_389	RXN-9217
S_NS1_Pm_023_389	DMK-RXN
S_NS1_Pm_023_389	RXN-9358
S_NS1_Pm_023_389	RXN-9359
S_NS1_Pm_023_389	RXN-9204
S_NS1_Pm_023_389	RXN-9190
S_NS1_Pm_023_389	RXN-9360
S_NS1_Pm_023_389	RXN-9365
S_NS1_Pm_023_390	QUINOLINATE-SYNTHA-RXN
S_NS1_Pm_023_391	RXN0-5462
S_NS1_Pm_023_392	RXN0-5507
S_NS1_Pm_023_393	SERINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_393	RXN0-2161
S_NS1_Pm_023_394	FUMHYDR-RXN
S_NS1_Pm_023_395	O-SUCCINYLBENZOATE-COA-LIG-RXN
S_NS1_Pm_023_395	RXN-7614
S_NS1_Pm_023_396	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_397	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_398	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_399	RXN-14014
S_NS1_Pm_023_400	RXN-15733
S_NS1_Pm_023_400	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS1_Pm_023_401	RXN-15733
S_NS1_Pm_023_401	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS1_Pm_023_402	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_NS1_Pm_023_402	RXN-15635
S_NS1_Pm_023_403	THREONINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_404	RXN-14712
S_NS1_Pm_023_404	RXN-15521
S_NS1_Pm_023_404	2.4.1.129-RXN
S_NS1_Pm_023_404	RXN-11350
S_NS1_Pm_023_404	RXN-11291
S_NS1_Pm_023_404	RXN-16650
S_NS1_Pm_023_404	RXN-11348
S_NS1_Pm_023_405	RXN-14712
S_NS1_Pm_023_405	RXN-15521
S_NS1_Pm_023_405	2.4.1.129-RXN
S_NS1_Pm_023_405	RXN-11350
S_NS1_Pm_023_405	RXN-11291
S_NS1_Pm_023_405	RXN-16650
S_NS1_Pm_023_405	RXN-11348
S_NS1_Pm_023_406	RXN-14712
S_NS1_Pm_023_406	RXN-15521
S_NS1_Pm_023_406	2.4.1.129-RXN
S_NS1_Pm_023_406	RXN-11350
S_NS1_Pm_023_406	RXN-11291
S_NS1_Pm_023_406	RXN-16650
S_NS1_Pm_023_406	RXN-11348
S_NS1_Pm_023_407	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS1_Pm_023_408	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS1_Pm_023_409	KDOTRANS-RXN
S_NS1_Pm_023_410	GLYC3PDEHYDROGBIOSYN-RXN
S_NS1_Pm_023_411	LYSINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_412	GMP-SYN-GLUT-RXN
S_NS1_Pm_023_413	GMP-SYN-GLUT-RXN
S_NS1_Pm_023_414	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_NS1_Pm_023_414	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_NS1_Pm_023_414	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_NS1_Pm_023_415	F16ALDOLASE-RXN
S_NS1_Pm_023_415	RXN-8631
S_NS1_Pm_023_416	F16ALDOLASE-RXN
S_NS1_Pm_023_416	RXN-8631
S_NS1_Pm_023_417	F16ALDOLASE-RXN
S_NS1_Pm_023_417	RXN-8631
S_NS1_Pm_023_418	DIAMINOPIMDECARB-RXN
S_NS1_Pm_023_419	RXN0-1342
S_NS1_Pm_023_420	RXN0-1342
S_NS1_Pm_023_421	RXN0-6575
S_NS1_Pm_023_422	PGLYCDEHYDROG-RXN
S_NS1_Pm_023_424	ASPARAGINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_425	IMP-DEHYDROG-RXN
S_NS1_Pm_023_426	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_NS1_Pm_023_427	PYRUFLAVREDUCT-RXN
S_NS1_Pm_023_427	2-OXOBUTYRATE-SYNTHASE-RXN
S_NS1_Pm_023_428	ASPDECARBOX-RXN
S_NS1_Pm_023_429	FADSYN-RXN
S_NS1_Pm_023_430	RIBOFLAVINKIN-RXN
S_NS1_Pm_023_431	RXN-11839
S_NS1_Pm_023_432	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS1_Pm_023_433	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS1_Pm_023_435	3.1.22.4-RXN
S_NS1_Pm_023_436	RXN-1961
S_NS1_Pm_023_437	PHOSACETYLTRANS-RXN
S_NS1_Pm_023_438	RXN-13179
S_NS1_Pm_023_439	IMIDPHOSDEHYD-RXN
S_NS1_Pm_023_440	PRPPSYN-RXN
S_NS1_Pm_023_441	RIBOFLAVINSYNDEAM-RXN
S_NS1_Pm_023_442	RIBOFLAVINSYNREDUC-RXN
S_NS1_Pm_023_443	2.7.7.15-RXN
S_NS1_Pm_023_444	ORNITHINE-CYCLODEAMINASE-RXN
S_NS1_Pm_023_445	4.1.1.81-RXN
S_NS1_Pm_023_446	HISTAMINOTRANS-RXN
S_NS1_Pm_023_447	RXN-7669
S_NS1_Pm_023_447	GLYCOGEN-BRANCH-RXN
S_NS1_Pm_023_447	RXN-7710
S_NS1_Pm_023_447	RXN-14371
S_NS1_Pm_023_447	RXN-14372
S_NS1_Pm_023_448	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_NS1_Pm_023_449	GLYCINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_450	UGD-RXN
S_NS1_Pm_023_451	UGD-RXN
S_NS1_Pm_023_452	MALATE-DEH-RXN
S_NS1_Pm_023_453	MALATE-DEH-RXN
S_NS1_Pm_023_454	RXN-15006
S_NS1_Pm_023_454	N-ACETYLGLUTPREDUCT-RXN
S_NS1_Pm_023_455	PRIBFAICARPISOM-RXN
S_NS1_Pm_023_456	RXN-11598
S_NS1_Pm_023_457	DIHYDROFOLATEREDUCT-RXN
S_NS1_Pm_023_458	SHIKIMATE-KINASE-RXN
S_NS1_Pm_023_459	RXN-16076
S_NS1_Pm_023_459	RXN-16077
S_NS1_Pm_023_459	RXN-16032
S_NS1_Pm_023_459	RXN-16118
S_NS1_Pm_023_459	RXN-15043
S_NS1_Pm_023_459	RXN0-6705
S_NS1_Pm_023_459	RXN-16067
S_NS1_Pm_023_459	RXN-16066
S_NS1_Pm_023_459	RXN-16025
S_NS1_Pm_023_459	RXN0-5514
S_NS1_Pm_023_459	RXN-1623
S_NS1_Pm_023_459	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_NS1_Pm_023_460	3.1.26.3-RXN
S_NS1_Pm_023_461	RXN-11637
S_NS1_Pm_023_462	RXN-11637
S_NS1_Pm_023_463	HISTCYCLOHYD-RXN
S_NS1_Pm_023_464	RXN-15294
S_NS1_Pm_023_465	RXN-15294
S_NS1_Pm_023_466	RXN-15294
S_NS1_Pm_023_467	NAD-SYNTH-GLN-RXN
S_NS1_Pm_023_468	RXN-8001
S_NS1_Pm_023_469	RXN-14569
S_NS1_Pm_023_470	RXN0-1321
S_NS1_Pm_023_470	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_NS1_Pm_023_471	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_NS1_Pm_023_472	VALINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_473	3PGAREARR-RXN
S_NS1_Pm_023_474	3PGAREARR-RXN
S_NS1_Pm_023_475	3PGAREARR-RXN
S_NS1_Pm_023_476	DXS-RXN
S_NS1_Pm_023_477	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_478	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_479	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_480	PREPHENATEDEHYDROG-RXN
S_NS1_Pm_023_481	DCMP-DEAMINASE-RXN
S_NS1_Pm_023_482	NAPHTHOATE-SYN-RXN
S_NS1_Pm_023_483	RXN-7913
S_NS1_Pm_023_483	RXN-11832
S_NS1_Pm_023_484	THI-P-KIN-RXN
S_NS1_Pm_023_485	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_486	R345-RXN
S_NS1_Pm_023_487	COBALAMINSYN-RXN
S_NS1_Pm_023_487	COBALAMIN5PSYN-RXN
S_NS1_Pm_023_488	DARAB5PISOM-RXN
S_NS1_Pm_023_489	DMBPPRIBOSYLTRANS-RXN
S_NS1_Pm_023_490	RXN-6261
S_NS1_Pm_023_490	6.3.1.10-RXN
S_NS1_Pm_023_491	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_492	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_493	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_494	GLUTSEMIALDEHYDROG-RXN
S_NS1_Pm_023_495	GLUTKIN-RXN
S_NS1_Pm_023_496	2TRANSKETO-RXN
S_NS1_Pm_023_496	1TRANSKETO-RXN
S_NS1_Pm_023_497	SAICARSYN-RXN
S_NS1_Pm_023_498	S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN
S_NS1_Pm_023_499	4.2.99.18-RXN
S_NS1_Pm_023_499	RXN0-2601
S_NS1_Pm_023_500	RXN-10035
S_NS1_Pm_023_501	ARGSUCCINSYN-RXN
S_NS1_Pm_023_501	RXN-10
S_NS1_Pm_023_502	1.8.1.4-RXN
S_NS1_Pm_023_502	RXN0-1132
S_NS1_Pm_023_502	RXN-7719
S_NS1_Pm_023_502	RXN-8629
S_NS1_Pm_023_502	RXN-7716
S_NS1_Pm_023_503	1.8.1.4-RXN
S_NS1_Pm_023_503	RXN0-1132
S_NS1_Pm_023_503	RXN-7719
S_NS1_Pm_023_503	RXN-8629
S_NS1_Pm_023_503	RXN-7716
S_NS1_Pm_023_504	TRIOSEPISOMERIZATION-RXN
S_NS1_Pm_023_505	RXN0-1147
S_NS1_Pm_023_506	TETRAACYLDISACC4KIN-RXN
S_NS1_Pm_023_507	GLUTDECARBOX-RXN
S_NS1_Pm_023_508	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_NS1_Pm_023_509	AMPSYN-RXN
S_NS1_Pm_023_509	AICARSYN-RXN
S_NS1_Pm_023_510	SHIKIMATE-5-DEHYDROGENASE-RXN
S_NS1_Pm_023_511	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_NS1_Pm_023_511	RXN0-748
S_NS1_Pm_023_511	RXN0-747
S_NS1_Pm_023_511	GDPREDUCT-RXN
S_NS1_Pm_023_511	ADPREDUCT-RXN
S_NS1_Pm_023_511	RXN0-722
S_NS1_Pm_023_511	CDPREDUCT-RXN
S_NS1_Pm_023_511	UDPREDUCT-RXN
S_NS1_Pm_023_511	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_NS1_Pm_023_512	1.6.4.4-RXN
S_NS1_Pm_023_513	ASPARTATEKIN-RXN
S_NS1_Pm_023_514	ASPARTATEKIN-RXN
S_NS1_Pm_023_515	ASPARTATEKIN-RXN
S_NS1_Pm_023_516	HOMOSERDEHYDROG-RXN
S_NS1_Pm_023_517	HOMOCYSMETB12-RXN
S_NS1_Pm_023_518	PABASYN-RXN
S_NS1_Pm_023_519	PABASYN-RXN
S_NS1_Pm_023_520	ISOCHORSYN-RXN
S_NS1_Pm_023_521	R381-RXN
S_NS1_Pm_023_521	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN
S_NS1_Pm_023_521	RXN-16006
S_NS1_Pm_023_522	ACNEULY-RXN
S_NS1_Pm_023_522	RXN-15313
S_NS1_Pm_023_523	ACNEULY-RXN
S_NS1_Pm_023_523	RXN-15313
S_NS1_Pm_023_524	3.4.11.4-RXN
S_NS1_Pm_023_525	ISOCITDEH-RXN
S_NS1_Pm_023_526	2.7.7.8-RXN
S_NS1_Pm_023_527	GUANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_527	HYPOXANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_528	RXN-9382
S_NS1_Pm_023_529	RXN-12093
S_NS1_Pm_023_530	RXN-9655
S_NS1_Pm_023_530	RXN-10061
S_NS1_Pm_023_530	RXN1G-760
S_NS1_Pm_023_530	RXN-10656
S_NS1_Pm_023_530	RXN1G-220
S_NS1_Pm_023_530	RXN-9537
S_NS1_Pm_023_530	RXN-9533
S_NS1_Pm_023_530	RXN-9557
S_NS1_Pm_023_530	4.2.1.61-RXN
S_NS1_Pm_023_530	RXN1G-884
S_NS1_Pm_023_530	RXN1G-648
S_NS1_Pm_023_530	RXN1G-645
S_NS1_Pm_023_530	RXN-16623
S_NS1_Pm_023_530	RXN1G-355
S_NS1_Pm_023_530	RXN1G-377
S_NS1_Pm_023_530	RXN1G-27
S_NS1_Pm_023_530	4.2.1.59-RXN
S_NS1_Pm_023_530	RXN1G-214
S_NS1_Pm_023_530	RXN1G-294
S_NS1_Pm_023_530	RXN-11481
S_NS1_Pm_023_530	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_NS1_Pm_023_530	RXN1G-279
S_NS1_Pm_023_530	RXN1G-1004
S_NS1_Pm_023_530	RXN1G-912
S_NS1_Pm_023_530	RXN-10660
S_NS1_Pm_023_530	RXN-16627
S_NS1_Pm_023_530	RXN-9520
S_NS1_Pm_023_530	RXN1G-266
S_NS1_Pm_023_530	RXN1G-1081
S_NS1_Pm_023_530	RXN1G-1084
S_NS1_Pm_023_530	RXN1G-420
S_NS1_Pm_023_530	RXN1G-425
S_NS1_Pm_023_530	RXN1G-1278
S_NS1_Pm_023_530	RXN0-2144
S_NS1_Pm_023_530	RXN1G-440
S_NS1_Pm_023_530	RXN1G-127
S_NS1_Pm_023_530	RXN1G-464
S_NS1_Pm_023_530	RXN-16631
S_NS1_Pm_023_530	RXN-16619
S_NS1_Pm_023_530	RXN1G-363
S_NS1_Pm_023_530	RXN1G-554
S_NS1_Pm_023_530	RXN1G-309
S_NS1_Pm_023_530	RXN1G-308
S_NS1_Pm_023_530	RXN1G-320
S_NS1_Pm_023_530	RXN1G-188
S_NS1_Pm_023_530	RXN1G-517
S_NS1_Pm_023_530	RXN-11477
S_NS1_Pm_023_530	4.2.1.58-RXN
S_NS1_Pm_023_530	RXN-9634
S_NS1_Pm_023_532	RXN0-4022
S_NS1_Pm_023_533	GLURS-RXN
S_NS1_Pm_023_534	CHORISMATE-SYNTHASE-RXN
S_NS1_Pm_023_535	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_NS1_Pm_023_536	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_NS1_Pm_023_537	PGLUCISOM-RXN
S_NS1_Pm_023_537	RXN-6182
S_NS1_Pm_023_537	RXN-13720
S_NS1_Pm_023_538	RXN66-546
S_NS1_Pm_023_538	PYRROLINECARBREDUCT-RXN
S_NS1_Pm_023_539	DGTPTRIPHYDRO-RXN
S_NS1_Pm_023_540	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_NS1_Pm_023_541	NICONUCADENYLYLTRAN-RXN
S_NS1_Pm_023_542	DETHIOBIOTIN-SYN-RXN
S_NS1_Pm_023_543	PANTOATE-BETA-ALANINE-LIG-RXN
S_NS1_Pm_023_544	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
S_NS1_Pm_023_545	2-DEHYDROPANTOATE-REDUCT-RXN
S_NS1_Pm_023_546	FORMATETHFLIG-RXN
S_NS1_Pm_023_547	GLYRIBONUCSYN-RXN
S_NS1_Pm_023_548	GLUTAMINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_549	DIOHBUTANONEPSYN-RXN
S_NS1_Pm_023_550	GTP-CYCLOHYDRO-II-RXN
S_NS1_Pm_023_551	LUMAZINESYN-RXN
S_NS1_Pm_023_552	RXN-11586
S_NS1_Pm_023_553	RXN0-5189
S_NS1_Pm_023_554	RXN-9939
S_NS1_Pm_023_554	SPERMACTRAN-RXN
S_NS1_Pm_023_554	DIAMACTRANS-RXN
S_NS1_Pm_023_554	RXN-0
S_NS1_Pm_023_555	DAPASYN-RXN
S_NS1_Pm_023_556	2.8.1.6-RXN
S_NS1_Pm_023_557	RXN-11601
S_NS1_Pm_023_558	RIBOFLAVIN-SYN-RXN
S_NS1_Pm_023_559	PROLINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_560	RXN-14992
S_NS1_Pm_023_561	DIAMINOPIMEPIM-RXN
S_NS1_Pm_023_562	RXN3O-54
S_NS1_Pm_023_562	RXN-9235
S_NS1_Pm_023_562	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_NS1_Pm_023_562	RXN-9242
S_NS1_Pm_023_562	RXN-9227
S_NS1_Pm_023_562	RXN-11754
S_NS1_Pm_023_563	RXN-11046
S_NS1_Pm_023_563	RXN-9205
S_NS1_Pm_023_563	RXN-14177
S_NS1_Pm_023_563	RXN-9220
S_NS1_Pm_023_563	RXN-9191
S_NS1_Pm_023_563	RXN-9363
S_NS1_Pm_023_563	RXN-9362
S_NS1_Pm_023_563	RXN-9361
S_NS1_Pm_023_563	RXN-9366
S_NS1_Pm_023_563	ADOMET-DMK-METHYLTRANSFER-RXN
S_NS1_Pm_023_564	ARGSUCCINLYA-RXN
S_NS1_Pm_023_564	RXN-22
S_NS1_Pm_023_565	RXN-14354
S_NS1_Pm_023_565	RXN-14261
S_NS1_Pm_023_565	RXN-14260
S_NS1_Pm_023_565	AMYLOMALT-RXN
S_NS1_Pm_023_565	RXN-9023
S_NS1_Pm_023_565	RXN-12193
S_NS1_Pm_023_565	RXN-1828
S_NS1_Pm_023_565	RXN-12391
S_NS1_Pm_023_566	3.1.21.2-RXN
S_NS1_Pm_023_567	RXN0-5063
S_NS1_Pm_023_568	RXN0-6366
S_NS1_Pm_023_569	CYSTEINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_570	3.4.21.102-RXN
S_NS1_Pm_023_571	3.4.21.102-RXN
S_NS1_Pm_023_572	3.4.21.102-RXN
S_NS1_Pm_023_573	RXN-8748
S_NS1_Pm_023_573	ALKAPHOSPHA-RXN
S_NS1_Pm_023_574	RXN-8748
S_NS1_Pm_023_574	ALKAPHOSPHA-RXN
S_NS1_Pm_023_575	SUCCINYLDIAMINOPIMTRANS-RXN
S_NS1_Pm_023_576	RXN-15007
S_NS1_Pm_023_576	ACETYLORNTRANSAM-RXN
S_NS1_Pm_023_577	RXN0-5515
S_NS1_Pm_023_577	CDPDIGLYSYN-RXN
S_NS1_Pm_023_578	RXN0-6710
S_NS1_Pm_023_579	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
S_NS1_Pm_023_580	VALINE-PYRUVATE-AMINOTRANSFER-RXN
S_NS1_Pm_023_581	PHOSPHAGLYPSYN-RXN
S_NS1_Pm_023_582	DNA-LIGASE-NAD+-RXN
S_NS1_Pm_023_583	PREPHENATEDEHYDRAT-RXN
S_NS1_Pm_023_584	CITSYN-RXN
S_NS1_Pm_023_585	2.5.1.19-RXN
S_NS1_Pm_023_586	THREONINE-ALDOLASE-RXN
S_NS1_Pm_023_586	LTAA-RXN
S_NS1_Pm_023_587	ACETOOHBUTREDUCTOISOM-RXN
S_NS1_Pm_023_587	ACETOLACTREDUCTOISOM-RXN
S_NS1_Pm_023_588	RXN-11737
S_NS1_Pm_023_588	ASPAMINOTRANS-RXN
S_NS1_Pm_023_588	RXN-13697
S_NS1_Pm_023_588	RXN-10814
S_NS1_Pm_023_589	RXN-11737
S_NS1_Pm_023_589	ASPAMINOTRANS-RXN
S_NS1_Pm_023_589	RXN-13697
S_NS1_Pm_023_589	RXN-10814
S_NS1_Pm_023_590	RXN-8999
S_NS1_Pm_023_591	2.7.1.148-RXN
S_NS1_Pm_023_592	RXN-15005
S_NS1_Pm_023_592	ACETYLGLUTKIN-RXN
