S_NS6_Pm_056_1	NADH-DEHYDROG-A-RXN
S_NS6_Pm_056_299	3.4.23.36-RXN
S_NS6_Pm_056_300	ISOLEUCINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_301	BETA-LACTAMASE-RXN
S_NS6_Pm_056_302	PANTOTHENATE-KIN-RXN
S_NS6_Pm_056_303	PANTOTHENATE-KIN-RXN
S_NS6_Pm_056_304	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
S_NS6_Pm_056_305	GALACTOKIN-RXN
S_NS6_Pm_056_306	3.1.11.2-RXN
S_NS6_Pm_056_307	NAG6PDEACET-RXN
S_NS6_Pm_056_307	3.5.1.80-RXN
S_NS6_Pm_056_308	NAG6PDEACET-RXN
S_NS6_Pm_056_308	3.5.1.80-RXN
S_NS6_Pm_056_310	POLYPHOSPHATE-KINASE-RXN
S_NS6_Pm_056_311	EXOPOLYPHOSPHATASE-RXN
S_NS6_Pm_056_313	3.4.11.18-RXN
S_NS6_Pm_056_314	3.4.11.18-RXN
S_NS6_Pm_056_315	LAUROYLACYLTRAN-RXN
S_NS6_Pm_056_316	NAD-KIN-RXN
S_NS6_Pm_056_317	RXN-14025
S_NS6_Pm_056_317	RXN-14026
S_NS6_Pm_056_317	RXN-7607
S_NS6_Pm_056_317	RXN-7609
S_NS6_Pm_056_317	AMP-DEPHOSPHORYLATION-RXN
S_NS6_Pm_056_317	5-NUCLEOTID-RXN
S_NS6_Pm_056_317	RXN-14227
S_NS6_Pm_056_317	RXN-5841
S_NS6_Pm_056_317	XMPXAN-RXN
S_NS6_Pm_056_318	RXN0-2921
S_NS6_Pm_056_318	FOLYLPOLYGLUTAMATESYNTH-RXN
S_NS6_Pm_056_318	FORMYLTHFGLUSYNTH-RXN
S_NS6_Pm_056_319	DIHYDROFOLATESYNTH-RXN
S_NS6_Pm_056_320	LIPIDADISACCHARIDESYNTH-RXN
S_NS6_Pm_056_321	GLUTDEHYD-RXN
S_NS6_Pm_056_322	GLUTDEHYD-RXN
S_NS6_Pm_056_323	PYRUVFORMLY-RXN
S_NS6_Pm_056_324	PYRUVFORMLY-RXN
S_NS6_Pm_056_325	THYMIDYLATESYN-RXN
S_NS6_Pm_056_326	THYMIDYLATESYN-RXN
S_NS6_Pm_056_327	PRAISOM-RXN
S_NS6_Pm_056_328	PRAISOM-RXN
S_NS6_Pm_056_329	SELENOCYSTEINE-LYASE-RXN
S_NS6_Pm_056_330	RXN-16391
S_NS6_Pm_056_330	METHYLMALONYL-COA-EPIM-RXN
S_NS6_Pm_056_332	ALDOSE1EPIM-RXN
S_NS6_Pm_056_332	ALDOSE-1-EPIMERASE-RXN
S_NS6_Pm_056_333	ALDOSE1EPIM-RXN
S_NS6_Pm_056_333	ALDOSE-1-EPIMERASE-RXN
S_NS6_Pm_056_334	RXN-12002
S_NS6_Pm_056_335	GAPOXNPHOSPHN-RXN
S_NS6_Pm_056_336	RXN1G-94
S_NS6_Pm_056_336	RXN1G-1015
S_NS6_Pm_056_336	RXN1G-202
S_NS6_Pm_056_336	RXN1G-883
S_NS6_Pm_056_336	RXN1G-660
S_NS6_Pm_056_336	RXN1G-374
S_NS6_Pm_056_336	RXN1G-334
S_NS6_Pm_056_336	RXN-8391
S_NS6_Pm_056_336	RXN1G-582
S_NS6_Pm_056_336	RXN1G-580
S_NS6_Pm_056_336	RXN1G-89
S_NS6_Pm_056_336	2.3.1.179-RXN
S_NS6_Pm_056_336	RXN1G-1212
S_NS6_Pm_056_336	RXN1G-424
S_NS6_Pm_056_336	RXN1G-818
S_NS6_Pm_056_336	RXN1G-79
S_NS6_Pm_056_336	RXN1G-172
S_NS6_Pm_056_336	RXN1G-557
S_NS6_Pm_056_336	RXN1G-32
S_NS6_Pm_056_337	3.2.1.50-RXN
S_NS6_Pm_056_338	3.2.1.50-RXN
S_NS6_Pm_056_339	3.1.21.4-RXN
S_NS6_Pm_056_340	2.7.7.60-RXN
S_NS6_Pm_056_341	TRYPTOPHAN--TRNA-LIGASE-RXN
S_NS6_Pm_056_342	FRUCTOKINASE-RXN
S_NS6_Pm_056_343	FRUCTOKINASE-RXN
S_NS6_Pm_056_344	FRUCTOKINASE-RXN
S_NS6_Pm_056_345	AKBLIG-RXN
S_NS6_Pm_056_346	AKBLIG-RXN
S_NS6_Pm_056_347	AKBLIG-RXN
S_NS6_Pm_056_348	RXN-14517
S_NS6_Pm_056_348	RXN-12458
S_NS6_Pm_056_349	RXN-982
S_NS6_Pm_056_350	RXN-982
S_NS6_Pm_056_351	RXN-14285
S_NS6_Pm_056_351	RXN-14284
S_NS6_Pm_056_351	RXN-14286
S_NS6_Pm_056_351	RXN-14353
S_NS6_Pm_056_351	RXN-9025
S_NS6_Pm_056_351	RXN0-5182
S_NS6_Pm_056_351	RXN0-5184
S_NS6_Pm_056_351	GLYCOPHOSPHORYL-RXN
S_NS6_Pm_056_351	RXN-12171
S_NS6_Pm_056_351	GLYMALTOPHOSPHORYL-RXN
S_NS6_Pm_056_351	RXN-1826
S_NS6_Pm_056_351	RXN-12392
S_NS6_Pm_056_352	RXN-14285
S_NS6_Pm_056_352	RXN-14284
S_NS6_Pm_056_352	RXN-14286
S_NS6_Pm_056_352	RXN-14353
S_NS6_Pm_056_352	RXN-9025
S_NS6_Pm_056_352	RXN0-5182
S_NS6_Pm_056_352	RXN0-5184
S_NS6_Pm_056_352	GLYCOPHOSPHORYL-RXN
S_NS6_Pm_056_352	RXN-12171
S_NS6_Pm_056_352	GLYMALTOPHOSPHORYL-RXN
S_NS6_Pm_056_352	RXN-1826
S_NS6_Pm_056_352	RXN-12392
S_NS6_Pm_056_353	3.6.3.8-RXN
S_NS6_Pm_056_354	PRTRANS-RXN
S_NS6_Pm_056_355	DTDPGLUCDEHYDRAT-RXN
S_NS6_Pm_056_356	DTDPGLUCOSEPP-RXN
S_NS6_Pm_056_357	BIOTINLIG-RXN
S_NS6_Pm_056_358	RXN1G-4355
S_NS6_Pm_056_358	PROPIONYL-COA-CARBOXY-RXN
S_NS6_Pm_056_359	RXN1G-4355
S_NS6_Pm_056_359	PROPIONYL-COA-CARBOXY-RXN
S_NS6_Pm_056_360	HISTIDINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_361	RXN-13158
S_NS6_Pm_056_361	RXN-14986
S_NS6_Pm_056_362	PHOSGLYPHOS-RXN
S_NS6_Pm_056_363	H2PTEROATESYNTH-RXN
S_NS6_Pm_056_364	ADENYLOSUCCINATE-SYNTHASE-RXN
S_NS6_Pm_056_365	GART-RXN
S_NS6_Pm_056_366	GART-RXN
S_NS6_Pm_056_367	RXN66-542
S_NS6_Pm_056_367	RXN-14903
S_NS6_Pm_056_367	RXN0-7008
S_NS6_Pm_056_368	RXN-14116
S_NS6_Pm_056_369	NMNAMIDOHYDRO-RXN
S_NS6_Pm_056_370	RXN-14207
S_NS6_Pm_056_370	PEPDEPHOS-RXN
S_NS6_Pm_056_370	RXN-14117
S_NS6_Pm_056_370	RXN-14192
S_NS6_Pm_056_371	GCVT-RXN
S_NS6_Pm_056_372	GCVP-RXN
S_NS6_Pm_056_373	RXN-15878
S_NS6_Pm_056_374	RXN0-882
S_NS6_Pm_056_375	PHOSPHASERSYN-RXN
S_NS6_Pm_056_376	RXN-12460
S_NS6_Pm_056_376	AMINOCYL-TRNA-HYDROLASE-RXN
S_NS6_Pm_056_376	RXN-16637
S_NS6_Pm_056_377	ALANINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_378	RXN-11633
S_NS6_Pm_056_379	AIRS-RXN
S_NS6_Pm_056_380	PRPPAMIDOTRANS-RXN
S_NS6_Pm_056_381	PRPPAMIDOTRANS-RXN
S_NS6_Pm_056_382	PRPPAMIDOTRANS-RXN
S_NS6_Pm_056_383	P-PANTOCYSDECARB-RXN
S_NS6_Pm_056_384	P-PANTOCYSLIG-RXN
S_NS6_Pm_056_386	RXN-11327
S_NS6_Pm_056_386	RXN-11326
S_NS6_Pm_056_387	RXN-11323
S_NS6_Pm_056_388	KDOTRANS2-RXN
S_NS6_Pm_056_389	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN
S_NS6_Pm_056_390	HISTIDPHOS-RXN
S_NS6_Pm_056_391	HISTIDPHOS-RXN
S_NS6_Pm_056_392	4.2.3.12-RXN
S_NS6_Pm_056_393	GUANYL-KIN-RXN
S_NS6_Pm_056_394	GUANYL-KIN-RXN
S_NS6_Pm_056_395	2.3.1.180-RXN
S_NS6_Pm_056_396	2.3.1.180-RXN
S_NS6_Pm_056_397	DXPREDISOM-RXN
S_NS6_Pm_056_398	PANTEPADENYLYLTRAN-RXN
S_NS6_Pm_056_399	RXN-11475
S_NS6_Pm_056_400	2.7.7.39-RXN
S_NS6_Pm_056_401	RXN-11047
S_NS6_Pm_056_401	RXN-9217
S_NS6_Pm_056_401	DMK-RXN
S_NS6_Pm_056_401	RXN-9358
S_NS6_Pm_056_401	RXN-9359
S_NS6_Pm_056_401	RXN-9204
S_NS6_Pm_056_401	RXN-9190
S_NS6_Pm_056_401	RXN-9360
S_NS6_Pm_056_401	RXN-9365
S_NS6_Pm_056_402	QUINOLINATE-SYNTHA-RXN
S_NS6_Pm_056_403	RXN0-5462
S_NS6_Pm_056_404	RXN0-5507
S_NS6_Pm_056_405	SERINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_405	RXN0-2161
S_NS6_Pm_056_406	FUMHYDR-RXN
S_NS6_Pm_056_407	O-SUCCINYLBENZOATE-COA-LIG-RXN
S_NS6_Pm_056_407	RXN-7614
S_NS6_Pm_056_408	DIHYDRODIPICSYN-RXN
S_NS6_Pm_056_409	DIHYDRODIPICSYN-RXN
S_NS6_Pm_056_410	RXN-14014
S_NS6_Pm_056_411	RXN-15733
S_NS6_Pm_056_411	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS6_Pm_056_412	RXN-15733
S_NS6_Pm_056_412	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS6_Pm_056_413	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_NS6_Pm_056_413	RXN-15635
S_NS6_Pm_056_414	THREONINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_415	RXN-14712
S_NS6_Pm_056_415	RXN-15521
S_NS6_Pm_056_415	2.4.1.129-RXN
S_NS6_Pm_056_415	RXN-11350
S_NS6_Pm_056_415	RXN-11291
S_NS6_Pm_056_415	RXN-16650
S_NS6_Pm_056_415	RXN-11348
S_NS6_Pm_056_416	RXN-14712
S_NS6_Pm_056_416	RXN-15521
S_NS6_Pm_056_416	2.4.1.129-RXN
S_NS6_Pm_056_416	RXN-11350
S_NS6_Pm_056_416	RXN-11291
S_NS6_Pm_056_416	RXN-16650
S_NS6_Pm_056_416	RXN-11348
S_NS6_Pm_056_417	RXN-14712
S_NS6_Pm_056_417	RXN-15521
S_NS6_Pm_056_417	2.4.1.129-RXN
S_NS6_Pm_056_417	RXN-11350
S_NS6_Pm_056_417	RXN-11291
S_NS6_Pm_056_417	RXN-16650
S_NS6_Pm_056_417	RXN-11348
S_NS6_Pm_056_418	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS6_Pm_056_419	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS6_Pm_056_420	KDOTRANS-RXN
S_NS6_Pm_056_421	GLYC3PDEHYDROGBIOSYN-RXN
S_NS6_Pm_056_422	LYSINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_423	GMP-SYN-GLUT-RXN
S_NS6_Pm_056_424	GMP-SYN-GLUT-RXN
S_NS6_Pm_056_425	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_NS6_Pm_056_425	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_NS6_Pm_056_425	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_NS6_Pm_056_426	F16ALDOLASE-RXN
S_NS6_Pm_056_426	RXN-8631
S_NS6_Pm_056_427	F16ALDOLASE-RXN
S_NS6_Pm_056_427	RXN-8631
S_NS6_Pm_056_428	F16ALDOLASE-RXN
S_NS6_Pm_056_428	RXN-8631
S_NS6_Pm_056_429	DIAMINOPIMDECARB-RXN
S_NS6_Pm_056_430	RXN0-1342
S_NS6_Pm_056_431	RXN0-1342
S_NS6_Pm_056_432	RXN0-6575
S_NS6_Pm_056_433	PGLYCDEHYDROG-RXN
S_NS6_Pm_056_435	ASPARAGINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_436	IMP-DEHYDROG-RXN
S_NS6_Pm_056_437	IMP-DEHYDROG-RXN
S_NS6_Pm_056_438	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_NS6_Pm_056_439	PYRUFLAVREDUCT-RXN
S_NS6_Pm_056_439	2-OXOBUTYRATE-SYNTHASE-RXN
S_NS6_Pm_056_440	ASPDECARBOX-RXN
S_NS6_Pm_056_441	FADSYN-RXN
S_NS6_Pm_056_442	RIBOFLAVINKIN-RXN
S_NS6_Pm_056_443	RXN-11839
S_NS6_Pm_056_444	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS6_Pm_056_445	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS6_Pm_056_447	3.1.22.4-RXN
S_NS6_Pm_056_448	RXN-1961
S_NS6_Pm_056_449	PHOSACETYLTRANS-RXN
S_NS6_Pm_056_450	RXN-13179
S_NS6_Pm_056_451	IMIDPHOSDEHYD-RXN
S_NS6_Pm_056_452	PRPPSYN-RXN
S_NS6_Pm_056_453	RIBOFLAVINSYNDEAM-RXN
S_NS6_Pm_056_454	RIBOFLAVINSYNREDUC-RXN
S_NS6_Pm_056_455	2.7.7.15-RXN
S_NS6_Pm_056_456	ORNITHINE-CYCLODEAMINASE-RXN
S_NS6_Pm_056_457	4.1.1.81-RXN
S_NS6_Pm_056_458	HISTAMINOTRANS-RXN
S_NS6_Pm_056_459	RXN-7669
S_NS6_Pm_056_459	GLYCOGEN-BRANCH-RXN
S_NS6_Pm_056_459	RXN-7710
S_NS6_Pm_056_459	RXN-14371
S_NS6_Pm_056_459	RXN-14372
S_NS6_Pm_056_460	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_NS6_Pm_056_461	GLYCINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_462	UGD-RXN
S_NS6_Pm_056_463	MALATE-DEH-RXN
S_NS6_Pm_056_464	MALATE-DEH-RXN
S_NS6_Pm_056_465	RXN-15006
S_NS6_Pm_056_465	N-ACETYLGLUTPREDUCT-RXN
S_NS6_Pm_056_466	PRIBFAICARPISOM-RXN
S_NS6_Pm_056_467	RXN-11598
S_NS6_Pm_056_468	DIHYDROFOLATEREDUCT-RXN
S_NS6_Pm_056_469	SHIKIMATE-KINASE-RXN
S_NS6_Pm_056_470	RXN-16076
S_NS6_Pm_056_470	RXN-16077
S_NS6_Pm_056_470	RXN-16032
S_NS6_Pm_056_470	RXN-16118
S_NS6_Pm_056_470	RXN-15043
S_NS6_Pm_056_470	RXN0-6705
S_NS6_Pm_056_470	RXN-16067
S_NS6_Pm_056_470	RXN-16066
S_NS6_Pm_056_470	RXN-16025
S_NS6_Pm_056_470	RXN0-5514
S_NS6_Pm_056_470	RXN-1623
S_NS6_Pm_056_470	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_NS6_Pm_056_471	3.1.26.3-RXN
S_NS6_Pm_056_472	RXN-11637
S_NS6_Pm_056_473	RXN-11637
S_NS6_Pm_056_474	HISTCYCLOHYD-RXN
S_NS6_Pm_056_475	RXN-15294
S_NS6_Pm_056_476	RXN-15294
S_NS6_Pm_056_477	RXN-15294
S_NS6_Pm_056_478	NAD-SYNTH-GLN-RXN
S_NS6_Pm_056_479	RXN-8001
S_NS6_Pm_056_480	RXN-14569
S_NS6_Pm_056_481	RXN0-1321
S_NS6_Pm_056_481	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_NS6_Pm_056_482	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_NS6_Pm_056_483	VALINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_484	3PGAREARR-RXN
S_NS6_Pm_056_485	3PGAREARR-RXN
S_NS6_Pm_056_486	3PGAREARR-RXN
S_NS6_Pm_056_487	DXS-RXN
S_NS6_Pm_056_488	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS6_Pm_056_489	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS6_Pm_056_490	PREPHENATEDEHYDROG-RXN
S_NS6_Pm_056_491	DCMP-DEAMINASE-RXN
S_NS6_Pm_056_492	NAPHTHOATE-SYN-RXN
S_NS6_Pm_056_493	RXN-7913
S_NS6_Pm_056_493	RXN-11832
S_NS6_Pm_056_494	THI-P-KIN-RXN
S_NS6_Pm_056_495	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_NS6_Pm_056_496	R345-RXN
S_NS6_Pm_056_497	COBALAMINSYN-RXN
S_NS6_Pm_056_497	COBALAMIN5PSYN-RXN
S_NS6_Pm_056_498	DARAB5PISOM-RXN
S_NS6_Pm_056_499	DMBPPRIBOSYLTRANS-RXN
S_NS6_Pm_056_500	RXN-6261
S_NS6_Pm_056_500	6.3.1.10-RXN
S_NS6_Pm_056_501	SERINE-O-ACETTRAN-RXN
S_NS6_Pm_056_502	SERINE-O-ACETTRAN-RXN
S_NS6_Pm_056_503	SERINE-O-ACETTRAN-RXN
S_NS6_Pm_056_504	GLUTSEMIALDEHYDROG-RXN
S_NS6_Pm_056_505	GLUTKIN-RXN
S_NS6_Pm_056_506	2TRANSKETO-RXN
S_NS6_Pm_056_506	1TRANSKETO-RXN
S_NS6_Pm_056_507	SAICARSYN-RXN
S_NS6_Pm_056_508	S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN
S_NS6_Pm_056_509	4.2.99.18-RXN
S_NS6_Pm_056_509	RXN0-2601
S_NS6_Pm_056_510	RXN-10035
S_NS6_Pm_056_511	ARGSUCCINSYN-RXN
S_NS6_Pm_056_511	RXN-10
S_NS6_Pm_056_512	1.8.1.4-RXN
S_NS6_Pm_056_512	RXN0-1132
S_NS6_Pm_056_512	RXN-7719
S_NS6_Pm_056_512	RXN-8629
S_NS6_Pm_056_512	RXN-7716
S_NS6_Pm_056_513	1.8.1.4-RXN
S_NS6_Pm_056_513	RXN0-1132
S_NS6_Pm_056_513	RXN-7719
S_NS6_Pm_056_513	RXN-8629
S_NS6_Pm_056_513	RXN-7716
S_NS6_Pm_056_514	TRIOSEPISOMERIZATION-RXN
S_NS6_Pm_056_515	RXN0-1147
S_NS6_Pm_056_516	TETRAACYLDISACC4KIN-RXN
S_NS6_Pm_056_517	GLUTDECARBOX-RXN
S_NS6_Pm_056_518	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_NS6_Pm_056_519	AMPSYN-RXN
S_NS6_Pm_056_519	AICARSYN-RXN
S_NS6_Pm_056_520	SHIKIMATE-5-DEHYDROGENASE-RXN
S_NS6_Pm_056_521	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_NS6_Pm_056_521	RXN0-748
S_NS6_Pm_056_521	RXN0-747
S_NS6_Pm_056_521	GDPREDUCT-RXN
S_NS6_Pm_056_521	ADPREDUCT-RXN
S_NS6_Pm_056_521	RXN0-722
S_NS6_Pm_056_521	CDPREDUCT-RXN
S_NS6_Pm_056_521	UDPREDUCT-RXN
S_NS6_Pm_056_521	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_NS6_Pm_056_522	1.6.4.4-RXN
S_NS6_Pm_056_523	ASPARTATEKIN-RXN
S_NS6_Pm_056_524	ASPARTATEKIN-RXN
S_NS6_Pm_056_525	ASPARTATEKIN-RXN
S_NS6_Pm_056_526	HOMOSERDEHYDROG-RXN
S_NS6_Pm_056_527	HOMOCYSMETB12-RXN
S_NS6_Pm_056_528	PABASYN-RXN
S_NS6_Pm_056_529	PABASYN-RXN
S_NS6_Pm_056_530	ISOCHORSYN-RXN
S_NS6_Pm_056_531	R381-RXN
S_NS6_Pm_056_531	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN
S_NS6_Pm_056_531	RXN-16006
S_NS6_Pm_056_532	ACNEULY-RXN
S_NS6_Pm_056_532	RXN-15313
S_NS6_Pm_056_533	3.4.11.4-RXN
S_NS6_Pm_056_534	ISOCITDEH-RXN
S_NS6_Pm_056_535	2.7.7.8-RXN
S_NS6_Pm_056_536	GUANPRIBOSYLTRAN-RXN
S_NS6_Pm_056_536	HYPOXANPRIBOSYLTRAN-RXN
S_NS6_Pm_056_537	RXN-9382
S_NS6_Pm_056_538	RXN-12093
S_NS6_Pm_056_539	RXN-9655
S_NS6_Pm_056_539	RXN-10061
S_NS6_Pm_056_539	RXN1G-760
S_NS6_Pm_056_539	RXN-10656
S_NS6_Pm_056_539	RXN1G-220
S_NS6_Pm_056_539	RXN-9537
S_NS6_Pm_056_539	RXN-9533
S_NS6_Pm_056_539	RXN-9557
S_NS6_Pm_056_539	4.2.1.61-RXN
S_NS6_Pm_056_539	RXN1G-884
S_NS6_Pm_056_539	RXN1G-648
S_NS6_Pm_056_539	RXN1G-645
S_NS6_Pm_056_539	RXN-16623
S_NS6_Pm_056_539	RXN1G-355
S_NS6_Pm_056_539	RXN1G-377
S_NS6_Pm_056_539	RXN1G-27
S_NS6_Pm_056_539	4.2.1.59-RXN
S_NS6_Pm_056_539	RXN1G-214
S_NS6_Pm_056_539	RXN1G-294
S_NS6_Pm_056_539	RXN-11481
S_NS6_Pm_056_539	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_NS6_Pm_056_539	RXN1G-279
S_NS6_Pm_056_539	RXN1G-1004
S_NS6_Pm_056_539	RXN1G-912
S_NS6_Pm_056_539	RXN-10660
S_NS6_Pm_056_539	RXN-16627
S_NS6_Pm_056_539	RXN-9520
S_NS6_Pm_056_539	RXN1G-266
S_NS6_Pm_056_539	RXN1G-1081
S_NS6_Pm_056_539	RXN1G-1084
S_NS6_Pm_056_539	RXN1G-420
S_NS6_Pm_056_539	RXN1G-425
S_NS6_Pm_056_539	RXN1G-1278
S_NS6_Pm_056_539	RXN0-2144
S_NS6_Pm_056_539	RXN1G-440
S_NS6_Pm_056_539	RXN1G-127
S_NS6_Pm_056_539	RXN1G-464
S_NS6_Pm_056_539	RXN-16631
S_NS6_Pm_056_539	RXN-16619
S_NS6_Pm_056_539	RXN1G-363
S_NS6_Pm_056_539	RXN1G-554
S_NS6_Pm_056_539	RXN1G-309
S_NS6_Pm_056_539	RXN1G-308
S_NS6_Pm_056_539	RXN1G-320
S_NS6_Pm_056_539	RXN1G-188
S_NS6_Pm_056_539	RXN1G-517
S_NS6_Pm_056_539	RXN-11477
S_NS6_Pm_056_539	4.2.1.58-RXN
S_NS6_Pm_056_539	RXN-9634
S_NS6_Pm_056_541	RXN0-4022
S_NS6_Pm_056_542	GLURS-RXN
S_NS6_Pm_056_543	CHORISMATE-SYNTHASE-RXN
S_NS6_Pm_056_544	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_NS6_Pm_056_545	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_NS6_Pm_056_546	PGLUCISOM-RXN
S_NS6_Pm_056_546	RXN-6182
S_NS6_Pm_056_546	RXN-13720
S_NS6_Pm_056_547	RXN66-546
S_NS6_Pm_056_547	PYRROLINECARBREDUCT-RXN
S_NS6_Pm_056_548	DGTPTRIPHYDRO-RXN
S_NS6_Pm_056_549	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_NS6_Pm_056_550	NICONUCADENYLYLTRAN-RXN
S_NS6_Pm_056_551	DETHIOBIOTIN-SYN-RXN
S_NS6_Pm_056_552	PANTOATE-BETA-ALANINE-LIG-RXN
S_NS6_Pm_056_553	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
S_NS6_Pm_056_554	2-DEHYDROPANTOATE-REDUCT-RXN
S_NS6_Pm_056_555	FORMATETHFLIG-RXN
S_NS6_Pm_056_556	GLYRIBONUCSYN-RXN
S_NS6_Pm_056_557	GLUTAMINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_558	DIOHBUTANONEPSYN-RXN
S_NS6_Pm_056_559	GTP-CYCLOHYDRO-II-RXN
S_NS6_Pm_056_560	LUMAZINESYN-RXN
S_NS6_Pm_056_561	RXN-11586
S_NS6_Pm_056_562	RXN0-5189
S_NS6_Pm_056_563	RXN-9939
S_NS6_Pm_056_563	SPERMACTRAN-RXN
S_NS6_Pm_056_563	DIAMACTRANS-RXN
S_NS6_Pm_056_563	RXN-0
S_NS6_Pm_056_564	DAPASYN-RXN
S_NS6_Pm_056_565	2.8.1.6-RXN
S_NS6_Pm_056_566	RXN-11601
S_NS6_Pm_056_567	RIBOFLAVIN-SYN-RXN
S_NS6_Pm_056_568	PROLINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_569	RXN-14992
S_NS6_Pm_056_570	DIAMINOPIMEPIM-RXN
S_NS6_Pm_056_571	RXN3O-54
S_NS6_Pm_056_571	RXN-9235
S_NS6_Pm_056_571	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_NS6_Pm_056_571	RXN-9242
S_NS6_Pm_056_571	RXN-9227
S_NS6_Pm_056_571	RXN-11754
S_NS6_Pm_056_572	RXN-11046
S_NS6_Pm_056_572	RXN-9205
S_NS6_Pm_056_572	RXN-14177
S_NS6_Pm_056_572	RXN-9220
S_NS6_Pm_056_572	RXN-9191
S_NS6_Pm_056_572	RXN-9363
S_NS6_Pm_056_572	RXN-9362
S_NS6_Pm_056_572	RXN-9361
S_NS6_Pm_056_572	RXN-9366
S_NS6_Pm_056_572	ADOMET-DMK-METHYLTRANSFER-RXN
S_NS6_Pm_056_573	ARGSUCCINLYA-RXN
S_NS6_Pm_056_573	RXN-22
S_NS6_Pm_056_574	RXN-14354
S_NS6_Pm_056_574	RXN-14261
S_NS6_Pm_056_574	RXN-14260
S_NS6_Pm_056_574	AMYLOMALT-RXN
S_NS6_Pm_056_574	RXN-9023
S_NS6_Pm_056_574	RXN-12193
S_NS6_Pm_056_574	RXN-1828
S_NS6_Pm_056_574	RXN-12391
S_NS6_Pm_056_575	3.1.21.2-RXN
S_NS6_Pm_056_576	RXN0-5063
S_NS6_Pm_056_577	RXN0-6366
S_NS6_Pm_056_578	CYSTEINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_579	3.4.21.102-RXN
S_NS6_Pm_056_580	3.4.21.102-RXN
S_NS6_Pm_056_581	3.4.21.102-RXN
S_NS6_Pm_056_582	RXN-8748
S_NS6_Pm_056_582	ALKAPHOSPHA-RXN
S_NS6_Pm_056_583	RXN-8748
S_NS6_Pm_056_583	ALKAPHOSPHA-RXN
S_NS6_Pm_056_584	SUCCINYLDIAMINOPIMTRANS-RXN
S_NS6_Pm_056_585	RXN-15007
S_NS6_Pm_056_585	ACETYLORNTRANSAM-RXN
S_NS6_Pm_056_586	RXN0-5515
S_NS6_Pm_056_586	CDPDIGLYSYN-RXN
S_NS6_Pm_056_587	RXN0-6710
S_NS6_Pm_056_588	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
S_NS6_Pm_056_589	VALINE-PYRUVATE-AMINOTRANSFER-RXN
S_NS6_Pm_056_590	PHOSPHAGLYPSYN-RXN
S_NS6_Pm_056_591	DNA-LIGASE-NAD+-RXN
S_NS6_Pm_056_592	PREPHENATEDEHYDRAT-RXN
S_NS6_Pm_056_593	CITSYN-RXN
S_NS6_Pm_056_594	2.5.1.19-RXN
S_NS6_Pm_056_595	THREONINE-ALDOLASE-RXN
S_NS6_Pm_056_595	LTAA-RXN
S_NS6_Pm_056_596	ACETOOHBUTREDUCTOISOM-RXN
