S_S2_Ea_076_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_076_344	RXN-9365
S_S2_Ea_076_345	RXN-11047
S_S2_Ea_076_345	RXN-9217
S_S2_Ea_076_345	DMK-RXN
S_S2_Ea_076_345	RXN-9358
S_S2_Ea_076_345	RXN-9359
S_S2_Ea_076_345	RXN-9204
S_S2_Ea_076_345	RXN-9190
S_S2_Ea_076_345	RXN-9360
S_S2_Ea_076_345	RXN-9365
S_S2_Ea_076_346	RXN-11047
S_S2_Ea_076_346	RXN-9217
S_S2_Ea_076_346	DMK-RXN
S_S2_Ea_076_346	RXN-9358
S_S2_Ea_076_346	RXN-9359
S_S2_Ea_076_346	RXN-9204
S_S2_Ea_076_346	RXN-9190
S_S2_Ea_076_346	RXN-9360
S_S2_Ea_076_346	RXN-9365
S_S2_Ea_076_347	RXN0-5462
S_S2_Ea_076_348	SERINE--TRNA-LIGASE-RXN
S_S2_Ea_076_348	RXN0-2161
S_S2_Ea_076_349	FUMHYDR-RXN
S_S2_Ea_076_350	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_351	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_352	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_353	RXN-14014
S_S2_Ea_076_354	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_S2_Ea_076_354	RXN-15635
S_S2_Ea_076_355	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_076_356	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_076_357	RXN-14712
S_S2_Ea_076_357	RXN-15521
S_S2_Ea_076_357	2.4.1.129-RXN
S_S2_Ea_076_357	RXN-11350
S_S2_Ea_076_357	RXN-11291
S_S2_Ea_076_357	RXN-16650
S_S2_Ea_076_357	RXN-11348
S_S2_Ea_076_358	RXN-14712
S_S2_Ea_076_358	RXN-15521
S_S2_Ea_076_358	2.4.1.129-RXN
S_S2_Ea_076_358	RXN-11350
S_S2_Ea_076_358	RXN-11291
S_S2_Ea_076_358	RXN-16650
S_S2_Ea_076_358	RXN-11348
S_S2_Ea_076_359	RXN-14712
S_S2_Ea_076_359	RXN-15521
S_S2_Ea_076_359	2.4.1.129-RXN
S_S2_Ea_076_359	RXN-11350
S_S2_Ea_076_359	RXN-11291
S_S2_Ea_076_359	RXN-16650
S_S2_Ea_076_359	RXN-11348
S_S2_Ea_076_360	GLYC3PDEHYDROGBIOSYN-RXN
S_S2_Ea_076_361	LYSINE--TRNA-LIGASE-RXN
S_S2_Ea_076_362	GMP-SYN-GLUT-RXN
S_S2_Ea_076_363	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_S2_Ea_076_363	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_S2_Ea_076_363	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_S2_Ea_076_364	F16ALDOLASE-RXN
S_S2_Ea_076_364	RXN-8631
S_S2_Ea_076_365	F16ALDOLASE-RXN
S_S2_Ea_076_365	RXN-8631
S_S2_Ea_076_366	F16ALDOLASE-RXN
S_S2_Ea_076_366	RXN-8631
S_S2_Ea_076_367	F16ALDOLASE-RXN
S_S2_Ea_076_367	RXN-8631
S_S2_Ea_076_368	F16ALDOLASE-RXN
S_S2_Ea_076_368	RXN-8631
S_S2_Ea_076_369	F16ALDOLASE-RXN
S_S2_Ea_076_369	RXN-8631
S_S2_Ea_076_370	F16ALDOLASE-RXN
S_S2_Ea_076_370	RXN-8631
S_S2_Ea_076_371	F16ALDOLASE-RXN
S_S2_Ea_076_371	RXN-8631
S_S2_Ea_076_372	DIAMINOPIMDECARB-RXN
S_S2_Ea_076_373	RXN0-1342
S_S2_Ea_076_374	PGLYCDEHYDROG-RXN
S_S2_Ea_076_375	PGLYCDEHYDROG-RXN
S_S2_Ea_076_376	PGLYCDEHYDROG-RXN
S_S2_Ea_076_380	ASPARAGINE--TRNA-LIGASE-RXN
S_S2_Ea_076_381	IMP-DEHYDROG-RXN
S_S2_Ea_076_382	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_383	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_384	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_385	PYRUFLAVREDUCT-RXN
S_S2_Ea_076_385	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_076_386	PYRUFLAVREDUCT-RXN
S_S2_Ea_076_386	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_076_387	DAHPSYN-RXN
S_S2_Ea_076_388	FADSYN-RXN
S_S2_Ea_076_389	RIBOFLAVINKIN-RXN
S_S2_Ea_076_390	RXN-11839
S_S2_Ea_076_391	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_S2_Ea_076_393	RXN-1961
S_S2_Ea_076_394	RXN-1961
S_S2_Ea_076_395	PHOSACETYLTRANS-RXN
S_S2_Ea_076_396	IMIDPHOSDEHYD-RXN
S_S2_Ea_076_397	PRPPSYN-RXN
S_S2_Ea_076_398	PRPPSYN-RXN
S_S2_Ea_076_399	RIBOFLAVINSYNDEAM-RXN
S_S2_Ea_076_400	RIBOFLAVINSYNREDUC-RXN
S_S2_Ea_076_401	ORNITHINE-CYCLODEAMINASE-RXN
S_S2_Ea_076_402	4.1.1.81-RXN
S_S2_Ea_076_403	HISTAMINOTRANS-RXN
S_S2_Ea_076_404	RXN-7669
S_S2_Ea_076_404	GLYCOGEN-BRANCH-RXN
S_S2_Ea_076_404	RXN-7710
S_S2_Ea_076_404	RXN-14371
S_S2_Ea_076_404	RXN-14372
S_S2_Ea_076_405	RXN-13482
S_S2_Ea_076_405	ORNCARBAMTRANSFER-RXN
S_S2_Ea_076_406	2.7.3.9-RXN
S_S2_Ea_076_407	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_S2_Ea_076_408	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_409	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_410	RXN-11833
S_S2_Ea_076_411	RXN-11833
S_S2_Ea_076_412	ABC-14-RXN
S_S2_Ea_076_412	ABC-12-RXN
S_S2_Ea_076_412	RXN0-3
S_S2_Ea_076_412	ABC-4-RXN
S_S2_Ea_076_412	TRANS-RXN-265
S_S2_Ea_076_412	ABC-3-RXN
S_S2_Ea_076_412	TRANS-RXN0-222
S_S2_Ea_076_412	ABC-13-RXN
S_S2_Ea_076_412	TRANS-RXN0-593
S_S2_Ea_076_412	3.6.3.21-RXN
S_S2_Ea_076_412	ABC-37-RXN
S_S2_Ea_076_413	ABC-14-RXN
S_S2_Ea_076_413	ABC-12-RXN
S_S2_Ea_076_413	RXN0-3
S_S2_Ea_076_413	ABC-4-RXN
S_S2_Ea_076_413	TRANS-RXN-265
S_S2_Ea_076_413	ABC-3-RXN
S_S2_Ea_076_413	TRANS-RXN0-222
S_S2_Ea_076_413	ABC-13-RXN
S_S2_Ea_076_413	TRANS-RXN0-593
S_S2_Ea_076_413	3.6.3.21-RXN
S_S2_Ea_076_413	ABC-37-RXN
S_S2_Ea_076_414	ABC-14-RXN
S_S2_Ea_076_414	ABC-12-RXN
S_S2_Ea_076_414	RXN0-3
S_S2_Ea_076_414	ABC-4-RXN
S_S2_Ea_076_414	TRANS-RXN-265
S_S2_Ea_076_414	ABC-3-RXN
S_S2_Ea_076_414	TRANS-RXN0-222
S_S2_Ea_076_414	ABC-13-RXN
S_S2_Ea_076_414	TRANS-RXN0-593
S_S2_Ea_076_414	3.6.3.21-RXN
S_S2_Ea_076_414	ABC-37-RXN
S_S2_Ea_076_415	ABC-14-RXN
S_S2_Ea_076_415	ABC-12-RXN
S_S2_Ea_076_415	RXN0-3
S_S2_Ea_076_415	ABC-4-RXN
S_S2_Ea_076_415	TRANS-RXN-265
S_S2_Ea_076_415	ABC-3-RXN
S_S2_Ea_076_415	TRANS-RXN0-222
S_S2_Ea_076_415	ABC-13-RXN
S_S2_Ea_076_415	TRANS-RXN0-593
S_S2_Ea_076_415	3.6.3.21-RXN
S_S2_Ea_076_415	ABC-37-RXN
S_S2_Ea_076_416	ABC-14-RXN
S_S2_Ea_076_416	ABC-12-RXN
S_S2_Ea_076_416	RXN0-3
S_S2_Ea_076_416	ABC-4-RXN
S_S2_Ea_076_416	TRANS-RXN-265
S_S2_Ea_076_416	ABC-3-RXN
S_S2_Ea_076_416	TRANS-RXN0-222
S_S2_Ea_076_416	ABC-13-RXN
S_S2_Ea_076_416	TRANS-RXN0-593
S_S2_Ea_076_416	3.6.3.21-RXN
S_S2_Ea_076_416	ABC-37-RXN
S_S2_Ea_076_417	ABC-14-RXN
S_S2_Ea_076_417	ABC-12-RXN
S_S2_Ea_076_417	RXN0-3
S_S2_Ea_076_417	ABC-4-RXN
S_S2_Ea_076_417	TRANS-RXN-265
S_S2_Ea_076_417	ABC-3-RXN
S_S2_Ea_076_417	TRANS-RXN0-222
S_S2_Ea_076_417	ABC-13-RXN
S_S2_Ea_076_417	TRANS-RXN0-593
S_S2_Ea_076_417	3.6.3.21-RXN
S_S2_Ea_076_417	ABC-37-RXN
S_S2_Ea_076_418	ABC-14-RXN
S_S2_Ea_076_418	ABC-12-RXN
S_S2_Ea_076_418	RXN0-3
S_S2_Ea_076_418	ABC-4-RXN
S_S2_Ea_076_418	TRANS-RXN-265
S_S2_Ea_076_418	ABC-3-RXN
S_S2_Ea_076_418	TRANS-RXN0-222
S_S2_Ea_076_418	ABC-13-RXN
S_S2_Ea_076_418	TRANS-RXN0-593
S_S2_Ea_076_418	3.6.3.21-RXN
S_S2_Ea_076_418	ABC-37-RXN
S_S2_Ea_076_419	RXN-15006
S_S2_Ea_076_419	N-ACETYLGLUTPREDUCT-RXN
S_S2_Ea_076_420	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
S_S2_Ea_076_421	PRIBFAICARPISOM-RXN
S_S2_Ea_076_422	RXN-11598
S_S2_Ea_076_423	DIHYDROFOLATEREDUCT-RXN
S_S2_Ea_076_424	THIAZOLSYN3-RXN
S_S2_Ea_076_425	SHIKIMATE-KINASE-RXN
S_S2_Ea_076_426	RXN-16076
S_S2_Ea_076_426	RXN-16077
S_S2_Ea_076_426	RXN-16032
S_S2_Ea_076_426	RXN-16118
S_S2_Ea_076_426	RXN-15043
S_S2_Ea_076_426	RXN0-6705
S_S2_Ea_076_426	RXN-16067
S_S2_Ea_076_426	RXN-16066
S_S2_Ea_076_426	RXN-16025
S_S2_Ea_076_426	RXN0-5514
S_S2_Ea_076_426	RXN-1623
S_S2_Ea_076_426	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_S2_Ea_076_427	3.1.26.3-RXN
S_S2_Ea_076_428	RXN-11637
S_S2_Ea_076_429	HISTCYCLOHYD-RXN
S_S2_Ea_076_430	RXN-8001
S_S2_Ea_076_431	RXN-14569
S_S2_Ea_076_432	RXN0-1321
S_S2_Ea_076_432	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_S2_Ea_076_433	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_S2_Ea_076_434	VALINE--TRNA-LIGASE-RXN
S_S2_Ea_076_435	PREPHENATEDEHYDROG-RXN
S_S2_Ea_076_436	DCMP-DEAMINASE-RXN
S_S2_Ea_076_437	RXN-7913
S_S2_Ea_076_437	RXN-11832
S_S2_Ea_076_438	THREDEHYD-RXN
S_S2_Ea_076_439	THREDEHYD-RXN
S_S2_Ea_076_440	THREDEHYD-RXN
S_S2_Ea_076_441	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_S2_Ea_076_442	R345-RXN
S_S2_Ea_076_443	COBALAMINSYN-RXN
S_S2_Ea_076_443	COBALAMIN5PSYN-RXN
S_S2_Ea_076_444	DARAB5PISOM-RXN
S_S2_Ea_076_445	RXN-6261
S_S2_Ea_076_445	6.3.1.10-RXN
S_S2_Ea_076_446	SERINE-O-ACETTRAN-RXN
S_S2_Ea_076_447	GLUTSEMIALDEHYDROG-RXN
S_S2_Ea_076_448	GLUTKIN-RXN
S_S2_Ea_076_449	GLUTKIN-RXN
S_S2_Ea_076_450	2TRANSKETO-RXN
S_S2_Ea_076_450	1TRANSKETO-RXN
S_S2_Ea_076_451	2TRANSKETO-RXN
S_S2_Ea_076_451	1TRANSKETO-RXN
S_S2_Ea_076_452	2TRANSKETO-RXN
S_S2_Ea_076_452	1TRANSKETO-RXN
S_S2_Ea_076_453	2TRANSKETO-RXN
S_S2_Ea_076_453	1TRANSKETO-RXN
S_S2_Ea_076_454	2TRANSKETO-RXN
S_S2_Ea_076_454	1TRANSKETO-RXN
S_S2_Ea_076_455	2TRANSKETO-RXN
S_S2_Ea_076_455	1TRANSKETO-RXN
S_S2_Ea_076_456	2TRANSKETO-RXN
S_S2_Ea_076_456	1TRANSKETO-RXN
S_S2_Ea_076_457	SAICARSYN-RXN
S_S2_Ea_076_458	SAICARSYN-RXN
S_S2_Ea_076_459	4.2.99.18-RXN
S_S2_Ea_076_459	RXN0-2601
S_S2_Ea_076_460	4.2.99.18-RXN
S_S2_Ea_076_460	RXN0-2601
S_S2_Ea_076_461	ARGSUCCINSYN-RXN
S_S2_Ea_076_461	RXN-10
S_S2_Ea_076_462	1.8.1.4-RXN
S_S2_Ea_076_462	RXN0-1132
S_S2_Ea_076_462	RXN-7719
S_S2_Ea_076_462	RXN-8629
S_S2_Ea_076_462	RXN-7716
S_S2_Ea_076_463	1.8.1.4-RXN
S_S2_Ea_076_463	RXN0-1132
S_S2_Ea_076_463	RXN-7719
S_S2_Ea_076_463	RXN-8629
S_S2_Ea_076_463	RXN-7716
S_S2_Ea_076_464	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_465	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_466	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_467	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_468	GLUTDECARBOX-RXN
S_S2_Ea_076_469	GLUTDECARBOX-RXN
S_S2_Ea_076_470	GLUTDECARBOX-RXN
S_S2_Ea_076_471	AMPSYN-RXN
S_S2_Ea_076_471	AICARSYN-RXN
S_S2_Ea_076_472	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_473	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_474	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_076_474	RXN0-748
S_S2_Ea_076_474	RXN0-747
S_S2_Ea_076_474	GDPREDUCT-RXN
S_S2_Ea_076_474	ADPREDUCT-RXN
S_S2_Ea_076_474	RXN0-722
S_S2_Ea_076_474	CDPREDUCT-RXN
S_S2_Ea_076_474	UDPREDUCT-RXN
S_S2_Ea_076_474	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_076_475	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_076_475	RXN0-748
S_S2_Ea_076_475	RXN0-747
S_S2_Ea_076_475	GDPREDUCT-RXN
S_S2_Ea_076_475	ADPREDUCT-RXN
S_S2_Ea_076_475	RXN0-722
S_S2_Ea_076_475	CDPREDUCT-RXN
S_S2_Ea_076_475	UDPREDUCT-RXN
S_S2_Ea_076_475	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_076_476	ASPARTATEKIN-RXN
S_S2_Ea_076_477	HOMOSERDEHYDROG-RXN
S_S2_Ea_076_478	HOMOCYSMETB12-RXN
S_S2_Ea_076_479	3.4.11.4-RXN
S_S2_Ea_076_480	3.4.11.4-RXN
S_S2_Ea_076_481	ISOCITDEH-RXN
S_S2_Ea_076_482	2.7.7.8-RXN
S_S2_Ea_076_483	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_076_483	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_076_484	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_076_484	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_076_485	RXN-9382
S_S2_Ea_076_486	RXN-9382
S_S2_Ea_076_487	DTMPKI-RXN
S_S2_Ea_076_488	RXN-9655
S_S2_Ea_076_488	RXN-10061
S_S2_Ea_076_488	RXN1G-760
S_S2_Ea_076_488	RXN-10656
S_S2_Ea_076_488	RXN1G-220
S_S2_Ea_076_488	RXN-9537
S_S2_Ea_076_488	RXN-9533
S_S2_Ea_076_488	RXN-9557
S_S2_Ea_076_488	4.2.1.61-RXN
S_S2_Ea_076_488	RXN1G-884
S_S2_Ea_076_488	RXN1G-648
S_S2_Ea_076_488	RXN1G-645
S_S2_Ea_076_488	RXN-16623
S_S2_Ea_076_488	RXN1G-355
S_S2_Ea_076_488	RXN1G-377
S_S2_Ea_076_488	RXN1G-27
S_S2_Ea_076_488	4.2.1.59-RXN
S_S2_Ea_076_488	RXN1G-214
S_S2_Ea_076_488	RXN1G-294
S_S2_Ea_076_488	RXN-11481
S_S2_Ea_076_488	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Ea_076_488	RXN1G-279
S_S2_Ea_076_488	RXN1G-1004
S_S2_Ea_076_488	RXN1G-912
S_S2_Ea_076_488	RXN-10660
S_S2_Ea_076_488	RXN-16627
S_S2_Ea_076_488	RXN-9520
S_S2_Ea_076_488	RXN1G-266
S_S2_Ea_076_488	RXN1G-1081
S_S2_Ea_076_488	RXN1G-1084
S_S2_Ea_076_488	RXN1G-420
S_S2_Ea_076_488	RXN1G-425
S_S2_Ea_076_488	RXN1G-1278
S_S2_Ea_076_488	RXN0-2144
S_S2_Ea_076_488	RXN1G-440
S_S2_Ea_076_488	RXN1G-127
S_S2_Ea_076_488	RXN1G-464
S_S2_Ea_076_488	RXN-16631
S_S2_Ea_076_488	RXN-16619
S_S2_Ea_076_488	RXN1G-363
S_S2_Ea_076_488	RXN1G-554
S_S2_Ea_076_488	RXN1G-309
S_S2_Ea_076_488	RXN1G-308
S_S2_Ea_076_488	RXN1G-320
S_S2_Ea_076_488	RXN1G-188
S_S2_Ea_076_488	RXN1G-517
S_S2_Ea_076_488	RXN-11477
S_S2_Ea_076_488	4.2.1.58-RXN
S_S2_Ea_076_488	RXN-9634
S_S2_Ea_076_489	RXN-9655
S_S2_Ea_076_489	RXN-10061
S_S2_Ea_076_489	RXN1G-760
S_S2_Ea_076_489	RXN-10656
S_S2_Ea_076_489	RXN1G-220
S_S2_Ea_076_489	RXN-9537
S_S2_Ea_076_489	RXN-9533
S_S2_Ea_076_489	RXN-9557
S_S2_Ea_076_489	4.2.1.61-RXN
S_S2_Ea_076_489	RXN1G-884
S_S2_Ea_076_489	RXN1G-648
S_S2_Ea_076_489	RXN1G-645
S_S2_Ea_076_489	RXN-16623
S_S2_Ea_076_489	RXN1G-355
S_S2_Ea_076_489	RXN1G-377
S_S2_Ea_076_489	RXN1G-27
S_S2_Ea_076_489	4.2.1.59-RXN
S_S2_Ea_076_489	RXN1G-214
S_S2_Ea_076_489	RXN1G-294
S_S2_Ea_076_489	RXN-11481
S_S2_Ea_076_489	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Ea_076_489	RXN1G-279
S_S2_Ea_076_489	RXN1G-1004
S_S2_Ea_076_489	RXN1G-912
S_S2_Ea_076_489	RXN-10660
S_S2_Ea_076_489	RXN-16627
S_S2_Ea_076_489	RXN-9520
S_S2_Ea_076_489	RXN1G-266
S_S2_Ea_076_489	RXN1G-1081
S_S2_Ea_076_489	RXN1G-1084
S_S2_Ea_076_489	RXN1G-420
S_S2_Ea_076_489	RXN1G-425
S_S2_Ea_076_489	RXN1G-1278
S_S2_Ea_076_489	RXN0-2144
S_S2_Ea_076_489	RXN1G-440
S_S2_Ea_076_489	RXN1G-127
S_S2_Ea_076_489	RXN1G-464
S_S2_Ea_076_489	RXN-16631
S_S2_Ea_076_489	RXN-16619
S_S2_Ea_076_489	RXN1G-363
S_S2_Ea_076_489	RXN1G-554
S_S2_Ea_076_489	RXN1G-309
S_S2_Ea_076_489	RXN1G-308
S_S2_Ea_076_489	RXN1G-320
S_S2_Ea_076_489	RXN1G-188
S_S2_Ea_076_489	RXN1G-517
S_S2_Ea_076_489	RXN-11477
S_S2_Ea_076_489	4.2.1.58-RXN
S_S2_Ea_076_489	RXN-9634
S_S2_Ea_076_490	RXN-10781
S_S2_Ea_076_490	RXN-5424
S_S2_Ea_076_490	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_490	RXN-15818
S_S2_Ea_076_490	RXN3O-4113
S_S2_Ea_076_490	RXN-12448
S_S2_Ea_076_490	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_490	RXN-7694
S_S2_Ea_076_490	RXN-7693
S_S2_Ea_076_490	RXN-7657
S_S2_Ea_076_490	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_490	RXN-7700
S_S2_Ea_076_490	RXN-7706
S_S2_Ea_076_490	RXN-10911
S_S2_Ea_076_490	RXN-10915
S_S2_Ea_076_490	RXN66-478
S_S2_Ea_076_490	RXN-15823
S_S2_Ea_076_490	RXN-13198
S_S2_Ea_076_491	RXN-10781
S_S2_Ea_076_491	RXN-5424
S_S2_Ea_076_491	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_491	RXN-15818
S_S2_Ea_076_491	RXN3O-4113
S_S2_Ea_076_491	RXN-12448
S_S2_Ea_076_491	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_491	RXN-7694
S_S2_Ea_076_491	RXN-7693
S_S2_Ea_076_491	RXN-7657
S_S2_Ea_076_491	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_491	RXN-7700
S_S2_Ea_076_491	RXN-7706
S_S2_Ea_076_491	RXN-10911
S_S2_Ea_076_491	RXN-10915
S_S2_Ea_076_491	RXN66-478
S_S2_Ea_076_491	RXN-15823
S_S2_Ea_076_491	RXN-13198
S_S2_Ea_076_492	RXN-10781
S_S2_Ea_076_492	RXN-5424
S_S2_Ea_076_492	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_492	RXN-15818
S_S2_Ea_076_492	RXN3O-4113
S_S2_Ea_076_492	RXN-12448
S_S2_Ea_076_492	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_492	RXN-7694
S_S2_Ea_076_492	RXN-7693
S_S2_Ea_076_492	RXN-7657
S_S2_Ea_076_492	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_492	RXN-7700
S_S2_Ea_076_492	RXN-7706
S_S2_Ea_076_492	RXN-10911
S_S2_Ea_076_492	RXN-10915
S_S2_Ea_076_492	RXN66-478
S_S2_Ea_076_492	RXN-15823
S_S2_Ea_076_492	RXN-13198
S_S2_Ea_076_493	RXN-10781
S_S2_Ea_076_493	RXN-5424
S_S2_Ea_076_493	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_493	RXN-15818
S_S2_Ea_076_493	RXN3O-4113
S_S2_Ea_076_493	RXN-12448
S_S2_Ea_076_493	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_493	RXN-7694
S_S2_Ea_076_493	RXN-7693
S_S2_Ea_076_493	RXN-7657
S_S2_Ea_076_493	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_493	RXN-7700
S_S2_Ea_076_493	RXN-7706
S_S2_Ea_076_493	RXN-10911
S_S2_Ea_076_493	RXN-10915
S_S2_Ea_076_493	RXN66-478
S_S2_Ea_076_493	RXN-15823
S_S2_Ea_076_493	RXN-13198
S_S2_Ea_076_494	RXN-10781
S_S2_Ea_076_494	RXN-5424
S_S2_Ea_076_494	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_494	RXN-15818
S_S2_Ea_076_494	RXN3O-4113
S_S2_Ea_076_494	RXN-12448
S_S2_Ea_076_494	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_494	RXN-7694
S_S2_Ea_076_494	RXN-7693
S_S2_Ea_076_494	RXN-7657
S_S2_Ea_076_494	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_494	RXN-7700
S_S2_Ea_076_494	RXN-7706
S_S2_Ea_076_494	RXN-10911
S_S2_Ea_076_494	RXN-10915
S_S2_Ea_076_494	RXN66-478
S_S2_Ea_076_494	RXN-15823
S_S2_Ea_076_494	RXN-13198
S_S2_Ea_076_495	RXN-10781
S_S2_Ea_076_495	RXN-5424
S_S2_Ea_076_495	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_495	RXN-15818
S_S2_Ea_076_495	RXN3O-4113
S_S2_Ea_076_495	RXN-12448
S_S2_Ea_076_495	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_495	RXN-7694
S_S2_Ea_076_495	RXN-7693
S_S2_Ea_076_495	RXN-7657
S_S2_Ea_076_495	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_495	RXN-7700
S_S2_Ea_076_495	RXN-7706
S_S2_Ea_076_495	RXN-10911
S_S2_Ea_076_495	RXN-10915
S_S2_Ea_076_495	RXN66-478
S_S2_Ea_076_495	RXN-15823
S_S2_Ea_076_495	RXN-13198
S_S2_Ea_076_496	RXN-10781
S_S2_Ea_076_496	RXN-5424
S_S2_Ea_076_496	METHANOL-DEHYDROGENASE-RXN
S_S2_Ea_076_496	RXN-15818
S_S2_Ea_076_496	RXN3O-4113
S_S2_Ea_076_496	RXN-12448
S_S2_Ea_076_496	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Ea_076_496	RXN-7694
S_S2_Ea_076_496	RXN-7693
S_S2_Ea_076_496	RXN-7657
S_S2_Ea_076_496	ALCOHOL-DEHYDROG-RXN
S_S2_Ea_076_496	RXN-7700
S_S2_Ea_076_496	RXN-7706
S_S2_Ea_076_496	RXN-10911
S_S2_Ea_076_496	RXN-10915
S_S2_Ea_076_496	RXN66-478
S_S2_Ea_076_496	RXN-15823
S_S2_Ea_076_496	RXN-13198
S_S2_Ea_076_497	CHORISMATE-SYNTHASE-RXN
S_S2_Ea_076_498	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Ea_076_499	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Ea_076_500	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_S2_Ea_076_501	PGLUCISOM-RXN
S_S2_Ea_076_501	RXN-6182
S_S2_Ea_076_501	RXN-13720
S_S2_Ea_076_502	RXN66-546
S_S2_Ea_076_502	PYRROLINECARBREDUCT-RXN
S_S2_Ea_076_503	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S2_Ea_076_504	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S2_Ea_076_505	NICONUCADENYLYLTRAN-RXN
S_S2_Ea_076_506	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
S_S2_Ea_076_506	RXN0-6482
S_S2_Ea_076_506	RXN0-6481
S_S2_Ea_076_507	PANTOATE-BETA-ALANINE-LIG-RXN
S_S2_Ea_076_508	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Ea_076_509	FORMATETHFLIG-RXN
S_S2_Ea_076_510	GLYRIBONUCSYN-RXN
S_S2_Ea_076_511	DIOHBUTANONEPSYN-RXN
S_S2_Ea_076_512	GTP-CYCLOHYDRO-II-RXN
S_S2_Ea_076_513	LUMAZINESYN-RXN
S_S2_Ea_076_514	RXN-11586
S_S2_Ea_076_515	RXN0-5189
S_S2_Ea_076_516	RXN0-5189
S_S2_Ea_076_517	RXN-9939
S_S2_Ea_076_517	SPERMACTRAN-RXN
S_S2_Ea_076_517	DIAMACTRANS-RXN
S_S2_Ea_076_517	RXN-0
S_S2_Ea_076_518	RXN-9939
S_S2_Ea_076_518	SPERMACTRAN-RXN
