S_NS6_Pm_056_1	1.6.5.3
S_NS6_Pm_056_636	6.3.2.9
S_NS6_Pm_056_637	2.7.8.13
S_NS6_Pm_056_638	6.3.2.10
S_NS6_Pm_056_639	6.3.2.10
S_NS6_Pm_056_640	6.3.2.13
S_NS6_Pm_056_641	2.1.1.199
S_NS6_Pm_056_642	2.8.1.13
S_NS6_Pm_056_643	1.1.1.100
S_NS6_Pm_056_644	1.1.1.100
S_NS6_Pm_056_645	1.4.3.16
S_NS6_Pm_056_646	5.1.3.1
S_NS6_Pm_056_647	3.5.4.9
S_NS6_Pm_056_648	1.11.1.5
S_NS6_Pm_056_649	6.3.4.2
S_NS6_Pm_056_650	2.7.7.38
S_NS6_Pm_056_651	5.4.2.2
S_NS6_Pm_056_652	1.5.1.7
S_NS6_Pm_056_653	6.1.1.1
S_NS6_Pm_056_654	3.5.3.12
S_NS6_Pm_056_655	3.5.3.12
S_NS6_Pm_056_656	5.4.99.18
S_NS6_Pm_056_657	2.4.2.9
S_NS6_Pm_056_658	2.1.3.2
S_NS6_Pm_056_659	1.3.1.10
S_NS6_Pm_056_660	1.3.1.9
S_NS6_Pm_056_661	1.3.1.9
S_NS6_Pm_056_662	1.3.1.9
S_NS6_Pm_056_663	3.5.4.16
S_NS6_Pm_056_664	1.17.7.4
S_NS6_Pm_056_665	4.2.1.9
S_NS6_Pm_056_666	2.4.2.17
S_NS6_Pm_056_667	3.4.11.9
S_NS6_Pm_056_668	3.4.11.9
S_NS6_Pm_056_669	3.4.11.9
S_NS6_Pm_056_670	4.1.1.65
S_NS6_Pm_056_671	3.5.4.33
S_NS6_Pm_056_672	2.8.1.8
S_NS6_Pm_056_673	4.2.1.75
S_NS6_Pm_056_674	3.2.1.21
S_NS6_Pm_056_675	3.2.1.21
S_NS6_Pm_056_676	3.2.1.21
S_NS6_Pm_056_677	3.1.4.46
S_NS6_Pm_056_678	3.1.4.46
S_NS6_Pm_056_679	2.7.1.15
S_NS6_Pm_056_680	2.4.2.3
S_NS6_Pm_056_681	1.12.1.3
S_NS6_Pm_056_682	1.12.1.3
S_NS6_Pm_056_683	1.12.1.3
S_NS6_Pm_056_684	1.12.1.3
S_NS6_Pm_056_685	3.6.3.30
S_NS6_Pm_056_686	4.4.1.5
S_NS6_Pm_056_687	4.4.1.5
S_NS6_Pm_056_688	2.4.2.1
S_NS6_Pm_056_689	4.1.2.4
S_NS6_Pm_056_690	2.7.6.5
S_NS6_Pm_056_691	2.7.6.5
S_NS6_Pm_056_692	3.1.3.97
S_NS6_Pm_056_693	3.1.3.97
S_NS6_Pm_056_694	3.1.1.31
S_NS6_Pm_056_695	3.1.1.31
S_NS6_Pm_056_696	3.1.1.31
S_NS6_Pm_056_697	2.7.1.121
S_NS6_Pm_056_698	2.7.1.121
S_NS6_Pm_056_699	3.2.1.172
S_NS6_Pm_056_700	3.5.99.10
S_NS6_Pm_056_701	2.7.1.17
S_NS6_Pm_056_702	3.2.1.40
S_NS6_Pm_056_703	3.2.1.40
S_NS6_Pm_056_704	3.2.1.40
S_NS6_Pm_056_705	3.4.13.9
S_NS6_Pm_056_706	4.2.1.7
S_NS6_Pm_056_707	1.3.1.14
S_NS6_Pm_056_708	3.2.1.55
S_NS6_Pm_056_709	3.2.1.55
S_NS6_Pm_056_710	5.1.3.13
S_NS6_Pm_056_711	3.6.3.31
S_NS6_Pm_056_712	3.1.11.5
S_NS6_Pm_056_713	3.6.3.3
S_NS6_Pm_056_714	3.5.4.5
S_NS6_Pm_056_715	2.7.1.5
S_NS6_Pm_056_716	3.2.1.177
S_NS6_Pm_056_717	3.6.3.5
S_NS6_Pm_056_718	2.7.1.30
S_NS6_Pm_056_719	2.7.1.30
S_NS6_Pm_056_720	2.4.1.83
S_NS6_Pm_056_721	5.4.2.8
S_NS6_Pm_056_722	3.5.4.3
S_NS6_Pm_056_723	3.1.6.6
S_NS6_Pm_056_724	5.3.1.6
S_NS6_Pm_056_725	1.1.1.69
S_NS6_Pm_056_726	2.7.1.24
S_NS6_Pm_056_727	2.5.1.17
S_NS6_Pm_056_728	2.7.1.48
S_NS6_Pm_056_729	3.1.26.11
S_NS6_Pm_056_730	3.1.26.11
S_NS6_Pm_056_731	4.1.2.14
S_NS6_Pm_056_732	2.7.1.45
S_NS6_Pm_056_733	4.1.3.42
S_NS6_Pm_056_734	4.2.1.126
S_NS6_Pm_056_735	2.7.1.35
S_NS6_Pm_056_736	4.2.1.8
S_NS6_Pm_056_737	3.11.1.1
S_NS6_Pm_056_738	5.3.1.23
S_NS6_Pm_056_739	6.4.1.2
S_NS6_Pm_056_740	2.6.1.83
S_NS6_Pm_056_741	2.6.1.83
S_NS6_Pm_056_742	2.3.1.18
S_NS6_Pm_056_743	4.2.3.3
S_NS6_Pm_056_744	4.2.3.3
S_NS6_Pm_056_745	1.1.1.38
S_NS6_Pm_056_746	4.2.1.1
S_NS6_Pm_056_747	4.2.1.6
S_NS6_Pm_056_748	1.7.99.1
S_NS6_Pm_056_749	6.3.2.8
S_NS6_Pm_056_750	6.3.2.8
S_NS6_Pm_056_751	3.6.1.3
S_NS6_Pm_056_752	3.6.1.3
S_NS6_Pm_056_753	2.4.2.22
S_NS6_Pm_056_754	5.3.1.17
S_NS6_Pm_056_755	3.1.4.16
S_NS6_Pm_056_756	3.1.3.6
S_NS6_Pm_056_757	3.6.3.29
S_NS6_Pm_056_758	6.3.1.1
S_NS6_Pm_056_759	3.6.1.23
S_NS6_Pm_056_760	3.2.1.45
S_NS6_Pm_056_761	1.19.1.1
S_NS6_Pm_056_762	1.18.1.2
S_NS6_Pm_056_763	6.2.1.3
S_NS6_Pm_056_764	6.2.1.3
S_NS6_Pm_056_765	6.2.1.3
S_NS6_Pm_056_766	6.2.1.3
S_NS6_Pm_056_767	2.1.2.1
S_NS6_Pm_056_768	1.3.1.98
S_NS6_Pm_056_769	1.1.1.58
S_NS6_Pm_056_770	1.1.1.49
S_NS6_Pm_056_771	1.1.1.363
S_NS6_Pm_056_772	1.1.1.44
S_NS6_Pm_056_773	6.3.4.14
S_NS6_Pm_056_774	3.1.2.21
S_NS6_Pm_056_775	2.2.1.2
S_NS6_Pm_056_776	3.5.1.16
S_NS6_Pm_056_777	3.5.1.24
S_NS6_Pm_056_778	2.1.1.223
S_NS6_Pm_056_779	1.1.1.343
S_NS6_Pm_056_780	3.4.21.105
S_NS6_Pm_056_781	2.7.1.165
S_NS6_Pm_056_782	2.3.1.82
S_NS6_Pm_056_783	4.1.2.19
S_NS6_Pm_056_784	5.3.1.14
S_NS6_Pm_056_785	5.1.3.32
S_NS6_Pm_056_786	3.5.1.1
S_NS6_Pm_056_787	3.5.1.1
S_NS6_Pm_056_788	2.7.8.6
S_NS6_Pm_056_789	2.8.4.5
S_NS6_Pm_056_790	4.1.1.49
S_NS6_Pm_056_791	3.1.3.73
S_NS6_Pm_056_792	1.6.3.4
S_NS6_Pm_056_793	6.3.5.4
S_NS6_Pm_056_794	4.2.3.1
S_NS6_Pm_056_795	3.4.21.88
S_NS6_Pm_056_796	3.6.1.31
S_NS6_Pm_056_797	2.6.1.52
S_NS6_Pm_056_798	5.1.1.3
S_NS6_Pm_056_799	2.1.1.171
S_NS6_Pm_056_800	4.1.3.17
S_NS6_Pm_056_801	2.7.6.2
S_NS6_Pm_056_802	1.4.1.21
S_NS6_Pm_056_803	2.4.1.21
S_NS6_Pm_056_804	2.6.1.37
S_NS6_Pm_056_805	3.2.1.4
S_NS6_Pm_056_806	4.2.2.5
S_NS6_Pm_056_807	5.4.99.61
S_NS6_Pm_056_808	5.4.99.60
S_NS6_Pm_056_809	3.4.21.53
S_NS6_Pm_056_810	3.4.21.53
S_NS6_Pm_056_811	2.7.7.72
S_NS6_Pm_056_812	1.5.1.38
S_NS6_Pm_056_813	3.4.13.19
S_NS6_Pm_056_814	2.3.1.46
S_NS6_Pm_056_815	5.4.99.21
S_NS6_Pm_056_816	5.3.1.4
S_NS6_Pm_056_817	2.1.1.151
S_NS6_Pm_056_818	1.4.7.1
S_NS6_Pm_056_819	2.1.1.195
S_NS6_Pm_056_820	2.1.1.130
S_NS6_Pm_056_821	2.1.1.271
S_NS6_Pm_056_822	2.1.1.133
S_NS6_Pm_056_823	3.4.17.13
S_NS6_Pm_056_824	1.1.1.335
S_NS6_Pm_056_825	3.6.3.15
S_NS6_Pm_056_826	3.6.1.22
S_NS6_Pm_056_827	2.1.1.170
S_NS6_Pm_056_828	3.5.3.11
S_NS6_Pm_056_829	2.7.2.1
S_NS6_Pm_056_830	1.17.1.9
S_NS6_Pm_056_831	5.4.2.11
S_NS6_Pm_056_832	2.6.1.2
S_NS6_Pm_056_833	3.6.3.4
S_NS6_Pm_056_834	2.1.1.64
S_NS6_Pm_056_835	2.1.1.222
S_NS6_Pm_056_836	5.1.99.8
S_NS6_Pm_056_837	4.1.2.25
S_NS6_Pm_056_838	1.13.11.81
S_NS6_Pm_056_839	5.4.99.29
S_NS6_Pm_056_840	5.4.99.29
S_NS6_Pm_056_841	5.4.99.28
S_NS6_Pm_056_842	5.4.99.28
S_NS6_Pm_056_843	1.3.98.1
S_NS6_Pm_056_844	1.3.98.1
S_NS6_Pm_056_845	2.1.1.104
S_NS6_Pm_056_846	3.5.1.3
S_NS6_Pm_056_847	1.8.4.14
S_NS6_Pm_056_848	3.2.1.17
S_NS6_Pm_056_849	3.2.1.17
S_NS6_Pm_056_850	3.2.1.17
S_NS6_Pm_056_851	3.2.1.17
S_NS6_Pm_056_852	3.2.1.17
S_NS6_Pm_056_853	1.4.1.1
S_NS6_Pm_056_854	3.2.1.80
S_NS6_Pm_056_855	3.4.11.2
S_NS6_Pm_056_856	3.1.3.3
S_NS6_Pm_056_857	3.1.3.27
S_NS6_Pm_056_858	3.4.22.40
S_NS6_Pm_056_859	3.4.22.40
S_NS6_Pm_056_860	3.4.22.40
S_NS6_Pm_056_861	3.1.3.104
S_NS6_Pm_056_862	3.2.1.97
S_NS6_Pm_056_863	2.4.1.187
S_NS6_Pm_056_864	4.1.1.12
S_NS6_Pm_056_865	2.1.1.132
S_NS6_Pm_056_866	2.5.1.105
S_NS6_Pm_056_867	4.6.1.1
S_NS6_Pm_056_868	4.6.1.15
S_NS6_Pm_056_869	2.7.1.29
S_NS6_Pm_056_870	2.7.1.28
S_NS6_Pm_056_871	1.1.1.28
S_NS6_Pm_056_872	3.1.3.71
S_NS6_Pm_056_873	5.1.3.14
S_NS6_Pm_056_874	5.1.3.14
S_NS6_Pm_056_875	5.1.3.14
S_NS6_Pm_056_876	5.1.3.14
S_NS6_Pm_056_877	5.1.3.14
S_NS6_Pm_056_878	6.2.1.30
S_NS6_Pm_056_879	6.2.1.30
S_NS6_Pm_056_880	6.2.1.30
S_NS6_Pm_056_881	1.2.7.8
S_NS6_Pm_056_882	1.2.7.8
S_NS6_Pm_056_883	6.2.1.1
S_NS6_Pm_056_884	1.2.7.11
S_NS6_Pm_056_885	1.2.7.11
S_NS6_Pm_056_886	1.2.7.11
S_NS6_Pm_056_887	1.2.7.11
S_NS6_Pm_056_888	1.1.1.336
S_NS6_Pm_056_889	1.1.1.336
S_NS6_Pm_056_890	1.2.1.22
S_NS6_Pm_056_891	2.4.1.15
S_NS6_Pm_056_892	1.2.1.21
S_NS6_Pm_056_893	3.1.3.12
S_NS6_Pm_056_894	3.1.2.28
S_NS6_Pm_056_895	3.1.3.10
S_NS6_Pm_056_896	3.1.3.10
S_NS6_Pm_056_897	5.3.1.22
S_NS6_Pm_056_898	1.3.1.1
S_NS6_Pm_056_899	3.1.2.12
S_NS6_Pm_056_900	3.1.3.2
S_NS6_Pm_056_901	3.6.1.54
S_NS6_Pm_056_902	2.8.3.18
S_NS6_Pm_056_903	3.1.1.85
S_NS6_Pm_056_904	1.1.1.17
S_NS6_Pm_056_905	2.1.1.266
S_NS6_Pm_056_906	3.1.7.2
S_NS6_Pm_056_907	3.1.1.11
S_NS6_Pm_056_908	2.4.1.180
S_NS6_Pm_056_909	2.4.1.180
S_NS6_Pm_056_910	3.1.1.32
S_NS6_Pm_056_911	3.1.1.4
S_NS6_Pm_056_912	2.3.3.5
S_NS6_Pm_056_913	2.3.1.245
S_NS6_Pm_056_914	3.4.15.5
S_NS6_Pm_056_915	3.4.15.5
S_NS6_Pm_056_916	5.3.1.5
S_NS6_Pm_056_917	3.2.2.4
S_NS6_Pm_056_918	2.1.3.9
S_NS6_Pm_056_919	3.1.3.45
S_NS6_Pm_056_920	3.6.3.32
S_NS6_Pm_056_921	1.1.1.371
S_NS6_Pm_056_922	5.4.3.2
S_NS6_Pm_056_923	4.2.1.42
S_NS6_Pm_056_924	1.1.1.290
S_NS6_Pm_056_925	3.2.1.99
S_NS6_Pm_056_926	3.2.1.99
S_NS6_Pm_056_927	3.4.14.5
S_NS6_Pm_056_928	3.4.14.5
S_NS6_Pm_056_929	3.4.14.5
S_NS6_Pm_056_930	4.3.1.3
S_NS6_Pm_056_931	3.4.24.71
S_NS6_Pm_056_932	2.3.1.201
S_NS6_Pm_056_933	1.6.5.8
S_NS6_Pm_056_934	1.6.5.8
S_NS6_Pm_056_935	1.6.5.8
S_NS6_Pm_056_936	1.6.5.8
S_NS6_Pm_056_937	1.6.5.8
S_NS6_Pm_056_938	1.6.5.8
S_NS6_Pm_056_939	3.2.1.3
S_NS6_Pm_056_940	2.4.1.11
S_NS6_Pm_056_941	2.4.1.11
S_NS6_Pm_056_942	2.4.1.11
S_NS6_Pm_056_943	2.4.1.8
S_NS6_Pm_056_944	2.4.1.8
S_NS6_Pm_056_945	6.4.1.1
S_NS6_Pm_056_946	6.4.1.1
S_NS6_Pm_056_947	6.4.1.1
S_NS6_Pm_056_948	2.7.8.36
S_NS6_Pm_056_949	2.1.1.184
S_NS6_Pm_056_950	3.1.2.1
S_NS6_Pm_056_951	6.2.1.32
S_NS6_Pm_056_952	4.1.2.27
S_NS6_Pm_056_953	2.3.1.182
S_NS6_Pm_056_954	3.4.14.4
S_NS6_Pm_056_955	2.1.3.11
S_NS6_Pm_056_956	1.3.1.22
S_NS6_Pm_056_957	5.4.2.9
S_NS6_Pm_056_958	2.4.1.346
S_NS6_Pm_056_959	5.5.1.4
S_NS6_Pm_056_960	1.5.1.39
S_NS6_Pm_056_961	3.5.2.7
S_NS6_Pm_056_962	4.3.1.4
S_NS6_Pm_056_963	2.1.2.5
S_NS6_Pm_056_964	4.2.1.49
S_NS6_Pm_056_965	4.2.1.41
S_NS6_Pm_056_966	1.1.1.136
S_NS6_Pm_056_967	1.1.1.136
S_NS6_Pm_056_968	3.5.3.1
S_NS6_Pm_056_969	3.2.1.197
S_NS6_Pm_056_970	1.2.4.4
S_NS6_Pm_056_971	5.3.1.15
S_NS6_Pm_056_972	4.1.1.83
S_NS6_Pm_056_973	3.4.21.50
S_NS6_Pm_056_974	3.4.21.50
S_NS6_Pm_056_975	1.3.3.15
S_NS6_Pm_056_976	1.3.3.4
S_NS6_Pm_056_977	1.1.1.26
S_NS6_Pm_056_978	2.6.1.13
S_NS6_Pm_056_979	1.8.5.4
S_NS6_Pm_056_980	4.1.1.52
S_NS6_Pm_056_981	3.4.14.12
