S_S5_Ea_103_1	1.6.5.3
S_S5_Ea_103_666	3.4.22.70
S_S5_Ea_103_667	3.4.22.70
S_S5_Ea_103_668	3.4.22.70
S_S5_Ea_103_669	3.4.22.70
S_S5_Ea_103_670	3.4.22.70
S_S5_Ea_103_671	3.4.22.70
S_S5_Ea_103_672	3.2.1.10
S_S5_Ea_103_673	3.2.2.1
S_S5_Ea_103_674	3.2.2.1
S_S5_Ea_103_675	3.2.2.1
S_S5_Ea_103_676	2.7.6.5
S_S5_Ea_103_677	2.7.6.5
S_S5_Ea_103_678	2.7.6.5
S_S5_Ea_103_679	3.1.1.31
S_S5_Ea_103_680	2.7.1.121
S_S5_Ea_103_681	2.7.1.121
S_S5_Ea_103_682	2.7.1.121
S_S5_Ea_103_683	2.7.1.121
S_S5_Ea_103_684	2.7.1.121
S_S5_Ea_103_685	2.7.1.121
S_S5_Ea_103_686	2.7.1.121
S_S5_Ea_103_687	2.7.1.121
S_S5_Ea_103_688	2.7.1.121
S_S5_Ea_103_689	3.5.1.18
S_S5_Ea_103_690	3.2.1.37
S_S5_Ea_103_691	3.2.1.37
S_S5_Ea_103_692	3.2.1.172
S_S5_Ea_103_693	4.99.1.4
S_S5_Ea_103_694	4.99.1.4
S_S5_Ea_103_695	1.3.1.76
S_S5_Ea_103_696	3.5.99.10
S_S5_Ea_103_697	3.2.1.40
S_S5_Ea_103_698	3.2.1.40
S_S5_Ea_103_699	3.4.13.9
S_S5_Ea_103_700	3.4.13.9
S_S5_Ea_103_701	3.4.13.9
S_S5_Ea_103_702	1.3.1.14
S_S5_Ea_103_703	5.1.3.13
S_S5_Ea_103_704	5.4.2.6
S_S5_Ea_103_705	5.4.2.6
S_S5_Ea_103_706	5.4.2.6
S_S5_Ea_103_707	3.6.3.31
S_S5_Ea_103_708	2.7.1.211
S_S5_Ea_103_709	2.7.1.211
S_S5_Ea_103_710	2.7.1.211
S_S5_Ea_103_711	2.7.1.211
S_S5_Ea_103_712	3.1.11.5
S_S5_Ea_103_713	1.1.1.14
S_S5_Ea_103_714	2.6.1.16
S_S5_Ea_103_715	3.6.3.3
S_S5_Ea_103_716	3.6.3.3
S_S5_Ea_103_717	3.6.3.3
S_S5_Ea_103_718	2.4.1.64
S_S5_Ea_103_719	2.4.1.64
S_S5_Ea_103_720	3.5.4.5
S_S5_Ea_103_721	2.7.1.5
S_S5_Ea_103_722	2.7.1.5
S_S5_Ea_103_723	3.6.3.5
S_S5_Ea_103_724	3.6.3.5
S_S5_Ea_103_725	3.6.3.5
S_S5_Ea_103_726	5.1.3.4
S_S5_Ea_103_727	5.1.3.4
S_S5_Ea_103_728	5.1.3.4
S_S5_Ea_103_729	5.1.3.4
S_S5_Ea_103_730	5.1.3.4
S_S5_Ea_103_731	2.7.1.30
S_S5_Ea_103_732	5.4.2.10
S_S5_Ea_103_733	3.6.3.40
S_S5_Ea_103_734	5.4.2.8
S_S5_Ea_103_735	3.5.4.2
S_S5_Ea_103_736	2.3.1.19
S_S5_Ea_103_737	3.4.21.107
S_S5_Ea_103_738	5.3.1.6
S_S5_Ea_103_739	5.3.1.6
S_S5_Ea_103_740	5.3.1.6
S_S5_Ea_103_741	3.2.1.26
S_S5_Ea_103_742	3.2.1.93
S_S5_Ea_103_743	1.1.1.69
S_S5_Ea_103_744	1.1.1.69
S_S5_Ea_103_745	1.1.1.69
S_S5_Ea_103_746	2.7.1.24
S_S5_Ea_103_747	3.2.2.21
S_S5_Ea_103_748	2.5.1.17
S_S5_Ea_103_749	2.5.1.17
S_S5_Ea_103_750	2.5.1.17
S_S5_Ea_103_751	1.1.1.27
S_S5_Ea_103_752	1.1.1.27
S_S5_Ea_103_753	1.1.1.27
S_S5_Ea_103_754	1.2.1.10
S_S5_Ea_103_755	1.2.1.10
S_S5_Ea_103_756	1.2.1.10
S_S5_Ea_103_757	2.7.1.48
S_S5_Ea_103_758	2.7.2.2
S_S5_Ea_103_759	3.1.26.11
S_S5_Ea_103_760	3.1.26.11
S_S5_Ea_103_761	4.1.2.14
S_S5_Ea_103_762	4.1.2.14
S_S5_Ea_103_763	4.1.2.14
S_S5_Ea_103_764	2.7.1.45
S_S5_Ea_103_765	2.7.1.45
S_S5_Ea_103_766	4.1.3.42
S_S5_Ea_103_767	4.1.3.42
S_S5_Ea_103_768	1.1.1.408
S_S5_Ea_103_769	4.2.1.126
S_S5_Ea_103_770	4.2.1.126
S_S5_Ea_103_771	2.7.1.35
S_S5_Ea_103_772	2.7.1.35
S_S5_Ea_103_773	4.2.1.8
S_S5_Ea_103_774	1.1.1.409
S_S5_Ea_103_775	3.11.1.1
S_S5_Ea_103_776	5.3.1.23
S_S5_Ea_103_777	6.4.1.2
S_S5_Ea_103_778	6.4.1.2
S_S5_Ea_103_779	6.4.1.2
S_S5_Ea_103_780	2.3.1.128
S_S5_Ea_103_781	2.3.1.128
S_S5_Ea_103_782	3.1.12.1
S_S5_Ea_103_783	2.7.7.27
S_S5_Ea_103_784	2.7.7.27
S_S5_Ea_103_785	1.1.1.38
S_S5_Ea_103_786	1.1.1.38
S_S5_Ea_103_787	3.2.1.54
S_S5_Ea_103_788	3.2.1.54
S_S5_Ea_103_789	3.2.1.135
S_S5_Ea_103_790	3.2.1.135
S_S5_Ea_103_791	1.3.1.31
S_S5_Ea_103_792	3.2.1.133
S_S5_Ea_103_793	3.2.1.133
S_S5_Ea_103_794	3.1.3.41
S_S5_Ea_103_795	2.8.1.11
S_S5_Ea_103_796	2.7.1.199
S_S5_Ea_103_797	2.7.1.199
S_S5_Ea_103_798	2.7.1.199
S_S5_Ea_103_799	2.7.1.199
S_S5_Ea_103_800	3.2.1.122
S_S5_Ea_103_801	3.2.1.122
S_S5_Ea_103_802	3.2.1.122
S_S5_Ea_103_803	3.2.1.122
S_S5_Ea_103_804	2.7.1.201
S_S5_Ea_103_805	6.3.2.8
S_S5_Ea_103_806	6.3.4.21
S_S5_Ea_103_807	2.7.1.208
S_S5_Ea_103_808	2.7.1.208
S_S5_Ea_103_809	2.7.1.208
S_S5_Ea_103_810	2.7.1.208
S_S5_Ea_103_811	2.7.1.208
S_S5_Ea_103_812	2.7.1.208
S_S5_Ea_103_813	2.8.1.2
S_S5_Ea_103_814	2.7.7.85
S_S5_Ea_103_815	2.8.1.1
S_S5_Ea_103_816	2.7.1.205
S_S5_Ea_103_817	2.7.1.205
S_S5_Ea_103_818	2.7.1.205
S_S5_Ea_103_819	2.7.1.205
S_S5_Ea_103_820	2.7.1.205
S_S5_Ea_103_821	2.7.1.205
S_S5_Ea_103_822	2.7.1.205
S_S5_Ea_103_823	2.7.1.205
S_S5_Ea_103_824	2.7.1.205
S_S5_Ea_103_825	2.7.1.205
S_S5_Ea_103_826	2.7.1.205
S_S5_Ea_103_827	2.7.1.205
S_S5_Ea_103_828	2.7.1.205
S_S5_Ea_103_829	2.7.1.205
S_S5_Ea_103_830	2.4.2.22
S_S5_Ea_103_831	3.2.1.70
S_S5_Ea_103_832	3.2.1.41
S_S5_Ea_103_833	2.7.9.3
S_S5_Ea_103_834	2.7.1.100
S_S5_Ea_103_835	5.3.1.17
S_S5_Ea_103_836	5.3.1.17
S_S5_Ea_103_837	1.6.5.2
S_S5_Ea_103_838	1.6.5.2
S_S5_Ea_103_839	2.7.1.196
S_S5_Ea_103_840	2.7.1.196
S_S5_Ea_103_841	2.7.1.196
S_S5_Ea_103_842	2.7.1.196
S_S5_Ea_103_843	2.7.1.196
S_S5_Ea_103_844	2.7.1.196
S_S5_Ea_103_845	2.7.1.196
S_S5_Ea_103_846	2.7.1.196
S_S5_Ea_103_847	2.7.1.196
S_S5_Ea_103_848	2.7.1.196
S_S5_Ea_103_849	2.7.1.196
S_S5_Ea_103_850	2.7.1.196
S_S5_Ea_103_851	2.7.1.196
S_S5_Ea_103_852	2.7.1.196
S_S5_Ea_103_853	3.6.3.28
S_S5_Ea_103_854	3.1.4.16
S_S5_Ea_103_855	3.1.3.6
S_S5_Ea_103_856	3.4.17.14
S_S5_Ea_103_857	2.9.1.1
S_S5_Ea_103_858	2.9.1.1
S_S5_Ea_103_859	3.6.3.2
S_S5_Ea_103_860	3.6.3.2
S_S5_Ea_103_861	3.6.3.29
S_S5_Ea_103_862	2.7.1.191
S_S5_Ea_103_863	2.7.1.191
S_S5_Ea_103_864	2.7.1.191
S_S5_Ea_103_865	2.7.1.191
S_S5_Ea_103_866	2.7.1.191
S_S5_Ea_103_867	2.7.1.191
S_S5_Ea_103_868	2.7.1.191
S_S5_Ea_103_869	2.7.1.191
S_S5_Ea_103_870	2.7.1.191
S_S5_Ea_103_871	2.7.1.191
S_S5_Ea_103_872	2.7.1.191
S_S5_Ea_103_873	2.7.1.191
S_S5_Ea_103_874	2.7.1.191
S_S5_Ea_103_875	2.5.1.30
S_S5_Ea_103_876	2.5.1.30
S_S5_Ea_103_877	2.5.1.30
S_S5_Ea_103_878	3.6.1.23
S_S5_Ea_103_879	1.19.1.1
S_S5_Ea_103_880	1.19.1.1
S_S5_Ea_103_881	1.18.1.2
S_S5_Ea_103_882	1.18.1.2
S_S5_Ea_103_883	2.1.2.1
S_S5_Ea_103_884	1.3.1.98
S_S5_Ea_103_885	3.8.1.2
S_S5_Ea_103_886	4.4.1.21
S_S5_Ea_103_887	1.1.5.3
S_S5_Ea_103_888	1.1.5.3
S_S5_Ea_103_889	5.4.2.7
S_S5_Ea_103_890	1.1.1.49
S_S5_Ea_103_891	1.1.1.363
S_S5_Ea_103_892	1.1.1.44
S_S5_Ea_103_893	1.1.1.44
S_S5_Ea_103_894	6.1.1.24
S_S5_Ea_103_895	6.1.1.24
S_S5_Ea_103_896	3.2.2.9
S_S5_Ea_103_897	6.3.4.14
S_S5_Ea_103_898	3.1.2.21
S_S5_Ea_103_899	5.1.1.13
S_S5_Ea_103_900	5.1.1.13
S_S5_Ea_103_901	3.2.2.23
S_S5_Ea_103_902	2.2.1.2
S_S5_Ea_103_903	2.2.1.2
S_S5_Ea_103_904	2.7.1.197
S_S5_Ea_103_905	2.7.1.197
S_S5_Ea_103_906	2.7.1.197
S_S5_Ea_103_907	2.7.1.197
S_S5_Ea_103_908	3.5.1.24
S_S5_Ea_103_909	3.5.1.24
S_S5_Ea_103_910	2.1.1.223
S_S5_Ea_103_911	1.1.1.343
S_S5_Ea_103_912	1.1.1.343
S_S5_Ea_103_913	3.4.21.105
S_S5_Ea_103_914	1.1.1.77
S_S5_Ea_103_915	1.1.1.77
S_S5_Ea_103_916	3.5.1.4
S_S5_Ea_103_917	2.7.1.165
S_S5_Ea_103_918	2.7.1.165
S_S5_Ea_103_919	1.1.1.140
S_S5_Ea_103_920	1.1.1.140
S_S5_Ea_103_921	1.1.1.140
S_S5_Ea_103_922	4.1.2.19
S_S5_Ea_103_923	4.1.2.19
S_S5_Ea_103_924	4.1.2.19
S_S5_Ea_103_925	5.3.1.14
S_S5_Ea_103_926	5.1.3.32
S_S5_Ea_103_927	1.4.1.26
S_S5_Ea_103_928	1.4.1.12
S_S5_Ea_103_929	4.2.1.53
S_S5_Ea_103_930	3.5.1.1
S_S5_Ea_103_931	3.5.1.1
S_S5_Ea_103_932	1.1.1.6
S_S5_Ea_103_933	1.1.1.6
S_S5_Ea_103_934	1.1.1.6
S_S5_Ea_103_935	3.4.19.3
S_S5_Ea_103_936	2.8.1.4
S_S5_Ea_103_937	4.1.1.49
S_S5_Ea_103_938	3.1.3.73
S_S5_Ea_103_939	1.7.1.15
S_S5_Ea_103_940	1.7.1.15
S_S5_Ea_103_941	1.7.1.15
S_S5_Ea_103_942	1.6.3.4
S_S5_Ea_103_943	6.3.5.4
S_S5_Ea_103_944	4.2.3.1
S_S5_Ea_103_945	3.4.21.88
S_S5_Ea_103_946	3.4.21.88
S_S5_Ea_103_947	3.4.21.88
S_S5_Ea_103_948	1.1.1.31
S_S5_Ea_103_949	3.6.1.31
S_S5_Ea_103_950	3.1.3.11
S_S5_Ea_103_951	2.6.1.52
S_S5_Ea_103_952	5.1.3.9
S_S5_Ea_103_953	5.1.3.9
S_S5_Ea_103_954	5.1.1.3
S_S5_Ea_103_955	2.1.1.171
S_S5_Ea_103_956	2.7.6.2
S_S5_Ea_103_957	2.4.2.2
S_S5_Ea_103_958	2.4.2.2
S_S5_Ea_103_959	2.1.1.217
S_S5_Ea_103_960	2.7.1.193
S_S5_Ea_103_961	2.7.7.12
S_S5_Ea_103_962	1.1.1.29
S_S5_Ea_103_963	2.5.1.129
S_S5_Ea_103_964	4.1.1.98
S_S5_Ea_103_965	2.4.1.21
S_S5_Ea_103_966	2.6.1.37
S_S5_Ea_103_967	5.4.99.61
S_S5_Ea_103_968	5.4.99.60
S_S5_Ea_103_969	2.7.7.72
S_S5_Ea_103_970	1.11.1.1
S_S5_Ea_103_971	2.3.1.46
S_S5_Ea_103_972	5.3.1.4
S_S5_Ea_103_973	2.1.1.151
S_S5_Ea_103_974	1.4.7.1
S_S5_Ea_103_975	2.1.1.79
S_S5_Ea_103_976	2.7.1.56
S_S5_Ea_103_977	2.7.1.56
S_S5_Ea_103_978	2.4.1.332
S_S5_Ea_103_979	2.1.1.195
S_S5_Ea_103_980	2.1.1.130
S_S5_Ea_103_981	2.1.1.271
S_S5_Ea_103_982	2.1.1.133
S_S5_Ea_103_983	3.7.1.12
S_S5_Ea_103_984	2.1.1.131
S_S5_Ea_103_985	1.3.1.54
S_S5_Ea_103_986	1.3.1.106
S_S5_Ea_103_987	1.2.1.79
S_S5_Ea_103_988	1.2.1.3
S_S5_Ea_103_989	1.2.1.20
S_S5_Ea_103_990	1.2.1.16
S_S5_Ea_103_991	3.6.3.15
S_S5_Ea_103_992	2.1.1.170
S_S5_Ea_103_993	3.2.1.170
S_S5_Ea_103_994	2.3.1.204
S_S5_Ea_103_995	4.3.99.4
S_S5_Ea_103_996	3.6.1.7
S_S5_Ea_103_997	2.7.2.1
S_S5_Ea_103_998	2.7.2.1
S_S5_Ea_103_999	2.4.1.337
S_S5_Ea_103_1000	2.7.1.207
S_S5_Ea_103_1001	2.7.1.207
S_S5_Ea_103_1002	2.7.1.207
S_S5_Ea_103_1003	2.7.1.200
S_S5_Ea_103_1004	2.7.1.200
S_S5_Ea_103_1005	2.7.1.200
S_S5_Ea_103_1006	2.7.1.200
S_S5_Ea_103_1007	2.7.1.200
S_S5_Ea_103_1008	2.7.1.200
S_S5_Ea_103_1009	2.7.1.200
S_S5_Ea_103_1010	2.7.1.200
S_S5_Ea_103_1011	2.7.1.200
S_S5_Ea_103_1012	2.7.1.200
S_S5_Ea_103_1013	2.7.1.200
S_S5_Ea_103_1014	2.7.1.200
S_S5_Ea_103_1015	5.3.1.26
S_S5_Ea_103_1016	5.3.1.26
S_S5_Ea_103_1017	5.3.1.26
S_S5_Ea_103_1018	2.7.1.144
S_S5_Ea_103_1019	2.7.1.144
S_S5_Ea_103_1020	2.7.1.144
S_S5_Ea_103_1021	3.5.3.6
S_S5_Ea_103_1022	2.7.4.28
S_S5_Ea_103_1023	2.7.4.28
S_S5_Ea_103_1024	2.7.11.33
S_S5_Ea_103_1025	2.7.11.33
S_S5_Ea_103_1026	2.7.7.23
S_S5_Ea_103_1027	2.3.1.157
S_S5_Ea_103_1028	2.1.1.74
S_S5_Ea_103_1029	2.7.1.107
S_S5_Ea_103_1030	2.7.1.107
S_S5_Ea_103_1031	4.1.2.22
S_S5_Ea_103_1032	4.1.2.22
S_S5_Ea_103_1033	4.1.2.9
S_S5_Ea_103_1034	4.1.2.9
S_S5_Ea_103_1035	5.4.2.11
S_S5_Ea_103_1036	5.4.2.11
S_S5_Ea_103_1037	2.7.8.35
S_S5_Ea_103_1038	2.7.8.33
S_S5_Ea_103_1039	2.7.1.39
S_S5_Ea_103_1040	3.6.3.4
S_S5_Ea_103_1041	2.3.1.117
S_S5_Ea_103_1042	6.3.1.12
S_S5_Ea_103_1043	4.1.2.40
S_S5_Ea_103_1044	4.1.2.40
S_S5_Ea_103_1045	4.1.2.40
S_S5_Ea_103_1046	4.1.2.40
S_S5_Ea_103_1047	4.1.2.40
S_S5_Ea_103_1048	2.1.1.187
S_S5_Ea_103_1049	2.1.3.6
S_S5_Ea_103_1050	5.3.3.2
S_S5_Ea_103_1051	2.3.2.3
S_S5_Ea_103_1052	2.3.2.3
S_S5_Ea_103_1053	5.4.99.29
S_S5_Ea_103_1054	5.4.99.29
S_S5_Ea_103_1055	5.4.99.28
S_S5_Ea_103_1056	5.4.99.28
S_S5_Ea_103_1057	1.3.98.1
S_S5_Ea_103_1058	6.1.1.13
S_S5_Ea_103_1059	6.1.1.13
S_S5_Ea_103_1060	1.11.1.9
S_S5_Ea_103_1061	1.13.11.2
S_S5_Ea_103_1062	1.13.11.2
S_S5_Ea_103_1063	4.1.2.29
S_S5_Ea_103_1064	3.2.1.85
S_S5_Ea_103_1065	4.1.1.101
S_S5_Ea_103_1066	1.8.1.7
S_S5_Ea_103_1067	1.8.1.7
S_S5_Ea_103_1068	2.1.1.35
S_S5_Ea_103_1069	2.1.1.104
S_S5_Ea_103_1070	1.8.4.14
S_S5_Ea_103_1071	2.3.1.89
S_S5_Ea_103_1072	3.2.1.17
S_S5_Ea_103_1073	3.2.1.96
S_S5_Ea_103_1074	2.7.8.20
S_S5_Ea_103_1075	2.7.8.20
S_S5_Ea_103_1076	2.7.8.20
S_S5_Ea_103_1077	2.7.8.20
S_S5_Ea_103_1078	6.3.4.18
S_S5_Ea_103_1079	3.4.11.7
S_S5_Ea_103_1080	2.4.1.208
S_S5_Ea_103_1081	2.3.3.10
S_S5_Ea_103_1082	2.3.1.9
S_S5_Ea_103_1083	1.1.1.88
S_S5_Ea_103_1084	2.7.4.2
S_S5_Ea_103_1085	4.1.1.33
S_S5_Ea_103_1086	2.7.1.36
S_S5_Ea_103_1087	1.4.1.1
S_S5_Ea_103_1088	1.4.1.1
S_S5_Ea_103_1089	1.4.1.1
S_S5_Ea_103_1090	2.7.1.66
S_S5_Ea_103_1091	3.1.26.8
S_S5_Ea_103_1092	2.4.2.28
S_S5_Ea_103_1093	5.3.2.6
S_S5_Ea_103_1094	6.3.2.2
S_S5_Ea_103_1095	4.1.1.5
S_S5_Ea_103_1096	3.4.14.11
S_S5_Ea_103_1097	5.1.1.5
S_S5_Ea_103_1098	3.6.3.35
S_S5_Ea_103_1099	3.1.3.90
S_S5_Ea_103_1100	1.11.1.10
S_S5_Ea_103_1101	1.4.5.1
S_S5_Ea_103_1102	2.6.1.14
S_S5_Ea_103_1103	2.7.1.21
S_S5_Ea_103_1104	2.1.1.172
S_S5_Ea_103_1105	2.1.1.172
S_S5_Ea_103_1106	3.1.2.6
S_S5_Ea_103_1107	6.3.1.5
S_S5_Ea_103_1108	3.4.22.40
S_S5_Ea_103_1109	3.5.1.9
S_S5_Ea_103_1110	3.1.3.104
S_S5_Ea_103_1111	6.3.2.7
S_S5_Ea_103_1112	2.5.1.48
S_S5_Ea_103_1113	4.2.1.28
S_S5_Ea_103_1114	4.2.1.28
S_S5_Ea_103_1115	4.2.1.28
S_S5_Ea_103_1116	4.3.1.7
S_S5_Ea_103_1117	4.3.1.7
S_S5_Ea_103_1118	2.4.1.187
S_S5_Ea_103_1119	4.1.1.12
S_S5_Ea_103_1120	4.1.1.12
S_S5_Ea_103_1121	2.1.1.196
S_S5_Ea_103_1122	2.1.1.289
S_S5_Ea_103_1123	2.5.1.134
S_S5_Ea_103_1124	3.5.99.2
S_S5_Ea_103_1125	5.4.99.62
S_S5_Ea_103_1126	5.1.3.25
S_S5_Ea_103_1127	5.1.3.14
S_S5_Ea_103_1128	5.1.3.14
S_S5_Ea_103_1129	1.1.1.405
S_S5_Ea_103_1130	2.7.1.176
S_S5_Ea_103_1131	3.2.2.8
S_S5_Ea_103_1132	2.7.1.198
S_S5_Ea_103_1133	2.7.1.198
S_S5_Ea_103_1134	2.7.1.198
S_S5_Ea_103_1135	2.7.1.198
S_S5_Ea_103_1136	2.7.1.198
S_S5_Ea_103_1137	2.7.1.198
S_S5_Ea_103_1138	2.7.1.198
S_S5_Ea_103_1139	2.7.1.12
S_S5_Ea_103_1140	3.6.3.44
S_S5_Ea_103_1141	3.5.3.8
S_S5_Ea_103_1142	1.1.1.17
S_S5_Ea_103_1143	1.1.1.17
S_S5_Ea_103_1144	3.5.1.105
S_S5_Ea_103_1145	3.5.1.105
S_S5_Ea_103_1146	3.4.25.2
S_S5_Ea_103_1147	2.3.3.5
S_S5_Ea_103_1148	1.1.1.284
S_S5_Ea_103_1149	4.1.2.43
S_S5_Ea_103_1150	4.1.2.43
S_S5_Ea_103_1151	1.3.5.3
S_S5_Ea_103_1152	1.6.99.3
S_S5_Ea_103_1153	1.6.99.3
S_S5_Ea_103_1154	1.7.1.7
S_S5_Ea_103_1155	2.7.1.16
S_S5_Ea_103_1156	2.4.1.7
S_S5_Ea_103_1157	3.6.3.32
S_S5_Ea_103_1158	3.1.4.53
S_S5_Ea_103_1159	1.1.1.127
S_S5_Ea_103_1160	1.1.1.127
S_S5_Ea_103_1161	1.1.1.127
S_S5_Ea_103_1162	3.4.13.21
S_S5_Ea_103_1163	1.6.5.5
S_S5_Ea_103_1164	1.6.5.5
S_S5_Ea_103_1165	1.6.5.5
S_S5_Ea_103_1166	1.6.5.5
S_S5_Ea_103_1167	5.3.1.27
S_S5_Ea_103_1168	5.3.1.27
S_S5_Ea_103_1169	5.3.1.27
S_S5_Ea_103_1170	3.4.11.5
S_S5_Ea_103_1171	1.1.1.90
S_S5_Ea_103_1172	3.6.3.16
S_S5_Ea_103_1173	5.3.3.17
S_S5_Ea_103_1174	2.6.1.21
S_S5_Ea_103_1175	4.2.1.109
S_S5_Ea_103_1176	2.4.1.8
S_S5_Ea_103_1177	6.4.1.1
S_S5_Ea_103_1178	4.1.2.27
S_S5_Ea_103_1179	4.1.2.27
S_S5_Ea_103_1180	4.1.2.27
S_S5_Ea_103_1181	5.4.3.5
S_S5_Ea_103_1182	5.4.3.5
S_S5_Ea_103_1183	2.3.1.263
S_S5_Ea_103_1184	2.3.1.263
S_S5_Ea_103_1185	1.2.1.87
S_S5_Ea_103_1186	1.2.1.87
S_S5_Ea_103_1187	1.13.12.4
S_S5_Ea_103_1188	1.13.12.4
S_S5_Ea_103_1189	2.5.1.83
S_S5_Ea_103_1190	4.4.1.1
S_S5_Ea_103_1191	4.4.1.2
S_S5_Ea_103_1192	2.3.1.200
S_S5_Ea_103_1193	1.1.3.21
S_S5_Ea_103_1194	4.1.1.61
S_S5_Ea_103_1195	5.1.1.4
S_S5_Ea_103_1196	1.1.1.26
S_S5_Ea_103_1197	3.4.11.14
S_S5_Ea_103_1198	1.2.1.67
S_S5_Ea_103_1199	3.1.3.87
S_S5_Ea_103_1200	1.11.2.4
S_S5_Ea_103_1201	1.1.1.308
S_S5_Ea_103_1202	3.7.1.3
S_S5_Ea_103_1203	3.1.4.17
S_S5_Ea_103_1204	2.3.1.222
S_S5_Ea_103_1205	1.21.4.1
