S_S2_Ea_076_1	1.6.5.3
S_S2_Ea_076_666	2.4.2.1
S_S2_Ea_076_667	2.4.2.1
S_S2_Ea_076_668	2.4.2.1
S_S2_Ea_076_669	4.1.2.4
S_S2_Ea_076_670	4.1.2.4
S_S2_Ea_076_671	4.1.2.4
S_S2_Ea_076_672	4.1.2.4
S_S2_Ea_076_673	4.1.2.17
S_S2_Ea_076_674	4.1.2.17
S_S2_Ea_076_675	3.4.22.70
S_S2_Ea_076_676	3.4.22.70
S_S2_Ea_076_677	3.4.22.70
S_S2_Ea_076_678	3.4.22.70
S_S2_Ea_076_679	3.4.22.70
S_S2_Ea_076_680	3.4.22.70
S_S2_Ea_076_681	3.2.1.10
S_S2_Ea_076_682	3.2.2.1
S_S2_Ea_076_683	3.2.2.1
S_S2_Ea_076_684	3.2.2.1
S_S2_Ea_076_685	2.7.6.5
S_S2_Ea_076_686	2.7.6.5
S_S2_Ea_076_687	2.7.6.5
S_S2_Ea_076_688	3.1.1.31
S_S2_Ea_076_689	2.7.1.121
S_S2_Ea_076_690	2.7.1.121
S_S2_Ea_076_691	2.7.1.121
S_S2_Ea_076_692	2.7.1.121
S_S2_Ea_076_693	2.7.1.121
S_S2_Ea_076_694	2.7.1.121
S_S2_Ea_076_695	3.5.1.18
S_S2_Ea_076_696	3.2.1.37
S_S2_Ea_076_697	3.2.1.172
S_S2_Ea_076_698	4.99.1.4
S_S2_Ea_076_699	4.99.1.4
S_S2_Ea_076_700	1.3.1.76
S_S2_Ea_076_701	3.5.99.10
S_S2_Ea_076_702	2.7.1.17
S_S2_Ea_076_703	3.2.1.40
S_S2_Ea_076_704	3.2.1.40
S_S2_Ea_076_705	3.2.1.40
S_S2_Ea_076_706	3.4.13.9
S_S2_Ea_076_707	3.4.13.9
S_S2_Ea_076_708	3.4.13.9
S_S2_Ea_076_709	1.3.1.14
S_S2_Ea_076_710	5.1.3.13
S_S2_Ea_076_711	5.4.2.6
S_S2_Ea_076_712	5.4.2.6
S_S2_Ea_076_713	3.6.3.31
S_S2_Ea_076_714	2.7.1.211
S_S2_Ea_076_715	2.7.1.211
S_S2_Ea_076_716	2.7.1.211
S_S2_Ea_076_717	2.7.1.211
S_S2_Ea_076_718	3.1.11.5
S_S2_Ea_076_719	1.1.1.14
S_S2_Ea_076_720	1.1.1.14
S_S2_Ea_076_721	1.1.1.14
S_S2_Ea_076_722	2.6.1.16
S_S2_Ea_076_723	3.6.3.3
S_S2_Ea_076_724	3.6.3.3
S_S2_Ea_076_725	3.6.3.3
S_S2_Ea_076_726	3.6.3.3
S_S2_Ea_076_727	2.4.1.64
S_S2_Ea_076_728	3.5.4.5
S_S2_Ea_076_729	2.7.1.5
S_S2_Ea_076_730	2.7.1.5
S_S2_Ea_076_731	3.6.3.5
S_S2_Ea_076_732	3.6.3.5
S_S2_Ea_076_733	3.6.3.5
S_S2_Ea_076_734	3.6.3.5
S_S2_Ea_076_735	5.1.3.4
S_S2_Ea_076_736	5.1.3.4
S_S2_Ea_076_737	5.1.3.4
S_S2_Ea_076_738	5.1.3.4
S_S2_Ea_076_739	5.1.3.4
S_S2_Ea_076_740	2.7.1.30
S_S2_Ea_076_741	5.4.2.10
S_S2_Ea_076_742	5.4.99.9
S_S2_Ea_076_743	3.6.3.40
S_S2_Ea_076_744	5.4.2.8
S_S2_Ea_076_745	3.5.4.2
S_S2_Ea_076_746	2.3.1.19
S_S2_Ea_076_747	3.4.21.107
S_S2_Ea_076_748	5.3.1.6
S_S2_Ea_076_749	5.3.1.6
S_S2_Ea_076_750	5.3.1.6
S_S2_Ea_076_751	3.2.1.26
S_S2_Ea_076_752	3.2.1.26
S_S2_Ea_076_753	3.2.1.26
S_S2_Ea_076_754	3.2.1.93
S_S2_Ea_076_755	1.1.1.69
S_S2_Ea_076_756	1.1.1.69
S_S2_Ea_076_757	1.1.1.69
S_S2_Ea_076_758	2.7.1.24
S_S2_Ea_076_759	3.2.2.21
S_S2_Ea_076_760	2.5.1.17
S_S2_Ea_076_761	2.5.1.17
S_S2_Ea_076_762	2.5.1.17
S_S2_Ea_076_763	1.1.1.27
S_S2_Ea_076_764	1.1.1.27
S_S2_Ea_076_765	1.1.1.27
S_S2_Ea_076_766	1.2.1.10
S_S2_Ea_076_767	1.2.1.10
S_S2_Ea_076_768	1.2.1.10
S_S2_Ea_076_769	2.7.1.48
S_S2_Ea_076_770	2.7.2.2
S_S2_Ea_076_771	3.1.26.11
S_S2_Ea_076_772	3.1.26.11
S_S2_Ea_076_773	4.1.2.14
S_S2_Ea_076_774	4.1.2.14
S_S2_Ea_076_775	4.1.2.14
S_S2_Ea_076_776	4.1.2.14
S_S2_Ea_076_777	2.7.1.45
S_S2_Ea_076_778	2.7.1.45
S_S2_Ea_076_779	4.1.3.42
S_S2_Ea_076_780	4.1.3.42
S_S2_Ea_076_781	1.1.1.408
S_S2_Ea_076_782	4.2.1.126
S_S2_Ea_076_783	4.2.1.126
S_S2_Ea_076_784	2.7.1.35
S_S2_Ea_076_785	2.7.1.35
S_S2_Ea_076_786	4.2.1.8
S_S2_Ea_076_787	1.1.1.409
S_S2_Ea_076_788	3.11.1.1
S_S2_Ea_076_789	5.3.1.23
S_S2_Ea_076_790	6.4.1.2
S_S2_Ea_076_791	6.4.1.2
S_S2_Ea_076_792	6.4.1.2
S_S2_Ea_076_793	2.3.1.128
S_S2_Ea_076_794	2.3.1.128
S_S2_Ea_076_795	3.1.12.1
S_S2_Ea_076_796	2.7.7.27
S_S2_Ea_076_797	2.7.7.27
S_S2_Ea_076_798	1.1.1.38
S_S2_Ea_076_799	1.1.1.38
S_S2_Ea_076_800	3.2.1.54
S_S2_Ea_076_801	3.2.1.54
S_S2_Ea_076_802	3.2.1.135
S_S2_Ea_076_803	3.2.1.135
S_S2_Ea_076_804	1.3.1.31
S_S2_Ea_076_805	3.2.1.133
S_S2_Ea_076_806	3.2.1.133
S_S2_Ea_076_807	3.1.3.41
S_S2_Ea_076_808	2.8.1.11
S_S2_Ea_076_809	2.7.1.199
S_S2_Ea_076_810	2.7.1.199
S_S2_Ea_076_811	2.7.1.199
S_S2_Ea_076_812	2.7.1.199
S_S2_Ea_076_813	3.2.1.122
S_S2_Ea_076_814	3.2.1.122
S_S2_Ea_076_815	3.2.1.122
S_S2_Ea_076_816	3.2.1.122
S_S2_Ea_076_817	2.7.1.201
S_S2_Ea_076_818	6.3.2.8
S_S2_Ea_076_819	6.3.4.21
S_S2_Ea_076_820	2.7.1.208
S_S2_Ea_076_821	2.7.1.208
S_S2_Ea_076_822	2.7.1.208
S_S2_Ea_076_823	2.7.1.208
S_S2_Ea_076_824	2.7.1.208
S_S2_Ea_076_825	2.7.1.208
S_S2_Ea_076_826	2.8.1.2
S_S2_Ea_076_827	2.7.7.85
S_S2_Ea_076_828	2.8.1.1
S_S2_Ea_076_829	2.7.1.205
S_S2_Ea_076_830	2.7.1.205
S_S2_Ea_076_831	2.7.1.205
S_S2_Ea_076_832	2.7.1.205
S_S2_Ea_076_833	2.7.1.205
S_S2_Ea_076_834	2.7.1.205
S_S2_Ea_076_835	2.7.1.205
S_S2_Ea_076_836	2.7.1.205
S_S2_Ea_076_837	2.7.1.205
S_S2_Ea_076_838	2.7.1.205
S_S2_Ea_076_839	2.7.1.205
S_S2_Ea_076_840	2.7.1.205
S_S2_Ea_076_841	2.7.1.205
S_S2_Ea_076_842	2.7.1.205
S_S2_Ea_076_843	2.7.1.205
S_S2_Ea_076_844	2.7.1.205
S_S2_Ea_076_845	2.4.2.22
S_S2_Ea_076_846	3.2.1.70
S_S2_Ea_076_847	3.2.1.41
S_S2_Ea_076_848	2.7.9.3
S_S2_Ea_076_849	2.7.1.100
S_S2_Ea_076_850	5.3.1.17
S_S2_Ea_076_851	5.3.1.17
S_S2_Ea_076_852	1.6.5.2
S_S2_Ea_076_853	1.6.5.2
S_S2_Ea_076_854	2.7.1.196
S_S2_Ea_076_855	2.7.1.196
S_S2_Ea_076_856	2.7.1.196
S_S2_Ea_076_857	2.7.1.196
S_S2_Ea_076_858	2.7.1.196
S_S2_Ea_076_859	2.7.1.196
S_S2_Ea_076_860	2.7.1.196
S_S2_Ea_076_861	2.7.1.196
S_S2_Ea_076_862	2.7.1.196
S_S2_Ea_076_863	2.7.1.196
S_S2_Ea_076_864	2.7.1.196
S_S2_Ea_076_865	2.7.1.196
S_S2_Ea_076_866	2.7.1.196
S_S2_Ea_076_867	2.7.1.196
S_S2_Ea_076_868	2.7.1.196
S_S2_Ea_076_869	2.7.1.196
S_S2_Ea_076_870	3.6.3.28
S_S2_Ea_076_871	3.1.4.16
S_S2_Ea_076_872	3.1.3.6
S_S2_Ea_076_873	3.4.17.14
S_S2_Ea_076_874	2.9.1.1
S_S2_Ea_076_875	2.9.1.1
S_S2_Ea_076_876	2.9.1.1
S_S2_Ea_076_877	3.6.3.2
S_S2_Ea_076_878	3.6.3.2
S_S2_Ea_076_879	3.6.3.29
S_S2_Ea_076_880	2.7.1.191
S_S2_Ea_076_881	2.7.1.191
S_S2_Ea_076_882	2.7.1.191
S_S2_Ea_076_883	2.7.1.191
S_S2_Ea_076_884	2.7.1.191
S_S2_Ea_076_885	2.7.1.191
S_S2_Ea_076_886	2.7.1.191
S_S2_Ea_076_887	2.7.1.191
S_S2_Ea_076_888	2.7.1.191
S_S2_Ea_076_889	2.7.1.191
S_S2_Ea_076_890	2.7.1.191
S_S2_Ea_076_891	2.7.1.191
S_S2_Ea_076_892	2.7.1.191
S_S2_Ea_076_893	2.7.1.191
S_S2_Ea_076_894	2.7.1.191
S_S2_Ea_076_895	2.7.1.191
S_S2_Ea_076_896	2.5.1.30
S_S2_Ea_076_897	2.5.1.30
S_S2_Ea_076_898	2.5.1.30
S_S2_Ea_076_899	3.6.1.23
S_S2_Ea_076_900	1.19.1.1
S_S2_Ea_076_901	1.19.1.1
S_S2_Ea_076_902	1.18.1.2
S_S2_Ea_076_903	1.18.1.2
S_S2_Ea_076_904	2.1.2.1
S_S2_Ea_076_905	1.3.1.98
S_S2_Ea_076_906	3.8.1.2
S_S2_Ea_076_907	4.4.1.21
S_S2_Ea_076_908	1.1.5.3
S_S2_Ea_076_909	1.1.5.3
S_S2_Ea_076_910	5.4.2.7
S_S2_Ea_076_911	1.1.1.49
S_S2_Ea_076_912	1.1.1.363
S_S2_Ea_076_913	1.1.1.44
S_S2_Ea_076_914	1.1.1.44
S_S2_Ea_076_915	6.1.1.24
S_S2_Ea_076_916	6.1.1.24
S_S2_Ea_076_917	3.2.2.9
S_S2_Ea_076_918	6.3.4.14
S_S2_Ea_076_919	3.1.2.21
S_S2_Ea_076_920	5.1.1.13
S_S2_Ea_076_921	5.1.1.13
S_S2_Ea_076_922	3.2.2.23
S_S2_Ea_076_923	2.2.1.2
S_S2_Ea_076_924	2.2.1.2
S_S2_Ea_076_925	2.2.1.2
S_S2_Ea_076_926	2.7.1.197
S_S2_Ea_076_927	2.7.1.197
S_S2_Ea_076_928	2.7.1.197
S_S2_Ea_076_929	2.7.1.197
S_S2_Ea_076_930	3.5.1.24
S_S2_Ea_076_931	3.5.1.24
S_S2_Ea_076_932	2.1.1.223
S_S2_Ea_076_933	1.1.1.343
S_S2_Ea_076_934	1.1.1.343
S_S2_Ea_076_935	3.4.21.105
S_S2_Ea_076_936	1.1.1.77
S_S2_Ea_076_937	1.1.1.77
S_S2_Ea_076_938	1.1.1.77
S_S2_Ea_076_939	3.5.1.4
S_S2_Ea_076_940	2.7.1.165
S_S2_Ea_076_941	2.7.1.165
S_S2_Ea_076_942	1.1.1.140
S_S2_Ea_076_943	1.1.1.140
S_S2_Ea_076_944	1.1.1.140
S_S2_Ea_076_945	4.1.2.19
S_S2_Ea_076_946	4.1.2.19
S_S2_Ea_076_947	4.1.2.19
S_S2_Ea_076_948	4.1.2.19
S_S2_Ea_076_949	5.3.1.14
S_S2_Ea_076_950	5.1.3.32
S_S2_Ea_076_951	1.4.1.26
S_S2_Ea_076_952	1.4.1.12
S_S2_Ea_076_953	4.2.1.53
S_S2_Ea_076_954	3.5.1.1
S_S2_Ea_076_955	3.5.1.1
S_S2_Ea_076_956	1.1.1.6
S_S2_Ea_076_957	1.1.1.6
S_S2_Ea_076_958	3.4.19.3
S_S2_Ea_076_959	2.8.1.4
S_S2_Ea_076_960	4.1.1.49
S_S2_Ea_076_961	3.1.3.73
S_S2_Ea_076_962	1.7.1.15
S_S2_Ea_076_963	1.7.1.15
S_S2_Ea_076_964	1.6.3.4
S_S2_Ea_076_965	6.3.5.4
S_S2_Ea_076_966	4.2.3.1
S_S2_Ea_076_967	3.4.21.88
S_S2_Ea_076_968	3.4.21.88
S_S2_Ea_076_969	1.1.1.31
S_S2_Ea_076_970	3.6.1.31
S_S2_Ea_076_971	3.1.3.11
S_S2_Ea_076_972	2.6.1.52
S_S2_Ea_076_973	5.1.3.9
S_S2_Ea_076_974	5.1.3.9
S_S2_Ea_076_975	5.1.1.3
S_S2_Ea_076_976	2.1.1.171
S_S2_Ea_076_977	2.7.6.2
S_S2_Ea_076_978	2.4.2.2
S_S2_Ea_076_979	2.4.2.2
S_S2_Ea_076_980	2.1.1.217
S_S2_Ea_076_981	2.7.1.193
S_S2_Ea_076_982	2.7.7.12
S_S2_Ea_076_983	1.1.1.29
S_S2_Ea_076_984	2.5.1.129
S_S2_Ea_076_985	4.1.1.98
S_S2_Ea_076_986	2.4.1.21
S_S2_Ea_076_987	2.6.1.37
S_S2_Ea_076_988	5.4.99.61
S_S2_Ea_076_989	5.4.99.60
S_S2_Ea_076_990	2.7.7.72
S_S2_Ea_076_991	1.11.1.1
S_S2_Ea_076_992	2.3.1.46
S_S2_Ea_076_993	5.3.1.4
S_S2_Ea_076_994	1.4.7.1
S_S2_Ea_076_995	2.1.1.79
S_S2_Ea_076_996	2.7.1.56
S_S2_Ea_076_997	2.7.1.56
S_S2_Ea_076_998	2.4.1.332
S_S2_Ea_076_999	2.1.1.195
S_S2_Ea_076_1000	2.1.1.271
S_S2_Ea_076_1001	2.1.1.133
S_S2_Ea_076_1002	3.7.1.12
S_S2_Ea_076_1003	2.1.1.131
S_S2_Ea_076_1004	1.3.1.54
S_S2_Ea_076_1005	1.3.1.106
S_S2_Ea_076_1006	1.2.1.79
S_S2_Ea_076_1007	1.2.1.3
S_S2_Ea_076_1008	1.2.1.20
S_S2_Ea_076_1009	1.2.1.16
S_S2_Ea_076_1010	3.6.3.15
S_S2_Ea_076_1011	2.7.7.49
S_S2_Ea_076_1012	2.1.1.170
S_S2_Ea_076_1013	3.2.1.170
S_S2_Ea_076_1014	2.3.1.204
S_S2_Ea_076_1015	4.3.99.4
S_S2_Ea_076_1016	3.6.1.7
S_S2_Ea_076_1017	2.7.2.1
S_S2_Ea_076_1018	2.7.2.1
S_S2_Ea_076_1019	2.4.1.337
S_S2_Ea_076_1020	2.7.1.207
S_S2_Ea_076_1021	2.7.1.207
S_S2_Ea_076_1022	2.7.1.207
S_S2_Ea_076_1023	2.7.1.200
S_S2_Ea_076_1024	2.7.1.200
S_S2_Ea_076_1025	2.7.1.200
S_S2_Ea_076_1026	2.7.1.200
S_S2_Ea_076_1027	2.7.1.200
S_S2_Ea_076_1028	2.7.1.200
S_S2_Ea_076_1029	2.7.1.200
S_S2_Ea_076_1030	2.7.1.200
S_S2_Ea_076_1031	2.7.1.200
S_S2_Ea_076_1032	2.7.1.200
S_S2_Ea_076_1033	2.7.1.200
S_S2_Ea_076_1034	2.7.1.200
S_S2_Ea_076_1035	2.7.1.200
S_S2_Ea_076_1036	2.7.1.200
S_S2_Ea_076_1037	5.3.1.26
S_S2_Ea_076_1038	5.3.1.26
S_S2_Ea_076_1039	5.3.1.26
S_S2_Ea_076_1040	2.7.1.144
S_S2_Ea_076_1041	2.7.1.144
S_S2_Ea_076_1042	2.7.1.144
S_S2_Ea_076_1043	3.5.3.6
S_S2_Ea_076_1044	2.7.4.28
S_S2_Ea_076_1045	2.7.4.28
S_S2_Ea_076_1046	2.7.11.33
S_S2_Ea_076_1047	2.7.11.33
S_S2_Ea_076_1048	2.7.7.23
S_S2_Ea_076_1049	2.3.1.157
S_S2_Ea_076_1050	2.1.1.74
S_S2_Ea_076_1051	2.7.1.107
S_S2_Ea_076_1052	2.7.1.107
S_S2_Ea_076_1053	4.1.2.22
S_S2_Ea_076_1054	4.1.2.22
S_S2_Ea_076_1055	4.1.2.9
S_S2_Ea_076_1056	4.1.2.9
S_S2_Ea_076_1057	5.4.2.11
S_S2_Ea_076_1058	5.4.2.11
S_S2_Ea_076_1059	2.7.8.35
S_S2_Ea_076_1060	2.7.8.33
S_S2_Ea_076_1061	2.7.1.39
S_S2_Ea_076_1062	3.6.3.4
S_S2_Ea_076_1063	2.3.1.117
S_S2_Ea_076_1064	6.3.1.12
S_S2_Ea_076_1065	4.1.2.40
S_S2_Ea_076_1066	4.1.2.40
S_S2_Ea_076_1067	4.1.2.40
S_S2_Ea_076_1068	4.1.2.40
S_S2_Ea_076_1069	4.1.2.40
S_S2_Ea_076_1070	2.1.1.187
S_S2_Ea_076_1071	2.1.3.6
S_S2_Ea_076_1072	5.3.3.2
S_S2_Ea_076_1073	2.3.2.3
S_S2_Ea_076_1074	2.3.2.3
S_S2_Ea_076_1075	5.4.99.29
S_S2_Ea_076_1076	5.4.99.29
S_S2_Ea_076_1077	5.4.99.28
S_S2_Ea_076_1078	5.4.99.28
S_S2_Ea_076_1079	1.3.98.1
S_S2_Ea_076_1080	6.1.1.13
S_S2_Ea_076_1081	6.1.1.13
S_S2_Ea_076_1082	1.11.1.9
S_S2_Ea_076_1083	1.13.11.2
S_S2_Ea_076_1084	1.13.11.2
S_S2_Ea_076_1085	4.1.2.29
S_S2_Ea_076_1086	3.2.1.85
S_S2_Ea_076_1087	4.1.1.101
S_S2_Ea_076_1088	1.1.1.346
S_S2_Ea_076_1089	1.1.1.346
S_S2_Ea_076_1090	1.8.1.7
S_S2_Ea_076_1091	1.8.1.7
S_S2_Ea_076_1092	2.1.1.35
S_S2_Ea_076_1093	2.1.1.104
S_S2_Ea_076_1094	1.8.4.14
S_S2_Ea_076_1095	2.3.1.89
S_S2_Ea_076_1096	3.2.1.17
S_S2_Ea_076_1097	3.2.1.96
S_S2_Ea_076_1098	2.7.8.20
S_S2_Ea_076_1099	2.7.8.20
S_S2_Ea_076_1100	2.7.8.20
S_S2_Ea_076_1101	2.7.8.20
S_S2_Ea_076_1102	6.3.4.18
S_S2_Ea_076_1103	3.4.11.7
S_S2_Ea_076_1104	2.4.1.208
S_S2_Ea_076_1105	2.3.3.10
S_S2_Ea_076_1106	2.3.1.9
S_S2_Ea_076_1107	1.1.1.88
S_S2_Ea_076_1108	2.7.4.2
S_S2_Ea_076_1109	4.1.1.33
S_S2_Ea_076_1110	2.7.1.36
S_S2_Ea_076_1111	1.4.1.1
S_S2_Ea_076_1112	1.4.1.1
S_S2_Ea_076_1113	1.4.1.1
S_S2_Ea_076_1114	3.2.1.80
S_S2_Ea_076_1115	2.7.1.66
S_S2_Ea_076_1116	3.1.26.8
S_S2_Ea_076_1117	2.4.2.28
S_S2_Ea_076_1118	5.3.2.6
S_S2_Ea_076_1119	6.3.2.2
S_S2_Ea_076_1120	4.1.1.5
S_S2_Ea_076_1121	3.4.14.11
S_S2_Ea_076_1122	5.1.1.5
S_S2_Ea_076_1123	3.6.3.35
S_S2_Ea_076_1124	3.1.3.90
S_S2_Ea_076_1125	1.11.1.10
S_S2_Ea_076_1126	1.4.5.1
S_S2_Ea_076_1127	2.6.1.14
S_S2_Ea_076_1128	2.7.1.21
S_S2_Ea_076_1129	2.1.1.172
S_S2_Ea_076_1130	2.1.1.172
S_S2_Ea_076_1131	3.1.2.6
S_S2_Ea_076_1132	6.3.1.5
S_S2_Ea_076_1133	3.4.22.40
S_S2_Ea_076_1134	3.5.1.9
S_S2_Ea_076_1135	3.1.3.104
S_S2_Ea_076_1136	6.3.2.7
S_S2_Ea_076_1137	2.5.1.48
S_S2_Ea_076_1138	4.2.1.28
S_S2_Ea_076_1139	4.2.1.28
S_S2_Ea_076_1140	4.2.1.28
S_S2_Ea_076_1141	4.3.1.7
S_S2_Ea_076_1142	4.3.1.7
S_S2_Ea_076_1143	2.4.1.187
S_S2_Ea_076_1144	4.1.1.12
S_S2_Ea_076_1145	4.1.1.12
S_S2_Ea_076_1146	2.1.1.196
S_S2_Ea_076_1147	2.1.1.289
S_S2_Ea_076_1148	2.5.1.134
S_S2_Ea_076_1149	3.5.99.2
S_S2_Ea_076_1150	5.4.99.62
S_S2_Ea_076_1151	5.1.3.25
S_S2_Ea_076_1152	5.1.3.14
S_S2_Ea_076_1153	5.1.3.14
S_S2_Ea_076_1154	1.1.1.405
S_S2_Ea_076_1155	3.2.2.8
S_S2_Ea_076_1156	2.7.1.198
S_S2_Ea_076_1157	2.7.1.198
S_S2_Ea_076_1158	2.7.1.198
S_S2_Ea_076_1159	2.7.1.198
S_S2_Ea_076_1160	2.7.1.198
S_S2_Ea_076_1161	2.7.1.198
S_S2_Ea_076_1162	2.7.1.198
S_S2_Ea_076_1163	2.7.1.198
S_S2_Ea_076_1164	2.7.1.198
S_S2_Ea_076_1165	2.7.1.12
S_S2_Ea_076_1166	3.6.3.44
S_S2_Ea_076_1167	3.5.3.8
S_S2_Ea_076_1168	1.1.1.17
S_S2_Ea_076_1169	1.1.1.17
S_S2_Ea_076_1170	3.5.1.105
S_S2_Ea_076_1171	3.5.1.105
S_S2_Ea_076_1172	4.1.99.3
S_S2_Ea_076_1173	3.4.25.2
S_S2_Ea_076_1174	2.3.3.5
S_S2_Ea_076_1175	1.1.1.284
S_S2_Ea_076_1176	4.1.2.43
S_S2_Ea_076_1177	4.1.2.43
S_S2_Ea_076_1178	1.3.5.3
S_S2_Ea_076_1179	1.6.99.3
S_S2_Ea_076_1180	1.6.99.3
S_S2_Ea_076_1181	1.7.1.7
S_S2_Ea_076_1182	2.7.1.16
S_S2_Ea_076_1183	2.4.1.7
S_S2_Ea_076_1184	3.6.3.32
S_S2_Ea_076_1185	3.1.4.53
S_S2_Ea_076_1186	1.1.1.127
S_S2_Ea_076_1187	1.1.1.127
S_S2_Ea_076_1188	1.1.1.127
S_S2_Ea_076_1189	3.4.13.21
S_S2_Ea_076_1190	1.6.5.5
S_S2_Ea_076_1191	1.6.5.5
S_S2_Ea_076_1192	1.6.5.5
S_S2_Ea_076_1193	1.6.5.5
S_S2_Ea_076_1194	5.3.1.27
S_S2_Ea_076_1195	5.3.1.27
S_S2_Ea_076_1196	5.3.1.27
S_S2_Ea_076_1197	3.4.11.5
S_S2_Ea_076_1198	1.1.1.90
S_S2_Ea_076_1199	3.6.3.16
S_S2_Ea_076_1200	2.6.1.21
S_S2_Ea_076_1201	2.4.1.8
S_S2_Ea_076_1202	6.4.1.1
S_S2_Ea_076_1203	4.1.2.27
S_S2_Ea_076_1204	4.1.2.27
S_S2_Ea_076_1205	4.1.2.27
S_S2_Ea_076_1206	5.4.3.5
S_S2_Ea_076_1207	5.4.3.5
S_S2_Ea_076_1208	2.3.1.263
S_S2_Ea_076_1209	2.3.1.263
S_S2_Ea_076_1210	1.2.1.87
S_S2_Ea_076_1211	1.2.1.87
S_S2_Ea_076_1212	5.3.1.15
S_S2_Ea_076_1213	1.13.12.4
S_S2_Ea_076_1214	1.13.12.4
S_S2_Ea_076_1215	2.5.1.83
S_S2_Ea_076_1216	4.4.1.1
S_S2_Ea_076_1217	4.4.1.2
S_S2_Ea_076_1218	2.3.1.200
S_S2_Ea_076_1219	1.1.3.21
S_S2_Ea_076_1220	4.1.1.61
S_S2_Ea_076_1221	5.1.1.4
S_S2_Ea_076_1222	1.1.1.26
S_S2_Ea_076_1223	3.4.11.14
S_S2_Ea_076_1224	2.7.1.203
S_S2_Ea_076_1225	2.7.1.203
S_S2_Ea_076_1226	2.7.1.204
S_S2_Ea_076_1227	2.7.1.204
S_S2_Ea_076_1228	1.2.1.67
S_S2_Ea_076_1229	1.11.2.4
S_S2_Ea_076_1230	1.1.1.308
S_S2_Ea_076_1231	3.7.1.3
S_S2_Ea_076_1232	3.1.4.17
S_S2_Ea_076_1233	2.3.1.222
S_S2_Ea_076_1234	1.21.4.1
