S_NS1_Pm_023_1	1.6.5.3
S_NS1_Pm_023_636	5.1.3.1
S_NS1_Pm_023_637	3.5.4.9
S_NS1_Pm_023_638	1.11.1.5
S_NS1_Pm_023_639	6.3.4.2
S_NS1_Pm_023_640	2.7.7.38
S_NS1_Pm_023_641	5.4.2.2
S_NS1_Pm_023_642	1.5.1.7
S_NS1_Pm_023_643	6.1.1.1
S_NS1_Pm_023_644	3.5.3.12
S_NS1_Pm_023_645	5.4.99.18
S_NS1_Pm_023_646	2.4.2.9
S_NS1_Pm_023_647	2.1.3.2
S_NS1_Pm_023_648	1.3.1.10
S_NS1_Pm_023_649	1.3.1.9
S_NS1_Pm_023_650	1.3.1.9
S_NS1_Pm_023_651	1.3.1.9
S_NS1_Pm_023_652	3.5.4.16
S_NS1_Pm_023_653	1.17.7.4
S_NS1_Pm_023_654	4.2.1.9
S_NS1_Pm_023_655	2.4.2.17
S_NS1_Pm_023_656	3.4.11.9
S_NS1_Pm_023_657	3.4.11.9
S_NS1_Pm_023_658	3.4.11.9
S_NS1_Pm_023_659	4.1.1.65
S_NS1_Pm_023_660	3.5.4.33
S_NS1_Pm_023_661	2.8.1.8
S_NS1_Pm_023_662	4.2.1.75
S_NS1_Pm_023_663	3.2.1.180
S_NS1_Pm_023_664	3.2.1.21
S_NS1_Pm_023_665	3.2.1.21
S_NS1_Pm_023_666	3.1.4.46
S_NS1_Pm_023_667	3.1.4.46
S_NS1_Pm_023_668	2.7.1.15
S_NS1_Pm_023_669	2.4.2.3
S_NS1_Pm_023_670	1.12.1.3
S_NS1_Pm_023_671	1.12.1.3
S_NS1_Pm_023_672	1.12.1.3
S_NS1_Pm_023_673	1.12.1.3
S_NS1_Pm_023_674	3.6.3.30
S_NS1_Pm_023_675	4.4.1.5
S_NS1_Pm_023_676	4.4.1.5
S_NS1_Pm_023_677	2.4.2.1
S_NS1_Pm_023_678	4.1.2.4
S_NS1_Pm_023_679	2.7.6.5
S_NS1_Pm_023_680	2.7.6.5
S_NS1_Pm_023_681	3.1.3.97
S_NS1_Pm_023_682	3.1.1.31
S_NS1_Pm_023_683	3.1.1.31
S_NS1_Pm_023_684	3.1.1.31
S_NS1_Pm_023_685	2.7.1.121
S_NS1_Pm_023_686	2.7.1.121
S_NS1_Pm_023_687	3.2.1.172
S_NS1_Pm_023_688	3.5.99.10
S_NS1_Pm_023_689	2.7.1.17
S_NS1_Pm_023_690	3.2.1.40
S_NS1_Pm_023_691	3.2.1.40
S_NS1_Pm_023_692	3.2.1.40
S_NS1_Pm_023_693	3.2.1.40
S_NS1_Pm_023_694	3.4.13.9
S_NS1_Pm_023_695	4.2.1.7
S_NS1_Pm_023_696	1.3.1.14
S_NS1_Pm_023_697	3.2.1.55
S_NS1_Pm_023_698	3.2.1.55
S_NS1_Pm_023_699	5.1.3.13
S_NS1_Pm_023_700	3.6.3.31
S_NS1_Pm_023_701	3.1.11.5
S_NS1_Pm_023_702	3.1.11.5
S_NS1_Pm_023_703	3.6.3.3
S_NS1_Pm_023_704	3.5.4.5
S_NS1_Pm_023_705	2.7.1.5
S_NS1_Pm_023_706	3.2.1.177
S_NS1_Pm_023_707	3.6.3.5
S_NS1_Pm_023_708	2.7.1.30
S_NS1_Pm_023_709	2.4.1.83
S_NS1_Pm_023_710	5.4.2.8
S_NS1_Pm_023_711	3.5.4.3
S_NS1_Pm_023_712	3.1.6.6
S_NS1_Pm_023_713	5.3.1.6
S_NS1_Pm_023_714	1.1.1.69
S_NS1_Pm_023_715	2.7.1.24
S_NS1_Pm_023_716	2.5.1.17
S_NS1_Pm_023_717	2.7.1.48
S_NS1_Pm_023_718	3.1.26.11
S_NS1_Pm_023_719	3.1.26.11
S_NS1_Pm_023_720	4.1.2.14
S_NS1_Pm_023_721	2.7.1.45
S_NS1_Pm_023_722	4.1.3.42
S_NS1_Pm_023_723	4.2.1.126
S_NS1_Pm_023_724	2.7.1.35
S_NS1_Pm_023_725	4.2.1.8
S_NS1_Pm_023_726	3.11.1.1
S_NS1_Pm_023_727	5.3.1.23
S_NS1_Pm_023_728	6.4.1.2
S_NS1_Pm_023_729	2.6.1.83
S_NS1_Pm_023_730	2.6.1.83
S_NS1_Pm_023_731	3.1.12.1
S_NS1_Pm_023_732	4.2.3.3
S_NS1_Pm_023_733	4.2.3.3
S_NS1_Pm_023_734	1.1.1.38
S_NS1_Pm_023_735	4.2.1.1
S_NS1_Pm_023_736	4.2.1.6
S_NS1_Pm_023_737	1.7.99.1
S_NS1_Pm_023_738	6.3.2.8
S_NS1_Pm_023_739	6.3.2.8
S_NS1_Pm_023_740	2.4.2.22
S_NS1_Pm_023_741	5.3.1.17
S_NS1_Pm_023_742	3.6.3.29
S_NS1_Pm_023_743	6.3.1.1
S_NS1_Pm_023_744	3.6.1.23
S_NS1_Pm_023_745	3.2.1.45
S_NS1_Pm_023_746	1.19.1.1
S_NS1_Pm_023_747	1.18.1.2
S_NS1_Pm_023_748	6.2.1.3
S_NS1_Pm_023_749	6.2.1.3
S_NS1_Pm_023_750	6.2.1.3
S_NS1_Pm_023_751	6.2.1.3
S_NS1_Pm_023_752	2.1.2.1
S_NS1_Pm_023_753	1.3.1.98
S_NS1_Pm_023_754	1.1.1.58
S_NS1_Pm_023_755	1.1.1.49
S_NS1_Pm_023_756	1.1.1.363
S_NS1_Pm_023_757	1.1.1.44
S_NS1_Pm_023_758	6.3.4.14
S_NS1_Pm_023_759	3.1.2.21
S_NS1_Pm_023_760	2.2.1.2
S_NS1_Pm_023_761	3.5.1.16
S_NS1_Pm_023_762	3.5.1.24
S_NS1_Pm_023_763	2.1.1.223
S_NS1_Pm_023_764	1.1.1.343
S_NS1_Pm_023_765	3.4.21.105
S_NS1_Pm_023_766	2.7.1.165
S_NS1_Pm_023_767	2.3.1.82
S_NS1_Pm_023_768	4.1.2.19
S_NS1_Pm_023_769	5.3.1.14
S_NS1_Pm_023_770	5.1.3.32
S_NS1_Pm_023_771	3.5.1.1
S_NS1_Pm_023_772	3.5.1.1
S_NS1_Pm_023_773	2.7.8.6
S_NS1_Pm_023_774	2.8.4.5
S_NS1_Pm_023_775	4.1.1.49
S_NS1_Pm_023_776	3.1.3.73
S_NS1_Pm_023_777	1.6.3.4
S_NS1_Pm_023_778	6.3.5.4
S_NS1_Pm_023_779	4.2.3.1
S_NS1_Pm_023_780	3.6.1.31
S_NS1_Pm_023_781	3.1.3.11
S_NS1_Pm_023_782	2.6.1.52
S_NS1_Pm_023_783	5.1.1.3
S_NS1_Pm_023_784	2.1.1.171
S_NS1_Pm_023_785	4.1.3.17
S_NS1_Pm_023_786	2.7.6.2
S_NS1_Pm_023_787	1.4.1.21
S_NS1_Pm_023_788	2.4.1.21
S_NS1_Pm_023_789	2.6.1.37
S_NS1_Pm_023_790	3.2.1.4
S_NS1_Pm_023_791	4.2.2.5
S_NS1_Pm_023_792	4.2.2.5
S_NS1_Pm_023_793	5.4.99.61
S_NS1_Pm_023_794	5.4.99.60
S_NS1_Pm_023_795	3.4.21.53
S_NS1_Pm_023_796	3.4.21.53
S_NS1_Pm_023_797	2.7.7.72
S_NS1_Pm_023_798	1.5.1.38
S_NS1_Pm_023_799	3.4.13.19
S_NS1_Pm_023_800	2.3.1.46
S_NS1_Pm_023_801	5.4.99.21
S_NS1_Pm_023_802	5.3.1.4
S_NS1_Pm_023_803	2.1.1.151
S_NS1_Pm_023_804	1.4.7.1
S_NS1_Pm_023_805	2.1.1.195
S_NS1_Pm_023_806	2.1.1.130
S_NS1_Pm_023_807	2.1.1.271
S_NS1_Pm_023_808	2.1.1.133
S_NS1_Pm_023_809	3.4.17.13
S_NS1_Pm_023_810	1.1.1.335
S_NS1_Pm_023_811	3.6.3.15
S_NS1_Pm_023_812	2.7.7.49
S_NS1_Pm_023_813	3.6.1.22
S_NS1_Pm_023_814	2.1.1.170
S_NS1_Pm_023_815	3.5.3.11
S_NS1_Pm_023_816	2.7.2.1
S_NS1_Pm_023_817	1.17.1.9
S_NS1_Pm_023_818	5.4.2.11
S_NS1_Pm_023_819	2.6.1.2
S_NS1_Pm_023_820	3.6.3.4
S_NS1_Pm_023_821	2.1.1.64
S_NS1_Pm_023_822	2.1.1.222
S_NS1_Pm_023_823	5.1.99.8
S_NS1_Pm_023_824	4.1.2.25
S_NS1_Pm_023_825	1.13.11.81
S_NS1_Pm_023_826	6.3.1.12
S_NS1_Pm_023_827	5.4.99.29
S_NS1_Pm_023_828	5.4.99.29
S_NS1_Pm_023_829	5.4.99.28
S_NS1_Pm_023_830	5.4.99.28
S_NS1_Pm_023_831	1.3.98.1
S_NS1_Pm_023_832	1.3.98.1
S_NS1_Pm_023_833	2.1.1.104
S_NS1_Pm_023_834	3.5.1.3
S_NS1_Pm_023_835	1.8.4.14
S_NS1_Pm_023_836	3.2.1.17
S_NS1_Pm_023_837	3.2.1.17
S_NS1_Pm_023_838	1.4.1.1
S_NS1_Pm_023_839	3.2.1.80
S_NS1_Pm_023_840	3.4.11.2
S_NS1_Pm_023_841	3.1.3.3
S_NS1_Pm_023_842	3.1.3.3
S_NS1_Pm_023_843	3.1.3.27
S_NS1_Pm_023_844	3.4.22.40
S_NS1_Pm_023_845	3.4.22.40
S_NS1_Pm_023_846	3.4.22.40
S_NS1_Pm_023_847	3.1.3.104
S_NS1_Pm_023_848	3.2.1.97
S_NS1_Pm_023_849	2.4.1.187
S_NS1_Pm_023_850	2.4.1.187
S_NS1_Pm_023_851	4.1.1.12
S_NS1_Pm_023_852	2.1.1.132
S_NS1_Pm_023_853	2.5.1.105
S_NS1_Pm_023_854	4.6.1.1
S_NS1_Pm_023_855	4.6.1.15
S_NS1_Pm_023_856	2.7.1.29
S_NS1_Pm_023_857	2.7.1.28
S_NS1_Pm_023_858	1.1.1.28
S_NS1_Pm_023_859	3.1.3.71
S_NS1_Pm_023_860	5.1.3.14
S_NS1_Pm_023_861	5.1.3.14
S_NS1_Pm_023_862	5.1.3.14
S_NS1_Pm_023_863	5.1.3.14
S_NS1_Pm_023_864	6.2.1.30
S_NS1_Pm_023_865	6.2.1.30
S_NS1_Pm_023_866	1.2.7.8
S_NS1_Pm_023_867	1.2.7.8
S_NS1_Pm_023_868	6.2.1.1
S_NS1_Pm_023_869	1.2.7.11
S_NS1_Pm_023_870	1.2.7.11
S_NS1_Pm_023_871	1.2.7.11
S_NS1_Pm_023_872	1.2.7.11
S_NS1_Pm_023_873	1.1.1.336
S_NS1_Pm_023_874	1.2.1.22
S_NS1_Pm_023_875	2.4.1.15
S_NS1_Pm_023_876	1.2.1.21
S_NS1_Pm_023_877	3.1.3.12
S_NS1_Pm_023_878	3.1.2.28
S_NS1_Pm_023_879	3.1.3.10
S_NS1_Pm_023_880	3.1.3.10
S_NS1_Pm_023_881	5.3.1.22
S_NS1_Pm_023_882	1.3.1.1
S_NS1_Pm_023_883	3.1.2.12
S_NS1_Pm_023_884	3.1.3.2
S_NS1_Pm_023_885	3.6.1.54
S_NS1_Pm_023_886	2.8.3.18
S_NS1_Pm_023_887	3.1.1.85
S_NS1_Pm_023_888	1.1.1.17
S_NS1_Pm_023_889	3.1.7.2
S_NS1_Pm_023_890	3.1.1.11
S_NS1_Pm_023_891	2.4.1.180
S_NS1_Pm_023_892	3.1.1.32
S_NS1_Pm_023_893	3.1.1.4
S_NS1_Pm_023_894	2.3.3.5
S_NS1_Pm_023_895	2.3.1.245
S_NS1_Pm_023_896	3.4.15.5
S_NS1_Pm_023_897	3.4.15.5
S_NS1_Pm_023_898	5.3.1.5
S_NS1_Pm_023_899	3.2.2.4
S_NS1_Pm_023_900	2.1.3.9
S_NS1_Pm_023_901	3.1.3.45
S_NS1_Pm_023_902	3.6.3.32
S_NS1_Pm_023_903	1.1.1.371
S_NS1_Pm_023_904	5.4.3.2
S_NS1_Pm_023_905	4.2.1.42
S_NS1_Pm_023_906	1.1.1.290
S_NS1_Pm_023_907	3.2.1.99
S_NS1_Pm_023_908	3.2.1.99
S_NS1_Pm_023_909	3.4.14.5
S_NS1_Pm_023_910	3.4.14.5
S_NS1_Pm_023_911	3.4.14.5
S_NS1_Pm_023_912	4.3.1.3
S_NS1_Pm_023_913	3.4.24.71
S_NS1_Pm_023_914	1.1.1.30
S_NS1_Pm_023_915	1.1.1.30
S_NS1_Pm_023_916	2.3.1.201
S_NS1_Pm_023_917	1.6.5.8
S_NS1_Pm_023_918	1.6.5.8
S_NS1_Pm_023_919	1.6.5.8
S_NS1_Pm_023_920	1.6.5.8
S_NS1_Pm_023_921	1.6.5.8
S_NS1_Pm_023_922	1.6.5.8
S_NS1_Pm_023_923	3.2.1.3
S_NS1_Pm_023_924	2.4.1.11
S_NS1_Pm_023_925	2.4.1.11
S_NS1_Pm_023_926	2.4.1.11
S_NS1_Pm_023_927	2.4.1.8
S_NS1_Pm_023_928	2.4.1.8
S_NS1_Pm_023_929	6.4.1.1
S_NS1_Pm_023_930	6.4.1.1
S_NS1_Pm_023_931	6.4.1.1
S_NS1_Pm_023_932	2.7.8.36
S_NS1_Pm_023_933	3.1.2.1
S_NS1_Pm_023_934	6.2.1.32
S_NS1_Pm_023_935	4.1.2.27
S_NS1_Pm_023_936	2.3.1.182
S_NS1_Pm_023_937	3.4.14.4
S_NS1_Pm_023_938	2.1.3.11
S_NS1_Pm_023_939	1.3.1.22
S_NS1_Pm_023_940	5.4.2.9
S_NS1_Pm_023_941	2.4.1.346
S_NS1_Pm_023_942	5.5.1.4
S_NS1_Pm_023_943	1.5.1.39
S_NS1_Pm_023_944	3.5.2.7
S_NS1_Pm_023_945	4.3.1.4
S_NS1_Pm_023_946	2.1.2.5
S_NS1_Pm_023_947	4.2.1.49
S_NS1_Pm_023_948	4.2.1.41
S_NS1_Pm_023_949	4.2.1.41
S_NS1_Pm_023_950	1.1.1.136
S_NS1_Pm_023_951	1.1.1.136
S_NS1_Pm_023_952	3.5.3.1
S_NS1_Pm_023_953	3.2.1.197
S_NS1_Pm_023_954	1.2.4.4
S_NS1_Pm_023_955	5.3.1.15
S_NS1_Pm_023_956	4.1.1.83
S_NS1_Pm_023_957	3.4.21.50
S_NS1_Pm_023_958	3.4.21.50
S_NS1_Pm_023_959	3.4.21.50
S_NS1_Pm_023_960	3.4.21.50
S_NS1_Pm_023_961	1.3.3.15
S_NS1_Pm_023_962	1.3.3.4
S_NS1_Pm_023_963	1.1.1.26
S_NS1_Pm_023_964	2.6.1.13
S_NS1_Pm_023_965	1.8.5.4
S_NS1_Pm_023_966	4.1.1.52
S_NS1_Pm_023_967	3.4.14.12
