pathway	plate1_1136R_RL_F_S5_week10_S58_	plate1_1136R_R_F_S5_week10_S57_L	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_3893R_R_M_S5_week10_S63_L	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
GLYCOLYSIS-TCA-GLYOX-BYPASS	234.05877551020407	213.2669387755102	195.85469387755103	229.22448979591837	570.3281632653061	186.1861224489796	288.0	170.24326530612245	2765.5934693877552	439.5526530612245	301.01877551020414	1077.4873469387755	207.81551020408165	1022.8995918367348	256.9371428571429	188.08163265306123	130.14367346938775	237.40897959183673	187.44979591836736	381.614693877551	299.7551020408163	599.3044897959185	5165.103673469388	699.8546938775511	607.0628571428572	144.4261224489796	139.3861224489796	637.0824489795918	1016.3902040816328	225.24244897959184	166.04081632653063	511.14122448979595	3389.6718367346944
GLYOXYLATE-BYPASS	182.04571428571427	165.8742857142857	152.33142857142855	178.28571428571428	443.5885714285714	144.81142857142856	224.0	132.41142857142856	2151.017142857143	341.8742857142857	234.12571428571428	838.0457142857142	161.6342857142857	795.5885714285714	199.84	146.28571428571428	101.22285714285712	184.65142857142854	145.7942857142857	296.8114285714285	233.14285714285714	466.12571428571425	4017.3028571428567	544.3314285714285	472.15999999999997	112.33142857142857	108.41142857142856	495.5085714285714	790.5257142857142	175.1885714285714	129.14285714285714	397.5542857142857	2636.4114285714286
HCAMHPDEG-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
HEME-BIOSYNTHESIS-II	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
HEMESYN2-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
HEXITOLDEGSUPER-PWY	231.69454545454545	211.11272727272726	193.87636363636364	226.9090909090909	564.5672727272728	184.30545454545455	285.0909090909091	168.52363636363637	2737.658181818182	435.1127272727273	297.97818181818184	1066.6036363636363	205.71636363636364	1012.5672727272728	254.3418181818182	186.1818181818182	128.8290909090909	235.01090909090908	185.55636363636364	377.76	296.72727272727275	593.2509090909091	5112.930909090909	692.7854545454546	600.930909090909	142.96727272727273	137.9781818181818	630.6472727272727	1006.1236363636365	222.96727272727273	164.36363636363637	505.97818181818184	3355.4327272727273
HISDEG-PWY	6447.681428571428	6487.432857142856	7898.831428571429	7072.134285714285	6514.525714285714	6213.632857142856	6738.74857142857	7474.385714285714	5258.78	7163.79	7731.674285714285	5428.87	13418.447142857141	6382.124285714285	9302.248571428572	8201.55	8154.948571428572	8652.527142857141	6539.575714285714	1906.8514285714282	2354.132857142857	2276.4957142857143	6309.307142857143	4224.7814285714285	5435.952857142857	4578.0485714285705	3830.205714285714	3475.6099999999997	7239.281428571428	4800.537142857143	5731.621428571429	7980.9	4428.701428571429
HISTSYN-PWY	16892.269156545215	17450.540715249663	18790.738940620784	16650.545823211876	16803.1464979757	14880.320398110656	15143.368724696358	18684.977948717955	10610.800600539811	20842.91836032389	19839.662800269904	15695.221977058029	23053.02302294197	22264.169062078276	21369.072152496617	20748.749581646425	17911.995337381915	20632.256632928475	21502.839460188938	10597.339669365725	11979.382395411605	14232.68763157895	18331.09543184886	12880.196896086372	12868.06282726046	10455.269352226724	14590.030506072875	11678.327887989204	19651.889925775977	13838.254183535762	15669.76246288799	16374.50311066127	10978.029412955466
HOMOSER-METSYN-PWY	1069.067142857143	1201.9971428571428	1208.3971428571426	1278.8028571428572	1366.8014285714285	1067.8885714285714	1246.312857142857	1253.8957142857143	2873.032857142857	1605.2385714285713	1751.0114285714285	1957.3785714285711	1696.5814285714284	1920.032857142857	1632.9042857142858	2099.1071428571427	1335.0699999999997	1450.8285714285712	1424.6585714285713	1283.6914285714283	1261.84	1855.5557142857142	5826.532857142856	1291.7642857142855	1048.077142857143	982.9057142857143	768.3328571428572	1481.1671428571426	2613.3714285714286	1180.3885714285714	1099.277142857143	1625.172857142857	3553.8328571428574
HSERMETANA-PWY	11754.918285714286	12257.006285714286	12844.318285714287	10719.885714285714	11504.542857142857	9587.857142857143	9520.785714285714	12939.575428571428	4619.889714285715	16048.053142857143	14702.746857142856	9780.253142857144	9913.850857142857	15918.185714285715	13262.52457142857	13724.010285714285	11440.104	12904.453142857143	16210.649142857143	7784.338857142857	9160.796	11032.871428571429	8013.289714285714	8721.124571428572	6591.114285714285	5698.271428571428	12475.585714285713	7775.510285714285	12169.138857142856	8938.761142857144	10034.410285714284	8020.385714285714	4513.4857142857145
ILEUSYN-PWY	19391.50660849757	20098.0555101009	21593.593209011404	19368.868029594723	19386.04683304518	17564.719322677094	17749.594899870834	21616.276883301685	13336.663120686202	23954.9345438422	22321.602956895185	18121.12583179277	28156.12769091256	25358.13851228059	24778.570560877324	24168.64785443907	20808.473513718553	24021.791332056197	24909.124801544887	12621.236447266843	14108.68635758592	16756.376187283633	23403.576576769086	14641.792062303492	15252.873594824214	12254.23473439261	16106.06462450562	13525.98155509774	22790.110936923844	15988.688191470319	18304.210124302987	19398.57768843178	13823.426982232531
KDO-NAGLIPASYN-PWY	189.5682644628099	172.7285950413223	158.62611570247932	185.65289256198346	461.9186776859504	150.79537190082644	233.25619834710744	137.88297520661158	2239.902148760331	356.00132231404956	243.80033057851242	872.6757024793388	168.31338842975208	828.464132231405	208.09785123966944	152.3305785123967	105.40561983471073	192.281652892562	151.81884297520662	309.0763636363636	242.77685950413223	485.3871074380166	4183.307107438017	566.8244628099173	491.6707438016529	116.97322314049588	112.8912396694215	515.9841322314049	823.1920661157026	182.42776859504133	134.4793388429752	413.98214876033063	2745.354049586777
LACTOSECAT-PWY	644.3666666666667	564.7333333333333	512.8000000000001	674.0	648.5333333333334	641.8666666666667	684.3	497.4666666666667	383.6	640.0333333333333	627.7666666666667	1398.8	690.2333333333332	726.6666666666666	1049.3666666666668	1560.0666666666666	525.5333333333334	693.5666666666666	401.5333333333333	822.2	818.0	972.2	779.4000000000001	873.3666666666667	636.1	442.7666666666667	169.43333333333334	1188.3000000000002	941.1333333333333	863.9	358.90000000000003	993.9	436.5666666666667
LPSSYN-PWY	178.85192982456138	162.96421052631575	149.65894736842102	175.15789473684208	435.8063157894737	142.27087719298245	220.0701754385965	130.08842105263156	2113.28	335.87649122807017	230.0182456140351	823.3431578947368	158.79859649122807	781.6308771929824	196.33403508771931	143.71929824561403	99.44701754385963	181.41192982456138	143.23649122807015	291.60421052631574	229.05263157894734	457.9480701754386	3946.8238596491224	534.7817543859649	463.8764912280701	110.36070175438597	106.50947368421052	486.8154385964912	776.6568421052632	172.11508771929823	126.87719298245614	390.579649122807	2590.158596491228
MET-SAM-PWY	1096.6317176773455	1211.050025743707	1224.1879762585813	1305.3836842105263	1458.0632236842107	1079.6352502860414	1275.866224256293	1258.4627030892448	3440.049596681922	1657.9302660183066	1750.4787728832953	2175.424063215103	1678.523808638444	2108.651713386728	1650.3869536613274	2088.171624713959	1329.3259282036613	1467.440396167048	1433.2546639016018	1336.3491690503433	1298.6575057208238	1951.2645795194508	6882.671021167049	1415.6686570366132	1171.4458152173913	1004.227501430206	771.1066332951946	1586.5060025743705	2803.076651887872	1213.9374957093821	1118.8280377574372	1697.307188215103	4255.737068077803
METHGLYUT-PWY	176.98888888888888	161.26666666666665	148.1	173.33333333333334	431.26666666666665	140.7888888888889	217.7777777777778	128.73333333333335	2091.266666666667	332.3777777777778	227.62222222222223	814.7666666666667	157.14444444444445	773.4888888888889	194.28888888888892	142.22222222222223	98.41111111111111	179.5222222222222	141.74444444444444	288.56666666666666	226.66666666666669	453.1777777777778	3905.711111111111	529.2111111111111	459.0444444444444	109.21111111111112	105.4	481.74444444444447	768.5666666666667	170.32222222222222	125.55555555555556	386.5111111111111	2563.177777777778
NAD-BIOSYNTHESIS-II	1813.549230769231	2053.4338461538464	1915.2492307692307	2113.2000000000003	1985.4107692307696	2124.2507692307695	2001.2307692307695	2197.296923076923	3011.2800000000007	2386.772307692308	1097.1353846153847	2371.9107692307693	3826.367692307693	2898.787692307693	2254.312307692308	2381.7384615384617	1865.009230769231	2402.855384615385	2687.2092307692315	2305.143076923077	2206.6769230769232	3007.4815384615385	5782.526153846155	1590.8030769230772	2297.4800000000005	1392.4723076923078	849.3507692307694	1819.1246153846155	2677.035384615385	1775.4646153846156	2333.4769230769234	2500.035384615385	3676.6123076923077
NAGLIPASYN-PWY	13904.960000000001	14186.844444444445	15649.904444444446	13447.666666666668	13963.206666666667	11785.43222222222	12189.633333333335	15159.929999999997	6915.965555555556	16846.381111111114	16972.485555555555	12462.620000000003	18459.32555555556	18282.751111111116	17674.923333333336	16252.130000000001	14748.584444444446	16907.955555555553	16841.685555555552	7237.406666666667	8463.396666666667	9754.437777777777	9813.01	10766.475555555558	10346.506666666666	8207.956666666667	12534.115555555558	9097.033333333333	15446.684444444443	10903.371111111112	12295.763333333334	13196.337777777777	6784.971111111112
NONOXIPENT-PWY	12085.015367018947	13026.921605061607	13598.69964035964	13502.174810855811	12631.534190809194	11993.323513311248	13211.56252731479	13917.999368491157	16411.38773060273	13449.967046287049	15502.667922691346	14786.479521075415	25825.91577695988	16175.96757701947	18077.598056995634	18411.721558827132	14812.642723469515	17001.354608496767	13720.142080901554	9007.171702402859	9039.9799211315	11348.808259407258	31640.639178786125	10789.430042957043	12220.306395937396	10222.176850500377	7274.670256077255	11065.497197469198	18613.209552447548	11461.887635697634	12458.609788211788	18378.358475857476	17826.086634663585
OANTIGEN-PWY	757.2011027568923	612.4295702491523	829.5392835028747	978.8235157747309	937.9224119121334	631.7700792705747	763.57852014085	752.346861724447	3538.5619803751465	994.1340599235646	541.7415969788726	1988.0288159312308	576.1759671236915	1619.0274487122783	1104.4920956803774	1362.3644493870422	827.8554699248122	961.890147427392	978.4489945451865	885.218977222468	893.6403793136686	1488.9449557717824	7044.590766367275	937.5095570373899	1097.183487394958	978.4564031402034	255.49952573742047	1009.1837063246352	2553.51148504746	1122.085624128194	964.0852568638792	983.0322974007416	4326.451377170301
P105-PWY	227.55714285714288	207.34285714285716	190.41428571428574	222.8571428571429	554.4857142857144	181.01428571428573	280.00000000000006	165.51428571428573	2688.771428571429	427.3428571428572	292.6571428571429	1047.557142857143	202.0428571428572	994.4857142857145	249.80000000000007	182.8571428571429	126.52857142857144	230.81428571428575	182.24285714285716	371.01428571428573	291.4285714285715	582.657142857143	5021.628571428572	680.4142857142858	590.2	140.41428571428574	135.51428571428573	619.3857142857144	988.1571428571431	218.98571428571432	161.42857142857144	496.94285714285724	3295.5142857142864
P108-PWY	16919.842333333334	17221.293666666665	19128.967333333334	16404.51	16766.146666666667	14497.428333333331	14828.98	18549.380666666664	6601.667333333331	20518.29433333333	20415.077333333327	14370.047666666665	22803.019666666663	21449.921666666676	21550.065999999995	19890.37433333333	18110.724	20640.447666666663	20708.380333333338	8594.482666666667	10202.600999999999	11488.80833333333	8340.825666666666	12488.870999999997	12271.468333333334	9963.076666666666	15118.039999999997	10534.104333333335	18155.981	13165.430666666665	14966.544333333331	15707.963333333331	5851.981666666667
P124-PWY	749.7676165377464	643.1779659073218	832.7723698170814	978.5338683051	672.4518219849296	645.1547615196013	700.4861679723248	741.4647853037192	1000.124689838144	837.8828689797639	545.8161774530615	1292.9900827697422	809.1096792371868	987.2373793674361	1103.3915165001526	1441.9588544637309	846.324468933183	959.973628869033	1047.9726492013524	716.5448806427156	827.9234525577103	1173.7833053468062	2405.8868030930744	499.36026130884795	787.12262296161	986.0411330303042	202.92457060110908	665.148703822547	1944.2728881564208	1089.6246360928733	907.1921980499301	739.0680016657743	1405.9363207906608
P125-PWY	1716.9550124069476	1883.165062034739	1771.3268486352356	1942.5074441687343	1829.8778411910669	2039.2701736972701	1894.9898263027294	2062.0009429280394	3068.4898138957815	2115.080694789082	1018.5653970223324	2280.687580645161	3701.356674937965	2702.1360297766746	2150.495918114144	2177.579776674938	1783.7785607940443	2333.1316004962778	2630.749652605459	2148.4852481389576	2101.33976426799	2772.9707940446647	6009.523064516128	1409.8417369727044	2004.0062531017368	1291.8970719602976	739.5830769230769	1605.7121836228287	2492.2184367245654	1613.3988089330023	2196.610421836228	2117.716451612903	3232.947655086848
P161-PWY	3255.2301948051945	3356.4806493506494	3107.985735930736	3444.1427489177486	3547.4623593073593	3539.826471861472	3514.139415584416	3568.438246753247	9362.547705627707	4015.3640259740255	2446.961731601731	5264.208311688311	6066.629177489177	5205.28670995671	3951.427857142857	4345.960649350649	3070.8159740259734	4010.2417316017313	4395.74619047619	3910.453441558441	3838.104567099567	5008.0696320346315	19014.391255411254	3198.814242424242	3946.1889610389608	2316.3973593073592	1463.3389610389609	3671.0205627705627	4998.933095238094	3089.0944588744587	3451.8971428571426	4488.000389610389	10363.803051948054
P163-PWY	240.02844444444446	277.66044444444447	224.5475555555556	214.04444444444445	250.5481481481482	222.9048888888889	220.6814814814815	183.63022222222224	848.9765925925926	280.9623703703704	318.0136296296297	146.5623703703704	504.41481481481486	246.13451851851858	244.4586666666667	269.9117037037037	171.45125925925927	246.6820740740741	308.62222222222226	170.90370370370374	224.00000000000006	199.11111111111114	1932.472888888889	155.42281481481484	223.43585185185185	178.0882962962963	116.69570370370371	186.94874074074076	305.86785185185187	210.72592592592594	149.33333333333334	247.22962962962967	1124.4136296296297
P164-PWY	476.4923076923077	253.66153846153844	193.84615384615384	247.56923076923078	203.26153846153846	328.3384615384615	456.18461538461537	485.81538461538463	2108.5384615384614	499.01538461538456	322.5692307692308	932.9076923076923	488.76923076923083	445.47692307692313	281.4923076923077	488.2153846153846	321.2307692307692	339.9230769230769	558.1846153846153	357.73846153846154	384.13846153846157	316.24615384615385	4887.553846153845	314.58461538461535	564.3692307692307	186.55384615384614	216.0	385.476923076923	191.63076923076923	260.3076923076923	128.4923076923077	801.9692307692308	1485.9230769230767
P4-PWY	419.98143228660217	371.8916986927149	356.9057549246169	434.52166305655516	703.4780975628729	378.66308107259886	474.99109479594046	331.95270393553574	2624.6870516409135	591.4461425634162	506.65497185454234	1397.8934295075987	414.485320879678	1120.4762014562946	564.1543676358755	670.5950527836308	299.19411816934485	437.5947247217308	312.03774058431503	597.7107000486862	526.8333103806243	836.2145704011986	5041.196086755341	899.4268691548048	735.8733007238553	275.400375487365	216.05760681124102	959.8602849015076	1186.6510459487845	472.95449124251775	282.87812669412585	838.606219549324	3256.3671652688945
P42-PWY	17563.91329329673	17873.10687485701	19954.324366277735	17196.0574822695	17495.909543582708	15236.344574468085	15609.02267558911	19306.90960764127	7059.23010295127	21142.72222717914	21224.10716312057	14957.835681766188	24918.046417295816	22104.07491191947	22745.05849805537	20889.670886524822	19098.071642644707	21759.72356211394	21355.202164264472	8792.934842141387	10413.903048501488	11639.08333905285	8827.954942804849	12939.895701212536	13062.415569663694	10608.610319148938	15334.992632120795	10928.429337680163	19142.467825440406	13735.148443148022	15645.581424159232	16862.588438572406	6267.752361015786
P441-PWY	2175.6884976278334	2486.036520822351	2337.751755403269	2565.6278334211916	2464.8736320506064	2616.2811397103096	2430.530228600328	2639.334840316931	4485.444520094512	2823.4776453336685	1324.1082848954668	2895.5133859767893	4725.55843964154	3616.119727809606	2783.516457564576	2833.4076974330296	2274.638713758566	2986.5446437736314	3292.9940115972586	2813.0474011597257	2711.001907901603	3699.343552978387	8519.648366402735	1940.7624326949579	2697.051808118081	1691.7222351080652	1002.6296627589917	2191.040882290766	3396.9121729474	2149.470641488431	2898.977364741015	2867.931357928228	5279.691222421724
P461-PWY	705.7174825174825	629.0416783216783	573.3465734265735	722.5309090909091	1135.126153846154	652.3879720279721	813.7957642357643	538.8304495504495	4562.512207792208	963.2989810189811	799.099180819181	2264.421218781219	703.6397202797204	1771.669330669331	1004.2657342657344	1262.4058741258743	502.78657342657345	756.5038561438562	492.22657342657345	1017.6318881118882	915.8766833166834	1389.3213986013989	8694.470529470529	1458.3856543456545	1179.0763636363638	471.2693706293707	307.7479720279721	1589.376143856144	1901.5890509490512	864.453026973027	455.53174825174824	1333.8986613386612	5435.792487512487
P562-PWY	1624.8214285714287	1910.5714285714287	1801.2857142857144	1962.6428571428573	1536.7500000000002	2042.6785714285716	1780.714285714286	2078.035714285714	435.8571428571429	1969.7142857142858	823.5000000000001	1395.6428571428573	3828.5357142857147	2061.0	2121.107142857143	2226.214285714286	1812.857142857143	2307.214285714286	2625.4285714285716	2022.1071428571431	2009.5714285714287	2562.107142857143	860.7857142857143	954.6428571428572	1698.4285714285716	1300.8214285714287	701.3571428571429	1228.1785714285716	1881.9642857142858	1599.4285714285716	2301.4285714285716	1909.607142857143	464.14285714285717
PANTO-PWY	14504.535714285714	14703.88857142857	16357.454285714286	14237.795714285714	14509.66857142857	12298.815714285713	12768.791428571429	15804.832857142857	7557.714285714285	17494.99142857143	17405.714285714286	13535.308571428573	19130.628571428573	19110.825714285715	18647.00285714286	17464.28	15534.592857142858	17743.76714285714	17644.781428571427	7795.932857142856	9053.61142857143	10666.42	11337.608571428571	11198.615714285716	10999.112857142856	9043.02142857143	12714.752857142857	9617.05571428571	17072.942857142858	11807.93285714286	13112.322857142855	13844.162857142857	7680.974285714286
PANTOSYN-PWY	14141.91647058824	14315.354117647059	15908.883529411765	13849.442941176469	14126.457647058825	11950.704117647058	12383.939411764708	15392.15823529412	7237.314117647061	17150.482941176473	16894.860588235293	13231.754117647057	18239.30176470588	18677.663529411762	18047.185294117644	16949.11294117647	15036.765294117646	17189.65529411765	17297.586470588234	7653.344117647059	8921.78	10528.091764705883	10736.638823529413	10876.657647058824	10616.232941176471	8707.048235294116	12472.605882352942	9351.898823529411	16543.343529411763	11469.46117647059	12715.517058823529	13230.974705882354	7270.035882352941
PENTOSE-P-PWY	6551.367978083754	7000.558358127425	7564.774622557088	7113.4638343868355	7030.336517990895	6211.039882038845	7212.541382293051	7384.8231690779	7060.2313563149955	6640.9065667529085	9821.751377129076	7559.286876340446	15312.518625701658	8470.67659998225	10430.476089308071	9651.349109145003	8391.232688553124	9550.839375736916	6114.486794753488	3259.003453916139	3239.1966167516116	3631.5302099504606	12142.88148620517	6300.632684045301	6665.778638675433	5313.996187741368	4324.876382858439	5872.0971096159	9263.60817517615	5722.905765691444	6058.428077100292	11021.920064510514	7307.025288703933
PEPTIDOGLYCANSYN-PWY	9163.25870280585	9455.950896015474	10715.51912624699	10152.053113175094	9434.273743598731	9330.844463591462	9715.370717396525	10670.351481135318	11290.478926598777	10848.514965502918	10148.865094015096	9101.746835225316	18798.219177846586	10387.629204717305	12916.401891335814	12541.86768048497	11142.78483296662	12306.775953294258	10776.83174283285	5383.625483381039	5833.15229212506	6800.3822497420015	19237.413016401533	6475.846677181299	8428.641599652108	6862.492351902694	5208.221821432975	6283.722565894944	11880.322895288535	7617.131682471069	8945.735639412997	11618.525874759038	11457.570331859986
PHOSLIPSYN-PWY	13888.946619322707	14268.649761953024	14932.98368479347	13116.562103777867	13615.53225814041	11987.352669311365	11772.779678353048	15278.291270746162	10662.304138675334	18616.243991395077	15132.743237921499	13006.504636728008	13788.299074717554	18757.189224483245	15637.584859705514	16281.779589492633	13363.082582091823	15370.335446920233	19118.1515114113	10133.713748208314	11534.855596517009	14120.889764884874	19767.028688943905	10251.5239850729	9333.414299046366	7296.935756574345	12863.797760934718	9621.1882032219	15105.994340502493	10992.19143489361	12426.111754368821	10482.319514000494	11063.90607864358
POLYAMSYN-PWY	206.64648648648645	188.2897297297297	172.91675675675674	202.37837837837836	503.5329729729729	164.38054054054052	254.27027027027023	150.30486486486484	2441.695135135135	388.07351351351343	265.7643243243243	951.295135135135	183.47675675675674	903.1005405405405	226.8454054054054	166.05405405405403	114.9016216216216	209.6043243243243	165.4962162162162	336.921081081081	264.64864864864865	529.1156756756757	4560.181621621621	617.8897297297297	535.9654054054054	127.51135135135135	123.06162162162161	562.4691891891891	897.3535135135135	198.86270270270268	146.59459459459458	451.2778378378378	2992.683243243243
POLYISOPRENSYN-PWY	13658.635714285716	13887.624285714286	15253.401428571431	13146.395714285713	13726.43857142857	11551.711428571429	11921.84	14797.84142857143	7132.677142857143	16651.344285714287	16537.03571428571	12555.085714285715	17497.45428571428	18043.038571428577	17234.56	16081.985714285714	14284.802857142857	16413.21142857143	16539.42428571429	7364.581428571429	8575.222857142857	9944.505714285715	10401.202857142856	10711.891428571429	10109.769999999999	7937.811428571428	12310.671428571426	9192.398571428572	15181.425714285715	10769.24857142857	11944.132857142857	12787.154285714285	7080.9914285714285
PPGPPMET-PWY	5538.458928571429	5801.812499999999	6703.646428571429	6229.276785714285	6100.908928571429	5287.97857142857	5994.4803571428565	6221.071428571429	5024.312500000001	5391.287500000002	7707.991071428572	6045.583928571428	13684.694642857143	7293.976785714286	9093.732142857143	7623.926785714286	7329.755357142857	8461.725	5227.987500000001	2153.328571428571	2189.119642857143	2410.342857142857	7427.880357142858	5047.92142857143	6091.442857142856	4849.708928571429	3429.6232142857143	4313.133928571428	8297.462500000001	4904.17142857143	5547.308928571429	9131.230357142857	5572.130357142857
PWY-1269	13959.045974025976	14260.705584415586	15686.449220779223	13498.221948051947	14074.414415584415	11751.616883116882	12246.946623376625	15185.043636363636	7923.2867532467535	16865.05415584416	17142.393896103895	12821.125064935062	18352.253506493504	18571.977272727276	17684.99181818182	16235.026103896102	14729.911948051948	16893.43948051948	16721.256363636367	7274.227142857144	8454.225844155844	9849.818051948054	11704.97948051948	11024.182597402598	10456.669480519478	8231.6587012987	12603.505324675325	9306.051558441559	15679.806493506496	10952.852987012986	12302.886493506492	13396.092467532466	7987.455584415584
PWY-1861	1106.0137149901643	987.0104751509962	872.2605259798804	1108.986724397529	1520.7612659331767	960.7942928194079	1215.716374976926	911.3278660211801	4664.574185196184	1536.118836856632	1147.714629581555	3092.5855473767424	1070.505543335893	2309.7784408191014	1438.8291635214448	1995.9306262147275	787.6319771686493	1063.9728150988717	779.7718517968949	1482.223459366015	1322.3969138965613	1951.2212424423135	9041.578753451131	1995.390560741184	1826.326092304268	723.6716089831436	502.97874790728247	2253.7344285697955	2403.15105709227	1299.0153108658692	653.2785267213874	2198.630622101328	5820.35974943718
PWY-2941	205.82181818181817	180.54545454545453	163.63636363636363	217.26545454545453	209.27999999999997	205.09090909090907	220.5490909090909	158.18181818181816	110.18181818181817	203.09454545454543	205.45090909090908	452.90181818181816	221.2690909090909	237.81818181818178	340.72363636363633	508.9090909090909	169.63636363636363	224.54181818181814	128.35636363636362	269.08363636363634	264.91636363636366	318.1745454545454	241.63636363636363	285.8290909090909	208.17818181818183	144.90545454545452	55.45090909090908	388.8981818181818	308.00727272727266	282.7309090909091	117.45818181818181	325.2763636363636	135.63272727272727
PWY-2942	18361.123814469946	19071.525756672243	20602.408919729183	18437.99854514696	18361.817368534186	16423.366123146425	17007.106807288597	20463.06629283789	13304.278848572843	22112.514498356784	21845.845357694787	17413.667785153328	27517.01595826714	23865.975340178815	23817.35386685405	22864.93925749249	19972.681421577454	22877.334067683703	22533.946020186824	11138.05145878018	12426.342902901059	14743.684312231988	22782.136672595283	14225.990740656103	14593.22760691423	11797.328909523814	15104.301959023343	12922.141426581342	21671.477668704672	15081.046764379993	17159.41347669762	19341.747176115055	13732.312186012836
PWY-3001	8504.73297047586	8611.979525891193	10045.789748249992	9281.30783083431	8938.899005953594	8267.289975662452	9011.212819767195	9739.613971457737	11871.101250183347	9943.713458341863	10586.832398169032	8780.958033107701	17285.183994796975	9670.147904255196	12286.876352854302	11707.326611221733	10572.48176232425	11438.056540399744	9275.994080774768	4023.731932931179	4478.393402336734	5058.2281031599105	20259.426328849244	6383.184143373419	7773.515481438143	6388.326302676363	5117.934703450363	5894.23484462467	11451.579528904635	6902.569714334285	7704.467309612949	11239.61846607821	12153.904458886293
PWY-4984	172.33333333333331	195.73333333333338	159.96666666666667	150.93333333333334	174.5777777777778	160.66666666666669	155.5777777777778	133.56666666666666	603.7111111111112	202.74444444444447	212.95555555555558	109.34444444444445	348.37777777777785	164.82222222222225	169.89999999999998	184.54444444444445	120.21111111111111	170.7888888888889	213.66666666666669	114.44444444444446	156.4	133.33333333333334	1324.8666666666666	104.07777777777778	149.62222222222223	119.25555555555556	78.14444444444445	125.1888888888889	204.82222222222222	141.11111111111111	100.0	165.55555555555557	769.5555555555555
PWY-5097	19140.322894891728	19948.470837325654	21548.302439304636	19315.503326656166	19101.5339986985	17076.34523087783	17869.76039350401	21375.162476080655	13419.866504968033	22726.905369401877	23235.491848442845	18176.62227545005	29519.75797944563	24766.646881439534	25125.515849530137	23968.012924320217	21044.0632674701	24067.784416608964	23087.443452061838	11276.560973726057	12575.11925904016	14851.242186952515	22667.24754642385	14924.578594833443	15290.922815302456	12465.664799693574	15676.102077275162	13506.942704946685	22602.292198860952	15725.32920113684	17862.16469949077	20762.293911246295	13647.052869338384
PWY-5100	9102.28692973693	9911.83973692974	10332.451515151517	10336.74680652681	9383.455894105897	9618.73617049617	9895.844342324344	10637.868797868796	9300.015817515816	10122.941435231436	9988.65646020646	9935.022547452547	20583.29111888112	11764.647589077591	13495.383083583087	13357.979447219448	11056.59702963703	13049.152747252749	11123.518271728275	7257.904165834167	7317.258348318349	8982.806853146853	17443.733320013318	7371.3940326340335	9447.199886779888	7642.605561105563	5042.000216450217	7692.747955377956	12984.971385281382	8634.037908757911	10125.348581418584	13215.776563436562	10232.764981684984
PWY-5101	20997.087994506885	21740.088747209917	23372.014656111984	20931.28186267046	20967.271324919413	18948.187623275506	19179.42728106774	23379.905604974236	14451.262914573725	25904.070679318575	24228.764716347276	19627.208394953384	30283.490330959226	27462.22928471841	26797.873472041025	26108.670619656597	22501.61517250612	25963.738317720323	26907.543568681744	13568.597142317347	15193.382178395646	18032.601052727743	25329.53663105962	15868.70511045462	16446.57785208235	13232.03882225525	17500.797692817894	14614.938110069495	24625.84715174019	17286.61701911024	19758.067128895203	20928.63449621939	14904.897573270218
