pathway	plate1_1136R_R_F_S5_week10_S57_L	plate1_1136R_RL_F_S5_week10_S58_	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_R_M_S5_week10_S63_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
GLYCOLYSIS	18328.758919133616	17573.980569059375	19688.305020727876	18081.07030210055	17980.6574484702	16286.56070405298	19675.7776332777	16883.179853955433	14648.841618314678	20866.164253642506	20862.406034156116	17724.26158918228	28460.613967229645	23318.271995958075	23620.553816395783	22859.21298023492	19627.072316627928	22721.238915516013	21510.124406526662	11431.484972079617	12384.429480997524	14849.172019697684	24702.770454341528	14035.842020953567	15110.344265166412	12042.71044125217	12986.82700493953	13118.327197679791	22401.62203399323	14990.474474593213	16936.68543216046	19837.768463904442	15187.747620912303
GLYCOLYSIS-E-D	8801.799400089523	8247.650903646454	9295.52682803099	9334.08599472868	8418.822046251167	8276.602037880804	9793.016420734155	8593.695983651618	9779.59977956629	10079.533188746425	8181.931761401929	9721.48030171933	14987.580433098645	11548.711365620138	11363.707792108155	11953.965239590105	9745.460704842822	11238.882632020848	10999.877121987922	6427.376960146891	6659.672898838522	7857.051135072807	17651.855600266677	6338.673595106331	8081.785636396035	6880.675417720897	4734.311331788554	6705.876636414814	12855.707939671107	7940.2443012638805	9236.420546167778	10151.098433288844	10475.098647179297
GLYCOLYSIS-TCA-GLYOX-BYPASS	983.9883669405949	1070.4926274196887	910.7845039422581	1053.4829472297265	2384.389064380003	860.0410453086139	798.1146746643361	1292.3535677629197	6928.4314073338	1946.9489106065544	1354.4346694264873	4051.2246218262676	975.9184210263592	4104.359317213007	1187.4825925630976	883.5142843235831	615.580039775673	1101.1187740840915	881.6144490989934	1619.368374012752	1321.9762561461216	2489.857087835712	12722.708118416163	2681.40957796542	2452.925444976092	666.7966314981262	642.477691646199	2486.1706579132083	4076.160826886662	1025.8871972242641	775.803991628517	2184.1450467749614	7969.3587248841395
GLYOXYLATE-BYPASS	570.629771755935	624.8638450744982	525.4500521860646	612.0366654371251	1481.7996402581543	497.7519200826388	457.4681191086166	763.5267798206178	5485.7676769973	1160.6314200291586	803.3703903247472	2676.0292627104814	558.9087854160458	2614.4506500526822	688.13687972946	505.5799083795571	350.7660676576819	636.145387168103	503.72388871566386	981.3404355210279	784.524573230462	1525.835306878403	9915.952863400229	1773.5141440800558	1551.2635709735473	385.9343134981013	374.40464777149634	1610.0445124473335	2584.114443821417	599.3748589215168	445.17525792859965	1336.7192199541184	6411.071248432007
GOLPDLCAT-PWY	828.0465793642762	744.2131802629984	731.1223275530783	696.2762835915315	798.4410175687271	718.9189759453812	641.5963383491885	706.2414104082368	1626.5999747216224	906.1964034863117	860.0278632363977	634.7095662934976	1543.705329080066	815.9282694658082	810.2330506091414	914.8234645527444	631.2796885792359	814.242834456914	1009.25816498664	596.3215169551303	710.9241278149132	705.9211972911631	2828.1903140166005	470.9017283695671	728.1641695922284	574.5368957112213	368.1626471984016	583.3310435508565	1030.6385534567403	668.319943363962	544.7369159374035	812.945889521528	1823.3265054650094
HCAMHPDEG-PWY	145.14	159.29	133.29	156.0	388.14	126.71	115.86	196.0	1882.14	299.14000000000004	204.86	733.2899999999998	141.43	696.14	174.86	128.0	88.57	161.56999999999996	127.57000000000001	259.71	204.0	407.86000000000007	3515.14	476.28999999999996	413.14	98.29000000000002	94.86	433.56999999999994	691.71	153.29	113.0	347.86	2306.86
HEME-BIOSYNTHESIS-II	201.20300296472115	217.9357748106931	185.02665842169614	206.72688386699608	517.222718385702	174.6418134046689	160.39514492392706	264.8319283198372	2444.458867087543	402.77406059973663	281.36812832203265	946.4643141470815	188.05546575491692	915.9360734045832	241.16444922318627	184.63217662399012	126.45975539323061	220.02423734765293	176.00260030042594	355.21643402234923	276.47260208731507	546.9825961312816	4612.189989749853	635.2823892245679	550.3292192509248	139.94812412384448	134.9053388676127	580.0852570585589	921.0332338524266	216.39509549523328	164.08511770722032	479.7402927454349	2986.5439664041323
HEMESYN2-PWY	261.3902625244007	279.05519827885746	240.40231304673864	253.8944739249735	592.8375299883191	231.36729117911543	209.70361168096306	328.1789118566275	2528.068765524224	475.07412284573803	353.094388804374	1071.4446351537981	233.85705272966882	1005.3772977419744	326.39374245081984	292.77232377114495	181.1319990358281	281.1047999194639	221.48438483156252	448.2267525587256	351.0944279803708	654.6107539843445	4798.811066243392	742.9872759456017	627.703162960429	193.911709893302	168.25333765768164	705.594872525769	1046.3493628680878	304.0866671016765	225.03737344481485	602.8514318449137	3088.7940479350154
HEXITOLDEGSUPER-PWY	4517.524733385833	4394.1214675805095	4190.596241474848	4588.560903678682	5573.272128088651	4299.727562622383	4189.500256712041	4867.175164712908	9215.292571190059	5813.011139691904	5215.888404101443	7809.368384624399	6149.731721819952	7670.9853619053	6250.5924104183605	7468.944973723844	4080.1715255416966	5215.209936785197	4132.9257751052955	4334.884192537862	4432.935891064115	5755.903810968499	16318.841735183101	5113.97875877317	5014.476119542021	2979.366355214443	2219.5671658491106	5511.849649996697	8292.968924619227	4579.713398554976	3318.8842134482857	6667.506126971715	10067.942969136455
HISDEG-PWY	6550.174876377839	6517.599889899068	7982.082116933977	7150.932420334805	6599.548933567697	6301.77605635073	7554.179272861605	6813.821208073923	5324.064225052157	7260.942095323631	7789.762581551056	5487.675761165659	13604.761332694245	6459.780934777733	9416.559135867275	8306.68948259139	8250.789791381756	8766.131600232899	6646.791528239279	1944.5654279473424	2400.051559973477	2320.893757967011	6416.085585391389	4260.3951448140915	5516.451565256559	4634.321780599694	3861.0994566820286	3514.50906677882	7342.880592555186	4858.367812239839	5803.456827045795	8066.7703987675	4498.900617696607
HISTSYN-PWY	17948.373601642135	17391.940313684467	19354.856652673214	17168.6176749825	17320.29858680006	15365.259381540904	19248.009276664307	15620.864951186131	10802.79943490226	21465.947791155726	20373.216374503638	16159.398158961274	23781.48077053948	22867.64398729023	22048.248499943737	21400.912601543685	18478.96315850644	21291.574668977853	22149.094549246664	10904.672086799912	12324.81913353733	14619.980333211612	18717.9501376465	13223.805734858046	13293.209773022447	10785.975890728892	14896.743342997857	11999.22681384687	20265.935732861777	14247.25969261374	16141.250968392285	16878.267833475355	11191.855691397035
HOMOSER-METSYN-PWY	9196.596190430086	8606.501659897285	9921.59071313104	9538.32344964542	8910.54393354735	8546.383865642343	9896.551074457953	9025.933052867447	6335.002109372716	9447.58915133367	10435.945041653162	9130.186188481182	13286.63576134125	11085.995591962494	12780.40531204195	12245.010034380082	10547.904663939587	12210.613628743457	9994.69163654079	5648.6321865134505	5830.817598941971	7013.949810967486	12511.051980634213	7018.48636109695	7647.5370450127475	6368.079598714802	5259.902385465177	6827.677241627842	12223.9579873289	7883.207037204332	9023.457440066051	10452.397840085532	7411.40770811205
HSERMETANA-PWY	16014.735679276095	15066.754984774188	16441.33811474431	14113.228928926985	15076.891638154153	12633.488543086745	16515.70257169837	12836.743209298731	7499.920393998918	19413.683190223066	19337.85416693956	13880.854130494816	16211.694720031832	21331.4515904603	18303.079850543323	18554.367217253697	15202.719946609152	17793.239531230505	20046.213768529433	10694.787431184732	11931.606787415492	14482.667597973008	14989.482622377356	12298.60182479441	10183.326174922287	8468.188051288545	14771.671716644792	11366.558201148315	17515.610894817557	12291.186643042489	13694.105468354352	13500.413194084767	8744.074203062184
ILEUSYN-PWY	21110.138280552164	20334.881702702736	22620.49694579549	20396.347968857237	20313.390822573074	18537.18007759583	22738.14647290204	18697.41538037114	14226.828343247673	25116.56411069898	23093.382262183186	19108.972231943306	29733.773750237502	26622.14435482275	25979.972885883955	25402.13764624054	21836.193833304962	25252.400052170007	26254.08348845151	13434.397847661085	14981.136712257638	17850.37353839427	25075.16130302016	15308.904362985746	16119.352265277403	12930.796358714524	16642.641311652715	14263.517557941283	23978.969145883613	16835.792888484048	19371.18393401535	20479.43081376065	14739.140903782352
KDO-NAGLIPASYN-PWY	2010.4190892106444	2171.6481096972116	1890.081918718184	2126.8446258627146	4379.754461850308	1747.262276169186	1662.4026733248268	2530.848270130466	6479.867519874833	3770.181670981145	2766.1507143080535	6246.013511591473	2033.1397224482055	7019.412708830987	2435.304316549818	1831.013115921525	1300.1247616613225	2259.942143898198	1828.4037936322936	2670.9363313105646	2372.677215654963	3944.2737977117145	9851.24650815005	4552.029331160764	4150.240033448853	1333.5429807110959	1352.453061714279	4028.459788482795	6628.416510084329	2020.5881390523957	1587.5775349036405	4001.374963649538	6691.6835331238035
LACTOSECAT-PWY	623.0750629551633	704.8241204654379	565.247645163147	730.3542136935647	730.2428417751598	696.2629082109686	549.760169274236	749.2005331524236	625.7511206441479	723.3413031128756	692.00759482907	1565.4894102655119	755.1765012389493	831.5622747103674	1114.534269610582	1624.4205312987851	568.7108576972543	752.0060768136555	452.186914576605	893.6716568096871	886.9434082096896	1070.8498415956738	1223.6067450094347	965.6615811331474	711.527459182313	477.9356030562302	198.14193078988993	1294.9263408667941	1063.839265641667	920.3985095599678	397.87197798709144	1091.3293951817875	683.696450436691
LPSSYN-PWY	578.9634400730649	627.470096279577	535.5236655521551	600.6441689494848	1434.4657035486844	503.19688436469505	465.62776447645933	755.9960690923427	4376.60826672312	1144.077334521053	807.4728977211803	2444.5574162102357	552.6324762656615	2460.058373944482	696.4565326945805	529.5798222921285	366.01755570749845	638.0889860718454	510.9585846679872	940.1148798319193	761.9052644684823	1425.993791352054	7289.198715833068	1675.101682986151	1479.3639273551678	398.04911443643516	387.6191337045465	1511.841617271276	2441.6088264853383	611.925392733515	467.4122600787926	1323.210670408247	4877.050337602973
MET-SAM-PWY	12323.89063286911	11650.945635045222	13198.484166464887	12199.802817521866	11946.14780621751	10889.7254619964	13154.321298705147	11371.784066331831	8179.309577356987	13448.254935683006	14234.012058615988	11845.039318982526	16474.04970495482	15378.948138789245	16105.644756364287	15575.607371748732	13347.7017605002	15446.233471238605	14003.56697055087	7547.316668342586	8052.4080242329	9670.598223318113	15700.80600605113	9454.609269851977	9610.77222926567	7885.154413147473	8197.042357873428	8923.364118218553	15333.428394620616	10167.873059692913	11510.374132666953	12849.85781005217	9380.829503089057
METHGLYUT-PWY	307.76895953118805	337.5051703620294	283.375391393767	332.59369468559214	775.0603450059646	272.5342419695087	247.88882491404226	411.43361472806527	3034.577829435492	606.3078982469934	429.30695064199296	1415.2625380960815	306.378241812052	1344.3386511054505	380.903293993515	290.46606415056266	193.7520420112207	345.7739000572983	268.0681085400271	516.2240451670293	416.3502884776677	779.6614391344015	5413.795052020862	934.0413059360816	820.0196271022786	210.82189783435433	194.4818072316165	861.3389633164777	1355.9058731515254	330.3031401149378	238.30750525321523	720.6651024022076	3631.0087397689017
NAD-BIOSYNTHESIS-II	2991.5276947873926	2665.100359624555	2841.627398759154	3085.2759862810185	2881.807177854479	3044.43705506608	3214.9539195059974	2924.48599482147	4007.120366823687	3427.2428092474806	1720.9662294483426	3371.176819044481	5631.735336815309	4110.360922147266	3371.424800445626	3536.832517226457	2797.4571900675683	3549.8622357511767	3802.399623474566	2989.0284475240733	2905.984725364119	3851.7945421057166	7544.527275112787	2306.364197002401	3281.6162489738576	2062.1254300877135	1293.8629028538978	2573.4508502923977	3880.1415738050164	2580.9318979606155	3325.0183030844933	3728.1497395597926	4762.631657222723
NAGLIPASYN-PWY	14629.995310103308	14262.32521097582	16067.584570069324	13811.530909003566	14367.76882651074	12150.595176914709	15601.881669030205	12584.463162250528	7218.858018907678	17326.835397173225	17645.610745892292	12748.435354685444	19109.035073586016	18735.718178507486	18193.605264297195	16825.80436045832	15200.39854748619	17394.64015288726	17272.899355188143	7495.184706566668	8724.259828328424	10044.880579175544	10335.459358085274	11098.857113586311	10556.675175874523	8402.28506747602	12873.452120856846	9438.799133101138	15869.055746885404	11166.94397066803	12600.522683472293	13669.82687347665	7106.752374632911
NONOXIPENT-PWY	19035.02454914266	18250.87289754681	20391.891108062442	19346.520720370187	19029.816374239796	18318.616165376265	20917.881359779898	19035.426953091803	21784.392032467495	22196.826310135915	21908.8363086306	19468.6616512847	34758.78370415527	22574.67670450655	25510.775487332587	25936.09615379396	21440.796700863877	24338.871908780482	22468.57527337234	12837.253146909528	13669.74853881427	15963.391061680471	38641.60477303549	14303.062400508188	16323.383198371566	12990.083638236714	11672.912193992455	14473.000464775827	24072.39427253425	15405.1497366712	17274.659861681517	23075.973556601235	21649.83519678098
OANTIGEN-PWY	3477.5804406257735	3934.575858682465	4483.681199313778	4971.15278824284	4214.007482153461	3406.1622334694275	4143.620616480337	3834.38098463392	8766.176743283098	4921.324988634496	2874.5644811926895	6658.018085234279	4029.4511215451475	6467.444877316031	5520.612118187618	6463.912110251582	4524.6630595266115	5135.053325045584	5546.52817868306	3682.236629498009	3965.082487315609	5777.713835865477	16848.985682348677	3305.114286993316	4577.146876145877	4514.547284887429	1323.455654661287	3553.4502718219674	9397.830458035085	4965.214714785653	4912.135506449237	4227.181231614332	9917.467050170351
P105-PWY	1752.6361672254582	1844.363368552435	1609.6007016009282	1816.548795722911	3780.370276318534	1527.2460842280752	1444.110580100022	2208.590502224713	8410.990053787731	3241.8678401800616	2470.169075195779	5839.963739216166	1816.5075604659175	6139.694635118319	2122.109988014503	1658.893932614085	1144.6580347185745	1949.4768262098212	1570.543796806343	2551.0818096581047	2178.530726929448	3771.0086213772342	14857.25600511673	4163.131906745839	3581.1206054669497	1125.7524891770631	1174.203571873051	3864.2803117969734	5994.326002240904	1739.5589781113238	1333.763953491071	3614.878947613453	9283.360870174627
P108-PWY	20845.306650294056	20108.153989467915	22612.59228252163	19878.52972393655	20217.906917492906	17871.45875148147	22360.878428534605	18300.373401353983	11779.180896459095	24806.826063670716	24272.657240520548	17996.289396008047	28838.09217793791	25918.84113057822	25766.510345993192	24665.30571336002	21754.123488656925	24813.403903736038	25111.172141537576	11368.84800122636	13107.652577074625	15064.523899758564	18598.567062308604	15223.296004737918	15221.148491986041	12346.910501782491	17199.870056152096	13563.032331568373	22989.02608438731	16062.610817123936	18349.890825749175	19990.450150227938	11780.086689576461
P122-PWY	2075.8534581706067	2343.0899889972716	2472.017328279293	2859.3468773613877	2199.4684362525263	2108.03763926388	2258.2794699384044	2284.515376076938	2614.776566877323	2547.083165938217	1956.8902923206317	3866.6635013327686	2708.574487932327	2996.762209571904	3530.661149504935	4483.377990578065	2532.6001215065626	2948.4792647024537	2812.523961338579	2150.176197156251	2340.1379205351286	3036.7633643659065	5876.664292610624	1940.5504564591108	2402.0066700596744	2556.272531040305	692.2540867839016	2453.95161490261	4946.865839765335	3067.0688335942586	2463.4293061671974	2688.016762565555	3419.960949357006
P124-PWY	2452.497975186976	2788.3294144775728	2927.988739433151	3420.416415998547	2606.530246333159	2518.0020885846516	2675.0297693343327	2704.6904176664234	3182.5989200167755	3077.6565121954363	2263.3540338051816	4649.972181528582	3152.691649561615	3556.7106399497966	4163.293048613995	5395.8524998573475	2984.412870275215	3476.163184849517	3439.4824297793252	2748.151216313962	3032.6022814376192	4039.465261036916	7274.664083440021	2268.459314653795	2846.615079659799	3052.1534396578572	803.4192296628661	2921.2074356104577	5985.821943782885	3711.3636858439154	2952.653812091608	3119.808203413512	4240.2104583649925
P125-PWY	1942.1409328677055	1773.1017497792748	1828.5000558266383	2002.5248181322825	1885.414996501795	2101.551864199994	2128.2927733612823	1954.043643544116	3141.116453709435	2181.4052068220517	1054.6512237480115	2347.6715122229134	3811.0442604740297	2781.8338321416036	2220.303740061059	2248.0193300035003	1842.7416687751293	2407.8640669771603	2714.8173326620495	2204.935145308893	2160.493114985907	2845.4656353460714	6150.885899590103	1451.0129497951855	2059.5562451198625	1331.9091078446677	765.2902052091646	1650.9816785862124	2564.953202057089	1663.0942078454095	2261.686116193702	2180.4387567916406	3298.7998286330608
P161-PWY	6321.752762736531	5768.523805053602	5637.437630206882	5888.22328864442	6313.977044895869	6107.192283526495	6456.932545340339	6340.909532081383	12070.127452449156	7371.262633453587	7042.071939871966	8374.795728274457	10503.350430531464	8507.504989150986	7555.541444223841	8928.617155425514	5941.95975737849	7192.5033623922	7346.307836610479	6441.405733296007	6392.9659079688	8022.571242593098	24672.073057571954	5904.735538661396	5535.030418054081	3690.405394122269	3604.9798358399553	6806.659586514296	8172.918526212364	5186.602883526198	5306.906200096168	8183.57488287167	13153.141559883159
P163-PWY	621.6916786446131	541.6713897868847	508.3649765635278	486.1637154410866	569.5894367991991	502.1595988537447	419.81086933479173	501.465120687984	1833.9849266193858	638.3208447308793	710.5690558456067	342.51616518329365	1122.4619973012298	566.2094554241139	555.2274790202721	611.1679529455129	390.71873490297645	558.6965340773818	688.6224115122432	382.3626335360881	494.08792415470367	447.8859133566989	4035.119031934966	358.1534130444188	511.1435807212988	400.22277280877375	265.8755106882548	425.8489254154278	698.1395456360937	474.6243075586434	340.5726305135123	568.3321531502588	2361.620804024592
P164-PWY	3242.406675426987	3572.8785740635385	2943.769053356577	3235.6397930927947	2868.6960284253764	2787.347895995418	3977.953337162291	3666.4078131884526	8320.163035673908	3980.1369981292346	3669.498455103962	4520.0265031470435	4973.521505534428	4183.191907722168	3340.0890641664478	4703.317741245297	3285.9559567413994	3260.45450129232	3220.605512058363	2165.0911785526737	2026.4128270349925	2411.741890459353	17859.215312718403	3202.36452008864	4199.999298496609	2292.37624360213	2317.7666846194443	3141.1788491396023	3089.9298881912264	2894.053292507541	2098.7838391565497	6440.230261175506	8703.150139173573
P221-PWY	315.67375896852906	587.8123998695752	674.1792209162481	808.1986466299114	335.00986560543754	432.45699118646127	701.2225987118164	520.9627975144531	1682.6196021172907	563.1935790239231	85.34168944952293	1166.275506596023	398.7828302246044	845.6190057352545	836.3714632069644	987.2908661513386	845.7979810201078	889.0305701657561	1158.3362394604228	431.39839075056557	594.3520572212725	911.3525256715254	3611.979436435633	8.65476441477449	539.3472132839602	1012.691969011023	25.28131852745253	12.987592376302876	1938.459874610192	897.2634217718095	966.1728852950883	138.7649167568618	1359.746138320816
P23-PWY	1380.066100921316	1515.5436297629788	1476.9572300803882	1443.6669202793398	2788.623553180611	1294.0583280364556	1367.6915131867468	1623.9222084816	8126.821189836835	2427.5705856762	2118.656469672008	4646.912535011278	1323.7517601617592	4587.59941820707	1587.8824534654166	1426.7076894782422	1095.5804448021395	1451.5707074978354	1364.0966183913856	1951.7100897550458	1647.8241115238905	2852.0713656219677	14869.96624541769	3321.054976013105	2817.178423113442	971.5104902720287	1301.9849539756515	3154.317956151321	4650.777344878532	1360.0029846856492	1341.7714552268046	3367.3641886868554	9494.450606315391
P4-PWY	6295.387255006049	6762.12077112577	7705.878475049023	7005.166271359927	7024.165610663225	6555.670534606683	7661.3412971246025	6676.158489603232	9884.674441283167	9395.477062480702	5777.78723879824	7165.591275410927	7710.483708363716	6792.7737465849605	7379.5516803390165	8013.588214410107	7008.625127375019	6799.548785263063	8128.451172705069	3574.5776693574326	4358.468760305847	5256.508058954475	17641.809991629092	4134.024127167175	4795.414409965186	3029.784294938316	3802.574646271213	4017.286970569903	7282.380798075729	4381.311766100133	4922.4583223131385	4725.316200789279	10508.389615812297
P42-PWY	20991.95691223426	20450.82891987806	22348.521684443775	19834.483402854985	20699.533417693674	18242.418181365352	22094.68211685057	18586.574859238244	13470.758739030414	25516.69847687112	24166.20843026153	19558.751065047298	33325.06418590215	27903.25662369993	26532.013614375464	24567.17605642958	22275.61624885171	25377.357465323385	26032.017950909976	11982.487011622528	13762.046558542412	15895.729673187441	22936.29236437848	16362.910812983086	16576.55305834932	13165.773225660625	17819.26047891675	14438.535429969588	23668.08677933216	16513.451959413942	18473.862188865078	21591.9545412409	14600.061086742393
P441-PWY	10546.89706397469	9917.42348968594	10742.623714081561	10793.246710946438	10265.100862001304	10138.84268837474	11547.81191007847	10287.062493636928	12330.69602654969	12499.055147239906	9902.557559493598	11678.718840728177	17685.21772489306	13725.643449153285	13278.093097379553	14218.554549936618	11136.684123854871	13060.13925304952	13478.187151747927	8558.338260925997	9000.86627733945	11162.017055083918	22721.14545862473	7821.345451266309	9473.020617886634	7229.799565816804	5824.124622573516	8349.505023851345	14308.275305729476	9167.405198568673	10364.353752807956	12070.247551577782	13100.39897934388
P461-PWY	6606.364994664038	6256.867861281877	7152.825675905187	7269.232471149172	6286.416126641671	6155.080969555775	7508.304144361284	6627.084886165592	9579.286447742657	7612.756568443732	5946.770080313166	7772.984458566234	11182.417874335677	8367.955724760517	8493.271838061259	9001.565453723451	7426.221211523598	8268.103674971806	7558.128803580355	3290.8013140246553	3274.005261010719	4215.552322813013	17337.948068491583	5392.431271134358	6006.724123904847	4960.203777424561	3348.0993537107997	5478.016414529203	9753.398321060604	5952.931929220166	6662.321725360023	7711.444033482528	10240.95655548811
P562-PWY	1969.119514355084	1692.4216597208933	1848.5455016413748	2007.0219727450917	1588.129462969868	2108.2733111373714	2140.548727528697	1849.9854520880956	654.5165332941506	2031.833412982317	903.2510989292335	1471.4536555017953	3961.785823746612	2126.7295521274696	2187.6733151735593	2299.9831657368745	1869.4610289022796	2383.232957846364	2722.3821817545427	2070.653767181211	2075.357287941187	2608.129617124706	1315.7475480137687	990.8218877351308	1736.2929645769352	1335.800411827692	734.7991782297132	1272.7178013700432	1942.5039335375875	1641.8393733705573	2335.740441745469	1974.2890135095759	684.9052720046739
PANTO-PWY	16014.951813118294	15539.036200183735	17352.948150449763	15276.15508141967	15553.845680377708	13434.242751308419	17055.77329356502	13930.535625260833	8868.911934177466	18731.287120525507	19045.91663479086	14626.14626371774	21432.209956443345	20656.719601578647	20116.868078821713	19165.573227723296	16708.47867378258	19249.076639654642	19160.23147020525	9039.234981194491	10299.429225625683	12129.482894342676	14423.076921777543	12206.81747066271	11930.194405258044	9798.92167423196	13555.710398502893	10798.751483484893	18423.041709255074	12775.820989568481	14231.94947416291	15502.188902601702	9031.73066292453
PANTOSYN-PWY	15301.779770333194	14938.323490020906	16704.59443403415	14626.945142427483	14925.268319200404	12815.657081082227	16367.155351687601	13265.877088627496	9304.041174365846	18173.898891166456	18102.939018212972	13966.49351330077	20434.613469898235	19754.62143058833	19092.843825621345	18171.005176568182	15934.724387701615	18266.40210244502	18458.71819166255	8526.696813390981	9803.94564058766	11554.950068975859	15301.515357015283	11580.610178779232	11289.583107177685	9244.277965489982	13119.936101396435	10160.675986732878	17503.574330937787	12148.39104402571	13534.005932349904	14585.207825073925	9490.563918529055
PENTOSE-P-PWY	9264.494759808433	8828.98109704882	10206.243516476334	9606.64308491142	9352.784365898462	8560.613571264717	10023.173117365961	9512.846422434874	9236.125415125927	9435.862579577362	11890.975186445328	9727.047810943935	19170.172372479894	11020.696198049734	13460.189432111145	12694.8637943666	11066.719173329364	12508.799529874079	9035.319396503053	4630.309505359621	4775.3481513764555	5373.228727079691	15790.838782856736	7637.61126561363	8620.308831822538	6928.484302622376	5612.827694763385	7195.779761762432	12182.408302236348	7613.327068458764	8317.965225288162	13126.979273516918	9509.210325934962
PEPTIDOGLYCANSYN-PWY	14155.602089187387	13744.462680075814	15659.075027949319	14342.768541497157	13936.31693632437	13076.692041574039	15588.460745688211	13378.111477808274	11850.46812093543	16660.266190620296	15504.036459205085	13160.33189719451	22799.17784428591	16703.35008543978	18334.321413523252	17815.31348490003	15574.918108755102	17609.140273985122	16897.37306777822	8390.163661495257	9279.24915380252	10867.89317239184	20430.175281041753	10010.984171873912	11525.720266399498	9305.810941686917	9385.912204730317	9423.17683180435	16822.73513276255	11331.650412869207	13084.175035914195	15119.023701028507	12172.232927208099
PHOSLIPSYN-PWY	18247.28139266699	17779.11035985946	19735.84167142817	17369.068239174187	17621.27106480586	15533.277989543936	19645.559191625664	15788.130445882232	11758.554165401678	22127.319859269337	20595.561734528485	16416.653181673115	22825.440389206786	23183.90218685971	22004.06877861064	21353.75394724565	18586.787512762457	21277.035258042673	22567.24685428456	11419.832051593998	12835.24979879899	15447.71185200116	21220.59294730894	13354.781796346067	13204.172460466636	10554.577929945572	15390.540862500937	11991.502083193049	20049.097826433994	14229.970093230786	16160.26537174767	16467.55014987207	12218.888649857643
POLYAMINSYN3-PWY	536.086453071204	609.2883963353241	579.4342373357348	668.6375580643095	983.0768595977745	468.6710990108169	509.96830834159977	680.2441063080405	2577.0608505079213	973.1350572207332	449.4020027136824	1967.9148115400924	492.9809400207627	1798.7488437801715	731.644392788373	597.5778962098153	431.45149997835097	682.1155105526371	577.2955932457498	656.4619968513282	567.2237206569531	988.7395935572731	3763.1055126210003	862.9135844243784	1155.2113586716514	480.7512184490069	206.18350229643846	806.0487181956422	2314.725316708482	661.0508461024674	536.1819815177506	790.9389541746347	2909.2991065049723
POLYAMSYN-PWY	635.822350088059	718.4709267083621	721.6112184524542	799.0120851958609	1257.3649511838585	553.9761159819674	629.8248285521153	744.0249615335887	3516.2783426836304	1041.179981810917	769.9528116656753	2107.755709362712	609.1045216609772	2104.145366706916	871.9779021491718	799.5788211244248	573.2329806853566	827.8669569868298	791.2665289870397	689.895042150455	616.5718964477607	1050.799635400998	6459.364140640388	1444.3118688317652	1312.0606013128652	628.3621273359979	349.19904870691147	1317.2764634615935	2375.556654453135	789.3466825747504	649.6018439041414	1195.7632025440312	4081.0978443085664
POLYISOPRENSYN-PWY	15711.346906591816	15304.203168900964	17077.94704562318	15045.890768544403	15220.426245141583	13331.271448885915	16871.275663508593	13657.066186605492	9485.78462694301	18754.89337508955	18019.01722407899	14192.713912739102	20686.822407644988	20077.837470561142	19345.86485563677	18519.007912433895	16228.611325092897	18627.867510353684	19162.611486149945	9061.223132840703	10353.119348197974	12216.880475847132	15341.11562740093	11659.418308405771	11619.154157012423	9387.9167345404	13223.228990767551	10366.760867115907	17628.37298857343	12393.636724579752	14009.990802449298	14762.034176236288	9594.590383591987
PPGPPMET-PWY	10235.101006169327	10017.29980171404	11864.733176783417	10811.287934008433	10385.370440677474	9570.710934133733	11506.197687056296	10254.961829849135	9993.35171857462	11596.937451695754	11886.9826882896	9667.685320902818	18903.043081479642	11485.590757911465	14049.263992663631	12852.209845618487	12066.46237120347	13266.818358943796	10932.917650719466	4156.682156941301	4780.710453757872	5199.535456267211	15700.615304450486	7366.179241850007	8834.783409762169	7092.01008673156	6278.470904370273	6473.539336025543	12424.260502705843	7876.483862071979	9272.677814030194	12380.583291618912	10178.238444448514
