S_S2_Ea_077_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_077_v1v9_292	RXN1G-883
S_S2_Ea_077_v1v9_292	RXN1G-660
S_S2_Ea_077_v1v9_292	RXN1G-374
S_S2_Ea_077_v1v9_292	RXN1G-334
S_S2_Ea_077_v1v9_292	RXN-8391
S_S2_Ea_077_v1v9_292	RXN1G-582
S_S2_Ea_077_v1v9_292	RXN1G-580
S_S2_Ea_077_v1v9_292	RXN1G-89
S_S2_Ea_077_v1v9_292	2.3.1.179-RXN
S_S2_Ea_077_v1v9_292	RXN1G-1212
S_S2_Ea_077_v1v9_292	RXN1G-424
S_S2_Ea_077_v1v9_292	RXN1G-818
S_S2_Ea_077_v1v9_292	RXN1G-79
S_S2_Ea_077_v1v9_292	RXN1G-172
S_S2_Ea_077_v1v9_292	RXN1G-557
S_S2_Ea_077_v1v9_292	RXN1G-32
S_S2_Ea_077_v1v9_293	TRYPTOPHAN--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_294	FRUCTOKINASE-RXN
S_S2_Ea_077_v1v9_295	FRUCTOKINASE-RXN
S_S2_Ea_077_v1v9_296	AKBLIG-RXN
S_S2_Ea_077_v1v9_297	RXN-14517
S_S2_Ea_077_v1v9_297	RXN-12458
S_S2_Ea_077_v1v9_298	RXN-982
S_S2_Ea_077_v1v9_299	RXN-982
S_S2_Ea_077_v1v9_300	RXN-982
S_S2_Ea_077_v1v9_301	RXN-14285
S_S2_Ea_077_v1v9_301	RXN-14284
S_S2_Ea_077_v1v9_301	RXN-14286
S_S2_Ea_077_v1v9_301	RXN-14353
S_S2_Ea_077_v1v9_301	RXN-9025
S_S2_Ea_077_v1v9_301	RXN0-5182
S_S2_Ea_077_v1v9_301	RXN0-5184
S_S2_Ea_077_v1v9_301	GLYCOPHOSPHORYL-RXN
S_S2_Ea_077_v1v9_301	RXN-12171
S_S2_Ea_077_v1v9_301	GLYMALTOPHOSPHORYL-RXN
S_S2_Ea_077_v1v9_301	RXN-1826
S_S2_Ea_077_v1v9_301	RXN-12392
S_S2_Ea_077_v1v9_302	3.6.3.8-RXN
S_S2_Ea_077_v1v9_303	3.6.3.8-RXN
S_S2_Ea_077_v1v9_304	3.6.3.8-RXN
S_S2_Ea_077_v1v9_305	1.2.3.3-RXN
S_S2_Ea_077_v1v9_306	PRTRANS-RXN
S_S2_Ea_077_v1v9_307	DTDPGLUCDEHYDRAT-RXN
S_S2_Ea_077_v1v9_308	DTDPGLUCOSEPP-RXN
S_S2_Ea_077_v1v9_309	BIOTINLIG-RXN
S_S2_Ea_077_v1v9_310	HISTIDINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_311	RXN-13158
S_S2_Ea_077_v1v9_311	RXN-14986
S_S2_Ea_077_v1v9_312	PHOSGLYPHOS-RXN
S_S2_Ea_077_v1v9_313	ADENYLOSUCCINATE-SYNTHASE-RXN
S_S2_Ea_077_v1v9_314	GART-RXN
S_S2_Ea_077_v1v9_315	NMNAMIDOHYDRO-RXN
S_S2_Ea_077_v1v9_316	RXN-14207
S_S2_Ea_077_v1v9_316	PEPDEPHOS-RXN
S_S2_Ea_077_v1v9_316	RXN-14117
S_S2_Ea_077_v1v9_316	RXN-14192
S_S2_Ea_077_v1v9_317	RXN-12460
S_S2_Ea_077_v1v9_317	AMINOCYL-TRNA-HYDROLASE-RXN
S_S2_Ea_077_v1v9_317	RXN-16637
S_S2_Ea_077_v1v9_318	ALANINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_319	RXN-11633
S_S2_Ea_077_v1v9_320	AIRS-RXN
S_S2_Ea_077_v1v9_321	PRPPAMIDOTRANS-RXN
S_S2_Ea_077_v1v9_322	P-PANTOCYSDECARB-RXN
S_S2_Ea_077_v1v9_323	P-PANTOCYSLIG-RXN
S_S2_Ea_077_v1v9_324	P-PANTOCYSLIG-RXN
S_S2_Ea_077_v1v9_327	HISTIDPHOS-RXN
S_S2_Ea_077_v1v9_328	GUANYL-KIN-RXN
S_S2_Ea_077_v1v9_329	GUANYL-KIN-RXN
S_S2_Ea_077_v1v9_330	2.3.1.180-RXN
S_S2_Ea_077_v1v9_331	PANTEPADENYLYLTRAN-RXN
S_S2_Ea_077_v1v9_332	GLUC1PURIDYLTRANS-RXN
S_S2_Ea_077_v1v9_333	2.7.7.39-RXN
S_S2_Ea_077_v1v9_334	RXN-11047
S_S2_Ea_077_v1v9_334	RXN-9217
S_S2_Ea_077_v1v9_334	DMK-RXN
S_S2_Ea_077_v1v9_334	RXN-9358
S_S2_Ea_077_v1v9_334	RXN-9359
S_S2_Ea_077_v1v9_334	RXN-9204
S_S2_Ea_077_v1v9_334	RXN-9190
S_S2_Ea_077_v1v9_334	RXN-9360
S_S2_Ea_077_v1v9_334	RXN-9365
S_S2_Ea_077_v1v9_335	RXN-11047
S_S2_Ea_077_v1v9_335	RXN-9217
S_S2_Ea_077_v1v9_335	DMK-RXN
S_S2_Ea_077_v1v9_335	RXN-9358
S_S2_Ea_077_v1v9_335	RXN-9359
S_S2_Ea_077_v1v9_335	RXN-9204
S_S2_Ea_077_v1v9_335	RXN-9190
S_S2_Ea_077_v1v9_335	RXN-9360
S_S2_Ea_077_v1v9_335	RXN-9365
S_S2_Ea_077_v1v9_336	RXN-11047
S_S2_Ea_077_v1v9_336	RXN-9217
S_S2_Ea_077_v1v9_336	DMK-RXN
S_S2_Ea_077_v1v9_336	RXN-9358
S_S2_Ea_077_v1v9_336	RXN-9359
S_S2_Ea_077_v1v9_336	RXN-9204
S_S2_Ea_077_v1v9_336	RXN-9190
S_S2_Ea_077_v1v9_336	RXN-9360
S_S2_Ea_077_v1v9_336	RXN-9365
S_S2_Ea_077_v1v9_337	RXN-11047
S_S2_Ea_077_v1v9_337	RXN-9217
S_S2_Ea_077_v1v9_337	DMK-RXN
S_S2_Ea_077_v1v9_337	RXN-9358
S_S2_Ea_077_v1v9_337	RXN-9359
S_S2_Ea_077_v1v9_337	RXN-9204
S_S2_Ea_077_v1v9_337	RXN-9190
S_S2_Ea_077_v1v9_337	RXN-9360
S_S2_Ea_077_v1v9_337	RXN-9365
S_S2_Ea_077_v1v9_338	RXN0-5462
S_S2_Ea_077_v1v9_339	SERINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_339	RXN0-2161
S_S2_Ea_077_v1v9_340	FUMHYDR-RXN
S_S2_Ea_077_v1v9_341	DIHYDRODIPICSYN-RXN
S_S2_Ea_077_v1v9_342	DIHYDRODIPICSYN-RXN
S_S2_Ea_077_v1v9_343	RXN-14014
S_S2_Ea_077_v1v9_344	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_S2_Ea_077_v1v9_344	RXN-15635
S_S2_Ea_077_v1v9_345	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_346	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_347	RXN-14712
S_S2_Ea_077_v1v9_347	RXN-15521
S_S2_Ea_077_v1v9_347	2.4.1.129-RXN
S_S2_Ea_077_v1v9_347	RXN-11350
S_S2_Ea_077_v1v9_347	RXN-11291
S_S2_Ea_077_v1v9_347	RXN-16650
S_S2_Ea_077_v1v9_347	RXN-11348
S_S2_Ea_077_v1v9_348	RXN-14712
S_S2_Ea_077_v1v9_348	RXN-15521
S_S2_Ea_077_v1v9_348	2.4.1.129-RXN
S_S2_Ea_077_v1v9_348	RXN-11350
S_S2_Ea_077_v1v9_348	RXN-11291
S_S2_Ea_077_v1v9_348	RXN-16650
S_S2_Ea_077_v1v9_348	RXN-11348
S_S2_Ea_077_v1v9_349	RXN-14712
S_S2_Ea_077_v1v9_349	RXN-15521
S_S2_Ea_077_v1v9_349	2.4.1.129-RXN
S_S2_Ea_077_v1v9_349	RXN-11350
S_S2_Ea_077_v1v9_349	RXN-11291
S_S2_Ea_077_v1v9_349	RXN-16650
S_S2_Ea_077_v1v9_349	RXN-11348
S_S2_Ea_077_v1v9_350	GLYC3PDEHYDROGBIOSYN-RXN
S_S2_Ea_077_v1v9_351	LYSINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_352	GMP-SYN-GLUT-RXN
S_S2_Ea_077_v1v9_353	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_S2_Ea_077_v1v9_353	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_S2_Ea_077_v1v9_353	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_S2_Ea_077_v1v9_354	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_354	RXN-8631
S_S2_Ea_077_v1v9_355	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_355	RXN-8631
S_S2_Ea_077_v1v9_356	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_356	RXN-8631
S_S2_Ea_077_v1v9_357	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_357	RXN-8631
S_S2_Ea_077_v1v9_358	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_358	RXN-8631
S_S2_Ea_077_v1v9_359	F16ALDOLASE-RXN
S_S2_Ea_077_v1v9_359	RXN-8631
S_S2_Ea_077_v1v9_360	DIAMINOPIMDECARB-RXN
S_S2_Ea_077_v1v9_361	RXN0-1342
S_S2_Ea_077_v1v9_362	PGLYCDEHYDROG-RXN
S_S2_Ea_077_v1v9_363	PGLYCDEHYDROG-RXN
S_S2_Ea_077_v1v9_364	PGLYCDEHYDROG-RXN
S_S2_Ea_077_v1v9_365	PGLYCDEHYDROG-RXN
S_S2_Ea_077_v1v9_370	ASPARAGINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_371	IMP-DEHYDROG-RXN
S_S2_Ea_077_v1v9_372	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_077_v1v9_373	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_077_v1v9_374	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_077_v1v9_375	PYRUFLAVREDUCT-RXN
S_S2_Ea_077_v1v9_375	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_077_v1v9_376	PYRUFLAVREDUCT-RXN
S_S2_Ea_077_v1v9_376	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_077_v1v9_377	DAHPSYN-RXN
S_S2_Ea_077_v1v9_378	FADSYN-RXN
S_S2_Ea_077_v1v9_379	RIBOFLAVINKIN-RXN
S_S2_Ea_077_v1v9_380	RXN-11839
S_S2_Ea_077_v1v9_381	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_S2_Ea_077_v1v9_383	RXN-1961
S_S2_Ea_077_v1v9_384	RXN-1961
S_S2_Ea_077_v1v9_385	PHOSACETYLTRANS-RXN
S_S2_Ea_077_v1v9_386	IMIDPHOSDEHYD-RXN
S_S2_Ea_077_v1v9_387	PRPPSYN-RXN
S_S2_Ea_077_v1v9_388	PRPPSYN-RXN
S_S2_Ea_077_v1v9_389	RIBOFLAVINSYNDEAM-RXN
S_S2_Ea_077_v1v9_390	RIBOFLAVINSYNREDUC-RXN
S_S2_Ea_077_v1v9_391	ORNITHINE-CYCLODEAMINASE-RXN
S_S2_Ea_077_v1v9_392	4.1.1.81-RXN
S_S2_Ea_077_v1v9_393	HISTAMINOTRANS-RXN
S_S2_Ea_077_v1v9_394	HISTAMINOTRANS-RXN
S_S2_Ea_077_v1v9_395	RXN-7669
S_S2_Ea_077_v1v9_395	GLYCOGEN-BRANCH-RXN
S_S2_Ea_077_v1v9_395	RXN-7710
S_S2_Ea_077_v1v9_395	RXN-14371
S_S2_Ea_077_v1v9_395	RXN-14372
S_S2_Ea_077_v1v9_396	RXN-13482
S_S2_Ea_077_v1v9_396	ORNCARBAMTRANSFER-RXN
S_S2_Ea_077_v1v9_397	2.7.3.9-RXN
S_S2_Ea_077_v1v9_398	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_S2_Ea_077_v1v9_399	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_400	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_401	RXN-11833
S_S2_Ea_077_v1v9_402	RXN-11833
S_S2_Ea_077_v1v9_403	ABC-14-RXN
S_S2_Ea_077_v1v9_403	ABC-12-RXN
S_S2_Ea_077_v1v9_403	RXN0-3
S_S2_Ea_077_v1v9_403	ABC-4-RXN
S_S2_Ea_077_v1v9_403	TRANS-RXN-265
S_S2_Ea_077_v1v9_403	ABC-3-RXN
S_S2_Ea_077_v1v9_403	TRANS-RXN0-222
S_S2_Ea_077_v1v9_403	ABC-13-RXN
S_S2_Ea_077_v1v9_403	TRANS-RXN0-593
S_S2_Ea_077_v1v9_403	3.6.3.21-RXN
S_S2_Ea_077_v1v9_403	ABC-37-RXN
S_S2_Ea_077_v1v9_404	ABC-14-RXN
S_S2_Ea_077_v1v9_404	ABC-12-RXN
S_S2_Ea_077_v1v9_404	RXN0-3
S_S2_Ea_077_v1v9_404	ABC-4-RXN
S_S2_Ea_077_v1v9_404	TRANS-RXN-265
S_S2_Ea_077_v1v9_404	ABC-3-RXN
S_S2_Ea_077_v1v9_404	TRANS-RXN0-222
S_S2_Ea_077_v1v9_404	ABC-13-RXN
S_S2_Ea_077_v1v9_404	TRANS-RXN0-593
S_S2_Ea_077_v1v9_404	3.6.3.21-RXN
S_S2_Ea_077_v1v9_404	ABC-37-RXN
S_S2_Ea_077_v1v9_405	ABC-14-RXN
S_S2_Ea_077_v1v9_405	ABC-12-RXN
S_S2_Ea_077_v1v9_405	RXN0-3
S_S2_Ea_077_v1v9_405	ABC-4-RXN
S_S2_Ea_077_v1v9_405	TRANS-RXN-265
S_S2_Ea_077_v1v9_405	ABC-3-RXN
S_S2_Ea_077_v1v9_405	TRANS-RXN0-222
S_S2_Ea_077_v1v9_405	ABC-13-RXN
S_S2_Ea_077_v1v9_405	TRANS-RXN0-593
S_S2_Ea_077_v1v9_405	3.6.3.21-RXN
S_S2_Ea_077_v1v9_405	ABC-37-RXN
S_S2_Ea_077_v1v9_406	ABC-14-RXN
S_S2_Ea_077_v1v9_406	ABC-12-RXN
S_S2_Ea_077_v1v9_406	RXN0-3
S_S2_Ea_077_v1v9_406	ABC-4-RXN
S_S2_Ea_077_v1v9_406	TRANS-RXN-265
S_S2_Ea_077_v1v9_406	ABC-3-RXN
S_S2_Ea_077_v1v9_406	TRANS-RXN0-222
S_S2_Ea_077_v1v9_406	ABC-13-RXN
S_S2_Ea_077_v1v9_406	TRANS-RXN0-593
S_S2_Ea_077_v1v9_406	3.6.3.21-RXN
S_S2_Ea_077_v1v9_406	ABC-37-RXN
S_S2_Ea_077_v1v9_407	ABC-14-RXN
S_S2_Ea_077_v1v9_407	ABC-12-RXN
S_S2_Ea_077_v1v9_407	RXN0-3
S_S2_Ea_077_v1v9_407	ABC-4-RXN
S_S2_Ea_077_v1v9_407	TRANS-RXN-265
S_S2_Ea_077_v1v9_407	ABC-3-RXN
S_S2_Ea_077_v1v9_407	TRANS-RXN0-222
S_S2_Ea_077_v1v9_407	ABC-13-RXN
S_S2_Ea_077_v1v9_407	TRANS-RXN0-593
S_S2_Ea_077_v1v9_407	3.6.3.21-RXN
S_S2_Ea_077_v1v9_407	ABC-37-RXN
S_S2_Ea_077_v1v9_408	ABC-14-RXN
S_S2_Ea_077_v1v9_408	ABC-12-RXN
S_S2_Ea_077_v1v9_408	RXN0-3
S_S2_Ea_077_v1v9_408	ABC-4-RXN
S_S2_Ea_077_v1v9_408	TRANS-RXN-265
S_S2_Ea_077_v1v9_408	ABC-3-RXN
S_S2_Ea_077_v1v9_408	TRANS-RXN0-222
S_S2_Ea_077_v1v9_408	ABC-13-RXN
S_S2_Ea_077_v1v9_408	TRANS-RXN0-593
S_S2_Ea_077_v1v9_408	3.6.3.21-RXN
S_S2_Ea_077_v1v9_408	ABC-37-RXN
S_S2_Ea_077_v1v9_409	RXN-15006
S_S2_Ea_077_v1v9_409	N-ACETYLGLUTPREDUCT-RXN
S_S2_Ea_077_v1v9_410	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_411	PRIBFAICARPISOM-RXN
S_S2_Ea_077_v1v9_412	RXN-11598
S_S2_Ea_077_v1v9_413	DIHYDROFOLATEREDUCT-RXN
S_S2_Ea_077_v1v9_414	THIAZOLSYN3-RXN
S_S2_Ea_077_v1v9_415	SHIKIMATE-KINASE-RXN
S_S2_Ea_077_v1v9_416	RXN-16076
S_S2_Ea_077_v1v9_416	RXN-16077
S_S2_Ea_077_v1v9_416	RXN-16032
S_S2_Ea_077_v1v9_416	RXN-16118
S_S2_Ea_077_v1v9_416	RXN-15043
S_S2_Ea_077_v1v9_416	RXN0-6705
S_S2_Ea_077_v1v9_416	RXN-16067
S_S2_Ea_077_v1v9_416	RXN-16066
S_S2_Ea_077_v1v9_416	RXN-16025
S_S2_Ea_077_v1v9_416	RXN0-5514
S_S2_Ea_077_v1v9_416	RXN-1623
S_S2_Ea_077_v1v9_416	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_S2_Ea_077_v1v9_417	3.1.26.3-RXN
S_S2_Ea_077_v1v9_418	RXN-11637
S_S2_Ea_077_v1v9_419	HISTCYCLOHYD-RXN
S_S2_Ea_077_v1v9_420	RXN-8001
S_S2_Ea_077_v1v9_421	RXN-14569
S_S2_Ea_077_v1v9_422	RXN0-1321
S_S2_Ea_077_v1v9_422	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_423	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_424	VALINE--TRNA-LIGASE-RXN
S_S2_Ea_077_v1v9_425	PREPHENATEDEHYDROG-RXN
S_S2_Ea_077_v1v9_426	DCMP-DEAMINASE-RXN
S_S2_Ea_077_v1v9_427	RXN-7913
S_S2_Ea_077_v1v9_427	RXN-11832
S_S2_Ea_077_v1v9_428	THREDEHYD-RXN
S_S2_Ea_077_v1v9_429	THREDEHYD-RXN
S_S2_Ea_077_v1v9_430	THREDEHYD-RXN
S_S2_Ea_077_v1v9_431	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_S2_Ea_077_v1v9_432	R345-RXN
S_S2_Ea_077_v1v9_433	COBALAMINSYN-RXN
S_S2_Ea_077_v1v9_433	COBALAMIN5PSYN-RXN
S_S2_Ea_077_v1v9_434	DARAB5PISOM-RXN
S_S2_Ea_077_v1v9_435	RXN-6261
S_S2_Ea_077_v1v9_435	6.3.1.10-RXN
S_S2_Ea_077_v1v9_436	SERINE-O-ACETTRAN-RXN
S_S2_Ea_077_v1v9_437	GLUTSEMIALDEHYDROG-RXN
S_S2_Ea_077_v1v9_438	GLUTKIN-RXN
S_S2_Ea_077_v1v9_439	2TRANSKETO-RXN
S_S2_Ea_077_v1v9_439	1TRANSKETO-RXN
S_S2_Ea_077_v1v9_440	2TRANSKETO-RXN
S_S2_Ea_077_v1v9_440	1TRANSKETO-RXN
S_S2_Ea_077_v1v9_441	2TRANSKETO-RXN
S_S2_Ea_077_v1v9_441	1TRANSKETO-RXN
S_S2_Ea_077_v1v9_442	2TRANSKETO-RXN
S_S2_Ea_077_v1v9_442	1TRANSKETO-RXN
S_S2_Ea_077_v1v9_443	SAICARSYN-RXN
S_S2_Ea_077_v1v9_444	SAICARSYN-RXN
S_S2_Ea_077_v1v9_445	SAICARSYN-RXN
S_S2_Ea_077_v1v9_446	4.2.99.18-RXN
S_S2_Ea_077_v1v9_446	RXN0-2601
S_S2_Ea_077_v1v9_447	4.2.99.18-RXN
S_S2_Ea_077_v1v9_447	RXN0-2601
S_S2_Ea_077_v1v9_448	ARGSUCCINSYN-RXN
S_S2_Ea_077_v1v9_448	RXN-10
S_S2_Ea_077_v1v9_449	1.8.1.4-RXN
S_S2_Ea_077_v1v9_449	RXN0-1132
S_S2_Ea_077_v1v9_449	RXN-7719
S_S2_Ea_077_v1v9_449	RXN-8629
S_S2_Ea_077_v1v9_449	RXN-7716
S_S2_Ea_077_v1v9_450	1.8.1.4-RXN
S_S2_Ea_077_v1v9_450	RXN0-1132
S_S2_Ea_077_v1v9_450	RXN-7719
S_S2_Ea_077_v1v9_450	RXN-8629
S_S2_Ea_077_v1v9_450	RXN-7716
S_S2_Ea_077_v1v9_451	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_077_v1v9_452	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_077_v1v9_453	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_077_v1v9_454	GLUTDECARBOX-RXN
S_S2_Ea_077_v1v9_455	GLUTDECARBOX-RXN
S_S2_Ea_077_v1v9_456	GLUTDECARBOX-RXN
S_S2_Ea_077_v1v9_457	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_458	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_459	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S2_Ea_077_v1v9_460	AMPSYN-RXN
S_S2_Ea_077_v1v9_460	AICARSYN-RXN
S_S2_Ea_077_v1v9_461	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_077_v1v9_462	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_077_v1v9_463	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_077_v1v9_463	RXN0-748
S_S2_Ea_077_v1v9_463	RXN0-747
S_S2_Ea_077_v1v9_463	GDPREDUCT-RXN
S_S2_Ea_077_v1v9_463	ADPREDUCT-RXN
S_S2_Ea_077_v1v9_463	RXN0-722
S_S2_Ea_077_v1v9_463	CDPREDUCT-RXN
S_S2_Ea_077_v1v9_463	UDPREDUCT-RXN
S_S2_Ea_077_v1v9_463	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_077_v1v9_464	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_077_v1v9_464	RXN0-748
S_S2_Ea_077_v1v9_464	RXN0-747
S_S2_Ea_077_v1v9_464	GDPREDUCT-RXN
S_S2_Ea_077_v1v9_464	ADPREDUCT-RXN
S_S2_Ea_077_v1v9_464	RXN0-722
S_S2_Ea_077_v1v9_464	CDPREDUCT-RXN
S_S2_Ea_077_v1v9_464	UDPREDUCT-RXN
S_S2_Ea_077_v1v9_464	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_077_v1v9_465	ASPARTATEKIN-RXN
S_S2_Ea_077_v1v9_466	HOMOSERDEHYDROG-RXN
S_S2_Ea_077_v1v9_467	HOMOCYSMETB12-RXN
S_S2_Ea_077_v1v9_468	3.4.11.4-RXN
S_S2_Ea_077_v1v9_469	3.4.11.4-RXN
S_S2_Ea_077_v1v9_470	ISOCITDEH-RXN
S_S2_Ea_077_v1v9_471	2.7.7.8-RXN
S_S2_Ea_077_v1v9_472	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_077_v1v9_472	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_077_v1v9_473	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_077_v1v9_473	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_077_v1v9_474	RXN-9382
S_S2_Ea_077_v1v9_475	DTMPKI-RXN
S_S2_Ea_077_v1v9_476	RXN-9655
S_S2_Ea_077_v1v9_476	RXN-10061
S_S2_Ea_077_v1v9_476	RXN1G-760
S_S2_Ea_077_v1v9_476	RXN-10656
S_S2_Ea_077_v1v9_476	RXN1G-220
S_S2_Ea_077_v1v9_476	RXN-9537
S_S2_Ea_077_v1v9_476	RXN-9533
S_S2_Ea_077_v1v9_476	RXN-9557
S_S2_Ea_077_v1v9_476	4.2.1.61-RXN
S_S2_Ea_077_v1v9_476	RXN1G-884
S_S2_Ea_077_v1v9_476	RXN1G-648
S_S2_Ea_077_v1v9_476	RXN1G-645
S_S2_Ea_077_v1v9_476	RXN-16623
S_S2_Ea_077_v1v9_476	RXN1G-355
S_S2_Ea_077_v1v9_476	RXN1G-377
S_S2_Ea_077_v1v9_476	RXN1G-27
S_S2_Ea_077_v1v9_476	4.2.1.59-RXN
S_S2_Ea_077_v1v9_476	RXN1G-214
S_S2_Ea_077_v1v9_476	RXN1G-294
S_S2_Ea_077_v1v9_476	RXN-11481
S_S2_Ea_077_v1v9_476	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Ea_077_v1v9_476	RXN1G-279
S_S2_Ea_077_v1v9_476	RXN1G-1004
S_S2_Ea_077_v1v9_476	RXN1G-912
S_S2_Ea_077_v1v9_476	RXN-10660
S_S2_Ea_077_v1v9_476	RXN-16627
S_S2_Ea_077_v1v9_476	RXN-9520
S_S2_Ea_077_v1v9_476	RXN1G-266
S_S2_Ea_077_v1v9_476	RXN1G-1081
S_S2_Ea_077_v1v9_476	RXN1G-1084
S_S2_Ea_077_v1v9_476	RXN1G-420
S_S2_Ea_077_v1v9_476	RXN1G-425
S_S2_Ea_077_v1v9_476	RXN1G-1278
S_S2_Ea_077_v1v9_476	RXN0-2144
S_S2_Ea_077_v1v9_476	RXN1G-440
S_S2_Ea_077_v1v9_476	RXN1G-127
S_S2_Ea_077_v1v9_476	RXN1G-464
S_S2_Ea_077_v1v9_476	RXN-16631
S_S2_Ea_077_v1v9_476	RXN-16619
S_S2_Ea_077_v1v9_476	RXN1G-363
S_S2_Ea_077_v1v9_476	RXN1G-554
S_S2_Ea_077_v1v9_476	RXN1G-309
S_S2_Ea_077_v1v9_476	RXN1G-308
S_S2_Ea_077_v1v9_476	RXN1G-320
S_S2_Ea_077_v1v9_476	RXN1G-188
S_S2_Ea_077_v1v9_476	RXN1G-517
S_S2_Ea_077_v1v9_476	RXN-11477
S_S2_Ea_077_v1v9_476	4.2.1.58-RXN
S_S2_Ea_077_v1v9_476	RXN-9634
S_S2_Ea_077_v1v9_477	RXN-9655
S_S2_Ea_077_v1v9_477	RXN-10061
S_S2_Ea_077_v1v9_477	RXN1G-760
S_S2_Ea_077_v1v9_477	RXN-10656
S_S2_Ea_077_v1v9_477	RXN1G-220
S_S2_Ea_077_v1v9_477	RXN-9537
S_S2_Ea_077_v1v9_477	RXN-9533
S_S2_Ea_077_v1v9_477	RXN-9557
S_S2_Ea_077_v1v9_477	4.2.1.61-RXN
S_S2_Ea_077_v1v9_477	RXN1G-884
S_S2_Ea_077_v1v9_477	RXN1G-648
S_S2_Ea_077_v1v9_477	RXN1G-645
S_S2_Ea_077_v1v9_477	RXN-16623
S_S2_Ea_077_v1v9_477	RXN1G-355
S_S2_Ea_077_v1v9_477	RXN1G-377
S_S2_Ea_077_v1v9_477	RXN1G-27
S_S2_Ea_077_v1v9_477	4.2.1.59-RXN
S_S2_Ea_077_v1v9_477	RXN1G-214
S_S2_Ea_077_v1v9_477	RXN1G-294
S_S2_Ea_077_v1v9_477	RXN-11481
S_S2_Ea_077_v1v9_477	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Ea_077_v1v9_477	RXN1G-279
S_S2_Ea_077_v1v9_477	RXN1G-1004
S_S2_Ea_077_v1v9_477	RXN1G-912
S_S2_Ea_077_v1v9_477	RXN-10660
S_S2_Ea_077_v1v9_477	RXN-16627
S_S2_Ea_077_v1v9_477	RXN-9520
S_S2_Ea_077_v1v9_477	RXN1G-266
S_S2_Ea_077_v1v9_477	RXN1G-1081
S_S2_Ea_077_v1v9_477	RXN1G-1084
S_S2_Ea_077_v1v9_477	RXN1G-420
S_S2_Ea_077_v1v9_477	RXN1G-425
S_S2_Ea_077_v1v9_477	RXN1G-1278
S_S2_Ea_077_v1v9_477	RXN0-2144
