S_S2_Ea_076_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_076_v1v9_298	GAPOXNPHOSPHN-RXN
S_S2_Ea_076_v1v9_299	GAPOXNPHOSPHN-RXN
S_S2_Ea_076_v1v9_300	RXN1G-94
S_S2_Ea_076_v1v9_300	RXN1G-1015
S_S2_Ea_076_v1v9_300	RXN1G-202
S_S2_Ea_076_v1v9_300	RXN1G-883
S_S2_Ea_076_v1v9_300	RXN1G-660
S_S2_Ea_076_v1v9_300	RXN1G-374
S_S2_Ea_076_v1v9_300	RXN1G-334
S_S2_Ea_076_v1v9_300	RXN-8391
S_S2_Ea_076_v1v9_300	RXN1G-582
S_S2_Ea_076_v1v9_300	RXN1G-580
S_S2_Ea_076_v1v9_300	RXN1G-89
S_S2_Ea_076_v1v9_300	2.3.1.179-RXN
S_S2_Ea_076_v1v9_300	RXN1G-1212
S_S2_Ea_076_v1v9_300	RXN1G-424
S_S2_Ea_076_v1v9_300	RXN1G-818
S_S2_Ea_076_v1v9_300	RXN1G-79
S_S2_Ea_076_v1v9_300	RXN1G-172
S_S2_Ea_076_v1v9_300	RXN1G-557
S_S2_Ea_076_v1v9_300	RXN1G-32
S_S2_Ea_076_v1v9_301	TRYPTOPHAN--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_302	FRUCTOKINASE-RXN
S_S2_Ea_076_v1v9_303	FRUCTOKINASE-RXN
S_S2_Ea_076_v1v9_304	FRUCTOKINASE-RXN
S_S2_Ea_076_v1v9_305	AKBLIG-RXN
S_S2_Ea_076_v1v9_306	RXN-14517
S_S2_Ea_076_v1v9_306	RXN-12458
S_S2_Ea_076_v1v9_307	RXN-982
S_S2_Ea_076_v1v9_308	RXN-982
S_S2_Ea_076_v1v9_309	RXN-14285
S_S2_Ea_076_v1v9_309	RXN-14284
S_S2_Ea_076_v1v9_309	RXN-14286
S_S2_Ea_076_v1v9_309	RXN-14353
S_S2_Ea_076_v1v9_309	RXN-9025
S_S2_Ea_076_v1v9_309	RXN0-5182
S_S2_Ea_076_v1v9_309	RXN0-5184
S_S2_Ea_076_v1v9_309	GLYCOPHOSPHORYL-RXN
S_S2_Ea_076_v1v9_309	RXN-12171
S_S2_Ea_076_v1v9_309	GLYMALTOPHOSPHORYL-RXN
S_S2_Ea_076_v1v9_309	RXN-1826
S_S2_Ea_076_v1v9_309	RXN-12392
S_S2_Ea_076_v1v9_310	3.6.3.8-RXN
S_S2_Ea_076_v1v9_311	3.6.3.8-RXN
S_S2_Ea_076_v1v9_312	3.6.3.8-RXN
S_S2_Ea_076_v1v9_313	3.6.3.8-RXN
S_S2_Ea_076_v1v9_314	1.2.3.3-RXN
S_S2_Ea_076_v1v9_315	PRTRANS-RXN
S_S2_Ea_076_v1v9_316	DTDPGLUCDEHYDRAT-RXN
S_S2_Ea_076_v1v9_317	DTDPGLUCOSEPP-RXN
S_S2_Ea_076_v1v9_318	BIOTINLIG-RXN
S_S2_Ea_076_v1v9_319	HISTIDINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_320	RXN-13158
S_S2_Ea_076_v1v9_320	RXN-14986
S_S2_Ea_076_v1v9_321	PHOSGLYPHOS-RXN
S_S2_Ea_076_v1v9_322	ADENYLOSUCCINATE-SYNTHASE-RXN
S_S2_Ea_076_v1v9_323	GART-RXN
S_S2_Ea_076_v1v9_324	NMNAMIDOHYDRO-RXN
S_S2_Ea_076_v1v9_325	RXN-14207
S_S2_Ea_076_v1v9_325	PEPDEPHOS-RXN
S_S2_Ea_076_v1v9_325	RXN-14117
S_S2_Ea_076_v1v9_325	RXN-14192
S_S2_Ea_076_v1v9_326	RXN-12460
S_S2_Ea_076_v1v9_326	AMINOCYL-TRNA-HYDROLASE-RXN
S_S2_Ea_076_v1v9_326	RXN-16637
S_S2_Ea_076_v1v9_327	ALANINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_328	RXN-11633
S_S2_Ea_076_v1v9_329	AIRS-RXN
S_S2_Ea_076_v1v9_330	PRPPAMIDOTRANS-RXN
S_S2_Ea_076_v1v9_331	P-PANTOCYSDECARB-RXN
S_S2_Ea_076_v1v9_332	P-PANTOCYSLIG-RXN
S_S2_Ea_076_v1v9_333	P-PANTOCYSLIG-RXN
S_S2_Ea_076_v1v9_336	HISTIDPHOS-RXN
S_S2_Ea_076_v1v9_337	GUANYL-KIN-RXN
S_S2_Ea_076_v1v9_338	GUANYL-KIN-RXN
S_S2_Ea_076_v1v9_339	2.3.1.180-RXN
S_S2_Ea_076_v1v9_340	PANTEPADENYLYLTRAN-RXN
S_S2_Ea_076_v1v9_341	GLUC1PURIDYLTRANS-RXN
S_S2_Ea_076_v1v9_342	2.7.7.39-RXN
S_S2_Ea_076_v1v9_343	RXN-11047
S_S2_Ea_076_v1v9_343	RXN-9217
S_S2_Ea_076_v1v9_343	DMK-RXN
S_S2_Ea_076_v1v9_343	RXN-9358
S_S2_Ea_076_v1v9_343	RXN-9359
S_S2_Ea_076_v1v9_343	RXN-9204
S_S2_Ea_076_v1v9_343	RXN-9190
S_S2_Ea_076_v1v9_343	RXN-9360
S_S2_Ea_076_v1v9_343	RXN-9365
S_S2_Ea_076_v1v9_344	RXN-11047
S_S2_Ea_076_v1v9_344	RXN-9217
S_S2_Ea_076_v1v9_344	DMK-RXN
S_S2_Ea_076_v1v9_344	RXN-9358
S_S2_Ea_076_v1v9_344	RXN-9359
S_S2_Ea_076_v1v9_344	RXN-9204
S_S2_Ea_076_v1v9_344	RXN-9190
S_S2_Ea_076_v1v9_344	RXN-9360
S_S2_Ea_076_v1v9_344	RXN-9365
S_S2_Ea_076_v1v9_345	RXN-11047
S_S2_Ea_076_v1v9_345	RXN-9217
S_S2_Ea_076_v1v9_345	DMK-RXN
S_S2_Ea_076_v1v9_345	RXN-9358
S_S2_Ea_076_v1v9_345	RXN-9359
S_S2_Ea_076_v1v9_345	RXN-9204
S_S2_Ea_076_v1v9_345	RXN-9190
S_S2_Ea_076_v1v9_345	RXN-9360
S_S2_Ea_076_v1v9_345	RXN-9365
S_S2_Ea_076_v1v9_346	RXN-11047
S_S2_Ea_076_v1v9_346	RXN-9217
S_S2_Ea_076_v1v9_346	DMK-RXN
S_S2_Ea_076_v1v9_346	RXN-9358
S_S2_Ea_076_v1v9_346	RXN-9359
S_S2_Ea_076_v1v9_346	RXN-9204
S_S2_Ea_076_v1v9_346	RXN-9190
S_S2_Ea_076_v1v9_346	RXN-9360
S_S2_Ea_076_v1v9_346	RXN-9365
S_S2_Ea_076_v1v9_347	RXN0-5462
S_S2_Ea_076_v1v9_348	SERINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_348	RXN0-2161
S_S2_Ea_076_v1v9_349	FUMHYDR-RXN
S_S2_Ea_076_v1v9_350	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_v1v9_351	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_v1v9_352	DIHYDRODIPICSYN-RXN
S_S2_Ea_076_v1v9_353	RXN-14014
S_S2_Ea_076_v1v9_354	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_S2_Ea_076_v1v9_354	RXN-15635
S_S2_Ea_076_v1v9_355	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_356	THREONINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_357	RXN-14712
S_S2_Ea_076_v1v9_357	RXN-15521
S_S2_Ea_076_v1v9_357	2.4.1.129-RXN
S_S2_Ea_076_v1v9_357	RXN-11350
S_S2_Ea_076_v1v9_357	RXN-11291
S_S2_Ea_076_v1v9_357	RXN-16650
S_S2_Ea_076_v1v9_357	RXN-11348
S_S2_Ea_076_v1v9_358	RXN-14712
S_S2_Ea_076_v1v9_358	RXN-15521
S_S2_Ea_076_v1v9_358	2.4.1.129-RXN
S_S2_Ea_076_v1v9_358	RXN-11350
S_S2_Ea_076_v1v9_358	RXN-11291
S_S2_Ea_076_v1v9_358	RXN-16650
S_S2_Ea_076_v1v9_358	RXN-11348
S_S2_Ea_076_v1v9_359	RXN-14712
S_S2_Ea_076_v1v9_359	RXN-15521
S_S2_Ea_076_v1v9_359	2.4.1.129-RXN
S_S2_Ea_076_v1v9_359	RXN-11350
S_S2_Ea_076_v1v9_359	RXN-11291
S_S2_Ea_076_v1v9_359	RXN-16650
S_S2_Ea_076_v1v9_359	RXN-11348
S_S2_Ea_076_v1v9_360	GLYC3PDEHYDROGBIOSYN-RXN
S_S2_Ea_076_v1v9_361	LYSINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_362	GMP-SYN-GLUT-RXN
S_S2_Ea_076_v1v9_363	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_S2_Ea_076_v1v9_363	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_S2_Ea_076_v1v9_363	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_S2_Ea_076_v1v9_364	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_364	RXN-8631
S_S2_Ea_076_v1v9_365	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_365	RXN-8631
S_S2_Ea_076_v1v9_366	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_366	RXN-8631
S_S2_Ea_076_v1v9_367	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_367	RXN-8631
S_S2_Ea_076_v1v9_368	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_368	RXN-8631
S_S2_Ea_076_v1v9_369	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_369	RXN-8631
S_S2_Ea_076_v1v9_370	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_370	RXN-8631
S_S2_Ea_076_v1v9_371	F16ALDOLASE-RXN
S_S2_Ea_076_v1v9_371	RXN-8631
S_S2_Ea_076_v1v9_372	DIAMINOPIMDECARB-RXN
S_S2_Ea_076_v1v9_373	RXN0-1342
S_S2_Ea_076_v1v9_374	PGLYCDEHYDROG-RXN
S_S2_Ea_076_v1v9_375	PGLYCDEHYDROG-RXN
S_S2_Ea_076_v1v9_376	PGLYCDEHYDROG-RXN
S_S2_Ea_076_v1v9_380	ASPARAGINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_381	IMP-DEHYDROG-RXN
S_S2_Ea_076_v1v9_382	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_v1v9_383	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_v1v9_384	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S2_Ea_076_v1v9_385	PYRUFLAVREDUCT-RXN
S_S2_Ea_076_v1v9_385	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_076_v1v9_386	PYRUFLAVREDUCT-RXN
S_S2_Ea_076_v1v9_386	2-OXOBUTYRATE-SYNTHASE-RXN
S_S2_Ea_076_v1v9_387	DAHPSYN-RXN
S_S2_Ea_076_v1v9_388	FADSYN-RXN
S_S2_Ea_076_v1v9_389	RIBOFLAVINKIN-RXN
S_S2_Ea_076_v1v9_390	RXN-11839
S_S2_Ea_076_v1v9_391	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_S2_Ea_076_v1v9_393	RXN-1961
S_S2_Ea_076_v1v9_394	RXN-1961
S_S2_Ea_076_v1v9_395	PHOSACETYLTRANS-RXN
S_S2_Ea_076_v1v9_396	IMIDPHOSDEHYD-RXN
S_S2_Ea_076_v1v9_397	PRPPSYN-RXN
S_S2_Ea_076_v1v9_398	PRPPSYN-RXN
S_S2_Ea_076_v1v9_399	RIBOFLAVINSYNDEAM-RXN
S_S2_Ea_076_v1v9_400	RIBOFLAVINSYNREDUC-RXN
S_S2_Ea_076_v1v9_401	ORNITHINE-CYCLODEAMINASE-RXN
S_S2_Ea_076_v1v9_402	4.1.1.81-RXN
S_S2_Ea_076_v1v9_403	HISTAMINOTRANS-RXN
S_S2_Ea_076_v1v9_404	RXN-7669
S_S2_Ea_076_v1v9_404	GLYCOGEN-BRANCH-RXN
S_S2_Ea_076_v1v9_404	RXN-7710
S_S2_Ea_076_v1v9_404	RXN-14371
S_S2_Ea_076_v1v9_404	RXN-14372
S_S2_Ea_076_v1v9_405	RXN-13482
S_S2_Ea_076_v1v9_405	ORNCARBAMTRANSFER-RXN
S_S2_Ea_076_v1v9_406	2.7.3.9-RXN
S_S2_Ea_076_v1v9_407	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_S2_Ea_076_v1v9_408	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_409	GLYCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_410	RXN-11833
S_S2_Ea_076_v1v9_411	RXN-11833
S_S2_Ea_076_v1v9_412	ABC-14-RXN
S_S2_Ea_076_v1v9_412	ABC-12-RXN
S_S2_Ea_076_v1v9_412	RXN0-3
S_S2_Ea_076_v1v9_412	ABC-4-RXN
S_S2_Ea_076_v1v9_412	TRANS-RXN-265
S_S2_Ea_076_v1v9_412	ABC-3-RXN
S_S2_Ea_076_v1v9_412	TRANS-RXN0-222
S_S2_Ea_076_v1v9_412	ABC-13-RXN
S_S2_Ea_076_v1v9_412	TRANS-RXN0-593
S_S2_Ea_076_v1v9_412	3.6.3.21-RXN
S_S2_Ea_076_v1v9_412	ABC-37-RXN
S_S2_Ea_076_v1v9_413	ABC-14-RXN
S_S2_Ea_076_v1v9_413	ABC-12-RXN
S_S2_Ea_076_v1v9_413	RXN0-3
S_S2_Ea_076_v1v9_413	ABC-4-RXN
S_S2_Ea_076_v1v9_413	TRANS-RXN-265
S_S2_Ea_076_v1v9_413	ABC-3-RXN
S_S2_Ea_076_v1v9_413	TRANS-RXN0-222
S_S2_Ea_076_v1v9_413	ABC-13-RXN
S_S2_Ea_076_v1v9_413	TRANS-RXN0-593
S_S2_Ea_076_v1v9_413	3.6.3.21-RXN
S_S2_Ea_076_v1v9_413	ABC-37-RXN
S_S2_Ea_076_v1v9_414	ABC-14-RXN
S_S2_Ea_076_v1v9_414	ABC-12-RXN
S_S2_Ea_076_v1v9_414	RXN0-3
S_S2_Ea_076_v1v9_414	ABC-4-RXN
S_S2_Ea_076_v1v9_414	TRANS-RXN-265
S_S2_Ea_076_v1v9_414	ABC-3-RXN
S_S2_Ea_076_v1v9_414	TRANS-RXN0-222
S_S2_Ea_076_v1v9_414	ABC-13-RXN
S_S2_Ea_076_v1v9_414	TRANS-RXN0-593
S_S2_Ea_076_v1v9_414	3.6.3.21-RXN
S_S2_Ea_076_v1v9_414	ABC-37-RXN
S_S2_Ea_076_v1v9_415	ABC-14-RXN
S_S2_Ea_076_v1v9_415	ABC-12-RXN
S_S2_Ea_076_v1v9_415	RXN0-3
S_S2_Ea_076_v1v9_415	ABC-4-RXN
S_S2_Ea_076_v1v9_415	TRANS-RXN-265
S_S2_Ea_076_v1v9_415	ABC-3-RXN
S_S2_Ea_076_v1v9_415	TRANS-RXN0-222
S_S2_Ea_076_v1v9_415	ABC-13-RXN
S_S2_Ea_076_v1v9_415	TRANS-RXN0-593
S_S2_Ea_076_v1v9_415	3.6.3.21-RXN
S_S2_Ea_076_v1v9_415	ABC-37-RXN
S_S2_Ea_076_v1v9_416	ABC-14-RXN
S_S2_Ea_076_v1v9_416	ABC-12-RXN
S_S2_Ea_076_v1v9_416	RXN0-3
S_S2_Ea_076_v1v9_416	ABC-4-RXN
S_S2_Ea_076_v1v9_416	TRANS-RXN-265
S_S2_Ea_076_v1v9_416	ABC-3-RXN
S_S2_Ea_076_v1v9_416	TRANS-RXN0-222
S_S2_Ea_076_v1v9_416	ABC-13-RXN
S_S2_Ea_076_v1v9_416	TRANS-RXN0-593
S_S2_Ea_076_v1v9_416	3.6.3.21-RXN
S_S2_Ea_076_v1v9_416	ABC-37-RXN
S_S2_Ea_076_v1v9_417	ABC-14-RXN
S_S2_Ea_076_v1v9_417	ABC-12-RXN
S_S2_Ea_076_v1v9_417	RXN0-3
S_S2_Ea_076_v1v9_417	ABC-4-RXN
S_S2_Ea_076_v1v9_417	TRANS-RXN-265
S_S2_Ea_076_v1v9_417	ABC-3-RXN
S_S2_Ea_076_v1v9_417	TRANS-RXN0-222
S_S2_Ea_076_v1v9_417	ABC-13-RXN
S_S2_Ea_076_v1v9_417	TRANS-RXN0-593
S_S2_Ea_076_v1v9_417	3.6.3.21-RXN
S_S2_Ea_076_v1v9_417	ABC-37-RXN
S_S2_Ea_076_v1v9_418	ABC-14-RXN
S_S2_Ea_076_v1v9_418	ABC-12-RXN
S_S2_Ea_076_v1v9_418	RXN0-3
S_S2_Ea_076_v1v9_418	ABC-4-RXN
S_S2_Ea_076_v1v9_418	TRANS-RXN-265
S_S2_Ea_076_v1v9_418	ABC-3-RXN
S_S2_Ea_076_v1v9_418	TRANS-RXN0-222
S_S2_Ea_076_v1v9_418	ABC-13-RXN
S_S2_Ea_076_v1v9_418	TRANS-RXN0-593
S_S2_Ea_076_v1v9_418	3.6.3.21-RXN
S_S2_Ea_076_v1v9_418	ABC-37-RXN
S_S2_Ea_076_v1v9_419	RXN-15006
S_S2_Ea_076_v1v9_419	N-ACETYLGLUTPREDUCT-RXN
S_S2_Ea_076_v1v9_420	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
S_S2_Ea_076_v1v9_421	PRIBFAICARPISOM-RXN
S_S2_Ea_076_v1v9_422	RXN-11598
S_S2_Ea_076_v1v9_423	DIHYDROFOLATEREDUCT-RXN
S_S2_Ea_076_v1v9_424	THIAZOLSYN3-RXN
S_S2_Ea_076_v1v9_425	SHIKIMATE-KINASE-RXN
S_S2_Ea_076_v1v9_426	RXN-16076
S_S2_Ea_076_v1v9_426	RXN-16077
S_S2_Ea_076_v1v9_426	RXN-16032
S_S2_Ea_076_v1v9_426	RXN-16118
S_S2_Ea_076_v1v9_426	RXN-15043
S_S2_Ea_076_v1v9_426	RXN0-6705
S_S2_Ea_076_v1v9_426	RXN-16067
S_S2_Ea_076_v1v9_426	RXN-16066
S_S2_Ea_076_v1v9_426	RXN-16025
S_S2_Ea_076_v1v9_426	RXN0-5514
S_S2_Ea_076_v1v9_426	RXN-1623
S_S2_Ea_076_v1v9_426	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_S2_Ea_076_v1v9_427	3.1.26.3-RXN
S_S2_Ea_076_v1v9_428	RXN-11637
S_S2_Ea_076_v1v9_429	HISTCYCLOHYD-RXN
S_S2_Ea_076_v1v9_430	RXN-8001
S_S2_Ea_076_v1v9_431	RXN-14569
S_S2_Ea_076_v1v9_432	RXN0-1321
S_S2_Ea_076_v1v9_432	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_S2_Ea_076_v1v9_433	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_S2_Ea_076_v1v9_434	VALINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_435	PREPHENATEDEHYDROG-RXN
S_S2_Ea_076_v1v9_436	DCMP-DEAMINASE-RXN
S_S2_Ea_076_v1v9_437	RXN-7913
S_S2_Ea_076_v1v9_437	RXN-11832
S_S2_Ea_076_v1v9_438	THREDEHYD-RXN
S_S2_Ea_076_v1v9_439	THREDEHYD-RXN
S_S2_Ea_076_v1v9_440	THREDEHYD-RXN
S_S2_Ea_076_v1v9_441	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_S2_Ea_076_v1v9_442	R345-RXN
S_S2_Ea_076_v1v9_443	COBALAMINSYN-RXN
S_S2_Ea_076_v1v9_443	COBALAMIN5PSYN-RXN
S_S2_Ea_076_v1v9_444	DARAB5PISOM-RXN
S_S2_Ea_076_v1v9_445	RXN-6261
S_S2_Ea_076_v1v9_445	6.3.1.10-RXN
S_S2_Ea_076_v1v9_446	SERINE-O-ACETTRAN-RXN
S_S2_Ea_076_v1v9_447	GLUTSEMIALDEHYDROG-RXN
S_S2_Ea_076_v1v9_448	GLUTKIN-RXN
S_S2_Ea_076_v1v9_449	GLUTKIN-RXN
S_S2_Ea_076_v1v9_450	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_450	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_451	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_451	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_452	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_452	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_453	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_453	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_454	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_454	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_455	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_455	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_456	2TRANSKETO-RXN
S_S2_Ea_076_v1v9_456	1TRANSKETO-RXN
S_S2_Ea_076_v1v9_457	SAICARSYN-RXN
S_S2_Ea_076_v1v9_458	SAICARSYN-RXN
S_S2_Ea_076_v1v9_459	4.2.99.18-RXN
S_S2_Ea_076_v1v9_459	RXN0-2601
S_S2_Ea_076_v1v9_460	4.2.99.18-RXN
S_S2_Ea_076_v1v9_460	RXN0-2601
S_S2_Ea_076_v1v9_461	ARGSUCCINSYN-RXN
S_S2_Ea_076_v1v9_461	RXN-10
S_S2_Ea_076_v1v9_462	1.8.1.4-RXN
S_S2_Ea_076_v1v9_462	RXN0-1132
S_S2_Ea_076_v1v9_462	RXN-7719
S_S2_Ea_076_v1v9_462	RXN-8629
S_S2_Ea_076_v1v9_462	RXN-7716
S_S2_Ea_076_v1v9_463	1.8.1.4-RXN
S_S2_Ea_076_v1v9_463	RXN0-1132
S_S2_Ea_076_v1v9_463	RXN-7719
S_S2_Ea_076_v1v9_463	RXN-8629
S_S2_Ea_076_v1v9_463	RXN-7716
S_S2_Ea_076_v1v9_464	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_v1v9_465	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_v1v9_466	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_v1v9_467	TRIOSEPISOMERIZATION-RXN
S_S2_Ea_076_v1v9_468	GLUTDECARBOX-RXN
S_S2_Ea_076_v1v9_469	GLUTDECARBOX-RXN
S_S2_Ea_076_v1v9_470	GLUTDECARBOX-RXN
S_S2_Ea_076_v1v9_471	AMPSYN-RXN
S_S2_Ea_076_v1v9_471	AICARSYN-RXN
S_S2_Ea_076_v1v9_472	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_v1v9_473	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_v1v9_474	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_076_v1v9_474	RXN0-748
S_S2_Ea_076_v1v9_474	RXN0-747
S_S2_Ea_076_v1v9_474	GDPREDUCT-RXN
S_S2_Ea_076_v1v9_474	ADPREDUCT-RXN
S_S2_Ea_076_v1v9_474	RXN0-722
S_S2_Ea_076_v1v9_474	CDPREDUCT-RXN
S_S2_Ea_076_v1v9_474	UDPREDUCT-RXN
S_S2_Ea_076_v1v9_474	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_076_v1v9_475	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Ea_076_v1v9_475	RXN0-748
S_S2_Ea_076_v1v9_475	RXN0-747
S_S2_Ea_076_v1v9_475	GDPREDUCT-RXN
S_S2_Ea_076_v1v9_475	ADPREDUCT-RXN
S_S2_Ea_076_v1v9_475	RXN0-722
S_S2_Ea_076_v1v9_475	CDPREDUCT-RXN
S_S2_Ea_076_v1v9_475	UDPREDUCT-RXN
S_S2_Ea_076_v1v9_475	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Ea_076_v1v9_476	ASPARTATEKIN-RXN
S_S2_Ea_076_v1v9_477	HOMOSERDEHYDROG-RXN
S_S2_Ea_076_v1v9_478	HOMOCYSMETB12-RXN
S_S2_Ea_076_v1v9_479	3.4.11.4-RXN
S_S2_Ea_076_v1v9_480	3.4.11.4-RXN
S_S2_Ea_076_v1v9_481	ISOCITDEH-RXN
S_S2_Ea_076_v1v9_482	2.7.7.8-RXN
S_S2_Ea_076_v1v9_483	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_076_v1v9_483	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_076_v1v9_484	GUANPRIBOSYLTRAN-RXN
S_S2_Ea_076_v1v9_484	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Ea_076_v1v9_485	RXN-9382
S_S2_Ea_076_v1v9_486	RXN-9382
S_S2_Ea_076_v1v9_487	DTMPKI-RXN
S_S2_Ea_076_v1v9_488	RXN-9655
S_S2_Ea_076_v1v9_488	RXN-10061
S_S2_Ea_076_v1v9_488	RXN1G-760
S_S2_Ea_076_v1v9_488	RXN-10656
S_S2_Ea_076_v1v9_488	RXN1G-220
S_S2_Ea_076_v1v9_488	RXN-9537
S_S2_Ea_076_v1v9_488	RXN-9533
S_S2_Ea_076_v1v9_488	RXN-9557
S_S2_Ea_076_v1v9_488	4.2.1.61-RXN
S_S2_Ea_076_v1v9_488	RXN1G-884
S_S2_Ea_076_v1v9_488	RXN1G-648
S_S2_Ea_076_v1v9_488	RXN1G-645
S_S2_Ea_076_v1v9_488	RXN-16623
S_S2_Ea_076_v1v9_488	RXN1G-355
S_S2_Ea_076_v1v9_488	RXN1G-377
S_S2_Ea_076_v1v9_488	RXN1G-27
S_S2_Ea_076_v1v9_488	4.2.1.59-RXN
S_S2_Ea_076_v1v9_488	RXN1G-214
S_S2_Ea_076_v1v9_488	RXN1G-294
S_S2_Ea_076_v1v9_488	RXN-11481
S_S2_Ea_076_v1v9_488	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Ea_076_v1v9_488	RXN1G-279
S_S2_Ea_076_v1v9_488	RXN1G-1004
S_S2_Ea_076_v1v9_488	RXN1G-912
S_S2_Ea_076_v1v9_488	RXN-10660
S_S2_Ea_076_v1v9_488	RXN-16627
S_S2_Ea_076_v1v9_488	RXN-9520
S_S2_Ea_076_v1v9_488	RXN1G-266
S_S2_Ea_076_v1v9_488	RXN1G-1081
S_S2_Ea_076_v1v9_488	RXN1G-1084
S_S2_Ea_076_v1v9_488	RXN1G-420
S_S2_Ea_076_v1v9_488	RXN1G-425
S_S2_Ea_076_v1v9_488	RXN1G-1278
S_S2_Ea_076_v1v9_488	RXN0-2144
S_S2_Ea_076_v1v9_488	RXN1G-440
S_S2_Ea_076_v1v9_488	RXN1G-127
S_S2_Ea_076_v1v9_488	RXN1G-464
S_S2_Ea_076_v1v9_488	RXN-16631
S_S2_Ea_076_v1v9_488	RXN-16619
S_S2_Ea_076_v1v9_488	RXN1G-363
S_S2_Ea_076_v1v9_488	RXN1G-554
S_S2_Ea_076_v1v9_488	RXN1G-309
S_S2_Ea_076_v1v9_488	RXN1G-308
S_S2_Ea_076_v1v9_488	RXN1G-320
S_S2_Ea_076_v1v9_488	RXN1G-188
S_S2_Ea_076_v1v9_488	RXN1G-517
S_S2_Ea_076_v1v9_488	RXN-11477
S_S2_Ea_076_v1v9_488	4.2.1.58-RXN
S_S2_Ea_076_v1v9_488	RXN-9634
S_S2_Ea_076_v1v9_489	RXN-9655
S_S2_Ea_076_v1v9_489	RXN-10061
S_S2_Ea_076_v1v9_489	RXN1G-760
S_S2_Ea_076_v1v9_489	RXN-10656
S_S2_Ea_076_v1v9_489	RXN1G-220
S_S2_Ea_076_v1v9_489	RXN-9537
S_S2_Ea_076_v1v9_489	RXN-9533
S_S2_Ea_076_v1v9_489	RXN-9557
S_S2_Ea_076_v1v9_489	4.2.1.61-RXN
