S_S5_Ea_103_v1v9_1	NADH-DEHYDROG-A-RXN
S_S5_Ea_103_v1v9_288	SELENOCYSTEINE-LYASE-RXN
S_S5_Ea_103_v1v9_291	ALDOSE1EPIM-RXN
S_S5_Ea_103_v1v9_291	ALDOSE-1-EPIMERASE-RXN
S_S5_Ea_103_v1v9_292	RXN-12002
S_S5_Ea_103_v1v9_293	GAPOXNPHOSPHN-RXN
S_S5_Ea_103_v1v9_294	GAPOXNPHOSPHN-RXN
S_S5_Ea_103_v1v9_295	RXN1G-94
S_S5_Ea_103_v1v9_295	RXN1G-1015
S_S5_Ea_103_v1v9_295	RXN1G-202
S_S5_Ea_103_v1v9_295	RXN1G-883
S_S5_Ea_103_v1v9_295	RXN1G-660
S_S5_Ea_103_v1v9_295	RXN1G-374
S_S5_Ea_103_v1v9_295	RXN1G-334
S_S5_Ea_103_v1v9_295	RXN-8391
S_S5_Ea_103_v1v9_295	RXN1G-582
S_S5_Ea_103_v1v9_295	RXN1G-580
S_S5_Ea_103_v1v9_295	RXN1G-89
S_S5_Ea_103_v1v9_295	2.3.1.179-RXN
S_S5_Ea_103_v1v9_295	RXN1G-1212
S_S5_Ea_103_v1v9_295	RXN1G-424
S_S5_Ea_103_v1v9_295	RXN1G-818
S_S5_Ea_103_v1v9_295	RXN1G-79
S_S5_Ea_103_v1v9_295	RXN1G-172
S_S5_Ea_103_v1v9_295	RXN1G-557
S_S5_Ea_103_v1v9_295	RXN1G-32
S_S5_Ea_103_v1v9_296	2.7.7.60-RXN
S_S5_Ea_103_v1v9_297	TRYPTOPHAN--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_298	FRUCTOKINASE-RXN
S_S5_Ea_103_v1v9_299	FRUCTOKINASE-RXN
S_S5_Ea_103_v1v9_300	AKBLIG-RXN
S_S5_Ea_103_v1v9_301	RXN-14517
S_S5_Ea_103_v1v9_301	RXN-12458
S_S5_Ea_103_v1v9_302	RXN-982
S_S5_Ea_103_v1v9_303	RXN-982
S_S5_Ea_103_v1v9_304	RXN-14285
S_S5_Ea_103_v1v9_304	RXN-14284
S_S5_Ea_103_v1v9_304	RXN-14286
S_S5_Ea_103_v1v9_304	RXN-14353
S_S5_Ea_103_v1v9_304	RXN-9025
S_S5_Ea_103_v1v9_304	RXN0-5182
S_S5_Ea_103_v1v9_304	RXN0-5184
S_S5_Ea_103_v1v9_304	GLYCOPHOSPHORYL-RXN
S_S5_Ea_103_v1v9_304	RXN-12171
S_S5_Ea_103_v1v9_304	GLYMALTOPHOSPHORYL-RXN
S_S5_Ea_103_v1v9_304	RXN-1826
S_S5_Ea_103_v1v9_304	RXN-12392
S_S5_Ea_103_v1v9_305	3.6.3.8-RXN
S_S5_Ea_103_v1v9_306	3.6.3.8-RXN
S_S5_Ea_103_v1v9_307	3.6.3.8-RXN
S_S5_Ea_103_v1v9_308	3.6.3.8-RXN
S_S5_Ea_103_v1v9_309	1.2.3.3-RXN
S_S5_Ea_103_v1v9_310	PRTRANS-RXN
S_S5_Ea_103_v1v9_311	DTDPGLUCDEHYDRAT-RXN
S_S5_Ea_103_v1v9_312	DTDPGLUCDEHYDRAT-RXN
S_S5_Ea_103_v1v9_313	DTDPGLUCOSEPP-RXN
S_S5_Ea_103_v1v9_314	BIOTINLIG-RXN
S_S5_Ea_103_v1v9_315	HISTIDINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_316	RXN-13158
S_S5_Ea_103_v1v9_316	RXN-14986
S_S5_Ea_103_v1v9_317	PHOSGLYPHOS-RXN
S_S5_Ea_103_v1v9_318	ADENYLOSUCCINATE-SYNTHASE-RXN
S_S5_Ea_103_v1v9_319	GART-RXN
S_S5_Ea_103_v1v9_320	NMNAMIDOHYDRO-RXN
S_S5_Ea_103_v1v9_321	RXN-14207
S_S5_Ea_103_v1v9_321	PEPDEPHOS-RXN
S_S5_Ea_103_v1v9_321	RXN-14117
S_S5_Ea_103_v1v9_321	RXN-14192
S_S5_Ea_103_v1v9_322	RXN-12460
S_S5_Ea_103_v1v9_322	AMINOCYL-TRNA-HYDROLASE-RXN
S_S5_Ea_103_v1v9_322	RXN-16637
S_S5_Ea_103_v1v9_323	ALANINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_324	RXN-11633
S_S5_Ea_103_v1v9_325	AIRS-RXN
S_S5_Ea_103_v1v9_326	PRPPAMIDOTRANS-RXN
S_S5_Ea_103_v1v9_327	P-PANTOCYSDECARB-RXN
S_S5_Ea_103_v1v9_328	P-PANTOCYSLIG-RXN
S_S5_Ea_103_v1v9_329	P-PANTOCYSLIG-RXN
S_S5_Ea_103_v1v9_332	HISTIDPHOS-RXN
S_S5_Ea_103_v1v9_333	GUANYL-KIN-RXN
S_S5_Ea_103_v1v9_334	GUANYL-KIN-RXN
S_S5_Ea_103_v1v9_335	2.3.1.180-RXN
S_S5_Ea_103_v1v9_336	PANTEPADENYLYLTRAN-RXN
S_S5_Ea_103_v1v9_337	GLUC1PURIDYLTRANS-RXN
S_S5_Ea_103_v1v9_338	RXN-11047
S_S5_Ea_103_v1v9_338	RXN-9217
S_S5_Ea_103_v1v9_338	DMK-RXN
S_S5_Ea_103_v1v9_338	RXN-9358
S_S5_Ea_103_v1v9_338	RXN-9359
S_S5_Ea_103_v1v9_338	RXN-9204
S_S5_Ea_103_v1v9_338	RXN-9190
S_S5_Ea_103_v1v9_338	RXN-9360
S_S5_Ea_103_v1v9_338	RXN-9365
S_S5_Ea_103_v1v9_339	RXN-11047
S_S5_Ea_103_v1v9_339	RXN-9217
S_S5_Ea_103_v1v9_339	DMK-RXN
S_S5_Ea_103_v1v9_339	RXN-9358
S_S5_Ea_103_v1v9_339	RXN-9359
S_S5_Ea_103_v1v9_339	RXN-9204
S_S5_Ea_103_v1v9_339	RXN-9190
S_S5_Ea_103_v1v9_339	RXN-9360
S_S5_Ea_103_v1v9_339	RXN-9365
S_S5_Ea_103_v1v9_340	RXN-11047
S_S5_Ea_103_v1v9_340	RXN-9217
S_S5_Ea_103_v1v9_340	DMK-RXN
S_S5_Ea_103_v1v9_340	RXN-9358
S_S5_Ea_103_v1v9_340	RXN-9359
S_S5_Ea_103_v1v9_340	RXN-9204
S_S5_Ea_103_v1v9_340	RXN-9190
S_S5_Ea_103_v1v9_340	RXN-9360
S_S5_Ea_103_v1v9_340	RXN-9365
S_S5_Ea_103_v1v9_341	RXN-11047
S_S5_Ea_103_v1v9_341	RXN-9217
S_S5_Ea_103_v1v9_341	DMK-RXN
S_S5_Ea_103_v1v9_341	RXN-9358
S_S5_Ea_103_v1v9_341	RXN-9359
S_S5_Ea_103_v1v9_341	RXN-9204
S_S5_Ea_103_v1v9_341	RXN-9190
S_S5_Ea_103_v1v9_341	RXN-9360
S_S5_Ea_103_v1v9_341	RXN-9365
S_S5_Ea_103_v1v9_342	RXN0-5462
S_S5_Ea_103_v1v9_343	SERINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_343	RXN0-2161
S_S5_Ea_103_v1v9_344	FUMHYDR-RXN
S_S5_Ea_103_v1v9_345	DIHYDRODIPICSYN-RXN
S_S5_Ea_103_v1v9_346	DIHYDRODIPICSYN-RXN
S_S5_Ea_103_v1v9_347	DIHYDRODIPICSYN-RXN
S_S5_Ea_103_v1v9_348	RXN-14014
S_S5_Ea_103_v1v9_349	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_S5_Ea_103_v1v9_349	RXN-15635
S_S5_Ea_103_v1v9_350	THREONINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_351	THREONINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_352	RXN-14712
S_S5_Ea_103_v1v9_352	RXN-15521
S_S5_Ea_103_v1v9_352	2.4.1.129-RXN
S_S5_Ea_103_v1v9_352	RXN-11350
S_S5_Ea_103_v1v9_352	RXN-11291
S_S5_Ea_103_v1v9_352	RXN-16650
S_S5_Ea_103_v1v9_352	RXN-11348
S_S5_Ea_103_v1v9_353	RXN-14712
S_S5_Ea_103_v1v9_353	RXN-15521
S_S5_Ea_103_v1v9_353	2.4.1.129-RXN
S_S5_Ea_103_v1v9_353	RXN-11350
S_S5_Ea_103_v1v9_353	RXN-11291
S_S5_Ea_103_v1v9_353	RXN-16650
S_S5_Ea_103_v1v9_353	RXN-11348
S_S5_Ea_103_v1v9_354	RXN-14712
S_S5_Ea_103_v1v9_354	RXN-15521
S_S5_Ea_103_v1v9_354	2.4.1.129-RXN
S_S5_Ea_103_v1v9_354	RXN-11350
S_S5_Ea_103_v1v9_354	RXN-11291
S_S5_Ea_103_v1v9_354	RXN-16650
S_S5_Ea_103_v1v9_354	RXN-11348
S_S5_Ea_103_v1v9_355	GLYC3PDEHYDROGBIOSYN-RXN
S_S5_Ea_103_v1v9_356	LYSINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_357	GMP-SYN-GLUT-RXN
S_S5_Ea_103_v1v9_358	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_S5_Ea_103_v1v9_358	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_S5_Ea_103_v1v9_358	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_S5_Ea_103_v1v9_359	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_359	RXN-8631
S_S5_Ea_103_v1v9_360	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_360	RXN-8631
S_S5_Ea_103_v1v9_361	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_361	RXN-8631
S_S5_Ea_103_v1v9_362	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_362	RXN-8631
S_S5_Ea_103_v1v9_363	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_363	RXN-8631
S_S5_Ea_103_v1v9_364	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_364	RXN-8631
S_S5_Ea_103_v1v9_365	F16ALDOLASE-RXN
S_S5_Ea_103_v1v9_365	RXN-8631
S_S5_Ea_103_v1v9_366	DIAMINOPIMDECARB-RXN
S_S5_Ea_103_v1v9_367	RXN0-1342
S_S5_Ea_103_v1v9_368	PGLYCDEHYDROG-RXN
S_S5_Ea_103_v1v9_369	PGLYCDEHYDROG-RXN
S_S5_Ea_103_v1v9_370	PGLYCDEHYDROG-RXN
S_S5_Ea_103_v1v9_374	ASPARAGINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_375	IMP-DEHYDROG-RXN
S_S5_Ea_103_v1v9_376	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S5_Ea_103_v1v9_377	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S5_Ea_103_v1v9_378	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_S5_Ea_103_v1v9_379	PYRUFLAVREDUCT-RXN
S_S5_Ea_103_v1v9_379	2-OXOBUTYRATE-SYNTHASE-RXN
S_S5_Ea_103_v1v9_380	PYRUFLAVREDUCT-RXN
S_S5_Ea_103_v1v9_380	2-OXOBUTYRATE-SYNTHASE-RXN
S_S5_Ea_103_v1v9_381	DAHPSYN-RXN
S_S5_Ea_103_v1v9_382	FADSYN-RXN
S_S5_Ea_103_v1v9_383	RIBOFLAVINKIN-RXN
S_S5_Ea_103_v1v9_384	RXN-11839
S_S5_Ea_103_v1v9_385	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_S5_Ea_103_v1v9_387	RXN-1961
S_S5_Ea_103_v1v9_388	RXN-1961
S_S5_Ea_103_v1v9_389	PHOSACETYLTRANS-RXN
S_S5_Ea_103_v1v9_390	IMIDPHOSDEHYD-RXN
S_S5_Ea_103_v1v9_391	PRPPSYN-RXN
S_S5_Ea_103_v1v9_392	PRPPSYN-RXN
S_S5_Ea_103_v1v9_393	RIBOFLAVINSYNDEAM-RXN
S_S5_Ea_103_v1v9_394	RIBOFLAVINSYNREDUC-RXN
S_S5_Ea_103_v1v9_395	ORNITHINE-CYCLODEAMINASE-RXN
S_S5_Ea_103_v1v9_396	4.1.1.81-RXN
S_S5_Ea_103_v1v9_397	HISTAMINOTRANS-RXN
S_S5_Ea_103_v1v9_398	RXN-7669
S_S5_Ea_103_v1v9_398	GLYCOGEN-BRANCH-RXN
S_S5_Ea_103_v1v9_398	RXN-7710
S_S5_Ea_103_v1v9_398	RXN-14371
S_S5_Ea_103_v1v9_398	RXN-14372
S_S5_Ea_103_v1v9_399	RXN-13482
S_S5_Ea_103_v1v9_399	ORNCARBAMTRANSFER-RXN
S_S5_Ea_103_v1v9_400	2.7.3.9-RXN
S_S5_Ea_103_v1v9_401	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_S5_Ea_103_v1v9_402	GLYCINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_403	GLYCINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_404	RXN-11833
S_S5_Ea_103_v1v9_405	RXN-11833
S_S5_Ea_103_v1v9_406	ABC-14-RXN
S_S5_Ea_103_v1v9_406	ABC-12-RXN
S_S5_Ea_103_v1v9_406	RXN0-3
S_S5_Ea_103_v1v9_406	ABC-4-RXN
S_S5_Ea_103_v1v9_406	TRANS-RXN-265
S_S5_Ea_103_v1v9_406	ABC-3-RXN
S_S5_Ea_103_v1v9_406	TRANS-RXN0-222
S_S5_Ea_103_v1v9_406	ABC-13-RXN
S_S5_Ea_103_v1v9_406	TRANS-RXN0-593
S_S5_Ea_103_v1v9_406	3.6.3.21-RXN
S_S5_Ea_103_v1v9_406	ABC-37-RXN
S_S5_Ea_103_v1v9_407	ABC-14-RXN
S_S5_Ea_103_v1v9_407	ABC-12-RXN
S_S5_Ea_103_v1v9_407	RXN0-3
S_S5_Ea_103_v1v9_407	ABC-4-RXN
S_S5_Ea_103_v1v9_407	TRANS-RXN-265
S_S5_Ea_103_v1v9_407	ABC-3-RXN
S_S5_Ea_103_v1v9_407	TRANS-RXN0-222
S_S5_Ea_103_v1v9_407	ABC-13-RXN
S_S5_Ea_103_v1v9_407	TRANS-RXN0-593
S_S5_Ea_103_v1v9_407	3.6.3.21-RXN
S_S5_Ea_103_v1v9_407	ABC-37-RXN
S_S5_Ea_103_v1v9_408	ABC-14-RXN
S_S5_Ea_103_v1v9_408	ABC-12-RXN
S_S5_Ea_103_v1v9_408	RXN0-3
S_S5_Ea_103_v1v9_408	ABC-4-RXN
S_S5_Ea_103_v1v9_408	TRANS-RXN-265
S_S5_Ea_103_v1v9_408	ABC-3-RXN
S_S5_Ea_103_v1v9_408	TRANS-RXN0-222
S_S5_Ea_103_v1v9_408	ABC-13-RXN
S_S5_Ea_103_v1v9_408	TRANS-RXN0-593
S_S5_Ea_103_v1v9_408	3.6.3.21-RXN
S_S5_Ea_103_v1v9_408	ABC-37-RXN
S_S5_Ea_103_v1v9_409	ABC-14-RXN
S_S5_Ea_103_v1v9_409	ABC-12-RXN
S_S5_Ea_103_v1v9_409	RXN0-3
S_S5_Ea_103_v1v9_409	ABC-4-RXN
S_S5_Ea_103_v1v9_409	TRANS-RXN-265
S_S5_Ea_103_v1v9_409	ABC-3-RXN
S_S5_Ea_103_v1v9_409	TRANS-RXN0-222
S_S5_Ea_103_v1v9_409	ABC-13-RXN
S_S5_Ea_103_v1v9_409	TRANS-RXN0-593
S_S5_Ea_103_v1v9_409	3.6.3.21-RXN
S_S5_Ea_103_v1v9_409	ABC-37-RXN
S_S5_Ea_103_v1v9_410	ABC-14-RXN
S_S5_Ea_103_v1v9_410	ABC-12-RXN
S_S5_Ea_103_v1v9_410	RXN0-3
S_S5_Ea_103_v1v9_410	ABC-4-RXN
S_S5_Ea_103_v1v9_410	TRANS-RXN-265
S_S5_Ea_103_v1v9_410	ABC-3-RXN
S_S5_Ea_103_v1v9_410	TRANS-RXN0-222
S_S5_Ea_103_v1v9_410	ABC-13-RXN
S_S5_Ea_103_v1v9_410	TRANS-RXN0-593
S_S5_Ea_103_v1v9_410	3.6.3.21-RXN
S_S5_Ea_103_v1v9_410	ABC-37-RXN
S_S5_Ea_103_v1v9_411	ABC-14-RXN
S_S5_Ea_103_v1v9_411	ABC-12-RXN
S_S5_Ea_103_v1v9_411	RXN0-3
S_S5_Ea_103_v1v9_411	ABC-4-RXN
S_S5_Ea_103_v1v9_411	TRANS-RXN-265
S_S5_Ea_103_v1v9_411	ABC-3-RXN
S_S5_Ea_103_v1v9_411	TRANS-RXN0-222
S_S5_Ea_103_v1v9_411	ABC-13-RXN
S_S5_Ea_103_v1v9_411	TRANS-RXN0-593
S_S5_Ea_103_v1v9_411	3.6.3.21-RXN
S_S5_Ea_103_v1v9_411	ABC-37-RXN
S_S5_Ea_103_v1v9_412	ABC-14-RXN
S_S5_Ea_103_v1v9_412	ABC-12-RXN
S_S5_Ea_103_v1v9_412	RXN0-3
S_S5_Ea_103_v1v9_412	ABC-4-RXN
S_S5_Ea_103_v1v9_412	TRANS-RXN-265
S_S5_Ea_103_v1v9_412	ABC-3-RXN
S_S5_Ea_103_v1v9_412	TRANS-RXN0-222
S_S5_Ea_103_v1v9_412	ABC-13-RXN
S_S5_Ea_103_v1v9_412	TRANS-RXN0-593
S_S5_Ea_103_v1v9_412	3.6.3.21-RXN
S_S5_Ea_103_v1v9_412	ABC-37-RXN
S_S5_Ea_103_v1v9_413	RXN-15006
S_S5_Ea_103_v1v9_413	N-ACETYLGLUTPREDUCT-RXN
S_S5_Ea_103_v1v9_414	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_415	PRIBFAICARPISOM-RXN
S_S5_Ea_103_v1v9_416	RXN-11598
S_S5_Ea_103_v1v9_417	DIHYDROFOLATEREDUCT-RXN
S_S5_Ea_103_v1v9_418	THIAZOLSYN3-RXN
S_S5_Ea_103_v1v9_419	SHIKIMATE-KINASE-RXN
S_S5_Ea_103_v1v9_420	RXN-16076
S_S5_Ea_103_v1v9_420	RXN-16077
S_S5_Ea_103_v1v9_420	RXN-16032
S_S5_Ea_103_v1v9_420	RXN-16118
S_S5_Ea_103_v1v9_420	RXN-15043
S_S5_Ea_103_v1v9_420	RXN0-6705
S_S5_Ea_103_v1v9_420	RXN-16067
S_S5_Ea_103_v1v9_420	RXN-16066
S_S5_Ea_103_v1v9_420	RXN-16025
S_S5_Ea_103_v1v9_420	RXN0-5514
S_S5_Ea_103_v1v9_420	RXN-1623
S_S5_Ea_103_v1v9_420	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_S5_Ea_103_v1v9_421	3.1.26.3-RXN
S_S5_Ea_103_v1v9_422	RXN-11637
S_S5_Ea_103_v1v9_423	HISTCYCLOHYD-RXN
S_S5_Ea_103_v1v9_424	RXN-8001
S_S5_Ea_103_v1v9_425	RXN-14569
S_S5_Ea_103_v1v9_426	RXN0-1321
S_S5_Ea_103_v1v9_426	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_427	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_428	VALINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_429	PREPHENATEDEHYDROG-RXN
S_S5_Ea_103_v1v9_430	DCMP-DEAMINASE-RXN
S_S5_Ea_103_v1v9_431	RXN-7913
S_S5_Ea_103_v1v9_431	RXN-11832
S_S5_Ea_103_v1v9_432	THREDEHYD-RXN
S_S5_Ea_103_v1v9_433	THREDEHYD-RXN
S_S5_Ea_103_v1v9_434	THREDEHYD-RXN
S_S5_Ea_103_v1v9_435	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_436	R345-RXN
S_S5_Ea_103_v1v9_437	COBALAMINSYN-RXN
S_S5_Ea_103_v1v9_437	COBALAMIN5PSYN-RXN
S_S5_Ea_103_v1v9_438	DARAB5PISOM-RXN
S_S5_Ea_103_v1v9_439	RXN-6261
S_S5_Ea_103_v1v9_439	6.3.1.10-RXN
S_S5_Ea_103_v1v9_440	SERINE-O-ACETTRAN-RXN
S_S5_Ea_103_v1v9_441	GLUTSEMIALDEHYDROG-RXN
S_S5_Ea_103_v1v9_442	GLUTKIN-RXN
S_S5_Ea_103_v1v9_443	GLUTKIN-RXN
S_S5_Ea_103_v1v9_444	2TRANSKETO-RXN
S_S5_Ea_103_v1v9_444	1TRANSKETO-RXN
S_S5_Ea_103_v1v9_445	2TRANSKETO-RXN
S_S5_Ea_103_v1v9_445	1TRANSKETO-RXN
S_S5_Ea_103_v1v9_446	2TRANSKETO-RXN
S_S5_Ea_103_v1v9_446	1TRANSKETO-RXN
S_S5_Ea_103_v1v9_447	2TRANSKETO-RXN
S_S5_Ea_103_v1v9_447	1TRANSKETO-RXN
S_S5_Ea_103_v1v9_448	2TRANSKETO-RXN
S_S5_Ea_103_v1v9_448	1TRANSKETO-RXN
S_S5_Ea_103_v1v9_449	SAICARSYN-RXN
S_S5_Ea_103_v1v9_450	SAICARSYN-RXN
S_S5_Ea_103_v1v9_451	4.2.99.18-RXN
S_S5_Ea_103_v1v9_451	RXN0-2601
S_S5_Ea_103_v1v9_452	ARGSUCCINSYN-RXN
S_S5_Ea_103_v1v9_452	RXN-10
S_S5_Ea_103_v1v9_453	1.8.1.4-RXN
S_S5_Ea_103_v1v9_453	RXN0-1132
S_S5_Ea_103_v1v9_453	RXN-7719
S_S5_Ea_103_v1v9_453	RXN-8629
S_S5_Ea_103_v1v9_453	RXN-7716
S_S5_Ea_103_v1v9_454	1.8.1.4-RXN
S_S5_Ea_103_v1v9_454	RXN0-1132
S_S5_Ea_103_v1v9_454	RXN-7719
S_S5_Ea_103_v1v9_454	RXN-8629
S_S5_Ea_103_v1v9_454	RXN-7716
S_S5_Ea_103_v1v9_455	TRIOSEPISOMERIZATION-RXN
S_S5_Ea_103_v1v9_456	TRIOSEPISOMERIZATION-RXN
S_S5_Ea_103_v1v9_457	TRIOSEPISOMERIZATION-RXN
S_S5_Ea_103_v1v9_458	GLUTDECARBOX-RXN
S_S5_Ea_103_v1v9_459	GLUTDECARBOX-RXN
S_S5_Ea_103_v1v9_460	GLUTDECARBOX-RXN
S_S5_Ea_103_v1v9_461	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_462	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_463	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_464	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_465	AMPSYN-RXN
S_S5_Ea_103_v1v9_465	AICARSYN-RXN
S_S5_Ea_103_v1v9_466	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_467	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_468	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S5_Ea_103_v1v9_468	RXN0-748
S_S5_Ea_103_v1v9_468	RXN0-747
S_S5_Ea_103_v1v9_468	GDPREDUCT-RXN
S_S5_Ea_103_v1v9_468	ADPREDUCT-RXN
S_S5_Ea_103_v1v9_468	RXN0-722
S_S5_Ea_103_v1v9_468	CDPREDUCT-RXN
S_S5_Ea_103_v1v9_468	UDPREDUCT-RXN
S_S5_Ea_103_v1v9_468	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S5_Ea_103_v1v9_469	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S5_Ea_103_v1v9_469	RXN0-748
S_S5_Ea_103_v1v9_469	RXN0-747
S_S5_Ea_103_v1v9_469	GDPREDUCT-RXN
S_S5_Ea_103_v1v9_469	ADPREDUCT-RXN
S_S5_Ea_103_v1v9_469	RXN0-722
S_S5_Ea_103_v1v9_469	CDPREDUCT-RXN
S_S5_Ea_103_v1v9_469	UDPREDUCT-RXN
S_S5_Ea_103_v1v9_469	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S5_Ea_103_v1v9_470	ASPARTATEKIN-RXN
S_S5_Ea_103_v1v9_471	HOMOSERDEHYDROG-RXN
S_S5_Ea_103_v1v9_472	HOMOCYSMETB12-RXN
S_S5_Ea_103_v1v9_473	3.4.11.4-RXN
S_S5_Ea_103_v1v9_474	3.4.11.4-RXN
S_S5_Ea_103_v1v9_475	ISOCITDEH-RXN
S_S5_Ea_103_v1v9_476	2.7.7.8-RXN
S_S5_Ea_103_v1v9_477	GUANPRIBOSYLTRAN-RXN
S_S5_Ea_103_v1v9_477	HYPOXANPRIBOSYLTRAN-RXN
S_S5_Ea_103_v1v9_478	GUANPRIBOSYLTRAN-RXN
S_S5_Ea_103_v1v9_478	HYPOXANPRIBOSYLTRAN-RXN
S_S5_Ea_103_v1v9_479	RXN-9382
S_S5_Ea_103_v1v9_480	RXN-9382
S_S5_Ea_103_v1v9_481	DTMPKI-RXN
S_S5_Ea_103_v1v9_482	RXN-9655
S_S5_Ea_103_v1v9_482	RXN-10061
S_S5_Ea_103_v1v9_482	RXN1G-760
S_S5_Ea_103_v1v9_482	RXN-10656
S_S5_Ea_103_v1v9_482	RXN1G-220
S_S5_Ea_103_v1v9_482	RXN-9537
S_S5_Ea_103_v1v9_482	RXN-9533
S_S5_Ea_103_v1v9_482	RXN-9557
S_S5_Ea_103_v1v9_482	4.2.1.61-RXN
S_S5_Ea_103_v1v9_482	RXN1G-884
S_S5_Ea_103_v1v9_482	RXN1G-648
S_S5_Ea_103_v1v9_482	RXN1G-645
S_S5_Ea_103_v1v9_482	RXN-16623
S_S5_Ea_103_v1v9_482	RXN1G-355
S_S5_Ea_103_v1v9_482	RXN1G-377
S_S5_Ea_103_v1v9_482	RXN1G-27
S_S5_Ea_103_v1v9_482	4.2.1.59-RXN
S_S5_Ea_103_v1v9_482	RXN1G-214
S_S5_Ea_103_v1v9_482	RXN1G-294
S_S5_Ea_103_v1v9_482	RXN-11481
S_S5_Ea_103_v1v9_482	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S5_Ea_103_v1v9_482	RXN1G-279
S_S5_Ea_103_v1v9_482	RXN1G-1004
S_S5_Ea_103_v1v9_482	RXN1G-912
S_S5_Ea_103_v1v9_482	RXN-10660
S_S5_Ea_103_v1v9_482	RXN-16627
S_S5_Ea_103_v1v9_482	RXN-9520
S_S5_Ea_103_v1v9_482	RXN1G-266
S_S5_Ea_103_v1v9_482	RXN1G-1081
S_S5_Ea_103_v1v9_482	RXN1G-1084
S_S5_Ea_103_v1v9_482	RXN1G-420
S_S5_Ea_103_v1v9_482	RXN1G-425
S_S5_Ea_103_v1v9_482	RXN1G-1278
S_S5_Ea_103_v1v9_482	RXN0-2144
S_S5_Ea_103_v1v9_482	RXN1G-440
S_S5_Ea_103_v1v9_482	RXN1G-127
S_S5_Ea_103_v1v9_482	RXN1G-464
S_S5_Ea_103_v1v9_482	RXN-16631
S_S5_Ea_103_v1v9_482	RXN-16619
S_S5_Ea_103_v1v9_482	RXN1G-363
S_S5_Ea_103_v1v9_482	RXN1G-554
S_S5_Ea_103_v1v9_482	RXN1G-309
S_S5_Ea_103_v1v9_482	RXN1G-308
S_S5_Ea_103_v1v9_482	RXN1G-320
S_S5_Ea_103_v1v9_482	RXN1G-188
S_S5_Ea_103_v1v9_482	RXN1G-517
S_S5_Ea_103_v1v9_482	RXN-11477
S_S5_Ea_103_v1v9_482	4.2.1.58-RXN
S_S5_Ea_103_v1v9_482	RXN-9634
S_S5_Ea_103_v1v9_483	RXN-9655
S_S5_Ea_103_v1v9_483	RXN-10061
S_S5_Ea_103_v1v9_483	RXN1G-760
S_S5_Ea_103_v1v9_483	RXN-10656
S_S5_Ea_103_v1v9_483	RXN1G-220
S_S5_Ea_103_v1v9_483	RXN-9537
S_S5_Ea_103_v1v9_483	RXN-9533
