S_NS1_Pm_023_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_v1v9_239	2-OXOGLUTARATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_240	2-OXOGLUTARATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_241	2-OXOGLUTARATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_242	2-OXOGLUTARATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_243	2-OXOGLUTARATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_244	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_245	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_246	DTDPDEHYRHAMREDUCT-RXN
S_NS1_Pm_023_v1v9_247	DTDPDEHYRHAMREDUCT-RXN
S_NS1_Pm_023_v1v9_248	GLUCOSAMINE-6-P-DEAMIN-RXN
S_NS1_Pm_023_v1v9_249	GLUCOSAMINE-6-P-DEAMIN-RXN
S_NS1_Pm_023_v1v9_250	FUCULOKIN-RXN
S_NS1_Pm_023_v1v9_251	RXN-14065
S_NS1_Pm_023_v1v9_252	ADENYLYLSULFKIN-RXN
S_NS1_Pm_023_v1v9_253	ADENYLYLSULFKIN-RXN
S_NS1_Pm_023_v1v9_254	OROPRIBTRANS-RXN
S_NS1_Pm_023_v1v9_255	UNDECAPRENYL-DIPHOSPHATASE-RXN
S_NS1_Pm_023_v1v9_256	UNDECAPRENYL-DIPHOSPHATASE-RXN
S_NS1_Pm_023_v1v9_257	OROTPDECARB-RXN
S_NS1_Pm_023_v1v9_258	OROTPDECARB-RXN
S_NS1_Pm_023_v1v9_259	ASPARTATE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_260	7KAPSYN-RXN
S_NS1_Pm_023_v1v9_260	RXN-11484
S_NS1_Pm_023_v1v9_261	7KAPSYN-RXN
S_NS1_Pm_023_v1v9_261	RXN-11484
S_NS1_Pm_023_v1v9_262	THIOREDOXIN-REDUCT-NADPH-RXN
S_NS1_Pm_023_v1v9_263	4.3.1.17-RXN
S_NS1_Pm_023_v1v9_264	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_265	FARNESYLTRANSTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_266	FPPSYN-RXN
S_NS1_Pm_023_v1v9_267	GPPSYN-RXN
S_NS1_Pm_023_v1v9_268	QUINOPRIBOTRANS-RXN
S_NS1_Pm_023_v1v9_269	RXN0-6480
S_NS1_Pm_023_v1v9_269	3.1.26.5-RXN
S_NS1_Pm_023_v1v9_270	RXN0-6727
S_NS1_Pm_023_v1v9_270	RXN-13141
S_NS1_Pm_023_v1v9_271	GLUTAMATE-SYNTHASE-NADH-RXN
S_NS1_Pm_023_v1v9_272	GLUTAMATE-SYNTHASE-NADH-RXN
S_NS1_Pm_023_v1v9_273	GLUTAMATE-SYNTHASE-NADH-RXN
S_NS1_Pm_023_v1v9_274	GLUTAMATESYN-RXN
S_NS1_Pm_023_v1v9_275	GLUTAMATESYN-RXN
S_NS1_Pm_023_v1v9_276	GLUTAMATESYN-RXN
S_NS1_Pm_023_v1v9_277	GDPMANDEHYDRA-RXN
S_NS1_Pm_023_v1v9_278	GDPMANDEHYDRA-RXN
S_NS1_Pm_023_v1v9_279	1.1.1.271-RXN
S_NS1_Pm_023_v1v9_280	1.1.1.271-RXN
S_NS1_Pm_023_v1v9_281	MANNPISOM-RXN
S_NS1_Pm_023_v1v9_282	RXN0-302
S_NS1_Pm_023_v1v9_283	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
S_NS1_Pm_023_v1v9_283	RXN-10949
S_NS1_Pm_023_v1v9_283	RXN-7253
S_NS1_Pm_023_v1v9_283	RXN0-5408
S_NS1_Pm_023_v1v9_283	RXN-10954
S_NS1_Pm_023_v1v9_283	RXN-10953
S_NS1_Pm_023_v1v9_283	RXN-10952
S_NS1_Pm_023_v1v9_284	RXN-11592
S_NS1_Pm_023_v1v9_285	RXN-12752
S_NS1_Pm_023_v1v9_285	RXN-13142
S_NS1_Pm_023_v1v9_286	MALONYL-COA-ACP-TRANSACYL-RXN
S_NS1_Pm_023_v1v9_287	1.11.1.15-RXN
S_NS1_Pm_023_v1v9_287	RXN0-5468
S_NS1_Pm_023_v1v9_288	1.11.1.15-RXN
S_NS1_Pm_023_v1v9_288	RXN0-5468
S_NS1_Pm_023_v1v9_289	1.11.1.15-RXN
S_NS1_Pm_023_v1v9_289	RXN0-5468
S_NS1_Pm_023_v1v9_290	3.4.23.36-RXN
S_NS1_Pm_023_v1v9_291	ISOLEUCINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_292	BETA-LACTAMASE-RXN
S_NS1_Pm_023_v1v9_293	PANTOTHENATE-KIN-RXN
S_NS1_Pm_023_v1v9_294	PANTOTHENATE-KIN-RXN
S_NS1_Pm_023_v1v9_295	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_296	GALACTOKIN-RXN
S_NS1_Pm_023_v1v9_297	3.1.11.2-RXN
S_NS1_Pm_023_v1v9_298	NAG6PDEACET-RXN
S_NS1_Pm_023_v1v9_298	3.5.1.80-RXN
S_NS1_Pm_023_v1v9_299	NAG6PDEACET-RXN
S_NS1_Pm_023_v1v9_299	3.5.1.80-RXN
S_NS1_Pm_023_v1v9_301	POLYPHOSPHATE-KINASE-RXN
S_NS1_Pm_023_v1v9_303	3.4.11.18-RXN
S_NS1_Pm_023_v1v9_304	3.4.11.18-RXN
S_NS1_Pm_023_v1v9_305	LAUROYLACYLTRAN-RXN
S_NS1_Pm_023_v1v9_306	NAD-KIN-RXN
S_NS1_Pm_023_v1v9_307	RXN-14025
S_NS1_Pm_023_v1v9_307	RXN-14026
S_NS1_Pm_023_v1v9_307	RXN-7607
S_NS1_Pm_023_v1v9_307	RXN-7609
S_NS1_Pm_023_v1v9_307	AMP-DEPHOSPHORYLATION-RXN
S_NS1_Pm_023_v1v9_307	5-NUCLEOTID-RXN
S_NS1_Pm_023_v1v9_307	RXN-14227
S_NS1_Pm_023_v1v9_307	RXN-5841
S_NS1_Pm_023_v1v9_307	XMPXAN-RXN
S_NS1_Pm_023_v1v9_308	RXN0-2921
S_NS1_Pm_023_v1v9_308	FOLYLPOLYGLUTAMATESYNTH-RXN
S_NS1_Pm_023_v1v9_308	FORMYLTHFGLUSYNTH-RXN
S_NS1_Pm_023_v1v9_309	DIHYDROFOLATESYNTH-RXN
S_NS1_Pm_023_v1v9_310	LIPIDADISACCHARIDESYNTH-RXN
S_NS1_Pm_023_v1v9_311	GLUTDEHYD-RXN
S_NS1_Pm_023_v1v9_312	GLUTDEHYD-RXN
S_NS1_Pm_023_v1v9_313	PYRUVFORMLY-RXN
S_NS1_Pm_023_v1v9_314	PYRUVFORMLY-RXN
S_NS1_Pm_023_v1v9_315	THYMIDYLATESYN-RXN
S_NS1_Pm_023_v1v9_316	PRAISOM-RXN
S_NS1_Pm_023_v1v9_317	PRAISOM-RXN
S_NS1_Pm_023_v1v9_318	SELENOCYSTEINE-LYASE-RXN
S_NS1_Pm_023_v1v9_319	RXN-16391
S_NS1_Pm_023_v1v9_319	METHYLMALONYL-COA-EPIM-RXN
S_NS1_Pm_023_v1v9_321	ALDOSE1EPIM-RXN
S_NS1_Pm_023_v1v9_321	ALDOSE-1-EPIMERASE-RXN
S_NS1_Pm_023_v1v9_322	ALDOSE1EPIM-RXN
S_NS1_Pm_023_v1v9_322	ALDOSE-1-EPIMERASE-RXN
S_NS1_Pm_023_v1v9_323	RXN-12002
S_NS1_Pm_023_v1v9_324	GAPOXNPHOSPHN-RXN
S_NS1_Pm_023_v1v9_325	RXN1G-94
S_NS1_Pm_023_v1v9_325	RXN1G-1015
S_NS1_Pm_023_v1v9_325	RXN1G-202
S_NS1_Pm_023_v1v9_325	RXN1G-883
S_NS1_Pm_023_v1v9_325	RXN1G-660
S_NS1_Pm_023_v1v9_325	RXN1G-374
S_NS1_Pm_023_v1v9_325	RXN1G-334
S_NS1_Pm_023_v1v9_325	RXN-8391
S_NS1_Pm_023_v1v9_325	RXN1G-582
S_NS1_Pm_023_v1v9_325	RXN1G-580
S_NS1_Pm_023_v1v9_325	RXN1G-89
S_NS1_Pm_023_v1v9_325	2.3.1.179-RXN
S_NS1_Pm_023_v1v9_325	RXN1G-1212
S_NS1_Pm_023_v1v9_325	RXN1G-424
S_NS1_Pm_023_v1v9_325	RXN1G-818
S_NS1_Pm_023_v1v9_325	RXN1G-79
S_NS1_Pm_023_v1v9_325	RXN1G-172
S_NS1_Pm_023_v1v9_325	RXN1G-557
S_NS1_Pm_023_v1v9_325	RXN1G-32
S_NS1_Pm_023_v1v9_326	3.2.1.50-RXN
S_NS1_Pm_023_v1v9_327	3.2.1.50-RXN
S_NS1_Pm_023_v1v9_328	2.7.7.60-RXN
S_NS1_Pm_023_v1v9_329	TRYPTOPHAN--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_330	FRUCTOKINASE-RXN
S_NS1_Pm_023_v1v9_331	FRUCTOKINASE-RXN
S_NS1_Pm_023_v1v9_332	FRUCTOKINASE-RXN
S_NS1_Pm_023_v1v9_333	AKBLIG-RXN
S_NS1_Pm_023_v1v9_334	AKBLIG-RXN
S_NS1_Pm_023_v1v9_335	AKBLIG-RXN
S_NS1_Pm_023_v1v9_336	RXN-14517
S_NS1_Pm_023_v1v9_336	RXN-12458
S_NS1_Pm_023_v1v9_337	RXN-982
S_NS1_Pm_023_v1v9_338	RXN-982
S_NS1_Pm_023_v1v9_339	RXN-14285
S_NS1_Pm_023_v1v9_339	RXN-14284
S_NS1_Pm_023_v1v9_339	RXN-14286
S_NS1_Pm_023_v1v9_339	RXN-14353
S_NS1_Pm_023_v1v9_339	RXN-9025
S_NS1_Pm_023_v1v9_339	RXN0-5182
S_NS1_Pm_023_v1v9_339	RXN0-5184
S_NS1_Pm_023_v1v9_339	GLYCOPHOSPHORYL-RXN
S_NS1_Pm_023_v1v9_339	RXN-12171
S_NS1_Pm_023_v1v9_339	GLYMALTOPHOSPHORYL-RXN
S_NS1_Pm_023_v1v9_339	RXN-1826
S_NS1_Pm_023_v1v9_339	RXN-12392
S_NS1_Pm_023_v1v9_340	RXN-14285
S_NS1_Pm_023_v1v9_340	RXN-14284
S_NS1_Pm_023_v1v9_340	RXN-14286
S_NS1_Pm_023_v1v9_340	RXN-14353
S_NS1_Pm_023_v1v9_340	RXN-9025
S_NS1_Pm_023_v1v9_340	RXN0-5182
S_NS1_Pm_023_v1v9_340	RXN0-5184
S_NS1_Pm_023_v1v9_340	GLYCOPHOSPHORYL-RXN
S_NS1_Pm_023_v1v9_340	RXN-12171
S_NS1_Pm_023_v1v9_340	GLYMALTOPHOSPHORYL-RXN
S_NS1_Pm_023_v1v9_340	RXN-1826
S_NS1_Pm_023_v1v9_340	RXN-12392
S_NS1_Pm_023_v1v9_341	3.6.3.8-RXN
S_NS1_Pm_023_v1v9_342	3.6.3.8-RXN
S_NS1_Pm_023_v1v9_343	PRTRANS-RXN
S_NS1_Pm_023_v1v9_344	DTDPGLUCDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_345	DTDPGLUCOSEPP-RXN
S_NS1_Pm_023_v1v9_346	BIOTINLIG-RXN
S_NS1_Pm_023_v1v9_347	RXN1G-4355
S_NS1_Pm_023_v1v9_347	PROPIONYL-COA-CARBOXY-RXN
S_NS1_Pm_023_v1v9_348	RXN1G-4355
S_NS1_Pm_023_v1v9_348	PROPIONYL-COA-CARBOXY-RXN
S_NS1_Pm_023_v1v9_349	HISTIDINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_350	RXN-13158
S_NS1_Pm_023_v1v9_350	RXN-14986
S_NS1_Pm_023_v1v9_351	PHOSGLYPHOS-RXN
S_NS1_Pm_023_v1v9_352	H2PTEROATESYNTH-RXN
S_NS1_Pm_023_v1v9_353	ADENYLOSUCCINATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_354	GART-RXN
S_NS1_Pm_023_v1v9_355	GART-RXN
S_NS1_Pm_023_v1v9_356	RXN66-542
S_NS1_Pm_023_v1v9_356	RXN-14903
S_NS1_Pm_023_v1v9_356	RXN0-7008
S_NS1_Pm_023_v1v9_357	RXN-14116
S_NS1_Pm_023_v1v9_358	NMNAMIDOHYDRO-RXN
S_NS1_Pm_023_v1v9_359	RXN-14207
S_NS1_Pm_023_v1v9_359	PEPDEPHOS-RXN
S_NS1_Pm_023_v1v9_359	RXN-14117
S_NS1_Pm_023_v1v9_359	RXN-14192
S_NS1_Pm_023_v1v9_360	GCVT-RXN
S_NS1_Pm_023_v1v9_361	GCVP-RXN
S_NS1_Pm_023_v1v9_362	RXN-15878
S_NS1_Pm_023_v1v9_363	RXN0-882
S_NS1_Pm_023_v1v9_364	PHOSPHASERSYN-RXN
S_NS1_Pm_023_v1v9_365	RXN-12460
S_NS1_Pm_023_v1v9_365	AMINOCYL-TRNA-HYDROLASE-RXN
S_NS1_Pm_023_v1v9_365	RXN-16637
S_NS1_Pm_023_v1v9_366	ALANINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_367	RXN-11633
S_NS1_Pm_023_v1v9_368	AIRS-RXN
S_NS1_Pm_023_v1v9_369	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_v1v9_370	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_v1v9_371	PRPPAMIDOTRANS-RXN
S_NS1_Pm_023_v1v9_372	P-PANTOCYSDECARB-RXN
S_NS1_Pm_023_v1v9_373	P-PANTOCYSLIG-RXN
S_NS1_Pm_023_v1v9_375	RXN-11327
S_NS1_Pm_023_v1v9_375	RXN-11326
S_NS1_Pm_023_v1v9_376	RXN-11323
S_NS1_Pm_023_v1v9_377	KDOTRANS2-RXN
S_NS1_Pm_023_v1v9_378	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN
S_NS1_Pm_023_v1v9_379	HISTIDPHOS-RXN
S_NS1_Pm_023_v1v9_380	HISTIDPHOS-RXN
S_NS1_Pm_023_v1v9_381	4.2.3.12-RXN
S_NS1_Pm_023_v1v9_382	GUANYL-KIN-RXN
S_NS1_Pm_023_v1v9_383	2.3.1.180-RXN
S_NS1_Pm_023_v1v9_384	2.3.1.180-RXN
S_NS1_Pm_023_v1v9_385	DXPREDISOM-RXN
S_NS1_Pm_023_v1v9_386	PANTEPADENYLYLTRAN-RXN
S_NS1_Pm_023_v1v9_387	RXN-11475
S_NS1_Pm_023_v1v9_388	2.7.7.39-RXN
S_NS1_Pm_023_v1v9_389	RXN-11047
S_NS1_Pm_023_v1v9_389	RXN-9217
S_NS1_Pm_023_v1v9_389	DMK-RXN
S_NS1_Pm_023_v1v9_389	RXN-9358
S_NS1_Pm_023_v1v9_389	RXN-9359
S_NS1_Pm_023_v1v9_389	RXN-9204
S_NS1_Pm_023_v1v9_389	RXN-9190
S_NS1_Pm_023_v1v9_389	RXN-9360
S_NS1_Pm_023_v1v9_389	RXN-9365
S_NS1_Pm_023_v1v9_390	QUINOLINATE-SYNTHA-RXN
S_NS1_Pm_023_v1v9_391	RXN0-5462
S_NS1_Pm_023_v1v9_392	RXN0-5507
S_NS1_Pm_023_v1v9_393	SERINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_393	RXN0-2161
S_NS1_Pm_023_v1v9_394	FUMHYDR-RXN
S_NS1_Pm_023_v1v9_395	O-SUCCINYLBENZOATE-COA-LIG-RXN
S_NS1_Pm_023_v1v9_395	RXN-7614
S_NS1_Pm_023_v1v9_396	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_v1v9_397	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_v1v9_398	DIHYDRODIPICSYN-RXN
S_NS1_Pm_023_v1v9_399	RXN-14014
S_NS1_Pm_023_v1v9_400	RXN-15733
S_NS1_Pm_023_v1v9_400	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS1_Pm_023_v1v9_401	RXN-15733
S_NS1_Pm_023_v1v9_401	H2PTERIDINEPYROPHOSPHOKIN-RXN
S_NS1_Pm_023_v1v9_402	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
S_NS1_Pm_023_v1v9_402	RXN-15635
S_NS1_Pm_023_v1v9_403	THREONINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_404	RXN-14712
S_NS1_Pm_023_v1v9_404	RXN-15521
S_NS1_Pm_023_v1v9_404	2.4.1.129-RXN
S_NS1_Pm_023_v1v9_404	RXN-11350
S_NS1_Pm_023_v1v9_404	RXN-11291
S_NS1_Pm_023_v1v9_404	RXN-16650
S_NS1_Pm_023_v1v9_404	RXN-11348
S_NS1_Pm_023_v1v9_405	RXN-14712
S_NS1_Pm_023_v1v9_405	RXN-15521
S_NS1_Pm_023_v1v9_405	2.4.1.129-RXN
S_NS1_Pm_023_v1v9_405	RXN-11350
S_NS1_Pm_023_v1v9_405	RXN-11291
S_NS1_Pm_023_v1v9_405	RXN-16650
S_NS1_Pm_023_v1v9_405	RXN-11348
S_NS1_Pm_023_v1v9_406	RXN-14712
S_NS1_Pm_023_v1v9_406	RXN-15521
S_NS1_Pm_023_v1v9_406	2.4.1.129-RXN
S_NS1_Pm_023_v1v9_406	RXN-11350
S_NS1_Pm_023_v1v9_406	RXN-11291
S_NS1_Pm_023_v1v9_406	RXN-16650
S_NS1_Pm_023_v1v9_406	RXN-11348
S_NS1_Pm_023_v1v9_407	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS1_Pm_023_v1v9_408	UDPNACETYLGLUCOSAMACYLTRANS-RXN
S_NS1_Pm_023_v1v9_409	KDOTRANS-RXN
S_NS1_Pm_023_v1v9_410	GLYC3PDEHYDROGBIOSYN-RXN
S_NS1_Pm_023_v1v9_411	LYSINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_412	GMP-SYN-GLUT-RXN
S_NS1_Pm_023_v1v9_413	GMP-SYN-GLUT-RXN
S_NS1_Pm_023_v1v9_414	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
S_NS1_Pm_023_v1v9_414	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
S_NS1_Pm_023_v1v9_414	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
S_NS1_Pm_023_v1v9_415	F16ALDOLASE-RXN
S_NS1_Pm_023_v1v9_415	RXN-8631
S_NS1_Pm_023_v1v9_416	F16ALDOLASE-RXN
S_NS1_Pm_023_v1v9_416	RXN-8631
S_NS1_Pm_023_v1v9_417	F16ALDOLASE-RXN
S_NS1_Pm_023_v1v9_417	RXN-8631
S_NS1_Pm_023_v1v9_418	DIAMINOPIMDECARB-RXN
S_NS1_Pm_023_v1v9_419	RXN0-1342
S_NS1_Pm_023_v1v9_420	RXN0-1342
S_NS1_Pm_023_v1v9_421	RXN0-6575
S_NS1_Pm_023_v1v9_422	PGLYCDEHYDROG-RXN
S_NS1_Pm_023_v1v9_424	ASPARAGINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_425	IMP-DEHYDROG-RXN
S_NS1_Pm_023_v1v9_426	3-DEHYDROQUINATE-DEHYDRATASE-RXN
S_NS1_Pm_023_v1v9_427	PYRUFLAVREDUCT-RXN
S_NS1_Pm_023_v1v9_427	2-OXOBUTYRATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_428	ASPDECARBOX-RXN
S_NS1_Pm_023_v1v9_429	FADSYN-RXN
S_NS1_Pm_023_v1v9_430	RIBOFLAVINKIN-RXN
S_NS1_Pm_023_v1v9_431	RXN-11839
S_NS1_Pm_023_v1v9_432	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS1_Pm_023_v1v9_433	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
S_NS1_Pm_023_v1v9_435	3.1.22.4-RXN
S_NS1_Pm_023_v1v9_436	RXN-1961
S_NS1_Pm_023_v1v9_437	PHOSACETYLTRANS-RXN
S_NS1_Pm_023_v1v9_438	RXN-13179
S_NS1_Pm_023_v1v9_439	IMIDPHOSDEHYD-RXN
S_NS1_Pm_023_v1v9_440	PRPPSYN-RXN
S_NS1_Pm_023_v1v9_441	RIBOFLAVINSYNDEAM-RXN
S_NS1_Pm_023_v1v9_442	RIBOFLAVINSYNREDUC-RXN
S_NS1_Pm_023_v1v9_443	2.7.7.15-RXN
S_NS1_Pm_023_v1v9_444	ORNITHINE-CYCLODEAMINASE-RXN
S_NS1_Pm_023_v1v9_445	4.1.1.81-RXN
S_NS1_Pm_023_v1v9_446	HISTAMINOTRANS-RXN
S_NS1_Pm_023_v1v9_447	RXN-7669
S_NS1_Pm_023_v1v9_447	GLYCOGEN-BRANCH-RXN
S_NS1_Pm_023_v1v9_447	RXN-7710
S_NS1_Pm_023_v1v9_447	RXN-14371
S_NS1_Pm_023_v1v9_447	RXN-14372
S_NS1_Pm_023_v1v9_448	5-FORMYL-THF-CYCLO-LIGASE-RXN
S_NS1_Pm_023_v1v9_449	GLYCINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_450	UGD-RXN
S_NS1_Pm_023_v1v9_451	UGD-RXN
S_NS1_Pm_023_v1v9_452	MALATE-DEH-RXN
S_NS1_Pm_023_v1v9_453	MALATE-DEH-RXN
S_NS1_Pm_023_v1v9_454	RXN-15006
S_NS1_Pm_023_v1v9_454	N-ACETYLGLUTPREDUCT-RXN
S_NS1_Pm_023_v1v9_455	PRIBFAICARPISOM-RXN
S_NS1_Pm_023_v1v9_456	RXN-11598
S_NS1_Pm_023_v1v9_457	DIHYDROFOLATEREDUCT-RXN
S_NS1_Pm_023_v1v9_458	SHIKIMATE-KINASE-RXN
S_NS1_Pm_023_v1v9_459	RXN-16076
S_NS1_Pm_023_v1v9_459	RXN-16077
S_NS1_Pm_023_v1v9_459	RXN-16032
S_NS1_Pm_023_v1v9_459	RXN-16118
S_NS1_Pm_023_v1v9_459	RXN-15043
S_NS1_Pm_023_v1v9_459	RXN0-6705
S_NS1_Pm_023_v1v9_459	RXN-16067
S_NS1_Pm_023_v1v9_459	RXN-16066
S_NS1_Pm_023_v1v9_459	RXN-16025
S_NS1_Pm_023_v1v9_459	RXN0-5514
S_NS1_Pm_023_v1v9_459	RXN-1623
S_NS1_Pm_023_v1v9_459	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
S_NS1_Pm_023_v1v9_460	3.1.26.3-RXN
S_NS1_Pm_023_v1v9_461	RXN-11637
S_NS1_Pm_023_v1v9_462	RXN-11637
S_NS1_Pm_023_v1v9_463	HISTCYCLOHYD-RXN
S_NS1_Pm_023_v1v9_464	RXN-15294
S_NS1_Pm_023_v1v9_465	RXN-15294
S_NS1_Pm_023_v1v9_466	RXN-15294
S_NS1_Pm_023_v1v9_467	NAD-SYNTH-GLN-RXN
S_NS1_Pm_023_v1v9_468	RXN-8001
S_NS1_Pm_023_v1v9_469	RXN-14569
S_NS1_Pm_023_v1v9_470	RXN0-1321
S_NS1_Pm_023_v1v9_470	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_471	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_472	VALINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_473	3PGAREARR-RXN
S_NS1_Pm_023_v1v9_474	3PGAREARR-RXN
S_NS1_Pm_023_v1v9_475	3PGAREARR-RXN
S_NS1_Pm_023_v1v9_476	DXS-RXN
S_NS1_Pm_023_v1v9_477	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_478	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_479	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_480	PREPHENATEDEHYDROG-RXN
S_NS1_Pm_023_v1v9_481	DCMP-DEAMINASE-RXN
S_NS1_Pm_023_v1v9_482	NAPHTHOATE-SYN-RXN
S_NS1_Pm_023_v1v9_483	RXN-7913
S_NS1_Pm_023_v1v9_483	RXN-11832
S_NS1_Pm_023_v1v9_484	THI-P-KIN-RXN
S_NS1_Pm_023_v1v9_485	DIAMINOPIMELATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_486	R345-RXN
S_NS1_Pm_023_v1v9_487	COBALAMINSYN-RXN
S_NS1_Pm_023_v1v9_487	COBALAMIN5PSYN-RXN
S_NS1_Pm_023_v1v9_488	DARAB5PISOM-RXN
S_NS1_Pm_023_v1v9_489	DMBPPRIBOSYLTRANS-RXN
S_NS1_Pm_023_v1v9_490	RXN-6261
S_NS1_Pm_023_v1v9_490	6.3.1.10-RXN
S_NS1_Pm_023_v1v9_491	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_v1v9_492	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_v1v9_493	SERINE-O-ACETTRAN-RXN
S_NS1_Pm_023_v1v9_494	GLUTSEMIALDEHYDROG-RXN
S_NS1_Pm_023_v1v9_495	GLUTKIN-RXN
S_NS1_Pm_023_v1v9_496	2TRANSKETO-RXN
S_NS1_Pm_023_v1v9_496	1TRANSKETO-RXN
S_NS1_Pm_023_v1v9_497	SAICARSYN-RXN
S_NS1_Pm_023_v1v9_498	S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN
S_NS1_Pm_023_v1v9_499	4.2.99.18-RXN
S_NS1_Pm_023_v1v9_499	RXN0-2601
S_NS1_Pm_023_v1v9_500	RXN-10035
S_NS1_Pm_023_v1v9_501	ARGSUCCINSYN-RXN
S_NS1_Pm_023_v1v9_501	RXN-10
S_NS1_Pm_023_v1v9_502	1.8.1.4-RXN
S_NS1_Pm_023_v1v9_502	RXN0-1132
S_NS1_Pm_023_v1v9_502	RXN-7719
S_NS1_Pm_023_v1v9_502	RXN-8629
S_NS1_Pm_023_v1v9_502	RXN-7716
S_NS1_Pm_023_v1v9_503	1.8.1.4-RXN
S_NS1_Pm_023_v1v9_503	RXN0-1132
S_NS1_Pm_023_v1v9_503	RXN-7719
S_NS1_Pm_023_v1v9_503	RXN-8629
S_NS1_Pm_023_v1v9_503	RXN-7716
S_NS1_Pm_023_v1v9_504	TRIOSEPISOMERIZATION-RXN
S_NS1_Pm_023_v1v9_505	RXN0-1147
S_NS1_Pm_023_v1v9_506	TETRAACYLDISACC4KIN-RXN
S_NS1_Pm_023_v1v9_507	GLUTDECARBOX-RXN
S_NS1_Pm_023_v1v9_508	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_509	AMPSYN-RXN
S_NS1_Pm_023_v1v9_509	AICARSYN-RXN
S_NS1_Pm_023_v1v9_510	SHIKIMATE-5-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_511	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_NS1_Pm_023_v1v9_511	RXN0-748
S_NS1_Pm_023_v1v9_511	RXN0-747
S_NS1_Pm_023_v1v9_511	GDPREDUCT-RXN
S_NS1_Pm_023_v1v9_511	ADPREDUCT-RXN
S_NS1_Pm_023_v1v9_511	RXN0-722
S_NS1_Pm_023_v1v9_511	CDPREDUCT-RXN
S_NS1_Pm_023_v1v9_511	UDPREDUCT-RXN
S_NS1_Pm_023_v1v9_511	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_NS1_Pm_023_v1v9_512	1.6.4.4-RXN
S_NS1_Pm_023_v1v9_513	ASPARTATEKIN-RXN
S_NS1_Pm_023_v1v9_514	ASPARTATEKIN-RXN
