pathway	plate1_1030R_0_M_NS1_week10_S77_	plate1_1030R_R_M_NS1_week10_S78_	plate1_2472R_0_F_NS1_week10_S73_	plate1_2472R_R_F_NS1_week10_S74_	plate1_3874R_0_F_NS1_week10_S75_	plate1_3874R_L_F_NS1_week10_S76_	plate1_3974R_0_M_NS1_week10_S79_	plate1_3974R_L_M_NS1_week10_S80_	plate1_T1D_NS1_defined_mouse_ino	plate2_036R_R_M_NS1_week5_S18_L0	plate2_036R_R_M_NS1_week6_S19_L0	plate2_036R_R_M_NS1_week7_S20_L0	plate2_036R_R_M_NS1_week9_S21_L0	plate2_1030R_L_M_NS1_week5_S22_L	plate2_1030R_L_M_NS1_week6_S23_L	plate2_1030R_L_M_NS1_week7_S24_L	plate2_1030R_L_M_NS1_week9_S25_L	plate2_1121R_0_M_NS1_week5_S26_L	plate2_1121R_0_M_NS1_week6_S27_L	plate2_1121R_0_M_NS1_week7_S28_L	plate2_1121R_0_M_NS1_week9_S29_L	plate2_1151R_R_M_NS1_week5_S30_L	plate2_1151R_R_M_NS1_week6_S31_L	plate2_1151R_R_M_NS1_week7_S32_L	plate2_1151R_R_M_NS1_week9_S33_L	plate2_1193R_R_F_NS1_week5_S1_L0	plate2_1193R_R_F_NS1_week6_S2_L0	plate2_1193R_R_F_NS1_week7_S3_L0	plate2_1193R_R_F_NS1_week9_S4_L0	plate2_2529R_R_F_NS1_week5_S5_L0	plate2_2529R_R_F_NS1_week6_S6_L0	plate2_2529R_R_F_NS1_week7_S7_L0	plate2_2529R_R_F_NS1_week9_S8_L0	plate2_3861R_R_M_NS1_week9_S34_L	plate2_3971R_L_F_NS1_week5_S9_L0	plate2_3971R_L_F_NS1_week6_S10_L	plate2_3971R_L_F_NS1_week7_S11_L	plate2_3971R_L_F_NS1_week9_S12_L	plate2_3975R_0_F_NS1_week9_S13_L	plate2_3975R_R_F_NS1_week5_S14_L	plate2_3975R_R_F_NS1_week6_S15_L	plate2_3975R_R_F_NS1_week7_S16_L	plate2_3975R_R_F_NS1_week9_S17_L	plate4_036R_0_M_NS1_week5_S41_L0	plate4_036R_0_M_NS1_week9_S62_L001	plate4_036R_L_M_NS1_week5_S42_L0	plate4_036R_L_M_NS1_week9_S63_L001	plate4_036R_NS1_week18_S34_L001	plate4_036R_RL_M_NS1_week5_S43_L	plate4_036R_RL_M_NS1_week9_S64_L001	plate4_036R_RR_M_NS1_week5_S44_L	plate4_036R_RR_M_NS1_week9_S65_L001	plate4_1030R_RR_M_NS1_week5_S45_	plate4_1030R_RR_M_NS1_week9_S66_	plate4_1121R_L_M_NS1_week5_S46_L	plate4_1121R_L_M_NS1_week9_S67_L	plate4_1121R_NS1_week19_S35_L001	plate4_1121R_RL_M_NS1_diabetes_S	plate4_1121R_RL_M_NS1_week5_S48_	plate4_1121R_RL_M_NS1_week9_S69_	plate4_1121R_RR_M_NS1_week5_S49_	plate4_1121R_RR_M_NS1_week9_S70_	plate4_1121R_R_M_NS1_week5_S47_L	plate4_1121R_R_M_NS1_week9_S68_L	plate4_1151R_0_M_NS1_week5_S50_L	plate4_1151R_0_M_NS1_week9_S71_L	plate4_1151R_NS1_week21_S36_L001	plate4_1151R_R_M_NS1_diabetes_S2	plate4_1193R_0_F_NS1_week5_S51_L	plate4_1193R_0_F_NS1_week9_S72_L	plate4_1193R_L_F_NS1_diabetes_S2	plate4_1193R_L_F_NS1_week5_S52_L	plate4_1193R_L_F_NS1_week9_S73_L	plate4_1193R_NS1_week24_S38_L001	plate4_2529R_0_F_NS1_week5_S53_L	plate4_2529R_0_F_NS1_week9_S74_L	plate4_2529R_L_F_NS1_diabetes_S2	plate4_2529R_L_F_NS1_week5_S54_L	plate4_2529R_L_F_NS1_week9_S75_L	plate4_2529R_NS1_week22_S37_L001	plate4_2529R_RL_F_NS1_week5_S55_	plate4_2529R_RL_F_NS1_week9_S76_	plate4_3861R_0_M_NS1_week5_S56_L	plate4_3861R_0_M_NS1_week9_S77_L	plate4_3861R_L_M_NS1_diabetes_S2	plate4_3861R_L_M_NS1_week5_S57_L	plate4_3861R_L_M_NS1_week9_S78_L	plate4_3861R_NS1_week28_S39_L001	plate4_3861R_R_M_NS1_week5_S58_L	plate4_3971R_0_F_NS1_week5_S59_L	plate4_3971R_0_F_NS1_week9_S79_L	plate4_3971R_NS1_week30_S40_L001	plate4_3971R_RL_F_NS1_diabetes_S	plate4_3971R_RL_F_NS1_week9_S81_	plate4_3971R_R_F_NS1_diabetes_S2	plate4_3971R_R_F_NS1_week9_S80_L	plate4_3975R_0_F_NS1_week5_S60_L	plate4_3975R_L_F_NS1_diabetes_S3	plate4_3975R_L_F_NS1_week5_S61_L	plate4_3975R_L_F_NS1_week9_S82_L	plate4_3975R_NS1_week14_S33_L001	plate4_3975R_RL_F_NS1_diabetes_S	plate4_3975R_RL_F_NS1_week9_S83_	plate4_3975R_R_F_NS1_diabetes_S3	plate4_NS1_defined_inocula_S88_L	plate5_2808_NS1_0_Female_week5_S	plate5_2808_NS1_0_Female_week9_S	plate5_2808_NS1_L_Female_week5_S	plate5_2808_NS1_L_Female_week9_S	plate5_2808_NS1_RR_Female_week5_	plate5_2808_NS1_RR_Female_week9_	plate5_2808_NS1_R_Female_week5_S	plate5_2808_NS1_R_Female_week9_S	plate5_2824_NS1_0_Male_week5_S43	plate5_2824_NS1_0_Male_week9_S55	plate5_2824_NS1_L_Male_week5_S44	plate5_2824_NS1_L_Male_week9_S56	plate5_2824_NS1_R_Male_week5_S45	plate5_2824_NS1_R_Male_week9_S57	plate5_2864_NS1_R_Male_week5_S46	plate5_2864_NS1_R_Male_week9_S58	plate5_2893_NS1_0_Male_week5_S47	plate5_2893_NS1_0_Male_week9_S59	plate5_2893_NS1_R_Male_week5_S48	plate5_2893_NS1_R_Male_week9_S60	plate5_2999_NS1_0_Female_week5_S	plate5_2999_NS1_0_Female_week9_S	plate5_2999_NS1_R_Female_week5_S	plate5_2999_NS1_R_Female_week9_S	plate5_NS1_mouse_inoculum_S35_L0
PWY-5676	642.7586206896551	508.49655172413793	699.7793103448275	688.7448275862068	555.3931034482758	523.2275862068965	672.1931034482758	506.67586206896544	3540.220689655172	784.358620689655	959.9999999999999	496.551724137931	723.6689655172413	1156.7724137931034	1390.3448275862067	414.70344827586206	632.6344827586207	699.7793103448275	685.048275862069	719.9999999999999	657.4620689655172	951.7241379310344	1062.0689655172412	655.6413793103447	874.4827586206895	1066.6758620689654	798.151724137931	767.806896551724	1174.262068965517	442.2896551724138	788.0551724137931	601.3793103448276	586.6758620689654	1121.848275862069	672.1931034482758	915.8620689655172	767.806896551724	811.9448275862068	973.7931034482758	717.2413793103448	822.9793103448275	892.8827586206896	998.6206896551723	611.503448275862	728.2758620689655	539.7793103448275	527.8068965517241	888.2758620689655	612.4137931034483	485.5172413793103	696.0827586206897	811.9448275862068	599.5310344827586	585.7379310344827	661.1586206896551	686.8965517241379	524.1379310344827	909.4344827586207	543.448275862069	729.1862068965517	443.2275862068965	823.9172413793103	473.57241379310335	816.5517241379309	885.5172413793102	601.3793103448276	763.2275862068965	577.4620689655172	817.4620689655171	662.9793103448276	624.3586206896551	811.9448275862068	657.4620689655172	502.06896551724134	618.8413793103448	430.34482758620686	404.60689655172405	816.5517241379309	468.96551724137925	948.9655172413792	953.5724137931034	469.8758620689655	707.1172413793103	665.7379310344827	545.2965517241379	546.2068965517241	638.151724137931	467.1172413793103	644.606896551724	532.4137931034483	681.3793103448276	638.151724137931	728.2758620689655	777.9310344827585	507.5862068965517	807.3655172413793	493.7931034482758	608.7448275862068	680.4689655172413	905.7379310344826	712.6344827586206	407.3655172413792	726.4275862068964	564.606896551724	1417.0206896551722	1817.9310344827584	1108.0551724137931	771.5034482758621	783.4482758620688	320.9103448275862	598.6206896551723	900.2206896551722	628.055172413793	560.0	1054.703448275862	743.9172413793103	464.35862068965514	834.951724137931	657.4620689655172	530.5655172413793	827.5862068965516	453.3241379310345	785.2965517241379	466.20689655172407	1123.6689655172413	418.3999999999999	503.91724137931027	981.1586206896551	787.1172413793103	2365.0482758620687
PWY-5677	414.2222222222222	327.6977777777778	450.96888888888884	443.85777777777776	357.92	337.19111111111107	433.19111111111107	326.5244444444444	2281.4755555555553	505.4755555555555	618.6666666666666	320.0	466.3644444444444	745.4755555555555	896.0	267.25333333333333	407.6977777777778	450.96888888888884	441.47555555555556	464.0	423.6977777777778	613.3333333333333	684.4444444444445	422.5244444444444	563.5555555555555	687.4133333333333	514.3644444444444	494.8088888888888	756.7466666666667	285.0311111111111	507.85777777777776	387.55555555555554	378.08	722.9688888888888	433.19111111111107	590.2222222222222	494.8088888888888	523.2533333333333	627.5555555555555	462.2222222222222	530.3644444444444	575.4133333333333	643.5555555555555	394.08	469.3333333333333	347.85777777777776	340.14222222222224	572.4444444444445	394.66666666666663	312.88888888888886	448.58666666666664	523.2533333333333	386.3644444444445	377.47555555555556	426.0799999999999	442.66666666666663	337.77777777777777	586.08	350.22222222222223	469.91999999999996	285.6355555555555	530.9688888888888	305.19111111111107	526.2222222222222	570.6666666666666	387.55555555555554	491.85777777777776	372.14222222222224	526.8088888888889	427.25333333333333	402.3644444444444	523.2533333333333	423.6977777777778	323.55555555555554	398.8088888888889	277.3333333333333	260.7466666666666	526.2222222222222	302.22222222222223	611.5555555555555	614.5244444444444	302.8088888888889	455.69777777777773	429.0311111111111	351.4133333333333	352.0	411.25333333333333	301.0311111111111	415.4133333333333	343.1111111111111	439.1111111111111	411.25333333333333	469.3333333333333	501.3333333333333	327.1111111111111	520.3022222222222	318.22222222222223	392.30222222222216	438.5244444444444	583.6977777777777	459.2533333333333	262.5244444444444	468.1422222222222	363.85777777777776	913.191111111111	1171.5555555555554	714.08	497.1911111111111	504.88888888888886	206.80888888888887	385.77777777777777	580.1422222222221	404.7466666666666	360.88888888888886	679.6977777777777	479.41333333333336	299.25333333333333	538.08	423.6977777777778	341.92	533.3333333333333	292.14222222222224	506.08	300.4444444444444	724.1422222222221	269.6355555555555	324.7466666666666	632.3022222222222	507.2533333333333	1524.1422222222222
PWY-5686	21710.280379982993	18946.546690306666	23955.58518445378	21511.84693636914	20625.35613485124	18428.73708793082	21720.099538453076	22457.79617570088	15948.88444916003	22784.536859585663	22801.902010398553	20978.044369592903	20429.953612478268	29692.955532293476	26195.639326776058	24970.644000761495	22924.73436753688	23429.713540035278	23825.98458326671	19167.547265213914	20789.70614477597	22408.12864098757	24007.43005723859	24010.558792244658	21748.315758574143	21876.997172303807	19004.127475723304	21062.687827446603	17993.036876659935	19582.164059142313	20111.66959800998	21605.748396803436	19111.323284826485	18630.852054438	23622.261684278215	23011.190635530224	20597.013807927106	21792.488930742573	24907.44540405027	21650.674034918502	23243.54070029911	22853.220632712728	27872.776263796703	15502.999268361405	14464.298468713374	16521.432474221478	13758.390573105055	16945.72381133688	16421.28904308758	11593.493598449946	22599.98600943401	17786.023822336167	21703.360915360507	14728.817835239168	19716.93983292932	16903.0772012573	15014.927637446643	20090.6563410286	19870.623998730855	21404.19434269542	13735.14482677395	20131.554457747945	15599.604190524538	17595.684915817397	16135.297112095406	18731.09060402151	20731.5210795206	22807.023640086474	17101.999367642646	16054.622595239005	12282.972218496569	17021.87861224559	13573.796605197585	14872.594203359859	19157.53142218218	16590.905032105227	13294.002627086164	15779.799289293882	15496.166278391902	16817.23405822006	17458.7752383249	15923.69832690721	16435.565885345142	13397.064229529695	12563.735192720162	11298.743066566825	13284.156276234356	16252.196984182186	16054.156629869829	15682.664635098721	18840.310754237897	19329.949894584544	13682.813967805938	15910.45770922121	13333.564436942368	14347.433451837935	12280.910282080897	15877.783602451995	14628.301024896462	17610.973478676195	13164.608386497952	12975.759015953194	15325.186436697002	14014.44120139268	11946.422334454415	51656.7041357481	26106.700660380156	26553.06717613663	20671.66843056278	11063.47062346486	24786.748586888007	28131.52902469339	21915.498508412333	20354.874150935575	33103.49051064604	27371.61095934918	18389.326142897644	24981.232033167074	22103.971939097803	17895.716213623036	25485.461027637823	20642.60316848788	28104.98513260484	20057.48323573583	34496.30063203585	17376.70102318734	18282.61441919968	43028.37563142242	30178.034241163557	18360.29644261123
PWY-5695	13384.800080576917	12454.75994767269	14056.541207938497	13050.31533214137	12587.777447881279	12863.521364324453	13226.259666845463	14054.091739317004	21686.31412885154	15938.336627808569	18525.14487907504	12789.069762917934	14362.007779963053	27226.55750604923	22507.91875058109	10475.700710769415	13352.379884975267	12902.002546039692	12294.770448417661	11487.469609273498	13772.136709339058	20701.771282674777	17856.547607127963	15001.237121997736	15350.796124798862	21630.110962631865	13544.593776029562	12093.176941534062	14643.859741820133	16459.045738363435	16799.061485547412	12172.177132367844	11139.508640205018	14767.957448834855	17463.672491447644	15736.825036772156	14506.927234400147	17763.046173431077	19186.170618988028	15262.013566481914	13481.627893557425	12602.233379581621	18342.048427200672	14004.337589248467	13026.67481268252	14672.632241849933	10531.739368853925	15966.816858454022	14373.30012074617	8630.295047023066	18402.427625365046	14376.939454675488	17189.9345597473	11320.0022464986	14557.811615590917	10448.355511413074	10701.329956612431	18771.101917754335	13763.989520591216	14163.48787758508	9621.577317360989	13798.393158948687	11264.162244591455	13297.22881971512	14910.668270457123	11731.924032898267	15242.469536086775	15792.700384647478	14810.325656594556	13631.219646343645	9773.623912628882	14831.143817033195	11944.141666726267	10573.261456105847	15517.155713332146	10702.595779843854	9693.829326896719	12721.050710769416	10545.904169974374	12171.381815722038	15647.05208915907	9981.32198986829	14636.132659276478	10528.88468979081	10682.420916025987	9948.136544013352	10670.840172715894	11026.728218487397	12133.770028368795	11291.226062220632	12490.731492818402	11548.41985708326	11997.931060492285	11071.176130162703	9545.259285893084	13313.531056797188	10456.49758376542	11256.168433756486	12838.282208951669	12549.802497765064	11191.865888193579	9563.30053733834	12204.65593205793	11987.418942845223	13993.178874545567	36328.71327731093	19673.01745956255	17242.764105965794	15314.787491507243	7873.169524882294	15121.376605161217	19946.52210477383	13682.39303426903	16063.991963645032	23408.726437689973	21320.43469300912	12129.404912330892	20449.272315751834	15253.084856189287	13584.360459502952	17836.97333154539	14119.256294773231	17429.98330818285	15560.412980630552	22536.746849156687	12820.942497049888	10713.73858597056	28849.545315334653	18214.30221717623	21940.95707837177
PWY-5705	695.4942857142855	654.5385714285715	770.6257142857144	606.2271428571428	686.8014285714285	1065.0885714285714	750.4028571428572	740.5157142857142	3352.7185714285715	1243.4328571428568	1303.0314285714287	1202.8557142857142	1008.5742857142857	2376.8914285714286	2189.825714285714	760.202857142857	821.92	1002.5442857142857	1060.0585714285712	1136.512857142857	913.1685714285716	1628.178571428571	1166.4585714285713	721.35	1271.8614285714286	1357.5414285714287	706.2857142857142	863.1728571428572	755.0242857142857	803.71	1343.3757142857141	826.4914285714285	828.6942857142856	1258.9214285714284	921.6242857142856	915.2	1161.282857142857	1245.3085714285714	902.7414285714286	1243.5185714285715	678.8585714285714	767.0271428571428	1214.537142857143	983.2285714285713	848.6314285714285	1019.74	533.1385714285714	823.8871428571427	1020.2242857142855	431.12000000000006	1060.8871428571429	718.6085714285714	802.1657142857143	845.2571428571429	798.4514285714287	522.4228571428571	552.4285714285714	1619.6614285714284	787.48	655.3742857142856	480.3128571428571	980.7114285714285	729.4642857142857	804.3471428571428	838.1342857142859	722.0557142857142	520.5985714285714	780.722857142857	1217.5442857142857	1120.6585714285713	598.7085714285714	930.9771428571429	917.9428571428571	596.7428571428572	848.6357142857142	631.2314285714285	638.2342857142856	679.3771428571429	660.72	528.3157142857142	976.3714285714285	519.9185714285713	1163.6014285714286	450.46285714285716	438.0314285714286	971.1985714285713	792.8	740.8228571428572	966.1185714285714	698.46	736.1385714285714	686.3085714285714	837.83	596.4285714285714	642.8614285714284	1225.9742857142855	1095.1657142857143	491.2628571428571	1462.4271428571428	740.0314285714285	778.0571428571429	522.6485714285714	1034.3085714285714	1020.742857142857	1821.1742857142858	1876.9114285714286	1563.2299999999996	1200.1442857142856	1286.1742857142858	550.6028571428571	1095.9485714285713	1307.3671428571429	949.5442857142857	1031.4571428571428	1388.3700000000001	1267.7385714285715	941.2585714285714	1419.882857142857	1148.3385714285714	925.5728571428572	1076.9414285714286	740.5485714285712	1157.1699999999998	822.3742857142856	1671.2842857142855	750.8785714285714	975.4242857142857	2035.9142857142856	1285.2885714285715	2986.432857142857
PWY-5747	158.57999999999998	132.70999999999998	213.14	130.57	221.43	256.86	110.86	157.43	2237.29	370.29	136.86	152.57	186.85999999999999	706.72	197.14000000000001	195.86	74.72	558.4300000000001	173.43	82.57	92.14000000000001	351.15000000000003	305.43	174.15	115.28999999999999	426.57	144.0	108.43	51.71	195.71	248.29000000000002	170.72	176.57999999999998	67.15	416.71	168.0	120.14000000000001	80.28	56.57	459.29	163.43	94.57	121.28	279.0	40.86	282.14	41.71	55.43	209.71	64.72	444.43	65.58	254.28	40.0	264.28000000000003	89.28	77.0	186.29	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	123.57	243.57999999999998	413.43	40.43	307.28	325.72	48.0	82.0	291.15	133.86	123.72	163.72	108.72	180.43	407.0	113.28999999999999	277.43	55.72	31.86	204.57	36.0	197.27999999999997	252.29	248.85999999999999	84.71	209.28	79.43	73.0	54.29	29.86	475.28	99.72	847.5699999999999	53.86	40.0	218.42000000000002	61.28	154.0	1373.8600000000001	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999	2289.29
PWY-5837	7382.942631578948	5795.211012145749	8855.1504048583	7417.5042105263165	7139.43072874494	5662.377894736842	7352.866396761134	7327.206963562753	3284.951133603239	7416.813279352227	4778.767085020243	7733.662307692307	6109.445627530365	5615.916963562753	5344.320809716599	12586.762226720648	8583.783724696355	10644.205182186233	10667.699635627532	7495.309271255061	6540.092024291498	3555.896234817814	6738.448987854251	7924.708502024292	6480.974251012146	2214.5236437246967	5241.894817813764	7984.513684210527	3481.64008097166	3300.1318218623483	4272.781174089068	8610.265141700405	7307.845829959514	4648.51072874494	6367.852672064778	7079.5888259109315	6124.382469635629	4541.294372469636	5573.748582995951	7028.482469635628	8695.600850202429	8982.934736842104	8960.482469635628	2587.4491902834	2087.2195141700404	2877.1466396761134	3114.0236032388666	1181.963967611336	2857.150890688259	2838.8987854251013	4996.285182186235	3436.1823886639677	4626.987854251012	3622.2912955465586	5540.948178137652	5822.377125506073	3857.256032388664	2654.591781376518	6632.1978947368425	6485.472995951417	4409.07101214575	6097.072874493927	5018.138421052632	4274.891376518219	2085.547246963563	6468.5406477732795	4875.075060728745	6269.136153846153	3874.2051012145753	3022.7111740890687	3177.1637246963564	3251.537854251012	2303.975708502024	4013.997732793522	4120.851983805668	5483.591295546559	3749.8931578947368	3351.7775303643725	4720.933441295547	4593.481093117409	3249.1205668016196	5323.43064777328	3057.399311740891	2779.336032388664	1755.6975303643724	2501.275991902834	2654.2763967611336	5110.584777327936	4411.751457489879	4537.594251012146	5930.553765182186	7409.8987044534415	2004.0510526315788	4504.161133603238	3666.9793522267205	2174.570850202429	3376.581012145749	4197.5753036437245	4559.034048582997	4802.474858299595	2364.2943724696356	3653.3708097165995	3597.4843724696357	2774.5405263157895	2695.0668421052633	14723.131619433198	7225.973157894737	9292.696072874494	6212.381943319838	3282.0192712550606	9246.104574898785	7944.356761133603	7781.192672064777	5148.516153846154	9611.232145748989	6848.764493927125	6170.498461538461	4999.385303643725	7172.097368421053	4821.668502024292	7299.039109311741	6243.759352226721	10281.335546558705	4453.6538056680165	11992.977004048582	4972.075141700405	7217.057854251012	15212.253967611336	10963.074939271253	3927.1071255060733
PWY-5838	7125.780857142858	5660.831714285714	8767.899714285715	7320.970571428572	7056.756571428572	5596.198857142857	7293.027428571429	7242.258	2714.552571428572	7238.539714285715	4707.780285714286	7691.269142857143	5965.528857142857	5417.582	5234.4325714285715	12444.126	8388.514857142858	10393.715142857143	10446.725142857142	7261.929142857142	6415.1025714285715	3471.5228571428574	6532.486571428572	7877.795714285714	6415.594	2160.0877142857144	5222.774285714286	7941.197999999999	3435.857428571429	3245.631714285714	4239.384	8505.267714285714	7142.285142857142	4471.408571428571	6217.616	6841.8	5985.582571428572	4436.243714285714	5463.516285714286	6953.412571428572	8636.759428571428	8913.942000000001	8812.075142857142	2427.3014285714285	2032.0274285714286	2788.201142857143	3076.901714285714	1151.6837142857144	2756.701714285714	2798.569142857143	4755.798	3391.1237142857144	4547.545142857142	3522.4728571428573	5245.170857142857	5768.500857142857	3825.86	2630.6125714285718	6099.888	6419.411714285715	4101.256285714286	6031.115428571429	4621.785714285715	4238.726857142857	2066.019142857143	6290.170571428572	4809.770571428571	6190.869428571428	3712.9122857142856	2991.255142857143	3055.0594285714283	3179.356285714286	2280.3714285714286	3958.342857142857	4086.1385714285716	5429.354571428571	3553.924857142857	3330.0677142857144	4652.826285714286	4450.585142857143	3183.6285714285714	5234.866857142857	2932.0165714285713	2734.312	1744.1002857142857	2415.4148571428573	2581.6985714285715	4863.916571428572	4223.498285714286	4468.970285714286	5864.460285714285	6825.599428571429	1961.6994285714286	4463.745714285715	3467.1711428571425	2145.713142857143	3224.189428571429	4128.909142857143	4259.446285714285	4740.728857142857	2322.8128571428574	3420.3305714285716	3554.370857142857	2713.73	2315.443142857143	14519.874	6994.982285714285	9044.810857142858	6055.056	3193.053142857143	8881.496285714285	7705.174571428571	7573.468000000001	4924.07	9165.287714285714	6474.987428571429	5889.915142857143	4849.016857142857	6757.901714285715	4666.972285714286	7129.542	5951.054857142857	9857.827714285713	4326.211714285714	11518.742	4706.461428571429	7124.447428571429	14387.187142857143	10809.414571428571	3406.028285714286
PWY-5840	178.11085714285713	154.50171428571429	233.89971428571428	134.30057142857146	227.75657142857148	277.86885714285717	131.35742857142856	180.25799999999998	2324.8825714285717	399.53971428571435	152.44028571428572	170.92914285714286	192.19885714285715	726.912	220.10257142857142	201.45600000000002	94.18485714285715	589.715142857143	195.38514285714288	102.92914285714286	108.77257142857145	361.1828571428572	331.1565714285715	179.1257142857143	140.25400000000002	438.7577142857143	148.11428571428573	122.52800000000002	71.85742857142858	201.3017142857143	255.38400000000004	187.5977142857143	181.62514285714286	85.06857142857143	428.61600000000004	185.13000000000002	138.24257142857144	101.57371428571429	65.51628571428573	472.4125714285715	168.09942857142858	107.942	140.07514285714288	286.9714285714286	48.697428571428574	298.2011428571429	42.90171428571429	76.6837142857143	215.7017142857143	74.89914285714286	457.12800000000004	77.4537142857143	261.5451428571429	55.472857142857144	278.5008571428572	99.83085714285714	83.53000000000002	211.28257142857143	355.218	103.7417142857143	252.58628571428576	124.11542857142857	329.4557142857143	60.72685714285714	189.68914285714288	177.50057142857145	136.10057142857144	262.5394285714286	425.2422857142858	55.255142857142864	321.7294285714286	339.0262857142858	60.37142857142858	84.34285714285716	306.1385714285715	144.68457142857145	133.92485714285715	171.3977142857143	118.15628571428574	204.58514285714287	426.6285714285715	122.19685714285716	294.6865714285714	62.642	41.10028571428572	213.41485714285716	37.02857142857143	213.24657142857146	259.49828571428577	255.97028571428572	98.13028571428572	222.92942857142856	93.02942857142858	85.41571428571429	66.84114285714287	44.04314285714286	488.8594285714286	114.23914285714288	884.1162857142858	55.398857142857146	52.142857142857146	230.33057142857146	74.70085714285715	158.4	1436.443142857143	506.54400000000004	208.31228571428574	412.1408571428572	308.386	109.38314285714289	159.82628571428575	346.84457142857144	144.798	410.40000000000003	248.2877142857143	560.9874285714286	89.58514285714287	388.0168571428572	213.57171428571434	259.6422857142857	118.87200000000001	208.72485714285716	214.82771428571428	184.21171428571427	334.742	298.1314285714286	196.11742857142858	877.857142857143	238.41457142857146	2390.028285714286
PWY-5845	178.11085714285713	154.50171428571429	233.89971428571428	134.30057142857146	227.75657142857148	277.86885714285717	131.35742857142856	180.25799999999998	2324.8825714285717	399.53971428571435	152.44028571428572	170.92914285714286	192.19885714285715	726.912	220.10257142857142	201.45600000000002	94.18485714285715	589.715142857143	195.38514285714288	102.92914285714286	108.77257142857145	361.1828571428572	331.1565714285715	179.1257142857143	140.25400000000002	438.7577142857143	148.11428571428573	122.52800000000002	71.85742857142858	201.3017142857143	255.38400000000004	187.5977142857143	181.62514285714286	85.06857142857143	428.61600000000004	185.13000000000002	138.24257142857144	101.57371428571429	65.51628571428573	472.4125714285715	168.09942857142858	107.942	140.07514285714288	286.9714285714286	48.697428571428574	298.2011428571429	42.90171428571429	76.6837142857143	215.7017142857143	74.89914285714286	457.12800000000004	77.4537142857143	261.5451428571429	55.472857142857144	278.5008571428572	99.83085714285714	83.53000000000002	211.28257142857143	355.218	103.7417142857143	252.58628571428576	124.11542857142857	329.4557142857143	60.72685714285714	189.68914285714288	177.50057142857145	136.10057142857144	262.5394285714286	425.2422857142858	55.255142857142864	321.7294285714286	339.0262857142858	60.37142857142858	84.34285714285716	306.1385714285715	144.68457142857145	133.92485714285715	171.3977142857143	118.15628571428574	204.58514285714287	426.6285714285715	122.19685714285716	294.6865714285714	62.642	41.10028571428572	213.41485714285716	37.02857142857143	213.24657142857146	259.49828571428577	255.97028571428572	98.13028571428572	222.92942857142856	93.02942857142858	85.41571428571429	66.84114285714287	44.04314285714286	488.8594285714286	114.23914285714288	884.1162857142858	55.398857142857146	52.142857142857146	230.33057142857146	74.70085714285715	158.4	1436.443142857143	506.54400000000004	208.31228571428574	412.1408571428572	308.386	109.38314285714289	159.82628571428575	346.84457142857144	144.798	410.40000000000003	248.2877142857143	560.9874285714286	89.58514285714287	388.0168571428572	213.57171428571434	259.6422857142857	118.87200000000001	208.72485714285716	214.82771428571428	184.21171428571427	334.742	298.1314285714286	196.11742857142858	877.857142857143	238.41457142857146	2390.028285714286
