pathway	plate1_1030R_0_M_NS1_week10_S77_	plate1_1030R_R_M_NS1_week10_S78_	plate1_2472R_0_F_NS1_week10_S73_	plate1_2472R_R_F_NS1_week10_S74_	plate1_3874R_0_F_NS1_week10_S75_	plate1_3874R_L_F_NS1_week10_S76_	plate1_3974R_0_M_NS1_week10_S79_	plate1_3974R_L_M_NS1_week10_S80_	plate1_T1D_NS1_defined_mouse_ino	plate2_036R_R_M_NS1_week5_S18_L0	plate2_036R_R_M_NS1_week6_S19_L0	plate2_036R_R_M_NS1_week7_S20_L0	plate2_036R_R_M_NS1_week9_S21_L0	plate2_1030R_L_M_NS1_week5_S22_L	plate2_1030R_L_M_NS1_week6_S23_L	plate2_1030R_L_M_NS1_week7_S24_L	plate2_1030R_L_M_NS1_week9_S25_L	plate2_1121R_0_M_NS1_week5_S26_L	plate2_1121R_0_M_NS1_week6_S27_L	plate2_1121R_0_M_NS1_week7_S28_L	plate2_1121R_0_M_NS1_week9_S29_L	plate2_1151R_R_M_NS1_week5_S30_L	plate2_1151R_R_M_NS1_week6_S31_L	plate2_1151R_R_M_NS1_week7_S32_L	plate2_1151R_R_M_NS1_week9_S33_L	plate2_1193R_R_F_NS1_week5_S1_L0	plate2_1193R_R_F_NS1_week6_S2_L0	plate2_1193R_R_F_NS1_week7_S3_L0	plate2_1193R_R_F_NS1_week9_S4_L0	plate2_2529R_R_F_NS1_week5_S5_L0	plate2_2529R_R_F_NS1_week6_S6_L0	plate2_2529R_R_F_NS1_week7_S7_L0	plate2_2529R_R_F_NS1_week9_S8_L0	plate2_3861R_R_M_NS1_week9_S34_L	plate2_3971R_L_F_NS1_week5_S9_L0	plate2_3971R_L_F_NS1_week6_S10_L	plate2_3971R_L_F_NS1_week7_S11_L	plate2_3971R_L_F_NS1_week9_S12_L	plate2_3975R_0_F_NS1_week9_S13_L	plate2_3975R_R_F_NS1_week5_S14_L	plate2_3975R_R_F_NS1_week6_S15_L	plate2_3975R_R_F_NS1_week7_S16_L	plate2_3975R_R_F_NS1_week9_S17_L	plate4_036R_0_M_NS1_week9_S62_L001	plate4_036R_0_M_NS1_week5_S41_L0	plate4_036R_L_M_NS1_week9_S63_L001	plate4_036R_L_M_NS1_week5_S42_L0	plate4_036R_NS1_week18_S34_L001	plate4_036R_RL_M_NS1_week9_S64_L001	plate4_036R_RL_M_NS1_week5_S43_L	plate4_036R_RR_M_NS1_week9_S65_L001	plate4_036R_RR_M_NS1_week5_S44_L	plate4_1030R_RR_M_NS1_week5_S45_	plate4_1030R_RR_M_NS1_week9_S66_	plate4_1121R_L_M_NS1_week5_S46_L	plate4_1121R_L_M_NS1_week9_S67_L	plate4_1121R_NS1_week19_S35_L001	plate4_1121R_R_M_NS1_week5_S47_L	plate4_1121R_R_M_NS1_week9_S68_L	plate4_1121R_RL_M_NS1_diabetes_S	plate4_1121R_RL_M_NS1_week5_S48_	plate4_1121R_RL_M_NS1_week9_S69_	plate4_1121R_RR_M_NS1_week5_S49_	plate4_1121R_RR_M_NS1_week9_S70_	plate4_1151R_0_M_NS1_week5_S50_L	plate4_1151R_0_M_NS1_week9_S71_L	plate4_1151R_NS1_week21_S36_L001	plate4_1151R_R_M_NS1_diabetes_S2	plate4_1193R_0_F_NS1_week5_S51_L	plate4_1193R_0_F_NS1_week9_S72_L	plate4_1193R_L_F_NS1_diabetes_S2	plate4_1193R_L_F_NS1_week5_S52_L	plate4_1193R_L_F_NS1_week9_S73_L	plate4_1193R_NS1_week24_S38_L001	plate4_2529R_0_F_NS1_week5_S53_L	plate4_2529R_0_F_NS1_week9_S74_L	plate4_2529R_L_F_NS1_diabetes_S2	plate4_2529R_L_F_NS1_week5_S54_L	plate4_2529R_L_F_NS1_week9_S75_L	plate4_2529R_NS1_week22_S37_L001	plate4_2529R_RL_F_NS1_week5_S55_	plate4_2529R_RL_F_NS1_week9_S76_	plate4_3861R_0_M_NS1_week5_S56_L	plate4_3861R_0_M_NS1_week9_S77_L	plate4_3861R_L_M_NS1_diabetes_S2	plate4_3861R_L_M_NS1_week5_S57_L	plate4_3861R_L_M_NS1_week9_S78_L	plate4_3861R_NS1_week28_S39_L001	plate4_3861R_R_M_NS1_week5_S58_L	plate4_3971R_0_F_NS1_week5_S59_L	plate4_3971R_0_F_NS1_week9_S79_L	plate4_3971R_NS1_week30_S40_L001	plate4_3971R_R_F_NS1_diabetes_S2	plate4_3971R_R_F_NS1_week9_S80_L	plate4_3971R_RL_F_NS1_diabetes_S	plate4_3971R_RL_F_NS1_week9_S81_	plate4_3975R_0_F_NS1_week5_S60_L	plate4_3975R_L_F_NS1_diabetes_S3	plate4_3975R_L_F_NS1_week5_S61_L	plate4_3975R_L_F_NS1_week9_S82_L	plate4_3975R_NS1_week14_S33_L001	plate4_3975R_R_F_NS1_diabetes_S3	plate4_3975R_RL_F_NS1_diabetes_S	plate4_3975R_RL_F_NS1_week9_S83_	plate4_NS1_defined_inocula_S88_L	plate5_2808_NS1_0_Female_week5_S	plate5_2808_NS1_0_Female_week9_S	plate5_2808_NS1_L_Female_week5_S	plate5_2808_NS1_L_Female_week9_S	plate5_2808_NS1_R_Female_week5_S	plate5_2808_NS1_R_Female_week9_S	plate5_2808_NS1_RR_Female_week5_	plate5_2808_NS1_RR_Female_week9_	plate5_2824_NS1_0_Male_week5_S43	plate5_2824_NS1_0_Male_week9_S55	plate5_2824_NS1_L_Male_week5_S44	plate5_2824_NS1_L_Male_week9_S56	plate5_2824_NS1_R_Male_week5_S45	plate5_2824_NS1_R_Male_week9_S57	plate5_2864_NS1_R_Male_week5_S46	plate5_2864_NS1_R_Male_week9_S58	plate5_2893_NS1_0_Male_week5_S47	plate5_2893_NS1_0_Male_week9_S59	plate5_2893_NS1_R_Male_week5_S48	plate5_2893_NS1_R_Male_week9_S60	plate5_2999_NS1_0_Female_week5_S	plate5_2999_NS1_0_Female_week9_S	plate5_2999_NS1_R_Female_week5_S	plate5_2999_NS1_R_Female_week9_S	plate5_NS1_mouse_inoculum_S35_L0
PWY-6344	1869.8198314672484	1773.3267603003453	1467.801860394626	1536.4944149072658	1796.8800506518185	1784.476266574281	1742.8697328117744	2005.9862596762741	3077.2351529441557	1727.9695341406532	2316.7004335094985	1072.489523294052	1831.3942200904733	2055.8093596869535	2288.403606303347	867.3561337599162	1982.9260102635978	997.3954225128635	1094.5537926552536	1260.890915644794	1816.3031717780063	1916.2232115962995	2425.866401895323	2402.0917274755166	2104.2120507892396	1548.474345454274	1239.1678179801104	1275.6638203612558	3089.2136362370097	983.7333560180186	1263.0441877850963	1087.1553455721632	1855.9658852622874	3313.2048889545154	2165.3100791271404	2050.732386085707	1314.7750221098893	2748.0519289351505	2192.5961643042683	1452.1460319144535	1638.1894416018947	1607.4031502652308	2504.9646459953287	1635.017289857349	1057.3220556089675	1232.8204649776148	1386.5383910886262	1547.0873575369428	1203.6667909310847	1221.1380521331446	1811.1642882217293	1511.3926223349556	1038.7848013054786	1667.2651569519005	1191.765030548561	1184.9690736349721	1083.503599497088	845.2494918334612	1455.9123611508062	2059.2472991471436	1107.337775030694	1319.9174013234774	758.9701439417935	1411.86860069451	1247.9616205014336	1381.297710381468	1397.3143598668073	1413.1353614705313	1252.6769189441882	1438.6534555617432	998.5036660530002	1256.6981654098274	1816.6038408090653	894.7270848810203	1149.5673157079948	1031.6587163154059	955.9245609934173	1293.1462013129706	1272.441874645749	1525.8314670430573	1573.9310720979267	1312.2090336943816	1297.0020320162937	1397.0005898952295	1000.577822628882	1223.406719536536	1359.876923423928	848.0418795423035	1529.4200041365527	1640.093439909728	1578.3603869933181	1120.436092522468	959.4583437145587	1848.839350149968	1247.7755254456938	2005.7575424931822	1041.5656060055474	1086.0940054976518	1103.3931896165263	1979.4770139106417	1195.965493935546	1521.5273132230582	1152.6854766120955	1348.6694231288159	1774.4599567271655	4151.448005252767	2721.988745232509	1612.7081753534303	2234.6249582984415	1820.5426259042122	1962.7058696659512	1008.2095773479838	2059.4525103932638	1398.7943064354085	3522.4225862184876	1984.5569662499604	2171.967282418273	1844.8339232327962	2139.636153835238	1590.654168951974	2566.686754200408	1438.6281162002977	2302.688191580813	1820.0637133267148	3239.944830559625	1236.0333648650094	893.2115419689401	2739.0718263709327	1398.1746413064252	2686.745162271476
PWY-6353	9538.427175893241	8500.613850221715	9590.80191921534	8975.413168726462	9162.83238822741	10083.431709885263	9481.522806094303	9873.412133474718	17215.11812502111	10718.142297148623	13368.01022089955	10769.55897600402	10829.568089575083	17553.999899044375	17240.524476887458	8211.908437092889	9679.240995614786	6707.569343913277	8784.937815207295	10445.405943737615	10166.925315657048	13107.302417394283	12104.18054740818	10093.768673367334	12342.21001100603	11264.15934417406	7891.331482430502	9008.595180309565	11514.51182391359	8348.299752035398	10606.184882149395	8153.167463207157	8775.271572451871	13433.954060876222	9559.576302202968	10420.102360274754	10897.455090242665	12728.261884521013	13645.794089157454	10658.237463986443	8850.34438067595	11127.921863730846	13719.535031875415	9376.505322033725	9179.38715227148	7014.910377793672	9472.773506845051	11234.49073608894	6096.363692773486	9850.977607066245	10173.61910741057	10571.449985023812	9055.262289029146	9386.999079285031	8542.655418199238	7650.092825053731	7647.342569777916	6577.843241117067	9693.904003905813	14722.26863465079	8047.699762780803	9678.193827471438	5044.757759891164	10797.995442003132	7813.851164400261	8854.633136755207	9258.688958648727	10933.358774003187	9357.885603021858	10342.056448811916	6429.904191837747	8523.364271771377	9318.57279422691	7583.6074974248295	8209.043035603188	7946.046100780713	6957.216040226112	7812.408045934281	8062.163669962344	8260.842668560688	9228.647822581785	7086.598581181781	9372.672395256503	6997.820434168861	6827.084161893132	7135.46193685102	8758.705444626872	8248.81258663854	8310.97077824961	7172.480275355113	8850.321917507174	8358.925124733254	7030.0814183278135	9794.973553495229	9056.212688695678	7572.966858391977	7910.950885334276	7593.481027379999	9473.070205089462	9527.836146918808	8351.346123697498	9513.151584671044	6420.201469018396	9283.140230551517	10396.001370890559	21700.630684612788	14683.980603832271	11103.215082838322	11499.42493818036	13913.008983390037	10005.30940228507	4938.339415324815	10807.955909973492	9280.998288531347	15897.24520842994	11158.061789454809	9505.23432321706	11888.392591417489	11414.08019289049	8394.2264530379	13925.711892292442	7746.4562361968765	12820.873268032103	8719.541631316877	16646.300238415402	6799.5461088346765	8875.490376526022	17106.659792353672	13751.097081939339	16226.995229260723
PWY-6383	103.43040093609756	67.4181082314281	62.96981881114231	61.69511330412863	84.37837665079161	117.15546711602072	96.37183301319185	106.85836282582129	357.83554768128425	107.07194684322705	62.9913128805272	94.23195919412825	61.09133457547328	77.47009309154878	81.10261631826387	88.55348941757595	66.06972259924032	127.58887655140144	45.512716379010236	41.84830811806655	55.48684762013734	55.92748698124221	59.33125013891743	76.49189872476025	75.51210571071167	19.88053736376391	32.6060779154563	59.474932229482505	34.50596917968973	71.31311839615378	76.52916088156225	47.17870874360261	65.29205799844088	54.14369683451413	66.27425003336357	76.26073983719132	70.99474950000962	71.04595884490291	56.41233372976234	85.46592304241283	53.056576011484474	59.8809214630726	85.61345070083789	33.41852215451875	68.67266660981917	17.314938382641486	55.216539542217966	23.077853560589602	18.48104128815389	43.03372987922205	39.22005999587511	77.5123155086183	79.1084310173099	34.24844175801988	61.71131530555669	42.90220871861021	39.33484148617491	70.60751059400255	33.094054145382536	54.09405096303108	84.31115840814242	47.84656721289616	49.62340279279305	53.389820357106515	46.060613909764626	56.843438592880354	45.75238183214951	110.66321117369016	75.3967846700509	77.79223571110714	29.662511023945818	46.197319348610506	28.726166283254564	28.066580076603206	52.78828652823865	53.12363559803501	37.63424530171566	87.12411681900463	46.01768852003954	34.86223949048896	34.13770692218844	63.067872294234036	78.96605586111387	35.00607812314052	22.419273243463973	30.48474548397649	53.59828438342126	58.55502001678652	62.93037812628526	52.192267950557955	63.91879722696461	48.350265767478106	24.459078368520373	43.722424132136375	76.07534523735082	49.58512762397981	60.0516120361221	63.94882509281314	76.11667319574212	40.50397289208727	35.35392337353443	36.56018065363549	43.20922129343647	44.029013549104356	134.03506805087642	132.38579447155442	109.57463526377063	58.58519464117519	112.79542205271648	96.13421501425726	101.04328897842913	31.568128701648156	109.46518088164333	61.954934987261495	121.95805588584369	81.70600985669766	66.69267532869915	125.59724760032799	118.06112678182663	56.187300810880075	95.0265274360401	83.1015962658313	67.9853181524349	51.89101715513648	116.11774254400737	45.32291468468786	100.82551811981736	165.40562034759176	143.9849406803359	223.59836927784315
PWY-6385	17484.30817715547	15514.315894748623	18484.86923736301	17084.619753742376	16394.862960954662	15147.624828540747	17194.830049978995	17944.174009713654	16276.05358148659	18479.41216105278	20028.616729288296	15998.920031702042	16858.726784304676	26621.125349959315	23108.77296257843	16137.339712850164	17570.62892862878	16828.2626114088	16865.17495011741	14477.732788708745	16782.6689660003	20295.985444511025	20319.88065007816	19122.57261607042	17831.977839968873	20405.70227869011	15797.078277393426	16032.059153594413	16018.46889630812	17478.118030056172	17483.76497333289	16138.872097954076	14579.561537895019	15816.023381132167	19954.869575005312	18864.814604146784	16967.905212238627	19013.211685022903	21414.179349138372	17508.412508987225	17740.265759805643	17197.21681192931	22422.547492799364	13069.672410762556	14196.613773515843	11837.4664262884	14961.40835575876	16009.839474065002	9942.38809354079	14803.543963381977	15841.792688421534	19936.26972729137	18921.376084973355	12672.719361498077	16666.293542342974	13376.023009919823	12746.724196184776	12999.767673493558	15045.863158631715	18506.141666224903	16396.320543622234	17505.621754799038	11386.602608426967	16511.887000463747	14771.456405440897	14991.445164328192	17989.406485359454	19317.312517195183	15050.430776725154	14189.085492755403	10608.928211677627	15202.930765390603	12045.95157703043	12491.87018830901	16703.80656449093	13252.074611179105	11188.01000588899	13730.107103766328	12757.513614106305	14308.712196684426	15691.351011612689	12743.107204528293	14782.569732107126	11769.092054151211	11389.05901438259	9887.430099405286	11768.322583610847	13457.636554087088	13607.538135515355	13040.617060166203	15230.64205571084	15256.743983623115	11230.718965845064	12951.227219115088	12376.402378142362	13203.946671665219	10610.973193826338	13390.067000217517	12668.576242043759	14739.953994856309	11761.330983723878	12401.190302576728	11048.752270823292	13153.237238036767	11683.205697540632	42889.340529012145	21874.476619317556	21137.950736223054	17083.575928370294	23615.243082224788	17114.30563299821	9105.128204869754	19101.647023030768	17593.86289524055	27654.76823804557	23727.658130513846	14630.130650007639	22246.809607304484	17876.734100363145	15122.397488070636	21266.108813973922	17097.42374047079	21974.064963692756	17464.649615028942	27467.444135561924	14638.397905783324	13724.605341808921	34635.94169546838	23336.404707753525	18207.07873204467
PWY-6386	14920.93928572318	13475.73538114705	15584.969828577232	14513.650137120569	13921.125627866988	13114.439349707463	14665.290901876197	15420.777768207747	15274.884148487476	16019.501358045816	18081.472577798795	13405.219461093664	14672.309677154715	24406.383433476854	20831.608681062346	12503.134330156226	14742.44126480563	13791.007181203076	13621.130498100718	11943.584534341155	14500.214783511428	18766.975113408684	17898.557441704856	16396.107000821594	15446.231240200701	19276.905466152297	13951.257850581029	13382.902594083385	14423.008429759106	16125.870344247984	15839.045126103421	13418.093850009875	12171.908770512531	13896.593759003978	17784.759875231037	16436.153908078497	14771.920918683498	17205.2690589179	19229.698739903717	15176.368232110452	14916.697315345644	14081.167268914078	19288.23704381757	12095.20513526546	13075.340898175189	10626.435530375871	13751.620000395116	15089.000160473739	8846.603936779085	13565.304486157016	14351.213959012168	18090.715273356767	17174.107235846626	11193.716879015206	14768.674143810751	11344.668403972593	11257.564623759674	11391.397581259085	13374.430636682247	17107.183094740107	14275.191113011868	15190.014910824439	9977.83047273674	14288.549558797726	13815.401823964909	12754.451490025454	16056.40409790602	16944.127038980412	13634.72478148539	12881.116372441613	9476.521639214485	13930.976166418688	11021.3156261046	10988.034599649904	15177.137912622315	11359.50959820228	9853.575365367811	12432.060689359481	11022.341508874046	12610.280477584161	14432.185127613377	10890.050679016691	13545.213543651735	10633.046564945882	10529.35167532673	8930.21272722591	10562.04927724338	11660.395697338114	12046.823846205396	11470.926700339114	13156.015018586342	12866.733952346549	9874.885094200705	11925.190878316602	11389.689697569604	11569.438745049669	9434.496590124672	11821.095863889384	11204.28327651466	12918.26551676905	10705.804752122302	11212.522540510161	9754.184934451936	11734.584474475543	10822.155335884785	37781.166646397025	19255.53135006673	18121.09179689259	14920.544191708997	20783.964918365164	14548.123285508353	7989.914375178244	16136.710164685443	15783.972995467679	24288.992989870105	21388.60848340963	12536.96746686832	20306.825415123323	15523.215797289897	13442.46856785524	18533.735752758836	15015.785615325714	18607.50485450977	15804.51663009649	23486.835797008975	12993.99547586331	11386.82960211449	29864.65969871818	19717.8964086177	16942.090499387585
PWY-6387	16614.14377048325	14792.010514553469	17489.13029048431	16222.757832518308	15563.098204760006	14445.173453982317	16341.438957979482	17048.652691213563	15836.865960598467	17605.064525497924	19301.338283874073	15120.120753418087	16095.52712039918	25659.81506127763	22261.821083567043	14936.309136557005	16639.48632548583	15776.595790888168	15796.565496937577	13651.337965373894	16000.512832418046	19627.31827366273	19482.44108062641	18196.197200754814	17029.369481642967	19786.823252599374	15123.119118255097	15163.327159419478	15442.83881351286	16864.853385566643	16819.18944492696	15228.164990930607	13773.391270237142	15142.940874756301	19120.144535917225	18023.279368068663	16217.419196011528	18327.96747365928	20567.551277469163	16654.228486663	16794.690490852405	16194.932111756141	21355.63290762621	12639.40272866357	13705.50519942394	11373.709929684886	14447.830212030241	15520.811072698061	9541.810108707248	14286.937179474939	15270.148292998181	19165.579678842274	18184.808584709404	12161.384329917197	15941.239634234671	12696.399707577766	12207.193779862735	12390.777557640147	14441.602182057895	17902.44879013664	15603.508029083838	16689.567308383008	10854.170708430405	15752.264689243917	14317.416655815643	14244.438096064789	17263.776282146406	18452.757689537415	14469.17615521868	13687.558548746814	10149.398998700104	14653.933699379222	11633.146322001592	11943.942639085046	16063.133700644266	12589.654299030908	10690.748432339318	13205.447089740403	12169.073701756064	13671.331228262834	15146.397057398186	12106.741506526727	14269.439949819407	11330.539466171482	10999.020891961132	9517.982762128915	11341.11918397893	12805.550670688115	13042.044462106489	12474.676063264877	14518.2999913928	14418.576625056	10733.132559730746	12556.971974054333	11946.03116340664	12654.56177036176	10151.094249066124	12802.583692908156	12078.746694991265	14110.527349908554	11349.592837633187	11933.482862471623	10558.70321581454	12645.888536685765	11283.448137992009	41054.064762931186	20943.38821938342	20087.638245554066	16307.849854486543	22585.194533024904	16240.531198451372	8706.52325216072	18083.747282799595	16877.061235471272	26452.638430345265	22795.045959672276	13907.983693131404	21490.24793484761	17013.437559853457	14488.314178037312	20313.62711383799	16332.054076953149	20814.586975803166	16818.622806720752	26115.210081159887	14006.826143246733	12941.58557723716	32901.21817968334	22091.929625108205	17620.121348168643
PWY-6396	527.5540374104208	445.7793645646691	564.9434907353078	400.113903448785	592.4773749694649	738.8108889443047	429.55221096912385	556.0201352029893	1927.4915987717243	965.1428869884668	525.4290060851927	474.4763410967083	577.6169764943177	1302.871191415106	384.8349310337271	466.1007777627048	358.306425186132	1022.51099736343	431.6804903674501	282.10135348592314	374.96710510347924	914.2016402195479	872.0130006903877	603.8644863037329	470.5268399692882	818.8062672211856	417.74667095026984	218.4758387393358	255.19113640369656	513.7597018564899	566.4043527577037	468.4112735264709	593.8584074509146	344.8369199697047	1080.4513526182432	582.6480198197551	406.025433406063	410.5979945366486	292.60216663383886	880.1068348716367	504.7178077265192	265.9072311821086	529.7020186803254	204.37714523257344	384.7646535773976	170.3545944068091	666.8725908183471	179.03351198564116	231.5627918006788	507.5195212738215	282.11389468997464	820.8936782645047	467.49972155672805	199.05997552019582	635.6014005083871	295.128169890139	249.44158925077915	582.829614222793	224.92950970159572	556.4576093680237	682.372333554098	342.13311270079674	498.4809751822323	346.4852375941721	524.8581214698727	487.7831404924887	366.9842622418149	412.413655047373	701.823930514449	270.72155746874853	257.7023195307442	505.6434482077771	222.06582254011215	239.0472378180683	631.6902112846103	387.4607866744791	349.5012671790091	445.79868476880137	349.75733340399574	380.6652096066483	919.9294188263794	390.0909584788514	685.584513424962	243.2578020052565	142.21332987887817	550.7951819738776	219.71256023530884	250.63147598838893	683.3161014253799	686.1393964244276	357.938005873654	375.94615726950934	176.58597462722827	196.1007239443231	258.3247942821245	340.1862111755904	704.8471381101913	269.1788874613295	518.0958305453266	260.7720293240957	173.18732378482014	447.84231914558234	487.2370536292323	268.31096224416916	768.1146337850054	1413.6820036944966	717.9027713892652	875.5364762943472	903.842743665422	777.936279082176	538.1305699781611	331.74285714285713	597.0078597084301	823.213429460655	891.11424056299	1271.5138528072998	374.192808653181	1000.642960023704	696.1614645212592	701.5432776718105	511.75996377688216	584.5775800275179	652.1136594276436	539.5637487347791	1010.8518964888635	716.5975377094078	372.5862273952608	1858.0216745342677	663.5504382080278	1334.3866879183117
PWY-6467	15859.770000000008	13823.980000000003	17914.86	16036.340000000004	15284.060000000003	13151.08	15892.809999999998	16488.120000000003	9434.340000000002	16210.78	15724.480000000005	15285.220000000001	14429.46	20975.459999999995	18404.600000000002	18908.2	16309.069999999996	17375.76	17598.1	13495.009999999998	14734.95	15578.770000000004	16768.78	17484.830000000005	15107.04	15866.309999999996	13955.039999999997	15737.199999999999	11967.739999999996	14465.769999999999	14481.110000000006	15922.900000000001	13391.760000000002	11633.28	17025.580000000005	16237.239999999998	14607.02	14528.809999999996	17835.69	15836.860000000002	17109.769999999997	17117.879999999994	19668.28000000001	9777.42	11239.71	9875.449999999997	11783.910000000002	12369.360000000002	8260.07	11701.219999999998	12616.879999999997	16549.73	16367.530000000002	10089.6	14357.31	12466.419999999998	11113.139999999998	11277.260000000004	12463.130000000003	13803.640000000001	14437.050000000001	15797.520000000004	10040.140000000003	14512.050000000001	11462.579999999996	13526.450000000004	15525.12	17284.27	12138.01	10936.600000000002	9219.429999999998	12525.229999999998	8975.85	10987.750000000002	14208.020000000002	12267.33	9507.580000000002	11556.73	11211.840000000006	12478.89	12422.419999999996	11572.950000000003	11423.6	9512.570000000002	9218.220000000003	7476.780000000001	9188.829999999998	12083.879999999996	10988.339999999998	11116.86	13496.169999999998	14132.759999999998	9662.610000000002	9102.170000000004	9839.569999999998	10907.800000000001	8587.63	11901.88	10511.560000000001	12222.660000000002	9281.089999999998	9680.84	9451.699999999999	10484.069999999998	8036.009999999999	37178.549999999996	17606.83	19321.27	14001.090000000002	20166.609999999997	15287.990000000002	7662.839999999999	17198.869999999995	14804.380000000003	22721.760000000002	19338.689999999995	12301.289999999999	17131.559999999994	14890.459999999997	12639.789999999999	17945.000000000004	14800.490000000009	19838.059999999994	14163.349999999995	23720.260000000006	12502.41	13388.900000000001	30830.770000000004	22050.780000000002	11969.980000000001
PWY-6470	10818.340467342345	10008.34510924953	10697.3991435264	9967.89047921052	9863.044711128405	10103.56696921806	10787.85106762706	11137.555677814775	11847.200920149027	13032.9741309917	14888.802241301786	9330.543720858766	11823.887273861288	18251.212267432304	14005.38380773399	8386.608460306643	12448.54762486534	11056.415725945306	9839.808826610713	9246.287712442803	11677.848331705753	14851.61809610381	15113.435322706591	13052.304742667699	12743.431341554537	13300.711644758869	10316.193805405472	7947.501904419493	11509.726256723816	10271.109110200588	11020.35249197363	10041.325993612347	10413.771516378218	10141.736306996501	14410.375426195716	13686.37506934323	11153.829326261737	15118.123447425709	14419.262040140862	11190.13538653677	11721.60659628402	8276.563641277595	15997.289095122138	10072.926186852526	8207.083103328865	8206.833766937003	10152.66570925946	8726.95173121503	7001.501194299689	9694.417861726117	11133.356672346184	12411.93693441927	9590.578608155069	9054.416611854884	10753.46329815786	8208.896498138323	7244.18439252864	8402.19894572666	10515.006086901805	12957.22522343961	10472.17310283445	10704.161172429733	7366.979286902617	10381.323950876971	10634.125697882122	9650.147776390386	10022.152209574173	8693.5914888779	10231.422103620545	10358.209292920386	5545.190277718387	9080.247936723772	9415.690212864385	7101.1601243027135	10170.58072428629	7825.300191509266	7290.638019869384	8546.991597354141	8243.776272140696	8109.55103720175	11486.656734443453	8333.908138261935	10598.669599561737	8402.448862278754	6875.591062862689	7856.612047476463	8120.224776226592	6381.121297984074	10229.219142064037	9679.565519455797	10572.925988148845	8506.444696453538	6535.358095531634	10679.418420034623	7062.57661126543	10322.606389559383	7369.874969920831	6911.567398088642	7868.0126993712665	10908.380614019223	7784.816049755389	8750.960338559187	6979.768677074713	9662.996627234632	7308.381307494971	30258.540180943113	16760.868310063397	13735.211466899667	13189.414017436138	15218.993420068455	12564.589550425751	6978.840255090239	14129.915449813428	11513.747175330775	21120.812615590614	17185.131549932987	11226.83887567126	16408.600627332577	13630.488955046672	11115.931599909944	14660.446795416552	11872.661377894983	15604.41561512361	12804.377463337476	20465.43312208972	10229.44705996155	7680.680465955832	23966.333903280934	13936.468899457788	11303.627907115317
PWY-6471	17067.314641152414	15527.572186647782	18442.368730296672	16858.76658038195	15953.327697445655	14876.307318713294	17050.133547568585	17429.02444469884	14099.786996032592	18957.330082589207	20680.039375722026	15390.35543448067	16736.4130917456	28395.235386166172	24034.29893265331	15185.953587423402	17258.454638070838	17158.527696069814	16735.23034039763	13260.18393816296	16702.072364734624	21739.757955993788	20793.338568664185	18895.348525246834	17496.33035067505	22404.21346752885	16593.34673428986	16043.414293777258	13766.519555990353	18925.290363514017	18616.473220208125	16276.942673134425	13709.317721589854	11466.9590665802	20978.449583634363	19237.42200452659	17148.886825523878	19504.06756092123	21268.570045592947	17880.711348481953	17770.493964954334	14510.75855421506	22242.53602881936	13620.324012262197	15100.068423190865	12236.364069561265	15884.861336798107	16909.46881677255	9975.169524309718	15602.792722067288	16210.68873227879	21195.971897048286	20287.108023652352	12129.260507114705	17480.130066291113	13011.339882032797	12825.208113246546	13559.117067783374	15389.369336718864	19093.409233385883	16999.645165887432	17673.260776964114	11924.736621589296	16315.490377631713	16093.587905032424	14616.016689295233	18347.487555061925	19431.007240159077	15980.767116227404	14680.072005470183	10966.112083555037	16336.804498267837	12051.52455288349	12688.37012990001	17937.059911080072	12922.288285064353	11327.93195273443	14554.35598960901	12496.624730417749	14247.42023873898	16793.710136256344	12467.975801832094	15723.605325908013	11948.665394181495	11918.784234352926	10286.127907106867	11477.35313564223	13417.325439095355	14018.40770454586	13431.99864308487	15308.974250771733	14857.489431067042	11278.282163086367	13501.57843553549	12921.573891938591	13194.516035911514	10759.954635948738	13712.535486897608	12927.223176401623	14489.793805026546	12206.741994249493	12408.824268450515	11056.534487781106	13453.675153877659	9394.567223014725	44640.0180393999	21888.644049835126	21598.417713884774	16997.90527393195	24242.06934675096	16881.173767895303	9430.815575149401	18852.064695979312	18611.686924456448	27865.355926555756	25202.347843470605	13928.435222686136	23624.662677925775	17566.662835779258	15825.653472830954	20109.689744264844	17874.392226300883	21648.229055937143	18517.44493402002	26891.94220649367	15438.979075811212	13218.604906867671	35758.46403831599	22902.419685020603	13924.243476717385
