Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1121R_R_M_NS1_week9_S68_L001_R2_001	(1.0, 4.166302842815623)	(2.0, 0.8607032818990357)	(3.0, 0.5463594745967792)	(4.0, 0.3991667394314368)	(5.0, 0.3929297591278207)	(6.0, 0.32931256003093545)	(7.0, 0.41039330397794604)	(8.0, 0.16964586425836067)	(9.0, 0.25821098456971076)	('>10', 2.5259770229645615)	('>50', 0.37920840245986503)	('>100', 2.3176618808237803)	('>500', 1.8997842004814949)	('>1k', 26.134194868212607)	('>5k', 6.402883979692392)	('>10k+', 52.80726483465765)
1136R_0_F_S5_week5_S14_L001_R1_001	(1.0, 1.392651742002947)	(2.0, 0.5925503430137681)	(3.0, 0.4135177527449023)	(4.0, 0.31053440436015656)	(5.0, 0.3406372292726207)	(6.0, 0.23765388088787487)	(7.0, 0.1774482310629466)	(8.0, 0.22814772565235988)	(9.0, 0.12833309567945245)	('>10', 2.270386742082165)	('>50', 0.3453903068903782)	('>100', 1.4259232853272494)	('>500', 6.6051935294770034)	('>1k', 6.649555587242739)	('>5k', 22.046358350365196)	('>10k+', 56.835717793938244)
1136R_0_F_S5_week5_S14_L001_R2_001	(1.0, 4.732480948080549)	(2.0, 0.782673447724068)	(3.0, 0.5418508484243548)	(4.0, 0.43094570401001314)	(5.0, 0.38024620942059983)	(6.0, 0.4087646751271448)	(7.0, 0.24399131771155155)	(8.0, 0.24082259929971322)	(9.0, 0.2138884927990874)	('>10', 3.4649935833452163)	('>50', 0.7383113899583313)	('>100', 1.9249964351917868)	('>500', 5.263241282063469)	('>1k', 4.429868339749988)	('>5k', 23.02390798041732)	('>10k+', 53.17901674667681)
1151R_0_M_NS1_week5_S50_L001_R1_001	(1.0, 1.1840703802581163)	(2.0, 0.497973524407619)	(3.0, 0.39837881952609516)	(4.0, 0.24345372304372484)	(5.0, 0.24207046325370368)	(6.0, 0.22408808598342855)	(7.0, 0.19365637060296292)	(8.0, 0.11066078320169312)	(9.0, 0.07469602866114285)	('>10', 1.7871716487073437)	('>50', 0.2946343352745079)	('>100', 1.1245902092872062)	('>500', 1.0415946218859364)	('>1k', 21.566403386219964)	('>5k', 20.685266899976483)	('>10k+', 50.33129071971006)
1151R_0_M_NS1_week5_S50_L001_R2_001	(1.0, 4.4444137053379995)	(2.0, 0.7829250411519788)	(3.0, 0.5851188911789523)	(4.0, 0.5145726418878729)	(5.0, 0.34581494750529096)	(6.0, 0.34028190834520633)	(7.0, 0.35826428561548146)	(8.0, 0.2545198013638941)	(9.0, 0.17429073354266664)	('>10', 2.339092304925788)	('>50', 0.253136541573873)	('>100', 1.0415946218859364)	('>500', 0.9447664365844549)	('>1k', 21.03523162685184)	('>5k', 30.888191111172592)	('>10k+', 35.697785401076175)
1151R_0_M_NS1_week9_S71_L001_R1_001	(1.0, 1.3202841506802359)	(2.0, 0.6382752384667211)	(3.0, 0.43615474628559264)	(4.0, 0.3404134605155846)	(5.0, 0.19502854508705367)	(6.0, 0.2269423070103897)	(7.0, 0.2233963334633524)	(8.0, 0.1796626597165585)	(9.0, 0.15956880961668027)	('>10', 1.882911953476827)	('>50', 0.1867546068106332)	('>100', 0.9538668841530442)	('>500', 2.1394040400458616)	('>1k', 21.97676205335508)	('>5k', 6.398118270037706)	('>10k+', 62.74245594127868)
1151R_0_M_NS1_week9_S71_L001_R2_001	(1.0, 4.288264009550489)	(2.0, 0.874673474935877)	(3.0, 0.606361476543385)	(4.0, 0.477524437667695)	(5.0, 0.29549779558644496)	(6.0, 0.3404134605155846)	(7.0, 0.2233963334633524)	(8.0, 0.26476602484545464)	(9.0, 0.1808446508989043)	('>10', 2.30488280557427)	('>50', 0.4515206316560878)	('>100', 1.4077514981738237)	('>500', 2.0152949658995545)	('>1k', 27.677505525808776)	('>5k', 17.158965994113686)	('>10k+', 41.432336914766616)
1151R_NS1_week21_S36_L001_R1_001	(1.0, 1.2217503574553448)	(2.0, 0.5143088840991059)	(3.0, 0.4257453210695918)	(4.0, 0.2774280287671525)	(5.0, 0.2720928743677842)	(6.0, 0.22407648477346934)	(7.0, 0.12697667470496596)	(8.0, 0.17926118781877548)	(9.0, 0.14404916878294458)	('>10', 1.9718730660065302)	('>50', 0.12377558206534497)	('>100', 0.9283168654900873)	('>500', 1.6282891226872105)	('>1k', 19.777417358458354)	('>5k', 8.387929746686869)	('>10k+', 63.79670927676647)
1151R_NS1_week21_S36_L001_R2_001	(1.0, 3.4763866066283953)	(2.0, 0.7426534923920698)	(3.0, 0.5537890266544314)	(4.0, 0.44388484602744405)	(5.0, 0.42147719755009705)	(6.0, 0.2368808553319533)	(7.0, 0.3435839433193197)	(8.0, 0.23901491709170064)	(9.0, 0.2688917817281632)	('>10', 2.5331313088200775)	('>50', 0.21980836125397468)	('>100', 1.1363878870654516)	('>500', 1.5546639919759278)	('>1k', 15.475148850807743)	('>5k', 20.17221878401161)	('>10k+', 52.182078149341635)
1151R_R_M_NS1_diabetes_S24_L001_R1_001	(1.0, 1.248163794125966)	(2.0, 0.5237178492896962)	(3.0, 0.4270034032536199)	(4.0, 0.28831853723962375)	(5.0, 0.19616609337506047)	(6.0, 0.15328327296283792)	(7.0, 0.21076450032390215)	(8.0, 0.21167690075820475)	(9.0, 0.13138566253957537)	('>10', 2.134104615833797)	('>50', 0.2062024981523891)	('>100', 1.763670039506939)	('>500', 1.5373947317998924)	('>1k', 15.138548005948852)	('>5k', 13.451519602923332)	('>10k+', 62.378080491966315)
1151R_R_M_NS1_diabetes_S24_L001_R2_001	(1.0, 4.280982837747831)	(2.0, 0.7956131787118731)	(3.0, 0.5501774618844718)	(4.0, 0.4197041997791991)	(5.0, 0.37408417806406874)	(6.0, 0.350361766772201)	(7.0, 0.24908531856461164)	(8.0, 0.18248008686052136)	(9.0, 0.19707849380936307)	('>10', 2.9780750175637083)	('>50', 0.49178383408910503)	('>100', 2.2417678670815047)	('>500', 1.4580158940155656)	('>1k', 14.357533234185821)	('>5k', 19.85930785303054)	('>10k+', 51.21394877783961)
1184R_0_M_NS6_week5_S4_L001_R1_001	(1.0, 1.9359504827261411)	(2.0, 0.7905271302183201)	(3.0, 0.5600968816227672)	(4.0, 0.4104013186665321)	(5.0, 0.3111649342348706)	(6.0, 0.31284690685235644)	(7.0, 0.32966663302721433)	(8.0, 0.17492515221852187)	(9.0, 0.19679079624583712)	('>10', 1.589464123524069)	('>50', 0.4860900864533926)	('>100', 2.0755542099774615)	('>500', 1.34557809398863)	('>1k', 35.87647593097184)	('>5k', 25.3019140848387)	('>10k+', 28.302553234433343)
1184R_0_M_NS6_week5_S4_L001_R2_001	(1.0, 5.133380428566623)	(2.0, 0.9385407205570693)	(3.0, 0.7467958421636895)	(4.0, 0.6526053755844855)	(5.0, 0.47936219598344937)	(6.0, 0.5045917852457362)	(7.0, 0.35321424967201537)	(8.0, 0.43058499007636153)	(9.0, 0.15137753557372086)	('>10', 2.095737881387291)	('>50', 0.20351868671578027)	('>100', 2.3598075823325595)	('>500', 0.0)	('>1k', 23.865509469505835)	('>5k', 62.08497325663538)	('>10k+', 0.0)
1186R_0_M_NS6_week5_S5_L001_R1_001	(1.0, 1.6316456997909026)	(2.0, 0.6615706303774038)	(3.0, 0.48332362115654887)	(4.0, 0.3016487848352929)	(5.0, 0.2999348712850924)	(6.0, 0.308504439036095)	(7.0, 0.21595310732526654)	(8.0, 0.20566962602406336)	(9.0, 0.1542522195180475)	('>10', 1.8921605594213828)	('>50', 0.30679052548589447)	('>100', 1.7670448702567443)	('>500', 3.786035032392966)	('>1k', 25.670997154903507)	('>5k', 23.041853768895898)	('>10k+', 39.272615089294895)
1186R_0_M_NS6_week5_S5_L001_R2_001	(1.0, 5.152024131902786)	(2.0, 0.925513317108285)	(3.0, 0.8072532821444486)	(4.0, 0.6238645322729922)	(5.0, 0.5741610393171768)	(6.0, 0.45247317725293934)	(7.0, 0.3359270558393035)	(8.0, 0.3016487848352929)	(9.0, 0.18510266342165702)	('>10', 2.018990162136222)	('>50', 0.279367908682686)	('>100', 1.8116066225619578)	('>500', 0.0)	('>1k', 17.684160010969048)	('>5k', 68.8479073115552)	('>10k+', 0.0)
1186R_RR_M_NS6_week5_S6_L001_R1_001	(1.0, 1.5482394048013495)	(2.0, 0.7078526461640411)	(3.0, 0.37952950390071993)	(4.0, 0.4216994487785777)	(5.0, 0.30121389198469833)	(6.0, 0.22591041898852374)	(7.0, 0.15813729329196663)	(8.0, 0.12048555679387933)	(9.0, 0.12199162625380283)	('>10', 1.8434290189463538)	('>50', 0.5617639085514624)	('>100', 1.0632850387059851)	('>500', 1.9006596584234463)	('>1k', 27.076116750504532)	('>5k', 22.88321937407753)	('>10k+', 40.68646645983313)
1186R_RR_M_NS6_week5_S6_L001_R2_001	(1.0, 5.114611885900178)	(2.0, 0.9397873429922589)	(3.0, 0.7861682580800626)	(4.0, 0.5241121720533751)	(5.0, 0.4894725744751348)	(6.0, 0.43374800445796563)	(7.0, 0.32681707280339767)	(8.0, 0.26506822494653454)	(9.0, 0.3117563782041628)	('>10', 2.5678484291695534)	('>50', 0.3132624476640863)	('>100', 1.1084671225036897)	('>500', 0.9247266483930239)	('>1k', 21.663303111539502)	('>5k', 43.130817193288955)	('>10k+', 21.100033133528118)
1193R_0_F_NS1_week5_S51_L001_R1_001	(1.0, 1.3732865795345872)	(2.0, 0.5278928912974179)	(3.0, 0.409308256295824)	(4.0, 0.31622569333758366)	(5.0, 0.24864520242269686)	(6.0, 0.20656678355116354)	(7.0, 0.30347465731590695)	(8.0, 0.2142174051641696)	(9.0, 0.1606630538731272)	('>10', 1.614281160344278)	('>50', 0.07395600892572522)	('>100', 1.018807778131973)	('>500', 3.2387631495058975)	('>1k', 23.209435766656043)	('>5k', 10.800127510360216)	('>10k+', 56.284348103283385)
1193R_0_F_NS1_week5_S51_L001_R2_001	(1.0, 4.529167994899586)	(2.0, 0.8823716927000319)	(3.0, 0.5508447561364361)	(4.0, 0.4335352247370099)	(5.0, 0.42078418871533313)	(6.0, 0.3289767293592605)	(7.0, 0.36595473382212307)	(8.0, 0.224418233981511)	(9.0, 0.26394644564870895)	('>10', 2.564233343959197)	('>50', 0.18361491871214536)	('>100', 0.9550525980235894)	('>500', 2.8447561364360854)	('>1k', 22.620337902454573)	('>5k', 19.366273509722664)	('>10k+', 43.46573159069174)
1193R_0_F_NS1_week9_S72_L001_R1_001	(1.0, 1.4483239100726173)	(2.0, 0.5627160427664192)	(3.0, 0.4823280366569308)	(4.0, 0.31619282403065463)	(5.0, 0.3148530239288298)	(6.0, 0.3215520244379539)	(7.0, 0.17819341354269944)	(8.0, 0.2036496154773708)	(9.0, 0.18087301374634904)	('>10', 1.428226908545245)	('>50', 0.1902516144591227)	('>100', 2.790803612101074)	('>500', 2.6018917977437765)	('>1k', 18.963530641228328)	('>5k', 8.333556633350305)	('>10k+', 61.68305688791232)
1193R_0_F_NS1_week9_S72_L001_R2_001	(1.0, 4.153380315656904)	(2.0, 0.8038800610948846)	(3.0, 0.7074144537634985)	(4.0, 0.49304643747152926)	(5.0, 0.35504702698357404)	(6.0, 0.4099788311583912)	(7.0, 0.2907366220959833)	(8.0, 0.28939682199415845)	(9.0, 0.2049894155791956)	('>10', 2.2575631715748012)	('>50', 0.34968782657627484)	('>100', 2.772046410675527)	('>500', 1.2178782925587501)	('>1k', 21.387229025429406)	('>5k', 14.700286717221791)	('>10k+', 49.60743857016533)
1193R_L_F_NS1_diabetes_S25_L001_R1_001	(1.0, 1.5502828675166767)	(2.0, 0.6957696529595542)	(3.0, 0.3799712910580089)	(4.0, 0.3309972135438656)	(5.0, 0.3461960651861859)	(6.0, 0.28371189732331337)	(7.0, 0.1654986067719328)	(8.0, 0.10808072278983365)	(9.0, 0.12159081313856286)	('>10', 1.5587266739846322)	('>50', 0.16887612935911508)	('>100', 2.2781389850544627)	('>500', 5.2672464747108)	('>1k', 21.828928480959217)	('>5k', 13.878240310732078)	('>10k+', 51.037743814911764)
1193R_L_F_NS1_diabetes_S25_L001_R2_001	(1.0, 6.030566579414)	(2.0, 0.996369163218779)	(3.0, 0.7498100143544709)	(4.0, 0.5471586591235329)	(5.0, 0.47285316220552226)	(6.0, 0.33437473613104784)	(7.0, 0.2955332263784514)	(8.0, 0.29722198767204255)	(9.0, 0.25838047791944607)	('>10', 2.2359199527146836)	('>50', 0.24993667145149032)	('>100', 3.2002026513552306)	('>500', 2.561850882377776)	('>1k', 30.764164485349998)	('>5k', 12.819386979650426)	('>10k+', 38.186270370683104)
1193R_L_F_NS1_week5_S52_L001_R1_001	(1.0, 1.3720598717034924)	(2.0, 0.5956623561755422)	(3.0, 0.3818348437022706)	(4.0, 0.3156501374605437)	(5.0, 0.2672843905915895)	(6.0, 0.1909174218511353)	(7.0, 0.15146115466856735)	(8.0, 0.15273393748090827)	(9.0, 0.12600549842174932)	('>10', 1.8977191732002852)	('>50', 0.4531106811933612)	('>100', 1.5273393748090824)	('>500', 1.1213216576723348)	('>1k', 20.232155584970982)	('>5k', 11.448681397006414)	('>10k+', 59.76606251909175)
1193R_L_F_NS1_week5_S52_L001_R2_001	(1.0, 4.699114143162611)	(2.0, 0.7560329905304959)	(3.0, 0.546023826494247)	(4.0, 0.4887485999389064)	(5.0, 0.3627431015171571)	(6.0, 0.3741981468282253)	(7.0, 0.38310762651461155)	(8.0, 0.234192037470726)	(9.0, 0.2749210874656349)	('>10', 2.330465329396192)	('>50', 0.49638529681295185)	('>100', 1.405152224824356)	('>500', 0.8947663170756542)	('>1k', 19.943233886569594)	('>5k', 21.28729253640159)	('>10k+', 45.52362284899705)
1193R_L_F_NS1_week9_S73_L001_R1_001	(1.0, 1.4303820387470578)	(2.0, 0.6518196632265073)	(3.0, 0.5522361035669021)	(4.0, 0.38626350413422655)	(5.0, 0.3621220351258374)	(6.0, 0.3078037298569618)	(7.0, 0.26404731727925645)	(8.0, 0.24141469008389158)	(9.0, 0.16295491580662683)	('>10', 1.487718027641982)	('>50', 0.46774096203754)	('>100', 1.7004647232784116)	('>500', 2.2315770414629728)	('>1k', 16.437322711086967)	('>5k', 31.17568954070855)	('>10k+', 42.140442995956306)
1193R_L_F_NS1_week9_S73_L001_R2_001	(1.0, 4.900718208703)	(2.0, 0.9716941275876637)	(3.0, 0.6608727141046533)	(4.0, 0.5371476854366588)	(5.0, 0.49037358923290486)	(6.0, 0.43454644215100485)	(7.0, 0.327418673426278)	(8.0, 0.26555615909228075)	(9.0, 0.23085279739272135)	('>10', 2.1682056853159515)	('>50', 0.6261693524050939)	('>100', 2.620858229223248)	('>500', 1.3655018407870119)	('>1k', 32.162472086426455)	('>5k', 36.328384332186616)	('>10k+', 15.909228076528455)
1193R_NS1_week24_S38_L001_R1_001	(1.0, 1.3620936048588783)	(2.0, 0.5746099797546743)	(3.0, 0.40192926045016075)	(4.0, 0.3334524234845778)	(5.0, 0.334941050375134)	(6.0, 0.17863522686673813)	(7.0, 0.1667262117422889)	(8.0, 0.19054424199118733)	(9.0, 0.14737406216505897)	('>10', 1.7416934619506965)	('>50', 0.14737406216505897)	('>100', 1.6910801476717876)	('>500', 5.894962486602358)	('>1k', 13.597118018339883)	('>5k', 21.515124449208052)	('>10k+', 51.722341312373466)
1193R_NS1_week24_S38_L001_R2_001	(1.0, 3.996963201143265)	(2.0, 0.9437894486125997)	(3.0, 0.6386209360485888)	(4.0, 0.4763606049779683)	(5.0, 0.38704299154459926)	(6.0, 0.3126116470167917)	(7.0, 0.32303203525068475)	(8.0, 0.23818030248898414)	(9.0, 0.17416934619506969)	('>10', 2.020066690484697)	('>50', 0.4063951411218293)	('>100', 1.8965106585685363)	('>500', 4.116053352387757)	('>1k', 30.314397999285458)	('>5k', 12.955519828510182)	('>10k+', 40.80028581636299)
184R_0_M_NS6_week5_S7_L001_R1_001	(1.0, 1.6716057707664187)	(2.0, 0.8020868454208294)	(3.0, 0.4897698436640463)	(4.0, 0.39749436587226944)	(5.0, 0.3105424733377105)	(6.0, 0.31941511543307366)	(7.0, 0.1863254840026263)	(8.0, 0.2981207744042021)	(9.0, 0.1916490692598442)	('>10', 1.7656557769772683)	('>50', 0.10469717672528525)	('>100', 3.0007275566518197)	('>500', 2.1791208986211914)	('>1k', 35.676893865455256)	('>5k', 0.0)	('>10k+', 52.60589498340816)
184R_0_M_NS6_week5_S7_L001_R2_001	(1.0, 5.062729579614218)	(2.0, 1.0185793125476905)	(3.0, 0.6601245718950188)	(4.0, 0.553652866750661)	(5.0, 0.49686795734033684)	(6.0, 0.3832981385196884)	(7.0, 0.2732773765371852)	(8.0, 0.22713963764129683)	(9.0, 0.2555320923464589)	('>10', 2.074423721895906)	('>50', 0.5980160772274767)	('>100', 2.7221265948574165)	('>500', 0.0)	('>1k', 23.274714744556636)	('>5k', 44.279807641119376)	('>10k+', 18.11970968715064)
2402R_0_F_S5_week5_S15_L001_R1_001	(1.0, 1.2887686977097947)	(2.0, 0.41691315248316857)	(3.0, 0.3549395757626975)	(4.0, 0.2140905377616271)	(5.0, 0.1760612975013381)	(6.0, 0.15211696104115607)	(7.0, 0.20704808586157358)	(8.0, 0.123947153440942)	(9.0, 0.1901462013014451)	('>10', 2.3338685596777378)	('>50', 0.44367446970337193)	('>100', 1.5690582833319249)	('>500', 2.0859742527958534)	('>1k', 16.283557283303754)	('>5k', 0.0)	('>10k+', 74.15983548832361)
2402R_0_F_S5_week5_S15_L001_R2_001	(1.0, 4.083213611651033)	(2.0, 0.7042451900053524)	(3.0, 0.3422631623426012)	(4.0, 0.3605735372827404)	(5.0, 0.28874052790219445)	(6.0, 0.2450773261218626)	(7.0, 0.20704808586157358)	(8.0, 0.23662638384179835)	(9.0, 0.17746978788134876)	('>10', 3.107129778303614)	('>50', 0.8521366799064763)	('>100', 2.574720414659568)	('>500', 1.8606157919941406)	('>1k', 15.286346094256176)	('>5k', 0.0)	('>10k+', 69.67379362798953)
2402R_R_F_S5_week5_S16_L001_R1_001	(1.0, 1.4590683489804461)	(2.0, 0.5740596782873886)	(3.0, 0.4170902350056808)	(4.0, 0.2989894157746816)	(5.0, 0.21676732643664412)	(6.0, 0.19733301441128984)	(7.0, 0.25115110925073253)	(8.0, 0.14351491957184714)	(9.0, 0.12109071338874604)	('>10', 1.9673503557974048)	('>50', 0.20331280272678345)	('>100', 2.0151886623213535)	('>500', 2.181127788076302)	('>1k', 22.19697422711236)	('>5k', 7.769239968905101)	('>10k+', 59.98774143395323)
2402R_R_F_S5_week5_S16_L001_R2_001	(1.0, 3.9347007115948096)	(2.0, 0.7564432219099444)	(3.0, 0.48884769479160434)	(4.0, 0.38868624050708606)	(5.0, 0.3214136219577827)	(6.0, 0.3318782515098965)	(7.0, 0.2825449979070741)	(8.0, 0.3229085690366561)	(9.0, 0.2825449979070741)	('>10', 2.9599952161693475)	('>50', 0.8296956287747413)	('>100', 3.0437122525862583)	('>500', 1.363391735932548)	('>1k', 9.55420678107995)	('>5k', 18.993302637086646)	('>10k+', 56.14572744124858)
2403R_0_F_NS6_week5_S8_L001_R1_001	(1.0, 1.4839100641732834)	(2.0, 0.6153176810603354)	(3.0, 0.4055502897897665)	(4.0, 0.4102117873735569)	(5.0, 0.2641515297481238)	(6.0, 0.2610438646922634)	(7.0, 0.18490607082368662)	(8.0, 0.12430660223441117)	(9.0, 0.15382942026508384)	('>10', 1.968705812887487)	('>50', 0.6541634942585888)	('>100', 1.4357412558074492)	('>500', 0.8732538806967385)	('>1k', 23.495501654831642)	('>5k', 12.850195005982254)	('>10k+', 54.81921158537533)
2403R_0_F_NS6_week5_S8_L001_R2_001	(1.0, 4.893018630452009)	(2.0, 0.9136535264229221)	(3.0, 0.6059946858927545)	(4.0, 0.5158723992728064)	(5.0, 0.411765619901487)	(6.0, 0.400888792205976)	(7.0, 0.3806889693428842)	(8.0, 0.2859051851391457)	(9.0, 0.2657053622760539)	('>10', 2.7192069238777443)	('>50', 0.7085476327361437)	('>100', 1.4916792268129342)	('>500', 0.0)	('>1k', 13.185822832015164)	('>5k', 33.884425936572555)	('>10k+', 39.336824277079415)
2433R_0_F_S5_week5_S17_L001_R1_001	(1.0, 1.1522055502584434)	(2.0, 0.45566317057259)	(3.0, 0.3492748532142319)	(4.0, 0.24489386259848445)	(5.0, 0.23084257540021075)	(6.0, 0.21076930797410548)	(7.0, 0.21076930797410548)	(8.0, 0.15255683243840015)	(9.0, 0.1987253475184423)	('>10', 2.3806895167360866)	('>50', 0.2910623776785266)	('>100', 1.6429969388267174)	('>500', 0.6062126762683796)	('>1k', 8.858332915140261)	('>5k', 16.511266121342903)	('>10k+', 66.50373864605811)
2433R_0_F_S5_week5_S17_L001_R2_001	(1.0, 4.44622873488232)	(2.0, 0.7246449540824007)	(3.0, 0.4516485170873689)	(4.0, 0.43759722988909516)	(5.0, 0.3362272293872635)	(6.0, 0.319164952075074)	(7.0, 0.2388718823706529)	(8.0, 0.23284990214282128)	(9.0, 0.18065940683494755)	('>10', 3.6292467506398354)	('>50', 0.8942640638329904)	('>100', 1.6520299091684647)	('>500', 2.0795905053445076)	('>1k', 10.363827972098157)	('>5k', 9.306970442113716)	('>10k+', 64.70617754805038)
2475R_0_M_S5_week5_S18_L001_R1_001	(1.0, 1.1335555301504665)	(2.0, 0.385180234449887)	(3.0, 0.3403304811235303)	(4.0, 0.2884454723734314)	(5.0, 0.3077924247887225)	(6.0, 0.17939901330542682)	(7.0, 0.16005206089013568)	(8.0, 0.18995189644104016)	(9.0, 0.1345492599790701)	('>10', 2.140476462673573)	('>50', 0.4880708450221171)	('>100', 1.3340603097271202)	('>500', 0.6885756245987705)	('>1k', 10.052500593599676)	('>5k', 7.2867658051410125)	('>10k+', 74.89029398573602)
2475R_0_M_S5_week5_S18_L001_R2_001	(1.0, 4.10507153975359)	(2.0, 0.6665904513995761)	(3.0, 0.4880708450221171)	(4.0, 0.3728685374583381)	(5.0, 0.29020428622936695)	(6.0, 0.2690985199581402)	(7.0, 0.16005206089013568)	(8.0, 0.21105766271226684)	(9.0, 0.17412257173762016)	('>10', 3.4991601663837906)	('>50', 0.8284013261456474)	('>100', 2.079797384643796)	('>500', 1.7860754707025583)	('>1k', 6.621934167597372)	('>5k', 4.763747328801457)	('>10k+', 73.68374768056422)
2475R_RL_M_S5_week5_S19_L001_R1_001	(1.0, 1.0672210672210671)	(2.0, 0.45218295218295224)	(3.0, 0.35343035343035345)	(4.0, 0.30838530838530837)	(5.0, 0.22955647955647954)	(6.0, 0.2130977130977131)	(7.0, 0.13946638946638945)	(8.0, 0.18711018711018712)	(9.0, 0.2104989604989605)	('>10', 2.26004851004851)	('>50', 0.21569646569646572)	('>100', 1.327962577962578)	('>500', 1.3175675675675675)	('>1k', 5.008662508662509)	('>5k', 12.77027027027027)	('>10k+', 73.93884268884268)
2475R_RL_M_S5_week5_S19_L001_R2_001	(1.0, 4.037595287595288)	(2.0, 0.6392931392931394)	(3.0, 0.45997920997921)	(4.0, 0.37075537075537074)	(5.0, 0.2685377685377685)	(6.0, 0.29625779625779625)	(7.0, 0.15765765765765766)	(8.0, 0.16632016632016633)	(9.0, 0.2338877338877339)	('>10', 3.653846153846154)	('>50', 0.5067567567567568)	('>100', 1.5168052668052667)	('>500', 1.7602217602217602)	('>1k', 3.2657657657657655)	('>5k', 18.240644490644492)	('>10k+', 64.42567567567568)
2476R_R_F_NS6_week5_S9_L001_R1_001	(1.0, 1.5517627129478697)	(2.0, 0.6392431361268258)	(3.0, 0.546552881388436)	(4.0, 0.38993831303736376)	(5.0, 0.2876594112570716)	(6.0, 0.1438297056285358)	(7.0, 0.1901748329977307)	(8.0, 0.24291239172819384)	(9.0, 0.2301275290056573)	('>10', 1.4878383993351871)	('>50', 0.47623613641448526)	('>100', 0.8965384984178734)	('>500', 3.4758845526896156)	('>1k', 21.071051874580498)	('>5k', 31.49071499344776)	('>10k+', 36.8795346309969)
2476R_R_F_NS6_week5_S9_L001_R2_001	(1.0, 4.763959471985169)	(2.0, 0.9396874101064341)	(3.0, 0.8294179691245565)	(4.0, 0.6008885479592163)	(5.0, 0.3435931856681689)	(6.0, 0.34519129350848593)	(7.0, 0.23492185252660852)	(8.0, 0.2173426662831208)	(9.0, 0.273276440694218)	('>10', 2.4035541918368653)	('>50', 0.5721226068335091)	('>100', 1.652443506887845)	('>500', 1.1042925176590916)	('>1k', 27.87579505865056)	('>5k', 37.742512864768116)	('>10k+', 20.10100041550804)
2518R_0_M_S5_week5_S20_L001_R1_001	(1.0, 1.3340496015757901)	(2.0, 0.5602240896358543)	(3.0, 0.3913894324853229)	(4.0, 0.2916234987145543)	(5.0, 0.24941483442692144)	(6.0, 0.2072061701392886)	(7.0, 0.23278717879846003)	(8.0, 0.17395085888236572)	(9.0, 0.19569471624266144)	('>10', 2.280546921965133)	('>50', 0.3287159612703529)	('>100', 0.9746364299144316)	('>500', 1.734392387091823)	('>1k', 13.21514907332796)	('>5k', 18.96192266861082)	('>10k+', 58.86829617691826)
2518R_0_M_S5_week5_S20_L001_R2_001	(1.0, 4.667255029865828)	(2.0, 0.7341749485182201)	(3.0, 0.5065039714515943)	(4.0, 0.4041799368149086)	(5.0, 0.3645293733931929)	(6.0, 0.3069721039100572)	(7.0, 0.25964723789059)	(8.0, 0.21488047273704003)	(9.0, 0.19569471624266144)	('>10', 3.449599017689268)	('>50', 0.7891741171354386)	('>100', 2.2255477533479144)	('>500', 0.955450673420053)	('>1k', 8.912423416855326)	('>5k', 21.30258496092501)	('>10k+', 54.7113822698029)
2529R_0_F_NS1_week5_S53_L001_R1_001	(1.0, 1.2795009122476604)	(2.0, 0.5202754399387911)	(3.0, 0.2860337825907834)	(4.0, 0.32958625154493554)	(5.0, 0.18244953210523218)	(6.0, 0.2895650638573362)	(7.0, 0.1400741569065976)	(8.0, 0.10358425048555117)	(9.0, 0.1695015007945383)	('>10', 1.972809134247543)	('>50', 0.6097345653581308)	('>100', 0.6685892531340121)	('>500', 2.8944735448178447)	('>1k', 17.90712730268966)	('>5k', 9.288446824789595)	('>10k+', 63.35824848449179)
2529R_0_F_NS1_week5_S53_L001_R2_001	(1.0, 4.560061208875287)	(2.0, 0.8169030663292332)	(3.0, 0.62503678417986)	(4.0, 0.4661291271849803)	(5.0, 0.42375375198634574)	(6.0, 0.34606556412218237)	(7.0, 0.26366900123594844)	(8.0, 0.14125125066211525)	(9.0, 0.3072214701901006)	('>10', 2.606085574716026)	('>50', 0.6050261903360603)	('>100', 0.8133717850626802)	('>500', 2.666117356247425)	('>1k', 17.55870755105644)	('>5k', 19.19486787122594)	('>10k+', 48.60573244658937)
2529R_0_F_NS1_week9_S74_L001_R1_001	(1.0, 1.2867355043685464)	(2.0, 0.5242255758538522)	(3.0, 0.4964257347100874)	(4.0, 0.3283028858882711)	(5.0, 0.2713794016415144)	(6.0, 0.22239872915011916)	(7.0, 0.20386550172094256)	(8.0, 0.18003706645485837)	(9.0, 0.21445591739475775)	('>10', 1.8440561292030713)	('>50', 0.19724649192480806)	('>100', 0.7678051363516017)	('>500', 3.312152501985703)	('>1k', 16.415144294413555)	('>5k', 21.57664813343924)	('>10k+', 52.15912099549907)
2529R_0_F_NS1_week9_S74_L001_R2_001	(1.0, 4.50886947312682)	(2.0, 0.8816521048451151)	(3.0, 0.607625099285147)	(4.0, 0.46068308181096107)	(5.0, 0.3839025681758009)	(6.0, 0.3415409054805401)	(7.0, 0.2779984114376489)	(8.0, 0.34948371723590155)	(9.0, 0.20254169976171563)	('>10', 2.507280910775748)	('>50', 0.2859412231930103)	('>100', 1.1980407731003442)	('>500', 3.075191951284088)	('>1k', 23.563674874238814)	('>5k', 33.4299708763569)	('>10k+', 27.925602329891447)
