Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
2475R_RL_M_S5_week5_S19_L001_R1_001	2475R_RL_M_S5_week5_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115440.0	0.0	52-301	50.0	1.7801455301455302	279.5149341649342	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2475R_RL_M_S5_week5_S19_L001_R2_001	2475R_RL_M_S5_week5_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115440.0	0.0	50-301	53.0	4.986139986139986	268.0132969507969	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2476R_R_F_NS6_week5_S9_L001_R1_001	2476R_R_F_NS6_week5_S9_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62574.0	0.0	67-301	48.0	2.4355163486432065	280.02892575190975	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2476R_R_F_NS6_week5_S9_L001_R2_001	2476R_R_F_NS6_week5_S9_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62574.0	0.0	50-301	50.0	6.052034391280723	271.0414389362994	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2518R_0_M_S5_week5_S20_L001_R1_001	2518R_0_M_S5_week5_S20_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78183.0	0.0	54-301	50.0	2.1334561221748976	279.12920967473747	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2518R_0_M_S5_week5_S20_L001_R2_001	2518R_0_M_S5_week5_S20_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78183.0	0.0	50-301	53.0	5.737820242252152	267.13528516429403	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_0_F_NS1_week5_S53_L001_R1_001	2529R_0_F_NS1_week5_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84955.0	0.0	51-301	49.0	1.9869342593137544	279.4561826849509	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_0_F_NS1_week5_S53_L001_R2_001	2529R_0_F_NS1_week5_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84955.0	0.0	50-301	51.0	5.69948796421635	268.86492849155434	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_0_F_NS1_week9_S74_L001_R1_001	2529R_0_F_NS1_week9_S74_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75540.0	0.0	51-301	49.0	2.092930897537728	279.6583399523431	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_0_F_NS1_week9_S74_L001_R2_001	2529R_0_F_NS1_week9_S74_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75540.0	0.0	50-301	52.0	5.684405612920306	268.14524755096636	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_diabetes_S26_L001_R1_001	2529R_L_F_NS1_diabetes_S26_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63269.0	0.0	53-301	49.0	2.367668210339977	279.5989663184182	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_diabetes_S26_L001_R2_001	2529R_L_F_NS1_diabetes_S26_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63269.0	0.0	50-301	52.0	6.962335424931641	266.9315778659375	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_week5_S54_L001_R1_001	2529R_L_F_NS1_week5_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72319.0	0.0	68-301	49.0	2.1031817364731262	279.68620970975815	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_week5_S54_L001_R2_001	2529R_L_F_NS1_week5_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72319.0	0.0	50-301	51.0	6.063413487465258	268.88401388293534	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_week9_S75_L001_R1_001	2529R_L_F_NS1_week9_S75_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70852.0	0.0	51-301	49.0	2.249760063230396	279.7652712696889	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_L_F_NS1_week9_S75_L001_R2_001	2529R_L_F_NS1_week9_S75_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70852.0	0.0	50-301	52.0	5.88833060464066	268.6492406706938	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_NS1_week22_S37_L001_R1_001	2529R_NS1_week22_S37_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76296.0	0.0	54-301	49.0	2.1311733249449514	279.83543042885606	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_NS1_week22_S37_L001_R2_001	2529R_NS1_week22_S37_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76296.0	0.0	50-301	51.0	4.94128132536437	269.9159195763867	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_RL_F_NS1_week5_S55_L001_R1_001	2529R_RL_F_NS1_week5_S55_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80665.0	0.0	54-301	49.0	2.035579247505114	279.86721626479886	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_RL_F_NS1_week5_S55_L001_R2_001	2529R_RL_F_NS1_week5_S55_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80665.0	0.0	50-301	51.0	5.661687224942664	269.27045186884027	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_RL_F_NS1_week9_S76_L001_R1_001	2529R_RL_F_NS1_week9_S76_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72142.0	0.0	51-301	49.0	2.460425272379474	279.3479249258407	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2529R_RL_F_NS1_week9_S76_L001_R2_001	2529R_RL_F_NS1_week9_S76_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72142.0	0.0	50-301	52.0	5.916109894374983	268.4202822211749	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2562R_0_F_NS6_week5_S10_L001_R1_001	2562R_0_F_NS6_week5_S10_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64073.0	0.0	67-301	49.0	2.420676415963042	280.0250183384577	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2562R_0_F_NS6_week5_S10_L001_R2_001	2562R_0_F_NS6_week5_S10_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64073.0	0.0	50-301	51.0	5.685702245875798	270.44986187629735	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2562R_RL_F_NS6_week5_S11_L001_R1_001	2562R_RL_F_NS6_week5_S11_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56522.0	0.0	58-301	48.0	2.383142847033014	280.1976044725947	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2562R_RL_F_NS6_week5_S11_L001_R2_001	2562R_RL_F_NS6_week5_S11_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56522.0	0.0	50-301	51.0	5.74643501645377	270.6730122784049	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_0_M_NS1_week5_S56_L001_R1_001	3861R_0_M_NS1_week5_S56_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76293.0	0.0	63-301	49.0	2.1876187854717997	279.9393784488747	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_0_M_NS1_week5_S56_L001_R2_001	3861R_0_M_NS1_week5_S56_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76293.0	0.0	50-301	51.0	6.06084437628616	268.8258293683562	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_0_M_NS1_week9_S77_L001_R1_001	3861R_0_M_NS1_week9_S77_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64517.0	0.0	51-301	49.0	2.34666831997768	279.82294589023047	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_0_M_NS1_week9_S77_L001_R2_001	3861R_0_M_NS1_week9_S77_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64517.0	0.0	50-301	51.0	6.1193173892152455	269.41032596059955	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_diabetes_S27_L001_R1_001	3861R_L_M_NS1_diabetes_S27_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62914.0	0.0	75-301	48.0	2.280891375528499	280.18175604793845	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_diabetes_S27_L001_R2_001	3861R_L_M_NS1_diabetes_S27_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62914.0	0.0	50-301	51.0	6.869695139396637	268.31797374193343	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_week5_S57_L001_R1_001	3861R_L_M_NS1_week5_S57_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54973.0	0.0	50-301	49.0	2.6103723646153565	279.3452422098121	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_week5_S57_L001_R2_001	3861R_L_M_NS1_week5_S57_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54973.0	0.0	50-301	52.0	7.272661124552053	267.3421134011242	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_week9_S78_L001_R1_001	3861R_L_M_NS1_week9_S78_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68597.0	0.0	57-301	49.0	2.427219849264545	279.74493053632085	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_L_M_NS1_week9_S78_L001_R2_001	3861R_L_M_NS1_week9_S78_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68597.0	0.0	50-301	51.0	6.274326865606368	269.9277082088138	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_NS1_week28_S39_L001_R1_001	3861R_NS1_week28_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79038.0	0.0	64-301	49.0	2.1824944963182267	279.76248133809054	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_NS1_week28_S39_L001_R2_001	3861R_NS1_week28_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79038.0	0.0	50-301	52.0	5.566942483362433	267.7458817277765	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_R_M_NS1_week5_S58_L001_R1_001	3861R_R_M_NS1_week5_S58_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75893.0	0.0	56-301	50.0	2.1662076871384714	279.528994768951	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3861R_R_M_NS1_week5_S58_L001_R2_001	3861R_R_M_NS1_week5_S58_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75893.0	0.0	50-301	52.0	6.6224816517992435	266.87168777094064	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3924R_L_F_S5_week5_S21_L001_R1_001	3924R_L_F_S5_week5_S21_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84831.0	0.0	52-301	50.0	1.755254564958565	279.7832278294491	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3924R_L_F_S5_week5_S21_L001_R2_001	3924R_L_F_S5_week5_S21_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84831.0	0.0	50-301	53.0	4.320354587356038	268.50302365880395	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3929R_0_F_S5_week5_S22_L001_R1_001	3929R_0_F_S5_week5_S22_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104219.0	0.0	55-301	49.0	1.8403554054443045	279.5369462382099	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3929R_0_F_S5_week5_S22_L001_R2_001	3929R_0_F_S5_week5_S22_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104219.0	0.0	50-301	52.0	5.274470106218636	269.0864045903338	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_0_F_NS1_week5_S59_L001_R1_001	3971R_0_F_NS1_week5_S59_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72255.0	0.0	63-301	49.0	2.192235831430351	279.57937858971695	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_0_F_NS1_week5_S59_L001_R2_001	3971R_0_F_NS1_week5_S59_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72255.0	0.0	50-301	52.0	6.652826793993495	266.9155490969483	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_0_F_NS1_week9_S79_L001_R1_001	3971R_0_F_NS1_week9_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85175.0	0.0	54-301	49.0	2.3105371294393895	279.19968300557673	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_0_F_NS1_week9_S79_L001_R2_001	3971R_0_F_NS1_week9_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85175.0	0.0	50-301	52.0	5.482829468740827	268.32383915468154	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_NS1_week30_S40_L001_R1_001	3971R_NS1_week30_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88347.0	0.0	79-301	50.0	2.1030708456427494	279.7350221286518	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_NS1_week30_S40_L001_R2_001	3971R_NS1_week30_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88347.0	0.0	50-301	52.0	4.913579408468879	268.54786240619376	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	3971R_RL_F_NS1_diabetes_S29_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67989.0	0.0	50-301	48.0	2.2283016370295194	279.71439497565785	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	3971R_RL_F_NS1_diabetes_S29_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67989.0	0.0	50-301	51.0	7.079086322787511	268.36241156657695	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_RL_F_NS1_week9_S81_L001_R1_001	3971R_RL_F_NS1_week9_S81_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72435.0	0.0	51-301	49.0	2.320701318423414	279.2577897425278	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_RL_F_NS1_week9_S81_L001_R2_001	3971R_RL_F_NS1_week9_S81_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72435.0	0.0	50-301	52.0	6.064747704838821	268.3573410644026	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_R_F_NS1_diabetes_S28_L001_R1_001	3971R_R_F_NS1_diabetes_S28_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61554.0	0.0	64-301	49.0	2.609091204470871	279.26280989050264	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_R_F_NS1_diabetes_S28_L001_R2_001	3971R_R_F_NS1_diabetes_S28_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61554.0	0.0	50-301	52.0	7.330149137342821	266.87393183221235	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_R_F_NS1_week9_S80_L001_R1_001	3971R_R_F_NS1_week9_S80_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68709.0	0.0	50-301	49.0	2.252979958957342	280.0866116520398	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3971R_R_F_NS1_week9_S80_L001_R2_001	3971R_R_F_NS1_week9_S80_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68709.0	0.0	50-301	51.0	5.716863875183746	269.6449518985868	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_0_F_NS1_week5_S60_L001_R1_001	3975R_0_F_NS1_week5_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61749.0	0.0	51-301	49.0	2.8081426419861053	279.17248862329757	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_0_F_NS1_week5_S60_L001_R2_001	3975R_0_F_NS1_week5_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61749.0	0.0	50-301	52.0	7.174205250287454	267.2705145022591	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_diabetes_S30_L001_R1_001	3975R_L_F_NS1_diabetes_S30_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77020.0	0.0	75-301	49.0	2.142300701116593	279.4110360945209	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_diabetes_S30_L001_R2_001	3975R_L_F_NS1_diabetes_S30_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77020.0	0.0	50-301	51.0	7.050116852765516	267.3511944949364	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_week5_S61_L001_R1_001	3975R_L_F_NS1_week5_S61_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73051.0	0.0	64-301	49.0	2.4421294711913593	279.04292891267744	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_week5_S61_L001_R2_001	3975R_L_F_NS1_week5_S61_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73051.0	0.0	50-301	52.0	7.08135412246239	267.0951116343376	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_week9_S82_L001_R1_001	3975R_L_F_NS1_week9_S82_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81397.0	0.0	53-301	49.0	2.207698072410531	279.55796896691527	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_L_F_NS1_week9_S82_L001_R2_001	3975R_L_F_NS1_week9_S82_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81397.0	0.0	50-301	52.0	5.721341081366635	268.63477769450964	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_NS1_week14_S33_L001_R1_001	3975R_NS1_week14_S33_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63790.0	0.0	50-301	48.0	2.373412760620787	279.92378115692117	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_NS1_week14_S33_L001_R2_001	3975R_NS1_week14_S33_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63790.0	0.0	50-301	51.0	5.306474369023357	269.31942310707007	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	3975R_RL_F_NS1_diabetes_S32_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64154.0	0.0	51-301	49.0	2.676372478723073	279.4499953237522	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	3975R_RL_F_NS1_diabetes_S32_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64154.0	0.0	50-301	52.0	7.2622128004489195	266.96562957882594	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_RL_F_NS1_week9_S83_L001_R1_001	3975R_RL_F_NS1_week9_S83_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72122.0	0.0	64-301	49.0	2.244807409666953	279.72220681622804	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_RL_F_NS1_week9_S83_L001_R2_001	3975R_RL_F_NS1_week9_S83_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72122.0	0.0	50-300	52.0	5.644602201824686	269.2949030808907	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_R_F_NS1_diabetes_S31_L001_R1_001	3975R_R_F_NS1_diabetes_S31_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70776.0	0.0	57-301	49.0	2.441505595116989	279.5732027806036	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3975R_R_F_NS1_diabetes_S31_L001_R2_001	3975R_R_F_NS1_diabetes_S31_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70776.0	0.0	50-301	51.0	7.234090652198486	267.4546739007573	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS1_defined_inocula_S88_L001_R1_001	NS1_defined_inocula_S88_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70793.0	0.0	60-301	50.0	3.056799401070727	279.0416566609693	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS1_defined_inocula_S88_L001_R2_001	NS1_defined_inocula_S88_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70793.0	0.0	50-301	52.0	6.704052660573785	269.32894495218454	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS6_defined_inocula_S86_L001_R1_001	NS6_defined_inocula_S86_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96212.0	0.0	50-301	50.0	3.365484554941171	277.91936556770463	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS6_defined_inocula_S86_L001_R2_001	NS6_defined_inocula_S86_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96212.0	0.0	50-301	52.0	6.715378539059577	269.87721905791375	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Negative_extraction_S85_L001_R1_001	Negative_extraction_S85_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110957.0	0.0	50-301	53.0	4.902800183855007	246.70261452634804	282	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
Negative_extraction_S85_L001_R2_001	Negative_extraction_S85_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110957.0	0.0	50-301	53.0	6.4358264913434935	246.42557927845922	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	fail
Negtive_Control_S90_L001_R1_001	Negtive_Control_S90_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9648.0	0.0	51-301	51.0	29.1044776119403	213.59141791044777	232	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	fail
Negtive_Control_S90_L001_R2_001	Negtive_Control_S90_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9648.0	0.0	50-301	54.0	28.368573797678277	184.5061152570481	232	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	fail
Pooled_GF_pellet_S84_L001_R1_001	Pooled_GF_pellet_S84_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121812.0	0.0	50-301	51.0	7.326864348340065	256.19488227760814	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Pooled_GF_pellet_S84_L001_R2_001	Pooled_GF_pellet_S84_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121812.0	0.0	50-301	52.0	8.04272157094539	254.2261025186353	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	fail
Positive_Control_S89_L001_R1_001	Positive_Control_S89_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92106.0	0.0	52-301	52.0	2.2235250689423056	278.219182246542	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Positive_Control_S89_L001_R2_001	Positive_Control_S89_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92106.0	0.0	50-301	54.0	5.302586150739366	269.4909669294074	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
S5_defined_inocula_S87_L001_R1_001	S5_defined_inocula_S87_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94246.0	0.0	50-301	52.0	2.7842030430999727	278.5405852768287	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
S5_defined_inocula_S87_L001_R2_001	S5_defined_inocula_S87_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94246.0	0.0	50-301	54.0	6.166839971988201	268.4627464295567	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
