pathway	036R_0_M_NS1	036R_0_M_NS1_week5	036R_L_M_NS1	036R_L_M_NS1_week5	036R_NS1_week18	036R_RL_M_NS1	036R_RL_M_NS1_week5	036R_RR_M_NS1	036R_RR_M_NS1_week5	036R_R_M_NS1_week5	036R_R_M_NS1_week6	036R_R_M_NS1_week7	036R_R_M_NS1_week9	1030R_0_M_NS1_week10	1030R_L_M_NS1_week5	1030R_L_M_NS1_week6	1030R_L_M_NS1_week7	1030R_L_M_NS1_week9	1030R_RR_M_NS1_week5	1030R_RR_M_NS1_week9	1030R_R_M_NS1_week10	1121R_0_M_NS1_week5	1121R_0_M_NS1_week6	1121R_0_M_NS1_week7	1121R_0_M_NS1_week9	1121R_L_M_NS1_week5	1121R_L_M_NS1_week9	1121R_NS1_week19	1121R_RL_M_NS1_diabetes	1121R_RL_M_NS1_week5	1121R_RL_M_NS1_week9	1121R_RR_M_NS1_week5	1121R_RR_M_NS1_week9	1121R_R_M_NS1_week5	1121R_R_M_NS1_week9	1151R_0_M_NS1_week5	1151R_0_M_NS1_week9	1151R_NS1_week21	1151R_R_M_NS1_diabetes	1151R_R_M_NS1_week5	1151R_R_M_NS1_week6	1151R_R_M_NS1_week7	1151R_R_M_NS1_week9	1193R_0_F_NS1_week5	1193R_0_F_NS1_week9	1193R_L_F_NS1_diabetes	1193R_L_F_NS1_week5	1193R_L_F_NS1_week9	1193R_NS1_week24	1193R_R_F_NS1_week5	1193R_R_F_NS1_week6	1193R_R_F_NS1_week7	1193R_R_F_NS1_week9	2472R_0_F_NS1_week10	2472R_R_F_NS1_week10	2529R_0_F_NS1_week5	2529R_0_F_NS1_week9	2529R_L_F_NS1_diabetes	2529R_L_F_NS1_week5	2529R_L_F_NS1_week9	2529R_NS1_week22	2529R_RL_F_NS1_week5	2529R_RL_F_NS1_week9	2529R_R_F_NS1_week5	2529R_R_F_NS1_week6	2529R_R_F_NS1_week7	2529R_R_F_NS1_week9	2808_NS1_0_Female_week5	2808_NS1_0_Female_week9	2808_NS1_L_Female_week5	2808_NS1_L_Female_week9	2808_NS1_RR_Female_week5	2808_NS1_RR_Female_week9	2808_NS1_R_Female_week5	2808_NS1_R_Female_week9	2824_NS1_0_Male_week5	2824_NS1_0_Male_week9	2824_NS1_L_Male_week5	2824_NS1_L_Male_week9	2824_NS1_R_Male_week5	2824_NS1_R_Male_week9	2864_NS1_R_Male_week5	2864_NS1_R_Male_week9	2893_NS1_0_Male_week5	2893_NS1_0_Male_week9	2893_NS1_R_Male_week5	2893_NS1_R_Male_week9	2999_NS1_0_Female_week5	2999_NS1_0_Female_week9	2999_NS1_R_Female_week5	2999_NS1_R_Female_week9	3861R_0_M_NS1_week5	3861R_0_M_NS1_week9	3861R_L_M_NS1_diabetes	3861R_L_M_NS1_week5	3861R_L_M_NS1_week9	3861R_NS1_week28	3861R_R_M_NS1_week5	3861R_R_M_NS1_week9	3874R_0_F_NS1_week10	3874R_L_F_NS1_week10	3971R_0_F_NS1_week5	3971R_0_F_NS1_week9	3971R_L_F_NS1_week5	3971R_L_F_NS1_week6	3971R_L_F_NS1_week7	3971R_L_F_NS1_week9	3971R_NS1_week30	3971R_RL_F_NS1_diabetes	3971R_RL_F_NS1_week9	3971R_R_F_NS1_diabetes	3971R_R_F_NS1_week9	3974R_0_M_NS1_week10	3974R_L_M_NS1_week10	3975R_0_F_NS1_week5	3975R_0_F_NS1_week9	3975R_L_F_NS1_diabetes	3975R_L_F_NS1_week5	3975R_L_F_NS1_week9	3975R_NS1_week14	3975R_RL_F_NS1_diabetes	3975R_RL_F_NS1_week9	3975R_R_F_NS1_diabetes	3975R_R_F_NS1_week5	3975R_R_F_NS1_week6	3975R_R_F_NS1_week7	3975R_R_F_NS1_week9	NS1_defined_inocula	NS1_inocula	NS1_mouse_inoculum
PWY-6121	13752.190377183204	14930.873845224825	13201.728219063541	15857.999430509108	16605.757712746185	11146.53048402081	15660.930580639166	17153.444005016725	21991.212832590118	21429.092737829807	21594.256949089566	19311.660823114078	19254.4993729097	20641.545833333337	28095.70191657376	24086.065200668905	23123.246119472315	21470.109398922334	21212.09667595689	13729.245161649942	18104.863221850617	22089.48040505388	21949.661086027496	17409.412002972877	19541.71585191378	19000.452942214797	16054.738642697883	14399.676405611297	18799.983782051277	19081.688937198072	20492.054191750278	13312.634139725007	18865.650294500185	14963.18231884058	16684.522401523598	15727.539460237833	17681.853607395016	20251.14363340766	21989.421546822738	21303.005706986256	22820.487188777406	22920.233846153857	20156.474580081755	16243.55130527685	14899.689175027872	11939.13822742475	16521.617340208108	12712.88443887031	14182.571341508734	21453.203584169445	18245.90908769974	19666.636582125604	17292.68589929394	22723.55442400594	20447.167270531405	18628.883288740246	15728.887444258638	12607.212077294686	15280.28636380528	14646.562918060199	16331.262804719436	17005.771741917495	15191.821107395017	19173.11890561129	18986.270672612423	20206.2904384987	17923.556101820886	49535.14878298031	24256.181884057973	25092.27825622445	19250.7952666295	10401.028778335187	23031.727947788913	26687.59197510219	20436.04689892234	19610.110230397626	31468.637671869186	26478.217265886295	17032.13369843924	23843.154290226677	20623.1179468599	17003.667904124864	24074.929540133784	19747.02700854701	26297.46872723894	19317.242170196954	32157.881110182097	16721.979375696767	16854.969441657384	40824.96514028242	28233.37291248606	15556.553249721297	13053.297891118544	12369.756424191752	10429.003504273505	12632.554462095872	15417.66936269045	15062.866815310292	17227.087876254172	19570.202006688967	17237.501630434785	14973.11907283538	17789.112952434043	22906.830775733935	21836.24530564846	19181.01748885173	20568.818090858404	18269.601553325894	13073.318236714977	15219.89948625047	12551.525378112226	13117.793476402823	20529.10860460795	21404.257761984387	11523.411784652544	23989.971943515422	15343.055860274992	13822.052754552209	16697.0197909699	12444.515313080641	12533.521794871796	14191.742040133784	13108.19213768116	20444.57745261984	22045.45748606466	21393.753997584543	26237.181667595687	11676.700543478259	15423.826297844667	17931.63977796358
PWY-6122	13081.196754578754	14085.251553113556	12643.422468864464	15030.479098901098	15524.358652014653	10711.539523809524	14842.725245421245	16370.22520879121	20927.042168498167	20757.249318681323	20685.797948717955	18791.033208791214	18622.354871794872	20031.60883516484	26643.20041758242	22889.995641025645	22859.289853479855	21001.584007326015	20128.696183150187	13227.090791208793	17503.197450549444	21685.375472527474	21559.28769230769	17034.54813919414	18951.378190476185	18243.820534798542	15575.227853479855	13800.902586080587	17786.140805860803	18428.67767765568	19761.828652014654	12836.153450549451	18215.603391941393	14425.190285714287	16018.71564835165	14851.255780219783	17169.92808791208	19329.77495970696	21059.519787545796	20192.920366300372	22037.923670329674	22259.43701098902	19535.730271062268	15475.021003663005	14223.017172161168	11383.089047619047	15638.120205128209	12166.319780219781	13603.059728937733	20095.000498168498	17539.223699633705	19115.136380952383	16650.999076923086	22086.438454212457	19824.485912087912	17715.26382417582	15213.529772893777	12131.045831501828	14546.3704981685	14150.616043956046	15655.429553113558	16160.58790476191	14742.20668864469	18122.62648351648	18062.99454945056	19729.821897435904	17574.588739926738	47767.256835164844	23486.83486446887	24335.67515750916	18692.798358974367	10079.448271062272	22544.590673992672	25675.944805860803	19957.523838827845	18751.659846153852	30515.534161172167	25385.631714285708	16665.206109890107	22760.454849816848	20089.50407326007	16369.879091575094	23278.014813186815	19070.62624908425	25664.316117216127	18500.169516483522	31389.1798095238	16090.657941391937	16432.28011721612	39617.2375018315	27437.021619047617	14788.98484981685	12490.102534798532	11687.081157509161	10011.151223443221	12088.495904761907	14837.569340659338	14541.192725274725	16778.265956043957	18988.517355311364	16674.382271062274	14471.367326007326	17242.189465201463	22038.1218021978	21157.00556043956	18514.639164835164	19785.755538461533	17772.887670329666	12343.341589743593	14786.354952380952	12062.92405860806	12548.372432234433	19932.361106227112	20743.899216117225	11051.094388278389	22962.780695970698	14683.648637362641	13232.048476190475	16158.258791208797	11823.46704029304	12041.648468864465	13636.361706959706	12518.921970695974	19744.370483516483	21490.842769230774	20847.96392673992	25491.33887912089	11036.611252747254	14610.795633699638	16951.120673992675
PWY-6123	11990.716727272727	13129.101272727272	11574.98327272727	13964.591636363637	14380.729272727272	9800.449999999999	13780.11	14906.487636363636	19716.267272727277	19188.345090909083	19032.44181818182	17117.998909090915	17020.090909090908	18159.777090909094	24885.720909090905	21143.05309090909	20610.98818181818	19087.336000000003	18994.59981818182	11684.441090909091	16041.827636363636	19903.67	19530.707272727268	15164.40381818182	17275.61636363636	16909.246909090914	14045.118181818185	12502.267454545454	16096.455090909089	17032.48636363637	18078.94690909091	11918.161999999997	16479.421818181818	13359.496727272726	14713.41909090909	14119.61418181818	15538.463818181815	17646.471818181817	19141.764727272726	18865.48890909091	20039.53818181819	20230.284181818177	17613.570727272723	14535.042545454544	13138.318000000001	10438.19690909091	14756.56727272727	10959.803454545456	12427.912545454546	19275.722	16335.615636363635	17520.078545454548	14370.613818181819	20228.986545454547	17931.34254545454	16703.872727272726	13735.381272727273	11066.245818181818	13573.643999999997	12709.050181818184	14255.053454545456	15063.684181818182	13342.19018181818	17319.493272727268	17065.91363636364	18104.52781818182	15865.747272727273	44284.929999999986	21314.99272727273	22341.26563636363	17035.27909090909	9337.426909090907	20605.213454545457	23844.219454545455	18221.913090909093	17527.825090909093	27827.770727272735	23918.525454545455	15124.210545454544	21590.30527272727	18411.344727272724	15282.397818181817	20751.305818181823	17823.61763636364	23392.615636363626	17349.191272727272	28455.040363636363	15045.319818181815	14914.29290909091	36630.78545454546	25120.87490909091	13828.19218181818	11383.243272727272	10723.673999999999	9311.577999999998	10871.094181818184	13496.46418181818	13508.175454545455	14425.312727272727	17268.386909090907	15213.921636363633	13366.136181818181	15681.333272727272	20593.82090909091	19458.979818181822	16916.360909090912	18134.28781818182	16070.742	11537.292363636365	13503.775636363633	10955.552545454546	11476.353090909091	18144.384000000013	18731.683818181817	10171.528909090908	20570.77854545455	13621.748545454546	12241.371454545451	14660.100363636364	10927.149636363634	10976.106727272727	12512.206909090908	11166.09109090909	18223.15072727272	19686.06345454546	18473.61490909091	23114.687272727282	9965.934909090909	13069.235636363635	15492.031454545455
PWY-6125	5452.627788182832	5321.083327759198	5754.726237458193	5655.060321070234	6517.216615384616	5314.75133444816	6059.508002229654	7471.384342251951	8316.610755852844	10159.142903010032	8758.25296878484	11234.72295540691	9796.402123745818	11542.822938684498	10016.192962095876	9833.553726867336	15416.356748049053	11705.877068004462	7412.489107023412	7353.027677814939	9297.795051282048	11695.269492753621	12609.105096989966	11164.49971794872	10020.218921962098	8142.302507246377	9037.463721293198	7284.2327714604235	7953.843672240802	9020.532706800444	10433.795394648834	5909.304090301004	9873.393591973247	6790.348016722408	7515.629044593089	3759.235535117057	10041.269909698996	9602.47563322185	11661.73189186176	6769.474828316611	10318.211928651057	12288.59843924192	10501.585299888517	6085.107548494982	5993.4754381270905	5841.698717948719	5357.065259754738	5774.395192865106	7041.665625418061	4650.781121516165	7326.0569888517275	10581.911149386848	9805.989842809362	12392.079346711256	11140.483833890745	6267.686785953178	8837.053846153842	6317.310806020067	5894.707099219622	7920.353962095875	8727.52855406912	5809.19464548495	8518.517312151618	5645.698062430323	6647.66457413601	10756.451607580826	10729.076161649944	21297.989136008917	11606.805464882946	12417.644829431441	9595.219715719064	4503.273259754739	12381.231375696769	13053.5014303233	10965.74136677815	7598.639463768115	14870.30237904125	10000.693971014492	9332.431261984391	8369.262338907469	11022.663379041249	6967.965061315495	13202.565707915273	8343.34232998885	14515.420935340024	6945.649098104792	17062.49302787068	6680.317100334448	10072.018865105909	19656.96907246377	15672.968997770347	5359.659074693423	5848.694325529544	5148.216471571907	4200.711790412486	6148.231035674472	8499.270494983277	6888.436190635451	10683.408954292083	11238.082930880715	9088.421874024525	6871.438282051283	8917.728627647713	9462.190002229656	10232.919867335564	9278.914724637682	8443.83907134894	11019.82160089186	5556.615314381271	6978.0850267558535	6367.541609810479	4554.181996655518	11073.055641025643	12141.601707915272	5916.634764771461	12172.300031215162	7602.817748049052	7389.399706800447	8449.450746934226	5042.460216276476	6547.102249721293	6143.237354515049	6468.3934403567455	10302.954036789299	11683.363927536233	14640.285772575255	13640.011114827203	5882.181396878483	7042.255801560759	9017.860021181717
PWY-6126	5699.886466143097	5642.541350375398	6195.53804336969	6032.064067526817	6601.500409757528	5720.593845700667	6451.578959728651	7909.569436726599	9044.540827115346	11290.666586926367	9428.838166063097	12451.669496785682	10711.351831747472	12654.2106784754	10753.809202128363	10606.810214836538	17445.93532029615	13045.015402263754	8107.236055230494	7814.924915622841	10184.572419213511	13351.023104493903	14294.010811360904	12295.700854456025	11039.674151754863	8945.77595209286	9913.428002873483	7833.462831020822	8209.874175732099	9967.210945105615	11411.355274561878	6553.998164231071	10778.577657814258	7508.2084995313435	8144.275050901336	4050.522023532252	11023.157074308143	10284.935366989048	12544.903508461859	7242.7439918127075	11292.207211089653	13513.093170754399	11457.48438540868	6632.927540650059	6426.204851873681	6264.414215721779	5815.277530898213	6058.404890078677	7630.652620009279	4918.31568020564	8146.489654756155	11877.939760393292	10154.753037497274	13775.307480311682	12271.607105989815	6877.052549492998	9644.928550771154	6852.685558241258	6394.192275979683	8598.394171152047	9354.052051135663	6236.763812153833	9313.769416820522	6161.462671097604	7304.26459257392	12137.69290249335	11851.618793085652	23600.990720948008	12641.614986958086	13845.020447811039	10469.481130866496	5010.860065422596	13808.055795980437	14304.5688105088	12170.590206755762	8342.208270360536	16253.841355994547	11050.528008942349	10252.329678972457	9214.194914605048	12071.80329784323	7696.042959783092	14199.623465546627	9310.509347277059	16054.555522798499	7636.984125259182	18847.777854489163	7426.734192111417	11196.660792555456	21919.18341587137	17413.534625952696	5780.463034756346	6220.641768142698	5363.7111421971	4557.749629768228	6507.180364153437	9231.53902257837	7578.012104569639	11230.14080213925	12339.787497621213	9940.805660351636	7573.134837082588	9809.095617886122	10443.62421079615	11330.012688804783	10223.47141245349	9085.97367221954	12112.377804953558	5843.388755209665	7665.7786533904255	6909.105507169502	4838.614700440728	12230.302869566658	13248.859709198456	6376.842916910462	12916.71702080789	8241.38303322256	7979.514377997746	9146.026009257157	5374.898382083109	7063.397929417445	6671.542349759991	6794.8283018765205	11357.975577773359	13070.863578585224	15992.842140185192	14972.770605031199	6188.400056596225	7230.338718694671	9521.892801109627
PWY-6147	10312.282857142858	11187.987142857142	8698.148571428572	11761.08714285714	13553.245714285713	7073.880000000001	11562.738571428568	11823.910000000002	15108.632857142855	12256.611428571428	14709.55142857143	9975.96714285714	11320.832857142857	11128.731428571433	20761.19	17099.72	8404.315714285714	10715.438571428576	14555.075714285715	8863.68142857143	10406.672857142856	9611.839999999998	9362.454285714284	8489.444285714286	11048.099999999999	11666.294285714286	8492.552857142855	9037.701428571427	14713.852857142856	10759.318571428566	11812.65857142857	7638.61	10954.754285714283	8675.345714285713	10675.575714285715	12061.068571428572	9551.557142857142	13085.085714285717	13595.881428571429	16100.595714285715	13901.81714285714	12593.992857142854	11843.912857142857	11245.862857142856	10673.757142857145	7687.592857142856	11829.618571428571	9223.378571428571	8763.681428571426	17381.057142857142	11086.237142857142	9803.332857142857	11589.21857142857	11591.087142857143	10944.248571428569	12797.554285714286	8746.20285714286	7699.924285714284	10345.247142857144	8533.012857142856	9856.131428571429	12202.07	8221.871428571427	14074.837142857137	13248.801428571427	9754.728571428575	8711.742857142857	29844.795714285712	14914.092857142854	13648.667142857139	11460.985714285714	6217.524285714285	11717.587142857143	16471.17142857143	10785.242857142855	12860.664285714285	18559.994285714285	17394.894285714283	9285.682857142854	16993.502857142856	11639.522857142854	10755.83857142857	14360.941428571428	11664.204285714282	13595.712857142857	13053.56571428571	17275.054285714286	10292.955714285712	8308.01	22371.412857142856	14701.858571428575	11390.015714285715	8633.068571428572	9078.92142857143	7287.52	8473.887142857142	8923.981428571426	9490.654285714285	10641.574285714287	10612.535714285714	10155.762857142858	9070.838571428572	10061.37571428571	14357.771428571426	12543.739999999998	11378.342857142854	13965.260000000002	9118.81571428571	9766.645714285713	8806.097142857141	7678.352857142856	9959.01	11070.647142857142	11818.747142857143	7588.7528571428575	15736.064285714288	9509.184285714287	8849.331428571431	9989.02285714286	8896.234285714287	7685.7542857142835	9385.498571428569	9272.635714285714	11832.99142857143	11037.354285714287	10205.928571428572	14522.504285714285	8574.395714285714	11383.498571428572	13506.252857142857
PWY-6151	7574.373333333332	9498.06142857143	6373.3623809523815	9585.393333333333	9986.119523809522	4676.4995238095225	9450.105714285713	7883.776190476188	12866.321904761904	10020.79619047619	10739.283333333335	7408.800476190474	8049.975714285714	7564.0199999999995	18078.268571428573	14766.46238095238	6519.9514285714295	7703.881904761905	12893.085714285713	5566.041428571429	7337.963333333332	8618.98857142857	8083.347619047619	6132.9800000000005	8192.571904761904	10015.148571428566	5724.886666666667	6315.464761904761	10526.216666666667	9273.21857142857	8538.93	6770.1342857142845	7765.704761904761	7738.595714285714	7765.759999999998	10672.27476190476	6792.658095238096	8986.196666666665	9389.809047619046	13804.727619047622	10624.551428571427	8690.571904761906	8338.661904761906	9965.923809523809	8172.4538095238095	6037.408571428571	10527.286666666667	6326.767619047619	6462.020476190475	15732.727619047622	9351.219523809523	8131.57	5467.230952380952	8496.52095238095	7466.631904761905	11185.365714285716	5986.106666666667	5857.957142857142	8905.966190476189	5763.434761904762	6653.923333333332	10210.41476190476	5595.541428571429	12614.174285714284	11870.632857142858	8118.437619047619	5806.8247619047615	24324.34857142857	10651.193333333335	11283.717619047618	7884.803333333333	5008.329523809523	8639.505238095238	13406.605238095237	7841.509047619047	10936.340952380951	12941.347619047618	15198.182857142856	6090.541904761905	14916.519047619046	8381.731904761906	8771.078571428572	8492.325238095238	9764.915238095242	9756.671904761906	10767.52476190476	12176.92285714286	8897.074285714283	6402.094285714286	19041.49952380952	10915.127142857142	9717.85	5767.593333333333	6682.388571428572	5863.4057142857155	5677.994761904762	6624.835238095238	7795.369047619047	5034.440476190475	7190.39476190476	7083.5861904761905	7027.860476190475	7236.340952380952	11730.339047619045	9856.441904761903	9102.225714285714	10019.532857142853	6928.8657142857155	7887.899047619048	5874.8066666666655	5750.6842857142865	7580.865238095238	7989.706190476189	7911.8657142857155	6085.785714285713	10930.317619047619	7287.865714285713	7439.025238095239	6456.221904761905	6872.02761904762	5596.372857142856	7148.1466666666665	6480.5233333333335	9415.799047619048	8401.188095238096	5925.696190476191	10276.719047619048	5434.395238095238	7724.039523809524	8440.139523809525
PWY-6163	11791.011239316238	12606.411025641022	11134.159764957265	13435.520769230769	13432.791260683762	9396.967222222222	13301.7622008547	14409.317136752134	18369.19096153846	18628.580064102563	18582.151111111114	16939.223611111112	16628.95713675213	17364.315641025645	24284.939487179483	21264.159914529915	20210.85952991453	18616.535811965805	17578.283846153852	11912.85188034188	15168.980363247862	19201.569166666668	19306.36702991453	15533.756004273504	16853.732948717952	16068.732136752134	13698.354444444445	12007.789786324782	16131.377542735043	16200.58641025641	17352.408162393163	11239.405277777782	16289.096538461537	12752.690662393163	14306.978012820515	13171.338846153845	15192.96976495727	16677.579978632482	18154.57735042735	18317.44438034188	19619.761431623927	19369.19514957265	17631.05980769231	14050.453055555554	13047.244636752137	9939.989188034186	13900.307521367518	11059.68247863248	11975.826239316242	17889.24395299145	15436.412136752133	17043.859123931623	14587.44271367521	19310.342606837603	17260.5786965812	15552.432628205128	13439.689102564103	10766.340512820514	12830.551153846152	12536.428333333335	13600.866217948716	14345.305213675212	12919.218141025645	15959.234166666667	16373.59681623932	17568.633547008547	15570.030470085467	42171.40965811965	21362.870833333334	21641.956944444446	16951.813504273505	9041.688675213674	20262.811495726484	22890.871047008546	17886.666773504276	16588.68354700855	27022.914807692305	22522.808525641023	14975.348568376066	20653.226538461542	18119.507158119657	14594.013354700857	20674.2225	16815.10816239316	22888.40053418803	16345.273376068371	28200.069423076922	14192.80925213675	14858.380235042734	35238.02858974358	24581.193076923082	13433.368183760684	10892.50282051282	10069.77901709402	9300.740747863249	10726.122692307688	12963.909957264954	13110.750149572648	15243.816346153844	16506.268141025645	14829.065683760684	12767.198931623932	15294.785918803416	19234.132286324784	18739.60491452992	16741.563418803416	17810.445128205127	15437.207008547008	10934.141517094014	12985.838675213676	10585.305619658122	11753.851880341885	17425.540213675216	17996.47549145299	10090.374957264956	20199.38066239316	12784.31666666667	12067.79104700855	14306.53213675214	10690.11905982906	10462.486452991454	12481.285555555558	11269.320683760685	17610.876944444444	18890.017542735037	18411.303867521365	22669.501111111116	10133.4388034188	14148.877243589739	15775.352072649574
PWY-621	7729.385064935063	5435.912813852814	7324.345086580086	6922.53987012987	5376.066212121212	6718.884502164502	6736.679285714285	9099.800476190476	9533.75512987013	13144.260974025976	12610.379523809523	13065.218982683982	12397.44134199134	12630.858917748918	12539.06199134199	10493.967835497837	16930.018744588746	15248.211428571427	7781.447705627706	9166.41038961039	10842.534956709955	14794.155822510824	14549.81287878788	12344.57534632035	12511.787316017315	9276.335324675323	9795.729696969696	7805.305887445886	9485.040021645022	10196.85307359307	11559.588008658005	6769.075519480518	11293.02558441558	7740.980670995672	9130.267900432902	5717.935454545454	11307.447380952379	9606.503225108225	11101.551645021646	9502.66300865801	13628.387251082248	15316.920411255413	13536.519761904765	7431.800584415587	8158.485692640693	5441.839307359307	5956.9382683982685	8486.516017316018	7407.938528138527	6322.317164502165	9102.408311688312	11299.585432900432	12978.803095238096	13939.865844155844	12094.750411255409	7618.723268398267	10024.083679653682	7127.548831168831	6289.512640692641	9039.95982683983	8375.11945887446	7567.71212121212	9619.84512987013	6910.0617965367965	8351.240194805194	12681.084502164502	13549.605584415584	27611.22151515151	16568.71357142857	15095.47720779221	14151.590606060608	6662.365064935065	16904.69012987013	14519.029761904765	14831.895822510822	9406.394545454546	21487.644177489175	13785.020844155846	13619.259112554113	11934.729913419915	15700.173484848481	9738.921883116884	16643.888506493506	10940.337835497834	18372.030324675325	9964.84974025974	23892.491796536793	8895.214653679655	11602.241017316015	24795.52147186147	18109.908614718614	7165.060844155844	7311.032987012988	5042.901688311688	6425.599588744589	7294.365541125541	8108.334025974025	9100.821147186147	14867.745259740264	12326.131147186148	11104.32012987013	9057.859696969696	11346.386038961038	12712.01564935065	13378.822683982682	11335.616406926412	13474.226233766232	10567.738354978357	5141.107077922078	10635.14831168831	6349.28590909091	8156.6810822510815	12764.343852813856	13543.609935064933	6898.971774891773	14122.550238095237	7146.570649350648	7598.802445887447	11197.773376623376	5659.305800865801	6750.410952380951	8573.824935064935	7677.302857142859	12471.253614718615	14246.55937229437	14493.380541125536	17819.526926406925	6829.292164502164	10792.9395021645	10927.848419913418
PWY-622	40.86	279.0	41.71	282.14	55.43	64.72	209.71	65.58	444.43	370.29	136.86	152.57	186.85999999999999	158.57999999999998	706.72	197.14000000000001	195.86	74.72	254.28	40.0	132.70999999999998	558.4300000000001	173.43	82.57	92.14000000000001	264.28000000000003	89.28	77.0	186.29	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	123.57	243.57999999999998	351.15000000000003	305.43	174.15	115.28999999999999	413.43	40.43	307.28	325.72	48.0	82.0	426.57	144.0	108.43	51.71	213.14	130.57	291.15	133.86	123.72	163.72	108.72	180.43	407.0	113.28999999999999	195.71	248.29000000000002	170.72	176.57999999999998	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999	277.43	55.72	31.86	204.57	36.0	197.27999999999997	252.29	67.15	221.43	256.86	248.85999999999999	84.71	416.71	168.0	120.14000000000001	80.28	209.28	79.43	73.0	54.29	29.86	110.86	157.43	475.28	56.57	99.72	847.5699999999999	53.86	40.0	218.42000000000002	61.28	154.0	459.29	163.43	94.57	121.28	1373.8600000000001	2237.29	2289.29
PWY-6269	7641.962455350209	9138.657906507222	6442.373644975927	9316.337524460318	10273.732341978572	5006.573977325672	9224.22306569343	8643.282588911321	11922.263624786458	9459.599086814722	11042.175915514832	7307.458144121758	8171.828190712841	7762.732556297562	16745.95455660817	14696.430548221773	6354.7249246777465	7783.66312315577	12057.935303618575	6251.605361080913	7335.994491380649	7520.513581301444	7717.996479266964	6379.189596210592	8212.383402702282	9344.482082621524	6183.786244758502	6594.20228451623	10922.871899363254	8336.916544494487	8816.7756996428	6088.254096909457	8145.717957757415	6885.079119428483	8159.049406740177	10122.753800279546	6977.413792514364	9613.126636123623	9758.046544494488	13108.194120205	10761.63621369778	8906.538403478802	8750.488144121759	9197.960736139154	8340.247932908836	5737.624093803386	9942.658333592168	6555.741487808666	6580.724589221928	14585.064733654293	9088.067539990683	8165.241453641868	7214.827008852306	8454.370177046125	7860.878988973443	10443.802329554277	6103.945271004815	5651.2528109954965	8590.08089610188	6178.62868457835	7049.262387016617	9790.094736760364	5774.250652275198	11652.619065072213	11091.326490138223	7856.355281876066	5769.567201428793	23630.57919242118	10669.595625097067	10631.221197390898	7795.128395713619	4742.6783366982445	8161.206101879173	12839.202306258732	7655.998943935393	10124.782050007767	12756.854045659264	13656.871312315574	5991.797185898431	13796.769996893927	7748.91701972356	8239.774101568566	9281.241445876687	9017.737487187453	9551.121352694518	10241.06737692188	11963.830141326293	8042.498498214007	6249.197333436869	16947.80185587824	10626.920607237147	9222.324812859139	6178.238602267433	6823.558650411554	5625.325511725424	6253.879142724025	6458.615940363411	7324.450832427395	6321.088759124087	7494.984168349121	7172.460742351297	6786.163441528186	7408.309799658331	10881.054972821868	9679.314141947507	9031.426347258892	10112.602376145363	6470.751057617642	7796.015434073615	6239.359397421961	5608.768906662524	7789.037558627115	8107.797951545271	7873.481832582698	5543.086198167417	11281.717134648236	7405.043832893305	6448.99315111042	7018.77087901848	7122.730406895482	5427.905820779625	7291.137583475694	6617.508655070661	8786.378075788167	8428.943776984004	7011.095755552104	10524.435499301135	4398.543571983228	6596.743095201119	6628.845182481752
