pathway	1030R_0_M_NS1_week10	1030R_R_M_NS1_week10	2472R_0_F_NS1_week10	2472R_R_F_NS1_week10	3874R_0_F_NS1_week10	3874R_L_F_NS1_week10	3974R_0_M_NS1_week10	3974R_L_M_NS1_week10	NS1_inocula	036R_R_M_NS1_week5	036R_R_M_NS1_week6	036R_R_M_NS1_week7	036R_R_M_NS1_week9	1030R_L_M_NS1_week5	1030R_L_M_NS1_week6	1030R_L_M_NS1_week7	1030R_L_M_NS1_week9	1121R_0_M_NS1_week5	1121R_0_M_NS1_week6	1121R_0_M_NS1_week7	1121R_0_M_NS1_week9	1151R_R_M_NS1_week5	1151R_R_M_NS1_week6	1151R_R_M_NS1_week7	1151R_R_M_NS1_week9	1193R_R_F_NS1_week5	1193R_R_F_NS1_week6	1193R_R_F_NS1_week7	1193R_R_F_NS1_week9	2529R_R_F_NS1_week5	2529R_R_F_NS1_week6	2529R_R_F_NS1_week7	2529R_R_F_NS1_week9	3861R_R_M_NS1_week9	3971R_L_F_NS1_week5	3971R_L_F_NS1_week6	3971R_L_F_NS1_week7	3971R_L_F_NS1_week9	3975R_0_F_NS1_week9	3975R_R_F_NS1_week5	3975R_R_F_NS1_week6	3975R_R_F_NS1_week7	3975R_R_F_NS1_week9	036R_0_M_NS1	036R_0_M_NS1_week5	036R_L_M_NS1	036R_L_M_NS1_week5	036R_NS1_week18	036R_RL_M_NS1	036R_RL_M_NS1_week5	036R_RR_M_NS1	036R_RR_M_NS1_week5	1030R_RR_M_NS1_week5	1030R_RR_M_NS1_week9	1121R_L_M_NS1_week5	1121R_L_M_NS1_week9	1121R_NS1_week19	1121R_R_M_NS1_week5	1121R_R_M_NS1_week9	1121R_RL_M_NS1_diabetes	1121R_RL_M_NS1_week5	1121R_RL_M_NS1_week9	1121R_RR_M_NS1_week5	1121R_RR_M_NS1_week9	1151R_0_M_NS1_week5	1151R_0_M_NS1_week9	1151R_NS1_week21	1151R_R_M_NS1_diabetes	1193R_0_F_NS1_week5	1193R_0_F_NS1_week9	1193R_L_F_NS1_diabetes	1193R_L_F_NS1_week5	1193R_L_F_NS1_week9	1193R_NS1_week24	2529R_0_F_NS1_week5	2529R_0_F_NS1_week9	2529R_L_F_NS1_diabetes	2529R_L_F_NS1_week5	2529R_L_F_NS1_week9	2529R_NS1_week22	2529R_RL_F_NS1_week5	2529R_RL_F_NS1_week9	3861R_0_M_NS1_week5	3861R_0_M_NS1_week9	3861R_L_M_NS1_diabetes	3861R_L_M_NS1_week5	3861R_L_M_NS1_week9	3861R_NS1_week28	3861R_R_M_NS1_week5	3971R_0_F_NS1_week5	3971R_0_F_NS1_week9	3971R_NS1_week30	3971R_R_F_NS1_diabetes	3971R_R_F_NS1_week9	3971R_RL_F_NS1_diabetes	3971R_RL_F_NS1_week9	3975R_0_F_NS1_week5	3975R_L_F_NS1_diabetes	3975R_L_F_NS1_week5	3975R_L_F_NS1_week9	3975R_NS1_week14	3975R_R_F_NS1_diabetes	3975R_RL_F_NS1_diabetes	3975R_RL_F_NS1_week9	NS1_defined_inocula	2808_NS1_0_Female_week5	2808_NS1_0_Female_week9	2808_NS1_L_Female_week5	2808_NS1_L_Female_week9	2808_NS1_R_Female_week5	2808_NS1_R_Female_week9	2808_NS1_RR_Female_week5	2808_NS1_RR_Female_week9	2824_NS1_0_Male_week5	2824_NS1_0_Male_week9	2824_NS1_L_Male_week5	2824_NS1_L_Male_week9	2824_NS1_R_Male_week5	2824_NS1_R_Male_week9	2864_NS1_R_Male_week5	2864_NS1_R_Male_week9	2893_NS1_0_Male_week5	2893_NS1_0_Male_week9	2893_NS1_R_Male_week5	2893_NS1_R_Male_week9	2999_NS1_0_Female_week5	2999_NS1_0_Female_week9	2999_NS1_R_Female_week5	2999_NS1_R_Female_week9	NS1_mouse_inoculum
NAGLIPASYN-PWY	0.006641799984322943	0.055990110556133586	0.0941036686519641	0.023993047618959828	0.0666786483403624	0.00042910351109077757	0.00279537132636001	0.013901449011964192	0.0	2.4754124998774464e-10	2.524999999999987e-14	0.04007509322604464	5.856285006407851e-08	0.0	0.0	0.4136058051676441	3.538321664605578e-07	0.00041276625018679095	0.0009343705134880841	9.019165712309298e-08	1.4553542282758104e-05	0.0	4.124999999999996e-15	0.00018987594316465813	1.6081009073280228e-08	1.1499999999999973e-14	0.00016986522893786492	0.030610965169193413	2.5e-16	5.139994535719155e-05	4.125754999659563e-10	5.092359061130157e-05	2.5807024998667996e-10	0.0	1.3034249589328952e-05	3.761374999997171e-12	3.526094794579346e-06	0.0	0.0017808673442280699	4.632229940406469e-05	1.2987555002345384e-05	0.5341634781017653	2.522343660255643e-07	0.0	8.15210411170864e-09	0.0023180679123744044	1.5435387499523498e-10	4.048046153286815e-06	0.005792459195229952	8.227313748646226e-10	0.00017914450354301718	2.378299809862465e-06	0.0010142767169660342	2.973033790721391e-07	1.9773089829049488e-05	0.043586199007906785	0.2957759542692611	0.0001748439962600847	9.58828019044134e-06	0.0	0.0016761236205094178	0.04014448034051121	0.00020530822967323973	0.008595102204058791	2.4999999999999992e-15	8.494642495433349e-05	0.19361333010786283	0.5314249038130767	3.854249999997029e-12	1.25e-16	0.10439209299845748	1.7087621704062323e-05	0.0	0.23347984681097322	2.1737629196559514e-05	0.07325448473792605	0.018347411993089202	9.202184283304714e-06	0.013570407634856653	0.03957983943570559	1.474874999999565e-12	0.003310995793387167	1.25e-16	0.0002680114138094456	0.0014723887904973284	1.25e-16	1.0699407046045373e-07	0.1729526058757634	2.8149999999998416e-13	3.6887928091061324e-07	5.159655373188412e-05	0.3113313745088802	0.5261054183017325	0.0	1.779748780399883e-07	8.89618423417158e-09	1.193839999971495e-10	0.3410962062620938	5.27021824444496e-09	1.636264124464528e-09	8.010906964007187e-07	1.672978749944023e-10	0.04289772092712744	1.4195008745970034e-09	0.0	3.16249999999998e-14	0.0	1.2295338189482412e-05	0.0	9.061648212074475e-05	4.909008749518033e-10	5.061343423765604e-08	4.674999999999956e-14	2.175292530745069e-06	2.249999999999999e-15	9.999999999999999e-16	1.25e-16	0.0	0.0	2.4690092628079868e-08	3.7065083576071224e-06	9.552227660454481e-06	8.116999999868229e-11	9.820574999807112e-11	0.0	2.9832604912803063e-06	0.04585476057467516	3.773499999997152e-12	0.11821281751066104	0.0
NONOXIPENT-PWY	1.0	1.0	0.9999990694703765	0.9999999986429764	0.9999999996214881	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999968274531	1.0	1.0	1.0	0.0	0.9999999525277634	0.07197784587113808	1.9535999999980917e-12	0.9836152333074722	1.0	1.0	1.0	1.0	1.0	0.9999999999815883	0.999999999999613	0.9558740372712403	1.0	0.9999999999989311	1.0	0.9166583651867485	0.9999999615429128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.980165123330911	0.0	1.0	1.0	0.9999999999999987	1.0	0.9999999999999989	0.9999999999999867	1.0	1.0	1.0	1.0	0.999999999640844	1.0	1.0	0.9999999982231815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999931418646	1.0	0.9999999999999993	1.0	1.0	1.0	0.9999999999978391	0.999999999998608	1.0	1.0	0.9999999990562736	1.0	1.0	0.9999999993917887	1.0	1.0	0.9999999999844169	1.0	1.0	1.0	0.9999999988846038	1.0	1.0	1.0	1.0	0.9999999999999993	1.0	0.9999999999999982	1.0	1.0	0.9999999999999949	1.0	1.0	0.9999999999999984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8549152113783007	1.0	0.9999999999999996	1.0
P108-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999998016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
P164-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2054279997568043e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P42-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PANTO-PWY	1.2156080105009162e-05	0.0010289092358844152	0.01634293059936011	0.0005987795339038693	0.0007096506990843782	1.894752032155668e-06	1.710772290805669e-05	6.484467240486291e-05	0.0	9.144139999581924e-11	1.999999999999998e-15	0.013781121792399575	6.163159381007733e-09	0.0	0.0	0.3813203214326701	6.171649449553709e-08	0.00023309191659096268	0.00044029058831919894	1.714575845301148e-08	1.63579373748833e-06	0.0	2e-16	1.1429290226562514e-06	6.64442399779258e-10	7.999999999999997e-16	7.409072037709419e-05	0.019434032600444705	0.0	3.1395263009193885e-05	1.2986199999156792e-10	3.8068009749524805e-05	1.6617999999986191e-12	0.0	1.0648639893032312e-07	2.5119999999996843e-13	1.3195139036409547e-06	0.0	0.0008910596078009496	1.4345705540029245e-06	3.2753981570746715e-06	0.3890489244054166	6.733550113296507e-08	0.0	5.940717998235394e-10	0.0004261006581543412	3.5659999999936414e-12	4.2167799999110934e-11	0.002072539388125879	4.5667999999895725e-12	3.138341603047148e-05	1.7200448852072276e-08	0.00028680872925159904	1.2213305325417586e-08	9.673297518231272e-06	0.03056106600480199	0.046272877493305595	0.00011461245636141409	8.229831233799578e-06	0.0	0.0009321130735156227	0.031189501800232843	0.00017213338180865003	0.0025941602265694376	4e-16	4.098359844906081e-06	0.05116749259649387	0.039296787993940714	2.4513999999969952e-12	0.0	0.01582284997742508	1.3173515730670105e-05	0.0	0.0964374427717519	3.2712583376256925e-06	0.04596000048949574	0.005435287764282251	4.933153112170172e-06	0.0045903556366352	0.013810754629667032	6.651999999997788e-13	0.0008978127426486465	0.0	0.0001419160505081002	6.127184828859455e-05	0.0	7.625609997092504e-10	0.00743355733664014	2e-16	4.380415390405981e-09	1.745039651050232e-05	0.00844904661615301	0.04073052742028066	0.0	1.7804399998415016e-10	1.1565983993311401e-09	5.623999999998419e-13	0.23960782496363336	1.4733399999891463e-11	3.9894199999204225e-11	6.077330889301902e-07	1.2999999999999916e-14	0.0023983061468254626	7.754071996993718e-10	0.0	3.199999999999995e-15	0.0	1.8127177874256225e-06	0.0	1.997517893959139e-06	1.4892059998891133e-10	2.1942085759272436e-08	2.5999999999999662e-14	1.566456507310691e-07	0.0	0.0	0.0	0.0	0.0	1.988051398023826e-09	1.021228331854632e-07	1.7742424660304396e-06	2.0618799999787432e-11	3.70679999999313e-12	0.0	5.367968365245394e-07	0.050718096316707796	1.94999999999981e-13	0.11430892805120425	0.0
PANTOSYN-PWY	1.0996626790179742e-05	0.000931246486689268	0.016388542396030863	0.0006735761592824286	0.0007982859748358862	1.6808869545972838e-06	1.498199225527705e-05	5.72113458985384e-05	0.0	6.817656067057419e-11	2.9997488909349584e-15	0.013733645103802447	6.933554297958612e-09	0.0	0.0	0.40946760728622456	5.088495249754442e-08	0.00021954596489365117	0.0004100006089887663	1.3221545983985276e-08	1.4635524528351145e-06	0.0	2.25e-16	1.2857948773092888e-06	4.6051796988077973e-10	1.1999999999999978e-15	8.335108386244178e-05	0.019997262506322902	0.0	3.53194979810677e-05	1.460947499876392e-10	3.6521759654642465e-05	1.8695249999978726e-12	0.0	1.197971966859953e-07	2.1078602096851933e-13	1.1628894902093176e-06	0.0	0.0009318587815594335	1.6138915670597168e-06	3.684820252810408e-06	0.40507427017972014	5.940801752012777e-08	0.0	7.839946845344406e-10	0.0004793362389518519	5.3489922628483964e-12	6.3251699997311e-11	0.0020733620910384446	6.850134514339239e-12	3.0375068161493834e-05	1.9350504914201634e-08	0.0003226460981367129	9.690138258630633e-09	9.878879208540781e-06	0.03207711152128668	0.050002183309242734	0.00011768419110108224	8.01476402144928e-06	0.0	0.0009444303239269432	0.03495178545696757	0.0001936453998841805	0.002431781232601357	5.999999999999898e-16	4.610652450275523e-06	0.053851946629280834	0.04055096929825599	2.7578249999954405e-12	0.0	0.016738332174653946	1.3954739978553041e-05	0.0	0.10719980999649124	3.322260050674212e-06	0.04873149064080648	0.005649374112819335	5.285274483524632e-06	0.004815661748846027	0.012880012008926202	9.975466198244818e-13	0.0009415640234312181	0.0	0.00014701772336924546	5.981439754968985e-05	0.0	1.1431541110716326e-09	0.007510857204279146	2.25e-16	4.927967306172876e-09	1.6638034132996985e-05	0.008845967121957898	0.04121424677160747	0.0	2.670542171169392e-10	1.015469185822949e-09	6.326999999997591e-13	0.24769116309069075	1.1722074082105516e-11	4.4880974998745624e-11	5.399719980910863e-07	1.9499999994654286e-14	0.002509260167818549	6.507688964188688e-10	0.0	2.3999999999999968e-15	0.0	1.6588936179900699e-06	0.0	1.7464638573669076e-06	1.307945266312738e-10	2.0800090157723917e-08	2.1937499999999724e-14	1.7622635306095256e-07	0.0	0.0	0.0	0.0	0.0	2.236557821862791e-09	1.1488818586483328e-07	1.51443152138345e-06	1.7754172399184117e-11	2.812509977107503e-12	0.0	6.03896390587613e-07	0.05139528095720869	1.573149671052494e-13	0.1186445592650558	0.0
PEPTIDOGLYCANSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999863475632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014231125056929865	0.0	0.0	0.4707164881345395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.589836452417233e-05	1.3752314348689287e-08	0.0	4.1152999998645125e-11	0.9999190674075248	0.0	8.829999999993763e-13	1.054712301564818e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6895004568307046	0.0	0.0	0.0	0.0	5.45344999976159e-11	0.0	0.0	0.0	0.0	4.999999999999998e-16	0.0	0.0	4.093555384423855e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.339999999997718e-13	0.0002047441051316049	0.0	2.3731910021102718e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.014307638291536e-07	1.9838790401105813e-07	0.0	0.0	0.0	0.0	0.0	9.078823934059952e-09	1.1577499999892769e-11	0.0	0.0	0.9971490703529138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999905256371178
PHOSLIPSYN-PWY	0.9999999999999687	0.9999997137610761	0.9999999999896797	0.9999999999233558	0.9999999244694461	0.9999999999949394	0.999999999203889	0.9999999999999611	0.9999951213073099	0.9999999998333576	0.0	0.9999999999999979	0.9999999999999865	0.0	0.0	0.9999999999792912	0.9999999999999373	0.9999999966316402	0.9999999992434343	0.9999999999989988	0.9999999999999998	0.0	0.9998389362296122	0.999999980332527	0.9999999999999982	0.0	5.1911015844187825e-08	0.9999999770006317	7.921243143182517e-05	0.0	0.0	0.9999996426555772	0.9999999999982588	0.06316993671391695	5.6252030143859864e-05	0.9999999999951348	0.999999999835337	0.00048430305191342007	0.0	0.9999994156037268	0.9999996637836415	0.9999999999999989	1.0	0.0	0.0	0.0	0.0	0.0	0.010025790426937686	0.0	0.0	0.0	0.0	0.8659108177245005	4.004129998717355e-10	0.9999999999001071	2.9999999999999927e-15	0.9996106389914399	0.00032977768700343603	0.0	0.9999999795248894	0.9912399490513197	0.9282582931298554	0.9999999999999998	0.0	0.9999999999634632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5016807387229398e-05	0.0	0.9999999999715147	0.9939368712968358	0.0	0.9999994884986237	0.00010440808801044457	0.0	0.9999999999045297	0.0	0.0	0.0	0.6321324673666247	0.0	0.9885192139893445	0.9998997275778143	0.9999240095400295	0.9999999999945078	1.0	0.9996609872754338	0.0	0.0	0.9999999999999781	0.9864076605289006	0.0	0.9999903507357992	0.9999999213701558	0.0	0.0	0.7624433553391672	0.439269251782283	0.31872759446079596	0.1582354235846847	1.0	0.9999999999992942	0.9999999999999997	0.2758693274990691	0.9999999999999989	0.9999997146200236	0.9999999999999986	0.0	1.0	0.0	0.9999999999999993	0.0	1.0	0.40298713869346847	1.0	0.9947255266317145	1.0	0.0	1.0	0.07376434133868258	0.9999999999979574	1.0	1.0	0.011175497095280899
POLYISOPRENSYN-PWY	0.020947673384952337	0.15951907443048846	0.24948196883539767	0.07292825549436713	0.18607567130692848	0.0013718361840993568	0.008890513215729519	0.04316452797182027	0.0	7.921319995293951e-10	8.07999999999951e-14	0.11785002656086799	1.8740109606061818e-07	0.0	0.0	0.6929765249906694	1.132262051286169e-06	0.0013196536411790854	0.0029838519910436157	2.886132455267824e-07	4.656984424119195e-05	0.0	1.3199999999999867e-14	0.000607349311875147	5.1459227213960874e-08	3.679999999999897e-14	0.0005433656735481954	0.09177460555909814	7.999999999999995e-16	0.00016446122521074333	1.3202415986925646e-09	0.00016293723562855862	8.258247994885101e-10	0.0	4.170840268284542e-05	1.2036399999891346e-11	1.1283415812587631e-05	0.0	0.005676535357348058	0.00014821625351015097	4.155898855103899e-05	0.7858380089415555	8.071495233819394e-07	0.0	2.6086732687437366e-08	0.007380180247377104	4.939323998169563e-10	1.295363229207737e-05	0.01830263147870466	2.6327403948008037e-09	0.0005730365673646312	7.610519571243492e-06	0.003238451532294205	9.513701907705857e-07	6.327113510527544e-05	0.127271790368235	0.5733803727983614	0.0005592856549432555	3.068184939984051e-05	0.0	0.005343890140547092	0.1180375166031406	0.0006566896984107956	0.02699389345215323	7.999999999999953e-15	0.0002717777694435687	0.4344913548161676	0.7839806446342745	1.2333599999885897e-11	3.9999999999999984e-16	0.27166043579435456	5.467833321264745e-05	0.0	0.49359674474303084	6.955708455860144e-05	0.20187947916715837	0.05643380690520836	2.9446393215392144e-05	0.042166430012106654	0.11651027641957928	4.719599999983289e-12	0.010518567283462335	3.9999999999999984e-16	0.0008571311381342854	0.0046964266207159796	3.9999999999999984e-16	3.423809448814313e-07	0.4009055031022604	9.007999999993914e-13	1.1804127409681498e-06	0.00016509023215053036	0.5912773679397387	0.7803432046929321	0.0	5.695193865063007e-07	2.8467788992188728e-08	3.820287998905264e-10	0.623572057958882	1.686469818664887e-08	5.236045179437873e-09	2.5634857105757445e-06	5.353531997850474e-10	0.1254347991394916	4.542402784524933e-09	0.0	1.0119999999999233e-13	0.0	3.9344017960729036e-05	0.0	0.00028991494642675246	1.5708827981492453e-09	1.6196297152589177e-07	1.495999999999832e-13	6.960902785909833e-06	7.199999999999961e-15	3.1999999999999924e-15	3.9999999999999984e-16	0.0	0.0	7.900829211826687e-08	1.1860730028173842e-05	3.056648616177795e-05	2.5974399994939977e-10	3.1425839992593127e-10	0.0	9.54637091756993e-06	0.13328897859434843	1.2075199999890641e-11	0.3002067796627074	0.0
PWY-1269	3.6556801242124e-08	0.00010162056399211541	0.0007049527747358795	2.805141752332351e-07	1.5987655999811805e-05	1.982022123237101e-09	6.042760080602735e-08	9.888830642417252e-09	0.0	3.9999979801343513e-16	0.0	0.00021458166658445092	2.599999963919685e-15	0.0	0.0	0.058313261331966786	1.7869971744761575e-12	5.800342313243387e-06	5.619469948271747e-07	0.0	1.9538791718645648e-11	0.0	0.0	1.0792898034490463e-10	0.0	0.0	6.109383214149579e-08	0.00027268938035618806	0.0	1.3566353822894761e-07	9.599930182566857e-15	5.568335165668296e-08	0.0	0.0	8.68511312442272e-10	0.0	1.5101997972253311e-12	0.0	3.9999999999996937e-16	1.2313245684755315e-09	2.0785489775214654e-09	7.002062968329196e-05	0.0	0.0	0.0	2.0649598275542912e-08	0.0	0.0	1.0023910217415543e-06	0.0	9.399999999830686e-15	2.0241946161196174e-11	2.0705191926317675e-07	0.0	7.917450091773707e-11	1.6341742706223543e-06	6.171010929698359e-05	8.969810812439647e-08	5.941999872137773e-13	0.0	1.3667550137189782e-06	3.0425590654529847e-06	4.196092864993386e-07	7.742473784173462e-09	0.0	1.1689799496270307e-11	1.5577845315540928e-06	2.2758212049291058e-05	0.0	0.0	2.186685286011424e-05	1.6698028986127695e-10	0.0	0.0002966132184646005	1.1937018778538516e-09	1.2864441401516857e-05	3.0903473551798817e-06	1.2894194294485159e-11	4.739397035561491e-09	2.2456025336461826e-07	0.0	9.169101119746864e-09	0.0	2.6863799078643887e-11	3.321899967546407e-11	0.0	0.0	9.552143275176316e-05	0.0	1.241798693325296e-12	3.91665903378442e-11	0.0014374819161051386	0.007332433119900055	0.0	1.8599999381435337e-14	2.7999997193006454e-15	0.0	0.008541464631495143	0.0	0.0	4.399999919248431e-14	0.0	9.581140772768652e-06	0.0	0.0	0.0	0.0	3.796856335625447e-11	0.0	2.035990569558371e-10	9.999993633791693e-16	3.591162775976079e-11	0.0	1.4039171684537276e-11	0.0	0.0	0.0	0.0	0.0	2.3161320990424538e-12	0.0	4.3883257955048987e-08	0.0	1.999998727048268e-16	0.0	3.953797556105739e-09	0.00038352514883678134	0.0	0.0012054780451842306	0.0
PWY-2942	0.999999999978325	0.9999999999968171	0.999999998955437	0.9999999035469382	0.9999999989214224	0.9999999999942717	0.9999999995181167	0.9999999999681878	0.9991739153841181	0.9999999867486722	0.9999999999859156	0.9999999999990528	0.9999999997310205	0.9999627940204305	0.999994305294172	0.9999999976710264	0.9999999999800268	0.9999998056920275	0.9999999466120217	0.9999999996666856	0.9999999999994397	0.9980932006150567	0.9999999985990788	0.9999999993934243	0.9999999999999899	0.9923644334853486	0.9999952081783552	0.9999997397384812	0.9999999999998579	0.9999337367184181	0.9999109397931469	0.9999954309249224	0.9999999946894395	0.9999999999999764	0.9999999999763561	0.9999999920027511	0.9999999999909269	0.9999999999999741	1.0	0.9999998207328168	0.9999961830464239	0.9999999999955094	1.0	0.9999940942430591	0.9973446597842297	0.9999999679009463	0.9998095132073607	0.9998295341918969	0.9999999893882106	0.9999125438138381	0.9999999999897448	0.9999984970376108	0.9993683368290317	0.9999999999928272	0.999999517649969	0.99999997480911	0.9999999970649274	0.9999998484113926	0.9999999994794823	0.9999989540838005	0.9999999998892565	0.9999999995610329	0.9999580819459433	0.9999999999998587	0.9914134832500243	0.9999999907550813	0.9999999944392924	0.999999998034795	0.9999021692233914	0.9999971508296794	0.9999748385681498	0.999790075305005	0.999999743235426	0.9999999945547635	0.9995837292631625	0.9999999682580715	0.9999999999155841	0.9996187072318219	0.9999999985760685	0.9999998942499334	0.9998132273276988	0.9999999630489369	0.9998801431123631	0.9999999800278463	0.9997991560117021	0.999997560705794	0.9999999190838051	0.999999986557035	0.9999999920355417	0.9999998187778678	0.9999999992077906	0.9999999999999997	0.9999999999999831	0.999053753664742	0.9992902119793399	0.9999999999924504	0.9999131395886003	0.9999999225220507	0.9999065386239225	0.9999999993453813	0.9999973569281015	0.9999989372424828	0.9999999871951175	0.9999999997712222	0.9999656691695133	1.0	0.9999999999999988	0.9999999998711361	0.999999999996818	1.0	0.9999999999984808	0.9999971471785941	0.9999999999988214	0.9999986004001333	1.0	0.9999999989781058	0.9999999999986778	0.9999996107233687	0.9999999999997383	0.9999999707869791	1.0	0.9999999998517412	0.9999999999998113	0.9999999390506371	0.9999999999999959	0.9999995986857422	0.9999999998581476	1.0	1.0	0.9999995622479995
PWY-3001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012987771858140496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005290726878794005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3267949997867432e-10	0.0	0.0	0.0	0.3887951788607764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4893628585114102e-06	0.0	0.0	0.0	0.0	1.0014884970587573e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1499999999999826e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.773604110115896e-09	9.969647416690759e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011882774160715605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.504999999995163e-13
