pathway	016R_0_F_NS6_week5	016R_0_F_NS6_week9	016R_R_F_NS6_Pellet_week9	016R_R_F_NS6_week5	1002R_0_M_NS6_week10	1002R_L_M_NS6_week10	1075R_0_M_NS6_week5	1075R_0_M_NS6_week9	1075R_L_M_NS6_week9	1075R_RL_M_NS6_Pellet_week9	1075R_RL_M_NS6_week5	1184R_0_M_NS6_week5	1184R_0_M_NS6_week9	1186R_0_M_NS6_week5	1186R_0_M_NS6_week9	1186R_RR_M_NS6_week5	1186R_RR_M_NS6_week9	184R_0_F_NS6_week10	184R_0_M_NS6_week5	184R_0_M_NS6_week9	184R_L_F_NS6_week10	2403R_0_F_NS6_week5	2403R_0_F_NS6_week9	2403R_L_F_NS6_week10	2476R_R_F_NS6_week5	2476R_R_F_NS6_week9	2506R_0_F_NS6_week10	2562R_0_F_NS6_week5	2562R_0_F_NS6_week9	2562R_RL_F_NS6_week5	2562R_RL_F_NS6_week9	3894R_0_M_NS6_week10	NS6_defined_inocula	NS6_defined_inocula.1	NS6_inocula
GLYCOLYSIS-E-D	1120.0730897009967	1538.2116279069764	206.12425249169434	259.8747508305648	1488.3642303433	1438.7276854928018	75.88803986710964	104.21162790697676	98.93388704318937	94.15370985603545	176.76976744186047	352.60664451827245	68.13875968992248	1104.2730897009967	2349.697674418605	772.693133997785	2544.3274640088594	135.14739756367663	33.68770764119601	78.47940199335548	144.94330011074197	280.06965669988926	939.2403100775193	1194.1919158361018	334.631007751938	1605.446179401993	1506.7652270210408	674.3686600221484	1654.405426356589	69.96677740863788	129.446511627907	195.7953488372093	1039.7054263565892	752.3335548172757	1016.0571428571429
GLYCOLYSIS-TCA-GLYOX-BYPASS	591.761658031088	112.51865284974093	62.75751295336787	280.5901554404145	262.4036269430051	118.11450777202073	81.93730569948185	112.51865284974093	78.74766839378238	63.14922279792746	190.860621761658	380.71398963730564	33.98082901554404	288.5782383419689	97.92746113989637	188.2585492227979	84.93108808290155	90.13523316062177	36.37305699481865	84.73523316062176	120.50673575129532	174.26891191709842	127.30569948186528	81.54559585492227	156.87979274611396	160.27927461139893	702.2797927461139	336.5487046632124	92.93316062176166	75.5440414507772	87.93886010362694	136.9025906735751	754.0414507772019	513.2238341968912	905.9409326424869
GLYOXYLATE-BYPASS	483.42857142857144	91.92	51.26857142857143	229.22285714285715	214.36571428571426	96.49142857142857	66.93714285714286	91.92	64.33142857142856	51.58857142857143	155.92000000000002	311.01714285714286	27.759999999999998	235.74857142857144	80.0	153.7942857142857	69.38285714285713	73.63428571428572	29.71428571428571	69.22285714285714	98.44571428571427	142.36571428571426	104.0	66.61714285714285	128.16	130.93714285714285	573.7142857142857	274.9371428571428	75.92	61.71428571428571	71.83999999999999	111.83999999999999	616.0	419.26857142857136	740.0914285714284
GOLPDLCAT-PWY	0.0	49.97647058823529	100.09411764705882	44.470588235294116	190.02352941176468	266.9647058823529	345.59999999999997	306.4941176470588	31.6235294117647	12.282352941176468	147.2470588235294	115.05882352941175	77.36470588235294	432.70588235294116	122.96470588235292	305.92941176470583	81.03529411764706	340.0941176470588	412.235294117647	52.658823529411755	17.788235294117644	3.6705882352941175	1710.4941176470586	14.541176470588235	20.188235294117646	849.7411764705881	1458.2117647058824	494.6823529411764	749.6470588235294	24.282352941176466	57.59999999999999	16.376470588235293	1100.1882352941175	787.0588235294117	272.04705882352937
HCAMHPDEG-PWY	461.45454545454544	87.74181818181819	48.93818181818181	218.80363636363637	204.62181818181816	92.10545454545455	63.89454545454545	87.74181818181819	61.40727272727272	49.24363636363636	148.83272727272725	296.88	26.498181818181816	225.03272727272727	76.36363636363636	146.80363636363634	66.2290909090909	70.28727272727274	28.36363636363636	66.07636363636364	93.97090909090909	135.89454545454544	99.27272727272727	63.589090909090906	122.33454545454545	124.98545454545453	547.6363636363636	262.44	72.46909090909091	58.90909090909091	68.57454545454544	106.75636363636363	587.9999999999999	400.210909090909	706.450909090909
HEME-BIOSYNTHESIS-II	423.0	80.43	44.86	200.57	187.57	84.43	58.57	80.43	56.29	45.14	136.43	272.14	24.29	206.28	70.0	134.57	60.71	64.43	26.0	60.57	86.14	124.57	91.0	58.29	112.14	114.57	502.0	240.57	66.43	54.0	62.86	97.86	539.0	366.86	647.5799999999999
HEMESYN2-PWY	511.17	150.60000000000002	102.03	246.74	336.9	179.27000000000004	81.4	154.93	125.96000000000001	70.98	199.44	316.46999999999997	146.95	228.61	143.66	150.07	125.53999999999999	178.26	73.17	188.72999999999996	234.96999999999997	179.40999999999997	173.5	188.95999999999998	205.48000000000002	211.74	542.0	292.4	126.93	119.33	159.19	169.19	1585.5	1071.7	1127.9099999999999
HEXITOLDEGSUPER-PWY	687.4204998189061	118.90322346975734	68.15921767475551	345.7610286128214	285.93379210431	131.45845708076783	115.91387178558492	120.53958710612098	82.91647953639985	68.28808402752625	227.58558493299526	410.774864179645	41.11097428467946	322.587033683448	103.39840637450197	223.82694675842083	91.71046722202101	95.40956175298804	50.65447301702281	96.14603404563562	123.54741035856573	194.48431727634912	134.88156465048894	87.14864179645055	191.656428830134	170.0507787033683	753.0	366.5860919956537	101.82354219485694	87.54110829409633	90.15776892430277	146.9024266570083	3927.158638174574	2636.2646142701915	1919.8909090909087
HISDEG-PWY	7460.611428571428	11809.461428571427	9833.434285714287	7363.208571428572	12213.551428571425	10783.692857142854	5289.272857142856	10611.987142857142	13266.657142857142	9259.937142857143	7824.045714285715	5093.9857142857145	15007.749999999998	5830.87857142857	12695.06142857143	7293.319999999999	13177.85857142857	9090.787142857142	5189.894285714286	14099.24285714286	12493.035714285714	6705.492857142856	11632.202857142856	12893.352857142858	6855.239999999999	13636.657142857142	7352.191428571429	6015.262857142859	11566.552857142855	6001.630000000001	11803.992857142859	10493.884285714284	12557.025714285712	7694.878571428571	8401.088571428572
HISTSYN-PWY	14440.17093117409	20564.856410256416	15579.86176788124	11738.206302294197	21159.7334682861	18914.68171390013	9427.330195681512	16920.621862348176	19724.736356275298	15210.51060728745	13012.760917678812	9995.92056680162	21818.33431848853	10126.073306342776	20466.773373819156	11422.503724696357	21101.341666666664	18067.517962213224	9943.025587044536	22986.607523616734	19928.288232118757	11869.097246963564	19723.3873954116	20744.998340080972	10733.948515519569	20037.87782726046	15266.058663967615	10733.573360323884	19343.45556680162	9941.06834682861	19222.172651821864	18330.85562753036	18771.992523616733	11694.308373819164	15355.393245614034
HOMOSER-METSYN-PWY	3392.5	8255.289999999999	5652.790000000001	4386.6900000000005	5062.200000000001	6281.91	2669.6499999999996	4912.130000000001	8915.15	6821.009999999999	3997.5699999999997	2540.56	9906.71	3572.82	7240.29	4566.75	7848.34	5962.59	2262.97	7278.74	7332.169999999999	2957.92	7808.72	7824.4800000000005	2524.42	8771.79	4770.49	2675.4999999999995	4883.180000000001	2808.5100000000007	5282.37	5114.530000000001	8636.179999999998	5387.44	5776.87
HSERMETANA-PWY	8303.510999999999	14247.414	10272.450000000003	7468.235	11769.059	12728.719	4942.6849999999995	8462.041000000001	13424.869	10614.576	7273.516	5182.345	14151.372000000001	6493.375999999999	11352.2	7337.016	12187.764999999998	13978.448	6002.959000000001	11553.169999999998	11759.878999999999	6718.320999999999	14673.359999999999	14114.741	4522.836	13901.025	10817.785999999998	5018.1900000000005	10921.83	4653.955	11093.26	9259.144	12901.516	7765.825000000001	10410.845000000001
ILEUSYN-PWY	15851.182436308236	22859.604938804045	16758.395337260357	12609.502794726639	23173.31318421653	20749.621691833872	10757.415355128282	18977.383306378953	21282.325610435837	16957.151539092905	14396.431866953912	11361.055637427957	23750.029106110658	11109.128266070436	23106.37778588817	12440.102025718794	23946.453081672582	19581.442392375928	10970.474339802702	25779.104560283267	21770.871147982303	12991.914475167165	21471.033055271535	22619.494397202005	12030.663684040677	21638.533448192327	16863.432648414208	12246.38501812496	21094.20210811055	11285.992514471931	20651.155297475343	20816.778366807957	21595.35001872017	13487.878604471782	17806.050734220877
KDO-NAGLIPASYN-PWY	502.02197802197804	95.45538461538462	53.24043956043956	238.03912087912087	222.61054945054946	100.20263736263738	69.51164835164835	95.45538461538462	66.80571428571429	53.572747252747256	161.9169230769231	322.97934065934066	28.827692307692306	244.8158241758242	83.07692307692308	159.70945054945054	72.05142857142857	76.46637362637364	30.857142857142858	71.88527472527473	102.23208791208792	147.84131868131868	108.0	69.17934065934065	133.08923076923077	135.9731868131868	595.7802197802198	285.5116483516483	78.84	64.08791208791209	74.60307692307693	116.14153846153846	639.6923076923077	435.39428571428573	768.5564835164835
LACTOSECAT-PWY	115.99999999999999	4.333333333333333	27.86666666666666	84.06666666666666	52.4	40.4	55.0	35.666666666666664	11.999999999999998	19.266666666666666	51.53333333333333	25.0	22.066666666666666	47.33333333333333	20.2	46.46666666666666	19.0	27.666666666666668	29.666666666666664	28.13333333333333	21.599999999999998	30.0	5.333333333333333	36.86666666666667	45.93333333333333	16.6	66.73333333333332	46.599999999999994	26.133333333333333	24.066666666666666	9.6	39.199999999999996	3863.8	2586.2	1229.7333333333333
LPSSYN-PWY	472.1860465116279	89.78232558139536	50.07627906976744	223.89209302325582	209.38046511627905	94.24744186046512	65.38046511627907	89.78232558139536	62.8353488372093	50.388837209302324	152.2939534883721	303.78418604651165	27.11441860465116	230.2660465116279	78.13953488372093	150.21767441860467	67.76930232558139	71.92186046511628	29.023255813953487	67.61302325581396	96.15627906976744	139.05488372093023	101.5813953488372	65.06790697674418	125.17953488372093	127.89209302325581	560.3720930232558	268.5432558139535	74.15441860465117	60.27906976744186	70.1693023255814	109.23906976744186	601.6744186046511	409.5181395348837	722.88
MET-SAM-PWY	3617.4877517162477	8763.718768592678	6056.214768306637	4754.328468249429	5264.973542620138	6684.564352116706	2822.5542462814647	5227.812933352403	9541.634835526316	7240.8744651029765	4227.603116418764	2697.6170909610983	10507.575087242561	3932.8184496567505	7672.430171624715	4954.793651315789	8258.829472254005	6260.031171338674	2376.2759839816936	7592.1891776315815	7804.029230549199	3045.7132050915334	8378.549765446223	8308.059995709382	2635.2275486270028	9486.118227974832	5206.181521739131	2891.8624957093825	5303.326834954233	2955.42667048055	5613.936106979405	5222.919831235698	8231.553289473684	5088.509699656751	5785.573784324943
METHGLYUT-PWY	470.00000000000006	89.36666666666667	49.84444444444445	222.85555555555555	208.41111111111113	93.81111111111112	65.07777777777778	89.36666666666667	62.544444444444444	50.15555555555556	151.5888888888889	302.3777777777778	26.98888888888889	229.20000000000002	77.77777777777779	149.52222222222224	67.45555555555556	71.5888888888889	28.88888888888889	67.3	95.71111111111112	138.4111111111111	101.11111111111111	64.76666666666667	124.60000000000001	127.3	557.7777777777778	267.3	73.81111111111112	60.0	69.84444444444445	108.73333333333333	598.8888888888889	407.62222222222226	719.5333333333333
NAD-BIOSYNTHESIS-II	4703.855384615385	4828.07076923077	3109.8123076923084	2577.815384615385	7108.615384615386	4813.3138461538465	1249.846153846154	4605.91076923077	3291.7600000000007	2340.0569230769233	2704.233846153846	2170.8615384615387	3712.3353846153855	2609.903076923077	6587.093846153846	2401.4046153846157	6770.300000000001	2662.2384615384617	2047.3600000000001	6194.987692307693	3584.738461538462	3506.3569230769235	4167.88	5504.82153846154	2992.138461538462	5057.389230769231	3862.1461538461544	2386.006153846154	5790.340000000002	2043.6615384615388	4396.606153846154	4553.103076923077	2511.464615384615	1641.9400000000003	2063.8015384615387
NAGLIPASYN-PWY	12047.522222222222	15867.881111111114	13173.585555555555	10012.628888888887	17599.89222222222	15679.173333333332	6981.944444444445	13226.11555555556	16376.752222222221	11813.476666666667	10458.314444444442	7585.547777777779	17695.954444444444	8374.706666666667	15356.537777777774	9432.233333333334	15857.417777777779	15241.233333333334	8115.4511111111115	16849.418888888893	15781.717777777776	9730.828888888891	16810.333333333336	17428.367777777774	8510.432222222222	17178.08444444444	12806.59666666667	8167.677777777777	16112.663333333336	7413.663333333334	16247.812222222221	13337.793333333337	14680.64111111111	9204.366666666665	11182.465555555556
NONOXIPENT-PWY	14146.705399037295	25242.8314913481	16320.797133788647	12563.248682702606	21477.847364805897	18740.963123963982	12166.321337184178	19062.43311608196	23259.9074776233	17760.24807799167	14987.372869354876	11564.465928713413	26946.136546435664	11201.56792302558	26942.116809254854	13813.604654357228	27240.783900744853	16772.131295232713	9485.772181549886	31457.382246628356	24539.32175649007	12521.635628542324	20869.62407622395	21764.819295198744	12552.097220656657	21700.452960182414	14960.481028739834	13015.72948925569	20010.73309398168	12524.736508018752	20304.559599455857	23188.929380837293	28999.335768735862	18431.955911294022	20962.951961737766
OANTIGEN-PWY	609.4792016806724	102.96281512605043	88.4064705882353	320.7961344537815	317.8020168067227	175.10155462184878	159.69873949579832	155.38067226890757	95.52495798319327	92.25159663865547	243.93802521008405	389.539705882353	64.2414705882353	292.54306722689074	108.28651260504202	204.9697899159664	111.44138655462184	119.16785714285714	93.44537815126051	104.78953781512607	150.79046218487395	179.22436974789917	129.4966806722689	130.31218487394958	176.19084033613447	166.91894957983195	685.7139495798319	364.174243697479	118.05365546218489	106.10726890756303	96.25365546218488	186.35226890756303	3703.617647058824	2475.33	1903.588823529412
ORNARGDEG-PWY	564.0	107.24000000000001	59.81333333333333	267.4266666666667	250.0933333333333	112.57333333333334	78.09333333333333	107.24000000000001	75.05333333333333	60.18666666666667	181.90666666666664	362.85333333333335	32.38666666666666	275.04	93.33333333333333	179.42666666666668	80.94666666666666	85.90666666666667	34.666666666666664	80.75999999999999	114.85333333333332	166.0933333333333	121.33333333333333	77.72	149.51999999999998	152.76	669.3333333333333	320.76	88.57333333333334	72.0	83.81333333333333	130.48	718.6666666666666	489.14666666666665	863.4399999999999
ORNDEG-PWY	564.0	107.24000000000001	59.81333333333333	267.4266666666667	250.0933333333333	112.57333333333334	78.09333333333333	107.24000000000001	75.05333333333333	60.18666666666667	181.90666666666664	362.85333333333335	32.38666666666666	275.04	93.33333333333333	179.42666666666668	80.94666666666666	85.90666666666667	34.666666666666664	80.75999999999999	114.85333333333332	166.0933333333333	121.33333333333333	77.72	149.51999999999998	152.76	669.3333333333333	320.76	88.57333333333334	72.0	83.81333333333333	130.48	718.6666666666666	489.14666666666665	863.4399999999999
P105-PWY	590.232558139535	112.2279069767442	62.5953488372093	279.8651162790698	261.72558139534885	117.80930232558141	81.72558139534884	112.2279069767442	78.54418604651163	62.98604651162791	190.3674418604651	379.73023255813956	33.89302325581395	287.8325581395349	97.67441860465117	187.77209302325582	84.71162790697674	89.90232558139536	36.27906976744186	84.51627906976745	120.19534883720931	173.8186046511628	126.97674418604652	81.33488372093024	156.47441860465116	159.86511627906975	700.4651162790698	335.6790697674419	92.69302325581397	75.34883720930233	87.71162790697674	136.54883720930232	752.0930232558139	511.89767441860465	903.6
P108-PWY	13872.041	19011.914	15744.781666666666	11778.643333333333	20831.31233333333	18706.730666666663	8373.93	15808.276	19600.35066666667	14139.506000000001	12416.077666666664	8816.941666666666	21213.052	9820.044333333333	18383.234999999997	11189.781	19037.068333333333	18180.909666666666	9707.298999999995	20161.103333333333	18771.80733333333	11508.654333333336	20070.405000000002	20814.466	10056.971	20483.89333333333	14796.649333333333	9550.579999999998	19280.775	8872.69	19415.626666666667	15946.833999999997	16242.584333333332	10079.413333333334	12502.318333333327
P124-PWY	578.8543055075612	891.7200447581905	1015.3865995293809	827.4599325336098	590.1067022099356	367.92472396373273	1630.012689605239	2496.7718951473566	1349.1776176136643	1539.2622211252078	1290.3639762386663	1288.7186460647347	1799.9851172434223	373.6150466505406	552.3124904971121	593.4244096690855	518.5678201773873	997.5172039295057	1056.0642108900627	2670.1720853696665	1753.0749660199763	563.6718171496271	614.7397304635434	510.0518043145579	1367.1749261983512	340.74028335883895	510.94884467920554	1671.8722844777935	766.346872685985	1691.4249928419806	1170.6778634546083	2514.491600269865	2639.263263727765	1632.3361175560713	2459.8197370456305
P125-PWY	1904.7556451612902	3169.7471836228287	1298.3498263027295	1062.5820967741934	2137.5598883374687	1940.9605831265508	1702.293387096774	2812.13564516129	1556.1029032258064	1707.7569975186102	1494.412258064516	1800.3658064516128	1928.7667369727046	1445.2182133995038	3406.0014267990073	1227.3092679900742	3420.0212903225806	1215.5810545905708	1110.5782258064514	3566.7958064516124	1988.0038957816373	913.5502109181142	1682.73294044665	2037.8314392059551	1798.1474441687344	1852.2103846153848	1960.114950372208	2364.729863523573	2331.227828784119	1794.4475806451612	1323.0121712158807	2778.7683126550864	2546.887034739454	1622.5513771712156	2495.0950124069477
P161-PWY	3038.406666666667	4320.205333333333	2031.139	1755.264666666667	3411.118	3032.1519999999996	2638.9896666666664	4113.402	2176.0660000000003	2404.854333333333	2358.8136666666664	2728.4759999999997	2684.7893333333336	2799.7436666666667	5146.411666666667	2290.924666666667	4619.162333333333	2004.7053333333333	1933.5799999999997	5836.689666666666	3972.857666666667	1329.9979999999998	4381.998333333334	3099.981	2408.309333333333	3581.8896666666665	4757.981666666667	3757.2763333333337	4312.298666666667	2512.1849999999995	2391.674	3630.8706666666662	11814.748333333333	7814.375666666667	7946.150333333332
P163-PWY	102.62068965517243	96.54620689655174	265.37379310344835	151.72965517241383	231.7241379310345	148.96551724137933	93.79862068965518	336.5462068965518	241.65517241379314	308.40827586206905	135.7241379310345	66.75310344827587	318.9020689655173	125.79310344827587	37.522758620689665	266.4827586206897	43.0344827586207	81.10344827586208	116.97103448275864	28.13793103448276	297.38482758620694	76.13793103448276	313.9365517241379	309.5172413793104	43.580689655172414	193.10896551724142	159.44275862068966	84.41379310344828	259.86206896551727	121.37379310344829	248.8220689655173	210.75310344827588	2280.8275862068967	1506.2068965517244	2344.2703448275865
P164-PWY	1432.2558682223748	3104.6724319377718	1204.7414321665522	660.0320292839167	1482.4671699839853	1436.1974834134064	933.6792495996337	2221.452299245024	1288.9597803706245	1403.9456417295812	965.3567604667124	1265.2928849233583	1454.3721802791122	707.5572637840311	2585.4949439487527	605.8838709677418	2241.5593685655454	883.7388240677191	775.2971859986272	3347.5334706016924	1548.3102264927934	671.484969114619	1491.4137725920841	2208.040631434454	990.7543353923586	842.4031114161518	950.0057652711049	1175.7401052390755	1168.7833447723633	1026.1336993822922	1027.5228551818805	1649.5308167467397	2221.071242278654	1413.606771905742	2689.3408373369934
P221-PWY	825.0	1641.25	1120.5	899.5	1117.25	927.0	1682.25	2146.0	1993.0	2223.75	1620.0	1497.5	2629.25	392.0	1769.25	730.5	1889.25	1654.5	1057.75	3978.5	2595.0	1264.75	939.0	845.5	1383.5	695.25	769.0	1436.25	670.5	1709.0	1585.0	3461.5	2111.25	1213.75	1445.25
P281-PWY	423.0	80.43	44.86	200.57	187.57	84.43	58.57	80.43	56.29	45.14	136.43	272.14	24.29	206.28	70.0	134.57	60.71	64.43	26.0	60.57	86.14	124.57	91.0	58.29	112.14	114.57	502.0	240.57	66.43	54.0	62.86	97.86	539.0	366.86	647.5799999999999
P4-PWY	537.6832737003517	103.15339847860729	66.48491415857362	264.82326949096483	260.99729757358904	130.24693706966536	121.33994166992392	115.4099305451156	77.52417811720134	67.39523858203793	205.40830692444146	384.57350611864456	35.502710243843765	257.2251865660422	93.89939565230462	167.2335644487206	82.04021046934663	98.5322132355152	65.2291409843952	84.15036892269761	122.0636290928771	160.49734267416335	118.8483117351694	87.3654842298325	145.39253254758108	149.77062208725457	638.5288794010642	330.8180378243483	91.27138158092546	89.84828166811991	90.92365254517574	137.16076129769382	654.9873417721518	445.80455696202523	786.9326582278479
P42-PWY	15821.84325135362	21765.825110196	18048.768874780755	13602.7680141844	24084.82113170137	21257.7230942576	9571.68948143064	18527.864384961493	22708.20803935026	16172.274799816978	14352.142091435979	10097.027243575078	24769.77426218257	11178.515216960264	21539.835103713867	12878.167306871042	22293.75846755128	20185.94343819111	10969.958708533517	23873.880586440937	21746.984244642725	13331.333886982387	22673.03795241364	23859.39696217494	11841.992237474264	23625.256300236408	16446.002022039196	10986.175333638375	22174.274082208496	10398.045383207509	22413.62010333257	18708.833650575765	18047.613880881567	11233.973672309923	13646.804578281091
P441-PWY	1243.2501273872367	1583.6466716262764	220.63822636202434	313.7751533742331	1559.4576636161669	1483.4990247233147	91.62791411042944	125.8260736196319	114.49293663249291	106.87692762366753	213.43343558282209	425.740490797546	75.27544075983938	1173.6116299451724	2406.034119397509	818.7960448810712	2601.6003515887737	153.32031571652774	40.67484662576687	94.75674846625766	168.64593889489024	315.5173216069135	977.3387073762306	1228.4390467358294	367.91214764690295	1660.4379338809285	1655.895562847767	745.0428703911298	1698.309615188635	84.47852760736195	147.136605996372	223.24004443266818	1190.2241811548417	855.5234147932249	1193.0254754091675
P461-PWY	1357.5223880597016	1737.3875373134329	237.55119402985073	358.0788805970149	1699.0117164179105	1632.3539552238806	119.28783582089552	125.7494776119403	115.83425373134328	111.32753731343284	236.07783582089553	428.35925373134324	83.86410447761195	1277.3733582089553	2649.3302238805973	905.3382089552239	2869.5071641791046	157.725223880597	52.16417910447761	99.98932835820897	166.71	335.93708955223883	1064.7985074626865	1349.4275373134328	411.5682089552239	1816.621791044776	1748.8824626865671	790.0788805970149	1870.46776119403	90.94029850746269	148.29	230.86276119402984	4299.514925373134	2940.512014925373	2146.7935074626866
P562-PWY	613.2789968652038	1377.2670846394985	218.95673981191223	92.45454545454544	1323.1937304075236	1454.3097178683388	298.9636363636364	242.0181818181818	50.82507836990595	46.243260188087774	145.6909090909091	109.36363636363636	100.19247648902821	1140.3667711598746	2201.225078369906	824.2871473354232	2362.875235109718	313.9034482758621	331.9090909090909	49.96363636363636	44.77993730407523	129.13730407523514	2090.7987460815043	1056.2990595611286	222.69404388714733	2018.862695924765	1957.0758620689653	741.4551724137931	2045.9905956112852	28.854545454545452	89.1987460815047	83.44137931034481	4322.029467084639	2976.1692789968647	1366.1021943573667
PANTO-PWY	11762.210000000001	15824.885714285712	13085.645714285716	9912.769999999997	17167.800000000003	15508.631428571429	6974.215714285713	12973.825714285713	16349.119999999997	11828.435714285713	10331.414285714283	7471.477142857144	17603.68142857143	8355.32714285714	15169.431428571424	9452.742857142855	15703.427142857137	15103.178571428572	7987.112857142857	16491.421428571426	15620.184285714282	9486.04857142857	16737.265714285713	17235.722857142857	8294.495714285715	17067.729999999996	12722.58142857143	8089.612857142859	15899.878571428571	7289.385714285714	15998.01428571429	13082.261428571426	13954.541428571427	8704.574285714287	11050.160000000002
PANTOSYN-PWY	11437.233529411766	15106.070588235292	12513.271764705882	9492.887647058822	16608.935294117648	14901.404705882356	6651.947647058822	12439.034117647061	15503.64117647059	11230.228823529413	9897.502352941176	7210.32	16667.454705882355	7993.634705882354	14479.671764705885	8981.65882352941	14965.028823529414	14577.832352941175	7726.087647058824	15794.755882352943	14867.601764705882	9200.243529411764	16018.147058823526	16495.682352941178	7964.721764705882	16255.545294117648	12303.713529411765	7747.352352941178	15304.65823529412	6966.305882352942	15385.958823529414	12568.442941176474	13166.632352941173	8202.271764705883	10412.827058823532
PENTOSE-P-PWY	10133.579420472337	16620.469407133725	12127.412847112204	9461.379059114024	15345.410897526213	13325.27464172172	7395.9727853521445	12789.68159995742	17211.11941303219	12270.303556514296	10407.488043415975	7435.052779408896	19438.69157264636	7518.739137521702	17552.635224439357	9617.407380537858	17821.853109023607	11786.282900037757	6346.8973316673655	20344.978636911404	16921.41034981355	9106.803671889647	14291.59429135869	15950.769787754813	8519.261116162073	15769.95697740288	9528.84457504633	7866.409230591195	13670.954374338009	7957.228881302868	15030.01719662459	14723.474345836876	16059.4829437229	10339.812169220157	10533.274553100833
PEPTIDOGLYCANSYN-PWY	10189.82491254032	16982.616533286597	12632.654088050314	9464.63813177042	16074.302071772105	14596.250095735084	8213.671973960058	14901.755705486436	17198.27676980093	13278.263727112824	10813.131567264441	7923.506992230855	19963.621084435094	8274.082426933037	18258.740265202403	9860.009959044857	19003.633472230336	12369.201328608237	7383.330535921751	20516.411370731676	17190.116546916677	8830.508761545003	16471.116309363864	16744.93656431126	9397.790125980879	17886.788884994585	11635.72729845331	9402.62672923522	15434.343570821246	8771.467296895586	14842.572386756758	15713.585302230791	24121.50932946498	15256.713401613539	15821.104518695925
PHOSLIPSYN-PWY	13554.741048091244	19017.771670934584	14489.328062729286	10585.549753187315	19526.255226562782	17992.380402092185	8167.8441561330865	15658.936986669576	17637.31039664378	14473.857894010389	11571.94675565726	9096.24567196978	19659.10517643747	9570.248197940504	18428.548261959244	10165.726368003341	19224.63498583415	17188.33450337801	9535.512598797719	20731.50202499001	18033.73214467328	10798.339513366749	19497.657640478006	19060.70488558352	9479.606874250843	19386.721118012425	15946.02627011369	9828.856448821329	18227.547995078276	8546.74153953725	17104.1848434492	16755.98764420108	23165.714531164867	14407.178756492682	16658.971137808287
POLYAMSYN-PWY	548.7567567567568	139.74162162162162	129.09675675675675	291.6989189189189	377.934054054054	298.6308108108108	320.7827027027027	321.4416216216216	95.42486486486484	67.25999999999999	281.29027027027024	434.54648648648646	86.31135135135135	574.1064864864865	177.9108108108108	391.27729729729725	136.1589189189189	324.4848648648649	325.72972972972974	115.87729729729729	124.34918918918918	164.2043243243243	1329.6540540540539	85.91945945945945	159.77891891891892	750.5313513513513	1684.1432432432432	662.4908108108108	617.1794594594594	87.25405405405405	122.3481081081081	138.5535135135135	1478.543243243243	1033.4264864864865	1032.8037837837837
POLYISOPRENSYN-PWY	11449.681904761906	14687.810000000003	12202.888571428573	9340.109523809526	16458.689047619042	14632.74476190476	6502.807142857142	12195.153333333334	15009.114761904762	10870.491904761904	9722.583333333336	7129.467142857142	16167.44	7836.2152380952375	14099.783333333333	8729.274285714284	14552.03619047619	14359.874285714284	7625.4376190476205	15469.202857142856	14534.465714285714	9097.982380952379	15622.8	16163.370476190476	7879.756666666666	15822.06714285714	12190.334285714287	7639.583809523809	14988.263333333334	6834.1776190476185	15072.429999999997	12347.28	16774.91	10631.758571428572	11639.771428571428
PPGPPMET-PWY	6883.369642857142	6445.957142857143	5848.858928571428	4635.457142857143	10266.094642857146	6469.467857142856	4059.5767857142855	7837.508928571428	6890.54642857143	4832.412499999999	5896.344642857142	4591.6125	7973.739285714287	3440.678571428572	8353.723214285716	4266.508928571428	8656.955357142857	5188.153571428573	3984.25892857143	10562.85357142857	7319.076785714287	5990.70357142857	6023.958928571427	7631.22857142857	5841.72857142857	6306.330357142856	5083.783928571428	4942.135714285714	7951.5374999999985	4513.869642857143	8590.016071428572	8871.371428571429	5582.692857142857	3865.769642857143	4010.9767857142856
PWY-1269	12076.573613445378	15160.635378151259	12625.721764705884	9712.679075630249	17362.35613445378	15144.96957983193	6783.789915966386	12859.579663865547	15541.608235294118	11199.834201680673	10177.06420168067	7523.084789915967	16736.36176470588	8129.543109243696	14842.330672268907	9073.774033613445	15264.468235294118	14749.41714285714	7941.797310924371	16356.484873949583	15103.787983193275	9649.52638655462	16127.816302521009	16758.644621848736	8351.725294117647	16351.858739495798	12632.370168067226	8032.649663865546	15682.33638655462	7191.695294117648	15797.494957983194	13056.182436974788	14221.511176470585	8922.781428571428	11005.720588235296
PWY-1861	1247.1809095773142	1800.8091385767793	607.6276511503478	479.53765650080254	865.4886463349385	362.9262065275549	230.13371585580404	776.2500374531836	356.5199143927234	434.66884965222044	463.35987243020463	628.0913999733646	194.7827715355805	806.8130453900809	1738.7532283335784	490.0598180845372	919.16537381922	386.2243124665597	99.16618512573568	3576.832033289641	2116.347792271513	288.8156875334403	996.227116104869	1416.9258640984485	335.7010719133834	378.50009630818613	1264.9297806313537	519.8693192772914	780.965344193121	407.29016726596427	974.5079947009468	446.5842696629213	5744.4086786713115	3780.996034121416	3854.3735538935657
PWY-2941	74.0	38.65	74.4	84.75	150.1	198.6	274.05	221.85	24.4	11.95	133.55	100.25	60.55	331.0	89.85	244.95	61.65	243.65	304.25	45.8	12.6	17.1	1215.6	13.55	42.55	607.15	1063.15	370.15	537.0	26.45	40.8	17.6	3670.55	2491.75	1101.2
