pathway	1002R_0_M_NS6_week10	1002R_L_M_NS6_week10	1075R_0_M_NS6_week9	184R_0_F_NS6_week10	184R_L_F_NS6_week10	2403R_L_F_NS6_week10	2506R_0_F_NS6_week10	3894R_0_M_NS6_week10	NS6_inocula	016R_0_F_NS6_week9	1075R_L_M_NS6_week9	1184R_0_M_NS6_week9	1186R_0_M_NS6_week9	1186R_RR_M_NS6_week9	184R_0_M_NS6_week9	2403R_0_F_NS6_week9	2476R_R_F_NS6_week9	2562R_0_F_NS6_week9	2562R_RL_F_NS6_week9	016R_0_F_NS6_week5	016R_R_F_NS6_Pellet_week9	1075R_RL_M_NS6_Pellet_week9	NS6_defined_inocula	016R_R_F_NS6_week5	1075R_0_M_NS6_week5	1075R_RL_M_NS6_week5	1184R_0_M_NS6_week5	1186R_0_M_NS6_week5	1186R_RR_M_NS6_week5	184R_0_M_NS6_week5	2403R_0_F_NS6_week5	2476R_R_F_NS6_week5	2562R_0_F_NS6_week5	2562R_RL_F_NS6_week5	NS6_defined_inocula.1
ORNDEG-PWY	304.4902717953352	146.3041916243454	139.55907341246976	116.3156926796102	146.18413026658226	101.36097198271035	811.549734621406	152.95213826366557	1024.2644498562706	129.83592547298755	93.4120129457669	45.41635432585324	117.94878718329508	101.45356483111676	105.70346159510235	171.95999030067895	206.1104199306987	122.49233469205558	106.994857359492	598.4056623355059	77.13529860546558	69.46672522982635	948.5718040674492	290.24943449796706	102.42242958577341	214.65845562139432	394.1448267753249	324.8250754639175	213.54034724674167	49.088340440194685	185.27990040947344	177.47918273167102	382.69570409178664	89.17859678564514	645.9776344955277
P105-PWY	2251.306026422898	1112.9752289351434	1027.885610847203	880.9240752133107	1175.6626839054911	791.5876840279456	4454.371496957856	1324.169638031496	5554.384273521867	1086.5133077958747	784.7192593793687	354.4676543183336	969.8629300140992	852.9910528542721	859.5014685534254	1178.1171428172083	1422.8400664791016	825.7170009890773	857.6010796979367	3875.060998426483	609.7267769424811	635.8613591025241	5309.927307544186	2090.5934539091377	761.7946775255584	1645.7552795610077	2674.3378647184345	1979.9506741664775	1532.2391894516047	357.6157805683851	1530.148047415813	1299.9632936549954	2309.44876118957	708.8628030405563	3519.478981047391
P108-PWY	25264.374508882942	22609.818607926038	20074.52073683706	21799.407256023933	23107.493991401494	24926.226451208666	18111.725424938162	22041.60080879579	18874.22059984986	24419.878810499413	23926.004973707193	26601.020468335468	23940.681308167543	25263.948752779583	26564.498990553562	23739.934587815085	23918.753664481785	22406.587469525635	22680.251976456006	17061.88603597392	18651.375747827376	18612.87520055747	24022.335636762968	13978.732241610587	11159.502780175113	15613.036216456321	11744.95545943511	11743.782785111427	13637.591660606919	11823.515303554088	14410.883047537069	12712.099608690882	12478.360289126804	11624.479779510213	14984.717501189967
P122-PWY	1517.8606738426436	961.509764496679	5272.034184477719	2376.2055248328024	4046.399388604943	1335.2864565508041	1291.0502077337014	5397.414748343118	5266.433724015026	2196.382587361339	3208.5056098122013	4198.667785173219	1397.2848123388485	1317.9421967122598	5915.238603221564	1579.0826187111472	902.3231869997832	1921.3606962335773	2810.99360373413	1435.01166665361	2428.426429395843	3471.029682264784	6007.033644121661	1956.7521314018054	3342.1517872909626	2918.9004434989856	2774.03066925327	942.052236089447	1473.2550458575865	2326.9765118090036	1377.0822877631026	2968.2283922658403	3494.699907396193	3474.164705055942	3748.617374458436
P124-PWY	1730.9459354195692	1098.7744231024453	6036.253332367324	2714.947337281734	4608.401090882263	1522.2100492262314	1482.0421349668973	6203.804554446411	6271.998781039079	2503.4485874012184	3651.4546288468687	4792.169614657403	1595.5886328650076	1506.437373266749	6730.169501918194	1806.629522992257	1031.0461763367896	2190.223546610329	3187.37894976649	1632.2572495233553	2755.131677426989	3989.6671101157663	7030.524900885113	2222.6793218722773	3845.542371226331	3330.6799134747766	3187.169974264811	1075.4087987353835	1678.2277674535444	2667.261186804787	1568.8214573209998	3381.423904139663	4021.875981930348	3997.2833063310463	4378.590248075695
P125-PWY	2217.6072893295445	2015.1283716135372	2900.240949748133	1260.591776845043	2058.4537333156195	2122.8743521907263	2023.1814759537972	2864.212885219004	2583.8435208001583	3284.5588597952974	1614.0882681876292	1997.9375679490688	3523.828492287354	3536.6453319102284	3688.6785252387485	1750.0195255551264	1918.8766999769941	2410.390080359782	1372.6527731149451	1970.3612595197449	1348.3540518668344	1767.943777213655	2765.3341191664763	1098.5608964639468	1749.7707031285063	1543.544386948511	1854.0863089752047	1491.1624149744334	1268.8549764300517	1147.7366286395538	947.6376400011466	1850.6362888230924	2425.454259095966	1845.2623569986606	1775.2526190462902
P161-PWY	6719.578475339523	5768.148375103392	6219.772284261035	5461.536417337801	7182.416528310304	6157.702090695815	7040.120388820168	8516.965182130152	10999.714085893356	8367.334995331414	5556.0552880209325	6790.3084085049095	9135.620461327802	9293.638081724477	10956.878173406061	7190.125116427866	5538.994090300233	5597.311011029675	5022.802303791832	5267.778220181236	4149.660130717191	5966.4750215062195	15672.781595534616	3206.614255512855	4438.569801002415	4709.279141529203	4660.881154511652	3689.515452460576	3909.887196814296	3341.1706107635014	4145.853889758998	3743.673030097383	4937.477254905947	4004.6194570416046	10191.664978257793
P163-PWY	528.9164777116498	340.199911523896	752.2718648094406	186.92781414807473	667.3117974127646	691.977274953708	371.84260414369066	478.60548458341975	4582.9023307046	223.29997786299836	542.8946627973033	710.3604198098009	88.24545654990676	100.75185478490654	66.37880932969058	703.5048833954784	440.64924517837875	584.0072443169804	557.3824339659135	241.36741925526567	590.4491794813183	683.9891515819127	4636.831707574248	348.0563766510736	214.56608662679915	311.6322943846138	157.35089998943536	290.3092308380363	595.0360373839538	262.97911215881584	176.77976688629224	102.61607592752513	198.06319109286295	275.66721229479424	3044.552495381996
P164-PWY	9509.991356254557	8343.142593987077	9925.60559227642	6458.207721742414	10216.117090881127	10763.050357582426	6056.818039175436	10138.355576673723	13259.9343490537	13576.304561819223	8896.96402510617	10365.648624187703	12888.525605708692	12209.95582588609	16057.195916962266	8488.651947524122	6718.665102027961	7285.0282003209495	7908.551010849471	7306.839816743792	6843.502176611303	8561.810819791766	13392.488258690766	4770.735806069858	5069.5322084998925	6278.777971530416	6405.06568679773	4071.4208681458463	4477.189182744336	4279.552978011015	5542.692067633923	5549.313997256744	5711.879967456303	5445.842417193375	8486.140320725415
P221-PWY	2084.426304275435	1709.1135011939696	3682.4422832496707	2794.5347143689864	4308.11859664581	1576.9933851987578	1425.0613735296895	5621.553466117937	2565.086435628054	2859.6637272405333	3373.474824321549	4375.677439259517	3174.9853865919044	3369.599367482403	6525.118821442368	1737.867986606946	1311.4232935964424	1275.9340328193384	2809.6479491980867	1528.814506741337	1978.291618931034	3546.7912431283244	3801.982334097526	1599.134767015946	2733.7185300074134	2754.9677620532525	2489.4059969681825	738.2697957789132	1328.709520679402	1825.455597064379	2220.6387391863987	2393.297808117845	2458.3038250332506	2800.4712231751782	2211.4598123335613
P23-PWY	2555.777492588915	2155.340478839429	2217.0547585773434	2189.4317254994808	970.5125770165718	823.9159451558544	7501.255562197767	1130.8137186103775	5309.874642476211	818.417285819257	708.1694937515908	725.8152289384834	1187.220561933635	1020.8682521202647	816.0328340088645	6929.454533034417	4344.381490391812	3794.9880083993708	839.2162362758036	2798.4032319974976	960.7676973313462	589.1547210047195	6552.957750482395	1646.1250030101098	2104.965520908099	1835.6627997481357	2369.1614345646863	2968.1755956839324	2198.826543536254	2181.515097762958	949.8222851194939	926.5984916177357	3503.8712111764175	674.457099552895	4389.802574741023
P281-PWY	210.9452226960535	97.298573540756	91.42012325299879	76.66956025433488	102.34658137917955	70.47349296991217	511.436090225564	109.38958029830037	724.7390627860423	91.03401161152134	65.32269295437271	30.695407834200456	80.29222723462014	69.70967827498684	72.95536473291212	103.27718724448079	129.41784659704717	75.41666204552568	74.06460337138945	442.06246837481024	52.16772531699672	49.65959702417854	645.517514871117	210.41312854090714	62.98639891666941	148.12983572643756	282.01594957226473	211.44330093822512	138.1368713020281	30.99539733615738	134.87690826795415	126.50650415877462	251.7250167744706	62.562877739750974	439.048858167037
P4-PWY	4551.225384238296	3639.76161856462	3479.137358993641	3252.0163042040817	3990.8239623901986	4378.1878206602305	4874.57942265353	3954.7099187838394	12302.35108674548	4049.9581657668646	2937.2684520303383	4036.7986307054857	2995.3910581139894	3546.1540383900874	3513.2086908145275	3602.7114148910778	4754.010699628577	3974.522280583542	3356.3743355497954	3867.7651222049094	3272.5014698786417	2800.584179428847	18278.0297265285	2571.0754348865275	2139.0598074954555	2813.9823618596147	2763.2930641526136	2367.016396843854	2561.654562511591	1952.756261010405	1805.9069130394828	2348.314411834366	3127.620580829409	1946.2378500643167	11477.567399305191
P42-PWY	31463.633239194754	28155.936753852282	25516.37140700482	25837.37522524998	29544.55250641102	30742.830574121184	21838.577133233786	28035.179052813975	24357.944528570333	31048.387063762817	30248.123319944603	34351.01442939249	31479.617657534243	32848.794684227694	34898.45010406077	28898.17425291921	29791.227548741466	27367.06337289519	27746.817696039434	21067.150618673746	22775.45447117408	23470.450943264164	33264.3893008793	17294.630892698573	14141.977640143841	19857.63035793148	14963.747396681281	14507.747580129046	17017.07094862145	14398.806794083	18097.597241783416	16417.16665921496	16053.800001116955	15114.532182323004	20927.14536977485
P441-PWY	12572.707458013809	10924.115367146595	11732.314882105744	9690.639063452863	12645.4270202165	11648.130759984422	10954.361302371419	14095.236299543196	13812.944124084828	14711.137570289586	10887.468207186279	13005.328023283239	15818.477503419508	16132.31871975194	18233.309169456254	12636.168958333143	10874.49612145338	11006.254542219316	9810.50113521776	9155.544253393018	8085.2591260341005	9801.458001525813	19225.71996888745	6343.275272811585	7626.958044090693	8673.964886683483	7855.1280568364555	6542.623618197854	7096.480117266723	6167.64781221682	7109.652587266055	7318.4178050485725	8631.097174704613	7432.248690074541	12390.584699808023
P461-PWY	12795.571585110105	11130.913845236315	7269.180906412329	8525.447351475354	11214.264759587288	10612.871247615083	10860.925158623033	12202.7433919725	11982.358665706355	14290.298341326177	9255.663562585913	11484.687661688375	16219.199434241049	16742.024256409273	14793.483366716258	12309.003010001285	11103.516181435149	10447.601029755893	7792.277858028133	7884.689427968036	6453.871003576387	9423.084615317945	16877.755762098503	4295.607245828967	5466.153218932556	6741.240120525028	5593.332830633251	6147.2246346152715	6848.654760990565	4668.475386503997	6957.430580264677	4871.842714976056	5992.1677581771655	4834.290802543628	10622.470837334544
P562-PWY	1413.5291720184155	1560.7210042219551	304.3671966229454	349.4849368734884	77.53805324878685	1118.431278555066	2036.4492589910296	121.04125286894377	1600.9238562295086	1439.7927327324257	76.03285426409455	143.16650148048862	2309.994080314471	2450.5267760551264	70.16452241556742	2179.842714374131	2114.116736789475	2159.668202011134	133.68353385568005	678.0535971921792	269.5636086876092	71.31505822986409	4632.161307028442	118.03135381120659	341.80919390294616	184.2110095143429	139.31103780563478	1201.5724475305244	887.8533116322692	373.88689072625493	160.9145936821161	266.60189927627346	821.9240993510715	45.41218461875024	3181.267359513004
PANTO-PWY	19484.797433018655	17561.5468915982	15278.903270083338	17232.572224871903	18299.48521551146	19382.079905779166	14605.759086879523	16211.8892160688	13778.262790110603	18584.203512390082	18699.993917581007	20452.80427575612	18110.72892538314	18791.758314015926	20260.565944853955	19064.16565838559	18889.146438610038	17679.693977005514	18001.611273582737	13360.773118466872	14702.657657745105	14158.31318775948	18107.256220101204	11113.879024203043	8483.83892189424	12095.542109498218	8994.762073951257	9397.22459287359	10746.095237992875	9250.582951917953	11094.810887843	9685.444695520264	9599.650522682092	8769.984569770102	11356.760801852934
PANTOSYN-PWY	18952.856870341853	17031.96459806128	14813.980127950881	16627.336096960058	17592.901505478316	18671.556206597546	14477.175320074477	15709.325066583617	14212.843118353398	17937.72260543599	17748.715696251038	19479.493037063763	17585.46525140525	18185.53708989597	19661.645710698784	18689.660417739462	18315.74708205188	17301.236388783767	17283.895497116828	13000.49355198175	14083.288781888816	13544.82159466658	19100.23559702582	10623.369597039255	8254.692045765263	11647.891927944656	8761.759365590138	9154.428065032827	10329.576151489442	9044.461404651283	10694.787377521665	9350.822902168522	9396.678893695918	8468.091418264785	12022.524670099821
PENTOSE-P-PWY	19168.672974389265	17062.41996355211	16887.793140211346	14786.255479976553	20619.903204495175	19601.667004346746	12985.153427236837	18774.26763307912	14639.341794106309	20559.429743928824	20328.649021456116	23324.104271695007	21905.065762088852	22518.4149011781	25055.183374064633	18266.294161164897	19890.0052189923	17810.060100784394	17977.312326735195	12655.012032295794	14803.63389147051	15427.502741879758	22543.52868381869	11291.793608403874	9661.025559586593	12915.691648582657	9640.410403261545	9661.9107598058	11617.248002848479	8537.980116484514	10933.912515729911	11006.706603646737	10836.878771115047	10240.57147050976	14395.083676991995
PEPTIDOGLYCANSYN-PWY	20237.06465458165	18290.0447675799	17208.230877883867	16748.605648286226	19774.997264970105	20273.62537505384	15336.18116185631	18352.27722157204	17864.265573058845	20316.58425070984	19573.372973839425	22109.90868218817	20596.36426161353	21468.45935853949	23153.234746607563	20334.274346884606	20526.540447411615	19060.047359791937	18340.17890037393	13300.235322409468	15288.70173542983	15365.784244190294	25679.33384424846	11316.128429281724	9695.622485975737	12925.523214040053	9788.72151956164	10067.866089241183	11462.814416478754	9640.637282946964	11123.222906591223	10844.290337369664	11130.708960657646	10030.630482276505	16294.941475190742
PHOSLIPSYN-PWY	19509.1412531902	17427.778873022467	15246.158752895546	17152.24133613745	17308.67984608616	18183.544018113334	16088.540622739083	16862.992647880747	17501.888701720254	18486.587217424094	17220.74051973705	19265.592303530433	17980.69389870099	18600.608306832804	20221.493524361522	18913.215905148667	18514.148468031723	17807.37570797686	16749.272472468507	13854.628088692927	13654.645994068578	13507.210708875025	24020.755854280967	10412.29780324446	8783.28613675773	11630.713840958404	9589.216517979285	9456.68057055866	9900.134407879068	9651.459863687885	10844.143262271826	9547.142396848247	10314.338445106398	8746.28300271118	15230.871681039876
POLYAMINSYN3-PWY	729.0438067783529	476.86533635937707	703.6467288310332	552.1380384389475	306.0881313949357	659.4686359798983	2087.300378220464	310.9970504160775	1774.7619285048822	672.9299657088516	256.7839685776432	196.81302328016994	591.3987696499626	494.6187904954076	758.0937912526576	1982.8567618532693	995.390697930499	935.9255569093426	287.1154700837261	802.5473746543664	404.41951289996393	234.4260857079854	2234.1959746914354	347.03693312851686	411.87058721858114	350.1026586820116	468.969749236687	772.2760650651514	569.3027029718897	423.4458667293791	203.21515806717227	184.33783658516546	777.7242082621344	124.212676764646	1537.7245795054964
POLYAMSYN-PWY	789.7649451876806	526.9730046132854	739.1452859608032	577.2904606690201	374.61647458250457	681.0457731610471	2162.143436139419	361.91272942535863	2157.23911689115	644.8128339247628	292.5104116358731	252.31067475663144	571.7941543234206	478.18856362749347	728.5422061185834	1957.7261472075404	1045.776660574202	951.1364847304192	332.0377134967288	886.5778986556318	447.71979894589066	296.5206534755271	2726.0249499308243	413.0022544025742	441.5362616251749	409.8879798565961	542.2509553544426	811.4402523788867	610.830172279347	453.998528129363	248.57758127823482	231.11266836767663	857.2733404345886	161.67205474037007	1871.0575918934253
POLYISOPRENSYN-PWY	18610.796263759334	16695.96382910938	14695.567513654401	16113.309654352226	16997.74247212548	18201.716611221364	14424.964862906703	15350.165778331195	14295.981668209095	17581.663718790503	16975.552619710194	18689.157135050344	17344.88154151805	17876.7233878949	19228.973219942425	18419.7494973553	18003.098907722575	17265.740305505664	16707.77384661854	12764.068969401258	13640.784021415333	13009.558680594508	19484.3599191765	10258.596524819564	8190.216014625862	11313.58117298291	8633.549589128546	9081.292072505576	10047.77571100004	8942.708201971836	10290.192598314785	9262.691450216911	9490.068642068103	8387.379228408668	12314.669391427871
PPGPPMET-PWY	16131.849318064906	13925.660856651013	13390.278354342598	12645.930567160613	15516.354623122485	15628.749177246345	11266.907650815008	14530.562108024065	12294.40848459254	15536.096313118995	15108.253410494759	16721.59232053204	16442.340970327714	16888.928313566445	18435.78468872193	15107.767817068008	14931.822894433082	14845.379369140479	14779.779767562364	10819.99709948568	11952.516346638926	11738.446803615563	16671.993483885046	8979.47796353928	7783.212859806054	10434.051937196691	7768.832177606181	7862.227048465307	9251.214322029813	7312.719145998061	9064.097023049486	9003.822155245733	8918.08212748834	7977.990482881115	10629.89362947157
PWY-1269	16925.52415865951	14851.8289985079	12891.085696551896	14560.971501299595	14997.470308737846	16437.943109691943	12577.379498381179	13060.197894144436	11224.050711449308	14966.205930114676	15438.917602025378	16771.14434059927	14913.654808939487	15327.699329386654	16492.439417143607	15905.966120063767	16200.46064242187	15345.456974916427	15462.486496884749	11909.630176378778	12402.47829599228	11028.962178811138	14606.696686131667	9575.045076082662	6757.672981938387	10021.971892772408	7462.35929253849	8081.471256621574	9022.710644377188	7776.85564764346	9402.255198560004	8462.857106244264	7993.629783261255	7225.165700407889	9136.980929978337
PWY-1622	5627.238227265878	4564.926985793171	4626.307316041654	3276.2884962123194	5460.859696714821	4933.636520703681	4700.771917208021	5787.452196338521	7298.982619178299	6397.392713302576	4598.0401551998775	5587.5603900079695	6872.838384315833	6987.434905449848	6773.444325249674	4727.633067022586	5464.415817026563	6173.812426720327	4255.650280233396	4363.859703616555	3734.8511766701963	3395.2048506675537	9402.494133267255	3438.816178603073	3657.112978728399	3851.622173568952	3454.2119024303165	3796.8122120150374	4087.0017027653944	2363.1532373495993	2557.7179072045737	3674.90683366664	4620.948914665535	3742.9002620022134	6196.329070025377
PWY-181	2371.1598171766095	1190.7388014440103	1079.540456818112	939.422260917124	1190.4117731071162	854.3942433449504	4285.261364459738	1307.8746031121009	4488.059772768108	1153.691379656584	810.0485518116612	369.64893473719155	996.6210174018294	872.2091832639819	879.9635949297758	1295.6335978417314	1532.147662119202	970.3972663863314	914.9291005655633	3692.809750605126	656.9185502400503	637.0336867409652	4030.878898971716	2103.5265059568455	794.2414109983905	1638.6786061074392	2447.5613843998576	2139.060983367422	1561.9260631956583	385.20793819951103	1495.9996065541388	1304.8326906914108	2376.8561688494397	724.1415293580295	2728.932832160151
PWY-1861	990.7179063683751	396.30970061721763	1179.6047107356476	517.0660422401706	3463.904271954787	2378.5401027759203	1980.7759121149666	518.1567541384561	5337.685136976643	2980.4801383360063	490.8879468277833	281.52940235542485	2905.685636641346	1510.957098013683	5916.680848102092	1545.0185098413488	473.5328901656586	1225.1803002585948	1588.4311049451571	1850.4577773309236	982.1065869138831	667.3344769958222	10822.665315512537	972.3621901281499	345.66411974729306	647.1290032738748	1104.329132922742	882.6726420677949	634.0229119128111	151.74973548596873	543.1419163051602	548.4104933682086	998.0746922410223	567.8575597598142	7163.387295193928
PWY-2941	590.0280092525713	773.8586870353893	859.7592363336144	941.8820651732046	50.3203926689714	54.11012905339041	3638.9728446248123	70.23637085100799	3782.4261329019637	153.87350243877665	97.29415407343517	240.51693630418325	355.6478934253729	244.86800552473628	182.31606723158924	4225.690785795536	2256.3177557078343	2010.2017291035552	162.33024865685815	292.3158486968912	294.0048783101882	47.7055704809071	10498.10847493074	332.90504788018274	1026.6355939615214	521.1223659646244	391.5549796974694	1225.7046303806378	931.081584794863	1131.5359387168994	68.15786051923264	168.59195859035535	1370.063873508446	105.12178673102976	6991.527491396132
PWY-2942	24879.74166535358	21949.06569997539	20101.809730716177	20568.415890887387	23122.81213294313	23870.2726678669	18579.58259986326	21757.337410240754	19674.283393662026	23819.723766797582	22633.455743664195	25216.63449413088	24535.231496336626	25196.027869064437	27138.326253796742	23709.573250233465	23486.72343758535	22980.9663381174	22169.55053335526	17054.3575058114	17827.05149515651	17563.09716150436	27104.62865836262	13544.889880761768	11627.152279026108	15426.192676427658	12005.150424392414	12106.653159887754	13616.687889204764	11779.124600066394	13901.372106612649	12916.309903486093	13318.103621234586	11851.873395391833	17224.217082164952
PWY-3001	21939.658614065578	19741.066009824106	18636.16883099679	17817.713141909247	21500.53477261043	21817.916925733847	15753.31919893828	20010.474489647804	18663.760445598204	21854.144287470506	21146.038298878797	23879.40342304955	22604.91591522587	23376.203607933887	25131.62425487156	20811.562507700575	21665.15873266037	20214.407420869466	19756.762406862603	14785.462477032572	16273.079758833572	16608.53168796363	24705.10406874993	12337.11241601892	10428.438503059951	13991.842230485132	10818.435687599838	10763.987445567256	12299.446249311528	10243.136139551681	12219.546186731684	11849.914321873715	11969.075627013222	11015.803030708916	15579.547572721396
PWY-3781	523.5806884713404	298.62292915067616	3176.683811751157	1319.1932007797288	2189.584553472932	344.4346677487641	500.02457138885353	3327.902227594027	1045.1440522946727	1207.2703552861276	1698.027803915944	2266.9918519805547	741.9480710902982	691.7860962449975	3794.392837799346	557.1122565141563	264.35151762499294	810.1362796566132	1421.695992228937	683.6042700781062	1157.7744104256678	1875.891342875836	1393.6932354940395	1002.565910283473	2131.0140089837614	1659.11073399119	1711.0803681635387	385.2492767777453	569.5388689854575	1344.3740341429923	721.6489683061183	1905.9792463323945	2224.7244943015944	2235.866245816682	756.1985097922156
PWY-4984	9883.215982946978	7504.6571556863	8270.744630036234	6336.953964406891	7705.120127831232	8715.750379212535	5879.22387398217	8902.427870896763	8680.914892670795	8413.976087112367	7150.606287692286	8401.26023973936	8504.204210176773	9185.179010643884	10881.748133944666	7667.7044421938035	7273.890757094583	8211.360523921327	8158.527676622516	6090.923089050918	6225.572544714436	5795.105978883353	10050.390857728678	4531.558041768417	3826.566929931543	5711.9150775776425	4527.967515189702	3650.796703096926	4106.210428845193	4305.778613100758	5339.818038755031	5145.199830583499	4708.227962786958	4659.859214368955	6501.26120585448
PWY-5022	1605.8858770387906	1369.518490456235	694.6725409387325	288.7349220418147	599.4308893962657	1289.2787155868305	2036.0104984673824	647.0335002024176	2223.31458387028	1286.7774072737748	480.0844787842224	648.1146430541353	1467.6419371976044	1390.1683914154567	316.2862641975226	1240.3713717898488	1681.421554223299	1724.223912933032	361.3851342382833	1337.4585046438453	350.69279326797505	478.9798135888582	2179.1396575964113	567.8170485892847	443.57078270293937	449.5363082230486	732.7025643045226	1257.4638100304605	1010.6864009089069	375.28125131980494	457.6061580928181	500.87430314241055	1049.1329395471155	470.88392564465386	1515.97391588712
PWY-5097	25883.79429408145	22778.469536588098	21275.23669689541	21031.804572979236	24595.45212683215	25024.45735737019	18737.81241541237	23239.721990564314	19815.343289054734	25178.43986122056	24071.81382843131	26922.0625144027	26335.26066477448	26990.158335543605	29245.2625471995	24465.89394644867	24566.601200865472	23805.807052093278	23229.295280653936	17632.76788461831	18681.926628645087	18689.464031466166	27449.62968763542	14217.014520286168	12354.132343777377	16305.705203041322	12634.752590475506	12581.517639392305	14385.408442155984	12095.549302705904	14599.971965260153	13754.48398963987	14017.38926215017	12656.645339956782	17397.071718786305
PWY-5100	21349.50094191486	19577.73223687724	18527.64296226009	16491.66888725326	21005.031552460965	21244.314735638905	16520.855174373028	20630.818928280238	19140.429174588702	22626.555028977597	20828.95652319294	24089.271959136928	24567.757928505103	25721.159693514463	25785.497535466035	21469.753954160606	22392.90064475852	20181.348238530838	18199.37432882989	13965.17674901152	15422.626580554484	16926.545485315597	27668.063207874788	11633.999579745661	10677.379816140274	13654.682086955567	10638.812120167953	11031.269950863678	12539.002203735088	9749.878664086833	11683.01925222421	11699.484599021187	12356.979806619474	11031.59084110983	17590.81419126862
PWY-5101	26611.84569667158	23911.141147655697	21987.692305838013	22336.025449058638	24864.354218465163	25922.181139315548	20001.146200206844	23763.108575737166	21870.42077587788	26385.92264686519	24133.48211236404	27055.123766410245	26726.93907646084	27588.15049491677	29632.250493035393	25284.326421508315	25084.74319586742	24513.817564756177	23378.507396763256	18252.787386974258	19075.393136410643	19313.63189453711	28651.140758001027	14341.981718862473	12525.902694020742	16497.774372545307	13130.113621404926	12973.906326539574	14312.17713169067	12738.165120870905	14728.518826539837	13882.21198933244	14425.182034686468	12967.146256657144	18106.933934574103
PWY-5103	23133.20221486223	20771.598086429447	18946.40383836644	19465.939023048322	21625.98615598234	22543.527291052073	17099.26979747024	20605.089981289337	18195.285152142318	22817.815167528166	21088.70533989244	23564.82119144021	23076.10216305581	23873.936319688295	25563.584692676122	21654.58628077856	21727.39981927967	21204.04931882191	20446.18905490558	15856.89032224203	16649.124588934043	16822.71527081401	22862.646010854598	12526.086536582714	10777.439350986664	14333.72317382531	11348.588956868487	11193.634328585746	12430.653207169538	11003.523917234941	12862.663548115206	12006.270000110626	12344.392024006267	11210.61252587061	14339.749984385962
PWY-5104	24749.694493468112	22331.05209282232	20246.691201147085	20822.20092082034	22896.430316953563	23928.47072733994	18614.33496859496	22667.615615007584	20824.645800257742	24684.42565880198	22537.47633702596	25455.88933737475	25170.903010800448	26258.563542730397	27524.540734807397	23457.988963703032	23205.22012853728	22319.030641488363	21400.57003580872	16901.351330795238	17544.54791906952	18298.34928492641	28040.490265688422	13192.344032731951	11748.343429596925	15408.612777997167	12324.850215351831	11872.304849516735	13270.267858801986	11804.921808022506	13915.767740492009	12842.144692966503	13338.799859837618	12026.844605741288	17759.753603407917
PWY-5154	18199.71313428034	16572.6712411246	14780.746014651611	14703.32000277731	17000.737440359557	17965.71945229299	12709.433187270975	16521.666401471102	15345.759421538787	18715.699453311085	17157.598427709	19312.932552857204	18647.83359389702	19089.34159338473	20269.68414792568	17392.651268712674	17453.501650983133	16429.83400503674	16065.426447126078	12462.179110231458	13085.494160804805	13236.249529856863	18583.29640978928	9840.467537024677	8626.455852175324	11371.503003759002	9264.473882101796	8780.909923862586	9671.280714054643	8490.071442908726	10266.27899375902	9366.244390939764	9895.967386763248	8760.363930858119	11595.983713574546
PWY-5177	233.29900848590705	140.96202815906645	228.5687510794986	81.75252760801837	230.08999331985237	176.29938427256533	182.37659084822707	190.58435017084318	1727.0830595515574	98.39798242263169	160.78124760367072	85.88504229962963	41.87813364346366	46.88775500989156	31.73581030410583	243.39427757395808	184.17871446800996	185.21639410450058	175.0376270599403	118.80886897448377	138.85640374526855	144.134458304689	1516.0241129867022	162.0851042092688	90.69703114744652	141.09180634104462	77.37797644288922	137.85438002912298	243.65522386862457	75.49755780499072	83.36179553382026	49.56141815729229	96.40355441628414	108.67524107876338	1022.4944420753669
PWY-5179	82.74757685613987	49.34900839464988	26.473486239214125	15.588390231650074	0.0	18.281396831910698	160.57241390043114	33.153224887940446	1320.4459423585627	18.430956526124174	11.484821091025136	27.400562768247312	15.610089954139152	23.183874845412618	42.96029013887751	22.68488686964483	29.553058658952683	32.279294690143445	0.0	326.8757598969954	19.16655587494077	17.904827881734423	1281.6460937610857	213.40525239992837	100.70169725533906	130.0991162117386	98.40783744733886	120.03200402863251	127.73997697983756	46.58617406914294	72.72062334890028	120.64614162426098	102.40660909036524	45.07017395100405	871.9972051793
PWY-5180	840.4986177945941	488.4335540193886	617.8908469918001	394.28300274447906	0.0	665.0660108777862	1030.1251203319002	535.8355664920017	3081.2251999055925	392.1539618223465	479.584491249311	585.1526474118987	321.1085722822871	293.39240447338204	385.8129309671349	639.2028391579298	582.6516041705928	520.8634587505012	0.0	947.2609540431729	451.9271049601624	437.35432944775727	4264.783782439826	547.5413841500447	257.0199049315273	490.5544592130845	591.2321897173216	525.9387322516671	543.7870394831086	255.56566731730783	401.9788715883482	411.0811352648792	595.9192583483621	342.18454558603577	2842.281725116304
PWY-5182	840.4986177945941	488.4335540193886	617.8908469918001	394.28300274447906	0.0	665.0660108777862	1030.1251203319002	535.8355664920017	3081.2251999055925	392.1539618223465	479.584491249311	585.1526474118987	321.1085722822871	293.39240447338204	385.8129309671349	639.2028391579298	582.6516041705928	520.8634587505012	0.0	947.2609540431729	451.9271049601624	437.35432944775727	4264.783782439826	547.5413841500447	257.0199049315273	490.5544592130845	591.2321897173216	525.9387322516671	543.7870394831086	255.56566731730783	401.9788715883482	411.0811352648792	595.9192583483621	342.18454558603577	2842.281725116304
