Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
3995R_S2_RR_Female_week9_S81_L001_R2_001	3995R_S2_RR_Female_week9_S81_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202802.0	0.0	50-301	52.0	3.898383645131705	265.33567223202925	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_R_Female_week5_S66_L001_R1_001	3995R_S2_R_Female_week5_S66_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104747.0	0.0	50-301	50.0	2.306509971645966	278.027074761091	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_R_Female_week5_S66_L001_R2_001	3995R_S2_R_Female_week5_S66_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104747.0	0.0	50-301	52.0	4.608246536893658	264.3095935921792	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_R_Female_week9_S80_L001_R1_001	3995R_S2_R_Female_week9_S80_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	183868.0	0.0	53-301	50.0	1.7126416777253246	278.74559466573845	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_R_Female_week9_S80_L001_R2_001	3995R_S2_R_Female_week9_S80_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	183868.0	0.0	50-301	52.0	4.550547131637915	263.48032827898277	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_L_Male_week5_S73_L001_R1_001	3997R_S2_L_Male_week5_S73_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102537.0	0.0	56-301	49.0	2.0061051132761833	279.302690736027	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_L_Male_week5_S73_L001_R2_001	3997R_S2_L_Male_week5_S73_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102537.0	0.0	50-300	51.0	4.116562801720355	266.962593990462	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_L_Male_week9_S87_L001_R1_001	3997R_S2_L_Male_week9_S87_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	185016.0	0.0	54-301	49.0	1.6701258269555066	279.18255718424354	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_L_Male_week9_S87_L001_R2_001	3997R_S2_L_Male_week9_S87_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	185016.0	0.0	50-301	52.0	4.955787607558265	264.7092251480953	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_R_Male_week5_S74_L001_R1_001	3997R_S2_R_Male_week5_S74_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	172479.0	0.0	50-301	49.0	1.6413592379362125	279.13557012737783	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_R_Male_week5_S74_L001_R2_001	3997R_S2_R_Male_week5_S74_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	172479.0	0.0	50-301	52.0	4.341977863971846	266.0580708376092	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_R_Male_week9_S88_L001_R1_001	3997R_S2_R_Male_week9_S88_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106652.0	0.0	70-301	50.0	1.9643325957319129	278.79739714210706	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3997R_S2_R_Male_week9_S88_L001_R2_001	3997R_S2_R_Male_week9_S88_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106652.0	0.0	50-301	52.0	4.567190488692195	264.0253347335259	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS1_mouse_inoculum_S35_L001_R1_001	NS1_mouse_inoculum_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127660.0	0.0	50-301	50.0	2.2136926210245966	278.5267507441642	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS1_mouse_inoculum_S35_L001_R2_001	NS1_mouse_inoculum_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127660.0	0.0	50-301	52.0	6.217295942346858	266.91157762807455	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Positive_Control_S89_L001_R1_001	Positive_Control_S89_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145133.0	0.0	61-301	52.0	1.8252223822287144	277.2979956315931	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Positive_Control_S89_L001_R2_001	Positive_Control_S89_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	145133.0	0.0	50-301	54.0	5.529410954090386	266.42279150847844	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
S2_mouse_inoculum_S36_L001_R1_001	S2_mouse_inoculum_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174667.0	0.0	50-301	51.0	2.1406447697618898	278.8515346344759	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
S2_mouse_inoculum_S36_L001_R2_001	S2_mouse_inoculum_S36_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174667.0	0.0	50-301	52.0	5.219074009400745	265.4875677718172	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
negative_ctrl_S90_L001_R1_001	negative_ctrl_S90_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26369.0	0.0	55-301	55.0	2.9011339072395614	275.7701088399257	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
negative_ctrl_S90_L001_R2_001	negative_ctrl_S90_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26369.0	0.0	50-300	55.0	5.430619287800068	262.2422162387652	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
