ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_NS6_Pm_056_picrust2_db_updated_parsed_report.tsv	378	378	254	356	22	0	0	2	3	1	23	5	0	1	1	7	1	0	55	3	0	16	0	13	11	1	5	0	4	7	378	0	0	19	0	2	33	0	13	33	7	7	0	0	12	2	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS6_Hh_054_picrust2_db_updated_parsed_report.tsv	380	380	234	358	22	0	0	2	5	0	18	4	0	1	1	7	1	2	54	7	0	28	0	9	10	1	7	0	4	10	380	0	0	21	0	5	33	0	13	31	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS1_Af_002_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	213	311	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	25	0
S_S2_Hf_081_picrust2_db_updated_parsed_report.tsv	254	254	108	234	20	0	0	2	2	0	8	4	0	0	1	2	1	2	24	4	0	19	0	10	8	1	6	0	4	0	254	0	0	15	0	2	20	0	12	27	6	1	0	0	10	0	1	22	0	3	0	0	1	0	6	0	0	1	1	0	6	0
S_NS1_Eh_016_picrust2_db_updated_parsed_report.tsv	360	360	213	337	23	0	0	2	4	0	19	5	0	1	1	4	1	2	44	2	0	26	0	12	13	1	6	0	4	0	360	0	0	21	0	2	31	0	12	26	6	4	0	0	12	0	1	26	0	3	0	0	4	0	16	0	0	1	2	0	21	0
S_S2_Shsn_087_v1v9_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	14	0	11	8	1	6	0	4	10	358	0	0	14	0	2	31	0	12	23	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_S5_Ef_104_v1v9_picrust2_db_updated_parsed_report.tsv	444	444	325	417	27	0	0	3	5	0	26	5	0	1	1	7	1	0	56	7	0	33	0	15	14	1	7	0	4	10	444	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_NS1_Cc_012_picrust2_db_updated_parsed_report.tsv	397	397	258	374	23	0	0	2	5	0	24	4	0	1	1	7	1	2	45	7	0	35	0	10	13	1	6	0	4	10	397	0	0	22	0	5	33	0	13	31	7	4	0	0	12	1	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_S5_Et_102_picrust2_db_updated_parsed_report.tsv	396	396	246	371	25	0	0	3	3	1	22	4	0	1	1	7	1	2	43	6	0	31	0	12	13	1	7	0	4	10	396	0	0	24	0	2	32	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	24	0
S_S2_Ca_088_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	0	0	2	2	0	16	5	0	0	1	6	1	2	34	2	0	18	0	11	6	1	7	0	4	2	314	0	0	19	0	2	31	0	11	27	6	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS6_Af_030_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	0	0	2	2	0	13	5	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_NS6_Cp_043_picrust2_db_updated_parsed_report.tsv	341	341	217	319	22	0	0	2	3	0	20	5	0	1	1	7	1	2	40	6	0	18	0	11	11	1	7	0	4	4	341	0	0	15	0	2	31	0	12	27	6	4	0	0	11	2	1	26	0	3	0	0	6	0	13	0	0	1	1	0	19	0
S_NS6_Bv_037_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	265	371	22	0	0	2	3	0	21	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	393	0	0	23	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_S2_El_073_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	214	309	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	328	0	0	22	0	2	32	0	11	19	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_S5_Pd_111_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS1_Et_015_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	250	381	26	0	0	3	3	1	23	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	13	0	0	1	1	0	22	0
S_S5_Am_089_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	334	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	9	0	11	0	0	1	1	0	22	0
S_S5_Em_101_v1v9_picrust2_db_updated_parsed_report.tsv	395	395	244	369	26	0	0	3	2	1	22	4	0	1	1	7	1	2	51	5	0	25	0	11	14	1	7	0	4	10	395	0	0	23	0	2	33	0	13	31	7	6	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_S2_Am_061_picrust2_db_updated_parsed_report.tsv	331	331	215	310	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	331	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	6	0	11	0	0	1	1	0	22	0
S_S5_Pd_110_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS1_Em_018_v1v9_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	0	0	3	5	0	26	5	0	1	1	7	1	0	56	8	0	38	0	15	15	1	7	0	4	10	451	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S2_Bd_064_picrust2_db_updated_parsed_report.tsv	380	380	263	358	22	0	0	2	3	1	21	4	0	1	1	7	1	0	57	5	0	15	0	14	12	1	6	0	4	10	380	0	0	22	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	12	0	0	1	2	0	22	0
S_NS6_Em_046_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	233	367	26	0	0	3	2	1	22	5	0	1	1	7	1	0	51	5	0	25	0	12	12	1	7	0	4	10	393	0	0	24	0	2	33	0	13	31	7	6	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_NS6_Ao_031_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	217	312	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	4	0	14	0	12	5	1	4	0	4	4	335	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_S2_Pd_083_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS6_Bs_032_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	0	0	2	3	0	17	4	0	1	1	7	1	0	54	3	0	14	0	13	11	1	4	0	4	4	363	0	0	20	0	2	32	0	12	29	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S5_Bv_093_v1v9_picrust2_db_updated_parsed_report.tsv	394	394	268	372	22	0	0	2	3	1	21	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	394	0	0	24	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_S2_Bd_066_picrust2_db_updated_parsed_report.tsv	339	339	190	318	21	0	0	2	4	0	14	5	0	1	1	4	1	2	45	3	0	24	0	11	9	1	6	0	4	2	339	0	0	19	0	2	32	0	9	25	6	7	0	0	11	1	1	24	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS6_Ef_050_v1v9_picrust2_db_updated_parsed_report.tsv	357	357	222	333	24	0	0	2	3	0	19	5	0	1	1	5	1	2	45	5	0	22	0	11	12	1	7	0	4	4	357	0	0	19	0	5	29	0	12	28	7	6	0	0	11	0	1	26	0	3	0	0	5	0	13	0	0	1	2	0	19	0
S_S5_Fp_105_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	0	0	2	3	0	20	4	0	1	1	7	1	0	38	2	0	15	0	10	11	1	5	0	4	9	335	0	0	19	0	2	31	0	12	29	7	4	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_NS1_Am_001_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	334	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	9	0	11	0	0	1	1	0	22	0
S_NS1_Fp_020_picrust2_db_updated_parsed_report.tsv	366	366	239	343	23	0	0	2	3	0	17	5	0	1	1	7	1	0	35	5	0	32	0	11	12	1	7	0	4	7	366	0	0	14	0	5	32	0	13	30	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_S5_Rf_112_v1v9_picrust2_db_updated_parsed_report.tsv	366	366	216	343	23	0	0	2	3	0	18	5	0	1	1	7	1	0	49	4	0	27	0	11	9	1	7	0	4	4	366	0	0	22	0	2	32	0	12	21	5	4	0	0	11	1	1	23	0	3	0	0	8	0	14	0	0	1	1	0	22	0
S_S5_He_108_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	247	373	24	0	0	2	5	0	22	4	0	1	1	7	1	2	56	5	0	26	0	12	12	1	6	0	4	10	397	0	0	21	0	5	33	0	13	28	7	3	0	0	11	6	1	25	0	3	0	0	6	0	14	0	0	1	1	0	25	0
S_S2_Bs_063_v1v9_picrust2_db_updated_parsed_report.tsv	421	421	296	395	26	0	0	2	5	0	26	6	0	1	1	7	1	2	54	8	0	27	0	11	15	1	6	0	4	10	421	0	0	22	0	5	33	0	13	29	6	7	0	0	12	8	1	26	0	3	0	0	9	0	15	0	0	1	2	0	22	0
S_NS6_El_044_picrust2_db_updated_parsed_report.tsv	329	329	209	310	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	329	0	0	22	0	2	32	0	11	19	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_NS1_Sw_027_picrust2_db_updated_parsed_report.tsv	350	350	203	332	18	0	0	2	3	0	16	4	0	0	1	7	1	0	48	6	0	22	0	12	6	0	7	0	4	10	350	0	0	17	0	2	33	0	11	21	5	4	0	0	11	5	1	26	0	3	0	0	3	0	17	0	0	1	1	0	22	0
S_NS6_Blss_040_v1v9_picrust2_db_updated_parsed_report.tsv	332	332	188	312	20	0	0	2	3	0	18	5	0	0	1	4	1	0	47	4	0	16	0	11	9	1	6	0	4	9	332	0	0	19	0	2	32	0	9	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS6_Ef_051_picrust2_db_updated_parsed_report.tsv	447	447	330	421	26	0	0	3	5	0	26	5	0	1	1	7	1	0	56	8	0	37	0	15	14	1	7	1	4	10	447	0	0	24	0	5	33	0	12	34	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S5_Blss_094_picrust2_db_updated_parsed_report.tsv	320	320	187	300	20	0	0	2	3	0	14	5	0	0	1	4	1	0	44	4	0	16	0	11	7	1	6	0	4	2	320	0	0	19	0	2	32	0	9	19	4	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_S5_Pd_110_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S2_Af_119_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	214	303	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	3	0	14	0	12	1	1	3	0	4	4	326	0	0	19	0	2	31	0	12	19	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_S2_Ea_076_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	0	0	2	5	0	20	5	0	1	1	5	1	2	53	3	0	26	0	12	14	1	7	0	4	7	390	0	0	20	0	2	33	0	13	31	6	4	0	0	12	4	1	26	0	3	0	0	4	0	17	0	0	1	2	0	21	0
S_S2_Bs_063_picrust2_db_updated_parsed_report.tsv	421	421	296	395	26	0	0	2	5	0	26	6	0	1	1	7	1	2	54	8	0	27	0	11	15	1	6	0	4	10	421	0	0	22	0	5	33	0	13	29	6	7	0	0	12	8	1	26	0	3	0	0	9	0	15	0	0	1	2	0	22	0
S_S2_Fp_079_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	0	0	2	3	0	20	4	0	1	1	7	1	0	38	2	0	15	0	10	11	1	5	0	4	9	335	0	0	19	0	2	31	0	12	29	7	4	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_NS6_El_045_picrust2_db_updated_parsed_report.tsv	325	325	213	306	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	325	0	0	20	0	2	32	0	10	18	2	4	0	0	11	1	1	25	0	3	0	0	7	0	9	0	0	1	1	0	21	0
S_NS6_Ba_039_v1v9_picrust2_db_updated_parsed_report.tsv	318	318	177	298	20	0	0	2	3	0	14	5	0	0	1	4	1	0	43	4	0	19	0	11	6	1	6	0	4	2	318	0	0	19	0	2	32	0	7	20	4	7	0	0	11	1	1	24	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_NS6_He_053_picrust2_db_updated_parsed_report.tsv	383	383	239	359	24	0	0	2	5	1	20	4	0	1	1	7	1	0	56	5	0	25	0	10	9	1	7	0	4	10	383	0	0	22	0	5	33	0	13	30	7	4	0	0	11	1	1	25	0	3	0	0	6	0	13	0	0	1	1	0	22	0
S_S2_Cb_068_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	0	0	2	3	0	19	4	0	1	1	7	1	0	43	8	0	34	0	10	13	1	7	0	4	4	393	0	0	21	0	5	33	0	13	33	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_S2_Rg_085_v1v9_picrust2_db_updated_parsed_report.tsv	360	360	225	339	21	0	0	2	3	0	17	4	0	1	1	7	1	0	51	3	0	22	0	10	9	1	7	0	4	10	360	0	0	18	0	5	32	0	12	30	7	3	0	0	11	4	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_S2_Ca_088_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	0	0	2	2	0	16	5	0	0	1	6	1	2	34	2	0	18	0	11	6	1	7	0	4	2	314	0	0	19	0	2	31	0	11	27	6	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_S2_Cc_069_picrust2_db_updated_parsed_report.tsv	338	338	204	316	22	0	0	2	3	0	23	4	0	1	1	7	1	0	40	3	0	11	0	9	11	1	5	0	4	10	338	0	0	21	0	2	31	0	12	27	6	4	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	0	0	19	0
S_S5_Et_102_v1v9_picrust2_db_updated_parsed_report.tsv	396	396	246	371	25	0	0	3	3	1	22	4	0	1	1	7	1	2	43	6	0	31	0	12	13	1	7	0	4	10	396	0	0	24	0	2	32	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	24	0
S_NS6_Bu_034_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	0	0	2	3	0	18	5	0	1	1	7	1	0	54	4	0	14	0	14	12	1	4	0	4	4	371	0	0	25	0	2	32	0	12	30	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS1_Ss_026_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	201	312	22	0	0	2	2	0	23	6	0	1	1	6	1	2	31	3	0	24	0	11	8	1	6	0	4	8	334	0	0	19	0	2	32	0	12	20	5	6	0	0	9	0	1	26	0	3	0	0	4	0	13	0	0	1	2	0	19	0
S_NS1_Cc_012_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	258	374	23	0	0	2	5	0	24	4	0	1	1	7	1	2	45	7	0	35	0	10	13	1	6	0	4	10	397	0	0	22	0	5	33	0	13	31	7	4	0	0	12	1	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_NS6_Bs_033_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	0	0	2	3	0	17	4	0	1	1	7	1	0	54	3	0	14	0	13	11	1	4	0	4	4	363	0	0	20	0	2	32	0	12	29	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS1_Bv_007_picrust2_db_updated_parsed_report.tsv	376	376	261	354	22	0	0	2	3	0	21	4	0	1	1	7	1	0	57	5	0	14	0	13	12	1	6	0	4	10	376	0	0	19	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	12	0	0	1	2	0	22	0
S_NS6_Cb_042_v1v9_picrust2_db_updated_parsed_report.tsv	409	409	269	384	25	0	0	2	3	0	22	4	0	1	1	7	1	2	53	9	0	31	0	10	15	1	7	0	4	4	409	0	0	21	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_S5_Ca_088_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	0	0	2	2	0	16	5	0	0	1	6	1	2	34	2	0	18	0	11	6	1	7	0	4	2	314	0	0	19	0	2	31	0	11	27	6	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS6_Em_046_picrust2_db_updated_parsed_report.tsv	393	393	233	367	26	0	0	3	2	1	22	5	0	1	1	7	1	0	51	5	0	25	0	12	12	1	7	0	4	10	393	0	0	24	0	2	33	0	13	31	7	6	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_NS6_Ba_039_picrust2_db_updated_parsed_report.tsv	318	318	177	298	20	0	0	2	3	0	14	5	0	0	1	4	1	0	43	4	0	19	0	11	6	1	6	0	4	2	318	0	0	19	0	2	32	0	7	20	4	7	0	0	11	1	1	24	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_S2_Et_074_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	0	0	3	3	1	22	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_NS1_Bs_004_v1v9_picrust2_db_updated_parsed_report.tsv	362	362	247	341	21	0	0	2	3	0	17	4	0	1	1	7	1	0	54	3	0	14	0	13	11	1	4	0	4	4	362	0	0	19	0	2	32	0	12	30	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S5_Af_090_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	0	0	2	2	0	13	5	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_S5_Cc_098_picrust2_db_updated_parsed_report.tsv	377	377	247	354	23	0	0	2	3	0	18	4	0	1	1	7	1	0	39	7	0	31	0	10	13	1	7	0	4	4	377	0	0	21	0	5	33	0	13	30	7	4	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_NS6_Am_029_v1v9_picrust2_db_updated_parsed_report.tsv	333	333	221	311	22	0	0	2	1	1	17	4	0	0	1	7	1	0	53	1	0	8	0	13	5	1	5	0	4	4	333	0	0	21	0	2	32	0	7	26	6	6	0	0	10	0	1	26	0	3	0	0	7	0	11	0	0	1	1	0	22	0
S_NS6_Pd_055_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS6_Bu_036_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	0	0	2	3	0	18	5	0	1	1	7	1	0	54	4	0	14	0	14	12	1	4	0	4	4	371	0	0	25	0	2	32	0	12	30	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS1_Bt_005_v1v9_picrust2_db_updated_parsed_report.tsv	377	377	259	355	22	0	0	2	3	0	24	5	0	1	1	7	1	0	53	4	0	17	0	14	11	1	4	0	4	10	377	0	0	21	0	2	32	0	12	29	8	7	0	0	12	1	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S2_Fp_079_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	0	0	2	3	0	20	4	0	1	1	7	1	0	38	2	0	15	0	10	11	1	5	0	4	9	335	0	0	19	0	2	31	0	12	29	7	4	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_NS6_Sh_058_v1v9_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	14	0	11	8	1	6	0	4	10	358	0	0	14	0	2	31	0	12	23	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_NS1_Ca_028_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	0	0	2	2	0	16	5	0	0	1	6	1	0	45	2	0	18	0	11	1	1	7	0	4	2	314	0	0	19	0	2	31	0	11	20	5	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS6_El_044_v1v9_picrust2_db_updated_parsed_report.tsv	329	329	209	310	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	329	0	0	22	0	2	32	0	11	19	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_S5_Hf_107_v1v9_picrust2_db_updated_parsed_report.tsv	249	249	106	229	20	0	0	2	2	0	8	4	0	0	1	1	1	0	24	5	0	19	0	11	8	1	6	0	4	0	249	0	0	17	0	2	15	0	12	26	5	0	0	0	10	0	1	22	0	3	0	0	0	0	6	0	0	1	1	0	8	0
S_NS6_Et_048_picrust2_db_updated_parsed_report.tsv	407	407	247	381	26	0	0	3	3	1	22	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	32	7	6	0	0	10	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	22	0
S_S5_Hf_107_picrust2_db_updated_parsed_report.tsv	249	249	106	229	20	0	0	2	2	0	8	4	0	0	1	1	1	0	24	5	0	19	0	11	8	1	6	0	4	0	249	0	0	17	0	2	15	0	12	26	5	0	0	0	10	0	1	22	0	3	0	0	0	0	6	0	0	1	1	0	8	0
S_S5_Lp_109_v1v9_picrust2_db_updated_parsed_report.tsv	387	387	238	363	24	0	0	2	5	1	16	4	0	1	1	7	1	2	55	7	0	26	0	9	10	1	7	0	4	10	387	0	0	22	0	5	32	0	13	33	7	4	0	0	11	1	1	25	0	3	0	0	6	0	14	0	0	1	1	0	22	0
S_S5_He_108_picrust2_db_updated_parsed_report.tsv	397	397	247	373	24	0	0	2	5	0	22	4	0	1	1	7	1	2	56	5	0	26	0	12	12	1	6	0	4	10	397	0	0	21	0	5	33	0	13	28	7	3	0	0	11	6	1	25	0	3	0	0	6	0	14	0	0	1	1	0	25	0
S_S5_Fp_106_picrust2_db_updated_parsed_report.tsv	373	373	244	350	23	0	0	2	3	0	17	5	0	1	1	7	1	2	39	5	0	32	0	11	13	1	7	0	4	7	373	0	0	14	0	5	32	0	13	30	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_S2_Blss_067_picrust2_db_updated_parsed_report.tsv	320	320	188	300	20	0	0	2	3	0	14	5	0	0	1	4	1	0	44	4	0	16	0	11	7	1	6	0	4	2	320	0	0	19	0	2	32	0	9	19	4	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_S5_Ea_103_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	238	367	23	0	0	2	5	0	20	5	0	1	1	5	1	2	53	3	0	26	0	12	14	1	7	0	4	7	390	0	0	20	0	2	33	0	13	31	6	4	0	0	12	4	1	26	0	3	0	0	4	0	17	0	0	1	2	0	21	0
S_NS1_Eh_016_v1v9_picrust2_db_updated_parsed_report.tsv	360	360	213	337	23	0	0	2	4	0	19	5	0	1	1	4	1	2	44	2	0	26	0	12	13	1	6	0	4	0	360	0	0	21	0	2	31	0	12	26	6	4	0	0	12	0	1	26	0	3	0	0	4	0	16	0	0	1	2	0	21	0
