Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1121R_0_M_NS1_week7_S28_L001_R1_001	(17.0, 3.0)	(18.0, 20.0)	(19.0, 34.0)	(20.0, 54.0)	(21.0, 100.0)	(22.0, 139.0)	(23.0, 225.0)	(24.0, 348.0)	(25.0, 462.0)	(26.0, 559.0)	(27.0, 628.0)	(28.0, 822.0)	(29.0, 1032.0)	(30.0, 1184.0)	(31.0, 1519.0)	(32.0, 1957.0)	(33.0, 2478.0)	(34.0, 3628.0)	(35.0, 5736.0)	(36.0, 12726.0)	(37.0, 54083.0)						
1121R_0_M_NS1_week7_S28_L001_R2_001	(12.0, 1.0)	(13.0, 15.0)	(14.0, 107.0)	(15.0, 228.0)	(16.0, 290.0)	(17.0, 233.0)	(18.0, 207.0)	(19.0, 191.0)	(20.0, 202.0)	(21.0, 248.0)	(22.0, 294.0)	(23.0, 326.0)	(24.0, 485.0)	(25.0, 627.0)	(26.0, 729.0)	(27.0, 992.0)	(28.0, 1504.0)	(29.0, 2164.0)	(30.0, 3191.0)	(31.0, 4757.0)	(32.0, 7054.0)	(33.0, 10485.0)	(34.0, 15286.0)	(35.0, 20019.0)	(36.0, 16347.0)	(37.0, 1755.0)	
1121R_0_M_NS1_week9_S29_L001_R1_001	(17.0, 16.0)	(18.0, 32.0)	(19.0, 37.0)	(20.0, 65.0)	(21.0, 159.0)	(22.0, 228.0)	(23.0, 338.0)	(24.0, 420.0)	(25.0, 577.0)	(26.0, 716.0)	(27.0, 835.0)	(28.0, 1043.0)	(29.0, 1165.0)	(30.0, 1387.0)	(31.0, 1648.0)	(32.0, 2166.0)	(33.0, 2799.0)	(34.0, 3987.0)	(35.0, 6377.0)	(36.0, 13197.0)	(37.0, 61661.0)						
1121R_0_M_NS1_week9_S29_L001_R2_001	(12.0, 1.0)	(13.0, 23.0)	(14.0, 119.0)	(15.0, 276.0)	(16.0, 348.0)	(17.0, 294.0)	(18.0, 271.0)	(19.0, 278.0)	(20.0, 291.0)	(21.0, 334.0)	(22.0, 398.0)	(23.0, 455.0)	(24.0, 564.0)	(25.0, 711.0)	(26.0, 979.0)	(27.0, 1234.0)	(28.0, 1758.0)	(29.0, 2445.0)	(30.0, 3657.0)	(31.0, 5165.0)	(32.0, 7304.0)	(33.0, 10807.0)	(34.0, 15924.0)	(35.0, 21891.0)	(36.0, 20629.0)	(37.0, 2697.0)	
1136R_0_F_S5_week9_S69_L001_R1_001	(16.0, 7.0)	(17.0, 26.0)	(18.0, 65.0)	(19.0, 87.0)	(20.0, 108.0)	(21.0, 217.0)	(22.0, 355.0)	(23.0, 497.0)	(24.0, 650.0)	(25.0, 814.0)	(26.0, 987.0)	(27.0, 1190.0)	(28.0, 1507.0)	(29.0, 1748.0)	(30.0, 2090.0)	(31.0, 2512.0)	(32.0, 3298.0)	(33.0, 4222.0)	(34.0, 5961.0)	(35.0, 9506.0)	(36.0, 19880.0)	(37.0, 97956.0)					
1136R_0_F_S5_week9_S69_L001_R2_001	(12.0, 1.0)	(13.0, 21.0)	(14.0, 158.0)	(15.0, 373.0)	(16.0, 520.0)	(17.0, 465.0)	(18.0, 371.0)	(19.0, 392.0)	(20.0, 449.0)	(21.0, 478.0)	(22.0, 536.0)	(23.0, 640.0)	(24.0, 837.0)	(25.0, 1052.0)	(26.0, 1289.0)	(27.0, 1780.0)	(28.0, 2411.0)	(29.0, 3420.0)	(30.0, 4791.0)	(31.0, 7215.0)	(32.0, 10778.0)	(33.0, 15777.0)	(34.0, 23906.0)	(35.0, 34754.0)	(36.0, 35976.0)	(37.0, 5293.0)	
1151R_R_M_NS1_week5_S30_L001_R1_001	(15.0, 1.0)	(16.0, 2.0)	(17.0, 7.0)	(18.0, 16.0)	(19.0, 46.0)	(20.0, 70.0)	(21.0, 148.0)	(22.0, 275.0)	(23.0, 344.0)	(24.0, 483.0)	(25.0, 625.0)	(26.0, 716.0)	(27.0, 924.0)	(28.0, 1081.0)	(29.0, 1342.0)	(30.0, 1529.0)	(31.0, 1860.0)	(32.0, 2233.0)	(33.0, 2978.0)	(34.0, 4171.0)	(35.0, 6829.0)	(36.0, 14233.0)	(37.0, 67748.0)				
1151R_R_M_NS1_week5_S30_L001_R2_001	(12.0, 2.0)	(13.0, 17.0)	(14.0, 113.0)	(15.0, 255.0)	(16.0, 370.0)	(17.0, 338.0)	(18.0, 262.0)	(19.0, 278.0)	(20.0, 301.0)	(21.0, 334.0)	(22.0, 365.0)	(23.0, 433.0)	(24.0, 523.0)	(25.0, 720.0)	(26.0, 923.0)	(27.0, 1254.0)	(28.0, 1671.0)	(29.0, 2318.0)	(30.0, 3393.0)	(31.0, 4933.0)	(32.0, 7466.0)	(33.0, 10769.0)	(34.0, 16462.0)	(35.0, 24554.0)	(36.0, 26241.0)	(37.0, 3366.0)	
1151R_R_M_NS1_week6_S31_L001_R1_001	(16.0, 3.0)	(17.0, 15.0)	(18.0, 31.0)	(19.0, 58.0)	(20.0, 97.0)	(21.0, 159.0)	(22.0, 330.0)	(23.0, 384.0)	(24.0, 542.0)	(25.0, 633.0)	(26.0, 878.0)	(27.0, 1006.0)	(28.0, 1213.0)	(29.0, 1436.0)	(30.0, 1690.0)	(31.0, 2045.0)	(32.0, 2530.0)	(33.0, 3243.0)	(34.0, 4604.0)	(35.0, 7438.0)	(36.0, 15982.0)	(37.0, 71210.0)					
1151R_R_M_NS1_week6_S31_L001_R2_001	(12.0, 1.0)	(13.0, 18.0)	(14.0, 116.0)	(15.0, 309.0)	(16.0, 388.0)	(17.0, 318.0)	(18.0, 309.0)	(19.0, 305.0)	(20.0, 320.0)	(21.0, 366.0)	(22.0, 470.0)	(23.0, 523.0)	(24.0, 654.0)	(25.0, 830.0)	(26.0, 1066.0)	(27.0, 1448.0)	(28.0, 2058.0)	(29.0, 2872.0)	(30.0, 4132.0)	(31.0, 6042.0)	(32.0, 8807.0)	(33.0, 12659.0)	(34.0, 19023.0)	(35.0, 26080.0)	(36.0, 23528.0)	(37.0, 2885.0)	
1151R_R_M_NS1_week7_S32_L001_R1_001	(17.0, 2.0)	(18.0, 9.0)	(19.0, 22.0)	(20.0, 56.0)	(21.0, 182.0)	(22.0, 265.0)	(23.0, 404.0)	(24.0, 497.0)	(25.0, 656.0)	(26.0, 784.0)	(27.0, 1045.0)	(28.0, 1140.0)	(29.0, 1387.0)	(30.0, 1570.0)	(31.0, 1930.0)	(32.0, 2556.0)	(33.0, 3293.0)	(34.0, 4546.0)	(35.0, 7378.0)	(36.0, 16016.0)	(37.0, 71544.0)						
1151R_R_M_NS1_week7_S32_L001_R2_001	(12.0, 1.0)	(13.0, 33.0)	(14.0, 130.0)	(15.0, 309.0)	(16.0, 377.0)	(17.0, 357.0)	(18.0, 290.0)	(19.0, 293.0)	(20.0, 310.0)	(21.0, 359.0)	(22.0, 438.0)	(23.0, 505.0)	(24.0, 657.0)	(25.0, 830.0)	(26.0, 1108.0)	(27.0, 1542.0)	(28.0, 2152.0)	(29.0, 3124.0)	(30.0, 4507.0)	(31.0, 6629.0)	(32.0, 9377.0)	(33.0, 13864.0)	(34.0, 19894.0)	(35.0, 25423.0)	(36.0, 20671.0)	(37.0, 2102.0)	
1151R_R_M_NS1_week9_S33_L001_R1_001	(16.0, 1.0)	(17.0, 11.0)	(18.0, 32.0)	(19.0, 53.0)	(20.0, 77.0)	(21.0, 145.0)	(22.0, 222.0)	(23.0, 355.0)	(24.0, 419.0)	(25.0, 593.0)	(26.0, 706.0)	(27.0, 876.0)	(28.0, 1058.0)	(29.0, 1236.0)	(30.0, 1526.0)	(31.0, 1909.0)	(32.0, 2291.0)	(33.0, 2954.0)	(34.0, 4218.0)	(35.0, 6724.0)	(36.0, 14472.0)	(37.0, 66171.0)					
1151R_R_M_NS1_week9_S33_L001_R2_001	(12.0, 3.0)	(13.0, 40.0)	(14.0, 169.0)	(15.0, 288.0)	(16.0, 327.0)	(17.0, 234.0)	(18.0, 204.0)	(19.0, 252.0)	(20.0, 283.0)	(21.0, 348.0)	(22.0, 394.0)	(23.0, 504.0)	(24.0, 564.0)	(25.0, 732.0)	(26.0, 949.0)	(27.0, 1327.0)	(28.0, 1798.0)	(29.0, 2530.0)	(30.0, 3791.0)	(31.0, 5693.0)	(32.0, 8114.0)	(33.0, 11713.0)	(34.0, 17653.0)	(35.0, 23908.0)	(36.0, 21786.0)	(37.0, 2445.0)	
1152R_0_M_S2_week9_S60_L001_R1_001	(15.0, 1.0)	(16.0, 1.0)	(17.0, 6.0)	(18.0, 20.0)	(19.0, 52.0)	(20.0, 55.0)	(21.0, 137.0)	(22.0, 234.0)	(23.0, 345.0)	(24.0, 426.0)	(25.0, 662.0)	(26.0, 845.0)	(27.0, 954.0)	(28.0, 1165.0)	(29.0, 1524.0)	(30.0, 1853.0)	(31.0, 2252.0)	(32.0, 2815.0)	(33.0, 3725.0)	(34.0, 5226.0)	(35.0, 8395.0)	(36.0, 18467.0)	(37.0, 87474.0)				
1152R_0_M_S2_week9_S60_L001_R2_001	(12.0, 2.0)	(13.0, 30.0)	(14.0, 178.0)	(15.0, 356.0)	(16.0, 418.0)	(17.0, 358.0)	(18.0, 339.0)	(19.0, 305.0)	(20.0, 326.0)	(21.0, 381.0)	(22.0, 472.0)	(23.0, 535.0)	(24.0, 658.0)	(25.0, 910.0)	(26.0, 1114.0)	(27.0, 1548.0)	(28.0, 2265.0)	(29.0, 3361.0)	(30.0, 4935.0)	(31.0, 7224.0)	(32.0, 10864.0)	(33.0, 15984.0)	(34.0, 23761.0)	(35.0, 31151.0)	(36.0, 26217.0)	(37.0, 2942.0)	
1184R_0_M_NS6_week9_S85_L001_R1_001	(16.0, 4.0)	(17.0, 11.0)	(18.0, 32.0)	(19.0, 49.0)	(20.0, 81.0)	(21.0, 174.0)	(22.0, 266.0)	(23.0, 389.0)	(24.0, 480.0)	(25.0, 632.0)	(26.0, 866.0)	(27.0, 1019.0)	(28.0, 1208.0)	(29.0, 1391.0)	(30.0, 1686.0)	(31.0, 2086.0)	(32.0, 2610.0)	(33.0, 3361.0)	(34.0, 4921.0)	(35.0, 7927.0)	(36.0, 17104.0)	(37.0, 79017.0)					
1184R_0_M_NS6_week9_S85_L001_R2_001	(12.0, 1.0)	(13.0, 5.0)	(14.0, 68.0)	(15.0, 232.0)	(16.0, 412.0)	(17.0, 388.0)	(18.0, 333.0)	(19.0, 297.0)	(20.0, 317.0)	(21.0, 301.0)	(22.0, 361.0)	(23.0, 438.0)	(24.0, 611.0)	(25.0, 656.0)	(26.0, 882.0)	(27.0, 1277.0)	(28.0, 1714.0)	(29.0, 2383.0)	(30.0, 3471.0)	(31.0, 5109.0)	(32.0, 7796.0)	(33.0, 11976.0)	(34.0, 18841.0)	(35.0, 30256.0)	(36.0, 33151.0)	(37.0, 4038.0)	
1186R_0_M_NS6_week9_S86_L001_R1_001	(16.0, 5.0)	(17.0, 8.0)	(18.0, 26.0)	(19.0, 33.0)	(20.0, 72.0)	(21.0, 149.0)	(22.0, 297.0)	(23.0, 383.0)	(24.0, 522.0)	(25.0, 617.0)	(26.0, 847.0)	(27.0, 999.0)	(28.0, 1169.0)	(29.0, 1380.0)	(30.0, 1701.0)	(31.0, 2040.0)	(32.0, 2580.0)	(33.0, 3236.0)	(34.0, 4666.0)	(35.0, 7479.0)	(36.0, 15958.0)	(37.0, 75694.0)					
1186R_0_M_NS6_week9_S86_L001_R2_001	(12.0, 1.0)	(13.0, 9.0)	(14.0, 62.0)	(15.0, 226.0)	(16.0, 395.0)	(17.0, 388.0)	(18.0, 278.0)	(19.0, 309.0)	(20.0, 304.0)	(21.0, 334.0)	(22.0, 399.0)	(23.0, 411.0)	(24.0, 514.0)	(25.0, 709.0)	(26.0, 921.0)	(27.0, 1208.0)	(28.0, 1648.0)	(29.0, 2388.0)	(30.0, 3512.0)	(31.0, 5336.0)	(32.0, 7661.0)	(33.0, 11821.0)	(34.0, 18584.0)	(35.0, 28607.0)	(36.0, 30466.0)	(37.0, 3370.0)	
1186R_RR_M_NS6_week9_S87_L001_R1_001	(15.0, 1.0)	(16.0, 4.0)	(17.0, 15.0)	(18.0, 49.0)	(19.0, 52.0)	(20.0, 78.0)	(21.0, 181.0)	(22.0, 282.0)	(23.0, 430.0)	(24.0, 548.0)	(25.0, 686.0)	(26.0, 866.0)	(27.0, 1061.0)	(28.0, 1195.0)	(29.0, 1411.0)	(30.0, 1725.0)	(31.0, 2106.0)	(32.0, 2675.0)	(33.0, 3445.0)	(34.0, 4898.0)	(35.0, 7944.0)	(36.0, 16887.0)	(37.0, 77544.0)				
1186R_RR_M_NS6_week9_S87_L001_R2_001	(13.0, 4.0)	(14.0, 48.0)	(15.0, 217.0)	(16.0, 394.0)	(17.0, 374.0)	(18.0, 345.0)	(19.0, 296.0)	(20.0, 299.0)	(21.0, 324.0)	(22.0, 417.0)	(23.0, 508.0)	(24.0, 584.0)	(25.0, 704.0)	(26.0, 959.0)	(27.0, 1277.0)	(28.0, 1728.0)	(29.0, 2499.0)	(30.0, 3547.0)	(31.0, 5302.0)	(32.0, 8177.0)	(33.0, 12390.0)	(34.0, 19116.0)	(35.0, 30048.0)	(36.0, 31063.0)	(37.0, 3463.0)		
1193R_R_F_NS1_week5_S1_L001_R1_001	(15.0, 2.0)	(16.0, 2.0)	(17.0, 7.0)	(18.0, 25.0)	(19.0, 40.0)	(20.0, 72.0)	(21.0, 159.0)	(22.0, 246.0)	(23.0, 370.0)	(24.0, 455.0)	(25.0, 620.0)	(26.0, 765.0)	(27.0, 884.0)	(28.0, 1054.0)	(29.0, 1242.0)	(30.0, 1529.0)	(31.0, 1781.0)	(32.0, 2287.0)	(33.0, 2931.0)	(34.0, 4142.0)	(35.0, 6608.0)	(36.0, 14113.0)	(37.0, 66001.0)				
1193R_R_F_NS1_week5_S1_L001_R2_001	(12.0, 2.0)	(13.0, 13.0)	(14.0, 76.0)	(15.0, 255.0)	(16.0, 392.0)	(17.0, 369.0)	(18.0, 313.0)	(19.0, 271.0)	(20.0, 279.0)	(21.0, 347.0)	(22.0, 374.0)	(23.0, 466.0)	(24.0, 590.0)	(25.0, 683.0)	(26.0, 904.0)	(27.0, 1216.0)	(28.0, 1652.0)	(29.0, 2238.0)	(30.0, 3288.0)	(31.0, 4708.0)	(32.0, 6987.0)	(33.0, 10497.0)	(34.0, 15941.0)	(35.0, 24745.0)	(36.0, 25836.0)	(37.0, 2893.0)	
1193R_R_F_NS1_week6_S2_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 10.0)	(19.0, 19.0)	(20.0, 42.0)	(21.0, 90.0)	(22.0, 151.0)	(23.0, 232.0)	(24.0, 313.0)	(25.0, 430.0)	(26.0, 509.0)	(27.0, 564.0)	(28.0, 736.0)	(29.0, 901.0)	(30.0, 1084.0)	(31.0, 1344.0)	(32.0, 1687.0)	(33.0, 2224.0)	(34.0, 3180.0)	(35.0, 5235.0)	(36.0, 11419.0)	(37.0, 55613.0)					
1193R_R_F_NS1_week6_S2_L001_R2_001	(13.0, 17.0)	(14.0, 100.0)	(15.0, 245.0)	(16.0, 336.0)	(17.0, 270.0)	(18.0, 184.0)	(19.0, 214.0)	(20.0, 230.0)	(21.0, 261.0)	(22.0, 305.0)	(23.0, 396.0)	(24.0, 457.0)	(25.0, 558.0)	(26.0, 741.0)	(27.0, 986.0)	(28.0, 1443.0)	(29.0, 2083.0)	(30.0, 3086.0)	(31.0, 4400.0)	(32.0, 6587.0)	(33.0, 9547.0)	(34.0, 14443.0)	(35.0, 19577.0)	(36.0, 17537.0)	(37.0, 1781.0)		
1193R_R_F_NS1_week7_S3_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 7.0)	(19.0, 17.0)	(20.0, 39.0)	(21.0, 79.0)	(22.0, 145.0)	(23.0, 200.0)	(24.0, 308.0)	(25.0, 362.0)	(26.0, 483.0)	(27.0, 619.0)	(28.0, 783.0)	(29.0, 926.0)	(30.0, 1156.0)	(31.0, 1425.0)	(32.0, 1734.0)	(33.0, 2347.0)	(34.0, 3379.0)	(35.0, 5438.0)	(36.0, 12178.0)	(37.0, 60019.0)					
1193R_R_F_NS1_week7_S3_L001_R2_001	(12.0, 2.0)	(13.0, 8.0)	(14.0, 87.0)	(15.0, 242.0)	(16.0, 357.0)	(17.0, 290.0)	(18.0, 223.0)	(19.0, 219.0)	(20.0, 190.0)	(21.0, 222.0)	(22.0, 265.0)	(23.0, 367.0)	(24.0, 425.0)	(25.0, 534.0)	(26.0, 662.0)	(27.0, 1039.0)	(28.0, 1418.0)	(29.0, 2157.0)	(30.0, 3136.0)	(31.0, 4837.0)	(32.0, 7098.0)	(33.0, 10622.0)	(34.0, 16074.0)	(35.0, 21116.0)	(36.0, 18002.0)	(37.0, 2055.0)	
1193R_R_F_NS1_week9_S4_L001_R1_001	(16.0, 3.0)	(17.0, 10.0)	(18.0, 36.0)	(19.0, 58.0)	(20.0, 83.0)	(21.0, 164.0)	(22.0, 226.0)	(23.0, 314.0)	(24.0, 440.0)	(25.0, 535.0)	(26.0, 676.0)	(27.0, 883.0)	(28.0, 1018.0)	(29.0, 1188.0)	(30.0, 1492.0)	(31.0, 1734.0)	(32.0, 2182.0)	(33.0, 2860.0)	(34.0, 3933.0)	(35.0, 6509.0)	(36.0, 13557.0)	(37.0, 61125.0)					
1193R_R_F_NS1_week9_S4_L001_R2_001	(12.0, 1.0)	(13.0, 10.0)	(14.0, 97.0)	(15.0, 246.0)	(16.0, 374.0)	(17.0, 418.0)	(18.0, 308.0)	(19.0, 303.0)	(20.0, 331.0)	(21.0, 375.0)	(22.0, 430.0)	(23.0, 450.0)	(24.0, 605.0)	(25.0, 767.0)	(26.0, 953.0)	(27.0, 1296.0)	(28.0, 1894.0)	(29.0, 2619.0)	(30.0, 3817.0)	(31.0, 5427.0)	(32.0, 7647.0)	(33.0, 11081.0)	(34.0, 16462.0)	(35.0, 22213.0)	(36.0, 19142.0)	(37.0, 1760.0)	
184R_0_M_NS6_week9_S88_L001_R1_001	(16.0, 2.0)	(17.0, 4.0)	(18.0, 10.0)	(19.0, 34.0)	(20.0, 71.0)	(21.0, 175.0)	(22.0, 309.0)	(23.0, 427.0)	(24.0, 607.0)	(25.0, 737.0)	(26.0, 927.0)	(27.0, 1141.0)	(28.0, 1306.0)	(29.0, 1584.0)	(30.0, 1970.0)	(31.0, 2391.0)	(32.0, 2963.0)	(33.0, 3766.0)	(34.0, 5421.0)	(35.0, 8561.0)	(36.0, 18501.0)	(37.0, 85865.0)					
184R_0_M_NS6_week9_S88_L001_R2_001	(13.0, 16.0)	(14.0, 73.0)	(15.0, 259.0)	(16.0, 398.0)	(17.0, 436.0)	(18.0, 383.0)	(19.0, 335.0)	(20.0, 325.0)	(21.0, 380.0)	(22.0, 452.0)	(23.0, 484.0)	(24.0, 650.0)	(25.0, 762.0)	(26.0, 1077.0)	(27.0, 1399.0)	(28.0, 2013.0)	(29.0, 2833.0)	(30.0, 4185.0)	(31.0, 6340.0)	(32.0, 9356.0)	(33.0, 14123.0)	(34.0, 21670.0)	(35.0, 33004.0)	(36.0, 32367.0)	(37.0, 3452.0)		
2402R_0_F_S5_week9_S70_L001_R1_001	(16.0, 3.0)	(17.0, 17.0)	(18.0, 36.0)	(19.0, 63.0)	(20.0, 85.0)	(21.0, 211.0)	(22.0, 314.0)	(23.0, 525.0)	(24.0, 649.0)	(25.0, 786.0)	(26.0, 927.0)	(27.0, 1159.0)	(28.0, 1319.0)	(29.0, 1637.0)	(30.0, 1962.0)	(31.0, 2220.0)	(32.0, 2824.0)	(33.0, 3513.0)	(34.0, 4998.0)	(35.0, 7782.0)	(36.0, 16731.0)	(37.0, 76263.0)					
2402R_0_F_S5_week9_S70_L001_R2_001	(12.0, 2.0)	(13.0, 23.0)	(14.0, 159.0)	(15.0, 338.0)	(16.0, 396.0)	(17.0, 358.0)	(18.0, 310.0)	(19.0, 316.0)	(20.0, 329.0)	(21.0, 401.0)	(22.0, 495.0)	(23.0, 549.0)	(24.0, 734.0)	(25.0, 928.0)	(26.0, 1181.0)	(27.0, 1649.0)	(28.0, 2413.0)	(29.0, 3445.0)	(30.0, 4974.0)	(31.0, 7260.0)	(32.0, 10447.0)	(33.0, 15326.0)	(34.0, 22010.0)	(35.0, 27287.0)	(36.0, 20528.0)	(37.0, 2166.0)	
2403R_0_F_NS6_week9_S80_L001_R1_001	(17.0, 7.0)	(18.0, 16.0)	(19.0, 35.0)	(20.0, 75.0)	(21.0, 186.0)	(22.0, 333.0)	(23.0, 487.0)	(24.0, 703.0)	(25.0, 822.0)	(26.0, 1037.0)	(27.0, 1263.0)	(28.0, 1386.0)	(29.0, 1640.0)	(30.0, 2041.0)	(31.0, 2386.0)	(32.0, 3155.0)	(33.0, 3975.0)	(34.0, 5480.0)	(35.0, 8743.0)	(36.0, 18724.0)	(37.0, 83106.0)						
2403R_0_F_NS6_week9_S80_L001_R2_001	(11.0, 3.0)	(12.0, 14.0)	(13.0, 129.0)	(14.0, 385.0)	(15.0, 485.0)	(16.0, 469.0)	(17.0, 397.0)	(18.0, 389.0)	(19.0, 380.0)	(20.0, 442.0)	(21.0, 535.0)	(22.0, 561.0)	(23.0, 696.0)	(24.0, 846.0)	(25.0, 996.0)	(26.0, 1374.0)	(27.0, 1822.0)	(28.0, 2490.0)	(29.0, 3480.0)	(30.0, 5169.0)	(31.0, 7295.0)	(32.0, 10474.0)	(33.0, 15135.0)	(34.0, 22518.0)	(35.0, 30411.0)	(36.0, 26318.0)	(37.0, 2387.0)
2404R_R_F_S2_week5_S35_L001_R1_001	(17.0, 4.0)	(18.0, 6.0)	(19.0, 10.0)	(20.0, 32.0)	(21.0, 85.0)	(22.0, 126.0)	(23.0, 209.0)	(24.0, 287.0)	(25.0, 324.0)	(26.0, 468.0)	(27.0, 611.0)	(28.0, 732.0)	(29.0, 941.0)	(30.0, 1213.0)	(31.0, 1431.0)	(32.0, 1949.0)	(33.0, 2449.0)	(34.0, 3651.0)	(35.0, 5898.0)	(36.0, 13189.0)	(37.0, 65704.0)						
2404R_R_F_S2_week5_S35_L001_R2_001	(12.0, 1.0)	(13.0, 24.0)	(14.0, 134.0)	(15.0, 264.0)	(16.0, 334.0)	(17.0, 213.0)	(18.0, 207.0)	(19.0, 185.0)	(20.0, 172.0)	(21.0, 211.0)	(22.0, 246.0)	(23.0, 302.0)	(24.0, 401.0)	(25.0, 512.0)	(26.0, 640.0)	(27.0, 878.0)	(28.0, 1191.0)	(29.0, 1863.0)	(30.0, 2688.0)	(31.0, 4264.0)	(32.0, 6661.0)	(33.0, 10362.0)	(34.0, 16061.0)	(35.0, 24121.0)	(36.0, 24570.0)	(37.0, 2814.0)	
2404R_R_F_S2_week6_S36_L001_R1_001	(16.0, 1.0)	(17.0, 4.0)	(18.0, 18.0)	(19.0, 28.0)	(20.0, 50.0)	(21.0, 102.0)	(22.0, 153.0)	(23.0, 230.0)	(24.0, 324.0)	(25.0, 413.0)	(26.0, 570.0)	(27.0, 768.0)	(28.0, 925.0)	(29.0, 1141.0)	(30.0, 1413.0)	(31.0, 1786.0)	(32.0, 2148.0)	(33.0, 2938.0)	(34.0, 4129.0)	(35.0, 6932.0)	(36.0, 15021.0)	(37.0, 74034.0)					
2404R_R_F_S2_week6_S36_L001_R2_001	(12.0, 4.0)	(13.0, 41.0)	(14.0, 166.0)	(15.0, 335.0)	(16.0, 317.0)	(17.0, 256.0)	(18.0, 204.0)	(19.0, 197.0)	(20.0, 243.0)	(21.0, 276.0)	(22.0, 335.0)	(23.0, 362.0)	(24.0, 519.0)	(25.0, 654.0)	(26.0, 865.0)	(27.0, 1149.0)	(28.0, 1620.0)	(29.0, 2385.0)	(30.0, 3648.0)	(31.0, 5521.0)	(32.0, 8452.0)	(33.0, 12952.0)	(34.0, 19687.0)	(35.0, 26590.0)	(36.0, 23676.0)	(37.0, 2674.0)	
2404R_R_F_S2_week7_S37_L001_R1_001	(16.0, 4.0)	(17.0, 24.0)	(18.0, 55.0)	(19.0, 73.0)	(20.0, 97.0)	(21.0, 178.0)	(22.0, 251.0)	(23.0, 319.0)	(24.0, 452.0)	(25.0, 601.0)	(26.0, 740.0)	(27.0, 907.0)	(28.0, 1128.0)	(29.0, 1370.0)	(30.0, 1716.0)	(31.0, 2017.0)	(32.0, 2582.0)	(33.0, 3237.0)	(34.0, 4421.0)	(35.0, 7348.0)	(36.0, 15993.0)	(37.0, 77224.0)					
2404R_R_F_S2_week7_S37_L001_R2_001	(12.0, 1.0)	(13.0, 42.0)	(14.0, 179.0)	(15.0, 347.0)	(16.0, 340.0)	(17.0, 278.0)	(18.0, 260.0)	(19.0, 289.0)	(20.0, 350.0)	(21.0, 329.0)	(22.0, 424.0)	(23.0, 501.0)	(24.0, 634.0)	(25.0, 798.0)	(26.0, 1043.0)	(27.0, 1433.0)	(28.0, 2213.0)	(29.0, 3077.0)	(30.0, 4221.0)	(31.0, 6317.0)	(32.0, 9378.0)	(33.0, 13841.0)	(34.0, 20577.0)	(35.0, 27128.0)	(36.0, 23746.0)	(37.0, 2991.0)	
2404R_R_F_S2_week9_S38_L001_R1_001	(16.0, 2.0)	(17.0, 8.0)	(18.0, 29.0)	(19.0, 47.0)	(20.0, 51.0)	(21.0, 111.0)	(22.0, 196.0)	(23.0, 258.0)	(24.0, 387.0)	(25.0, 478.0)	(26.0, 627.0)	(27.0, 798.0)	(28.0, 964.0)	(29.0, 1046.0)	(30.0, 1336.0)	(31.0, 1646.0)	(32.0, 2148.0)	(33.0, 2635.0)	(34.0, 3874.0)	(35.0, 6176.0)	(36.0, 12729.0)	(37.0, 62778.0)					
2404R_R_F_S2_week9_S38_L001_R2_001	(12.0, 1.0)	(13.0, 44.0)	(14.0, 145.0)	(15.0, 280.0)	(16.0, 289.0)	(17.0, 243.0)	(18.0, 192.0)	(19.0, 207.0)	(20.0, 225.0)	(21.0, 270.0)	(22.0, 322.0)	(23.0, 375.0)	(24.0, 476.0)	(25.0, 595.0)	(26.0, 769.0)	(27.0, 1027.0)	(28.0, 1441.0)	(29.0, 2154.0)	(30.0, 3011.0)	(31.0, 4466.0)	(32.0, 6885.0)	(33.0, 10276.0)	(34.0, 15503.0)	(35.0, 22672.0)	(36.0, 23590.0)	(37.0, 2866.0)	
2433R_0_F_S5_week9_S71_L001_R1_001	(15.0, 1.0)	(16.0, 7.0)	(17.0, 26.0)	(18.0, 44.0)	(19.0, 69.0)	(20.0, 107.0)	(21.0, 177.0)	(22.0, 333.0)	(23.0, 443.0)	(24.0, 565.0)	(25.0, 718.0)	(26.0, 905.0)	(27.0, 1172.0)	(28.0, 1276.0)	(29.0, 1548.0)	(30.0, 1871.0)	(31.0, 2275.0)	(32.0, 2898.0)	(33.0, 3651.0)	(34.0, 5116.0)	(35.0, 8152.0)	(36.0, 17195.0)	(37.0, 78357.0)				
2433R_0_F_S5_week9_S71_L001_R2_001	(12.0, 4.0)	(13.0, 15.0)	(14.0, 125.0)	(15.0, 295.0)	(16.0, 406.0)	(17.0, 396.0)	(18.0, 305.0)	(19.0, 311.0)	(20.0, 334.0)	(21.0, 403.0)	(22.0, 456.0)	(23.0, 541.0)	(24.0, 669.0)	(25.0, 863.0)	(26.0, 1136.0)	(27.0, 1534.0)	(28.0, 2122.0)	(29.0, 3088.0)	(30.0, 4572.0)	(31.0, 6613.0)	(32.0, 9869.0)	(33.0, 14456.0)	(34.0, 21322.0)	(35.0, 28488.0)	(36.0, 25363.0)	(37.0, 3220.0)	
