Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1136R_0_F_S5_week9_S69_L001_R2_001	(1.0, 3.4865189246620716)	(2.0, 0.560099165098083)	(3.0, 0.28923153607523955)	(4.0, 0.22823713050835231)	(5.0, 0.19675614698995889)	(6.0, 0.17314540935116382)	(7.0, 0.14232027965607025)	(8.0, 0.18363907052396164)	(9.0, 0.1416644258327704)	('>10', 3.3153410767808067)	('>50', 0.9267214523227063)	('>100', 1.651439927069055)	('>500', 1.0664183166855772)	('>1k', 4.521456257829255)	('>5k', 0.0)	('>10k+', 83.11701088061493)
1151R_R_M_NS1_week5_S30_L001_R1_001	(1.0, 1.2845341341790864)	(2.0, 0.4808816787822654)	(3.0, 0.3115439669931797)	(4.0, 0.30312385977714784)	(5.0, 0.28067024053439615)	(6.0, 0.2469898116702686)	(7.0, 0.2030181406532132)	(8.0, 0.16465987444684574)	(9.0, 0.11788150102444639)	('>10', 1.739219923844808)	('>50', 0.25166764901250854)	('>100', 1.5708177795241702)	('>500', 0.514562107646393)	('>1k', 19.738602449315632)	('>5k', 7.356367004406522)	('>10k+', 65.43545987818912)
1151R_R_M_NS1_week5_S30_L001_R2_001	(1.0, 3.998615360146697)	(2.0, 0.7390983000739099)	(3.0, 0.5164332425832888)	(4.0, 0.38919606687436265)	(5.0, 0.36954915003695493)	(6.0, 0.30873726458783574)	(7.0, 0.3339975862359314)	(8.0, 0.20956711293234911)	(9.0, 0.22734289483286088)	('>10', 2.6654317176083153)	('>50', 0.6165389617072234)	('>100', 1.5511708626867626)	('>500', 0.0)	('>1k', 14.788514973757334)	('>5k', 11.906967170937532)	('>10k+', 61.378839334998645)
1151R_R_M_NS1_week6_S31_L001_R1_001	(1.0, 1.2848694195844454)	(2.0, 0.49022173374504985)	(3.0, 0.40561050923745223)	(4.0, 0.331466652710176)	(5.0, 0.28349121613370315)	(6.0, 0.2198147275867483)	(7.0, 0.14654315172449886)	(8.0, 0.2302820955670697)	(9.0, 0.10990736379337415)	('>10', 1.6468658955705588)	('>50', 0.41869471921285395)	('>100', 0.8269220704453866)	('>500', 0.6446154114547897)	('>1k', 20.13223774881806)	('>5k', 10.1498578182516)	('>10k+', 62.67859946616423)
1151R_R_M_NS1_week6_S31_L001_R2_001	(1.0, 4.0796566703302455)	(2.0, 0.7553950559131906)	(3.0, 0.5050505050505051)	(4.0, 0.35589051133092586)	(5.0, 0.3576350726609794)	(6.0, 0.27215156748835506)	(7.0, 0.2991922681041852)	(8.0, 0.2581950768479266)	(9.0, 0.2826189354686764)	('>10', 2.8401458453271924)	('>50', 0.7117810226618517)	('>100', 0.4596919104691125)	('>500', 1.405244151358141)	('>1k', 14.185028174665481)	('>5k', 21.5732454074423)	('>10k+', 51.65907782488094)
1151R_R_M_NS1_week7_S32_L001_R1_001	(1.0, 1.2049456070601599)	(2.0, 0.508541220673686)	(3.0, 0.33028965878806416)	(4.0, 0.29708593647603654)	(5.0, 0.24465900650967715)	(6.0, 0.22019310585870944)	(7.0, 0.1896107300449998)	(8.0, 0.17475643322119797)	(9.0, 0.14941675040412425)	('>10', 1.6619336799335926)	('>50', 0.44475512254794874)	('>100', 1.3080519026606667)	('>500', 0.8676656909432479)	('>1k', 15.604001922320766)	('>5k', 11.548778889422866)	('>10k+', 65.24531434313425)
1151R_R_M_NS1_week7_S32_L001_R2_001	(1.0, 4.081436497881078)	(2.0, 0.6990257328847919)	(3.0, 0.5268906461619118)	(4.0, 0.5032985276770501)	(5.0, 0.3669885097645157)	(6.0, 0.3355323517847001)	(7.0, 0.256891956835161)	(8.0, 0.2796102931539167)	(9.0, 0.11796059242430862)	('>10', 3.0442570667132687)	('>50', 0.515531478002534)	('>100', 1.0843636681375333)	('>500', 1.6348464327843069)	('>1k', 17.110402376687492)	('>5k', 15.549827428022194)	('>10k+', 53.89313644108523)
1151R_R_M_NS1_week9_S33_L001_R1_001	(1.0, 1.3326869516449462)	(2.0, 0.5056986150321765)	(3.0, 0.3621638577580061)	(4.0, 0.3650155416773605)	(5.0, 0.36121329645155464)	(6.0, 0.2281347135483503)	(7.0, 0.20627180349996674)	(8.0, 0.21292573264512696)	(9.0, 0.14543587988707332)	('>10', 1.623558711419093)	('>50', 0.21577741656448132)	('>100', 2.131158449064172)	('>500', 0.0)	('>1k', 18.571116244142168)	('>5k', 13.368694213933328)	('>10k+', 60.3701485727322)
1151R_R_M_NS1_week9_S33_L001_R2_001	(1.0, 3.8792406916284063)	(2.0, 0.7585479225482648)	(3.0, 0.5845952034676477)	(4.0, 0.4790828984515356)	(5.0, 0.38973013564509845)	(6.0, 0.2281347135483503)	(7.0, 0.24619537837092803)	(8.0, 0.2281347135483503)	(9.0, 0.14543587988707332)	('>10', 2.70909972338666)	('>50', 0.6644423532095702)	('>100', 1.4714689023868595)	('>500', 0.9049343637417896)	('>1k', 13.758424349578426)	('>5k', 22.96366004125436)	('>10k+', 50.588872729346676)
1152R_0_M_S2_week9_S60_L001_R1_001	(1.0, 1.0978242449695337)	(2.0, 0.4243938020821821)	(3.0, 0.32934727349086007)	(4.0, 0.30650663483713153)	(5.0, 0.23577433449010116)	(6.0, 0.2431422824429168)	(7.0, 0.20114497911186754)	(8.0, 0.14735895905631322)	(9.0, 0.11272960367807962)	('>10', 1.8788267279679935)	('>50', 0.19967138952130442)	('>100', 0.9512020807085018)	('>500', 0.4936525128386493)	('>1k', 8.892376384253222)	('>5k', 15.782144514931145)	('>10k+', 68.7039042756202)
1152R_0_M_S2_week9_S60_L001_R2_001	(1.0, 3.304524656837824)	(2.0, 0.45091841471231847)	(3.0, 0.2807188170022767)	(4.0, 0.20335536349771224)	(5.0, 0.22103843858446984)	(6.0, 0.18567228841095468)	(7.0, 0.18567228841095468)	(8.0, 0.14735895905631322)	(9.0, 0.1458853694657501)	('>10', 3.2492650471917064)	('>50', 0.7699505610692366)	('>100', 1.3137051199870324)	('>500', 0.5201771254687857)	('>1k', 5.273977144625451)	('>5k', 0.0)	('>10k+', 83.74778040567922)
1184R_0_M_NS6_week9_S85_L001_R1_001	(1.0, 1.2085635359116023)	(2.0, 0.42400102788127975)	(3.0, 0.32522806115893615)	(4.0, 0.23448541693434408)	(5.0, 0.1766670949505332)	(6.0, 0.21681870743929074)	(7.0, 0.1405306437106514)	(8.0, 0.17345496595143262)	(9.0, 0.13731851471155082)	('>10', 1.8702621097263266)	('>50', 0.5340164461004754)	('>100', 1.2318514711550816)	('>500', 1.9449441089554158)	('>1k', 9.27743158165232)	('>5k', 31.66918283438263)	('>10k+', 50.43524347937813)
1184R_0_M_NS6_week9_S85_L001_R2_001	(1.0, 3.665039187973789)	(2.0, 0.6006681228318129)	(3.0, 0.5324103816009251)	(4.0, 0.40794038288577666)	(5.0, 0.3292432224078119)	(6.0, 0.28909160991905436)	(7.0, 0.3541372221508416)	(8.0, 0.21842477193884108)	(9.0, 0.2240459976872671)	('>10', 2.797764358216626)	('>50', 0.6215469613259669)	('>100', 0.7436078632917899)	('>500', 3.0732044198895028)	('>1k', 2.3858088140819733)	('>5k', 24.80646922780419)	('>10k+', 58.95059745599384)
1186R_0_M_NS6_week9_S86_L001_R1_001	(1.0, 1.1916850594583708)	(2.0, 0.4598897271712586)	(3.0, 0.2945644055421747)	(4.0, 0.28197618308310746)	(5.0, 0.28952911655854785)	(6.0, 0.20141155934507676)	(7.0, 0.16448610679847933)	(8.0, 0.11413321696221017)	(9.0, 0.21903507078777099)	('>10', 1.7925628781711829)	('>50', 0.49513675005664703)	('>100', 0.7309561174565077)	('>500', 1.835362834532012)	('>1k', 10.469205011790967)	('>5k', 18.345236197014074)	('>10k+', 63.11482976527161)
1186R_0_M_NS6_week9_S86_L001_R2_001	(1.0, 3.7798235970426073)	(2.0, 0.6310895526145738)	(3.0, 0.41541134114922074)	(4.0, 0.39275254072289967)	(5.0, 0.3272937839357497)	(6.0, 0.33232907291937663)	(7.0, 0.3465957250396529)	(8.0, 0.3222584949521228)	(9.0, 0.24924680468953248)	('>10', 3.001871449072248)	('>50', 0.47667402378334833)	('>100', 0.7871835111070082)	('>500', 1.6020611116239647)	('>1k', 8.140383856863519)	('>5k', 17.54042917446437)	('>10k+', 61.65459596001981)
1186R_RR_M_NS6_week9_S87_L001_R1_001	(1.0, 1.2452371301175518)	(2.0, 0.4718281313336036)	(3.0, 0.294284556141062)	(4.0, 0.33725172274017023)	(5.0, 0.2877989460883664)	(6.0, 0.15565464126469397)	(7.0, 0.23834616943656262)	(8.0, 0.1426834211593028)	(9.0, 0.11674098094852046)	('>10', 1.9716254560194566)	('>50', 0.5610052695581678)	('>100', 1.0506688285366843)	('>500', 1.1714633157681393)	('>1k', 11.423591406566679)	('>5k', 19.14471017430077)	('>10k+', 61.38710985002027)
1186R_RR_M_NS6_week9_S87_L001_R2_001	(1.0, 3.7146331576813942)	(2.0, 0.6323469801378192)	(3.0, 0.4426428860964735)	(4.0, 0.5156059991892987)	(5.0, 0.3445480340494528)	(6.0, 0.4085934333198217)	(7.0, 0.29509525739764897)	(8.0, 0.22051074179164978)	(9.0, 0.19700040535062827)	('>10', 2.8788001621402515)	('>50', 0.5083096878800163)	('>100', 1.4114308877178758)	('>500', 1.7292257802999595)	('>1k', 3.8516416700445886)	('>5k', 16.38265099310904)	('>10k+', 66.46696392379408)
1193R_R_F_NS1_week5_S1_L001_R1_001	(1.0, 1.2330444431689913)	(2.0, 0.4515104555281333)	(3.0, 0.38741892900189406)	(4.0, 0.27932426486062484)	(5.0, 0.19131798963056496)	(6.0, 0.17218619066750848)	(7.0, 0.14731485201553504)	(8.0, 0.14540167211922936)	(9.0, 0.09470240486712966)	('>10', 1.795519332682852)	('>50', 0.6763090933440471)	('>100', 0.9211961200711704)	('>500', 0.5825632784250703)	('>1k', 17.414720006122174)	('>5k', 22.056094434559682)	('>10k+', 53.45137653293539)
1193R_R_F_NS1_week5_S1_L001_R2_001	(1.0, 4.078899538923645)	(2.0, 0.7231820008035356)	(3.0, 0.5050794926246915)	(4.0, 0.4515104555281333)	(5.0, 0.4065507279649505)	(6.0, 0.33289330195718303)	(7.0, 0.32811035221641893)	(8.0, 0.21427614838623277)	(9.0, 0.23245135740113643)	('>10', 2.5253974631234573)	('>50', 0.9221527100193231)	('>100', 0.6437850351068511)	('>500', 1.397577914251277)	('>1k', 16.157760814249365)	('>5k', 20.820180221546234)	('>10k+', 50.26019246589757)
1193R_R_F_NS1_week6_S2_L001_R1_001	(1.0, 1.1808109410064505)	(2.0, 0.50052284663557)	(3.0, 0.29960874622551725)	(4.0, 0.26318572217457203)	(5.0, 0.2173632080459635)	(6.0, 0.21853814430567142)	(7.0, 0.18094018399501827)	(8.0, 0.1409923511649493)	(9.0, 0.11631868971108317)	('>10', 1.6249368471760408)	('>50', 0.3054834275240568)	('>100', 1.6366862097731198)	('>500', 0.9528733066231156)	('>1k', 19.342975643571336)	('>5k', 9.992832888815782)	('>10k+', 63.02593084325176)
1193R_R_F_NS1_week6_S2_L001_R2_001	(1.0, 3.9360364700215014)	(2.0, 0.7566589512518946)	(3.0, 0.48289880273995134)	(4.0, 0.3900788382230264)	(5.0, 0.26436065843427997)	(6.0, 0.2890343198881461)	(7.0, 0.2385120607207059)	(8.0, 0.2819847023298986)	(9.0, 0.25378623209690876)	('>10', 2.571935472500617)	('>50', 0.40887781837835296)	('>100', 1.1161894467225153)	('>500', 0.0)	('>1k', 20.463864835332682)	('>5k', 18.44179953237537)	('>10k+', 50.10398185898415)
1193R_R_F_NS1_week7_S3_L001_R1_001	(1.0, 1.1963483362079383)	(2.0, 0.5163303195755106)	(3.0, 0.32957254440990036)	(4.0, 0.24608083315939225)	(5.0, 0.19225065090577523)	(6.0, 0.1845606248695442)	(7.0, 0.2076307029782372)	(8.0, 0.12304041657969612)	(9.0, 0.10875893965526713)	('>10', 1.6357783954211387)	('>50', 0.19774352664594022)	('>100', 1.9247036593538183)	('>500', 1.5731596119832578)	('>1k', 18.981181407714196)	('>5k', 10.661671811660277)	('>10k+', 61.921188218880104)
1193R_R_F_NS1_week7_S3_L001_R2_001	(1.0, 3.6209036879167718)	(2.0, 0.6591450888198007)	(3.0, 0.5701605018291276)	(4.0, 0.3998813538840124)	(5.0, 0.26915091126808527)	(6.0, 0.25047513375152425)	(7.0, 0.1768705988333132)	(8.0, 0.23729223197512828)	(9.0, 0.1878563503136432)	('>10', 2.5344128665121337)	('>50', 0.47788018939435556)	('>100', 1.4226548167027366)	('>500', 1.6929043031188549)	('>1k', 19.882013029101255)	('>5k', 16.177617629933977)	('>10k+', 51.44078130664528)
1193R_R_F_NS1_week9_S4_L001_R1_001	(1.0, 1.3776881720430108)	(2.0, 0.5742913000977518)	(3.0, 0.4001710654936461)	(4.0, 0.4195177582274357)	(5.0, 0.31565656565656564)	(6.0, 0.23826979472140764)	(7.0, 0.2565982404692082)	(8.0, 0.21179537308569565)	(9.0, 0.22910557184750735)	('>10', 1.1791300097751711)	('>50', 0.38998859563375693)	('>100', 1.0823965461062235)	('>500', 1.1526555881394591)	('>1k', 11.36770935158032)	('>5k', 22.849462365591396)	('>10k+', 57.955563701531446)
1193R_R_F_NS1_week9_S4_L001_R2_001	(1.0, 4.812235255783643)	(2.0, 0.9042033235581624)	(3.0, 0.635386119257087)	(4.0, 0.4032258064516129)	(5.0, 0.42257249918540246)	(6.0, 0.3421309872922776)	(7.0, 0.39202508960573473)	(8.0, 0.19550342130987292)	(9.0, 0.3390762463343108)	('>10', 2.740102639296188)	('>50', 0.7738677093515803)	('>100', 2.216723688497882)	('>500', 0.0)	('>1k', 19.158317041381558)	('>5k', 13.228046594982079)	('>10k+', 53.43658357771262)
184R_0_M_NS6_week9_S88_L001_R1_001	(1.0, 1.1684596774786566)	(2.0, 0.42355744130126255)	(3.0, 0.31987410931605764)	(4.0, 0.28237162753417505)	(5.0, 0.21324940621070512)	(6.0, 0.24266311741218172)	(7.0, 0.18530638056930238)	(8.0, 0.21177872065063127)	(9.0, 0.1720702105286379)	('>10', 1.7457037598076344)	('>50', 0.4603245803031083)	('>100', 0.9559456140479884)	('>500', 1.612606716620953)	('>1k', 3.8605495951938)	('>5k', 21.800707399754398)	('>10k+', 66.34483164327051)
184R_0_M_NS6_week9_S88_L001_R2_001	(1.0, 3.8031928583509207)	(2.0, 0.6926928987947732)	(3.0, 0.39046701619960145)	(4.0, 0.3529645344177188)	(5.0, 0.32355082321624223)	(6.0, 0.2735475141737321)	(7.0, 0.2728121713936952)	(8.0, 0.27060614305358444)	(9.0, 0.23825106073196023)	('>10', 3.0979991322955196)	('>50', 0.7721099190387599)	('>100', 1.1118382834158143)	('>500', 1.8192380378113258)	('>1k', 2.0538123846431016)	('>5k', 21.73526189233111)	('>10k+', 62.791655330132144)
2402R_0_F_S5_week9_S70_L001_R1_001	(1.0, 1.105560294057918)	(2.0, 0.456520856179684)	(3.0, 0.272937736078957)	(4.0, 0.23069737216197556)	(5.0, 0.19495552577068356)	(6.0, 0.18520774948214938)	(7.0, 0.14215507087445678)	(8.0, 0.20795256082206245)	(9.0, 0.1315949798952114)	('>10', 2.3297185329596686)	('>50', 0.4605824296332399)	('>100', 0.921977173957191)	('>500', 0.4971365907152431)	('>1k', 5.62365460379351)	('>5k', 17.472076682506803)	('>10k+', 69.76727184111124)
2402R_0_F_S5_week9_S70_L001_R2_001	(1.0, 3.7569554445392144)	(2.0, 0.6271069412290321)	(3.0, 0.3679785548921652)	(4.0, 0.24369440721335447)	(5.0, 0.264002274481134)	(6.0, 0.20470330205921775)	(7.0, 0.1990170992242395)	(8.0, 0.19495552577068356)	(9.0, 0.11697331546241013)	('>10', 3.524633442995816)	('>50', 1.0625076154502253)	('>100', 0.9195402298850575)	('>500', 1.2639616587465985)	('>1k', 4.306080175459973)	('>5k', 5.375086308435888)	('>10k+', 77.57280370415499)
2403R_0_F_NS6_week9_S80_L001_R1_001	(1.0, 1.2171942665901416)	(2.0, 0.44573311170906593)	(3.0, 0.2906955076363474)	(4.0, 0.2564083451971884)	(5.0, 0.20125073605593277)	(6.0, 0.21466745179299496)	(7.0, 0.17739879696782224)	(8.0, 0.13118566498460804)	(9.0, 0.19454237818740172)	('>10', 1.9804563174096794)	('>50', 0.6208957893873778)	('>100', 0.7997853325482069)	('>500', 1.6465291701761315)	('>1k', 10.733372589649749)	('>5k', 13.814744970595031)	('>10k+', 67.27513957111232)
2403R_0_F_NS6_week9_S80_L001_R2_001	(1.0, 4.666780957208131)	(2.0, 0.7856232437146414)	(3.0, 0.5120713172978735)	(4.0, 0.40846445688389327)	(5.0, 0.4285895304894865)	(6.0, 0.3041122233734096)	(7.0, 0.313056700531451)	(8.0, 0.2623713299692161)	(9.0, 0.18783402031887061)	('>10', 3.390702215994216)	('>50', 0.7878593630041517)	('>100', 0.8169289137677865)	('>500', 2.8130380662040384)	('>1k', 9.258279231669412)	('>5k', 12.88451934615872)	('>10k+', 62.179769083414705)
2404R_R_F_S2_week5_S35_L001_R1_001	(1.0, 1.2561336631655784)	(2.0, 0.5312461981426659)	(3.0, 0.4014761344742285)	(4.0, 0.3487570461089258)	(5.0, 0.24331886937832028)	(6.0, 0.24331886937832028)	(7.0, 0.20580721034916255)	(8.0, 0.10543817673060545)	(9.0, 0.12774240642361817)	('>10', 1.5227705908593212)	('>50', 0.12165943468916014)	('>100', 1.440650472444138)	('>500', 0.8019384403260473)	('>1k', 16.138124011517093)	('>5k', 27.439271665517662)	('>10k+', 49.072346810495155)
2404R_R_F_S2_week5_S35_L001_R2_001	(1.0, 2.9806561498844237)	(2.0, 0.5069143112048339)	(3.0, 0.37106127580193843)	(4.0, 0.283872014274707)	(5.0, 0.19769658136988524)	(6.0, 0.21290401070603024)	(7.0, 0.22709761141976562)	(8.0, 0.12165943468916014)	(9.0, 0.24636035524554928)	('>10', 2.9157711180502046)	('>50', 0.48663773875664057)	('>100', 1.2855346932154588)	('>500', 1.6545683117725778)	('>1k', 6.661867877853927)	('>5k', 0.0)	('>10k+', 81.8473985157549)
2404R_R_F_S2_week6_S36_L001_R1_001	(1.0, 1.05439390161365)	(2.0, 0.4203327040216578)	(3.0, 0.22174331207922204)	(4.0, 0.2671606169629181)	(5.0, 0.2226338474690984)	(6.0, 0.19769885655255942)	(7.0, 0.09973996366615609)	(8.0, 0.10686424678516725)	(9.0, 0.10419264061553807)	('>10', 1.931571260641898)	('>50', 0.2422256260463791)	('>100', 0.8691625405193603)	('>500', 3.441028746482385)	('>1k', 7.545506358422684)	('>5k', 16.274534249991092)	('>10k+', 67.00121112813024)
2404R_R_F_S2_week6_S36_L001_R2_001	(1.0, 2.8078580842802694)	(2.0, 0.4577351903964664)	(3.0, 0.2858618601503224)	(4.0, 0.2101663520108289)	(5.0, 0.1959177857728066)	(6.0, 0.2244149182488512)	(7.0, 0.13714245004096462)	(8.0, 0.14248566238022298)	(9.0, 0.20838528123107614)	('>10', 3.2406582837601965)	('>50', 0.6474192284401382)	('>100', 0.9466391194386066)	('>500', 2.1203647632956932)	('>1k', 3.6289317137463044)	('>5k', 6.866027855946995)	('>10k+', 77.87999145086026)
2404R_R_F_S2_week7_S37_L001_R1_001	(1.0, 1.1479091356870341)	(2.0, 0.4140821318551046)	(3.0, 0.30805706986801135)	(4.0, 0.2304166701451792)	(5.0, 0.20871075194309707)	(6.0, 0.16529891553893292)	(7.0, 0.1811609326866083)	(8.0, 0.10018116093268661)	(9.0, 0.13524456725912692)	('>10', 2.031173037910221)	('>50', 0.5668584022774518)	('>100', 1.0569112478398437)	('>500', 1.6922267767546313)	('>1k', 9.867844351869632)	('>5k', 9.065560221400364)	('>10k+', 72.82836462603207)
2404R_R_F_S2_week7_S37_L001_R2_001	(1.0, 3.167394371488442)	(2.0, 0.46417271232144797)	(3.0, 0.2504529023317165)	(4.0, 0.21705918202082097)	(5.0, 0.20871075194309707)	(6.0, 0.14025362530576124)	(7.0, 0.11103412003372766)	(8.0, 0.12021739311922394)	(9.0, 0.13524456725912692)	('>10', 3.2634013173822662)	('>50', 1.220540477363232)	('>100', 0.9258408956195787)	('>500', 1.6246044931250678)	('>1k', 2.087107519430971)	('>5k', 11.79382717080053)	('>10k+', 74.27013850045499)
2404R_R_F_S2_week9_S38_L001_R1_001	(1.0, 1.3769274934383202)	(2.0, 0.44906496062992124)	(3.0, 0.43061023622047245)	(4.0, 0.32398293963254593)	(5.0, 0.3793471128608924)	(6.0, 0.3075787401574803)	(7.0, 0.21530511811023623)	(8.0, 0.18044619422572178)	(9.0, 0.11072834645669291)	('>10', 1.3523211942257218)	('>50', 0.24708825459317582)	('>100', 1.292855971128609)	('>500', 0.9319635826771654)	('>1k', 6.861056430446194)	('>5k', 30.53846784776903)	('>10k+', 55.00225557742782)
2404R_R_F_S2_week9_S38_L001_R2_001	(1.0, 3.299294619422572)	(2.0, 0.5433891076115485)	(3.0, 0.33526082677165353)	(4.0, 0.32398293963254593)	(5.0, 0.2768208661417323)	(6.0, 0.25221456692913385)	(7.0, 0.22965879265091863)	(8.0, 0.13943569553805774)	(9.0, 0.24913877952755906)	('>10', 3.1311515748031495)	('>50', 0.7781742125984252)	('>100', 0.7310121391076115)	('>500', 1.9028871391076114)	('>1k', 4.390173884514436)	('>5k', 9.088951771653543)	('>10k+', 74.3284530839895)
2433R_0_F_S5_week9_S71_L001_R1_001	(1.0, 1.0987440656705991)	(2.0, 0.4207618170559375)	(3.0, 0.3191438687858243)	(4.0, 0.25404487067528303)	(5.0, 0.21831981073657133)	(6.0, 0.23816706625807782)	(7.0, 0.22784649338689444)	(8.0, 0.19053365300646227)	(9.0, 0.17148028770581603)	('>10', 2.114129658150871)	('>50', 0.22864038360775474)	('>100', 1.1336752353884505)	('>500', 1.0201489338054335)	('>1k', 8.235023260983471)	('>5k', 7.549896000381068)	('>10k+', 76.5794445944015)
2433R_0_F_S5_week9_S71_L001_R2_001	(1.0, 3.54948317746622)	(2.0, 0.5779520807862689)	(3.0, 0.39535732998840917)	(4.0, 0.2699226750924882)	(5.0, 0.2500754195709817)	(6.0, 0.16671694638065448)	(7.0, 0.15560248328861084)	(8.0, 0.2095870183071085)	(9.0, 0.17148028770581603)	('>10', 3.1993775900668457)	('>50', 1.328178339499214)	('>100', 0.7605468315841285)	('>500', 0.9621949476826345)	('>1k', 7.025134564392436)	('>5k', 0.0)	('>10k+', 80.97839030818818)
2446R_L_F_S2_week5_S39_L001_R1_001	(1.0, 1.2842139631060565)	(2.0, 0.5267453882570604)	(3.0, 0.3036404200903303)	(4.0, 0.2481362572781194)	(5.0, 0.1632475376829733)	(6.0, 0.20242694672688685)	(7.0, 0.1523643685041084)	(8.0, 0.10447842411710291)	(9.0, 0.09794852260978397)	('>10', 2.031887685694074)	('>50', 0.0)	('>100', 1.3821624857158405)	('>500', 2.034064319529847)	('>1k', 22.27784730913642)	('>5k', 0.0)	('>10k+', 69.1908363715514)
2446R_L_F_S2_week5_S39_L001_R2_001	(1.0, 3.4358165097676445)	(2.0, 0.5376285574359253)	(3.0, 0.4113837949610927)	(4.0, 0.24378298960657346)	(5.0, 0.1632475376829733)	(6.0, 0.1501877346683354)	(7.0, 0.1904554606301355)	(8.0, 0.13930456548947054)	(9.0, 0.22528160200250313)	('>10', 3.310660064210698)	('>50', 0.7302606519018339)	('>100', 1.22109158186864)	('>500', 3.5315883985416554)	('>1k', 1.1557925667954507)	('>5k', 14.421287478913861)	('>10k+', 70.13223050552321)
2446R_L_F_S2_week6_S40_L001_R1_001	(1.0, 1.1796055534811092)	(2.0, 0.3988594317526053)	(3.0, 0.25459112665059913)	(4.0, 0.25459112665059913)	(5.0, 0.12305237788112292)	(6.0, 0.14257103092433554)	(7.0, 0.11286873281509895)	(8.0, 0.16293832105638345)	(9.0, 0.1451169421908415)	('>10', 2.0817067789130657)	('>50', 0.26647204589429374)	('>100', 1.4418344139312265)	('>500', 1.2967174717403849)	('>1k', 10.905835228622832)	('>5k', 14.81720357106487)	('>10k+', 66.41603584643063)
2446R_L_F_S2_week6_S40_L001_R2_001	(1.0, 3.369089242676262)	(2.0, 0.5244577209002342)	(3.0, 0.4047998913744526)	(4.0, 0.22404019145252724)	(5.0, 0.2121592722088326)	(6.0, 0.20367290132047933)	(7.0, 0.11286873281509895)	(8.0, 0.20367290132047933)	(9.0, 0.07637733799517973)	('>10', 3.251128687328151)	('>50', 0.8987066770766149)	('>100', 1.6327777589191759)	('>500', 0.7137037917105129)	('>1k', 4.985742896907566)	('>5k', 6.830679928035575)	('>10k+', 76.35612206795885)
2446R_L_F_S2_week7_S41_L001_R1_001	(1.0, 1.4839547393804489)	(2.0, 0.5230940456316082)	(3.0, 0.3978853644963829)	(4.0, 0.2856612873307364)	(5.0, 0.24114264514932293)	(6.0, 0.18920422927100725)	(7.0, 0.20775366351326285)	(8.0, 0.14097570024114264)	(9.0, 0.15025041736227046)	('>10', 1.9282136894824708)	('>50', 0.33017992951214986)	('>100', 1.398627341866073)	('>500', 0.7512520868113522)	('>1k', 13.688554999072528)	('>5k', 28.839732888146912)	('>10k+', 49.44351697273233)
2446R_L_F_S2_week7_S41_L001_R2_001	(1.0, 5.148395473938045)	(2.0, 0.6863290669634576)	(3.0, 0.4340567612687813)	(4.0, 0.3116304952698943)	(5.0, 0.26896679651270633)	(6.0, 0.2726766833611575)	(7.0, 0.2142459654980523)	(8.0, 0.12613615284733815)	(9.0, 0.1669449081803005)	('>10', 3.778519755147468)	('>50', 0.7966982007048784)	('>100', 1.4051196438508626)	('>500', 0.0)	('>1k', 7.352995733630125)	('>5k', 0.0)	('>10k+', 79.03728436282694)
2446R_L_F_S2_week9_S42_L001_R1_001	(1.0, 1.3101401692132844)	(2.0, 0.49669571073788776)	(3.0, 0.37567874731658035)	(4.0, 0.34095214042177047)	(5.0, 0.22098749842151788)	(6.0, 0.15784821315822706)	(7.0, 0.19152249863198215)	(8.0, 0.1346971418950204)	(9.0, 0.12312160626341709)	('>10', 1.5753251673191058)	('>50', 0.34095214042177047)	('>100', 1.6268889169507934)	('>500', 1.34170981184493)	('>1k', 25.81660142273856)	('>5k', 0.0)	('>10k+', 65.94687881466515)
2446R_L_F_S2_week9_S42_L001_R2_001	(1.0, 4.624952645536053)	(2.0, 0.5829860672643852)	(3.0, 0.3693648187902513)	(4.0, 0.3072778549480153)	(5.0, 0.24203392684261482)	(6.0, 0.23361535547417606)	(7.0, 0.11049374921075894)	(8.0, 0.11785999915814288)	(9.0, 0.14206339184240432)	('>10', 3.566317295954877)	('>50', 0.8913162436334554)	('>100', 1.9362714147409186)	('>500', 0.6208696384223598)	('>1k', 5.085869427958076)	('>5k', 14.35050721892495)	('>10k+', 66.81820095129856)
2475R_0_M_S5_week9_S77_L001_R1_001	(1.0, 1.205508093892419)	(2.0, 0.4345056273379179)	(3.0, 0.29402636436400464)	(4.0, 0.2450219703033372)	(5.0, 0.2531893693134485)	(6.0, 0.20581845505480323)	(7.0, 0.2629902481255819)	(8.0, 0.18948365703458078)	(9.0, 0.12496120485470197)	('>10', 2.128424182034989)	('>50', 0.4467567258530848)	('>100', 0.8706447344778582)	('>500', 1.0429768535912054)	('>1k', 11.08234371681994)	('>5k', 7.447034417419429)	('>10k+', 73.7663143795227)
2475R_0_M_S5_week9_S77_L001_R2_001	(1.0, 4.720756627844297)	(2.0, 0.6811610774432774)	(3.0, 0.4826932814975743)	(4.0, 0.35283163723680555)	(5.0, 0.23685457129322599)	(6.0, 0.22542021267907023)	(7.0, 0.1943840964406475)	(8.0, 0.15028014178604682)	(9.0, 0.17641581861840278)	('>10', 3.511164834446822)	('>50', 1.0250085757689607)	('>100', 1.733122069945605)	('>500', 0.539865074568353)	('>1k', 9.284699194694458)	('>5k', 0.0)	('>10k+', 76.68534278573645)
