Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
3874R_0_F_NS1_week10_S75_L001_R2_001	(12.0, 22.0)	(13.0, 86.0)	(14.0, 204.0)	(15.0, 169.0)	(16.0, 173.0)	(17.0, 173.0)	(18.0, 238.0)	(19.0, 338.0)	(20.0, 381.0)	(21.0, 432.0)	(22.0, 452.0)	(23.0, 585.0)	(24.0, 751.0)	(25.0, 1034.0)	(26.0, 1285.0)	(27.0, 1879.0)	(28.0, 2906.0)	(29.0, 4229.0)	(30.0, 6036.0)	(31.0, 9144.0)	(32.0, 13228.0)	(33.0, 18309.0)	(34.0, 21965.0)	(35.0, 18935.0)	(36.0, 4411.0)	(37.0, 18.0)	
3874R_L_F_NS1_week10_S76_L001_R1_001	(15.0, 1.0)	(16.0, 2.0)	(17.0, 1.0)	(18.0, 12.0)	(19.0, 18.0)	(20.0, 51.0)	(21.0, 132.0)	(22.0, 202.0)	(23.0, 281.0)	(24.0, 415.0)	(25.0, 506.0)	(26.0, 666.0)	(27.0, 751.0)	(28.0, 1038.0)	(29.0, 1221.0)	(30.0, 1483.0)	(31.0, 1894.0)	(32.0, 2371.0)	(33.0, 3200.0)	(34.0, 4675.0)	(35.0, 7999.0)	(36.0, 18337.0)	(37.0, 50809.0)				
3874R_L_F_NS1_week10_S76_L001_R2_001	(11.0, 3.0)	(12.0, 24.0)	(13.0, 81.0)	(14.0, 160.0)	(15.0, 149.0)	(16.0, 154.0)	(17.0, 175.0)	(18.0, 213.0)	(19.0, 236.0)	(20.0, 318.0)	(21.0, 370.0)	(22.0, 426.0)	(23.0, 567.0)	(24.0, 700.0)	(25.0, 896.0)	(26.0, 1203.0)	(27.0, 1838.0)	(28.0, 2638.0)	(29.0, 3781.0)	(30.0, 5521.0)	(31.0, 8175.0)	(32.0, 11813.0)	(33.0, 16087.0)	(34.0, 19318.0)	(35.0, 17158.0)	(36.0, 4046.0)	(37.0, 15.0)
3893R_RL_M_S5_week10_S64_L001_R1_001	(17.0, 3.0)	(18.0, 6.0)	(19.0, 26.0)	(20.0, 50.0)	(21.0, 132.0)	(22.0, 223.0)	(23.0, 332.0)	(24.0, 443.0)	(25.0, 531.0)	(26.0, 716.0)	(27.0, 832.0)	(28.0, 989.0)	(29.0, 1227.0)	(30.0, 1476.0)	(31.0, 1851.0)	(32.0, 2394.0)	(33.0, 3311.0)	(34.0, 4664.0)	(35.0, 8110.0)	(36.0, 18546.0)	(37.0, 50927.0)						
3893R_RL_M_S5_week10_S64_L001_R2_001	(11.0, 1.0)	(12.0, 6.0)	(13.0, 42.0)	(14.0, 127.0)	(15.0, 242.0)	(16.0, 208.0)	(17.0, 219.0)	(18.0, 242.0)	(19.0, 250.0)	(20.0, 316.0)	(21.0, 409.0)	(22.0, 447.0)	(23.0, 553.0)	(24.0, 778.0)	(25.0, 934.0)	(26.0, 1335.0)	(27.0, 2008.0)	(28.0, 2983.0)	(29.0, 4115.0)	(30.0, 5970.0)	(31.0, 8647.0)	(32.0, 12493.0)	(33.0, 16747.0)	(34.0, 19214.0)	(35.0, 15343.0)	(36.0, 3155.0)	(37.0, 5.0)
3893R_R_M_S5_week10_S63_L001_R1_001	(14.0, 1.0)	(15.0, 2.0)	(16.0, 29.0)	(17.0, 63.0)	(18.0, 65.0)	(19.0, 76.0)	(20.0, 124.0)	(21.0, 209.0)	(22.0, 311.0)	(23.0, 460.0)	(24.0, 573.0)	(25.0, 727.0)	(26.0, 951.0)	(27.0, 1034.0)	(28.0, 1300.0)	(29.0, 1559.0)	(30.0, 1849.0)	(31.0, 2232.0)	(32.0, 2919.0)	(33.0, 4004.0)	(34.0, 5790.0)	(35.0, 10034.0)	(36.0, 23638.0)	(37.0, 54965.0)			
3893R_R_M_S5_week10_S63_L001_R2_001	(12.0, 13.0)	(13.0, 43.0)	(14.0, 150.0)	(15.0, 217.0)	(16.0, 231.0)	(17.0, 214.0)	(18.0, 304.0)	(19.0, 370.0)	(20.0, 367.0)	(21.0, 498.0)	(22.0, 527.0)	(23.0, 673.0)	(24.0, 816.0)	(25.0, 1118.0)	(26.0, 1617.0)	(27.0, 2261.0)	(28.0, 3371.0)	(29.0, 4846.0)	(30.0, 7023.0)	(31.0, 10377.0)	(32.0, 14937.0)	(33.0, 19792.0)	(34.0, 22353.0)	(35.0, 17145.0)	(36.0, 3645.0)	(37.0, 7.0)	
3894R_0_M_NS6_week10_S71_L001_R1_001	(15.0, 6.0)	(16.0, 23.0)	(17.0, 54.0)	(18.0, 75.0)	(19.0, 68.0)	(20.0, 90.0)	(21.0, 169.0)	(22.0, 241.0)	(23.0, 397.0)	(24.0, 511.0)	(25.0, 626.0)	(26.0, 794.0)	(27.0, 986.0)	(28.0, 1155.0)	(29.0, 1444.0)	(30.0, 1676.0)	(31.0, 2050.0)	(32.0, 2632.0)	(33.0, 3658.0)	(34.0, 5360.0)	(35.0, 9359.0)	(36.0, 21806.0)	(37.0, 58467.0)				
3894R_0_M_NS6_week10_S71_L001_R2_001	(12.0, 5.0)	(13.0, 15.0)	(14.0, 72.0)	(15.0, 148.0)	(16.0, 232.0)	(17.0, 164.0)	(18.0, 200.0)	(19.0, 282.0)	(20.0, 273.0)	(21.0, 336.0)	(22.0, 381.0)	(23.0, 475.0)	(24.0, 601.0)	(25.0, 729.0)	(26.0, 1002.0)	(27.0, 1437.0)	(28.0, 1960.0)	(29.0, 3084.0)	(30.0, 4286.0)	(31.0, 6865.0)	(32.0, 10559.0)	(33.0, 16408.0)	(34.0, 24678.0)	(35.0, 28645.0)	(36.0, 8761.0)	(37.0, 49.0)	
3896R_0_M_S2_week10_S52_L001_R1_001	(16.0, 2.0)	(17.0, 2.0)	(18.0, 14.0)	(19.0, 22.0)	(20.0, 54.0)	(21.0, 123.0)	(22.0, 179.0)	(23.0, 303.0)	(24.0, 403.0)	(25.0, 583.0)	(26.0, 738.0)	(27.0, 854.0)	(28.0, 1018.0)	(29.0, 1222.0)	(30.0, 1493.0)	(31.0, 1891.0)	(32.0, 2395.0)	(33.0, 3199.0)	(34.0, 4765.0)	(35.0, 8045.0)	(36.0, 18898.0)	(37.0, 55108.0)					
3896R_0_M_S2_week10_S52_L001_R2_001	(11.0, 1.0)	(12.0, 6.0)	(13.0, 42.0)	(14.0, 110.0)	(15.0, 155.0)	(16.0, 167.0)	(17.0, 138.0)	(18.0, 190.0)	(19.0, 193.0)	(20.0, 273.0)	(21.0, 341.0)	(22.0, 405.0)	(23.0, 500.0)	(24.0, 658.0)	(25.0, 851.0)	(26.0, 1177.0)	(27.0, 1775.0)	(28.0, 2620.0)	(29.0, 3802.0)	(30.0, 5795.0)	(31.0, 8361.0)	(32.0, 12675.0)	(33.0, 17485.0)	(34.0, 20794.0)	(35.0, 18192.0)	(36.0, 4593.0)	(37.0, 12.0)
3896R_L_M_S2_week10_S53_L001_R1_001	(15.0, 6.0)	(16.0, 27.0)	(17.0, 63.0)	(18.0, 80.0)	(19.0, 70.0)	(20.0, 120.0)	(21.0, 212.0)	(22.0, 334.0)	(23.0, 475.0)	(24.0, 620.0)	(25.0, 751.0)	(26.0, 949.0)	(27.0, 1206.0)	(28.0, 1380.0)	(29.0, 1674.0)	(30.0, 1989.0)	(31.0, 2369.0)	(32.0, 3187.0)	(33.0, 4216.0)	(34.0, 6254.0)	(35.0, 10566.0)	(36.0, 24713.0)	(37.0, 76407.0)				
3896R_L_M_S2_week10_S53_L001_R2_001	(11.0, 1.0)	(12.0, 8.0)	(13.0, 61.0)	(14.0, 153.0)	(15.0, 199.0)	(16.0, 238.0)	(17.0, 236.0)	(18.0, 327.0)	(19.0, 428.0)	(20.0, 487.0)	(21.0, 556.0)	(22.0, 643.0)	(23.0, 767.0)	(24.0, 943.0)	(25.0, 1249.0)	(26.0, 1745.0)	(27.0, 2419.0)	(28.0, 3608.0)	(29.0, 5127.0)	(30.0, 7483.0)	(31.0, 11144.0)	(32.0, 16585.0)	(33.0, 23159.0)	(34.0, 27774.0)	(35.0, 25558.0)	(36.0, 6746.0)	(37.0, 24.0)
3909R_R_M_S2_week10_S54_L001_R1_001	(15.0, 2.0)	(16.0, 7.0)	(17.0, 8.0)	(18.0, 26.0)	(19.0, 48.0)	(20.0, 78.0)	(21.0, 171.0)	(22.0, 272.0)	(23.0, 420.0)	(24.0, 549.0)	(25.0, 693.0)	(26.0, 847.0)	(27.0, 1074.0)	(28.0, 1220.0)	(29.0, 1510.0)	(30.0, 1763.0)	(31.0, 2230.0)	(32.0, 2849.0)	(33.0, 3754.0)	(34.0, 5462.0)	(35.0, 9250.0)	(36.0, 21466.0)	(37.0, 69067.0)				
3909R_R_M_S2_week10_S54_L001_R2_001	(11.0, 1.0)	(12.0, 11.0)	(13.0, 50.0)	(14.0, 146.0)	(15.0, 199.0)	(16.0, 198.0)	(17.0, 205.0)	(18.0, 260.0)	(19.0, 314.0)	(20.0, 368.0)	(21.0, 440.0)	(22.0, 542.0)	(23.0, 658.0)	(24.0, 882.0)	(25.0, 1111.0)	(26.0, 1579.0)	(27.0, 2283.0)	(28.0, 3171.0)	(29.0, 4869.0)	(30.0, 7154.0)	(31.0, 10137.0)	(32.0, 15225.0)	(33.0, 20949.0)	(34.0, 24691.0)	(35.0, 21815.0)	(36.0, 5484.0)	(37.0, 24.0)
3974R_0_M_NS1_week10_S79_L001_R1_001	(15.0, 1.0)	(16.0, 31.0)	(17.0, 47.0)	(18.0, 59.0)	(19.0, 73.0)	(20.0, 108.0)	(21.0, 201.0)	(22.0, 296.0)	(23.0, 446.0)	(24.0, 527.0)	(25.0, 677.0)	(26.0, 855.0)	(27.0, 1005.0)	(28.0, 1235.0)	(29.0, 1461.0)	(30.0, 1721.0)	(31.0, 2136.0)	(32.0, 2705.0)	(33.0, 3723.0)	(34.0, 5420.0)	(35.0, 9196.0)	(36.0, 21850.0)	(37.0, 57687.0)				
3974R_0_M_NS1_week10_S79_L001_R2_001	(11.0, 2.0)	(12.0, 23.0)	(13.0, 116.0)	(14.0, 205.0)	(15.0, 183.0)	(16.0, 197.0)	(17.0, 244.0)	(18.0, 285.0)	(19.0, 374.0)	(20.0, 381.0)	(21.0, 480.0)	(22.0, 573.0)	(23.0, 680.0)	(24.0, 815.0)	(25.0, 1140.0)	(26.0, 1475.0)	(27.0, 2286.0)	(28.0, 3234.0)	(29.0, 4587.0)	(30.0, 6771.0)	(31.0, 9429.0)	(32.0, 13985.0)	(33.0, 18687.0)	(34.0, 21820.0)	(35.0, 19098.0)	(36.0, 4379.0)	(37.0, 11.0)
3974R_L_M_NS1_week10_S80_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 16.0)	(19.0, 24.0)	(20.0, 52.0)	(21.0, 140.0)	(22.0, 237.0)	(23.0, 364.0)	(24.0, 464.0)	(25.0, 625.0)	(26.0, 794.0)	(27.0, 960.0)	(28.0, 1169.0)	(29.0, 1399.0)	(30.0, 1787.0)	(31.0, 2099.0)	(32.0, 2728.0)	(33.0, 3719.0)	(34.0, 5610.0)	(35.0, 9688.0)	(36.0, 22437.0)	(37.0, 64248.0)					
3974R_L_M_NS1_week10_S80_L001_R2_001	(12.0, 29.0)	(13.0, 126.0)	(14.0, 199.0)	(15.0, 186.0)	(16.0, 206.0)	(17.0, 205.0)	(18.0, 277.0)	(19.0, 301.0)	(20.0, 392.0)	(21.0, 463.0)	(22.0, 533.0)	(23.0, 710.0)	(24.0, 852.0)	(25.0, 1206.0)	(26.0, 1660.0)	(27.0, 2469.0)	(28.0, 3506.0)	(29.0, 4977.0)	(30.0, 7215.0)	(31.0, 10548.0)	(32.0, 14906.0)	(33.0, 20134.0)	(34.0, 23285.0)	(35.0, 19823.0)	(36.0, 4348.0)	(37.0, 7.0)	
Positive_control_S89_L001_R1_001	(15.0, 1.0)	(16.0, 39.0)	(17.0, 110.0)	(18.0, 89.0)	(19.0, 85.0)	(20.0, 149.0)	(21.0, 268.0)	(22.0, 402.0)	(23.0, 672.0)	(24.0, 830.0)	(25.0, 1107.0)	(26.0, 1358.0)	(27.0, 1642.0)	(28.0, 2040.0)	(29.0, 2329.0)	(30.0, 2903.0)	(31.0, 3606.0)	(32.0, 4563.0)	(33.0, 6230.0)	(34.0, 9085.0)	(35.0, 15892.0)	(36.0, 36119.0)	(37.0, 55032.0)				
Positive_control_S89_L001_R2_001	(11.0, 1.0)	(12.0, 2.0)	(13.0, 32.0)	(14.0, 128.0)	(15.0, 269.0)	(16.0, 261.0)	(17.0, 274.0)	(18.0, 341.0)	(19.0, 445.0)	(20.0, 475.0)	(21.0, 562.0)	(22.0, 655.0)	(23.0, 819.0)	(24.0, 1018.0)	(25.0, 1371.0)	(26.0, 1728.0)	(27.0, 2646.0)	(28.0, 3827.0)	(29.0, 5952.0)	(30.0, 8541.0)	(31.0, 12630.0)	(32.0, 18144.0)	(33.0, 25736.0)	(34.0, 31905.0)	(35.0, 23237.0)	(36.0, 3550.0)	(37.0, 2.0)
T1D_NS1_defined_mouse_inocula_S81_L001_R1_001	(15.0, 3.0)	(16.0, 20.0)	(17.0, 64.0)	(18.0, 65.0)	(19.0, 72.0)	(20.0, 111.0)	(21.0, 236.0)	(22.0, 392.0)	(23.0, 548.0)	(24.0, 719.0)	(25.0, 898.0)	(26.0, 1068.0)	(27.0, 1259.0)	(28.0, 1492.0)	(29.0, 1784.0)	(30.0, 2093.0)	(31.0, 2577.0)	(32.0, 3260.0)	(33.0, 4386.0)	(34.0, 6359.0)	(35.0, 10429.0)	(36.0, 23907.0)	(37.0, 54221.0)				
T1D_NS1_defined_mouse_inocula_S81_L001_R2_001	(12.0, 1.0)	(13.0, 21.0)	(14.0, 81.0)	(15.0, 215.0)	(16.0, 231.0)	(17.0, 250.0)	(18.0, 315.0)	(19.0, 358.0)	(20.0, 460.0)	(21.0, 443.0)	(22.0, 605.0)	(23.0, 660.0)	(24.0, 897.0)	(25.0, 1125.0)	(26.0, 1533.0)	(27.0, 2204.0)	(28.0, 3240.0)	(29.0, 4544.0)	(30.0, 6595.0)	(31.0, 9500.0)	(32.0, 13765.0)	(33.0, 19625.0)	(34.0, 25128.0)	(35.0, 20385.0)	(36.0, 3777.0)	(37.0, 5.0)	
T1D_NS6_defined_mouse_inocula_S82_L001_R1_001	(17.0, 5.0)	(18.0, 15.0)	(19.0, 27.0)	(20.0, 59.0)	(21.0, 146.0)	(22.0, 262.0)	(23.0, 382.0)	(24.0, 460.0)	(25.0, 607.0)	(26.0, 794.0)	(27.0, 922.0)	(28.0, 1166.0)	(29.0, 1429.0)	(30.0, 1725.0)	(31.0, 2163.0)	(32.0, 2807.0)	(33.0, 3837.0)	(34.0, 5587.0)	(35.0, 9492.0)	(36.0, 21806.0)	(37.0, 51430.0)						
T1D_NS6_defined_mouse_inocula_S82_L001_R2_001	(11.0, 2.0)	(12.0, 1.0)	(13.0, 23.0)	(14.0, 75.0)	(15.0, 172.0)	(16.0, 224.0)	(17.0, 196.0)	(18.0, 202.0)	(19.0, 241.0)	(20.0, 301.0)	(21.0, 378.0)	(22.0, 449.0)	(23.0, 591.0)	(24.0, 678.0)	(25.0, 952.0)	(26.0, 1249.0)	(27.0, 1781.0)	(28.0, 2597.0)	(29.0, 3882.0)	(30.0, 5845.0)	(31.0, 8431.0)	(32.0, 12409.0)	(33.0, 18114.0)	(34.0, 23749.0)	(35.0, 19311.0)	(36.0, 3259.0)	(37.0, 9.0)
T1D_S2_defined_mouse_inocula_S83_L001_R1_001	(15.0, 3.0)	(16.0, 17.0)	(17.0, 30.0)	(18.0, 37.0)	(19.0, 55.0)	(20.0, 81.0)	(21.0, 169.0)	(22.0, 255.0)	(23.0, 382.0)	(24.0, 480.0)	(25.0, 673.0)	(26.0, 780.0)	(27.0, 955.0)	(28.0, 1162.0)	(29.0, 1431.0)	(30.0, 1777.0)	(31.0, 2211.0)	(32.0, 2831.0)	(33.0, 3879.0)	(34.0, 5612.0)	(35.0, 9748.0)	(36.0, 22410.0)	(37.0, 53737.0)				
T1D_S2_defined_mouse_inocula_S83_L001_R2_001	(12.0, 2.0)	(13.0, 17.0)	(14.0, 91.0)	(15.0, 177.0)	(16.0, 191.0)	(17.0, 208.0)	(18.0, 210.0)	(19.0, 286.0)	(20.0, 316.0)	(21.0, 381.0)	(22.0, 455.0)	(23.0, 559.0)	(24.0, 776.0)	(25.0, 994.0)	(26.0, 1268.0)	(27.0, 1870.0)	(28.0, 2712.0)	(29.0, 3936.0)	(30.0, 6063.0)	(31.0, 8634.0)	(32.0, 12631.0)	(33.0, 18164.0)	(34.0, 23816.0)	(35.0, 20642.0)	(36.0, 4301.0)	(37.0, 15.0)	
T1D_S5_defined_mouse_inocula_S84_L001_R1_001	(17.0, 6.0)	(18.0, 8.0)	(19.0, 32.0)	(20.0, 64.0)	(21.0, 155.0)	(22.0, 304.0)	(23.0, 425.0)	(24.0, 550.0)	(25.0, 684.0)	(26.0, 898.0)	(27.0, 1118.0)	(28.0, 1312.0)	(29.0, 1573.0)	(30.0, 1845.0)	(31.0, 2279.0)	(32.0, 2997.0)	(33.0, 3965.0)	(34.0, 5724.0)	(35.0, 9329.0)	(36.0, 21709.0)	(37.0, 43961.0)						
T1D_S5_defined_mouse_inocula_S84_L001_R2_001	(12.0, 1.0)	(13.0, 19.0)	(14.0, 72.0)	(15.0, 180.0)	(16.0, 196.0)	(17.0, 179.0)	(18.0, 187.0)	(19.0, 246.0)	(20.0, 291.0)	(21.0, 347.0)	(22.0, 441.0)	(23.0, 565.0)	(24.0, 736.0)	(25.0, 940.0)	(26.0, 1320.0)	(27.0, 1886.0)	(28.0, 2661.0)	(29.0, 4067.0)	(30.0, 5897.0)	(31.0, 8571.0)	(32.0, 12329.0)	(33.0, 17043.0)	(34.0, 21622.0)	(35.0, 16295.0)	(36.0, 2841.0)	(37.0, 6.0)	
negative_control_S90_L001_R1_001	(19.0, 3.0)	(20.0, 7.0)	(21.0, 40.0)	(22.0, 62.0)	(23.0, 52.0)	(24.0, 51.0)	(25.0, 64.0)	(26.0, 68.0)	(27.0, 86.0)	(28.0, 88.0)	(29.0, 95.0)	(30.0, 98.0)	(31.0, 135.0)	(32.0, 191.0)	(33.0, 239.0)	(34.0, 389.0)	(35.0, 592.0)	(36.0, 1328.0)	(37.0, 2670.0)								
negative_control_S90_L001_R2_001	(13.0, 1.0)	(14.0, 5.0)	(15.0, 14.0)	(16.0, 10.0)	(17.0, 20.0)	(18.0, 33.0)	(19.0, 65.0)	(20.0, 63.0)	(21.0, 53.0)	(22.0, 38.0)	(23.0, 40.0)	(24.0, 50.0)	(25.0, 59.0)	(26.0, 111.0)	(27.0, 150.0)	(28.0, 223.0)	(29.0, 331.0)	(30.0, 458.0)	(31.0, 666.0)	(32.0, 870.0)	(33.0, 1129.0)	(34.0, 1248.0)	(35.0, 579.0)	(36.0, 42.0)			
