Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
3893R_R_M_S5_week10_S63_L001_R2_001	(1.0, 3.1431804210507557)	(2.0, 0.6022647292036029)	(3.0, 0.3234054684924672)	(4.0, 0.31360530278057425)	(5.0, 0.311823454469321)	(6.0, 0.1389841682777545)	(7.0, 0.19333054177097903)	(8.0, 0.19243961761535242)	(9.0, 0.17640298281407304)	('>10', 2.9293586237003644)	('>50', 0.582664397779817)	('>100', 1.0896002423313704)	('>500', 0.447243926124569)	('>1k', 9.744928414244097)	('>5k', 0.0)	('>10k+', 79.8107677093449)
3894R_0_M_NS6_week10_S71_L001_R1_001	(1.0, 1.3165117388213485)	(2.0, 0.4697328282055666)	(3.0, 0.35364942813177713)	(4.0, 0.3023567629828935)	(5.0, 0.2699613955204406)	(6.0, 0.21596911641635247)	(7.0, 0.1826738776354981)	(8.0, 0.15117838149144674)	(9.0, 0.11338378611858504)	('>10', 1.5333807265561024)	('>50', 0.4940293538024063)	('>100', 2.7545061056268954)	('>500', 2.3900582216743005)	('>1k', 12.257147227946403)	('>5k', 24.599782231140946)	('>10k+', 52.595678817929034)
3894R_0_M_NS6_week10_S71_L001_R2_001	(1.0, 2.730209580030056)	(2.0, 0.5633194453193193)	(3.0, 0.38874440954943446)	(4.0, 0.3671474979077992)	(5.0, 0.35994852736058747)	(6.0, 0.2807598513412582)	(7.0, 0.2897585645252729)	(8.0, 0.2519639691524112)	(9.0, 0.2753606234308494)	('>10', 2.082302230780998)	('>50', 0.4733323134791725)	('>100', 0.45533488711114306)	('>500', 1.8177400631709668)	('>1k', 6.651848785623655)	('>5k', 12.742177868564793)	('>10k+', 70.27005138265227)
3896R_0_M_S2_week10_S52_L001_R1_001	(1.0, 1.2390591080756916)	(2.0, 0.45993874091769676)	(3.0, 0.38063895800085246)	(4.0, 0.22203939216716395)	(5.0, 0.24781182161513834)	(6.0, 0.17247702784413627)	(7.0, 0.16652954412537296)	(8.0, 0.14273960925031967)	(9.0, 0.11597593251588473)	('>10', 1.8199300179415758)	('>50', 0.5382472765480805)	('>100', 1.9894333039263306)	('>500', 4.330759394546158)	('>1k', 20.362201758472686)	('>5k', 5.288304273267052)	('>10k+', 62.52391384078586)
3896R_0_M_S2_week10_S52_L001_R2_001	(1.0, 2.697183866459165)	(2.0, 0.5352735346886988)	(3.0, 0.3122428952350743)	(4.0, 0.2141094138754795)	(5.0, 0.1982494572921107)	(6.0, 0.17247702784413627)	(7.0, 0.18734573714104458)	(8.0, 0.1744595224170574)	(9.0, 0.2051881882973345)	('>10', 2.698175113745626)	('>50', 0.44804377348017005)	('>100', 0.9119475035437091)	('>500', 1.5780656800452006)	('>1k', 6.1278907248991406)	('>5k', 15.67756708266011)	('>10k+', 67.86178047837595)
3896R_L_M_S2_week10_S53_L001_R1_001	(1.0, 1.1922057631796048)	(2.0, 0.4205208325728428)	(3.0, 0.23873318099187432)	(4.0, 0.28910807239382946)	(5.0, 0.20441984916735415)	(6.0, 0.1051302081432107)	(7.0, 0.18908836047980257)	(8.0, 0.09344907390507619)	(9.0, 0.07884765610740803)	('>10', 1.8222569411489857)	('>50', 0.3905879260876231)	('>100', 2.2201455761354425)	('>500', 2.953866820468267)	('>1k', 10.787527468917233)	('>5k', 15.199345856482665)	('>10k+', 63.81476641381878)
3896R_L_M_S2_week10_S53_L001_R2_001	(1.0, 2.899111503727012)	(2.0, 0.47016565308491454)	(3.0, 0.2803472217152285)	(4.0, 0.22194155052455594)	(5.0, 0.16426595022376672)	(6.0, 0.19273871492921962)	(7.0, 0.14820439064633176)	(8.0, 0.1051302081432107)	(9.0, 0.06570638008950669)	('>10', 2.75090711308068)	('>50', 0.9184291794733269)	('>100', 0.9352208099406453)	('>500', 1.2900352624239813)	('>1k', 5.019237367948428)	('>5k', 0.0)	('>10k+', 84.53855869404919)
3909R_R_M_S2_week10_S54_L001_R1_001	(1.0, 1.2394158792489876)	(2.0, 0.43686341882439567)	(3.0, 0.2724260645477973)	(4.0, 0.28796989405653045)	(5.0, 0.19634310958399803)	(6.0, 0.15707448766719845)	(7.0, 0.1431668507383319)	(8.0, 0.10471632511146563)	(9.0, 0.11780586575039882)	('>10', 1.7801775268949156)	('>50', 0.66674847629566)	('>100', 2.3994764183744426)	('>500', 3.2740213523131674)	('>1k', 11.490162392113552)	('>5k', 15.170777600523582)	('>10k+', 62.262854337955574)
3909R_R_M_S2_week10_S54_L001_R2_001	(1.0, 3.022047695013703)	(2.0, 0.5203092403975947)	(3.0, 0.29206037550619707)	(4.0, 0.22906696118133105)	(5.0, 0.19225262813433142)	(6.0, 0.18161737636519817)	(7.0, 0.12598682864973207)	(8.0, 0.16361925798666502)	(9.0, 0.12516873235979875)	('>10', 2.8068883707612384)	('>50', 0.5849388473023275)	('>100', 1.1895120055630548)	('>500', 1.3727655745081195)	('>1k', 6.732932466151266)	('>5k', 6.391786313249069)	('>10k+', 76.06904732687038)
3974R_0_M_NS1_week10_S79_L001_R1_001	(1.0, 1.3076735512187192)	(2.0, 0.4497385555987032)	(3.0, 0.3007287932015425)	(4.0, 0.26731448284581555)	(5.0, 0.16707155177863472)	(6.0, 0.20048586213436162)	(7.0, 0.13275415195383408)	(8.0, 0.13004488354661298)	(9.0, 0.1381726887682763)	('>10', 1.7628306436318648)	('>50', 0.5544969340112526)	('>100', 2.5394875870352474)	('>500', 2.6532768601385337)	('>1k', 19.432679195527903)	('>5k', 5.667789507906548)	('>10k+', 64.29545475070215)
3974R_0_M_NS1_week10_S79_L001_R2_001	(1.0, 3.6620277970938577)	(2.0, 0.7658198697744986)	(3.0, 0.5283073394081151)	(4.0, 0.34678635612430125)	(5.0, 0.33414310355726945)	(6.0, 0.24925269346434153)	(7.0, 0.2339001724900886)	(8.0, 0.18784260956732984)	(9.0, 0.17068390965492952)	('>10', 2.7173962124427664)	('>50', 0.20500130947973014)	('>100', 1.2607128988268868)	('>500', 0.5888143338360532)	('>1k', 21.552230179443875)	('>5k', 10.706125655868727)	('>10k+', 56.49095555896723)
3974R_L_M_NS1_week10_S80_L001_R1_001	(1.0, 1.21115483783417)	(2.0, 0.4902293391233546)	(3.0, 0.3155109241416746)	(4.0, 0.22730356900529247)	(5.0, 0.21627764961324467)	(6.0, 0.17811100556384857)	(7.0, 0.10686660333830912)	(8.0, 0.156059166779753)	(9.0, 0.1297665897679468)	('>10', 1.6089360835934319)	('>50', 0.580132989550821)	('>100', 2.4299430044782198)	('>500', 3.0719907721536166)	('>1k', 19.824603066901886)	('>5k', 7.800413896051024)	('>10k+', 61.65270050210341)
3974R_L_M_NS1_week10_S80_L001_R2_001	(1.0, 3.6334645135025108)	(2.0, 0.7395847469127426)	(3.0, 0.4732663862125118)	(4.0, 0.3799701452028769)	(5.0, 0.36894422581082914)	(6.0, 0.19846654905685984)	(7.0, 0.2256072737142082)	(8.0, 0.23069615958746098)	(9.0, 0.16029990500746372)	('>10', 2.81924277378206)	('>50', 0.20355543493011263)	('>100', 1.1865585561134482)	('>500', 1.1187067444700773)	('>1k', 16.104627493554077)	('>5k', 17.682182114262453)	('>10k+', 54.47482697788031)
Positive_control_S89_L001_R1_001	(1.0, 1.095225512148311)	(2.0, 0.37272436476920295)	(3.0, 0.2503372599196139)	(4.0, 0.1807991321641656)	(5.0, 0.24686035353184152)	(6.0, 0.22113124626232566)	(7.0, 0.19470675771525528)	(8.0, 0.205832858156127)	(9.0, 0.2127866709316718)	('>10', 1.5945092694324297)	('>50', 0.5820341293131024)	('>100', 2.8865276831286595)	('>500', 1.807991321641656)	('>1k', 1.9804458784751682)	('>5k', 4.101358775016341)	('>10k+', 84.06672878739413)
Positive_control_S89_L001_R2_001	(1.0, 2.967887292602534)	(2.0, 0.5201451956107533)	(3.0, 0.4193149103653533)	(4.0, 0.3615982643283312)	(5.0, 0.3059677621239726)	(6.0, 0.27537098591157533)	(7.0, 0.21417743348678078)	(8.0, 0.2725894608013574)	(9.0, 0.28788784890755603)	('>10', 2.5457908571269625)	('>50', 1.3984117491620656)	('>100', 1.3330459090719442)	('>500', 0.6091539991377272)	('>1k', 0.0)	('>5k', 3.911519686243967)	('>10k+', 84.57713864511912)
T1D_NS1_defined_mouse_inocula_S81_L001_R1_001	(1.0, 1.5181975736568458)	(2.0, 0.6412478336221837)	(3.0, 0.47053726169844023)	(4.0, 0.36048526863084923)	(5.0, 0.30329289428076256)	(6.0, 0.17677642980935876)	(7.0, 0.16984402079722705)	(8.0, 0.1386481802426343)	(9.0, 0.10138648180242635)	('>10', 1.3440207972270364)	('>50', 0.6568457538994801)	('>100', 2.735701906412478)	('>500', 1.8440207972270366)	('>1k', 22.202772963604854)	('>5k', 35.59445407279029)	('>10k+', 31.741767764298096)
T1D_NS1_defined_mouse_inocula_S81_L001_R2_001	(1.0, 4.091854419410746)	(2.0, 0.8908145580589255)	(3.0, 0.5979202772963604)	(4.0, 0.4540727902946274)	(5.0, 0.4072790294627383)	(6.0, 0.4263431542461006)	(7.0, 0.24263431542461003)	(8.0, 0.22183708838821492)	(9.0, 0.13258232235701906)	('>10', 2.2409012131715773)	('>50', 0.7833622183708838)	('>100', 0.9428076256499133)	('>500', 2.0381282495667246)	('>1k', 26.75909878682842)	('>5k', 39.6421143847487)	('>10k+', 20.12824956672444)
T1D_NS6_defined_mouse_inocula_S82_L001_R1_001	(1.0, 1.5732011347680315)	(2.0, 0.6323370681338415)	(3.0, 0.5387282574433333)	(4.0, 0.3438691004957446)	(5.0, 0.24357394618448577)	(6.0, 0.23497721867209218)	(7.0, 0.16715859051876475)	(8.0, 0.20632146029744675)	(9.0, 0.06877382009914892)	('>10', 1.0421144128912705)	('>50', 0.895970045180579)	('>100', 4.186606298535691)	('>500', 1.11757457661117)	('>1k', 23.84159096770496)	('>5k', 44.862500119398995)	('>10k+', 20.044702983064447)
T1D_NS6_defined_mouse_inocula_S82_L001_R2_001	(1.0, 3.5896113323972454)	(2.0, 0.966654249171371)	(3.0, 0.6734103218041665)	(4.0, 0.4890582762606146)	(5.0, 0.5110276910145093)	(6.0, 0.36106255552053185)	(7.0, 0.3878079300035342)	(8.0, 0.19867992473087467)	(9.0, 0.18053127776026592)	('>10', 1.6773170568625766)	('>50', 0.27127451261330965)	('>100', 1.6954657038331853)	('>500', 0.0)	('>1k', 24.626758747170243)	('>5k', 54.80222750761765)	('>10k+', 9.569112913239916)
T1D_S2_defined_mouse_inocula_S83_L001_R1_001	(1.0, 1.5935334872979217)	(2.0, 0.7279445727482678)	(3.0, 0.5542725173210161)	(4.0, 0.34734411085450345)	(5.0, 0.22170900692840648)	(6.0, 0.16628175519630484)	(7.0, 0.1745958429561201)	(8.0, 0.11824480369515011)	(9.0, 0.04157043879907621)	('>10', 1.3727482678983833)	('>50', 1.1066974595842958)	('>100', 3.550115473441109)	('>500', 1.1103926096997692)	('>1k', 44.932101616628174)	('>5k', 29.50854503464203)	('>10k+', 14.473903002309468)
T1D_S2_defined_mouse_inocula_S83_L001_R2_001	(1.0, 3.2600461893764434)	(2.0, 0.859122401847575)	(3.0, 0.5653579676674365)	(4.0, 0.39168591224018473)	(5.0, 0.3556581986143187)	(6.0, 0.2660508083140878)	(7.0, 0.28452655889145495)	(8.0, 0.22909930715935334)	(9.0, 0.1995381062355658)	('>10', 2.3704387990762124)	('>50', 0.5117782909930716)	('>100', 1.2)	('>500', 0.0)	('>1k', 27.299769053117785)	('>5k', 28.82217090069284)	('>10k+', 33.38475750577367)
T1D_S5_defined_mouse_inocula_S84_L001_R1_001	(1.0, 1.5437862855750883)	(2.0, 0.6333482197231132)	(3.0, 0.47196622142828143)	(4.0, 0.3369737322885794)	(5.0, 0.30449433640534285)	(6.0, 0.19487637529941945)	(7.0, 0.156307092688076)	(8.0, 0.16239697941618286)	(9.0, 0.10961796110592344)	('>10', 1.1580934594616539)	('>50', 0.5562096545004263)	('>100', 3.538224189030084)	('>500', 2.7191344240997117)	('>1k', 21.51861475376558)	('>5k', 33.10259429174617)	('>10k+', 33.49336202346636)
T1D_S5_defined_mouse_inocula_S84_L001_R2_001	(1.0, 3.58795826397629)	(2.0, 0.7592058787706549)	(3.0, 0.5663594657139377)	(4.0, 0.4303519954528846)	(5.0, 0.42629207096747995)	(6.0, 0.2679550160367017)	(7.0, 0.32682392107506797)	(8.0, 0.25171531809508346)	(9.0, 0.191831431935366)	('>10', 2.1801794486622548)	('>50', 0.6759774268198612)	('>100', 1.8452356786163775)	('>500', 2.934310421826154)	('>1k', 17.644431813568268)	('>5k', 23.9799439730421)	('>10k+', 43.931427875441514)
negative_control_S90_L001_R1_001	(1.0, 1.725554642563681)	(2.0, 0.6244864420706655)	(3.0, 0.5916187345932621)	(4.0, 0.3944124897288414)	(5.0, 0.24650780608052586)	(6.0, 0.3944124897288414)	(7.0, 0.3451109285127362)	(8.0, 0.26294165981922757)	(9.0, 0.14790468364831552)	('>10', 0.6409202958093673)	('>50', 0.0)	('>100', 4.239934264585045)	('>500', 0.0)	('>1k', 0.0)	('>5k', 90.3861955628595)	('>10k+', 0.0)
negative_control_S90_L001_R2_001	(1.0, 5.291700903861956)	(2.0, 1.314708299096138)	(3.0, 0.6902218570254725)	(4.0, 0.5916187345932621)	(5.0, 0.5751848808545604)	(6.0, 0.7888249794576828)	(7.0, 0.0)	(8.0, 0.26294165981922757)	(9.0, 0.29580936729663104)	('>10', 4.19063270336894)	('>50', 0.0)	('>100', 7.165160230073953)	('>500', 0.0)	('>1k', 78.83319638455217)	('>5k', 0.0)	('>10k+', 0.0)
