ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_S2_Fp_080_v1v9_default_parsed_report.tsv	364	364	243	260	104	0	0	2	3	5	19	6	0	1	2	11	1	1	27	7	0	19	0	8	11	0	14	0	7	6	364	2	0	10	0	1	31	0	7	21	6	4	1	2	6	4	3	21	0	6	1	0	8	1	8	0	0	2	2	0	26	0
S_NS6_Ef_050_v1v9_default_parsed_report.tsv	371	371	251	258	113	1	1	1	3	7	24	6	0	3	2	8	1	1	28	11	0	15	0	8	11	0	15	0	7	3	371	2	0	11	0	1	27	0	7	21	6	7	1	2	7	0	2	23	0	6	2	0	9	0	5	3	0	1	7	0	25	0
S_S5_He_108_default_parsed_report.tsv	379	379	250	272	107	1	1	1	3	5	25	6	0	2	2	8	1	1	35	10	0	12	0	13	7	0	15	0	7	6	379	2	0	14	0	1	30	0	7	26	12	4	1	2	6	2	3	21	1	6	1	0	8	0	8	0	0	2	3	0	30	0
S_NS1_Ca_028_v1v9_default_parsed_report.tsv	299	299	181	209	90	0	0	1	1	6	19	6	0	1	1	7	1	1	26	5	0	12	0	8	3	0	13	0	6	0	299	2	0	13	0	1	30	0	5	15	3	2	1	0	4	0	2	21	0	6	0	0	10	0	5	0	0	2	2	0	24	0
S_S5_Fp_106_default_parsed_report.tsv	365	365	243	261	104	0	0	2	3	5	19	6	0	1	2	11	1	1	27	7	0	21	0	8	11	0	14	0	7	6	365	2	0	9	0	1	31	0	7	21	6	4	1	2	6	4	3	21	0	6	1	0	8	1	8	0	0	2	2	0	26	0
S_NS6_Ba_039_v1v9_default_parsed_report.tsv	331	331	187	232	99	1	1	1	1	7	22	6	0	1	1	3	1	0	27	5	0	13	0	11	8	0	9	0	7	0	331	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	1	20	0	5	0	0	9	0	4	0	0	2	2	0	28	0
S_S5_Am_089_v1v9_default_parsed_report.tsv	331	331	218	232	99	1	1	1	1	7	23	6	0	0	1	7	1	0	35	4	0	5	0	11	6	0	5	0	6	5	331	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	10	1	7	0	0	3	5	0	26	0
S_S2_Cb_068_default_parsed_report.tsv	404	404	275	297	107	1	1	1	3	6	29	6	0	2	2	10	1	0	29	11	0	24	0	10	9	0	13	0	7	6	404	2	0	12	0	2	30	0	8	28	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS6_El_044_v1v9_default_parsed_report.tsv	342	342	220	243	99	0	0	2	3	6	20	6	0	5	1	6	1	1	34	5	0	4	0	11	4	0	17	0	6	3	342	2	0	13	0	1	29	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	12	1	8	0	0	2	4	0	29	0
S_S2_Cc_070_v1v9_default_parsed_report.tsv	392	392	260	286	106	1	1	1	2	6	27	6	0	2	2	8	1	0	30	11	0	20	0	11	10	0	12	0	7	6	392	2	0	14	0	2	30	0	8	25	10	4	1	2	6	3	2	21	0	6	1	0	9	0	9	0	0	2	2	0	27	0
S_S5_Cb_096_v1v9_default_parsed_report.tsv	413	413	280	304	109	1	1	1	3	6	29	6	0	2	2	10	1	0	30	11	0	24	0	12	10	0	13	0	7	7	413	2	0	15	0	2	30	0	8	28	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	29	0
S_NS6_Ef_049_default_parsed_report.tsv	373	373	253	260	113	1	1	1	3	7	24	6	0	3	2	8	1	1	29	11	0	15	0	8	11	0	15	0	8	3	373	2	0	11	0	1	27	0	7	21	6	7	1	2	7	0	2	23	0	6	2	0	9	0	5	3	0	1	7	0	25	0
S_NS1_El_014_v1v9_default_parsed_report.tsv	342	342	224	243	99	0	0	2	3	6	21	6	0	5	1	7	1	1	34	5	0	4	0	11	4	0	17	0	6	3	342	2	0	14	0	1	29	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	10	0	6	1	0	2	4	0	29	0
S_NS6_Hh_054_default_parsed_report.tsv	378	378	253	274	104	0	1	1	3	4	24	6	0	2	2	8	1	1	32	11	0	13	0	12	9	0	15	0	7	6	378	2	0	15	0	2	30	0	7	25	11	4	1	2	6	0	2	21	1	6	1	0	10	0	8	0	0	2	2	0	27	0
S_S5_Cc_097_v1v9_default_parsed_report.tsv	412	412	277	301	111	1	1	1	4	7	27	6	0	2	2	8	1	1	29	11	0	24	0	11	15	0	11	0	7	6	412	2	0	15	0	2	30	0	8	25	11	4	1	2	7	4	2	21	1	6	1	0	9	0	9	0	0	2	2	0	27	0
S_NS6_El_045_default_parsed_report.tsv	340	340	222	242	98	0	0	2	3	6	21	6	0	5	1	6	1	1	34	5	0	4	0	10	4	0	17	0	6	3	340	2	0	11	0	1	29	0	4	18	3	8	1	1	6	1	2	22	0	6	2	0	13	1	8	0	0	2	4	0	30	0
S_NS1_Fp_019_default_parsed_report.tsv	363	363	235	258	105	0	0	2	3	5	19	6	0	1	2	11	1	0	28	7	0	21	0	8	9	0	14	0	7	6	363	2	0	9	0	1	31	0	7	21	6	4	1	2	6	4	3	21	0	6	1	0	8	1	8	0	0	2	2	0	26	0
S_S5_Dg_099_default_parsed_report.tsv	360	360	233	265	95	0	1	1	2	7	26	6	0	2	2	9	1	0	28	4	0	13	0	11	8	0	10	0	7	6	360	2	0	15	0	2	30	0	7	24	11	4	1	2	5	3	2	20	0	6	1	0	9	0	9	0	0	2	2	0	28	0
S_S2_Rf_118_default_parsed_report.tsv	339	339	217	246	93	0	1	1	2	4	21	6	0	2	2	8	1	0	28	8	0	15	0	8	4	0	13	0	7	5	339	2	0	15	0	1	30	0	6	18	6	4	1	0	4	1	1	20	0	6	1	0	11	0	8	0	0	2	2	0	25	0
S_S5_Em_101_v1v9_default_parsed_report.tsv	395	395	261	284	111	1	1	3	3	8	26	6	0	1	2	8	1	1	32	6	0	14	0	13	8	0	15	0	7	7	395	2	0	15	0	1	29	0	6	27	11	4	1	2	7	4	2	21	1	6	1	0	8	0	8	0	0	2	3	0	29	0
S_NS6_El_044_default_parsed_report.tsv	342	342	220	243	99	0	0	2	3	6	20	6	0	5	1	6	1	1	34	5	0	4	0	11	4	0	17	0	6	3	342	2	0	13	0	1	29	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	12	1	8	0	0	2	4	0	29	0
S_NS1_Eh_016_default_parsed_report.tsv	373	373	241	264	109	1	1	1	2	8	25	6	0	3	2	3	1	1	28	7	0	16	0	10	10	0	13	0	8	0	373	2	0	14	0	1	28	0	6	23	8	7	1	2	6	0	2	23	0	6	2	0	9	1	9	0	0	2	7	0	27	0
S_NS1_Cc_012_v1v9_default_parsed_report.tsv	410	410	278	299	111	1	1	1	4	7	27	6	0	2	2	8	1	1	29	11	0	24	0	11	16	0	11	0	7	6	410	2	0	15	0	2	30	0	8	25	11	4	1	2	7	1	2	21	1	6	1	0	9	0	9	0	0	2	2	0	27	0
S_S5_Sc_120_default_parsed_report.tsv	399	399	274	274	125	1	1	2	4	7	27	6	0	5	2	6	1	0	35	11	0	15	0	10	8	0	18	0	8	7	399	2	0	8	0	1	28	0	6	19	3	8	1	2	5	1	3	23	0	6	3	0	16	0	8	3	0	2	7	0	29	0
S_S2_Bd_066_default_parsed_report.tsv	340	340	199	244	96	1	1	1	2	7	21	6	0	2	1	3	1	1	28	7	0	15	0	10	8	0	9	0	7	0	340	2	0	11	0	0	30	0	4	21	9	7	0	0	4	0	1	20	0	5	1	0	9	1	8	0	0	2	2	0	29	0
S_S5_Dg_099_v1v9_default_parsed_report.tsv	360	360	233	265	95	0	1	1	2	7	26	6	0	2	2	9	1	0	28	4	0	13	0	11	8	0	10	0	7	6	360	2	0	15	0	2	30	0	7	24	11	4	1	2	5	3	2	20	0	6	1	0	9	0	9	0	0	2	2	0	28	0
S_S5_El_100_v1v9_default_parsed_report.tsv	332	332	215	237	95	0	0	2	3	6	20	6	0	5	1	6	1	1	31	5	0	4	0	11	4	0	17	0	6	3	332	2	0	13	0	1	28	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	11	1	8	0	0	2	4	0	29	0
S_NS1_Ca_028_default_parsed_report.tsv	299	299	181	209	90	0	0	1	1	6	19	6	0	1	1	7	1	1	26	5	0	12	0	8	3	0	13	0	6	0	299	2	0	13	0	1	30	0	5	15	3	2	1	0	4	0	2	21	0	6	0	0	10	0	5	0	0	2	2	0	24	0
S_NS1_Pd_022_default_parsed_report.tsv	386	386	276	274	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	386	0	0	16	0	2	30	0	6	26	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_NS6_Cp_043_default_parsed_report.tsv	356	356	234	265	91	0	1	2	2	7	26	6	0	1	2	14	2	1	28	5	0	12	0	8	5	0	17	0	7	6	356	2	0	10	0	1	27	0	6	27	10	5	1	2	6	2	2	22	1	6	1	0	8	2	9	0	0	2	2	0	26	0
S_S5_Bp_095_v1v9_default_parsed_report.tsv	326	326	186	232	94	1	1	1	1	7	21	6	0	1	1	3	1	0	27	3	0	15	0	10	8	0	9	0	7	0	326	2	0	10	0	0	28	0	4	21	9	7	1	0	4	0	1	21	0	5	0	0	9	0	4	0	0	2	2	0	28	0
S_NS6_Bs_032_v1v9_default_parsed_report.tsv	366	366	259	258	108	1	0	2	1	4	25	6	0	2	1	7	1	0	33	4	0	5	0	15	8	0	11	0	6	4	366	0	0	14	0	1	31	0	6	26	13	5	1	2	5	0	4	21	0	6	1	0	12	1	6	0	0	2	6	0	31	0
S_NS6_Ss_059_v1v9_default_parsed_report.tsv	324	324	199	229	95	1	1	1	2	6	27	7	0	3	2	6	1	1	21	4	0	15	0	9	6	0	8	0	6	4	324	2	0	12	0	1	31	0	6	16	5	8	1	2	4	0	1	23	0	6	2	0	7	0	5	0	0	2	5	0	25	0
S_NS6_Em_046_default_parsed_report.tsv	387	387	251	281	106	1	1	3	3	8	25	6	0	1	2	8	1	0	31	6	0	12	0	18	8	0	15	0	7	7	387	2	0	20	0	1	29	0	6	26	11	4	1	2	7	4	2	21	1	6	1	0	8	0	8	0	0	2	3	0	29	0
S_S2_He_082_v1v9_default_parsed_report.tsv	375	375	253	272	103	1	1	1	3	5	24	6	0	2	2	8	1	1	30	9	0	15	0	11	8	0	16	0	7	6	375	2	0	14	0	2	30	0	7	27	12	4	1	2	6	0	2	20	1	6	1	0	9	0	8	0	0	2	2	0	27	0
S_S5_Hf_107_default_parsed_report.tsv	228	228	113	162	66	0	0	1	2	7	10	4	0	1	1	2	1	0	19	4	0	11	0	8	6	0	14	0	6	0	228	2	0	9	0	0	16	0	6	16	3	1	1	0	3	0	1	19	0	6	0	0	3	0	2	0	0	1	0	0	13	0
S_NS6_Em_046_v1v9_default_parsed_report.tsv	387	387	251	281	106	1	1	3	3	8	25	6	0	1	2	8	1	0	31	6	0	12	0	18	8	0	15	0	7	7	387	2	0	20	0	1	29	0	6	26	11	4	1	2	7	4	2	21	1	6	1	0	8	0	8	0	0	2	3	0	29	0
S_NS6_Bu_034_v1v9_default_parsed_report.tsv	365	365	252	253	112	1	0	2	2	5	26	6	0	1	1	7	1	0	33	4	0	5	0	16	8	0	9	0	6	4	365	0	0	16	0	1	31	0	6	25	13	5	1	2	6	0	5	21	0	6	1	0	11	1	6	0	0	2	4	0	32	0
S_S5_Bv_093_v1v9_default_parsed_report.tsv	409	409	281	291	118	1	1	2	2	6	28	6	0	5	1	11	3	0	33	5	0	15	0	17	10	0	14	0	6	5	409	2	0	18	0	1	31	0	6	27	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_NS6_Hh_054_v1v9_default_parsed_report.tsv	378	378	253	274	104	0	1	1	3	4	24	6	0	2	2	8	1	1	32	11	0	13	0	12	9	0	15	0	7	6	378	2	0	15	0	2	30	0	7	25	11	4	1	2	6	0	2	21	1	6	1	0	10	0	8	0	0	2	2	0	27	0
S_S2_Rf_084_default_parsed_report.tsv	375	375	253	272	103	1	1	1	3	5	24	6	0	2	2	8	1	1	30	9	0	15	0	11	8	0	16	0	7	6	375	2	0	14	0	2	30	0	7	27	12	4	1	2	6	0	2	20	1	6	1	0	9	0	8	0	0	2	2	0	27	0
S_S2_Et_075_v1v9_default_parsed_report.tsv	405	405	275	295	110	1	1	3	3	7	25	6	0	2	2	11	1	1	31	14	0	21	0	13	11	0	16	0	7	6	405	2	0	16	0	1	29	0	6	27	12	4	1	2	5	4	2	21	1	6	1	0	8	0	9	3	0	2	3	0	28	0
S_S2_Shsn_087_v1v9_default_parsed_report.tsv	387	387	256	266	121	1	1	2	4	8	25	6	0	5	2	6	1	0	34	11	0	11	0	11	7	0	16	0	8	7	387	2	0	9	0	1	28	0	6	17	3	6	1	2	7	0	3	23	0	6	3	0	15	0	8	3	0	2	7	0	27	0
S_S2_Af_119_default_parsed_report.tsv	328	328	215	224	104	1	0	2	1	5	22	6	0	1	1	8	3	0	30	4	0	5	0	15	5	0	9	0	6	4	328	0	0	13	0	0	30	0	6	20	9	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	30	0
S_NS6_Sh_058_default_parsed_report.tsv	387	387	256	267	120	1	1	2	4	8	25	6	0	5	2	6	1	0	34	11	0	11	0	11	7	0	16	0	8	7	387	2	0	9	0	1	28	0	6	17	3	6	1	2	7	0	3	23	0	6	3	0	15	0	8	3	0	2	7	0	27	0
S_S5_Rf_112_default_parsed_report.tsv	338	338	218	252	86	0	1	1	1	6	25	6	0	2	2	9	1	0	31	4	0	15	0	7	6	0	10	0	7	6	338	2	0	13	0	1	30	0	6	23	10	4	1	0	5	1	1	20	0	6	1	0	10	0	8	0	0	2	2	0	25	0
S_S2_Am_061_v1v9_default_parsed_report.tsv	330	330	216	231	99	1	1	1	1	7	23	6	0	0	1	8	1	0	35	4	0	5	0	11	6	0	5	0	6	5	330	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	8	1	7	0	0	3	5	0	26	0
S_S2_Rf_084_v1v9_default_parsed_report.tsv	375	375	253	272	103	1	1	1	3	5	24	6	0	2	2	8	1	1	30	9	0	15	0	11	8	0	16	0	7	6	375	2	0	14	0	2	30	0	7	27	12	4	1	2	6	0	2	20	1	6	1	0	9	0	8	0	0	2	2	0	27	0
S_S5_Cc_098_v1v9_default_parsed_report.tsv	398	398	258	291	107	1	1	1	4	6	28	6	0	2	2	8	1	0	30	11	0	23	0	11	11	0	12	0	7	6	398	2	0	14	0	1	30	0	8	23	8	4	1	2	6	4	2	21	0	6	1	0	8	0	9	0	0	2	2	0	27	0
S_S2_Blss_067_v1v9_default_parsed_report.tsv	335	335	194	233	102	1	1	1	1	7	23	6	0	1	1	3	1	0	27	4	0	12	0	11	8	0	13	0	7	0	335	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	2	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_NS6_Bv_037_v1v9_default_parsed_report.tsv	404	404	277	287	117	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	15	0	17	10	0	14	0	6	5	404	2	0	17	0	1	31	0	6	27	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_S5_Blss_094_default_parsed_report.tsv	332	332	192	232	100	1	1	1	1	7	21	6	0	1	1	3	1	0	27	4	0	12	0	11	8	0	13	0	7	0	332	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	1	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_NS6_Cb_041_default_parsed_report.tsv	412	412	282	303	109	1	1	1	3	6	29	6	0	2	2	11	1	0	29	13	0	24	0	10	12	0	13	0	7	6	412	2	0	12	0	2	30	0	8	28	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS6_Pp_057_default_parsed_report.tsv	313	313	207	220	93	0	1	1	2	5	16	6	0	1	2	10	1	1	27	6	0	4	0	7	6	0	12	0	7	6	313	2	0	9	0	2	30	0	8	16	4	3	1	2	7	0	2	21	0	6	0	0	7	1	6	0	0	2	2	0	25	0
S_NS6_Pm_056_v1v9_default_parsed_report.tsv	384	384	269	270	114	1	1	2	2	4	25	6	0	4	1	9	1	0	33	4	0	8	0	15	8	0	14	0	6	4	384	0	0	13	0	2	30	0	6	28	12	5	1	2	7	1	5	21	0	6	2	0	12	1	8	0	0	2	6	0	31	0
S_S2_Rg_085_v1v9_default_parsed_report.tsv	353	353	232	256	97	0	1	3	2	6	27	6	0	2	2	9	1	0	30	5	0	12	0	9	6	0	15	0	7	6	353	2	0	11	0	1	31	0	7	24	9	4	1	2	5	3	2	21	0	6	1	0	8	1	9	0	0	2	3	0	24	0
S_S2_Pd_083_default_parsed_report.tsv	387	387	280	275	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	387	0	0	16	0	2	30	0	6	27	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_S2_Hf_081_v1v9_default_parsed_report.tsv	228	228	111	162	66	0	1	1	2	6	10	4	0	0	1	2	1	1	19	4	0	11	0	7	6	0	13	0	6	0	228	2	0	10	0	0	21	0	6	16	3	1	1	0	3	0	1	19	0	6	0	0	3	0	2	0	0	1	0	0	9	0
S_S5_Am_089_default_parsed_report.tsv	331	331	218	232	99	1	1	1	1	7	23	6	0	0	1	7	1	0	35	4	0	5	0	11	6	0	5	0	6	5	331	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	10	1	7	0	0	3	5	0	26	0
S_NS1_Ig_115_v1v9_default_parsed_report.tsv	363	363	231	264	99	0	0	2	4	6	21	6	0	1	2	10	2	0	25	8	0	22	0	8	15	0	12	0	7	0	363	2	0	9	0	1	30	0	7	16	3	4	1	2	5	4	3	21	0	6	1	0	8	1	10	0	0	2	3	0	26	0
S_NS1_Af_002_default_parsed_report.tsv	328	328	211	224	104	1	0	2	1	5	22	6	0	1	1	8	3	0	30	4	0	5	0	15	7	0	10	0	6	4	328	0	0	13	0	0	30	0	6	19	6	3	1	2	4	0	4	21	0	6	1	0	6	1	8	0	0	2	4	0	30	0
S_S5_Blss_094_v1v9_default_parsed_report.tsv	332	332	192	232	100	1	1	1	1	7	21	6	0	1	1	3	1	0	27	4	0	12	0	11	8	0	13	0	7	0	332	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	1	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_NS6_Bx_038_2_default_parsed_report.tsv	385	385	271	271	114	1	0	2	2	4	24	6	0	2	1	8	3	0	33	5	0	9	0	16	13	0	11	0	6	5	385	2	0	15	0	1	31	0	6	25	13	5	1	2	7	0	4	23	0	6	1	0	12	1	6	0	0	2	6	0	30	0
S_S2_Ea_076_v1v9_default_parsed_report.tsv	379	379	249	274	105	1	1	1	3	8	24	6	0	4	2	5	1	1	33	8	0	16	0	9	9	0	16	0	8	7	379	2	0	11	0	1	28	0	6	24	8	7	1	2	6	3	2	23	0	6	2	0	8	1	10	0	0	2	5	0	27	0
S_NS6_Ao_031_default_parsed_report.tsv	332	332	216	229	103	1	0	2	1	5	22	6	0	1	1	9	3	0	30	3	0	5	0	15	7	0	10	0	6	4	332	0	0	13	0	0	30	0	6	22	9	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	29	0
S_NS1_Bv_007_v1v9_default_parsed_report.tsv	390	390	274	272	118	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	5	0	16	9	0	14	0	6	5	390	2	0	14	0	1	31	0	6	26	13	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_S2_Et_075_default_parsed_report.tsv	405	405	275	295	110	1	1	3	3	7	25	6	0	2	2	11	1	1	31	14	0	21	0	13	11	0	16	0	7	6	405	2	0	16	0	1	29	0	6	27	12	4	1	2	5	4	2	21	1	6	1	0	8	0	9	3	0	2	3	0	28	0
S_NS6_Cb_042_v1v9_default_parsed_report.tsv	410	410	277	300	110	1	1	1	3	6	29	6	0	2	2	8	1	1	31	11	0	23	0	12	11	0	12	0	7	6	410	2	0	15	0	2	30	0	8	25	10	4	1	2	8	4	2	21	1	6	1	0	9	0	9	0	0	2	2	0	27	0
S_NS1_Et_015_v1v9_default_parsed_report.tsv	405	405	274	295	110	1	1	3	3	7	25	6	0	2	2	11	1	1	31	14	0	21	0	13	11	0	16	0	7	6	405	2	0	16	0	1	29	0	6	27	12	4	1	2	5	4	2	21	1	6	1	0	8	0	9	3	0	2	3	0	28	0
S_S2_Bd_064_v1v9_default_parsed_report.tsv	396	396	280	279	117	1	1	2	1	6	28	6	0	5	1	9	3	0	33	5	0	9	0	16	9	0	14	0	6	5	396	2	0	16	0	1	31	0	6	27	14	6	1	2	5	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_NS1_Ao_003_v1v9_default_parsed_report.tsv	332	332	215	230	102	1	0	2	1	5	22	6	0	1	1	9	3	0	30	3	0	5	0	15	7	0	10	0	6	4	332	0	0	13	0	0	30	0	6	22	9	3	1	2	4	0	4	21	0	6	1	0	6	1	8	0	0	2	4	0	29	0
S_S5_Fp_105_default_parsed_report.tsv	333	333	216	239	94	0	1	1	2	6	23	6	0	2	2	11	1	0	28	4	0	8	0	10	6	0	9	0	7	4	333	0	0	12	0	1	30	0	6	23	9	3	1	0	5	1	3	19	0	6	1	0	9	1	8	0	0	2	3	0	27	0
S_S5_Cc_097_default_parsed_report.tsv	412	412	277	301	111	1	1	1	4	7	27	6	0	2	2	8	1	1	29	11	0	24	0	11	15	0	11	0	7	6	412	2	0	15	0	2	30	0	8	25	11	4	1	2	7	4	2	21	1	6	1	0	9	0	9	0	0	2	2	0	27	0
S_S2_Bs_063_v1v9_default_parsed_report.tsv	454	454	334	316	138	1	1	1	7	8	33	7	0	3	2	15	2	1	33	18	0	14	0	11	11	0	14	1	8	7	454	3	0	15	0	1	29	0	7	26	13	7	1	2	8	2	4	23	0	6	2	0	15	0	8	3	0	2	7	0	29	0
S_NS1_Bv_007_default_parsed_report.tsv	390	390	274	272	118	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	5	0	16	9	0	14	0	6	5	390	2	0	14	0	1	31	0	6	26	13	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_S2_Bd_064_default_parsed_report.tsv	396	396	280	279	117	1	1	2	1	6	28	6	0	5	1	9	3	0	33	5	0	9	0	16	9	0	14	0	6	5	396	2	0	16	0	1	31	0	6	27	14	6	1	2	5	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_NS1_Bu_006_default_parsed_report.tsv	368	368	254	255	113	1	0	2	2	5	26	6	0	1	1	7	1	0	33	4	0	5	0	16	8	0	9	0	6	4	368	0	0	15	0	1	31	0	6	25	13	5	1	2	7	0	5	21	0	6	1	0	11	1	6	0	0	2	4	1	32	0
S_NS1_Bt_005_v1v9_default_parsed_report.tsv	380	380	267	264	116	1	1	2	2	4	24	6	0	2	1	7	1	0	30	5	0	8	0	16	12	0	11	0	6	5	380	2	0	15	0	1	31	0	6	24	12	5	1	2	7	0	4	23	0	6	1	0	12	1	6	0	0	2	6	0	31	0
S_NS1_Cc_012_default_parsed_report.tsv	410	410	278	299	111	1	1	1	4	7	27	6	0	2	2	8	1	1	29	11	0	24	0	11	16	0	11	0	7	6	410	2	0	15	0	2	30	0	8	25	11	4	1	2	7	1	2	21	1	6	1	0	9	0	9	0	0	2	2	0	27	0
S_NS6_Sw_060_default_parsed_report.tsv	359	359	227	249	110	1	1	1	5	6	20	5	0	2	1	14	1	0	32	10	0	17	0	14	5	0	13	1	5	6	359	2	0	12	0	1	28	0	3	15	4	3	0	2	6	3	3	22	1	6	2	0	8	1	7	3	0	2	3	0	30	0
S_S2_Blss_067_default_parsed_report.tsv	335	335	194	233	102	1	1	1	1	7	23	6	0	1	1	3	1	0	27	4	0	12	0	11	8	0	13	0	7	0	335	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	2	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_NS1_Am_001_default_parsed_report.tsv	331	331	218	232	99	1	1	1	1	7	23	6	0	0	1	7	1	0	35	4	0	5	0	11	6	0	5	0	6	5	331	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	10	1	7	0	0	3	5	0	26	0
S_S2_Cc_069_default_parsed_report.tsv	322	322	207	233	89	0	1	1	3	7	21	6	0	2	2	9	1	0	30	4	0	5	0	7	6	0	8	0	7	6	322	0	0	12	0	1	30	0	6	16	3	4	1	0	5	1	2	19	0	6	1	0	8	0	8	0	0	3	2	0	25	0
S_NS6_Fp_052_default_parsed_report.tsv	362	362	240	258	104	0	0	2	3	5	19	6	0	1	2	11	1	1	27	7	0	21	0	8	10	0	14	0	7	6	362	2	0	9	0	1	31	0	7	19	4	4	1	2	6	4	3	21	0	6	1	0	8	1	8	0	0	2	2	0	26	0
S_NS6_Blss_040_v1v9_default_parsed_report.tsv	332	332	193	234	98	1	1	1	1	7	22	6	0	1	1	3	1	0	29	4	0	12	0	10	8	0	13	0	7	3	332	2	0	10	0	0	29	0	4	21	9	7	0	0	4	0	1	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_NS1_Am_001_v1v9_default_parsed_report.tsv	331	331	218	232	99	1	1	1	1	7	23	6	0	0	1	7	1	0	35	4	0	5	0	11	6	0	5	0	6	5	331	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	10	1	7	0	0	3	5	0	26	0
S_S2_Pd_083_v1v9_default_parsed_report.tsv	387	387	280	275	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	387	0	0	16	0	2	30	0	6	27	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_S2_Ef_078_default_parsed_report.tsv	499	499	372	367	132	1	1	3	7	8	38	6	0	6	1	17	2	0	37	20	0	18	0	19	16	0	16	1	6	7	499	2	0	17	0	3	30	0	7	23	8	10	1	2	8	5	3	23	0	6	3	0	15	2	9	3	0	2	7	0	36	0
