pathway	1136R_R_F_S5_week10	1136R_RL_F_S5_week10	2518R_L_M_S5_week10	2518R_R_M_S5_week10	3752R_0_F_S5_week10	3752R_L_F_S5_week10	3893R_R_M_S5_week10	3893R_RL_M_S5_week10	S5_inocula	096R_0_M_S5_week9	1060R_L_M_S5_week9	1076R_0_M_S5_week9	1136R_0_F_S5_week9	2402R_0_F_S5_week9	2433R_0_F_S5_week9	2475R_0_M_S5_week9	2518R_0_M_S5_week9	3924R_L_F_S5_week9	3929R_0_F_S5_week9	096R_0_M_S5_week5	2402R_R_F_S5_Pellet_week9	2475R_RL_M_S5_Pellet_week9	S5_defined_inocula	1060R_L_M_S5_week5	1076R_0_M_S5_week5	1136R_0_F_S5_week5	2402R_0_F_S5_week5	2402R_R_F_S5_week5	2475R_RL_M_S5_week5	2518R_0_M_S5_week5	3924R_L_F_S5_week5	3929R_0_F_S5_week5	S5_defined_inocula.1
PWY-6608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-6609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9857810342244522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999038396285943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9932298002216734
PWY-6700	1.0	1.0	0.9999981046661991	0.999999503847632	1.0	1.0	1.0	0.9531734163180398	0.9699298462572832	1.0	0.9997716182967129	0.9999999999999951	0.7089383237511241	0.9999999999999472	0.9999999999989677	1.0	0.9501725993285401	0.9999999999999996	1.0	0.9999999999929259	1.0	1.0	0.9948874565726474	0.9999933608059195	0.9999971496825014	0.9995008717971784	0.9999999279883182	0.999997626735112	0.9999999999999494	0.9999999994415001	0.9999999999995304	0.7783724411634176	0.9730051268887903
PWY-6703	1.6317333333326544e-12	1.1106442988680923e-06	0.0	0.0	1.4477756313249782e-05	5.575999999999222e-13	3.2933333333333066e-14	0.0	0.0	1.0793719662997403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9999999999999994e-16	0.0	0.0	0.0	0.0	8.45333333332811e-14	0.0	0.0	0.0018141209449825879	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999674956	1.0	1.0	1.0	0.9999999997801923	1.0	1.0	1.0	0.999999931279692	1.0
PWY-6897	0.9317247836839151	0.9999989382164071	0.853339583863218	0.021615981799769247	0.9999990287365241	0.9996295843554915	0.9998212444527151	2.6227578895704697e-08	5.437347413562712e-06	1.0	0.00048612932853432027	0.0003677656522995509	0.0	9.979160401601168e-06	0.005848435291250742	0.00022646818484690516	1.8498928578048643e-07	0.02369500349184542	0.9984822885050428	1.0574999999999962e-14	4.3340703687386115e-09	1.3564782597905513e-07	0.0	1.742052343591774e-07	3.4109999999996126e-13	0.0	0.9933471835999161	0.0	2.25e-16	2.11154174985138e-10	3.1022157067710126e-07	0.0	0.0
PWY-6969	0.11740070060311251	0.19238722221831644	0.0	0.0	0.3777179731008509	3.083701076241594e-06	2.6044311780319593e-05	0.0	0.0	0.01138630767578493	0.5906088967415536	0.9962824873586914	0.0	0.9792960328287155	1.3999999999960003e-13	2.8822959925020447e-09	0.0	2.4755857973115323e-05	0.019655630885290855	0.27384495856614033	0.8343856296541217	0.7543734790048057	0.0	0.9783007819622992	7.97700334376588e-08	0.0	0.8647044193819067	0.9869818077565325	0.9999989478701807	0.8341756533126529	0.00047298082530680924	0.0	4.478414842657216e-10
PWY-7111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.079999999999908e-14	0.0	0.0	1.8666666666666657e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7208	1.0	1.0	0.9999959105980305	0.9999992556386269	1.0	1.0	1.0	0.9237629156802556	0.7742535175244329	1.0	0.9995193580972979	0.9999999999999927	0.6078814209787079	0.9999999999998528	0.9999999999971987	1.0	0.9130370144099988	0.9999999999999989	1.0	0.9999999999594982	1.0	1.0	0.6341197489628905	0.999976116888875	0.9999929484474156	0.9988428013622714	0.9999998038523349	0.9999913401079871	0.9999999999996136	0.9999999976326703	0.9999999999974438	0.6241570665687796	0.5893107304337372
PWY-7219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999583651245	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999972139197
PWY-7220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.839999999999844e-14	0.0	0.0	2.0999999999999986e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7221	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.839999999999844e-14	0.0	0.0	2.0999999999999986e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3679999999998754e-13	0.0	0.0	4.1999999999999886e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.735999999999376e-13	0.0	0.0	8.399999999999941e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.3725999999990581e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-7315	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.019799932323766856	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9999999999999996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.674959999932473e-11
PWY-7323	1.5552931085084357e-05	4.279836854089082e-05	1.2647746581531094e-06	0.9510678700755103	0.1157168397082203	0.9999999991955395	0.2653318232953581	0.9895310937015876	0.0	0.0	1.1399999999999914e-14	0.6895041208337346	0.9854590907015991	0.0	0.9999999999950662	0.9999999999326213	0.8873580655857398	0.9999999975405279	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999117	0.9290904901267988	0.0	1.9160399999755255e-11	0.9999999999882624	0.008214136233141621	0.32676371851881053	0.999997736072156	0.0
PWY-7400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0499999999999993e-15	0.9999999999429021	0.9999999998919242	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7664	0.00010680948796582069	0.0029280853161644973	0.778776557065791	0.7788406003564685	2.2944914996239506e-10	0.00010229782482041158	0.7788061061659488	0.8813187652273168	1.0	0.0	0.7787457272237441	1.0849999999999916e-14	1.0	0.0	0.7787248725927388	3.5e-16	0.8610502399208009	2.26146827016643e-06	0.0	0.0	0.0	0.0	1.7673554477688962e-09	0.0	1.0849999999999916e-14	0.3086785822136031	0.0	0.0	0.0	0.0	0.0	1.0	0.9999999989221935
PWY-841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5079999999994856e-13	0.0	0.0	7.699999999999952e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1061	4.5768508002621805e-08	0.002776882981282403	0.0	0.0	0.24113898207313156	4.424947729599185e-08	4.199948091180218e-09	0.0	3.042824999288612e-10	0.06667434846982706	2.7960299999608965e-11	0.00039426457685661127	0.0	4.6751995321927945e-05	0.0	0.0	0.0	2.699999999999996e-15	4.107959999915623e-11	0.0	0.0	0.0	0.0	0.003464240629525933	1.0499999999999946e-14	0.0	0.2690336042024321	5.852129999828762e-11	4.4999999999999895e-15	0.0	0.0	0.0	0.00023738354300308588
PWY0-1319	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999993903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999026594	1.0	0.9999999990268846	1.0	0.999999999313121	1.0	1.0	1.0	0.9969996002791071	1.0
PWY0-1586	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY0-162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0519999999996726e-13	0.0	0.0	6.299999999999969e-15	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862	9.155238663692328e-05	0.002510837691994884	0.7510836711228794	0.7511531696819366	1.9667069997421375e-10	8.768513127438113e-05	0.7511157370656835	0.8642242320636848	1.0	0.0	0.7510502156757783	9.299999999999942e-15	1.0	0.0	0.7510275851606087	3e-16	0.8415611206204355	1.9384020006618855e-06	0.0	0.0	0.0	0.0	1.5148760984701003e-09	0.0	9.299999999999942e-15	0.2767871064089932	0.0	0.0	0.0	0.0	0.0	1.0	0.9999999987425591
PWY4FS-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44621756982658634	0.5788583729099892	0.9797771491277253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44621756982658634	0.5788583729099892	0.9797771491277253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWYG-321	0.00011097043479453932	0.003041819547684466	0.7852912382444348	0.7853539153726503	2.38388727237209e-10	0.00010628303075408279	0.7853201570450676	0.8852586498394222	0.0	0.0	0.785261065951996	1.1272727272727193e-14	1.0	0.0	0.7852406560759351	3.6363636363636364e-16	0.8655603424929307	2.3495772165291494e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.1272727272727193e-14	0.3168939153709324	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PYRIDNUCSYN-PWY	4.1072412785315965e-07	0.023733469935931988	1.6019561351241374e-13	0.0	0.017766161905213268	1.855947550096844e-07	5.3386483954678226e-06	0.0	0.0	0.19125485825998229	4.499861362617199e-16	5.35827889727201e-06	0.0	8.823320424290702e-08	1.9108765134818263e-13	3.332426180432712e-16	0.0	3.622814416414582e-11	1.2648591779021861e-05	0.0	0.0	0.0	0.0	4.999830939585578e-10	1.776823338012825e-14	9.206064930769955e-15	0.0465790692176652	0.0	5.9399704769516994e-09	1.6338471395893917e-10	2.553695048388671e-12	0.0	0.0
RIBOSYN2-PWY	1.2821707438791776e-05	0.2524873045678251	6.275571428555675e-12	3.020406091370522e-14	0.1224638466185412	7.22349078973618e-05	0.0001712758917825793	0.0	0.0	0.45677726152344184	3.788571428570854e-13	0.09717986552902218	0.0	2.169349204595297e-05	1.5352227742458333e-08	1.413614196088412e-08	0.0	8.787385795209017e-08	0.00061286379968019	0.0	3.3103305097557664e-10	0.0	0.0	2.9260940462235888e-06	5.7917142855801104e-11	7.073775510095748e-12	0.038335990004635424	5.763264221158825e-14	5.780838071110921e-06	1.8462616811070764e-06	3.892928571367952e-11	0.0	0.0
SALVADEHYPOX-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SER-GLYSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995867894930727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999628390026626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999996361363556
SO4ASSIM-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999988494	0.0	0.9999999999999962	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.045155035038304106	0.7892365533789537	0.8111837266272126	0.0	1.0	1.0	1.0	0.9999999999999991	0.9999999999999933	1.0	1.0	1.0	0.49112511121819497	0.0
TCA	0.1375773086590556	0.22179013695025143	0.0	0.0	0.4214009511349851	1.3558408212230227e-06	3.1252576891040274e-05	0.0	0.0	0.013617458533695975	0.46658580009929224	0.9969001520914356	0.0	0.9826869525626952	4.1999999999969623e-14	8.646887993066869e-10	0.0	7.428059335767872e-06	0.023489855234178958	0.31155063593007487	0.8580704275873462	0.7865740537250608	0.0	0.9818516676118066	2.393192988799068e-08	0.0	0.8571807283855852	0.9891279167151985	0.9999974695344084	0.8577838715005528	0.0005674829570730306	0.0	2.8172882875017526e-10
THRESYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9960453977459144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999650154448665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9990772159690992
TRNA-CHARGING-PWY	0.9378508222566405	0.9989925386602443	0.006562209365092874	0.00017215857856311617	0.9994583915156121	0.946364374236736	0.9287968889042174	4.768399999978397e-12	0.4257780301406134	0.9999990856915798	0.8696604277749526	0.9844993019571399	0.0	0.7166625577746693	0.3719783142917606	0.8865811387128537	1.886184999671415e-10	0.429284182010391	0.97281566695781	3.1056655496512227e-06	0.39064661728781863	0.003122529703746331	0.14333543992538475	0.7164949140630932	5.643032323731838e-05	5.659144710820212e-05	0.9947958924086249	0.10163879252245055	0.7915957844787763	0.17368912339226428	0.0012199650876976364	0.0	0.2793374925653556
TRPSYN-PWY	0.672306172210701	0.48479618290163434	1.0159999999993807e-12	4.4068563584776994e-08	0.6034390415425978	0.3246932857205864	0.030642065873578647	0.0	0.0	0.014076858702635982	0.001138289500546251	0.960723490339506	0.0	0.9983490673697089	0.3395464953248101	0.7154353518561987	0.0	0.813410766923141	0.6139890239818372	0.9988876287928521	0.9996946826873587	0.9999830038748533	0.0	0.9505780685420325	0.5157369017801072	0.4213685513972423	0.4532651749881874	0.9859528388602822	0.9869869130760115	0.9315355708058788	0.9069792660201244	0.002042771428050791	0.0
VALSYN-PWY	1.0	1.0	0.9999977155603885	0.9999992594965806	1.0	1.0	1.0	0.9449279190479549	0.8746435263185953	1.0	0.9998457663908308	0.9999999999999911	0.6887716400269538	0.9999999999999432	0.9999999999984908	1.0	0.9502230674672625	0.9999999999999993	1.0	0.9999999999910303	1.0	1.0	0.9826231378441787	0.999995241323895	0.9999972316598856	0.9994827625312849	0.9999999684480639	0.9999990264792854	0.9999999999999387	0.999999999195591	0.9999999999997142	0.8468835471587147	0.9570731119206402
