pathway	096R_0_M_S5_week5	096R_0_M_S5_week9	1060R_L_M_S5_week5	1060R_L_M_S5_week9	1076R_0_M_S5_week5	1076R_0_M_S5_week9	1136R_0_F_S5_week5	1136R_0_F_S5_week9	1136R_RL_F_S5_week10	1136R_R_F_S5_week10	2402R_0_F_S5_week5	2402R_0_F_S5_week9	2402R_R_F_S5_Pellet_week9	2402R_R_F_S5_week5	2433R_0_F_S5_week9	2475R_0_M_S5_week9	2475R_RL_M_S5_Pellet_week9	2475R_RL_M_S5_week5	2518R_0_M_S5_week5	2518R_0_M_S5_week9	2518R_L_M_S5_week10	2518R_R_M_S5_week10	3752R_0_F_S5_week10	3752R_L_F_S5_week10	3893R_RL_M_S5_week10	3893R_R_M_S5_week10	3924R_L_F_S5_week5	3924R_L_F_S5_week9	3929R_0_F_S5_week5	3929R_0_F_S5_week9	S5_defined_inocula	S5_defined_inocula.1	S5_inocula
HEME-BIOSYNTHESIS-II	259.71	299.14	476.29	204.86	413.14	733.29	98.29	141.43	159.29	145.14	94.86	696.14	204.0	433.57	174.86	128.0	407.86	691.71	153.29	88.57	133.29	156.0	388.14	126.71	196.0	115.86	113.0	161.57	347.86	127.57	3515.14	2306.86	1882.14
HEMESYN2-PWY	259.71	299.14	476.29	204.86	413.14	733.29	98.29	141.43	159.29	145.14	94.86	696.14	204.0	433.57	174.86	128.0	407.86	691.71	153.29	88.57	133.29	156.0	388.14	126.71	196.0	115.86	113.0	161.57	347.86	127.57	3515.14	2306.86	1882.14
HEXITOLDEGSUPER-PWY	377.76	435.1127272727273	692.7854545454546	297.97818181818184	600.930909090909	1066.6036363636363	142.96727272727273	205.71636363636364	231.69454545454545	211.11272727272726	137.9781818181818	1012.5672727272728	296.72727272727275	630.6472727272727	254.3418181818182	186.1818181818182	593.2509090909091	1006.1236363636365	222.96727272727273	128.8290909090909	193.87636363636364	226.9090909090909	564.5672727272728	184.30545454545455	285.0909090909091	168.52363636363637	164.36363636363637	235.01090909090908	505.97818181818184	185.55636363636364	5112.930909090909	3355.4327272727273	2737.658181818182
HISDEG-PWY	1906.8514285714282	7163.79	4224.7814285714285	7731.674285714285	5435.952857142857	5428.87	4578.0485714285705	13418.447142857141	6447.681428571428	6487.432857142856	3830.205714285714	6382.124285714285	2354.132857142857	3475.6099999999997	9302.248571428572	8201.55	2276.4957142857143	7239.281428571428	4800.537142857143	8154.948571428572	7898.831428571429	7072.134285714285	6514.525714285714	6213.632857142856	6738.74857142857	7474.385714285714	5731.621428571429	8652.527142857141	7980.9	6539.575714285714	6309.307142857143	4428.701428571429	5258.78
HISTSYN-PWY	10597.339669365725	20842.91836032389	12880.196896086372	19839.662800269904	12868.06282726046	15695.221977058029	10455.269352226724	23053.02302294197	16892.269156545215	17450.540715249663	14590.030506072875	22264.169062078276	11979.382395411605	11678.327887989204	21369.072152496617	20748.749581646425	14232.68763157895	19651.889925775977	13838.254183535762	17911.995337381915	18790.738940620784	16650.545823211876	16803.1464979757	14880.320398110656	15143.368724696358	18684.977948717955	15669.76246288799	20632.256632928475	16374.50311066127	21502.839460188938	18331.09543184886	10978.029412955466	10610.800600539811
HOMOSER-METSYN-PWY	1283.6914285714283	1605.2385714285713	1291.7642857142855	1751.0114285714285	1048.077142857143	1957.3785714285711	982.9057142857143	1696.5814285714284	1069.067142857143	1201.9971428571428	768.3328571428572	1920.032857142857	1261.84	1481.1671428571426	1632.9042857142858	2099.1071428571427	1855.5557142857142	2613.3714285714286	1180.3885714285714	1335.0699999999997	1208.3971428571426	1278.8028571428572	1366.8014285714285	1067.8885714285714	1246.312857142857	1253.8957142857143	1099.277142857143	1450.8285714285712	1625.172857142857	1424.6585714285713	5826.532857142856	3553.8328571428574	2873.032857142857
HSERMETANA-PWY	7784.338857142857	16048.053142857143	8721.124571428572	14702.746857142856	6591.114285714285	9780.253142857144	5698.271428571428	9913.850857142857	11754.918285714286	12257.006285714286	12475.585714285713	15918.185714285715	9160.796	7775.510285714285	13262.52457142857	13724.010285714285	11032.871428571429	12169.138857142856	8938.761142857144	11440.104	12844.318285714287	10719.885714285714	11504.542857142857	9587.857142857143	9520.785714285714	12939.575428571428	10034.410285714284	12904.453142857143	8020.385714285714	16210.649142857143	8013.289714285714	4513.4857142857145	4619.889714285715
ILEUSYN-PWY	12621.236447266843	23954.9345438422	14641.792062303492	22321.602956895185	15252.873594824214	18121.12583179277	12254.23473439261	28156.12769091256	19391.50660849757	20098.0555101009	16106.06462450562	25358.13851228059	14108.68635758592	13525.98155509774	24778.570560877324	24168.64785443907	16756.376187283633	22790.110936923844	15988.688191470319	20808.473513718553	21593.593209011404	19368.868029594723	19386.04683304518	17564.719322677094	17749.594899870834	21616.276883301685	18304.210124302987	24021.791332056197	19398.57768843178	24909.124801544887	23403.576576769086	13823.426982232531	13336.663120686202
KDO-NAGLIPASYN-PWY	309.0763636363636	356.00132231404956	566.8244628099173	243.80033057851242	491.6707438016529	872.6757024793388	116.97322314049588	168.31338842975208	189.5682644628099	172.7285950413223	112.8912396694215	828.464132231405	242.77685950413223	515.9841322314049	208.09785123966944	152.3305785123967	485.3871074380166	823.1920661157026	182.42776859504133	105.40561983471073	158.62611570247932	185.65289256198346	461.9186776859504	150.79537190082644	233.25619834710744	137.88297520661158	134.4793388429752	192.281652892562	413.98214876033063	151.81884297520662	4183.307107438017	2745.354049586777	2239.902148760331
LACTOSECAT-PWY	822.2	640.0333333333333	873.3666666666667	627.7666666666667	636.1	1398.8	442.7666666666667	690.2333333333332	644.3666666666667	564.7333333333333	169.43333333333334	726.6666666666666	818.0	1188.3000000000002	1049.3666666666668	1560.0666666666666	972.2	941.1333333333333	863.9	525.5333333333334	512.8000000000001	674.0	648.5333333333334	641.8666666666667	684.3	497.4666666666667	358.90000000000003	693.5666666666666	993.9	401.5333333333333	779.4000000000001	436.5666666666667	383.6
LPSSYN-PWY	291.60421052631574	335.87649122807017	534.7817543859649	230.0182456140351	463.8764912280701	823.3431578947368	110.36070175438597	158.79859649122807	178.85192982456138	162.96421052631575	106.50947368421052	781.6308771929824	229.05263157894734	486.8154385964912	196.33403508771931	143.71929824561403	457.9480701754386	776.6568421052632	172.11508771929823	99.44701754385963	149.65894736842102	175.15789473684208	435.8063157894737	142.27087719298245	220.0701754385965	130.08842105263156	126.87719298245614	181.41192982456138	390.579649122807	143.23649122807015	3946.8238596491224	2590.158596491228	2113.28
MET-SAM-PWY	1336.3491690503433	1657.9302660183066	1415.6686570366132	1750.4787728832953	1171.4458152173913	2175.424063215103	1004.227501430206	1678.523808638444	1096.6317176773455	1211.050025743707	771.1066332951946	2108.651713386728	1298.6575057208238	1586.5060025743705	1650.3869536613274	2088.171624713959	1951.2645795194508	2803.076651887872	1213.9374957093821	1329.3259282036613	1224.1879762585813	1305.3836842105263	1458.0632236842107	1079.6352502860414	1275.866224256293	1258.4627030892448	1118.8280377574372	1467.440396167048	1697.307188215103	1433.2546639016018	6882.671021167049	4255.737068077803	3440.049596681922
METHGLYUT-PWY	288.56666666666666	332.3777777777778	529.2111111111111	227.62222222222223	459.0444444444444	814.7666666666667	109.21111111111112	157.14444444444445	176.98888888888888	161.26666666666665	105.4	773.4888888888889	226.66666666666669	481.74444444444447	194.28888888888892	142.22222222222223	453.1777777777778	768.5666666666667	170.32222222222222	98.41111111111111	148.1	173.33333333333334	431.26666666666665	140.7888888888889	217.7777777777778	128.73333333333335	125.55555555555556	179.5222222222222	386.5111111111111	141.74444444444444	3905.711111111111	2563.177777777778	2091.266666666667
NAD-BIOSYNTHESIS-II	2305.143076923077	2386.772307692308	1590.8030769230772	1097.1353846153847	2297.4800000000005	2371.9107692307693	1392.4723076923078	3826.367692307693	1813.549230769231	2053.4338461538464	849.3507692307694	2898.787692307693	2206.6769230769232	1819.1246153846155	2254.312307692308	2381.7384615384617	3007.4815384615385	2677.035384615385	1775.4646153846156	1865.009230769231	1915.2492307692307	2113.2000000000003	1985.4107692307696	2124.2507692307695	2001.2307692307695	2197.296923076923	2333.4769230769234	2402.855384615385	2500.035384615385	2687.2092307692315	5782.526153846155	3676.6123076923077	3011.2800000000007
NAGLIPASYN-PWY	7237.406666666667	16846.381111111114	10766.475555555558	16972.485555555555	10346.506666666666	12462.620000000003	8207.956666666667	18459.32555555556	13904.960000000001	14186.844444444445	12534.115555555558	18282.751111111116	8463.396666666667	9097.033333333333	17674.923333333336	16252.130000000001	9754.437777777777	15446.684444444443	10903.371111111112	14748.584444444446	15649.904444444446	13447.666666666668	13963.206666666667	11785.43222222222	12189.633333333335	15159.929999999997	12295.763333333334	16907.955555555553	13196.337777777777	16841.685555555552	9813.01	6784.971111111112	6915.965555555556
NONOXIPENT-PWY	9007.171702402859	13449.967046287049	10789.430042957043	15502.667922691346	12220.306395937396	14786.479521075415	10222.176850500377	25825.91577695988	12085.015367018947	13026.921605061607	7274.670256077255	16175.96757701947	9039.9799211315	11065.497197469198	18077.598056995634	18411.721558827132	11348.808259407258	18613.209552447548	11461.887635697634	14812.642723469515	13598.69964035964	13502.174810855811	12631.534190809194	11993.323513311248	13211.56252731479	13917.999368491157	12458.609788211788	17001.354608496767	18378.358475857476	13720.142080901554	31640.639178786125	17826.086634663585	16411.38773060273
OANTIGEN-PWY	885.218977222468	994.1340599235646	937.5095570373899	541.7415969788726	1097.183487394958	1988.0288159312308	978.4564031402034	576.1759671236915	757.2011027568923	612.4295702491523	255.49952573742047	1619.0274487122783	893.6403793136686	1009.1837063246352	1104.4920956803774	1362.3644493870422	1488.9449557717824	2553.51148504746	1122.085624128194	827.8554699248122	829.5392835028747	978.8235157747309	937.9224119121334	631.7700792705747	763.57852014085	752.346861724447	964.0852568638792	961.890147427392	983.0322974007416	978.4489945451865	7044.590766367275	4326.451377170301	3538.5619803751465
P105-PWY	371.01428571428573	427.3428571428572	680.4142857142858	292.6571428571429	590.2	1047.557142857143	140.41428571428574	202.0428571428572	227.55714285714288	207.34285714285716	135.51428571428573	994.4857142857145	291.4285714285715	619.3857142857144	249.80000000000007	182.8571428571429	582.657142857143	988.1571428571431	218.98571428571432	126.52857142857144	190.41428571428574	222.8571428571429	554.4857142857144	181.01428571428573	280.00000000000006	165.51428571428573	161.42857142857144	230.81428571428575	496.94285714285724	182.24285714285716	5021.628571428572	3295.5142857142864	2688.771428571429
P108-PWY	8594.482666666667	20518.29433333333	12488.870999999997	20415.077333333327	12271.468333333334	14370.047666666665	9963.076666666666	22803.019666666663	16919.842333333334	17221.293666666665	15118.039999999997	21449.921666666676	10202.600999999999	10534.104333333335	21550.065999999995	19890.37433333333	11488.80833333333	18155.981	13165.430666666665	18110.724	19128.967333333334	16404.51	16766.146666666667	14497.428333333331	14828.98	18549.380666666664	14966.544333333331	20640.447666666663	15707.963333333331	20708.380333333338	8340.825666666666	5851.981666666667	6601.667333333331
P124-PWY	716.5448806427156	837.8828689797639	499.36026130884795	545.8161774530615	787.12262296161	1292.9900827697422	986.0411330303042	809.1096792371868	749.7676165377464	643.1779659073218	202.92457060110908	987.2373793674361	827.9234525577103	665.148703822547	1103.3915165001526	1441.9588544637309	1173.7833053468062	1944.2728881564208	1089.6246360928733	846.324468933183	832.7723698170814	978.5338683051	672.4518219849296	645.1547615196013	700.4861679723248	741.4647853037192	907.1921980499301	959.973628869033	739.0680016657743	1047.9726492013524	2405.8868030930744	1405.9363207906608	1000.124689838144
P125-PWY	2148.4852481389576	2115.080694789082	1409.8417369727044	1018.5653970223324	2004.0062531017368	2280.687580645161	1291.8970719602976	3701.356674937965	1716.9550124069476	1883.165062034739	739.5830769230769	2702.1360297766746	2101.33976426799	1605.7121836228287	2150.495918114144	2177.579776674938	2772.9707940446647	2492.2184367245654	1613.3988089330023	1783.7785607940443	1771.3268486352356	1942.5074441687343	1829.8778411910669	2039.2701736972701	1894.9898263027294	2062.0009429280394	2196.610421836228	2333.1316004962778	2117.716451612903	2630.749652605459	6009.523064516128	3232.947655086848	3068.4898138957815
P161-PWY	3910.453441558441	4015.3640259740255	3198.814242424242	2446.961731601731	3946.1889610389608	5264.208311688311	2316.3973593073592	6066.629177489177	3255.2301948051945	3356.4806493506494	1463.3389610389609	5205.28670995671	3838.104567099567	3671.0205627705627	3951.427857142857	4345.960649350649	5008.0696320346315	4998.933095238094	3089.0944588744587	3070.8159740259734	3107.985735930736	3444.1427489177486	3547.4623593073593	3539.826471861472	3514.139415584416	3568.438246753247	3451.8971428571426	4010.2417316017313	4488.000389610389	4395.74619047619	19014.391255411254	10363.803051948054	9362.547705627707
P163-PWY	170.90370370370374	280.9623703703704	155.42281481481484	318.0136296296297	223.43585185185185	146.5623703703704	178.0882962962963	504.41481481481486	240.02844444444446	277.66044444444447	116.69570370370371	246.13451851851858	224.00000000000006	186.94874074074076	244.4586666666667	269.9117037037037	199.11111111111114	305.86785185185187	210.72592592592594	171.45125925925927	224.5475555555556	214.04444444444445	250.5481481481482	222.9048888888889	220.6814814814815	183.63022222222224	149.33333333333334	246.6820740740741	247.22962962962967	308.62222222222226	1932.472888888889	1124.4136296296297	848.9765925925926
P164-PWY	357.73846153846154	499.01538461538456	314.58461538461535	322.5692307692308	564.3692307692307	932.9076923076923	186.55384615384614	488.76923076923083	476.4923076923077	253.66153846153844	216.0	445.47692307692313	384.13846153846157	385.476923076923	281.4923076923077	488.2153846153846	316.24615384615385	191.63076923076923	260.3076923076923	321.2307692307692	193.84615384615384	247.56923076923078	203.26153846153846	328.3384615384615	456.18461538461537	485.81538461538463	128.4923076923077	339.9230769230769	801.9692307692308	558.1846153846153	4887.553846153845	1485.9230769230767	2108.5384615384614
P4-PWY	597.7107000486862	591.4461425634162	899.4268691548048	506.65497185454234	735.8733007238553	1397.8934295075987	275.400375487365	414.485320879678	419.98143228660217	371.8916986927149	216.05760681124102	1120.4762014562946	526.8333103806243	959.8602849015076	564.1543676358755	670.5950527836308	836.2145704011986	1186.6510459487845	472.95449124251775	299.19411816934485	356.9057549246169	434.52166305655516	703.4780975628729	378.66308107259886	474.99109479594046	331.95270393553574	282.87812669412585	437.5947247217308	838.606219549324	312.03774058431503	5041.196086755341	3256.3671652688945	2624.6870516409135
P42-PWY	8792.934842141387	21142.72222717914	12939.895701212536	21224.10716312057	13062.415569663694	14957.835681766188	10608.610319148938	24918.046417295816	17563.91329329673	17873.10687485701	15334.992632120795	22104.07491191947	10413.903048501488	10928.429337680163	22745.05849805537	20889.670886524822	11639.08333905285	19142.467825440406	13735.148443148022	19098.071642644707	19954.324366277735	17196.0574822695	17495.909543582708	15236.344574468085	15609.02267558911	19306.90960764127	15645.581424159232	21759.72356211394	16862.588438572406	21355.202164264472	8827.954942804849	6267.752361015786	7059.23010295127
P441-PWY	2813.0474011597257	2823.4776453336685	1940.7624326949579	1324.1082848954668	2697.051808118081	2895.5133859767893	1691.7222351080652	4725.55843964154	2175.6884976278334	2486.036520822351	1002.6296627589917	3616.119727809606	2711.001907901603	2191.040882290766	2783.516457564576	2833.4076974330296	3699.343552978387	3396.9121729474	2149.470641488431	2274.638713758566	2337.751755403269	2565.6278334211916	2464.8736320506064	2616.2811397103096	2430.530228600328	2639.334840316931	2898.977364741015	2986.5446437736314	2867.931357928228	3292.9940115972586	8519.648366402735	5279.691222421724	4485.444520094512
P461-PWY	1017.6318881118882	963.2989810189811	1458.3856543456545	799.099180819181	1179.0763636363638	2264.421218781219	471.2693706293707	703.6397202797204	705.7174825174825	629.0416783216783	307.7479720279721	1771.669330669331	915.8766833166834	1589.376143856144	1004.2657342657344	1262.4058741258743	1389.3213986013989	1901.5890509490512	864.453026973027	502.78657342657345	573.3465734265735	722.5309090909091	1135.126153846154	652.3879720279721	813.7957642357643	538.8304495504495	455.53174825174824	756.5038561438562	1333.8986613386612	492.22657342657345	8694.470529470529	5435.792487512487	4562.512207792208
P562-PWY	2022.1071428571431	1969.7142857142858	954.6428571428572	823.5000000000001	1698.4285714285716	1395.6428571428573	1300.8214285714287	3828.5357142857147	1624.8214285714287	1910.5714285714287	701.3571428571429	2061.0	2009.5714285714287	1228.1785714285716	2121.107142857143	2226.214285714286	2562.107142857143	1881.9642857142858	1599.4285714285716	1812.857142857143	1801.2857142857144	1962.6428571428573	1536.7500000000002	2042.6785714285716	1780.714285714286	2078.035714285714	2301.4285714285716	2307.214285714286	1909.607142857143	2625.4285714285716	860.7857142857143	464.14285714285717	435.8571428571429
PANTO-PWY	7795.932857142856	17494.99142857143	11198.615714285716	17405.714285714286	10999.112857142856	13535.308571428573	9043.02142857143	19130.628571428573	14504.535714285714	14703.88857142857	12714.752857142857	19110.825714285715	9053.61142857143	9617.05571428571	18647.00285714286	17464.28	10666.42	17072.942857142858	11807.93285714286	15534.592857142858	16357.454285714286	14237.795714285714	14509.66857142857	12298.815714285713	12768.791428571429	15804.832857142857	13112.322857142855	17743.76714285714	13844.162857142857	17644.781428571427	11337.608571428571	7680.974285714286	7557.714285714285
PANTOSYN-PWY	7653.344117647059	17150.482941176473	10876.657647058824	16894.860588235293	10616.232941176471	13231.754117647057	8707.048235294116	18239.30176470588	14141.91647058824	14315.354117647059	12472.605882352942	18677.663529411762	8921.78	9351.898823529411	18047.185294117644	16949.11294117647	10528.091764705883	16543.343529411763	11469.46117647059	15036.765294117646	15908.883529411765	13849.442941176469	14126.457647058825	11950.704117647058	12383.939411764708	15392.15823529412	12715.517058823529	17189.65529411765	13230.974705882354	17297.586470588234	10736.638823529413	7270.035882352941	7237.314117647061
PENTOSE-P-PWY	3259.003453916139	6640.9065667529085	6300.632684045301	9821.751377129076	6665.778638675433	7559.286876340446	5313.996187741368	15312.518625701658	6551.367978083754	7000.558358127425	4324.876382858439	8470.67659998225	3239.1966167516116	5872.0971096159	10430.476089308071	9651.349109145003	3631.5302099504606	9263.60817517615	5722.905765691444	8391.232688553124	7564.774622557088	7113.4638343868355	7030.336517990895	6211.039882038845	7212.541382293051	7384.8231690779	6058.428077100292	9550.839375736916	11021.920064510514	6114.486794753488	12142.88148620517	7307.025288703933	7060.2313563149955
PEPTIDOGLYCANSYN-PWY	5383.625483381039	10848.514965502918	6475.846677181299	10148.865094015096	8428.641599652108	9101.746835225316	6862.492351902694	18798.219177846586	9163.25870280585	9455.950896015474	5208.221821432975	10387.629204717305	5833.15229212506	6283.722565894944	12916.401891335814	12541.86768048497	6800.3822497420015	11880.322895288535	7617.131682471069	11142.78483296662	10715.51912624699	10152.053113175094	9434.273743598731	9330.844463591462	9715.370717396525	10670.351481135318	8945.735639412997	12306.775953294258	11618.525874759038	10776.83174283285	19237.413016401533	11457.570331859986	11290.478926598777
PHOSLIPSYN-PWY	10133.713748208314	18616.243991395077	10251.5239850729	15132.743237921499	9333.414299046366	13006.504636728008	7296.935756574345	13788.299074717554	13888.946619322707	14268.649761953024	12863.797760934718	18757.189224483245	11534.855596517009	9621.1882032219	15637.584859705514	16281.779589492633	14120.889764884874	15105.994340502493	10992.19143489361	13363.082582091823	14932.98368479347	13116.562103777867	13615.53225814041	11987.352669311365	11772.779678353048	15278.291270746162	12426.111754368821	15370.335446920233	10482.319514000494	19118.1515114113	19767.028688943905	11063.90607864358	10662.304138675334
POLYAMSYN-PWY	336.921081081081	388.07351351351343	617.8897297297297	265.7643243243243	535.9654054054054	951.295135135135	127.51135135135135	183.47675675675674	206.64648648648645	188.2897297297297	123.06162162162161	903.1005405405405	264.64864864864865	562.4691891891891	226.8454054054054	166.05405405405403	529.1156756756757	897.3535135135135	198.86270270270268	114.9016216216216	172.91675675675674	202.37837837837836	503.5329729729729	164.38054054054052	254.27027027027023	150.30486486486484	146.59459459459458	209.6043243243243	451.2778378378378	165.4962162162162	4560.181621621621	2992.683243243243	2441.695135135135
POLYISOPRENSYN-PWY	7364.581428571429	16651.344285714287	10711.891428571429	16537.03571428571	10109.769999999999	12555.085714285715	7937.811428571428	17497.45428571428	13658.635714285716	13887.624285714286	12310.671428571426	18043.038571428577	8575.222857142857	9192.398571428572	17234.56	16081.985714285714	9944.505714285715	15181.425714285715	10769.24857142857	14284.802857142857	15253.401428571431	13146.395714285713	13726.43857142857	11551.711428571429	11921.84	14797.84142857143	11944.132857142857	16413.21142857143	12787.154285714285	16539.42428571429	10401.202857142856	7080.9914285714285	7132.677142857143
PPGPPMET-PWY	2153.328571428571	5391.287500000002	5047.92142857143	7707.991071428572	6091.442857142856	6045.583928571428	4849.708928571429	13684.694642857143	5538.458928571429	5801.812499999999	3429.6232142857143	7293.976785714286	2189.119642857143	4313.133928571428	9093.732142857143	7623.926785714286	2410.342857142857	8297.462500000001	4904.17142857143	7329.755357142857	6703.646428571429	6229.276785714285	6100.908928571429	5287.97857142857	5994.4803571428565	6221.071428571429	5547.308928571429	8461.725	9131.230357142857	5227.987500000001	7427.880357142858	5572.130357142857	5024.312500000001
PWY-1269	7274.227142857144	16865.05415584416	11024.182597402598	17142.393896103895	10456.669480519478	12821.125064935062	8231.6587012987	18352.253506493504	13959.045974025976	14260.705584415586	12603.505324675325	18571.977272727276	8454.225844155844	9306.051558441559	17684.99181818182	16235.026103896102	9849.818051948054	15679.806493506496	10952.852987012986	14729.911948051948	15686.449220779223	13498.221948051947	14074.414415584415	11751.616883116882	12246.946623376625	15185.043636363636	12302.886493506492	16893.43948051948	13396.092467532466	16721.256363636367	11704.97948051948	7987.455584415584	7923.2867532467535
PWY-1861	1482.223459366015	1536.118836856632	1995.390560741184	1147.714629581555	1826.326092304268	3092.5855473767424	723.6716089831436	1070.505543335893	1106.0137149901643	987.0104751509962	502.97874790728247	2309.7784408191014	1322.3969138965613	2253.7344285697955	1438.8291635214448	1995.9306262147275	1951.2212424423135	2403.15105709227	1299.0153108658692	787.6319771686493	872.2605259798804	1108.986724397529	1520.7612659331767	960.7942928194079	1215.716374976926	911.3278660211801	653.2785267213874	1063.9728150988717	2198.630622101328	779.7718517968949	9041.578753451131	5820.35974943718	4664.574185196184
PWY-2941	269.08363636363634	203.09454545454543	285.8290909090909	205.45090909090908	208.17818181818183	452.90181818181816	144.90545454545452	221.2690909090909	205.82181818181817	180.54545454545453	55.45090909090908	237.81818181818178	264.91636363636366	388.8981818181818	340.72363636363633	508.9090909090909	318.1745454545454	308.00727272727266	282.7309090909091	169.63636363636363	163.63636363636363	217.26545454545453	209.27999999999997	205.09090909090907	220.5490909090909	158.18181818181816	117.45818181818181	224.54181818181814	325.2763636363636	128.35636363636362	241.63636363636363	135.63272727272727	110.18181818181817
PWY-2942	11138.05145878018	22112.514498356784	14225.990740656103	21845.845357694787	14593.22760691423	17413.667785153328	11797.328909523814	27517.01595826714	18361.123814469946	19071.525756672243	15104.301959023343	23865.975340178815	12426.342902901059	12922.141426581342	23817.35386685405	22864.93925749249	14743.684312231988	21671.477668704672	15081.046764379993	19972.681421577454	20602.408919729183	18437.99854514696	18361.817368534186	16423.366123146425	17007.106807288597	20463.06629283789	17159.41347669762	22877.334067683703	19341.747176115055	22533.946020186824	22782.136672595283	13732.312186012836	13304.278848572843
PWY-3001	4023.731932931179	9943.713458341863	6383.184143373419	10586.832398169032	7773.515481438143	8780.958033107701	6388.326302676363	17285.183994796975	8504.73297047586	8611.979525891193	5117.934703450363	9670.147904255196	4478.393402336734	5894.23484462467	12286.876352854302	11707.326611221733	5058.2281031599105	11451.579528904635	6902.569714334285	10572.48176232425	10045.789748249992	9281.30783083431	8938.899005953594	8267.289975662452	9011.212819767195	9739.613971457737	7704.467309612949	11438.056540399744	11239.61846607821	9275.994080774768	20259.426328849244	12153.904458886293	11871.101250183347
PWY-4984	114.44444444444446	202.74444444444447	104.07777777777778	212.95555555555558	149.62222222222223	109.34444444444445	119.25555555555556	348.37777777777785	172.33333333333331	195.73333333333338	78.14444444444445	164.82222222222225	156.4	125.1888888888889	169.89999999999998	184.54444444444445	133.33333333333334	204.82222222222222	141.11111111111111	120.21111111111111	159.96666666666667	150.93333333333334	174.5777777777778	160.66666666666669	155.5777777777778	133.56666666666666	100.0	170.7888888888889	165.55555555555557	213.66666666666669	1324.8666666666666	769.5555555555555	603.7111111111112
PWY-5097	11276.560973726057	22726.905369401877	14924.578594833443	23235.491848442845	15290.922815302456	18176.62227545005	12465.664799693574	29519.75797944563	19140.322894891728	19948.470837325654	15676.102077275162	24766.646881439534	12575.11925904016	13506.942704946685	25125.515849530137	23968.012924320217	14851.242186952515	22602.292198860952	15725.32920113684	21044.0632674701	21548.302439304636	19315.503326656166	19101.5339986985	17076.34523087783	17869.76039350401	21375.162476080655	17862.16469949077	24067.784416608964	20762.293911246295	23087.443452061838	22667.24754642385	13647.052869338384	13419.866504968033
PWY-5100	7257.904165834167	10122.941435231436	7371.3940326340335	9988.65646020646	9447.199886779888	9935.022547452547	7642.605561105563	20583.29111888112	9102.28692973693	9911.83973692974	5042.000216450217	11764.647589077591	7317.258348318349	7692.747955377956	13495.383083583087	13357.979447219448	8982.806853146853	12984.971385281382	8634.037908757911	11056.59702963703	10332.451515151517	10336.74680652681	9383.455894105897	9618.73617049617	9895.844342324344	10637.868797868796	10125.348581418584	13049.152747252749	13215.776563436562	11123.518271728275	17443.733320013318	10232.764981684984	9300.015817515816
PWY-5101	13568.597142317347	25904.070679318575	15868.70511045462	24228.764716347276	16446.57785208235	19627.208394953384	13232.03882225525	30283.490330959226	20997.087994506885	21740.088747209917	17500.797692817894	27462.22928471841	15193.382178395646	14614.938110069495	26797.873472041025	26108.670619656597	18032.601052727743	24625.84715174019	17286.61701911024	22501.61517250612	23372.014656111984	20931.28186267046	20967.271324919413	18948.187623275506	19179.42728106774	23379.905604974236	19758.067128895203	25963.738317720323	20928.63449621939	26907.543568681744	25329.53663105962	14904.897573270218	14451.262914573725
PWY-5103	11906.06484796201	22839.865380069663	14018.237302372454	21418.54901170933	14472.213994989472	17291.289680590406	11652.666675880533	26571.642265433384	18515.858142405967	19173.511167747514	15489.675094428421	24228.91143294914	13341.215084463376	12885.526863256995	23619.136028303445	22995.09775270887	15845.650272219358	21700.93937423954	15237.02492794215	19829.067017158082	20625.13344984197	18450.458812291963	18489.91496459697	16664.332174747797	16884.45799040323	20605.87989481914	17400.00274217884	22865.30408045831	18434.0071724105	23678.44283219894	21911.755029885768	13001.65362573165	12552.337013050077
PWY-5104	12478.865276658687	23378.01661859039	14289.287568768314	21615.008702250212	14941.005367695567	17675.271049040795	12013.947879682519	27606.77780647505	18959.91724572664	19699.145972830767	15643.178559599528	24795.78422137452	13903.541339272599	13227.346323055346	24221.74655221104	23648.765257092524	16562.851975290363	22230.601778305434	15703.289101200982	20318.047842502936	21101.133718468598	18975.016953618007	18917.186517210805	17220.88606230156	17377.062210986587	21152.69583560757	18013.813220953725	23498.810174363032	18903.27618548246	24375.573486598056	21810.07923932642	12930.17703130067	12534.433703381788
PWY-5154	2856.5336844568756	8247.468748401132	5188.666292039772	8911.960951109097	6189.291511743019	6698.634646913526	4832.678908371188	14571.429788063184	7016.249418057411	7154.925632823715	4390.57106091539	7685.4863807459205	3225.417808593635	4583.564908363264	10013.174282510687	9226.540886746825	3424.0959775787173	8433.722759065773	5226.029785545731	8740.852713929555	8348.575613670957	7549.764470109676	7392.812132025284	6854.979560994587	7491.7186743136535	8138.031899944616	6078.707492762288	9362.384561204168	9239.6460571014	7377.611270285855	14251.886553896135	8682.111500226287	9087.209163587824
PWY-5188	7231.063636363637	11993.018181818183	7502.9345454545455	10308.567272727272	6739.0	8958.572727272727	5433.362727272727	8507.813636363637	9355.801818181819	9747.147272727274	9477.377272727274	14266.78090909091	8133.5481818181825	6774.978181818182	10773.759999999998	10666.054545454546	10224.597272727273	11215.570909090908	8116.370909090908	8751.315454545454	9953.51	8736.109090909089	9164.602727272728	7626.361818181817	7406.539090909091	10020.643636363637	9146.184545454546	10772.603636363638	7032.179090909091	13257.136363636362	7432.036363636362	4589.47	3630.388181818182
